5r2/1r1pk3/2b1p3/p1p3pp/2P1p3/1P2P1P1/P2R1P1P/2RBK3 w - -,c1c3 h5h4 a2a4 b7b8 h2h3 h4g3 f2g3 f8f7 d2h2 b8f8,-71
r3kb1r/pppqpppp/2n2n2/3p4/3P4/2PbPN2/PP3PPP/RNBQ1RK1 w kq -,d1d3 e7e6 b1d2 f8e7 f1e1 e8h8 e3e4 d5e4 d2e4 h7h6,24
2krr3/ppbqnp1p/2p1b1pP/3p2P1/2nP4/2NQ4/PP2PPB1/R1B2KNR w - -,g1f3 c8b8 c3a4 e7f5 a4c5 d7e7 b2b3 c4d6 c1f4 e6c8,-119
2r1r1k1/5ppp/p1b1pn2/1p1qB3/Pb1P4/3B1N1P/1P2QPP1/R3R1K1 w - -,e1d1 b5a4 d3a6 c8a8 d1c1 f6d7 a6c4 d5a5 e5f4 h7h6,-5
2kr3r/pp1b4/5Ppp/3p4/P4B2/3P2R1/4nPPP/R5K1 w - -,g1f1 e2f4 a1c1 c8b8 c1e1 h8f8 g3f3 g6g5 h2h4 f8f6,-584
4rrk1/pp2ppBp/8/2PN4/5n2/7P/PP4P1/3R2K1 w - -,b2b4 g8g7 d5f4 e8d8 d1e1 d8d4 f4h5 g7g6 h5g3 f8d8,-341
8/8/8/4k3/p1K3P1/P1Pp4/2P5/8 w - -,b2b4 g8g7 d5f4 e8d8 d1e1 d8d4 f4h5 g7g6 h5g3 f8d8,Mate
rnbqk2r/3ppp2/p1p2bpp/8/3Q2P1/2N2N2/PPPB1P1P/R3K2R w KQkq -,d4f4 d7d5 e1a1 f6g7 c3a4 e8h8 h1e1 c6c5 d2e3 g6g5,-93
3r1rk1/2Q2ppp/q1p5/7N/3b4/7P/5PP1/3R1RK1 w - -,d1d4 d8d4 c7e5 f7f6 e5d4 a6a5 h5g3 f8d8 d4f4 a5d5,444
8/2k1KR2/8/7r/4P3/8/8/8 w - -,e7e6 c7c6 e4e5 h5h1 f7f2 h1h6 f2f6 h6h7 f6g6 c6c7,672
8/8/6p1/7p/p2n4/N1k3PP/5PK1/8 w - -,f2f4 d4c2 a3b1 c3b2 b1d2 c2e3 g2f3 a4a3 f3e4 a3a2,-514
2r3k1/4qp2/1p3np1/p2p3p/P2P1P2/1P1Q1BP1/6KP/3R4 w - -,d1d2 c8c6 h2h4 e7e1 f4f5 f6e4 f3e4 d5e4 d2d1 e4d3,-114
8/7p/6n1/8/1Q5P/6P1/3r1qBK/4k3 w - -,b4b1 d2d1 b1e4 f2e2 e4b4 e1f2 b4b6 e2e3 b6b2 f2e1,-530
r4rk1/1p1nppb1/6qp/3P2p1/p2N4/2n1B1PP/PPQ2PK1/2RR4 w - -,c2g6 f7g6 b2c3 f8c8 c1b1 a8b8 d4e6 b7b5 d5d6 g7c3,109
r1b2k2/1ppq2p1/p1np1n1p/4p3/2B1P3/3P4/PPP2PPP/RNBQK2R w KQ -,e1h1 d7g4 f2f3 g4h5 b1c3 c6d4 c3e2 d4f3 f1f3 c8g4,593
2r4r/3pk1pp/bB2p3/2pn4/2P2P2/1P6/P3K1PP/R4BR1 w - -,b6a5 d5f4 e2e3 e6e5 g2g3 f4e6 f1d3 d7d6 g1f1 a6b7,-2
4k3/2p5/p1n2p2/3p2p1/3P4/1NP5/P1K2PP1/8 w - -,b3c5 c6a5 c5a6 e8d7 a6c5 d7c8 a2a4 c7c6 c2b2 a5c4,259
r1b2rk1/ppq3pp/1n2p3/3pPp2/1P1B1P2/P2B4/2P1Q1PP/R3K2R w KQ -,g2g4 b6a4 e1d2 c8d7 g4f5 f8f5 h1g1 a8c8 d3f5 e6f5,221
2kr3r/pp1b4/5Ppp/3p4/P4n2/3P2R1/5PPP/R4K2 w - -,d3d4 h8f8 g3b3 c8b8 a4a5 b8a8 a5a6 b7a6 a1a6 d8b8,-607
rn1qk2r/ppp1bppp/3p1n2/4pb2/1PP5/3PP3/PB3PPP/RN1QKBNR w KQkq -,b1c3 a7a5 b4b5 a5a4 g1f3 c7c6 a1c1 b8d7 f1e2 a4a3,-7
4rBk1/pp2pp1p/8/2Pn4/8/7P/PP4P1/3R2K1 w - -,d1d5 g8f8 g1f2 e7e6 d5d7 e8e7 d7d8 e7e8 d8e8 f8e8,37
8/7p/3k1Kp1/6P1/7P/8/8/8 w - -,f8h6 e8d8 d1d3 f7f6 d3a3 d8a8 a3d3,Mate
2kr1b1r/ppp2pp1/2n1pn2/7q/2PP3p/4B3/PPQNNPPP/R4RK1 w - -,a1e1 h4h3 g2g3 c6b4 c2b1 c7c5 f2f3 b4c6 d2b3 c5d4,-73
r7/5qk1/2p3pp/pp1p1n2/1PnP4/P2Q1N1P/3N1PP1/4R1K1 w - -,f3e5 f7f8 e5c6 a5b4 a3b4 a8a3 d3c2 a3a6 c6e5 f8b4,3
3r4/1k3p1p/5Pp1/p4b2/4p3/NP6/P2p2PP/3Q2K1 w - -,g1f2 f5g4 d1g4 d2d1q g4e4 d1d5 f2f3 d5e4 f3e4 d8d2,-356
3r1rk1/2p1npb1/1pn1b1pp/p3p3/P3P3/1NP1B1PP/1P1N1PB1/R2R2K1 w - -,h3h4 f7f5 g2h3 e6f7 f2f3 f5f4 e3f2 d8d6 h3f1 f4g3,-81
8/8/3k4/5pp1/1P1K3p/7P/6P1/8 w - -,d4e3 d6e5 b4b5 e5d5 b5b6 d5c6 e3d4 c6b6 d4e5 g5g4,13
r3kb1r/pp3ppp/8/2pPPb2/3q1Pn1/2N2Q2/PP4PP/R1B1KB1R w KQkq -,h2h3 g4e5 f4e5 d4e5 f1e2 f8d6 h1f1 e5g3 f1f2 g3f3,438
4r1k1/pp3p2/2b3pp/8/2Pq1P2/1P1B2P1/P2Q2P1/2R3K1 w - -,g1h1 e8e3 c1d1 e3g3 h1h2 g3g2 d2g2 c6g2 h2g2 d4f4,Mate
