3r2k1/1p6/2p3pp/R4p2/R3pP2/4Pn2/1P3PKP/5r2 w - -,c3e2 a5a4 b3a2 c6c5 d2d3 g8f6 c2c3 d4c3 b2c3 f8e7,Mate
3k4/4N3/6p1/5p2/7P/4P1P1/1p1n1PK1/8 w - -,f1b5 c8d7 f3d4 d7b5 d4b5 a7a6 d1d8 e8d8 b5d4 e7e5,Mate
3r2k1/pp3pp1/2p1r1p1/3b4/1P1P1b2/2P2NPP/PR3P2/4R1K1 w - -,e1e6 f7e6 f3h2 f4b8 h2g4 g6g5 a2a4 e6e5 d4e5 b8c7,-430
rn1q1rk1/ppp3pp/5n2/2bpp3/8/2NP1N1P/PPP2PP1/R1BQ1RK1 w - -,f3e5 b8c6 c1f4 d5d4 e5c6 b7c6 c3e2 f6d5 f4h2 a8b8,113
k7/2Kppq1b/1Q6/p2PP3/1P6/2P5/6R1/7r w - -,f3e5 b8c6 c1f4 d5d4 e5c6 b7c6 c3e2 f6d5 f4h2 a8b8,Mate
5r2/2nk4/2p1p1pp/p2p2P1/5r1P/RPPP1PKB/8/4R3 w - -,g3h2 f4f3 g5h6 f3d3 e1g1 d3d2 g1g2 d2g2 h2g2 f8h8,-148
rnbqkbnr/pp4pp/2pp4/4pp2/3PPP2/2P5/PP4PP/RNBQKBNR w KQkq -,e4f5 c8f5 d4e5 b8d7 g1f3 d6e5 f4e5 f5g4 c1e3 d8c7,61
3r2k1/pp4p1/2p1p1p1/3b4/1P1P1b2/2P2NPP/PR3P2/6K1 w - -,f3h2 f4b8 b2d2 g6g5 h2g4 b7b5 d2e2 d5c4 e2e1 c4a2,-436
3r2k1/3r1pp1/4nn1p/q3p3/2p1P3/p2b1PPP/PP1R1QB1/R2N1NK1 w - -,f1e3 a3b2 d2b2 c4c3 b2b3 c3c2 d1b2 e6c5 e3c2 c5b3,-385
3k4/8/6p1/3N1p2/7P/4P1P1/3n1PK1/1q6 w - -,f1e3 a3b2 d2b2 c4c3 b2b3 c3c2 d1b2 e6c5 e3c2 c5b3,Mate
rnb1kb1r/ppp2ppp/4p3/8/3P4/6P1/PPPK3P/R1BQ1BNq w kq -,h2h4 h1h2 f1e2 h2f2 g1f3 b8c6 c2c3 e6e5 d1e1 f2e1,-615
3r3k/pQ4p1/7p/3q1p2/8/P2pP1P1/1P1R1P1P/2r1R1K1 w - -,d2d1 c1d1 b7d5 d1e1 g1g2 d8d5 b2b4 d3d2 g2h3 e1g1,-1144
r1b2rk1/2qnbppp/p1npp3/1pp3P1/4PP2/2NP1N1P/PPP3B1/R1BQ1RK1 w - -,c3e2 c8b7 c1d2 d6d5 e4d5 e6d5 f4f5 e7d6 f3h4 d6e5,33
rnbqkb1r/pp3ppp/8/4p3/3N4/2P5/PP3PPP/R1BQKB1R w KQkq -,f1b5 c8d7 d1e2 d8e7 b5d7 b8d7 d4b5 d7c5 c3c4 a7a6,85
r4r2/2nk3p/2p1p1p1/p2p2P1/7P/RPPP3B/5P2/4R1K1 w - -,a3a4 a8b8 a4a3 f8f4 g1g2 b8f8 e1e2 f4h4 a3a5 h4h5,-53
3r1rk1/1p4bp/q1p3p1/p2P1p2/P1P1p3/2R1P1P1/5PBP/1R1Q2K1 w - -,d1c2 g7c3 c2c3 c6d5 c4d5 a6d3 c3b2 d3d5 g2f1 h7h5,-165
1b1r2k1/pp4p1/2p1p1p1/3b4/1P1P4/2P3PP/PR3P1N/6K1 w - -,h2g4 g6g5 a2a4 e6e5 d4e5 d5e6 f2f4 b8c7 g1h2 d8d3,-438
rn1qkb1r/pp1b1ppp/8/1B2p3/3N4/2P5/PP3PPP/R1BQK2R w KQkq -,d1e2 d8e7 d4f5 e7e6 b5d3 b8c6 e1h1 e8a8 f1d1 c8b8,81
rnbqkbnr/pp4pp/2pp4/5P2/3PpP2/2P5/PP4PP/RNBQKBNR w KQkq -,d1h5 e8d7 c3c4 g8h6 b1c3 d7c7 c3e4 h6f5 d4d5 b8a6,83
2qr2k1/pp5p/6p1/2PpRb2/5B2/5P2/PP1Q3K/R6B w - -,a1e1 c8c5 h1g2 h7h6 f4g3 c5f8 e5d5 d8c8 d5e5 f8d8,788
rn1qkb1r/p1pppp2/1p3n1p/3P1bp1/8/2N3B1/PPP2PPP/R2QKBNR w KQkq -,g1f3 d7d6 f3d4 f5d7 f1d3 f8g7 h2h4 g5g4 d4f5 d7f5,78
r1bqk1nr/pp3ppp/2nbp3/3p4/3P4/1P3NP1/2P1PPBP/RNBQ1RK1 w kq -,b1a3 g8f6 a3b5 d6b8 c2c4 e8h8 c1a3 f8e8 d1c2 a7a5,78
r4kr1/pp1bbp2/1q2p3/3pPnBR/2p2Q2/P1P1P3/1PBN1P2/1R2K3 w - -,d2f3 a8c8 h5h7 f8e8 e1e2 c8c6 g5f6 b6c5 f3g5 g8f8,339
r2q1rk1/pp1b1pbp/3ppnp1/8/3BP1P1/2N2P2/PPPQ3P/2KR1B1R w - -,g4g5 f6h5 d4g7 h5g7 d2d6 d7c6 d6d8 a8d8 d1d8 f8d8,155
8/1KP3P1/5k2/3Q4/8/8/8/8 w - -,f1e2 d7c6 h2h4 h7h5 c1b1 a8c8 a2a3 a7a6 d1g1 e6e5,Mate
r2qk2r/1b1nbpp1/p2ppn2/6B1/1p1NP2p/2N2P1P/PPPQB1P1/1K1R3R w kq -,d4b3 b4c3 d2c3 a8c8 c3e1 d8c7 c2c4 b7c6 g5h4 c6a4,-325
3r1rk1/1p4bp/q5p1/p1pPp3/PnP1Pp2/2B3P1/5PBP/1RRQ2K1 w - -,d1e2 g8h8 g3f4 f8f4 c3d2 f4f7 d2e3 a6f6 e3c5 b7b6,152
r2qkb1r/pp1b1ppp/2n5/1B2p3/3N4/2P5/PP2QPPP/R1B1K2R w KQkq -,d4c6 b7c6 e2e5 f8e7 b5c4 e8h8 c1e3 e7f6 e5f4 d7e6,163
r1bq1r2/p3np1k/1p5p/b1p1n2N/2Pp3N/P5P1/1P2PPBP/R1Q2RK1 w - -,h5f6 h7g7 f6h5 g7h7 g2a8 b6b5 c4b5 c5c4 a8e4 f7f5,300
r1bqk1nr/p1pp1ppp/1pn5/4p3/2PbP3/P2P1N2/1P3PPP/RNBQKB1R w KQkq -,f3d4 c6d4 f1e2 d7d6 c1e3 c7c5 e1h1 g8e7 f2f4 e5f4,10
r2qkb1r/pp3ppp/2b5/1B2p3/8/2P5/PP2QPPP/R1B1K2R w KQkq -,b5c6 b7c6 e2e5 d8e7 e5e2 e7e2 e1e2 f8c5 h1d1 e8h8,225
8/1k6/2r5/RK6/8/8/8/8 w - -,,0
3r3k/ppQ3p1/2r4p/3q1p2/8/P2pP1P1/1P1R1P1P/4R1K1 w - -,c7b7 c6c1 b7g7 h8g7 e1c1 d8d7 h2h4 d5e4 g1h2 g7f6,-419
r2qk2r/p2bbppp/2n1pn2/1p1p4/2pP1B2/2P1PN1P/PPBN1PP1/R2QK2R w KQkq -,e3e4 e8h8 e4e5 f6h5 f4h2 g7g6 g2g4 h5g7 a2a3 a7a5,41
rn2kbnr/ppq2ppp/2p1p3/5b2/2PP4/1QN2N2/PP4PP/R1B1KB1R w KQkq -,c4c5 b8d7 f1c4 f8e7 e1h1 b7b5 c4e2 a7a5 a2a4 b5b4,-60
r2q1rk1/1p1bnppp/p3p3/2PpPnP1/PP3P2/2PB1N2/5B1P/R2Q1R1K w - -,h1g1 d8e8 f3d4 g7g6 h2h4 f5g7 b4b5 a6b5 a4b5 a8a1,191
r1bqk1nr/p1p2ppp/1pnp4/4p3/2PbP3/P2P1NP1/1P3P1P/RNBQKB1R w KQkq -,f1g2 c8g4 b1c3 g8f6 c3d5 h7h6 d1a4 g4d7 g2h3 f6d5,20
2k3r1/p1p5/1p1p1P2/7p/5P2/1Br1Q1q1/P4K2/7R w - -,e3g3 g8g3 b3e6 c8d8 h1h5 c3f3 f2e1 f3e3 e1f2 e3e6,Mate
r4kr1/pp1b1p2/1q2p3/3pPnbR/2p2Q2/P1P1P3/1PBNKP2/1R6 w - -,h5g5 g8h8 g5g1 h8h4 g1g4 h4h8 d2f3 a8c8 g4g1 f8e8,266
3r1rk1/1p5p/q5pb/p1pPpp2/PnP1P3/2B3P1/5PBP/1RRQ2K1 w - -,c3a1 a6d6 c1c3 f5f4 c3b3 f8f6 d1e2 b7b6 b1f1 d8e8,120
r2qk2r/1b1nbpp1/3ppn1p/pB6/Pp1NP1P1/4BP2/NPP1Q2P/2KR3R w kq -,c1b1 e8h8 a2c1 d7c5 h2h4 f6d7 h1g1 d7b6 b2b3 b6d7,170
8/1p3pkp/q1p3p1/4n3/3rB1P1/1QNP3P/2K5/5R2 w - -,b3a2 a6b6 a2a3 d4d7 c3d1 g7g8 a3c3 d7e7 f1f6 b6g1,92
8/k7/2r5/1K6/8/8/8/8 w - -,,0
2r5/1b4k1/p7/2n5/1p1N2P1/4B3/1PPQ4/1NK4q w - -,d2d1 c5d3 c1d2 h1d1 d2d1 d3b2 d1c1 b2c4 d4f5 g7h7,Mate
rnbqk1nr/pppp2bp/4p3/5p2/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq -,f1d3 g8f6 c3c4 e8h8 e1h1 b8c6 f1e1 c6e7 b1c3 b7b6,95
r2q1rk1/pR1b1pb1/6p1/3pp2p/3N3P/3PP1B1/P2Q1PP1/2R3K1 w - -,d4f3 d7c8 b7c7 f8e8 d3d4 e5d4 f3d4 g7e5 g3e5 e8e5,142
r2q1rk1/pp1b1pb1/3ppnp1/7p/3BP1PP/2N2P2/PPPQ4/2KR1B1R w - -,c1b1 d7c6 f1d3 d8e7 d1g1 f8d8 a2a3 a8c8 d4f6 e7f6,139
r1bq1rk1/pp2nppp/4p2n/2PpP3/1P3PP1/2PB1N2/P4B1P/R2Q1RK1 w - -,h2h3 e7g6 f2e3 d8c7 d1d2 b7b6 a1e1 c8d7 f1f2 a8c8,330
r4rk1/1p1nbpp1/p1qp3p/3Rp3/4P3/2P5/PP2QPPP/R1B1N1K1 w - -,f2f3 f7f5 d5d2 f5e4 e2e4 c6e4 f3e4 e7d8 d2e2 d7f6,-78
r1bqkb1r/1p3ppp/p1n1pn2/8/3P4/5N2/PP2BPPP/RNBQ1RK1 w kq -,b1c3 f8d6 c1g5 e8h8 f1e1 d6e7 a1c1 h7h6 g5h4 b7b5,12
rn1qk2r/pp1b1ppp/3b4/1B2p3/3N4/2P5/PP2QPPP/R1B1K2R w KQkq -,b5d3 d6c7 d4b5 b8c6 c1g5 d8c8 e1a1 a7a6 b5c7 c8c7,92
r2qk1nr/p1p2ppp/1pnp4/4p3/2PbP1b1/P2P1NP1/1P3PBP/RNBQK2R w KQkq -,h2h3 g4f3 g2f3 g8f6 b1c3 f6d7 h3h4 e8h8 a1b1 a7a5,27
8/1KP3P1/3k4/Q7/8/8/8/8 w - -,h2h3 g4f3 g2f3 g8f6 b1c3 f6d7 h3h4 e8h8 a1b1 a7a5,Mate
r1bq1rk1/p3np2/1pn2p1p/b1p1P1B1/2Pp4/P4NP1/1P2PPBP/R2Q1RK1 w - -,g5f6 d8d7 f3h4 e7g6 d1c1 g8h7 g2e4 f8g8 f1d1 a8b8,215
r2qk2r/p3nppp/np2p3/3pP3/P1pP4/2P2N2/2P1QPPP/R1B1K2R w KQkq -,h2h4 h7h6 h4h5 d8d7 c1a3 a6c7 e1d2 e8a8 f3h4 c8b7,64
2r5/1b4k1/p7/8/1p1N2P1/3nB3/1PP5/1NKQ3q w - -,c1d2 h1d1 d2d1 d3b2 d1c1 b2c4 d4f5 g7h7 e3g5 b7e4,-419
r2qkb1r/1p3ppp/p1np1n2/4p3/4P1b1/3B1N2/PPPN1PPP/R1BQ1RK1 w kq -,h2h3 g4h5 d2c4 f8e7 c1g5 e8h8 g5f6 e7f6 a2a4 c6b4,42
3r1rk1/1p5p/q5p1/p1pPp3/PnP1Pp2/6P1/3Q1PBP/1RR3K1 w - -,d2e2 a6d6 g2h3 g8g7 c1f1 b7b6 g1h1 f8f6 h3e6 f4f3,52
r1bqk2r/pp3ppp/2n1p3/2PpPn2/1P3P2/2P2N2/P4BPP/R2QKB1R w KQkq -,f1d3 c8d7 a2a4 e8h8 e1h1 a7a6 d1c2 h7h6 c2d2 f5e7,319
4qk2/3rRp1p/1p3Qp1/p1p5/P2p4/1P1P3P/2P2PP1/6K1 w - -,e7e8 f8e8 f6b6 e8e7 b6c5 d7d6 g2g4 e7e6 g4g5 e6d7,788
r2q1rk1/pR3pb1/2b3p1/3pp2p/7P/3PP1B1/P2Q1PP1/2R3K1 w - -,b7b1 c6d7 b1b7 d7c8 b7c7 c8e6 d2b2 d5d4 e3e4 d8b8,-453
2kr1b1r/pppqpppp/2n5/3p4/3PnBb1/2P2NP1/PP2PPBP/RN1Q1RK1 w - -,b1d2 e4d2 f4d2 f7f6 b2b4 c8b8 a2a4 h7h5 h2h4 e7e6,45
r2qk2r/3bbppp/2n1p3/pp1p3n/2pP1B2/P1P1PN1P/1PBN1PP1/R2Q1RK1 w kq -,f4h2 f7f5 b2b3 e8h8 a3a4 b5b4 c3b4 c4b3 d2b3 c6b4,48
r2q1r1k/2p1bppp/p1p1pn2/8/3PP3/2N1BP2/PPQ2P1P/R5RK w - -,c3e2 a8b8 e2f4 b8b6 a1c1 f6d7 f4d3 d8a8 b2b4 a6a5,169
6k1/3r1pp1/1q2nn1p/4p3/2p1P3/5PPP/PN4B1/2R2QK1 w - -,f1f2 b6f2 g1f2 d7d2 f2e3 d2b2 g2f1 b2a2 c1c3 e6d4,-522
8/1p3pkp/1qp3p1/4n3/3rB1P1/2NP3P/Q1K5/5R2 w - -,a2a3 d4d7 c3d1 g7g8 a3c3 d7e7 c2d2 b6a7 d1e3 e7e8,103
8/3k4/3r1pp1/P2K3p/R4P1P/6P1/8/8 w - -,d5c5 d7c7 a4a3 d6e6 a3c3 e6d6 c5c4 d6a6 c4b5 c7b7,407
rn1qk2r/p3nppp/1p2p3/2ppP3/P2P4/2P2N2/2P1QPPP/R1B1K2R w KQkq -,d4c5 b6c5 c3c4 d5c4 e2c4 b8d7 e1h1 d8c7 c4d3 e8h8,-15
1b1rr1k1/pp3pp1/2p3p1/3b1qN1/1P1P1p2/2P1B1PP/PR2QP2/4R1K1 w - -,e3f4 e8e2 b2e2 d8f8 f4b8 f5g5 b8d6 g5f6 c3c4 f6d6,-475
rn1qk2r/pp3ppp/3b4/1b2pN2/8/2P5/PP2QPPP/R1B1K2R w KQkq -,e2b5 b8c6 b5b7 e8h8 b7c6 d8f6 f5d6 f8d8 c1e3 f6d6,531
8/2k5/3r1pp1/P1K4p/R4P1P/6P1/8/8 w - -,a4a3 d6c6 c5b5 c6d6 a3c3 c7b8 b5c5 b8c7 c5c4 c7c8,416
2N5/1K4P1/4k3/Q7/8/8/8/8 w - -,a4a3 d6c6 c5b5 c6d6 a3c3 c7b8 b5c5 b8c7 c5c4 c7c8,Mate
r1bq1rk1/pp1p4/1n1P2p1/2p3p1/8/5N2/PP3PPP/RN1Q1RK1 w - -,b1c3 d8f6 f1e1 g5g4 f3e5 g4g3 f2g3 f8e8 e5f3 e8e1,470
r4rk1/1RR2pb1/5qp1/p2pp2p/7P/3PP1B1/P2Q1PP1/6K1 w - -,a2a4 d5d4 e3d4 e5d4 g1h2 a8a6 b7b5 a6c6 c7a7 f8c8,164
r2qk2r/3bb1pp/2n1p3/pp1p1p1n/2pP4/P1P1PN1P/1PBN1PPB/R2Q1RK1 w kq -,b2b3 a5a4 b3a4 b5a4 c2a4 e8h8 a4b5 e7a3 b5c4 d5c4,24
1r1r1k2/p3nbbp/1p4p1/2pp1p2/P1P5/1PNRP1P1/5PBP/2R2NK1 w - -,d3d5 e7d5 c3d5 a7a6 h2h3 h7h5 f1d2 b6b5 a4b5 a6b5,-134
3r2k1/3r1pp1/5n1p/q1n1p3/2p1P3/p2b1PPP/PP1R1QB1/2RN1NK1 w - -,d1c3 d3e4 f3e4 d7d2 f1d2 c5d3 d2c4 a5c7 f2c2 d3c1,-280
8/1pq2pkp/2p3p1/4n3/3rB1P1/2NP3P/Q1K5/1R6 w - -,a2a7 d4d7 c3e2 d7e7 b1b4 g7h6 a7c5 h6g7 e2d4 g7g8,144
rn2k2r/pp1b1ppp/3b1q2/1B2pN2/8/2P5/PP2QPPP/R1B1K2R w KQkq -,f5d6 f6d6 e1h1 b8c6 f1d1 d6c7 b5d3 e8h8 e2e4 f7f5,86
8/ppp1q1kp/3p4/3Pn1p1/2P1p1P1/1P2PrP1/P5KP/1RBQ4 w - -,b1b2 g7g6 b2c2 e5g4 d1d4 h7h5 g2g1 e7e5 d4e5 g4e5,-223
2r2rk1/1pqbnppp/p3p3/1PPpPnPP/P1P2P2/3B1N2/5B2/R2Q1R1K w - -,c5c6 d7c6 b5c6 d5c4 d3e4 e7c6 e4f5 e6f5 d1d6 b7b5,263
8/p3kp1Q/1p1r2p1/2p5/3p4/1P1P3P/P1P2PP1/6K1 w - -,g2g4 g6g5 h7f5 d6g6 f5e5 e7f8 e5b8 f8g7 b8a7 g6e6,730
rn2k2r/1p1b1p1p/p3p3/q3p3/1bBN4/2N5/PP3PPP/2RQ1RK1 w kq -,c4e6 f7e6 d1h5 e8e7 d4b3 a5d8 h5e5 b8c6 c3d5 e7f7,269
r1bqkbnr/3n1ppp/p3p3/1p1p4/2pP4/2P1PN2/PPBN1PPP/R1BQK2R w KQkq -,e1h1 g8f6 b2b3 f8e7 b3c4 d5c4 e3e4 d8a5 c1b2 c8b7,32
r4rk1/1R1R1pb1/2q3p1/p2pp2p/7P/3PP1B1/P2Q1PP1/6K1 w - -,d2b2 a8c8 g1h2 c6c2 b2c2 c8c2 a2a4 c2a2 f2f4 e5f4,125
rn2k2r/pp1b1ppp/3q4/1B2p3/8/2P5/PP2QPPP/R1B1K2R w KQkq -,b5d3 d7e6 e1h1 b8c6 f1d1 d6c7 e2h5 e8a8 c1e3 h7h6,76
4r3/4r2p/2pkp1p1/1n1pR1P1/3P1PBP/2P3K1/4R3/8 w - -,e2d2 b5c3 g4f3 e8a8 e5e3 c3b5 f3e2 a8a4 e2b5 c6b5,-150
8/2q2pkp/2p3p1/1p2n3/3rB1P1/2NP3P/1QK5/1R6 w - -,c3e2 d4d8 b2b4 d8e8 b4c3 c7d6 e2d4 g7g8 d4b3 e5c4,99
6k1/ppp3qp/3p4/3Pn1p1/2P1p1P1/1P2PrP1/P5KP/1RBQ4 w - -,d1e2 e5g4 g2g1 g7f7 b1b2 h7h5 b2c2 h5h4 e2e1 h4h3,-325
8/4kpp1/1K2p3/8/1P1P1P1p/4P3/R4P2/2r5 w - -,f2f3 h4h3 b4b5 c1g1 b6c6 g1g2 a2a7 e7f6 a7a8 g2c2,21
r2qk2r/3bb1pp/2n1pn2/pp1pNp2/2pP4/P1P1P2P/1PBN1PPB/R2Q1RK1 w kq -,g2g4 e8h8 d2f3 f6e4 e5c6 d7c6 f3e5 c6e8 d1e2 e4g5,18
3r1rk1/1p5p/q5p1/p1pPB3/PnP1p3/6P1/5PBP/2RQ2K1 w - -,g2h3 d8e8 e5a1 b4d3 c1c2 h7h5 h3f1 d3e5 a1e5 e8e5,-100
8/8/8/r7/5k2/3K4/8/4R3 w - -,,0
rn2k2r/pp3ppp/3qb3/4p3/8/2PB4/PP2QPPP/R1B1K2R w KQkq -,e1h1 b8d7 b2b3 e8h8 f1d1 d6c7 c1a3 d7c5 d3c2 a8c8,76
1b1rr1k1/pp3pp1/2p3p1/3b1qN1/1P1P3P/2P1p1P1/PR2QP2/4R1K1 w - -,f2e3 b8g3 e1f1 f5d7 c3c4 g3h4 g5f3 d5f3 e2f3 h4g5,-562
2k5/p1p2P2/1p1p4/7p/5P2/1Br2r2/P4K2/7R w - -,f2e1 f3f4 b3e6 c8d8 e1d2 c3c5 d2e3 f4f6 e6b3 d8e7,-541
r1bqk2r/1p2bppp/p1n1pn2/8/3P4/2N2N2/PP2BPPP/R1BQ1RK1 w kq -,c1e3 e8h8 f3e5 e7d6 e3f4 c6e7 e2d3 f6d5 f4g3 b7b6,27
8/p4p2/1p1rk1p1/2p5/3p3Q/1P1P3P/P1P2PP1/6K1 w - -,g2g4 e6d7 h4h7 d7e7 h7h8 e7d7 h8g7 d7e7 g1g2 d6f6,747
r1bq1rk1/p3np2/1pn4B/b1p1p3/2Pp4/P4NP1/1P2PPBP/R2Q1RK1 w - -,f3h4 c8g4 h2h3 g4h5 h6f8 d8f8 g3g4 h5g6 h4g6 f7g6,-45
r4rk1/2RR1pb1/1q4p1/p2pp2p/7P/3PP1B1/P2Q1PP1/6K1 w - -,d2c2 a8d8 c7b7 b6f6 c2c5 d8d7 b7d7 d5d4 e3d4 e5d4,119
2r3k1/r4pbp/q1p1p1p1/pp6/3P3P/1P1RP1P1/2Q2PB1/2R3K1 w - -,h4h5 a7c7 d3c3 g7f8 c2e2 f8a3 c1d1 a6b6 g2e4 a3f8,-48
8/2qr1pkp/2p3p1/1p2n3/4B1P1/3P3P/1QK1N3/1R6 w - -,e2d4 c7d6 d4f3 d7e7 b2d4 d6c7 d4c3 g7g8 f3e5 e7e5,179
2k5/p1p2P2/1p1p4/7p/5r2/1Br5/P3K3/7R w - -,h1h4 f4f6 b3d5 c3c5 h4h5 c5d5 h5d5 f6f7 d5h5 c8b7,-561
r5r1/pp1bkp2/1q2p3/3pPnR1/2p2Q2/P1P1P3/1PBNKP2/1R6 w - -,c2f5 g8h8 f5c2 a8f8 g5g7 e7d8 g7f7 f8f7 f4f7 d8c8,471
rn2k2r/1p1b3p/p3p3/q3p3/1bB5/2N5/PP3PPP/2RQ1RK1 w kq -,d1h5 e8d8 f1d1 e5e4 h5h6 a5e5 c4e6 d8e8 e6d5 b8c6,286
r5k1/p3r2p/1p4p1/2R5/1P1B4/n5P1/5P1P/R5K1 w - -,c5c6 e7e4 d4f6 e4c4 c6d6 a3c2 a1d1 a8c8 d6d7 c4c7,35
3rr1k1/pp3pp1/2p3p1/3b1qN1/1P1P3P/2P1P1b1/PR2Q3/4R1K1 w - -,e1f1 f5d7 c3c4 g3h4 g5f3 d5f3 e2f3 h4g5 b2e2 d7e6,-595
3r1rk1/1pb5/2q3pp/p2p1P2/P3n3/2P1BQ2/1PN3PP/R2R3K w - -,c2d4 c6d6 f3h3 g6f5 d4b5 d6c6 b5c7 c6c7 d1f1 f5f4,200
r2qk2r/p3npp1/np2p3/3pP2p/P1pP4/B1P2N2/2P1QPPP/R3K2R w KQkq -,h2h3 e7f5 e1d2 e8d7 a1g1 f5h4 d2d1 a6c7 e2e3 h4f3,39
1r4k1/5p1p/4p3/p7/3P1P2/4K3/bpB3PP/1R6 w - -,b1g1 b8c8 e3d2 a5a4 c2a4 b2b1q g1b1 a2b1 a4b3 b1f5,-614
rn2k2r/1p3p1p/p3b3/q3p3/1bB5/2N5/PP3PPP/2RQ1RK1 w kq -,c4e6 f7e6 d1h5 e8d7 h5f7 d7c8 f7e6 b8d7 f1d1 c8b8,303
3rr1k1/pp1q1pp1/2p3p1/3b2N1/1P1P3P/2P1P1b1/PR2Q3/5RK1 w - -,c3c4 g3h4 g5f3 d5f3 e2f3 h4g5 b2e2 d7e6 c4c5 d8d5,-593
r3k2r/1b1nbpp1/p2ppn2/q5B1/Np1NP2p/5P1P/PPPQB1P1/1K1R3R w kq -,a2a3 a5a4 a3b4 h8h5 g5e3 d6d5 c2c3 d5e4 b2b3 a4a3,-320
8/8/8/4N3/3K4/3Q4/8/2k5 w - -,d4e6 f7e6 b2b3 a8c8 e2d3 b7c6 a2a3 c6a4 a3b4 a5c7,Mate
rn2k2r/1p5p/p3p3/q3p3/1b6/2N5/PP3PPP/2RQ1RK1 w kq -,d1h5 e8d7 h5f7 d7c8 f7e6 b8d7 f1d1 c8b8 d1d7 b8a7,314
r4rk1/pb4p1/4q2p/nPp2nB1/1b6/1PN2PP1/P2QN1BP/2KR3R w - -,g2h3 h6g5 d2d3 a8e8 c1b1 e6f7 c3e4 c5c4 b3c4 f7c4,-330
r2q1rk1/3bb1pp/2n1pn2/pp1pNp2/2pP1P2/P1P1P2P/1PBN2PB/R2Q1RK1 w - -,e5d7 d8d7 h2g3 b5b4 c2a4 b4c3 b2c3 f8b8 g3h4 b8b2,-57
r1b1k2r/pp1p1ppp/2n1pn2/q7/1bP1P3/4QN2/PP1B1PPP/RN2KB1R w KQkq -,b1c3 e8h8 f1d3 d7d5 e1h1 d5c4 d3c4 a5h5 a1d1 b7b6,21
r1bqkbnr/1p1n1pp1/p3p2p/3p4/2pP4/2P1PN2/PPBN1PPP/R1BQK2R w KQkq -,a2a4 g8f6 d1e2 d8c7 a4a5 f8d6 e1h1 b7b6 a5b6 d7b6,74
r4rk1/2RR1pb1/1q4p1/p3p2p/3p3P/3PP1B1/P1Q2PP1/6K1 w - -,c2c4 b6f6 e3d4 e5d4 c7c6 f6f5 d7d5 f5g4 d5g5 g4d1,272
5r1k/ppp1rp1B/1b3p2/1q6/6QK/2P3P1/7P/8 w - -,e3e4 a8d8 c7b7 b6a6 b7a7 a6e6 d7d8 f8d8 c2c7 d8c8,Mate
4r3/3kr2p/2p1p1p1/1n1p2P1/3P1PBP/2P1R1K1/4R3/8 w - -,e2a2 e8b8 g4d1 h7h5 d1e2 b5c7 e2d3 e7g7 a2a3 g7g8,23
r2q1rk1/2nnbppp/b1Bpp3/p5P1/Pp1NP2P/4BP2/NPP1Q3/2KR3R w - -,e2h2 a8c8 c1b1 d7b8 c6b5 a6b5 a4b5 d8d7 h2e2 d6d5,108
2r2rk1/1p2np1p/pPN1p1pP/2P1PnP1/P1p2P2/3q4/5B2/R2Q2RK w - -,d1d3 c4d3 c6a5 c8b8 g1d1 f8d8 a1a3 d3d2 a3a2 g8f8,216
3rr1k1/pp1q1pp1/2p3p1/3b2N1/1PPP3b/4P3/PR2Q3/5RK1 w - -,g5f3 d5f3 f1f3 h4g5 g1g2 d7g4 f3g3 g4e4 e2f3 e4e3,-595
8/4r3/8/1pk1p2p/4R1pP/2K3P1/5P2/8 w - -,c3c2 c5d5 e4e3 e7c7 c2b3 d5d4 e3e2 c7c3 b3b4 e5e4,-464
8/2qr1p1p/2p3pk/1p2n3/3NB1P1/3P3P/1QK5/1R6 w - -,g4g5 h6g5 b1g1 g5f6 d4c6 d7d3 g1f1 f6g5 b2e5 c7e5,326
3r1rk1/1pb5/3q2p1/p2p1P1p/P2Nn3/2P1BQP1/1P5P/R2R3K w - -,e3f4 d6b6 f4c7 b6c7 d4e6 c7e5 e6f8 d8f8 d1f1 f8f5,302
3rr1k1/pp1q1pp1/2p3p1/8/1PPP3b/4Pb2/PR2Q3/5RK1 w - -,e2f3 h4g5 b2e2 d7e6 b4b5 e6c4 e2e1 c4e6 e1d1 c6b5,-608
r2q1rk1/pp1b1pb1/3pp1p1/7n/3BP2P/2N2P2/PPPQ4/2KR1B1R w - -,d4g7 g8g7 d2d6 d7c6 d6c5 d8f6 f1b5 c6b5 c3b5 h5g3,100
3r2k1/3r1pp1/4nn1p/q3p3/2p1P3/p4PPP/PP1R1QB1/2RN1bK1 w - -,d2d7 d8d7 f2f1 a3b2 d1b2 a5b6 f1f2 b6f2 g1f2 d7d2,-533
r4rk1/pb4p1/7p/1Pp2n2/1b3B2/1qN2PP1/3QN1BP/2KR3R w - -,d2b2 b4a3 d1d2 a3b2 d2b2 b3c4 h1d1 f5d4 c1b1 a8d8,-527
4r3/3kr2p/2pnp1p1/3p2PP/3P1PB1/2P1R1K1/4R3/8 w - -,h5h6 d6e4 g3f3 d7d6 f3g2 e8f8 g4f3 f8f4 f3e4 f4e4,-3
