3r2k1/1p6/2p3pp/R4p2/R3pP2/4Pn2/1P3PKP/5r2 w - -,c3e2 a5a4 b3a2 c6c5 d2d3 g8f6 c2c3 d4c3 b2c3 f8e7,Mate
r1b2rk1/ppp3bp/2np2p1/8/2P1PN1q/3P4/PP1B1PBP/R2Q1RK1 w - -,f4e2 c8g4 f2f3 g7e5 e2g3 g4h5 d1e1 c6d4 f3f4 d4c2,-57
7k/2R4p/8/2Pp4/4p3/4P1p1/6P1/2r2K2 w - -,f1e2 c1c2 e2e1 c2g2 e1f1 g2f2 f1g1 d5d4 c7a7 d4e3,-271
r4k1r/pp2b1p1/nq1p1nb1/2pPp2p/Q1P3PP/P1N5/1P1BBP2/R3K1NR w KQ -,g4g5 f6e8 h1h3 f8g8 e1a1 b6c7 f2f4 g6f5 e2d3 g7g6,370
8/7k/5KN1/7N/8/8/8/6q1 w - -,h5f4 h7h6 f6f5 g1b1 f5g4 b1d1 g4f5 d1d7 f5e5 d7b5,-552
7k/2p3bp/2p4p/p2b3P/5P2/1P1Q2K1/P4N2/3q4 w - -,d3d1 h8g8 g3h2 g8f7 d1d2 g7f8 d2d3 f7g7 d3f5 d5f3,737
K3k3/8/1R6/8/8/8/R7/8 w - -,d3d1 h8g8 g3h2 g8f7 d1d2 g7f8 d2d3 f7g7 d3f5 d5f3,Mate
6b1/8/7P/3P1K2/7b/2k5/8/8 w - -,,0
8/4k1K1/R5P1/3P4/8/8/p7/r7 w - -,a6e6 e7d7 e6e2 d7d6 e2d2 d6e5 d5d6 a1h1 d2a2 e5d6,522
5rk1/pp1rb1pp/2n1p3/2ppp1Bq/4P2P/P2P1N2/1PP1QPP1/R5KR w - -,a1e1 h7h6 g5c1 e7d6 h1h3 b7b5 c2c4 d5c4 d3c4 b5b4,4
1r3rk1/1R2ppbp/3q2p1/p1pP4/P7/4P1P1/5PBP/2RQ2K1 w - -,b7b5 b8b5 a4b5 g7b2 c1c2 b2a3 g2f1 a3b4 c2a2 c5c4,31
2r1k3/pp2n1Q1/4p1PB/4P3/3P2R1/5q2/P4P1K/5b2 w - -,g7f7 f3f7 g6f7 e8f7 g4g7 f7e8 d4d5 e7d5 g7b7 c8c7,-394
r1bqkbnr/ppp2ppp/4p3/3p4/1nPP4/5N2/P3PPPP/RNBQKB1R w KQkq -,b1d2 c7c5 c4d5 e6d5 d4c5 f8c5 d2b3 c5e7 e2e3 g8f6,-70
2r1k3/pp2n1Q1/4p1PB/3qP3/3P3R/8/P4P1K/5b2 w - -,h4g4 d5f3 g7f7 f3f7 g6f7 e8f7 g4g7 f7e8 d4d5 e7d5,-393
1r2q1k1/6pp/1p2p3/p2pPpP1/1rbP1P2/Q6R/6PK/2RB4 w - -,g5g6 h7h6 d1h5 e8f8 h5d1 b8c8 d1a4 b6b5 a4d1 c8a8,-179
3r1rk1/2q1bppp/p1n2n2/1pp1p1B1/4P2N/1QPb2P1/PP3PBP/R3RNK1 w - -,h4f5 c5c4 f5e7 c7e7 g5f6 e7f6 b3a3 b5b4 a3a4 b4c3,-19
rn2kbnr/pp2pppp/2p5/4N2b/N3P3/1q6/PP3PPP/R1B1KB1R w KQkq -,f2f3 b3a4 c1d2 g8f6 d2c3 e7e6 g2g4 f8b4 e5c4 b7b5,-913
r6k/6p1/7p/8/4RP2/p1qB4/2P2RPP/6K1 w - -,f2e2 c3c6 d3c4 a3a2 c4a2 a8a2 c2c3 c6b6 g1f1 a2a3,-335
rnb1k1nr/ppp2ppp/3p1q2/2b5/2B1P3/2P2N2/P4PPP/RNBQK2R w KQkq -,e4e5 d6e5 c1g5 f6d6 d1b3 d6g6 e1h1 b8d7 f1e1 c5d6,-81
r4rk1/ppp3bp/2np2p1/8/2P1P1bq/3P4/PP1BNPBP/R2Q1RK1 w - -,f2f3 g7e5 e2g3 g4h5 d1e1 c6d4 f3f4 d4c2 e1b1 e5d4,-57
r5k1/5pbp/bp1p1np1/p1pPq3/P1P5/2NBPR1P/1P1Q2P1/4R1K1 w - -,d2f2 e5e7 e1f1 a8f8 f3f6 g7f6 f2f6 e7e3 g1h2 e3d3,185
8/6Nk/5Kq1/8/8/8/8/8 w - -,e1f1 a8f8 d2f2 e5e8 f3f6 g7f6 f2f6 e8e3 g1h2 e3d3,Mate
r2qk2r/1p3p1p/p3p1p1/P2nbb2/3P4/1B6/1P3PPP/R1BQ1RK1 w kq -,d1f3 e5c7 f1e1 e8h8 g2g4 c7a5 e1e5 d8h4 g4f5 a5c7,-189
r4r1k/1b1q1ppp/pp1p1b2/8/P2PPB2/1B3P1P/1P1Q1P1K/R1R5 w - -,c1g1 b7c8 g1g3 f6h4 g3g4 d7e7 g4g2 c8e6 d4d5 e6c8,193
8/3k2K1/4R1P1/3P4/8/8/p7/r7 w - -,e6e2 d7d6 e2h2 d6d5 g7h7 d5d4 g6g7 a1g1 h2a2 g1h1,529
4rrk1/pbqn3p/1p2P1p1/2p2p2/2P5/1P1B1N2/PbQ2PPP/3RR1K1 w - -,d3f5 d7e5 f3e5 b2e5 d1d7 e5h2 g1f1 f8f5 d7c7 h2c7,-235
r6r/1b2kppp/2n1pn2/1Bb5/8/1P2PN2/PB3PPP/R2R2K1 w - -,f3d2 h8d8 a2a3 d8d5 b5e2 c6e5 e3e4 d5d2 d1d2 f6e4,-152
r4rk1/ppp4p/2np2p1/4b3/2P1P1bq/3P1P2/PP1BN1BP/R2Q1RK1 w - -,e2g3 g4h5 d1e1 g6g5 g1h1 c6d4 f3f4 g5f4 g3f5 h4e1,-56
r3k2r/pp2bppp/2q1p3/4Pb2/8/4B3/PP2BPPP/R2Q1RK1 w kq -,a1c1 a8d8 c1c6 d8d1 c6c7 d1d5 c7b7 f5d3 e2f3 d3f1,462
r1bq1rk1/p3ppb1/2p1n1p1/3p3p/2pP3P/3BPNB1/P1PQNPP1/R4RK1 w - -,d3c4 d5c4 f3e5 c8a6 f1d1 g7e5 g3e5 f7f6 e5g3 c4c3,169
8/6K1/3k2P1/3P4/8/8/p3R3/r7 w - -,e2d2 d6c5 d5d6 a1h1 d2a2 c5d6 g7f7 h1f1 f7g8 f1g1,610
r6r/1b2kppp/2n1p3/1Bb5/4n3/1P2PN2/PB3PPP/2RR2K1 w - -,a2a3 h8d8 d1d8 c6d8 a3a4 c5d6 f3e5 a8c8 e5c4 d6b4,-127
3r4/1p3knb/3p1p1p/p1pP1Pp1/2P1N1P1/4R3/PP4NP/6K1 w - -,e3b3 g7f5 g4f5 h7f5 b3b7 f7g6 e4c3 f5d3 g2e1 d3c4,349
1r2q1k1/7p/1p2p1p1/p2pPpP1/1rbP1P2/6QR/6PK/2RB4 w - -,g3a3 e8f8 h3h6 b8b7 d1h5 b7g7 h5d1 f8d8 d1h5 d8e8,-204
3r1rk1/1p3pbp/q1p3p1/p3p3/PnPP4/2B1P1P1/5PBP/R1RQ2K1 w - -,c3b4 a5b4 d4d5 e5e4 a1b1 g7c3 d1c2 f7f5 c2b3 a6a5,-63
r4r2/3q2bk/1p1p2pp/p2Ppb2/P1Ppn3/1P1B1P2/3BQ1PP/R4RK1 w - -,d3e4 f8f7 f1f2 a8f8 a1f1 h6h5 h2h3 g7h6 d2h6 h7h6,-37
8/4k1K1/6P1/3P4/8/8/p2R4/r7 w - -,d2h2 e7d6 g7h7 d6d5 g6g7 a1g1 h2a2 d5c4 a2a6 c4b3,631
3r1b2/2kr1Rp1/4p3/ppp3PN/3P3P/2PR4/PP6/1K6 w - -,d3f3 d7f7 f3f7 c7b6 h5f4 d8e8 f4g6 f8d6 f7g7 b5b4,376
r4rk1/pbp1q1pp/1p2p3/n4n2/1bPP1B2/2N2PP1/PP1QN1BP/2KR3R w - -,f4g5 e7f7 d2d3 f5d6 b2b3 b4a3 c1b1 a5c6 b1a1 c6b4,-35
rn1qkb1r/5ppp/p1pp1n2/1p1Pp3/4P1b1/1BN2N2/PPP2PPP/R1BQK2R w KQkq -,h2h3 g4f3 d1f3 f8e7 d5c6 b8c6 c1e3 e8h8 e1a1 c6a5,84
rn2kbnr/pp3ppp/2p1p3/4N2b/N3P3/1P6/1P3PPP/R1B1KB1R w KQkq -,a4b6 f8b4 c1d2 b8d7 b6a8 b4d2 e1d2 d7e5 a1a7 g8f6,308
8/8/2Pk4/1P2ppp1/7p/P7/1P3PP1/6K1 w - -,g1h2 e5e4 h2h3 f5f4 h3g4 d6c7 a3a4 c7d8 a4a5 d8e7,519
5rk1/pp1rb1p1/2n1p2p/2ppp1Bq/4P2P/P2P1N2/1PP1QPP1/4R1KR w - -,e4d5 e6d5 g5e7 d7e7 f3d4 h5e2 d4e2 e5e4 d3e4 e7e4,-22
r2qk2r/1pp2ppp/p1b2n2/3p4/1bPPp3/1PN1P2P/PB2NPP1/R2Q1RK1 w kq -,c4d5 f6d5 c3d5 c6d5 e2f4 c7c6 a2a4 d8e7 f4d5 c6d5,7
r1bqkbnr/ppp2ppp/2n1p3/3p4/2PP4/P4N2/4PPPP/RNBQKB1R w KQkq -,e2e3 f8e7 b1d2 g8f6 d1c2 c6a5 c1b2 c7c6 c4c5 b7b6,-52
r2qk2r/p3nppp/1pn3b1/2b1P3/2PpN1P1/3B1N1P/PP3P2/R1BQ1RK1 w kq -,c1f4 e8h8 a2a3 a7a5 f4g3 d8d7 f1e1 a5a4 d1d2 f8e8,230
r1b2r1k/pp1nqpbp/3p1np1/2pPp3/2P1P3/2N1BNP1/PPQ1BP1P/3R1R1K w - -,e3g5 h7h6 g5c1 f6h7 f3g1 d7f6 f2f4 e5f4 g3f4 g6g5,113
r1bq1rk1/pp2npbp/4p1p1/n1p5/3pPP2/1B1P1N2/PPP1N1PP/R1B1QRK1 w - -,h2h4 h7h5 c1d2 b7b6 b3a4 d8c7 a2a3 c8a6 b2b4 b6b5,54
8/6r1/8/1P1K4/5k2/8/8/8 w - -,,0
r2qk1nr/ppp2ppp/2np4/1B2p3/1b2P3/2N2N1b/PPPP1PP1/R1BQK2R w KQkq -,h1h3 b4c3 d2c3 d8d7 d1e2 a7a6 b5a4 h7h6 h3g3 g8f6,435
r6k/4R1p1/7p/8/5P2/2qB4/p1P2RPP/6K1 w - -,g2g3 a2a1q f2f1 c3c5 g1g2 c5e7 f1a1 a8a1 g2f3 e7b7,-1010
8/6K1/3k2P1/3P4/8/8/p6R/r7 w - -,g7h7 a1g1 h2a2 g1h1 h7g8 d6d5 a2a6 h1b1 g6g7 b1b8,660
3q2k1/pb5p/1p4p1/5p2/3prP2/1P2R1P1/P2Q3P/1R4K1 w - -,b1d1 d8e8 e3e4 e8e4 h2h3 e4f3 g1h2 d4d3 d1c1 h7h6,-89
rnbqkb1r/4pp1p/p2p2p1/1p1P4/3N4/4B3/PPP2PPP/R2QKB1R w KQkq -,c2c3 f8g7 a2a4 b5a4 d1a4 b8d7 d4c6 d8c7 f1c4 c8b7,185
3r1rk1/2q1bpp1/p1n2n1p/1pp1p1B1/4P2N/1QPb2P1/PP1N1PBP/R3R1K1 w - -,g5f6 e7f6 h4f5 c5c4 b3d1 f6g5 f5e3 g5e3 e1e3 d8d6,-117
r1bq1rk1/p1pnbppp/2pp4/8/2B1PP2/2N5/PPP3PP/R1BQ1RK1 w - -,d1f3 a8b8 c1e3 e7f6 e4e5 d6e5 c3e4 e5f4 e4f6 d8f6,69
6rk/2p3pp/4Q1bB/np1p3N/8/2P2N2/1P3KPP/q7 w - -,e6e7 a1b2 f2g1 b2b1 g1f2 b1c2 f2f1 g6f7 e7f7 c2g6,-3
rnbqkbnr/1pp1pppp/p7/4P3/2B5/8/PPP2PPP/RNBQK1NR w KQkq -,c4f7 e8f7 d1d8 b8d7 g1f3 h7h6 b1c3 e7e6 c1e3 g8e7,722
r1b1kb1r/1pqn1pp1/p2ppn1p/6B1/3NP3/2NB1Q2/PPP2PPP/2KR3R w kq -,,0
5rk1/1ppb1pB1/3p2p1/3Pp3/2P1P1pP/1p3P2/rP1QB3/1qKR1N1R w - -,c1b1 f8a8 d2a5 a8a5 b1c1 g4f3 e2f3 g8g7 h4h5 b7b5,184
r4r2/4q1bk/1p1p2pp/p2Pp3/P1PpP3/1P6/3BQ1PP/R4RK1 w - -,f1f8 a8f8 a1f1 h6h5 f1f8 g7f8 e2f2 f8h6 d2h6 h7h6,-2
r1bqk2r/p4ppp/1pn1p3/2pp4/2PPnB2/P4N2/1PQ1PPPP/R3KB1R w KQkq -,e2e3 e8h8 f1d3 c8a6 d4c5 b6c5 e1h1 e4f6 a1d1 d8b6,66
r2qkbnr/1b1n1ppp/p3p3/1ppp4/3P4/2PBPN2/PP1N1PPP/R1BQ1RK1 w kq -,b2b3 g8f6 c3c4 c5d4 e3d4 b5c4 b3c4 d5c4 d2c4 f8e7,13
2kr2r1/2p2p2/p1n2n2/1p2p2p/2p1P1q1/1BPP1NP1/PP3P1K/R2Q2R1 w - -,f3h4 c4b3 a2b3 g4d7 d1f3 f6g4 h2g2 d7d3 g1d1 d3f3,-429
7r/4kppp/2b1p3/8/8/1PB1P3/R4PPP/2b3K1 w - -,c3g7 h8c8 h2h3 c6d5 a2a7 e7e8 a7a4 d5b3 a4h4 b3c2,-259
3r4/5Rp1/2kbp3/ppp3P1/3P1N1P/2P5/PP6/1K6 w - -,f4e6 d8h8 d4c5 d6h2 e6g7 h8h4 f7f6 c6c5 f6h6 h4h6,427
8/7K/6P1/3k4/8/8/p6R/r7 w - -,g6g7 a1g1 h2a2 g1h1 h7g6 h1g1 g6f7 g1f1 f7g8 f1b1,678
r6k/4R1p1/7p/8/5P2/2qB2P1/2P2R1P/q5K1 w - -,g1g2 c3c6 d3e4 c6c5 e7e5 a1h1 g2h3 c5e5 e4h1 e5h5,-1213
1r1r2k1/ppq1ppb1/1n4pp/4P3/2Pn2bN/BN4P1/P1Q3BP/4RRK1 w - -,b3d4 c7c4 c2c4 b6c4 e1e4 g4d7 e5e6 f7e6 a3b4 a7a5,168
5rk1/pp2r1p1/2n1p2p/2ppp2q/4P2P/P2P1N2/1PP1QPP1/4R1KR w - -,,0
R7/8/8/8/6k1/5p2/6PK/2r5 w - -,,0
r4rk1/ppp4p/2np2p1/4b2b/2P1P2q/3P1PN1/PP1B2BP/R2Q1RK1 w - -,d1e1 c6d4 f3f4 d4c2 e1b1 e5d4 g1h1 c2a1 b1a1 h5g4,-89
5r2/4q1bk/1p1p2pp/p2Pp3/P1PpP3/1P6/3BQ1PP/R5K1 w - -,,0
r4rk1/1n1b2p1/p2p3p/1p1Pppq1/1PP5/4QP2/P2NB1PP/R4R1K w - -,e3g5 h6g5 f1c1 f8c8 g2g4 a6a5 a2a3 g8f7 e2d3 a5b4,76
4r3/5Rp1/2kbN3/ppp3P1/3P3P/2P5/PP6/1K6 w - -,d4c5 d6b8 e6g7 e8e1 b1c2 c6c5 g7f5 e1e2 c2d3 e2b2,511
8/1p4k1/1Pb2R2/8/8/8/6pK/8 w - -,e6g7 e8e1 b1c2 e1e2 c2d3 e2b2 g5g6 b2g2 d4c5 d6e5,Mate
3r1rk1/2q1bpp1/p1n2n1p/1p2p3/2p1P2N/1QPbB1P1/PP1N1PBP/R3R1K1 w - -,b3d1 d3e4 g2e4 f6e4 d1g4 e4d2 e3h6 e7f6 e1e2 c7d7,-161
r2q1rk1/1pp2ppp/p1b5/3n4/1b1Pp3/1PN1P2P/PBQ1NPP1/R4RK1 w - -,a2a4 b4c3 e2c3 f7f5 f1c1 f8f7 c3d5 c6d5 b3b4 d8g5,-73
8/6PK/8/3k4/8/8/p6R/6r1 w - -,h2a2 g1h1 h7g6 h1g1 g6f7 g1f1 f7g8 f1b1 a2g2 d5e4,728
8/6r1/2K5/1P6/4k3/8/8/8 w - -,,0
r1bqr1kb/pppn1p1p/3p2pn/3Pp3/1PP1P3/2N2N1P/P1BQ1PP1/R3K2R w KQ -,d2h6 a7a5 b4b5 h8g7 h6e3 d7b6 f3d2 c8d7 c3a4 b6a4,-36
rnbqk2r/ppp2p1p/4p1p1/b2pP3/3Pn1Q1/P1N5/1PP2PPP/R1B1KBNR w KQkq -,g1e2 c7c5 d4c5 e8h8 c1h6 b8c6 b2b4 c6b4 a3b4 a5b4,58
8/6PK/8/3k4/8/8/R7/7r w - -,h7g6 h1g1 g6f7 g1f1 f7g8 f1c1 a2a6 d5e4 g8h7 c1c7,764
r6k/4R1p1/7p/2q5/5P2/3B2P1/2P4P/q4RK1 w - -,h7g6 h1g1 g6f7 g1f1 f7g8 f1c1 a2a6 d5e4 g8h7 c1c7,Mate
r4rk1/ppp4p/3p2p1/4b2b/2PnP2q/3P1PN1/PP1B2BP/R3QRK1 w - -,f3f4 d4c2 e1c1 e5d4 g1h1 c2a1 c1a1 h5g4 a1c1 g4h3,-96
8/pp2kpR1/2p1b3/r2n1PpP/8/P2P1B2/4PK2/8 w - -,f5e6 d5f6 g7f7 e7e6 f7b7 g5g4 f3c6 f6h5 c6d7 e6d6,160
r2q1r1b/5p1k/1p1p1P1p/p1pNp1p1/B1PnP1P1/3PB2P/PP1Q3K/R4R2 w - -,e3g5 f8g8 g5h6 g8g6 g4g5 b6b5 a4d1 d8d7 d2g2 a8g8,637
1r1r2k1/pp2ppb1/1n4pp/4P3/2qn2bN/BN4P1/P4QBP/4RRK1 w - -,e1e4 g4e2 f1e1 e2d3 e4d4 d8d4 b3d4 b6d7 h4f3 e7e6,217
3r4/1p3knb/3p1p2/p1pP1Ppp/2P3P1/2N1R3/PP4NP/6K1 w - -,h2h3 h5g4 h3g4 h7f5 g4f5 g7f5 e3h3 f5d4 c3b5 f7g6,172
6k1/pb5p/1p4p1/3q1p2/3prP2/1P1R2P1/P2Q3P/1R4K1 w - -,b1f1 e4e1 g1f2 e1f1 f2f1 d5h1 f1e2 b7a6 d2c2 h1h2,-357
r2qk2r/pb3ppp/1pn1p3/3p4/2PpnB2/P2BPN2/1PQ2PPP/R3K2R w KQkq -,c4d5 e6d5 f3d4 c6d4 e3d4 e8h8 e1h1 d8h4 f4e5 a8c8,65
5R2/8/8/8/8/4kp2/6PK/2r5 w - -,,0
2kr2r1/2p2p2/p1n5/1p2p2p/2p1n1q1/2PP1NP1/PPB2P1K/R2Q2R1 w - -,d3e4 d8d1 c2d1 g4e4 f3h4 e4d3 g1e1 e5e4 e1e3 d3d5,-432
r4rk1/pb2q1pp/1p2p3/n1p2n2/1bPP1B2/1PN2PP1/P2QN1BP/2KR3R w - -,f4g5 e7f7 d4c5 h7h6 g3g4 h6g5 g4f5 f7f5 d2c2 f5c2,-65
rnbq1rk1/p1p1bppp/1p1p1n2/3Pp3/4P3/3B1N2/PPP2PPP/RNBQ1RK1 w - -,c2c4 a7a5 b1c3 b8a6 d3c2 a6b4 c2b3 b4a6 h2h3 c8d7,73
r4rk1/1bq2pbp/p1p1p1p1/1pN4Q/3P3P/1P2P1P1/5PB1/R4RK1 w - -,h5e2 a6a5 f1c1 f8c8 a1a2 g7f8 h4h5 a8a7 e2g4 c7d8,25
r4rk1/ppp4p/3p2p1/4b2b/2P1PP1q/3P2N1/PPnB2BP/R3QRK1 w - -,e1c1 e5d4 g1h1 c2a1 c1a1 h5g4 a1c1 g4h3 f4f5 h3g2,-100
r1bq1rk1/p3ppb1/2p1n1p1/3p3p/3P3P/3pPNB1/P1PQNPP1/R1R3K1 w - -,c2d3 d8e8 a1b1 e6d8 a2a4 g7h6 g3f4 h6g7 d2c2 g8h7,109
8/4q2k/1p1p2pb/p2Pp2p/P1PpP3/1P4P1/3B3P/5QK1 w - -,,0
r5k1/1ppb1pB1/3p2p1/3Pp3/2P1P1pP/1p3P2/rP1QB3/1K1R1N1R w - -,d2a5 a8a5 b1c1 g4f3 e2f3 g8g7 h4h5 b7b5 f1d2 a5a4,Mate
6K1/6P1/4k3/8/8/8/R7/7r w - -,g8f8 h1f1 f8e8 f1g1 a2a6 e6e5 e8f7 g1f1 f7e7 f1g1,6012
r2q1rk1/1pp2ppp/p4n2/3b4/1b1Pp3/1PN1P2P/PBQ1NPP1/R4RK1 w - -,c3d5 d8d5 e2f4 d5b5 a2a4 b5a5 a1d1 c7c6 d4d5 f6d5,50
r2q1rk1/pp2ppbp/1n2b1p1/3n4/3P4/1QNB1N2/PP3PPP/R1B1R1K1 w - -,f3g5 d5f4 g5e6 f4e6 c3e2 a7a5 e1d1 d8d6 d3e4 f8d8,-26
8/pp3pR1/2p1k3/r2n2pP/8/P2P1B2/4PK2/8 w - -,g7g5 a5a4 e2e4 d5f6 h5h6 a4d4 e4e5 f6h7 g5g7 h7f8,250
1r1r2k1/ppq1ppb1/1n2b1pp/4P3/2Pn3N/BN4P1/P4QBP/4RRK1 w - -,b3d4 e6c4 d4b5 c7d7 e5e6 c4e6 g2h3 d8f8 h3e6 f7e6,271
6k1/1ppb1pB1/3p2p1/r2Pp3/2P1P1pP/1p3P2/rP2B3/1K1R1N1R w - -,b1c1 g4f3 e2f3 g8g7 h4h5 b7b5 f1d2 a5a4 f3e2 g6h5,Mate
rnbqkb1r/4pppp/p1pp1n2/1p6/4P3/1B3N2/PPPP1PPP/RNBQK2R w KQkq -,a2a4 c8b7 d1e2 b8d7 e1h1 e7e6 d2d4 f8e7 e4e5 f6d5,7
rnbq1rk1/p1pnbppp/1p1p4/3Pp1N1/4P3/3B4/PPP2PPP/RNBQ1RK1 w - -,g5f3 d7c5 b1c3 f7f5 d3c4 f5f4 b2b4 c5d7 a2a4 a7a6,-32
3r1rk1/pppqb1pp/2n1bp2/4p3/Q7/P2P1NP1/1P1BPPBP/2R2RK1 w - -,a4c2 e6d5 b2b4 a7a6 d2e3 f8f7 c2b2 g7g5 e3c5 g5g4,15
2r1k3/3b1p1p/3R1Bp1/8/5PPK/7P/8/8 w - -,,0
r2q1rk1/pp2p1bp/1n2p1p1/3n4/3P4/1QNB1N2/PP3PPP/R1B3K1 w - -,d3f1 d8d6 c3e4 d6b4 b3d1 e6e5 a2a3 b4a4 d1e2 a4c6,-22
rnbqkb1r/4pp1p/p2p2p1/3P4/p2N4/4B3/1PP2PPP/R2QKB1R w KQkq -,a1a4 f8g7 c2c4 c8b7 f1e2 e8h8 e1h1 b8d7 b2b4 a8c8,152
4k3/3b1p1p/4rBp1/8/5PPK/4R2P/8/8 w - -,,0
8/6r1/2K5/1P2k3/8/8/8/8 w - -,,0
1r2r1k1/1p3pb1/pN4pp/P1pPnb2/5B2/R4P2/1P1qB1PP/3K3R w - -,d1d2 g6g5 f4g3 h6h5 h2h3 h5h4 g3h2 g7h6 d2d1 f7f6,72
3r4/1p3knb/3p1p2/p1pP1Pp1/2P3Pp/2N1R2P/PP4N1/6K1 w - -,c3b5 b7b6 e3b3 g7f5 g4f5 h7f5 g2e1 f5c8 e1f3 a5a4,216
r2q1rk1/4nppp/1pn3b1/p1b1P3/2PpNBP1/P2B1N1P/1P3P2/R2Q1RK1 w - -,f4g3 d8d7 f1e1 a8e8 d1d2 h7h6 a1d1 a5a4 d2c2 c6d8,225
r6k/4R1p1/7p/2q5/5P2/3B2P1/2P3KP/5q2 w - -,d1e2 d8d7 a1e1 a8e8 f3h4 g6e4 e2e4 e7g6 h4g6 h7g6,Mate
6k1/1ppb1pB1/3p2p1/r2Pp3/2P1P2P/1p3p2/rP2B3/2KR1N1R w - -,f1g3 f3e2 g3e2 d7g4 g7e5 d6e5 h1h2 a2a4 d1d3 a4c4,-375
3r2k1/p4ppp/3P4/1Pp1r3/1b6/2N2BP1/PP3K1P/3R4 w - -,f3c6 c5c4 d6d7 b4c5 f2f3 g7g5 c3a4 e5e3 f3g4 c5e7,68
1r4rb/5p1k/1p1pqP1B/p1pNp1PQ/B1PnP2p/3P4/PP5K/R4R2 w - -,c3d5 g8f8 a2a3 b4a5 d5e3 c5c4 e3c4 e5b5 b2b4 a5b6,Mate
8/6r1/1PK1k3/8/8/8/8/8 w - -,,0
8/1p1q1pk1/2pNp1n1/1nP1PPb1/pP6/P5NQ/1B5P/6K1 w - -,f5g6 f7g6 g3e4 g5h6 e4f6 b7b6 f6d7 b6c5 h3e6 h6e3,1087
3rr1k1/1p1n1pb1/pN4pp/P2P1b2/1p3B2/1R3P2/1P2B1PP/3K3R w - -,b6c4 d7c5 b3e3 d8d5 d1e1 c5e6 g2g4 f5c2 e1f1 g7d4,-392
3r2rk/2p3n1/p3pQ2/2B1P2q/6R1/5P2/PP3P1P/7K w - -,g4g7 g8g7 f6d8 g7g8 d8f6 h8h7 h2h4 h5g6 f6g6 h7g6,-94
r2q1k1r/5p1p/pn2p1p1/4Pb2/B7/8/1P3PPP/R1BQ1RK1 w - -,c1h6 f8g8 a4c6 d8h4 c6a8 h4h6 d1d8 h6f8 d8b6 f8a8,404
4k3/5p1p/4bBp1/8/5PPK/7P/8/8 w - -,,0
r2qkbnr/ppp1pppp/2n1b3/8/2pP1B2/P3P3/1P3PPP/RN1QKBNR w KQkq -,b1d2 c6a5 g1f3 c7c6 a1c1 g8f6 d2c4 a5c4 f1c4 e6c4,48
r1b4r/3nbkp1/p2pNn1p/qp3P2/4P2B/P1N5/1PP3PP/R2QK2R w KQ -,h4f2 b5b4 a3b4 a5b4 a1a4 b4b8 e1h1 c8b7 f2d4 d7e5,-49
3r1rk1/2q1bpp1/p1n2n1p/1p2p3/2p1b2N/2P1B1P1/PP1N1PBP/R2QR1K1 w - -,g2e4 f6e4 d1g4 e4d2 e3h6 e7f6 e1e2 c7d7 g4d7 d8d7,-151
r6k/4q1p1/7p/8/5P2/3B2P1/2P4P/5K2 w - -,g2e4 f6e4 d1g4 e4d2 e3h6 e7f6 e1e2 c7d7 g4d7 d8d7,Mate
8/1ppb1pk1/3p2p1/r2Pp3/2P1P2P/1p3B2/rP6/2KR1N1R w - -,h4h5 a5c5 f1e3 b7b5 h5g6 f7g6 d1d3 b5c4 d3c3 d7c8,208
r1b1kbnr/2qn1ppp/p3p3/1ppp4/3P4/2PBPN2/PP1N1PPP/R1BQ1RK1 w kq -,e3e4 d5e4 d2e4 g8f6 e4f6 d7f6 d4c5 f8c5 a2a4 b5b4,29
1r4k1/4q2p/1p2p1p1/p2pPpP1/1rbP1P1Q/7R/6PK/2RB4 w - -,h4e1 b4b2 c1c3 b8b7 d1h5 g6h5 h3h5 e7b4 g5g6 b7g7,-223
8/1p1q2k1/2pNp1p1/1nP1P1b1/pP6/P5NQ/1B5P/6K1 w - -,g3e4 g5h6 e4f6 b5d6 e5d6 e6e5 f6d7 h6g5 b2e5 g7f7,3210
3rr1k1/1p3pb1/pNn3pp/P2P1b2/1p3B2/1R3P2/1P2B1PP/3K3R w - -,e2f1 c6a5 b3e3 e8e3 f4e3 g7b2 f1e2 b2c3 g2g4 f5b1,-322
8/4q2k/1p1p2p1/p2Pp2p/P1PpP2P/1P3QP1/6K1/8 w - -,,0
r2r2k1/1bq2pbp/p1p1p1p1/1pN5/3P3P/1P2P1P1/5PB1/R2Q1RK1 w - -,a1c1 b7c8 d1f3 d8d5 c5d3 c8b7 f3g4 d5d6 h4h5 a6a5,21
r4rk1/pppQb1pp/4bp2/4p3/8/P2P1NP1/1P1BnPBP/2R2RK1 w - -,g1h1 e6d7 c1c7 f8d8 f1e1 e7d6 c7d7 e2g3 h2g3 d8d7,230
rnbq1bnr/1pp1pkpp/p7/4P3/8/8/PPP2PPP/RNBQK1NR w KQ -,d1d8 b8d7 g1f3 h7h6 c1e3 e7e6 b1c3 f8e7 d8c7 e7b4,752
1r1r2k1/ppq1ppb1/1n4pp/4P3/2bN3N/B5P1/P4QBP/4RRK1 w - -,d4b5 c7d7 e5e6 c4e6 g2h3 d8f8 h3e6 f7e6 f2e2 f8f1,294
r4rk1/pp3pb1/1n3qpp/2pPp3/4P1b1/1BN1RN2/PP3PPP/R2Q2K1 w - -,h2h3 g4f3 e3f3 f6d6 d1e2 b6c8 a2a4 a8b8 a4a5 d6d7,130
