r1bqkbnr/ppp2ppp/2n5/4p3/2Pp4/4PNP1/PP1P1P1P/RNBQKB1R w KQkq -,d1b3 a7a5 d2d3 g8f6 e3d4 e5d4 f1e2 f8b4 c1d2 c8h3,-213
8/8/3k4/8/2K5/1BB5/8/8 w - -,d1b3 a7a5 d2d3 g8f6 e3d4 e5d4 f1e2 f8b4 c1d2 c8h3,Mate
rnbqkbnr/ppp3pp/4p3/5p2/2pPP3/2N5/PP3PPP/R1BQKBNR w KQkq -,e4f5 e6f5 f1c4 f8d6 g1e2 b8c6 e1h1 c6a5 d1a4 c7c6,406
r1bqk2r/pppp1ppp/5n2/4n1B1/1b2P3/2N5/PPP2PPP/R2QKBNR w KQkq -,f2f4 e5c6 e4e5 h7h6 e5f6 h6g5 f6g7 h8g8 d1e2 d8e7,187
r2qkb1r/pbp1pppp/1pn2n2/3p4/3P4/2N2NP1/PPP1PPBP/R1BQK2R w KQkq -,a2a3 e7e6 e1h1 f6e4 c3e4 d5e4 f3g5 d8d4 g2e4 d4d1,-21
rnbqr1k1/ppp2ppp/3b1n2/3p2B1/8/3P1N2/PPP1BPPP/RN1Q1RK1 w - -,c2c3 h7h6 g5f6 d8f6 f1e1 c7c6 b1d2 c8f5 d2f1 b8d7,-78
r1bqkb1r/1pp1nppp/2n5/p3P3/1PPp4/P4N2/4PPPP/RNBQKB1R w KQkq -,b4b5 c6b8 c1b2 c7c5 e2e3 d4e3 d1d8 e8d8 f2e3 c8e6,414
rn1q1rk1/pbpp1ppp/1p2pn2/8/2P5/P1Q2NP1/1P1PPP1P/R1B1KB1R w KQ -,b2b3 c7c5 f1g2 d7d5 c4d5 e6d5 d2d4 f8e8 c1e3 b8d7,-44
r3k2r/pp1b1ppp/2n1p3/q2pPn2/Nb1P4/5N2/PP1BBPPP/R2Q1RK1 w kq -,a2a3 b4d2 b2b4 c6b4 a3b4 d2b4 d1b3 f5e7 a4c3 a5b6,-108
r1b1kbnr/pp3ppp/2n5/3qp3/3N4/2P1B3/PP3PPP/RN1QKB1R w KQkq -,d4b5 d5d1 e1d1 e8d8 b1d2 g8f6 d1e1 c8d7 d2c4 d7e6,97
r1bqk2r/ppp1bppp/2n2p2/3p4/3P4/4PN2/PPP2PPP/RN1QKB1R w KQkq -,c2c4 e7b4 b1c3 e8h8 f1d3 d5c4 d3c4 c6e7 e1h1 c7c6,65
r1bqk1nr/1p2bppp/p1npp3/2p5/4PP2/2NP1N2/PPP1B1PP/R1BQK2R w KQkq -,d3d4 d6d5 d4c5 g8f6 c1e3 d5e4 d1d8 e7d8 f3d2 f6d5,32
r1bqkb1r/pp1n1ppp/2p1pn2/8/8/3P1NN1/PPP2PPP/R1BQKB1R w KQkq -,d3d4 f8d6 f1d3 e8h8 e1h1 c6c5 c2c3 b7b6 g3e4 d6c7,32
rqb1k1nr/pp1p1ppp/2n1p3/1N6/1b2P3/2N3P1/PPP2P1P/R1BQKB1R w KQkq -,a2a3 b4e7 a3a4 d7d6 c1f4 c6e5 f4e3 g8f6 f2f4 e5c6,79
r2qk1nr/ppp2ppp/2np4/2b1p3/2BPPP2/2P2b2/PP4PP/RNBQK2R w KQkq -,c4f7 e8f7 d1f3 e5d4 e1h1 f7e8 b2b4 c5b6 g1h1 a7a6,-415
rnbqkb1r/pp3ppp/2p1pn2/3p4/4P3/2N2P2/PPPPN1PP/R1BQKB1R w KQkq -,e4d5 c6d5 d2d4 f8e7 c1f4 e8h8 g2g3 f6e8 f1g2 e8d6,-94
r1bqk2r/ppp2ppp/2n1pn2/1B1p4/3P1B2/2b1PN2/PPP2PPP/R2QK2R w KQkq -,d1d2 c3d2 f3d2 f6d7 e1h1 e8h8 d2f3 f7f6 f4g3 d7b6,-679
rnb1kbnr/ppp1pppp/2q5/8/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq -,f1b5 e7e6 b5c6 b8c6 c3b5 f8b4 c1d2 b4d6 d1g4 e8f8,884
rn1qkb1r/pp1bppp1/3p3p/6B1/3NP1n1/2N5/PPP2PPP/R2QKB1R w KQkq -,f2f3 h6g5 f3g4 b8c6 d4c6 b7c6 f1c4 e7e6 d1e2 d8c7,-155
rnbqkbnr/pp3ppp/2p5/3pp3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 w kq -,c4d5 c6d5 e4d5 d8d5 b1c3 d5d8 f1e1 f8e7 d2d4 e5d4,-165
rnbqkb1r/pp3ppp/4pn2/3p4/8/2N2Q2/PPPP1PPP/R1B1KBNR w KQkq -,f3e2 b8c6 g1f3 f8c5 c3a4 c5d6 d2d4 e8h8 c1e3 a7a6,-178
rnbqk2r/pp2bppp/3p1n2/4p3/3pP3/2P2N2/PPB2PPP/RNBQK2R w KQkq -,c3d4 b8c6 d4d5 c6b4 c2a4 c8d7 a4d7 d8d7 b1c3 e8h8,49
rnbqkb1r/pp3ppp/1n2p3/4N3/3p4/1BP5/PP3PPP/RNBQK2R w KQkq -,c3d4 b8c6 e5c6 b7c6 e1h1 c8a6 f1e1 f8e7 c1f4 e8h8,30
rnbqkbnr/ppp3pp/8/3ppp2/6PP/4P3/PPPP1P2/RNBQKBNR w KQkq -,g1f3 e5e4 f3e5 f8d6 d2d4 e4d3 e5d3 f5g4 c2c4 d5c4,-162
rnbqkbnr/pp3ppp/8/3pp3/2B5/5N2/PPPP1PPP/RNBQ1RK1 w kq -,c4b5 c8d7 b5d7 b8d7 f3e5 d7e5 f1e1 f8b4 a2a3 b4a5,179
rnbqk2r/ppppppbp/5np1/8/5P2/1PN5/P1PPP1PP/R1BQKBNR w KQkq -,e2e3 e8h8 g1f3 d7d5 c1b2 c7c5 f1e2 d5d4 c3a4 b8c6,-86
rn1qkbnr/pp1b1ppp/8/1B1pp3/8/5N2/PPPP1PPP/RNBQ1RK1 w kq -,b5d7 b8d7 f3e5 d7e5 f1e1 f8b4 e1e5 g8e7 d2d4 e8h8,160
