8/3R4/5K2/8/8/2k5/8/8 w - -,b5c6 b7c6 f1d1 c6c5 c2c3 f8e7 c3d4 c5d4 d1d4 e7f6,Mate
r1bqk2r/p1p2ppp/1bpp1n2/4p3/1P2P3/P1N2N2/2PP1PPP/R1BQK2R w KQkq -,d2d3 e8h8 c3a4 f6d7 e1h1 f7f5 e4f5 f8f5 c1e3 d8f6,-25
r1b1kb1r/pp3ppp/1qnp1n2/1B2p3/4P3/2N2N2/PPP2PPP/R1BQK2R w KQkq -,e1h1 f8e7 c1e3 b6d8 d1e2 a7a6 b5a4 e8h8 f1d1 c8d7,88
r1bqkb1r/ppp2ppp/2n1pn2/3p4/2P5/P3PN2/1P1P1PPP/RNBQKB1R w KQkq -,b2b4 c6b8 c4c5 a7a5 c1b2 b7b6 d2d4 c7c6 b1c3 f8e7,75
r1bqk2r/pp2bppp/2n1pn2/3p4/3P4/2N2NP1/PPP2PBP/R1BQK2R w KQkq -,a2a4 a7a6 e1h1 c8d7 f1e1 e8h8 f3e5 a8c8 c3e2 c6e5,18
rnbq1rk1/ppp1npbp/6p1/3p4/2B5/2NP1N2/PPP2PPP/R1BQ1RK1 w - -,c3d5 e7d5 c1g5 d8d6 f1e1 b8c6 c2c3 a7a5 a2a4 d5b6,-636
r1bqk1nr/p1pp1ppp/2p5/4p3/1b2P3/2N5/PPPP1PPP/R1BQK1NR w KQkq -,a2a3 b4c3 d2c3 g8e7 g1e2 e8h8 e2g3 d7d5 e1h1 e7g6,-28
rnb1k1nr/pppp1ppp/3q4/b2Np3/3PP3/2P2N2/PP3PPP/R1BQKB1R w KQkq -,b2b4 c7c6 d4e5 d6f8 b4a5 c6d5 e4d5 f8c5 d1b3 c5a5,683
r1b1kb1r/ppp2ppp/2n2n2/8/Q1pq4/6P1/PP2PPBP/RNB1K2R w KQkq -,b1c3 c8d7 e1h1 f8d6 c1g5 d4e5 g5f6 e5f6 a4c4 e8h8,-692
r1b1kb1r/ppp1qNpp/3p1n2/8/2BnP3/2N5/PPPP1PPP/R1BQK2R w KQkq -,f7h8 c8g4 f2f3 g4e6 c4e6 e7e6 d2d3 e8a8 e1h1 f8e7,651
rn1qkbnr/pbp2ppp/1p1pp3/8/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq -,d2d4 g8f6 e1h1 f8e7 f1e1 e8h8 b1c3 d6d5 c4d5 e6d5,94
rn1qkb1r/pp3ppp/4pn2/2pp3b/2PP4/2N1PN1P/PP3PP1/R1BQKB1R w KQkq -,g2g4 h5g6 f1g2 d5c4 f3e5 b8d7 d1a4 c5d4 e3d4 f8d6,76
rnbqkbnr/ppppp1pp/8/5p2/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq -,e2e3 g8f6 c2c4 e7e6 b1c3 f8b4 g1e2 e8h8 a2a3 b4e7,126
rn1qkbnr/pp3ppp/4p3/2pp1b2/5P2/1P2PN2/P1PP2PP/RNBQKB1R w KQkq -,f1e2 b8c6 c1b2 a7a6 e1h1 f5g6 g2g3 d8c7 f3h4 e8a8,-72
r1bqk1nr/pp1p1pbp/2n3p1/2p5/2P1p3/2N2NP1/PP1PPPBP/R1BQ1RK1 w kq -,f3e5 g7e5 c3e4 d7d6 d2d4 c5d4 e2e3 g8e7 e3d4 c6d4,-382
rn1qkbnr/p2b1ppp/4p3/1p1pP3/2pP4/2P2N2/PP2BPPP/RNBQK2R w KQkq -,e1h1 g8e7 b2b3 b8c6 b1a3 a8b8 a3c2 e7c8 h2h4 f8e7,84
r2qk2r/ppp2ppp/2npbn2/4p3/1bP5/2NP1NP1/PP1BPP1P/R2QKB1R w KQkq -,a2a3 b4c3 d2c3 e8h8 f1g2 d8d7 e1h1 e6h3 b2b4 c6e7,48
r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/8/PPPPQPPP/RNB1K1NR w KQkq -,b1c3 f8e7 g1f3 e8h8 b5c6 b7c6 d2d4 a7a5 d4e5 c8a6,-34
rnbqk1nr/5ppp/p3p3/1pbp4/5B2/2N1PN2/PPP2PPP/R2QKB1R w KQkq -,f1e2 g8f6 c3b1 e8h8 c2c3 c8b7 b2b4 c5e7 a2a4 b5a4,-35
r2qkbnr/1b1p1ppp/p1n1p3/1ppB4/3PP3/5N2/PPP2PPP/RNBQ1RK1 w kq -,d5c6 d7c6 c1g5 f8e7 g5e7 d8e7 d4c5 a8d8 b1d2 e7c5,36
8/2k5/8/8/3R4/4K3/8/8 w - -,a2a4 c5d4 a4b5 a6b5 a1a8 d8a8 d5c6 b7c6 f3d4 g8f6,Mate
r1bqkb1r/pppp2pp/2n2n2/3B4/3p4/5N2/PPP2PPP/RNBQK2R w KQkq -,d5c4 d7d5 c4d3 f8b4 b1d2 e8h8 e1h1 b4d6 c2c3 c8g4,-168
8/8/8/8/2K5/3Q4/5kb1/8 w - -,d5c4 d7d5 c4d3 f8b4 b1d2 e8h8 e1h1 b4d6 c2c3 c8g4,Mate
r1bqk1nr/ppp2ppp/2n1p3/3p4/Q1PP4/4P3/PP3PPP/RN2KBNR w KQkq -,g1f3 g8f6 f1e2 d8e7 e1h1 c8d7 a4c2 e8h8 a2a3 e6e5,82
r2qkbnr/pp2pppp/2n5/1B3b2/3pN3/5N2/PPPP1PPP/R1BQK2R w KQkq -,e4c5 d8b6 b5c6 b6c6 b2b4 b7b6 c5d3 f7f6 e1h1 e7e5,-74
rnbqk1nr/pp1p1ppp/2p5/2b5/2B1P3/2N5/PP3PPP/R1BQK1NR w KQkq -,c4f7 e8f7 d1h5 f7f8 h5c5 d8e7 c5d4 g8f6 g1e2 d7d5,344
rn1qkb1r/pp2npp1/2p1p3/3pP2p/3P4/2NQ1N2/PPP2PPP/R1B1K2R w KQkq -,c1g5 d8d7 e1h1 e7g6 f1d1 f8e7 a1c1 e7g5 f3g5 b8a6,98
r2qkb1r/ppp2ppp/2np1nb1/4p3/2B1P1P1/2N2N1P/PPPP1P2/R1BQK2R w KQkq -,d2d4 f6e4 c3e4 g6e4 e1h1 d6d5 c4b5 e5d4 d1d4 e4f3,-160
rnbqk1nr/ppp2ppp/8/3p4/1b1Pp3/2N5/PPPNPPPP/R1BQKB1R w KQkq -,f2f3 f7f5 e2e3 g8f6 a2a3 b4e7 f1e2 e8h8 e1h1 c7c6,-118
rnbqkb1r/ppp2pp1/4pn2/3p3p/3P1B2/5N1P/PPP1PPP1/RN1QKB1R w KQkq -,e2e3 c7c5 b1d2 d8b6 d1c1 c8d7 f1e2 c5d4 e3d4 b8c6,78
8/8/8/8/3K4/kbQ5/8/8 w - -,a2a4 f8d6 e2e3 d6f4 e3f4 d8d6 d1c1 e8h8 c2c3 b7b6,Mate
r1bqkbnr/p2p1ppp/1pn1p3/2p5/2B1P3/2PP4/PP3PPP/RNBQK1NR w KQkq -,g1f3 g8f6 e4e5 f6d5 b1a3 a7a6 c4d5 e6d5 c1g5 f8e7,23
rn1qk2r/ppp1ppbp/4bnp1/3p4/2PP4/1QN2N2/PP2PPPP/R1B1KB1R w KQkq -,b3b7 b8d7 c4d5 e6f5 g2g3 f6e4 f1g2 d7b6 c3e4 f5e4,303
rnbqkbnr/pp1p1ppp/8/2p5/3pP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,f1c4 d4c3 c4f7 e8f7 d1d5 f7e8 d5h5 g7g6 h5e5 d8e7,-522
rnbqkb1r/3p1ppp/p3pn2/1pp3B1/2B1P3/2NP4/PPP2PPP/R2QK1NR w KQkq -,g5h4 b5c4 e4e5 c8b7 g1e2 c4d3 d1d3 d7d5 e5f6 g7f6,-212
rn1qkb1r/pb2pppp/1p3n2/2pp4/5P2/1P2PN2/PBPP2PP/RN1QKB1R w KQkq -,d1e2 b8c6 g2g3 g7g6 f1g2 f8g7 e1h1 e8h8 f3e5 h7h5,-17
8/8/7p/4K1k1/6b1/7R/Q7/8 w - -,d1e2 b8c6 g2g3 g7g6 f1g2 f8g7 e1h1 e8h8 f3e5 h7h5,Mate
Q2b1k2/6pp/4p3/ppp1P3/6P1/2Pq4/PP5P/6K1 w - -,g1f2 d3d2 f2g3 d2e1 g3g2 e1e2 g2g1 e2g4 g1f2 g4h4,-713
r1bqkb1r/p1p2ppp/2p1pn2/8/4N3/5N2/PPPP1PPP/R1BQK2R w KQkq -,e4f6 g7f6 d1e2 h8g8 h1g1 d8d5 b2b3 e6e5 c1b2 a7a5,-36
rn1qk1nr/1bpp1pbp/pp2p1p1/1B6/3PP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq -,c1g5 f7f6 g5f4 a6b5 c3b5 b8a6 d4d5 e6e5 f4e3 d7d6,-397
rnb1kb1r/1pq1ppp1/p2p1n2/7p/3NP3/2N1BP2/PPP3PP/R2QKB1R w KQkq -,f1e2 e7e6 a2a4 d6d5 e4d5 e6d5 d1d2 f8b4 e1a1 e8h8,40
rnbqk2r/ppppppbp/6p1/3nP3/5P2/3P4/PPP3PP/RNBQKBNR w KQkq -,d1f3 c7c6 d3d4 d7d6 f1c4 c8e6 b1d2 b8d7 g1e2 b7b5,-61
8/8/8/6pp/5K1k/8/8/8 w - -,d1f3 c7c6 d3d4 d7d6 f1c4 c8e6 b1d2 b8d7 g1e2 b7b5,Mate
8/8/8/7p/6pk/5K2/8/8 w - -,d1f3 c7c6 d3d4 d7d6 f1c4 c8e6 b1d2 b8d7 g1e2 b7b5,Mate
8/8/8/7p/7k/6p1/5K2/8 w - -,d1f3 c7c6 d3d4 d7d6 f1c4 c8e6 b1d2 b8d7 g1e2 b7b5,Mate
r1bq1rk1/pp1pnpbp/2n3p1/1Bp1p3/4P3/2PP1N1P/PP3PP1/RNBQ1RK1 w - -,b1d2 d7d6 a2a4 h7h6 d2c4 c8e6 a4a5 a8c8 a5a6 b7b6,-30
rnbqkbnr/ppp3pp/3p4/4p3/4p3/5NP1/PPPP1PBP/RNBQK2R w KQkq -,f3h4 g8f6 d2d3 e4d3 d1d3 c7c6 c2c4 f8e7 e1h1 b8a6,-83
rnbqkb1r/pp3ppp/3p1n2/2pPp3/2P5/2N1P3/PP3PPP/R1BQKBNR w KQkq -,h2h3 f8e7 f1d3 b8d7 g1e2 e8h8 e3e4 f6e8 e1h1 e7g5,144
rnbqk2r/ppp1bppp/3p1n2/3Pp3/2P5/5N2/PP2PPPP/RNBQKB1R w KQkq -,b1c3 c8f5 f3h4 f5d7 g2g3 c7c6 e2e4 c6d5 c4d5 e8h8,46
rnb1k2r/ppppbppp/8/8/8/2n2N2/PPPP1PPP/R1B1KB1R w KQkq -,,0
r1bqk2r/pppp1ppp/1bn5/8/3Pn3/5N2/PP2BPPP/RNBQ1RK1 w kq -,e2d3 d7d5 b1c3 e8h8 c3e4 d5e4 d3e4 c6d4 f1e1 c7c6,-146
r2qkb1r/ppp2pp1/2p2n1p/4p3/4P3/3P1Q1P/PPP2PP1/RNB1K2R w KQkq -,b1d2 f8d6 d2c4 f6d7 e1h1 e8h8 f3g4 d7f6 g4g3 f6h5,98
rnb1kbnr/pp2pppp/2p5/3q4/4p3/2P5/PP1N1PPP/RNBQKB1R w KQkq -,d1c2 g8f6 f1c4 d5f5 d2f1 b8d7 f1g3 f5g6 e1h1 h7h5,-363
r1bqkb1r/ppp2ppp/2np1n2/4p3/2N1P3/5N2/PPPP1PPP/R1BQKB1R w KQkq -,c4e3 f6e4 f1b5 e4f6 d2d4 e5e4 f3d2 a7a6 b5c6 b7c6,-156
rnb1kb1r/pp1q1ppp/4p3/2ppP3/8/5N2/PPPP1PPP/RNBQK2R w KQkq -,a2a4 b8c6 d2d3 f7f6 d1e2 b7b6 e1h1 f8e7 c2c3 e8h8,-122
r1bqk2r/1p2bppp/p1nppn2/2p5/4P3/2NPB1PP/PPP2PB1/R2QK1NR w KQkq -,g1f3 d8b6 a1b1 b6c7 d3d4 c5d4 f3d4 c8d7 a2a4 e8h8,-17
rnbqk2r/ppp2pp1/3b1p1p/3p4/3P4/2P1P3/PP3PPP/RN1QKBNR w KQkq -,f1d3 g7g6 b1d2 c7c6 g1f3 f6f5 e1h1 e8h8 d1c2 b8d7,-11
r2qkb1r/ppp1pppp/2n2n2/3p4/3P4/4PQ2/PPPN1PPP/R1B1KB1R w KQkq -,f1b5 a7a6 b5c6 b7c6 e1h1 e7e6 e3e4 d5e4 d2e4 f6e4,71
rnbqkb1r/5ppp/1pp1pn2/2Pp4/1p1P4/B1N2N2/P3PPPP/R2QKB1R w KQkq -,a3b4 b8a6 d1a4 a6b4 a4a8 b4c2 e1d2 c2a1 e2e3 b6c5,-297
r1bqk2r/ppp1bppp/n3pn2/1N1p4/3PPB2/8/PPP2PPP/R2QKBNR w KQkq -,f2f3 d5e4 f3e4 f6e4 g1f3 e8h8 f1d3 e4f6 e1h1 c7c6,-157
rnbqk1nr/pp2ppbp/2p3p1/3p4/3P1B2/4P3/PPP1BPPP/RN1QK1NR w KQkq -,g1f3 g8f6 b1d2 e8h8 c2c3 f6h5 f4e5 a7a5 e5g7 g8g7,69
rnb1kb1r/pp3ppp/4pq2/2pp4/2PP4/4P3/PP3PPP/RN1QKBNR w KQkq -,a2a3 c5d4 e3d4 b8c6 g1f3 g7g6 c4d5 e6d5 b1c3 f8g7,-89
r1bqk2r/ppp2pp1/2n2n1p/3pp3/1b2P3/2NP1N2/PPPBBPPP/R2QK2R w KQkq -,,0
rn1qkb1r/ppp2ppp/5n2/5b2/2P5/1P6/P2P1PPP/RNBQKBNR w KQkq -,d1e2 f8e7 c1a3 b8c6 a3e7 c6e7 b1c3 e8h8 e1a1 f8e8,-187
rnbq1rk1/ppppppbp/5np1/8/3P3P/4P3/PPP1BPP1/RNBQK1NR w KQ -,a2a4 h7h5 g1f3 d7d5 e1h1 c7c5 d4c5 d8c7 b2b4 f6g4,-44
r2qk1nr/1pp2ppp/1pnp4/4p3/4PPb1/3P1N2/PPP3PP/R1BQKB1R w KQkq -,f1e2 d8f6 d1d2 e5f4 d2f4 f6f4 c1f4 g8e7 f4g3 e8h8,52
r1bqkbnr/1pp2ppp/p1p5/4p2Q/8/4P3/PPPP1PPP/RNB1K1NR w KQkq -,h5e5 c8e6 g1f3 g8f6 d2d3 f8b4 b1d2 e8h8 b2b3 f8e8,98
rn1qk2r/ppp2ppp/3p3n/2b1p3/2B1P1b1/1QP2N2/PP1P1PPP/RNB1K2R w KQkq -,d2d4 c5b6 c1h6 g7h6 c4f7 e8f8 f7d5 b8c6 b1d2 d8f6,248
r1bqk2r/ppp2ppp/2n1p3/3nP3/1bBP4/2N1B3/PP3PPP/R2QK1NR w KQkq -,d1c2 c6e5 c4d5 b4c3 c2c3 d8d5 g1e2 d5g2 e1a1 e5g6,-146
rnb1kb1r/ppp2ppp/3p4/2n5/3P4/5N2/PPP1qPPP/RNB1KB1R w KQkq -,f1e2 c5e4 e1h1 f8e7 f1e1 b8c6 d4d5 c6b4 e2b5 e8d8,79
rnbq1rk1/ppp1bppp/4pn2/8/3P4/2NBPN2/PP3PPP/R1BQK2R w KQ -,e3e4 c7c5 e4e5 f6d5 e1h1 c5d4 f3d4 d5b4 d3e4 b8d7,82
rnbqkbnr/pp3ppp/2ppp3/8/8/1P3N2/PBPPPPPP/RN1QKB1R w KQkq -,d2d4 d6d5 b1d2 g8f6 e2e3 c6c5 f1b5 b8c6 f3e5 c8d7,85
rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P4/1PN2N2/PBP1PPPP/R2QKB1R w KQkq -,e2e3 b8d7 f1d3 c7c5 a2a4 a7a6 c3b1 d8c7 b1d2 f8d6,-37
r1b1kb1r/ppqnpppp/2pp1n2/8/3P4/3BPN2/PPP2PPP/RNBQ1RK1 w kq -,e3e4 g7g6 c2c4 f8g7 h2h3 e7e5 d4d5 d7c5 b1c3 e8h8,92
rnbqk2r/ppp1ppbp/3p1np1/8/4P3/2P2N2/PP1PQPPP/RNB1KB1R w KQkq -,a2a4 c7c5 g2g3 b8c6 f1g2 e7e5 d2d3 h7h6 e1h1 e8h8,-41
r1b1kbnr/pp2pppp/2n5/2p4q/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,c3b5 c5d4 b5c7 e8d8 c7a8 e7e5 e2e3 g8f6 f1e2 c8g4,523
rnbqkb1r/pp3ppp/2p1p1n1/3pP3/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq -,g1f3 c6c5 c4d5 e6d5 c1e3 c5c4 h2h4 b8c6 h4h5 g6e7,92
rnbq1rk1/p1ppbppp/1p2pn2/8/5P2/1P2PN2/PBPP2PP/RN1QKB1R w KQ -,h1g1 c7c5 g2g4 b8c6 g4g5 f6e8 b1c3 c8b7 f1b5 d8c7,33
r2qkbnr/pp1b1ppp/2n1p3/3pP3/5Q2/5N2/PPP2PPP/RNB1KB1R w KQkq -,c1e3 d8b8 f4g3 f7f6 e5f6 g8f6 g3b8 a8b8 e3f4 b8c8,-51
r1b1kbnr/pp2pppp/8/2pPn2q/8/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,c3b5 e5f3 g2f3 e8d8 c1f4 c8d7 e2e4 h5g6 f4c7 d8e8,463
rn2k1nr/ppqb1ppp/4p3/1BppP3/3P4/P1P5/2P2PPP/R1BQK1NR w KQkq -,b5f1 d7a4 a1a2 g8e7 g1f3 b8d7 a2b2 d7b6 f1d3 a4c6,-39
r1b1kbnr/pp2pppp/8/2pPq3/8/2N5/PP2PPPP/R1BQKB1R w KQkq -,e2e4 a7a6 g2g3 e5d6 f2f4 h7h5 f1e2 g7g6 e4e5 d6b6,272
r2qk1nr/ppp2ppp/2n1p3/3p4/3P1b2/3QPN2/PPP2PPP/RN3RK1 w kq -,b1c3 f4h6 e3e4 d5e4 c3e4 g8e7 e4c5 b7b6 c5e6 f7e6,-777
r1b1kbnr/pppp1pp1/5q1p/1B6/3QP3/8/PPP2PPP/RNB1K2R w KQkq -,d4e3 f8b4 b1c3 b4c3 b2c3 g8e7 e1h1 e8h8 a2a4 d7d6,50
rnbqkb1r/1p3ppp/p1p1pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQ1RK1 w kq -,b2b3 f8e7 d2d4 e8h8 d1c2 a6a5 b1c3 b7b5 c4c5 b5b4,94
r1bq1rk1/ppp1bppp/2np1n2/4p3/4P3/1BPP1N2/PP3PPP/RNBQ1RK1 w - -,h2h3 a7a5 f1e1 c8d7 b1d2 f8e8 d2f1 h7h6 f1g3 e7f8,83
r1bqkb1r/ppp2pp1/3p1n1p/3Pp1B1/3nP3/2N2N2/PPP2PPP/R2QKB1R w KQkq -,g5f6 d4f3 d1f3 d8f6 f3f6 g7f6 f1d3 a7a5 h2h4 e8e7,84
rn1qk2r/pbppbppp/1p3n2/4p1B1/2B1P3/3P1Q2/PPP2PPP/RN2K1NR w KQkq -,g1e2 h7h6 g5e3 d7d5 e4d5 b7d5 f3g3 b8c6 b1c3 d5c4,36
r1bqkb1r/pppp1ppp/5n2/4p1Q1/3nP3/5N2/PPPP1PPP/RNB1KB1R w KQkq -,g5e5 d4e6 b1c3 f8c5 e5g3 d7d5 e4d5 f6d5 c3d5 d8d5,92
1r6/p2Q2pk/6rp/2p2P2/2PpP3/3P1q2/P2R3P/5R1K w - -,f3d4 e5d4 f1e2 f6e4 g5e5 d8e7 e5c7 e4c5 d2d3 g7g6,Mate
r3kb1r/pppq1ppp/2np1n2/4p3/2B1PPb1/2P2N2/PP1P2PP/RNBQ1RK1 w kq -,d2d3 e8a8 c4b5 d6d5 e4d5 d7d5 b5c6 d5c6 f4e5 f6d7,40
rn1qkbnr/pbp2ppp/1p2p3/8/2P5/8/PP2PPPP/RNBQKBNR w KQkq -,d1b3 b8c6 b1c3 d8e7 g1f3 e8a8 g2g3 g8f6 f1h3 c6d4,-186
rnbqk2r/p4ppp/2p1pn2/1p6/1b1P4/2NBPN2/PP3PPP/R1BQK2R w KQkq -,a2a3 b4e7 e1h1 c8b7 e3e4 a7a6 e4e5 f6d5 c3d5 c6d5,171
rnbqkbnr/pp1p1ppp/2p5/4p3/3P4/2P5/PP2PPPP/RNBQKBNR w KQkq -,d4e5 d7d5 c1f4 b8d7 e2e3 g7g5 f4g3 h7h5 h2h4 g5g4,96
2b5/3k4/8/4K3/8/2Q5/8/8 w - -,d4e5 d7d5 c1f4 b8d7 e2e3 g7g5 f4g3 h7h5 h2h4 g5g4,Mate
5Q2/8/2b1k3/8/3K4/8/8/8 w - -,d4e5 d7d5 c1f4 b8d7 e2e3 g7g5 f4g3 h7h5 h2h4 g5g4,Mate
rnbqk2r/pp2bppp/2p2n2/3p4/8/2NP1N2/PPP1BPPP/R1BQK2R w KQkq -,h2h3 e7d6 e1h1 e8h8 d3d4 c8f5 e2d3 f5d3 d1d3 f8e8,-62
r1bqk1nr/pppp1pp1/7p/4n3/1b1NP3/1B6/PPP2PPP/RNBQK2R w KQkq -,c2c3 b4c5 f2f4 e5g6 e1h1 d7d6 h2h3 g8f6 e4e5 d6e5,91
r2qk2r/ppp2ppp/2nb1n2/3pp3/6b1/2PP1NP1/PP2PPBP/RNBQ1RK1 w kq -,c1g5 d6e7 b1d2 e8h8 e2e4 d5e4 d3e4 f6e8 g5e7 d8e7,17
8/8/4k3/8/8/4K3/4Q3/7R w - -,d1c2 e8h8 e2e4 d5e4 d3e4 g4e6 f3g5 e6d7 h2h3 h7h6,Mate
r3kbnr/pp3ppp/2n1p3/2pq1b2/3P4/N1P2N2/PP3PPP/R1BQKB1R w KQkq -,d1a4 a7a6 c1e3 f5e4 f1e2 c5d4 e3d4 g8f6 d4f6 g7f6,50
rn1qk2r/ppp2ppp/4pn2/3p4/1bPP4/2N1P3/PP2QPPP/R1B1K1NR w KQkq -,c4d5 f6d5 e2b5 b8d7 g1e2 d8c8 e1h1 c7c6 b5d3 e8h8,30
6Q1/8/5k2/8/4B3/4K3/8/8 w - -,a1b1 c7c5 g1f3 c5d4 f3d4 b8c6 e1h1 e8h8 f1d1 c6d4,Mate
r1b1kb1r/ppp1nppp/8/4P3/2Pn4/P7/1P3PPP/RNB1KBNR w KQkq -,e1d2 d4b3 d2c3 b3a1 f1d3 a7a5 b2b3 c8f5 d3f5 e7f5,-630
rnb1kbnr/p1p1pppp/8/1p1q4/Q1pP4/4P3/PP3PPP/RNB1KBNR w KQkq -,b1c3 b5a4 c3d5 b8a6 f1c4 e7e6 d5c3 a6b4 e1e2 g8f6,206
r1bqk2r/ppp2ppp/2p5/2b5/4P3/3Pn3/PPP1BPPP/RN1QK2R w KQkq -,d1c1 e3g2 e1d1 c5f2 e2f3 d8f6 b1d2 c8h3 h1f1 g2e3,-936
r1bq1rk1/pp2b1pp/2n1pn2/2pp4/3P1P2/2N1BN2/PPP1B1PP/R2Q1RK1 w - -,a1b1 f6g4 e3c1 b7b6 g1h1 d8d7 h2h3 g4h6 e2b5 c8b7,-64
rnbqkbnr/p3pppp/3p4/2p5/4P3/2P5/P2P1PPP/RNBQKBNR w KQkq -,d2d4 g8f6 b1d2 d8a5 d1c2 e7e6 g1f3 b8d7 d2c4 a5c7,64
r2qkbnr/pp1n1pp1/4p2p/2ppPb2/3P1P2/2P1BN2/PP4PP/RN1QKB1R w KQkq -,f1e2 h6h5 e1h1 g8h6 h2h3 f5g6 e3f2 h6f5 b1d2 a7a6,67
1rbq1rk1/p2nppbp/2np2p1/1pp5/4PPP1/2NP3P/PPP1N1B1/R1BQ1RK1 w - -,c3d5 e7e6 d5e3 h7h6 a1b1 a7a5 b2b3 c6d4 d1e1 c8a6,-57
8/8/2k5/8/8/5K2/8/R3R3 w - -,c3d5 e7e6 d5e3 h7h6 a1b1 a7a5 b2b3 c6d4 d1e1 c8a6,Mate
r2qkbnr/ppp2ppp/2np4/4p2b/2B1P3/P4N1P/1PPP1PP1/RNBQK2R w KQkq -,d2d3 g8f6 g2g4 h5g6 b1c3 f6d7 h3h4 h7h5 g4g5 d7b6,109
r1bqk2r/ppp2ppp/2n5/3np3/2B5/2PPP3/PP4PP/RN1QK1NR w KQkq -,e3e4 d5f4 g2g3 c8e6 c4b5 f4g6 g1f3 d8d6 d3d4 e6g4,-79
rnbqk2r/pppp1pbp/4pnp1/6B1/3P4/3BP3/PPP2PPP/RN1QK1NR w KQkq -,e3e4 h7h6 g5h4 g6g5 h4g3 d7d5 e4e5 f6e4 d3e4 d5e4,98
rnbqkb1r/p1pp1ppp/1p3n2/1B2p3/4P3/2N5/PPPP1PPP/R1BQK1NR w KQkq -,f2f4 c8b7 g1f3 e5f4 e1h1 f8b4 d2d3 f6h5 c3d5 b7d5,91
rn1qkb1r/ppp2ppp/5n2/3p4/3Np1b1/4P1P1/PPPP1PBP/RNBQK2R w KQkq -,d1g4 f6g4 e1h1 h7h5 d2d3 e4d3 h2h3 d3c2 b1c3 g4e5,-807
r1bqk2r/pp2nppp/1b2p3/4P3/1PQ5/P4N2/1B3PPP/RN3RK1 w kq -,b1c3 c8d7 a3a4 e8h8 a4a5 b6c7 f1d1 a7a6 a1c1 d8c8,154
r2qk2r/pp1bnppp/1b2p3/4P3/1PQ5/P1N2N2/1B3PPP/R4RK1 w kq -,b4b5 a7a6 c4g4 e7f5 f1d1 a6b5 a3a4 h7h5 g4f4 b6c5,147
rnbqkbnr/ppp1pp1p/6p1/8/8/2N5/PPPPNPPP/R1BQKB1R w KQkq -,c3e4 f8g7 d2d4 b8d7 e2g3 g8f6 e4f6 d7f6 f1e2 d8d6,24
rnbqkbnr/pp2pp1p/2p3p1/8/4p1PQ/1B6/PPPP1P1P/RNB1K1NR w KQkq -,h4g3 f8g7 b1c3 a7a5 g4g5 b8d7 g3e3 a5a4 c3a4 a8a5,-210
rnbq1b1r/ppk1pQpp/2p1Bn2/8/4p3/8/PPPP1PPP/RNB1K1NR w KQ -,b1c3 c8e6 f7e6 d8d7 e6c4 e7e5 g1e2 b8a6 c3e4 b7b5,96
rq2kb1r/pp2pp1p/1nn3p1/1N6/8/1Pp2N2/1P2QPPP/R1B2RK1 w kq -,e2e4 f8g7 b2c3 e8h8 c1f4 b8c8 b5c7 a8b8 a1d1 b6d7,-106
rnbq1rk1/pp1pppbp/5np1/2p5/3P4/2N2NP1/PPP1PPBP/R1BQK2R w KQ -,d4c5 b8a6 f3d4 a6c5 d4b3 c5a6 e1h1 a6b4 e2e4 d7d6,44
r3kbnr/ppp1pppp/2n5/3q1b2/3P4/5N2/PPP1PPPP/R1BQKB1R w KQkq -,c1f4 e7e6 e2e3 f8d6 f4g3 g8f6 a2a3 d6g3 h2g3 e8h8,-584
r1bqk2r/p1pnnpbp/1p1pp1p1/8/3PP3/2PBBN2/PP1N1PPP/R2QK2R w KQkq -,h2h4 h7h6 d1e2 c7c5 d2c4 d8c7 e3f4 e6e5 d4e5 d6e5,137
r1bqkb1r/1p1n1ppp/p3pn2/1Bpp4/3P1B2/4PN2/PPPN1PPP/R2QK2R w KQkq -,b5a4 b7b5 d4c5 b5a4 c5c6 d7b6 c6c7 d8d7 f3e5 d7b5,-386
r1bqk2r/pp3ppp/2n1p3/2bnP3/3p1P2/3B4/PPPN1BPP/R2QK1NR w KQkq -,d1g4 e8h8 a2a3 f7f6 g1f3 f6f5 g4g3 d5e3 d2b3 c5b6,95
rnbqkbnr/p1pppp1p/1p4p1/8/P6P/8/1PPPPPP1/RNBQKBNR w KQkq -,h4h5 g8f6 h5g6 f7g6 d2d4 f8g7 g1f3 d7d5 c1f4 c7c5,92
rnb1kbnr/ppp2ppp/3pp3/8/3PPP1q/8/PPP3PP/RNBQKBNR w KQkq -,e1d2 h4f4 d2d3 f4f6 g1f3 f8e7 b1c3 f6g6 d1e1 g8f6,-139
rnb1k2r/ppp2ppp/5n2/3qp3/8/P1bP1N2/1PP2PPP/R1BQKB1R w KQkq -,d1d2 c3d2 c1d2 e8h8 f1e2 e5e4 c2c4 d5f5 d3e4 f5e4,-1176
