8/1R3p2/5kp1/7p/4p2P/r5P1/4KP2/8 w - -,e2f1 a3f3 f1g2 f3d3 b7a7 d3d5 a7a6 f6e5 a6a8 f7f6,-2
r3k2r/pp3pp1/2n1bq1p/3p4/2pP4/2P3P1/P2NPPBP/R2Q1RK1 w kq -,e2e4 a8d8 e4d5 e6d5 g2d5 d8d5 f1e1 e8f8 d2c4 g7g6,209
r3r1k1/ppqnppbp/2p1n1p1/8/2PP4/4BN1P/PP3PP1/R2QRBK1 w - -,a1c1 a7a5 c1c2 e8d8 d1c1 a8c8 b2b3 d7f6 e1d1 f6e8,85
1R6/5p2/k1K2rp1/8/7p/8/8/8 w - -,c6c5 g6g5 b8g8 f6f5 c5d4 f7f6 d4e4 f5f1 e4e3 a6b6,-618
r4rk1/ppp2ppp/2p5/8/4P1q1/1B1P1n2/PPP2K2/RNB2Q1R w - -,f1e2 f3e5 d3d4 g4e2 f2e2 e5g6 c1e3 a7a5 b1d2 a5a4,622
4brk1/p5p1/1pq1pp1p/3p4/3P2P1/2P1P1Q1/PP1R3P/2K3R1 w - -,c1b1 e8g6 b1a1 b6b5 d2d1 a7a5 d1c1 f8c8 g3e1 g8h7,81
1r1qr1k1/pp3ppp/2pb1n2/3ppb2/3P4/2P1PNP1/PP1N1PBP/R2Q1RK1 w - -,d1e2 e5e4 f3h4 f5e6 f2f3 e4f3 e2f3 d8b6 a1b1 b6a5,-233
1R6/5p2/k4rp1/2K5/8/7p/8/8 w - -,b8h8 f6f3 h8b8 g6g5 b8b6 a6a7 b6b1 g5g4 b1g1 g4g3,-643
2r3k1/3q1pb1/1r4pp/8/3pNQ2/3P2P1/5P2/R3R1K1 w - -,e1c1 f7f5 c1c8 d7c8 e4d2 g8h7 g1g2 c8c6 f4f3 c6c3,-10
r5q1/pp4k1/2nb1n1p/8/2QP4/5N2/PP3PPP/4R1K1 w - -,b2b3 a8e8 e1e8 g8e8 c4b5 e8e7 g2g3 a7a6 b5d3 e7d7,-537
r1bq1rk1/pppp1p1p/2nb3p/8/1PBpP3/2P2N2/P4PPP/RN1Q1RK1 w - -,b4b5 c6e5 f3e5 d6e5 c3d4 e5g7 b1c3 c7c6 a1c1 d7d6,100
r7/2kn2r1/3n1p2/2pPp1pp/N1P1P3/3BK1Pb/3N1R1P/1R6 w - -,a4b6 d7b6 f2f6 b6d7 f6h6 a8a3 h6h5 g5g4 b1b3 a3a2,-211
8/5p2/1R4p1/5k1p/4p2P/r5P1/4KP2/8 w - -,e2f1 a3a1 f1g2 a1d1 b6b5 f5e6 b5b4 e6e5 b4b5 d1d5,-2
r1bq1rk1/pp1n1ppp/4pn2/2pp4/3P1P2/3B1N2/PPP1NPPP/R2QK2R w KQ -,c2c3 a7a5 e1h1 d8c7 f1e1 c5c4 d3c2 b7b5 a2a3 f6e4,31
8/8/8/7k/5rpP/1P2R3/P7/6K1 w - -,,0
3r2k1/5ppp/4p1n1/3r1q2/6R1/5P1P/Q7/5R1K w - -,g4g3 g6f4 a2c4 d5d1 f1d1 d8d1 h1h2 h7h5 c4e4 d1d2,-853
3rr1k1/ppqnppbp/2p1n1p1/8/2PP4/4BN1P/PP3PP1/2RQRBK1 w - -,d4d5 e6f8 b2b4 a7a5 b4b5 c6b5 c4b5 c7d6 d1b3 d8a8,100
8/p2R1n1k/1pp2Q2/4p1n1/PP2PpNq/8/6KP/8 w - -,d1c2 e6f8 c4c5 e7e5 d4e5 f8e6 c1d1 d7e5 f3g5 e6g5,Mate
