2rq1rk1/pp2bpp1/n1p3b1/P1nPp1B1/2B1P2P/2N2P2/1P1Q2N1/R4RK1 w - -,a1d1 e7g5 d2g5 d8g5 h4g5 a6b4 d5d6 g6h5 g2e3 c8d8,112
r1b1nrk1/1pn1qp2/p2p1bp1/P1pP3p/2P1PB2/2NB2N1/1P1Q2PP/R4RK1 w - -,a1e1 f6e5 f4e5 d6e5 c3a4 c8d7 a4b6 a8d8 d2h6 e8g7,212
4r1k1/R5P1/6Q1/3p1qp1/2p2r2/2P2P2/PPKN4/8 w - -,g6f5 f4f5 a7d7 e8e2 c2d1 e2e3 a2a4 f5e5 a4a5 e3e1,Mate
3rr1k1/4qppn/p6p/1p2p2n/2p1P3/P1P1PN1P/1PR1NQPK/5R2 w - -,f2e1 e7b7 c2d2 b7e4 e1f2 g7g6 d2d8 e8d8 e2g3 h5g3,-197
r4k1r/1b3p2/pq1p1pp1/1p1B4/4PP2/6Pp/PPP4P/R2Q1RK1 w - -,d1d4 b6d4 f1f2 b7d5 a1e1 a8e8 e4e5 f6f5 c2c3 d4d3,-1050
2Q5/4k3/6Q1/1P5P/8/4K3/8/4r3 w - -,d1d4 b6d4 f1f2 b7d5 a1e1 a8e8 e4e5 f6f5 c2c3 d4d3,Mate
r1bq1rk1/1p1n1ppp/p1pp1n2/4p1B1/1bP1P3/2NP1N2/PP2BPPP/R2Q1RK1 w - -,a2a3 b4c3 b2c3 h7h6 g5h4 f8e8 f3d2 d7f8 f1e1 f8g6,14
r1b1k2r/p1pq2pp/2Nb1n2/2pp2B1/3Pp3/2N5/PPP2PPP/R2Q1RK1 w kq -,g5f6 g7f6 d4c5 d6c5 b2b4 d7c6 d1h5 e8f8 b4c5 h8g8,111
6K1/8/3b1k2/8/8/7n/8/8 w - -,g5f6 g7f6 d4c5 d6c5 b2b4 d7c6 d1h5 e8f8 b4c5 h8g8,Mate
rnbq1rk1/pp3pbp/3p1np1/2pPp3/2P5/2N2P2/PP2PNPP/R1BQKB1R w KQ -,e2e4 f6h5 g2g3 f7f5 f1h3 b7b6 e4f5 g6f5 e1h1 b8d7,86
r5k1/ppp1rR1p/3q2nB/3PbQ2/2B5/8/PPP3PP/R6K w - -,a1f1 e7f7 f5f7 g8h8 b2b3 a8d8 f7e6 d6b4 e6h3 b7b6,416
8/8/4N1N1/8/8/8/k1K5/8 w - -,,0
r5n1/ppp3p1/2np2kr/6q1/4P3/2NP1b2/PPP2PPP/3R1RK1 w - -,e6c5 a2a3 c2c3 a3a2 g6e5 a2b1 c5b3 b1a2,Mate
