r1bqk2r/pppp1ppp/4nn2/4N3/1b2P3/2N5/PPP1BPPP/R1BQK2R w KQkq -,e2h5 f6h5 d1h5 b4c3 b2c3 e8h8 e1h1 d7d6 e5g4 e6c5,-60
r1b1k2r/pp2ppbp/2n2np1/2p5/8/1PP2N2/PB1PKPPP/RN5R w kq -,b1a3 f6d5 h1e1 d5f4 e2f1 f4d3 a3b5 e8h8 b2a3 d3e1,-638
r4rk1/4qp2/bnn1p2B/p1pp3Q/1p5P/2PP2P1/PP3PB1/R3R1K1 w - -,b1a3 f6d5 h1e1 d5f4 e2f1 f4d3 a3b5 e8h8 b2a3 d3e1,Mate
1R6/1P3pk1/4p1p1/7p/1r6/8/8/1K6 w - -,b1a1 h5h4 b8c8 b4b7 c8c1 b7b8 c1h1 g6g5 a1a2 g7g6,-776
rn1qkb1r/pp2pppp/2p2n2/3p4/4P3/2N5/PPPPbPPP/R1BQK1NR w KQkq -,e4e5 e2d1 c3d1 f6e4 g1f3 e4c5 f3d4 b7b5 b2b4,-813
r3r1k1/2q2nbp/2p1bpp1/p3p3/N3P3/1P3NPP/P4PB1/R1QR2K1 w - -,a4c5 e6c8 c1c3 g7f8 a1c1 c7a7 g3g4 g8g7 g2f1 f8d6,26
rnbqkbnr/p2p2pp/5p2/1pp1p3/4P3/1B3N2/PPPP1PPP/RNBQ1RK1 w kq -,f3e5 c5c4 d1h5 g7g6 e5g6 h7g6 h5h8 e8f7 h8h7 f8g7,244
1r1r2k1/ppq2ppp/n1p1bb2/2Pp4/3Pn3/Q3NN2/PP2BPPP/R1B1R1K1 w - -,e2d3 d8e8 b2b4 b8a8 e3c2 e6f5 b4b5 a6b8 c1g5 f6g5,99
3r1k2/5pb1/p2p3p/P1pP4/2N1rp2/4P1P1/2R3P1/5RK1 w - -,g1f2 f4e3 f2e2 e4g4 f1b1 g4g3 e2e1 e3e2 b1b6 g3g2,-233
8/2p2pk1/4r2p/K5p1/6P1/p7/8/8 w - -,g1f2 f4e3 f2e2 e4g4 f1b1 g4g3 e2e1 e3e2 b1b6 g3g2,Mate
2Q2rk1/1P4pp/p3b3/4q3/1b6/3Q1PP1/P6P/R4RK1 w - -,c8c2 g7g6 d3e4 b4c5 g1h1 e5d5 e4d5 e6d5 c2c5 d5b7,932
1r3rk1/1p4p1/p1n1pqnp/2Pp4/3Pb3/1N2QN1P/5PP1/R2B1RK1 w - -,b3d2 e4f3 d2f3 b8e8 d1a4 e6e5 f3e5 g6e5 d4e5 e8e5,-38
r4rk1/p1p4p/1p1ppn1q/2P2p2/1P1Pb1p1/P1B1P2P/4BPP1/2RQR1K1 w - -,e2f1 g4h3 f2f3 e4d5 c1c2 g8h8 d1d2 h3g2 f1g2 h6g6,-330
rn1r2k1/ppq2pbp/2p1b1p1/P3p3/2N1P3/1P1B4/2P2PPP/R1BQR1K1 w - -,c4b6 b8d7 b6a8 d8a8 d1e2 d7c5 d3c4 c7d7 f2f3 e6c4,309
2r1r1k1/3qnp2/b2p1np1/p2p3p/Pp1P3P/1P2PBP1/1B3PK1/1QR1RN2 w - -,f3e2 a6e2 e1e2 g6g5 h4g5 f6e4 f1d2 e4g5 c1h1 e7g6,-136
