4Q3/5ppk/7p/1R6/2p3bP/P3BB1q/P4P1K/8 w - -,d1c1 d5c4 b3c4 c5d4 f3d4 e8h8 f1e2 d8c7 b2a3 b4a3,Mate
1rbq1rk1/3p1ppp/p3p3/3pP3/8/6P1/PP1QPPBP/R4RK1 w - -,b2b3 c8b7 f1e1 d8b6 e2e4 d5e4 g2e4 f8c8 a1d1 h7h6,13
1rrq2k1/4ppbp/p2p2p1/2nN4/2P1P3/1P2BP2/2Q3PP/R2R2K1 w - -,,0
r2q2nr/p1p2kpp/2p5/2pNP3/8/8/P1PP1PPP/R1BbK2R w KQ -,d5e3 d1h5 c1b2 g8e7 g2g4 h5g6 e1a1 h8e8 f2f4 g6e4,-634
R2R4/p1p2pp1/q3k3/8/1n3P2/1P1P4/2P5/1KB2Q2 w - -,d5e3 d1h5 c1b2 g8e7 g2g4 h5g6 e1a1 h8e8 f2f4 g6e4,Mate
r3r1k1/2pqbppp/p1n2nb1/1p2p3/3pP2N/1BPP1QNP/PP3PP1/R1B1R1K1 w - -,h4f5 a6a5 a2a4 b5b4 c1d2 e7f8 b3c4 b4c3 b2c3 d4c3,91
r1b2rk1/pp1pppbp/2n3p1/q2N4/3N4/1Bn1BP2/PP4PP/R2QK2R w KQ -,d5c3 a5e5 d4c2 e7e6 e1h1 d7d5 f1e1 e5c7 c2d4 c6a5,204
r1bqkb1r/pp2pp1p/2n3p1/1Bp1P1N1/3Pp3/8/PPP2PPP/R1BQK2R w KQkq -,c2c3 h7h6 g5e4 c5d4 b5c6 b7c6 d1d4 d8d4 c3d4 f8g7,110
R2R4/p1p2pp1/q4k2/5P2/1n6/1P1P4/2P5/1KB2Q2 w - -,c2c3 h7h6 g5e4 c5d4 b5c6 b7c6 d1d4 d8d4 c3d4 f8g7,Mate
r3rbk1/5p1p/1q2bnp1/p1pp4/5B2/1PP2QNP/P1B2PP1/R3R1K1 w - -,a1b1 e6d7 f4g5 g8g7 f3f4 b6d6 f4h4 f6g8 b1d1 e8e1,30
3kr3/p5Q1/2R1bp2/1p2p3/1P2P1P1/2Pr1q1P/1P6/4K2R w - -,f4g5 f6d7 e1e2 f8g7 a1e1 a5a4 b3a4 b6a5 g5d2 c5c4,Mate
rnb1kbnr/ppqp1ppp/8/4p3/3PP3/8/PP1B1PPP/RN1QKBNR w KQkq -,b1c3 e5d4 c3d5 c7d8 d2f4 d8a5 d1d2 a5d2 e1d2 g8f6,189
r3k1nr/1pp1qppp/p1p5/4b3/4P3/5Q2/PPPN1PPP/R1B2RK1 w kq -,d2c4 g8f6 f1d1 e7e6 c4e5 e6e5 c1f4 e5e7 f3b3 e8h8,81
2rk4/R5p1/2P2p1p/5P2/2n1K2P/8/8/8 w - -,h4h5 c8c7 a7a4 c7e7 e4f4 c4e5 a4a8 d8c7 a8a1 c7c6,-500
rnb1k1nr/pppp1ppp/8/2b1p3/4q3/7N/PPPPBPPP/RNBQK2R w KQkq -,e1h1 g8e7 b1c3 e4c6 h3g5 c5d4 g5f3 d4c3 b2c3 d7d6,-58
r1bq1rk1/p3n2p/1n1p3P/2pPp1P1/1bp1Pp2/2N3N1/PP2B1P1/R1BQK2R w KQ -,,0
4k3/5p1p/5P2/2rB2P1/pp2P2P/b7/3K4/1R6 w - -,,0
1r1q1rk1/p1p2pbp/4p1p1/1p6/3P4/1Q2P1P1/PP1B1PbP/R3R1K1 w - -,d2b4 g2d5 b3c2 f8e8 a1c1 d5a8 h2h4 b8c8 c2c5 d8f6,-405
r2qkb1r/p3pp1p/2p3p1/2p1PbN1/3Pp3/2P5/PP3PPP/R1BQK2R w KQkq -,e5e6 f5e6 g5e6 f7e6 d4c5 f8g7 c1e3 e8f7 d1c2 a8b8,97
4r1n1/1b3Nkp/pp4p1/2bq2B1/7P/PQ2R3/1P2NPP1/6K1 w - -,b3d5 b7d5 e3e8 g7f7 e8b8 h7h6 g5e3 c5e3 f2e3 b6b5,549
8/8/8/1r4k1/8/5K2/7R/8 w - -,,0
r1bqk2r/1pp2ppp/p1np1n2/bB1P4/4P3/P4N2/1P3PPP/RNBQ1K1R w kq -,b5a4 b7b5 d5c6 b5a4 d1a4 a5b6 b1c3 c8e6 h2h3 e8h8,39
7r/1p1k4/pqnpr1pp/2p5/P3P1Q1/2NP4/1PP3PP/5R1K w - -,f1f7 d7c8 g4e6 c8b8 e6d6 b8a8 d6f6 b6d8 c3d5 d8f6,408
1r4r1/4kp1p/3pp3/n1qb1P2/p4P2/P4N1P/1PPQB3/KRR5 w - -,f5f6 e7f6 f4f5 f6e7 d2h6 a5c4 h6h4 e7d7 f5e6 d5e6,-53
r2r2k1/1p2ppbp/1p3np1/3Pn3/8/2N1B2P/PP2BPP1/R4RK1 w - -,f1d1 f6e8 c3b5 e5d7 d5d6 e7d6 b5d6 d7c5 d6c4 d8d1,65
4k3/5p1p/5P2/3B2P1/pp2P2P/b1rK4/8/1R6 w - -,,0
rn1qkb1r/pbpp1p1p/1p2p3/6p1/3Pn3/4P2P/PPP2PPB/RN1QKBNR w KQkq -,g1f3 h7h5 b1d2 e4d2 f3d2 d7d6 a2a4 a7a6 a4a5 b6b5,40
8/8/1kPK4/7p/8/5p2/8/8 w - -,,0
r5k1/1bnq1pp1/pp1p1b1p/1PpP4/P7/2N2NP1/2PQ1PBP/4R1K1 w - -,h2h4 f6c3 d2c3 a6b5 a4b5 b7d5 c3d3 c5c4 d3d1 a8a5,-159
rnbqr1k1/1p2bppp/2p2n2/p2p4/3P4/P1N1P1P1/1P2NPBP/R1BQ1RK1 w - -,f1e1 b8a6 e2f4 a6c7 e3e4 f6e4 c3e4 d5e4 e1e4 c8f5,-38
r4rk1/pp3pp1/7p/4P3/8/PbP5/5PPP/R1BR2K1 w - -,d1d4 a8c8 c1d2 b3e6 h2h3 f8d8 a1d1 g8h7 g1h2 h6h5,20
r1bqk2r/pp3ppp/2p1pnn1/3P4/QbP5/2N2NB1/PP3PPP/R3KB1R w KQkq -,a4b4 e6d5 c4d5 f6d5 c3d5 d8d5 f1e2 a7a5 b4a3 d5e4,529
8/2kp4/7R/2K5/3P4/r7/3P4/8 w - -,,0
2kr3r/pp3pp1/4pb1p/8/1n6/1BN4P/PPP2PP1/R4RK1 w - -,a1d1 f6c3 b2c3 d8d1 f1d1 b4a6 d1d4 a6c5 g1f1 c8c7,-67
2r3k1/n2bbppp/1p2p3/pP1pP3/P1qP2P1/3NQN2/4BP1P/R5K1 w - -,d3c5 c4c2 e2d3 c2b2 a1b1 b2b1 d3b1 b6c5 e3d2 e7d8,341
5rk1/6b1/BN1P3p/7q/1P2p1n1/P4pP1/7B/3Q1R1K w - -,d1d2 g8h8 a6c8 h5h3 f1f2 e4e3 c8g4 e3d2 g4h3 d2d1q,-573
r3qrk1/ppp3bp/n2p1n2/3Ppp2/2P5/2N2Q1P/PP2BPP1/R1B1R1K1 w - -,e2d3 f5f4 d3c2 a6b4 c2b1 b4a6 f3d1 e8h5 d1h5 f6h5,89
8/8/8/6k1/8/5K2/2R5/1r6 w - -,,0
R2R4/p1p2pp1/4k3/8/1n3P2/1P1P4/qBP5/1K3Q2 w - -,f3e2 g5h5 c2c5 h5g6 e2e3 g6f6 c5c6 f6g7 c6c7 g7f6,Mate
4k3/5p1p/5P2/3B2P1/pp1KP2P/b7/2r5/1R6 w - -,,0
r5k1/1p1rppbp/1B3np1/3Pn3/8/2N4P/PP2BPP1/R4RK1 w - -,f2f4 f6d5 c3d5 d7d5 f4e5 g7e5 e2c4 d5d6 b6e3 e7e6,339
r2qkb1r/p3pp2/2p3pp/2p1PbN1/3Pp3/2P5/PP3PPP/R1BQ1RK1 w kq -,g5h3 c5d4 c3d4 c6c5 c1e3 f8g7 h3f4 c5d4 d1a4 d8d7,-1
3rrk2/1b5p/p1nq2p1/5p2/1pBp1P1b/6NP/PPPBQ1PK/4RR2 w - -,e2f3 c6a5 g3f5 g6f5 f3h5 a5c4 d2b4 d6b4 h5h4 d8d6,-363
r1bq1rk1/p3n2p/1n1p2pP/2pPpp2/1bp1PP2/2N3N1/PP2B1P1/R1BQK2R w KQ -,e1h1 b4c3 b2c3 f5e4 f4e5 e7d5 g3e4 c8f5 c1g5 d8e8,113
8/2P5/1k1K4/7p/8/8/5p2/8 w - -,,0
4k3/5p1p/5P2/3BP1P1/p2K3P/bp6/2r5/1R6 w - -,,0
r1bqkb1r/1pp2pp1/p1n1pn1p/3p2B1/B2P4/4P3/PPP2PPP/RN1QK1NR w KQkq -,g5h6 h8h6 a4c6 b7c6 g1f3 c6c5 e1h1 f8d6 b1d2 e8f8,-421
2r2rk1/pp1bbp2/4p1p1/3Pq1Pp/2B4P/2N5/PPQ2P2/1K1R3R w - -,d5e6 d7e6 c4e6 f7e6 c2g6 e5g7 g6e6 g7f7 e6f7 f8f7,350
3r2k1/1p2bppp/p3pn2/3rB3/8/2P2N1P/PP3PP1/R2R2K1 w - -,d1c1 f6d7 e5d4 e7c5 g1f1 f7f6 b2b4 c5d4 c3d4 d7b6,-33
8/1kN5/8/4Q3/5K2/8/8/8 w - -,d1c1 f6d7 e5d4 e7c5 g1f1 f7f6 b2b4 c5d4 c3d4 d7b6,Mate
r4rk1/p1pqb2p/bp4pQ/3pp3/3n4/P1NP2N1/1PPB1PPP/R4RK1 w - -,d2g5 a8d8 g5e7 d7e7 h6d2 h7h5 g3e2 d4f5 a1e1 e5e4,-78
4k3/5p1p/5P2/3BP1P1/pb5P/1p1K4/2r5/1R6 w - -,,0
8/8/5k2/2R5/8/5K2/8/1r6 w - -,,0
r2r2k1/1b3pp1/pq3n1p/1p2p3/3N4/P3PB1P/1P3PP1/2RQ1RK1 w - -,,0
rn1qkb1r/2p1pppp/pp3n2/3p1bB1/3P4/1QP2N2/PP2PPPP/RN2KB1R w KQkq -,b1d2 h7h6 g5f6 e7f6 e2e3 b8c6 c3c4 c6a5 b3c3 a5c4,36
5rk1/3b1ppp/3p1n2/4p3/Np1b3q/1B3Q1P/PP3PP1/3RR1K1 w - -,f3e2 f8e8 d1d3 d6d5 d3d4 h4d4 e2a6 d4d2 a6e2 d2g5,-116
r4r1k/1p3pbp/pBnp4/3Nn1p1/4P3/1B3P1q/PP2QP1P/R2R2K1 w - -,d1e1 e5f3 e2f3 h3f3 e1e3 f3g4 g1h1 g7e5 a1f1 f8g8,-559
r2qk2r/pp1nbppp/1np1p3/4N1P1/2PP1P2/1P5P/P5B1/R1BQ1RK1 w kq -,e5g4 a7a5 c1b2 e8h8 h3h4 a5a4 h4h5 a4b3 a2b3 a8a1,153
r3qrk1/ppp3bp/n2p4/3npQ2/2P5/2N4P/PP2BPP1/R1B1R1K1 w - -,f5c2 d5c3 b2c3 a6c5 c1e3 e8g6 c2g6 h7g6 e3c5 d6c5,86
8/4b3/8/8/1PkB4/2P5/1K6/8 w - -,,0
1r1q1rk1/p4pbp/4p1p1/1pp5/3P4/1Q2P1P1/PP1B1PKP/R3R3 w - -,a1d1 c5c4 b3a3 d8b6 d2b4 f8c8 b4c5 b5b4 a3a4 b6b7,-53
5rk1/6pp/4p2r/4R2Q/3n4/2q4B/5PPP/5RK1 w - -,h5g5 h6h3 g5g4 h3d3 g4e4 d3d2 h2h3 h7h6 e4e3 c3e3,-438
4k3/5p1p/4PP2/3B2P1/pb5P/1p1K4/3r4/1R6 w - -,d3c4 f7e6 d5c6 e8f7 c4b4 h7h6 b1g1 b3b2 b4a3 d2c2,245
r4rk1/pp3pp1/7p/4P3/2b5/P1P5/5PPP/R1BR2K1 w - -,c1e3 f8c8 e3d4 a7a6 h2h3 h6h5 g1h2 h5h4 a3a4 b7b5,51
r3r3/2B2kpp/p1p5/1p6/6P1/b2P4/2PK1P1P/1R6 w - -,f2f4 a6a5 g4g5 f7g8 f4f5 a5a4 d3d4 a3f8 b1a1 a4a3,-600
8/8/5k2/2R5/1r2K3/8/8/8 w - -,,0
r2r4/3q1p1p/1p4k1/nP2R3/3p4/P2P1QPP/5P2/4R1K1 w - -,e4f3 f6e6 c5c1 e6e5 c1g1 b4b3 f3e2 b3b2 e2d3 e5f6,Mate
2kr1b1r/pppq1p1p/3p1pn1/3Pp3/4P3/2P2NP1/PP3P1P/RN1QK2R w KQ -,d1c2 f6f5 e4f5 g6e7 b1d2 f8h6 c3c4 d7f5 c2f5 e7f5,-39
8/1p1k4/p7/3P1p2/1PQ1p1p1/2P3P1/3q1PK1/8 w - -,,0
2k4r/pp3pp1/4p2p/8/1n6/1BP4P/P1P2PP1/3r1RK1 w - -,c3b4 h8d8 f2f4 d1f1 g1f1 d8d2 c2c4 c8b8 f4f5 e6f5,-481
rn1qkb1r/2p1pppp/1p3n2/p2p1bB1/3P4/1QP2N2/PP2PPPP/RN2KB1R w KQkq -,e2e3 c7c6 a2a4 e7e6 b1d2 f8e7 f3h4 f5e4 f1e2 b8d7,17
3k4/6R1/2r2p1p/5P2/2n1K2P/8/8/8 w - -,g7g2 c4e5 g2a2 d8e7 e4d5 c6b6 a2a7 e5d7 d5e4 b6b4,-447
r1bq1rk1/1pp2pp1/p1np1n1p/2bNp3/2B1P3/3PBN2/PPPQ1PPP/R3K2R w KQ -,e1h1 c8g4 f3e1 g4e6 e1f3 e6d5 e4d5 c5e3 f2e3 c6e7,-17
4k3/7p/4pP2/3B2P1/pbK4P/1p6/3r4/1R6 w - -,d5c6 e8f7 c4b4 d2d4 b4a3 d4h4 b1d1 f7g6 d1d8 g6g5,416
r1b1k1nr/1pq1bppp/p2p4/3Pn3/P1B5/5N2/1P3PPP/RNBQ1RK1 w kq -,c4e2 g8f6 b1c3 e8h8 a4a5 c8g4 f3e5 g4e2 d1e2 d6e5,53
1r2r1k1/p4pb1/2p1p1pp/3qP3/3PR3/BP5P/P3QP1P/R5K1 w - -,a3d6 b8d8 a1c1 d8d6 c1c5 d5d4 e4d4 d6d4 e2a6 d4f4,99
8/8/5k2/2R5/8/1r1K4/8/8 w - -,,0
r5k1/pbb1q1pp/2p1pn1r/p1Pp1p2/3Pn3/1P1BP1P1/1BQ1NP1P/R3NRK1 w - -,e1f3 f6g4 b2c3 e4g5 f3g5 e7g5 h2h4 h6h4 g3h4 g5h4,-98
2k4r/pp3pp1/n3p2p/8/8/1BP4P/P1P2PP1/3R2K1 w - -,h3h4 a6c5 d1d4 h8d8 h4h5 f7f5 f2f3 b7b6 d4f4 c8d7,-82
rnbqk2r/pp3ppp/3b1n2/3pp3/8/1BP2N2/PP1P1PPP/RNBQK2R w KQkq -,d2d4 e5e4 f3g1 c8e6 g1e2 b8c6 c1f4 e8h8 f4d6 d8d6,-82
r2q2nr/p1p3pp/2p1k3/2pN4/8/8/P1PP1PPP/R1BbK2R w KQ -,d5e3 d1h5 e1h1 d8d4 c1a3 g8f6 d2d3 h8b8 e3c4 e6f7,-668
1rrq2k1/4ppbp/pp1p2p1/2n5/P1P1P3/1PN1BP2/2Q3PP/2RR2K1 w - -,c3d5 e7e6 d5c3 d8h4 c1b1 h4e7 h2h3 c5d7 c2d2 d7c5,45
1bk4r/1p2n1p1/2pr1pb1/Q6p/5PP1/2N1B2P/PPP1P1B1/5RK1 w - -,a5a8 h8d8 e3a7 c8c7 c3b5 c7d7 a8b7 d7e8 a7b8 c6b5,781
r1bqk2r/pp3ppp/2p2nn1/3p4/1QP5/2N2NB1/PP3PPP/R3KB1R w KQkq -,e1a1 g6e7 g3d6 a7a5 b4a3 f6e4 c3e4 d5e4 f3d4 e7f5,538
4q1k1/1b3pp1/1p1p1n1p/1Pp5/2P5/3Q1NP1/5PBP/6K1 w - -,h2h4 e8a8 d3e2 g7g6 f3e1 b7g2 e1g2 a8a1 g1h2 d6d5,-184
r4r1k/1p3pbp/pB1p4/3Nn1p1/4P3/1B1Q1P1q/PP3P1P/R5K1 w - -,d3c3 e5f3 c3f3 h3f3 d5e3 g7e5 a1d1 f3f4 h2h3 f4h2,-703
r1r3k1/pp3pp1/4b2p/4P3/8/P1P5/5PPP/R1BR2K1 w - -,d1d3 c8c5 c1e3 c5e5 e3d4 e5a5 d3g3 g7g6 h2h4 b7b6,-7
4r3/2p1r3/1p1kn3/p1p1R1p1/P6p/5N1P/1PP1RKP1/8 w - -,,0
8/8/3b4/8/1PkB4/K1P5/8/8 w - -,,0
r5k1/1p2ppbp/6p1/1BBnn3/8/7P/PP3PP1/R4RK1 w - -,a2a4 h7h5 f1d1 e7e6 g1f1 g6g5 c5d4 g5g4 a4a5 g4h3,327
4r2r/1pk5/pqnpR1pp/2p5/P3P1Q1/2NP4/1PP3PP/5R1K w - -,c3d5 c7b8 e6e8 h8e8 d5b6 g6g5 g4h5 e8h8 h5g6 b8a7,1029
rnbqk2r/1p3ppp/p4n2/3p2B1/Pb1pP3/2NB4/1PP2PPP/R2Q1RK1 w kq -,c3d5 b4d6 f1e1 b8c6 f2f4 h7h6 g5h4 d8a5 d1f3 c8d7,-77
1k6/3p3R/3P4/2K5/3P4/8/1r6/8 w - -,h7h8 b8b7 d4d5 b2b1 h8h7 b1c1 c5d4 c1g1 h7h2 b7c8,12
rn1qb3/ppp1p1bk/3p2Np/5p1P/3Pn1p1/4P1B1/PPP2PP1/RN1QK2R w KQ -,d1d3 e4g3 f2g3 e7e6 e1h1 b8c6 b1c3 d8g5 g6f4 e8d7,170
4r3/p3kbQ1/2R2p2/1p2p3/1P2P1P1/2Pr1q1P/1P6/4K2R w - -,g7f6 f3f6 c6f6 e7f6 h1f1 f6g7 f1f5 d3h3 e1f1 f7g6,Mate
2kr1b1r/ppp2p1p/3p1pn1/3Pp3/4P3/2P2NPq/PPQ2P1P/RN2K2R w KQ -,,0
2r1r1k1/p4pb1/2p1p1pp/3qP3/3PR3/BP5P/P3QP1P/2R3K1 w - -,a3d6 d5a5 c1c5 a5d8 e2e3 d8d7 e3f4 h6h5 e4e3 e8d8,87
2r2rk1/p3qppp/1p2p3/1Q2N3/1b1P1P2/6P1/PP5P/R4RK1 w - -,f1f2 c8c7 a1d1 f8c8 a2a3 b4d6 f2d2 c7c2 b5d3 c2d2,-34
8/8/1r3k2/2R5/8/8/2K5/8 w - -,,0
rnbqk2r/1p3ppp/p4n2/3pp1B1/Pb1NP3/2NB4/1PP2PPP/R2QK2R w KQkq -,e1h1 d5e4 c3e4 e5d4 d1e2 c8e6 f2f4 e8d7 c2c4 d7c7,-146
8/5k1p/2B1pP2/6P1/pbK4P/1p6/3r4/1R6 w - -,c4b4 h7h6 b1g1 d2d4 b4a3 b3b2 a3b2 d4h4 g5g6 f7f6,440
r5k1/1p3pbp/4p1p1/1BBnn3/8/7P/PP3PP1/R3R1K1 w - -,a2a4 g6g5 a1d1 e5g6 c5d4 h7h5 b2b3 h5h4 b5c4 g6f4,317
4r3/2p1r3/1p1k4/p1p1R1n1/P6p/7P/1PP1RKP1/8 w - -,e5e7 e8e7 e2d2 d6e5 d2d8 g5e4 f2e3 e4d6 d8h8 d6f5,-528
2r3k1/n1qbbppp/1p2p3/pP2P3/P1pP2P1/3NQN2/4BP1P/R5K1 w - -,d3f4 c7d8 g1g2 a7b5 a4b5 d7b5 d4d5 g7g5 d5d6 g5f4,120
1rb1k3/pp3p1p/6p1/4p3/1P4q1/P5Pn/2P2PKP/R2Q1R2 w - -,f2f3 g4e6 c2c4 c8d7 a1c1 b8d8 d1d5 h3g5 f1d1 e6d5,-253
8/2b5/8/8/KPkB4/2P5/8/8 w - -,,0
r4rk1/1q2bppp/p1bp1n2/1p2p3/4P3/P1NBBP2/1PP3PP/R3QRK1 w - -,e1e2 f8c8 f1d1 h7h6 g1h1 c6d7 e3f2 b7c7 a1b1 d7e6,7
2r1r1k1/p2q1pb1/2p1p1pp/2R1P3/3PR3/BP5P/P3QP1P/6K1 w - -,c5c3 e8d8 a3c5 d7b7 b3b4 c8a8 c3a3 g7f8 g1g2 d8d5,60
2kr3r/4bpp1/1qp1n3/p3p3/R3P1p1/2NP2P1/1PP4N/2B1QR1K w - -,h1g2 e7b4 h2g4 f7f6 e1f2 b6c7 f2f5 c7d7 c3e2 c6c5,337
r2q2nr/p1N2kpp/2p5/2p5/8/8/P1PP1PPP/R1BbK2R w KQ -,c7a8 d1c2 e1h1 g8e7 f1e1 e7d5 c1a3 c2d3 a3c5 d8a8,-604
rnbq1rk1/pp3ppp/3b1n2/3pp3/8/1BP2N2/PP1P1PPP/RNBQ1RK1 w - -,d2d3 h7h6 b1d2 b8c6 f1e1 f8e8 h2h3 c8f5 d2f1 f5h7,-86
r2qk2r/p1p2ppp/8/2N1p3/3nPnb1/P4N2/1PPP1PPP/R1BQ1RK1 w kq -,c5e6 f7e6 f3d4 g4d1 d4e6 f4e6 f1d1 e6d4 b2b3 d4c2,-642
1rb1k3/pp3p1p/6p1/4p1q1/1P4B1/P5Pn/2P2PKP/R2Q1R2 w - -,g4h3 c8h3 g2h3 b8d8 d1e2 e8f8 h3g2 d8e8 g2h1 h7h5,509
r1q2r1k/1p3pbp/pBnp4/3Nn1p1/4P3/1B3b2/PP2QPPP/R2R2K1 w - -,e2c2 f3d1 a1d1 f8g8 d5e3 c6e7 c2e2 c8c6 b6a5 g5g4,-410
2R5/8/5k2/1r6/8/8/2K5/8 w - -,,0
2kr2nr/1pp1qppp/p1p5/4b3/4P3/5Q2/PPPN1PPP/R1BR2K1 w - -,d2c4 d8d1 f3d1 g8f6 c2c3 h8d8 d1e2 e7e6 f2f3 f6h5,-18
R7/5pp1/p1r1k2p/1p6/1P4P1/P4P1P/6K1/8 w - -,,0
4r2k/1b4q1/p3n1pp/1p2N3/3Q4/7B/P5P1/5R1K w - -,h3e6 e8e6 f1f8 g7f8 e5g6 h8g8 d4h8 g8f7 g6f8 e6e8,432
rn1qkb1r/4pppp/1pp2n2/p2p1bB1/3P4/1QP1PN2/PP3PPP/RN2KB1R w KQkq -,c3c4 f6e4 g5h4 b6b5 c4d5 a5a4 b3d1 d8a5 b1d2 a4a3,21
r2qr1k1/pppbbpp1/2np1n1p/4p3/4P3/1BNP2B1/PPP1NPPP/R2Q1RK1 w - -,f2f4 d7e6 b3a4 a7a6 f4e5 d6e5 a4c6 b7c6 g1h1 f6d7,42
r1bqk1nr/1p2bppp/p1npp3/8/Q3PB2/2N2N2/PPP2PPP/R3KB1R w KQkq -,e1a1 c8d7 f4d6 b7b5 a4b3 e7d6 d1d6 d8c7 e4e5 g8e7,76
5rk1/3b1ppp/5n2/3pp3/Np1b3q/1B3Q1P/PP1R1PP1/4R1K1 w - -,e1c1 h4g5 d2d4 g5c1 d4d1 c1c7 f3e3 f8c8 d1e1 h7h5,-159
r5k1/1Bp1q1p1/p3p2p/8/3P4/2P3P1/P1P1r1KP/R6R w - -,e1c1 h4g5 d2d4 g5c1 d4d1 c1c7 f3e3 f8c8 d1e1 h7h5,Mate
r2q1rk1/1p1nbppp/1np1p3/p5P1/2PP1PN1/1P5P/PB4B1/R2Q1RK1 w - -,h3h4 f8e8 h4h5 e7f8 h5h6 g7h6 g4h6 f8h6 g5h6 d8f6,171
1k2r2r/1p3R2/pqnpR1pp/2p5/P3P1Q1/2NP4/1PP3PP/7K w - -,h2h4 e8e6 c3d5 e6e4 d3e4 c6e5 d5b6 e5g4 a4a5 g6g5,59
r3rqk1/ppp2ppp/1bnpb3/3N4/1P1P4/P4N1P/3QBPP1/R3R1K1 w - -,d5b6 a7b6 d4d5 e6d7 d5c6 b7c6 a3a4 d6d5 a4a5 f8d6,335
rn1q1rk1/pb2bppp/1p1ppn2/8/3P1B2/3B1N2/PPPN1PPP/R2QR1K1 w - -,h2h3 b7a6 c2c4 d6d5 a1c1 b8d7 f3e5 a8c8 d1a4 d5c4,30
3k4/8/2r2pR1/5P1p/2n1K2P/8/8/8 w - -,g6g8 d8e7 g8a8 c4e5 e4d5 c6b6 a8h8 e5f7 h8h5 e7f8,-476
2r2rk1/pp1bbp2/4p1p1/3P1qPp/2B4P/2N5/PPQ2P2/1K1RR3 w - -,c2f5 g6f5 d5e6 d7e6 e1e6 c8c4 e6e7 c4h4 e7b7 h4h2,388
r1q2r1k/1p3pbp/pBnp4/4n1p1/4PNb1/1B3N2/PP2QPPP/R2R2K1 w - -,f3e5 g4e2 e5f7 f8f7 f4e2 c8f8 e2g3 g7e5 b3f7 f8f7,-381
2r2rk1/p5Np/1p2p1p1/1P1bR3/2nq4/P7/2P2PPP/3R2K1 w - -,d1d4 c4e5 d4d2 g8g7 f2f3 f8f5 g1f1 c8c3 f1e1 c3e3,-926
8/2p1r3/1p1k4/p1p3n1/P6p/7P/1PP1RKP1/8 w - -,e2d2 d6e5 d2d8 g5e4 f2e2 e4g3 e2d3 g3f5 d8g8 e7g7,-525
7k/1b4q1/p3r1pp/1p2N3/3Q4/8/P5P1/5R1K w - -,f1f8 g7f8 e5g6 h8g8 d4h8 g8f7 g6f8 e6e8 h8h6 e8f8,489
2kr3r/ppp2p1p/3p1pnb/3Pp3/4P3/2P2NPq/PPQN1P1P/R3K2R w KQ -,,0
r1b1kb1r/pp3ppp/1qn1p3/2pp4/3PnB2/2PBPN2/PP3PPP/RNQ1K2R w KQkq -,b1d2 f7f5 e1h1 f8e7 f3e5 e8h8 d3e2 a7a5 d2e4 f5e4,45
r5k1/5pBp/1p2p1p1/1B1n4/P7/7P/1P3PP1/2R1nK2 w - -,g7h6 e1f3 g2f3 a8d8 b5c4 d5b4 h3h4 b4c6 c4e2 c6d4,512
1q3r1r/pp1kbp2/1np1p2p/B2pP1p1/PP1P4/3N4/2P2PPP/R2Q1RK1 w - -,a5b6 a7b6 f2f4 g5f4 c2c3 h8g8 d3f4 f7f6 f4d3 f6f5,168
2R5/8/5k2/8/8/2K5/8/1r6 w - -,,0
1r4r1/3bkp1p/2npp3/q4p2/p4PP1/P1Q2N1P/1PP5/K2R1B1R w - -,c3d3 a5c5 g4f5 e6f5 h1h2 d7e6 f3g5 c6e5 d3g3 c5b6,34
2kr3r/pp3pp1/2nb3p/2p1q2n/Q1P1p3/1NN1B1PP/PP3P2/3R1RK1 w - -,d1d5 e5e6 d5h5 f7f5 b3a5 c6a5 a4a5 g7g6 h5h4 g6g5,279
8/1k1p4/3P3R/2K5/3P4/8/1r6/8 w - -,h6h1 b2c2 c5d5 c2b2 h1d1 b7b6 d1c1 b2b5 c1c5 b5b1,4
r1bn1rk1/3pqpp1/p2Np2p/1p2P3/2pPBn2/2P2N2/PPQ2PPP/R4RK1 w - -,e4a8 d8c6 c2d2 g7g5 g2g3 f4h3 g1g2 f7f5 g2h3 g5g4,570
8/2p1k3/1p6/p1p3n1/P6p/7P/1PP2KP1/8 w - -,f2e3 e7f6 e3f4 c5c4 g2g3 g5h3 f4g4 h3f2 g4f3 h4g3,-599
rn1q1rk1/pbp2ppp/1p2pn2/8/1PBP4/P1N1P3/5PPP/R1BQK2R w KQ -,e1h1 d8e7 d1c2 f8c8 c1b2 b8d7 f1d1 a7a5 b4a5 c7c5,109
2r2rk1/p2q1ppp/npn1p3/2bpP1B1/8/P1R2N2/2QN1PPP/2R3K1 w - -,g5f6 c6e7 c2d1 e7g6 h2h4 a6b8 h4h5 g7f6 h5g6 f7g6,-254
r2qkb1r/1b1n1ppp/p3pn2/1p2p1B1/3N1P2/2NQ4/PPP3PP/2KR1B1R w kq -,f4e5 d7e5 d3g3 d8b8 f1e2 e5c6 g5f4 b8c8 h1f1 c6d4,48
r1bb2r1/ppp3k1/1n1p4/7Q/1n2PP2/3P3p/PPP4P/2KR4 w - -,d1g1 g7f8 h5h6 f8e8 g1g8 e8d7 a2a3 a7a5 h6g7 d7c6,568
2r1r1k1/p2q4/2p1pbpp/2R5/3PR2P/BP6/P3QP1P/6K1 w - -,e4g4 d7f7 e2e4 g8h8 a3c1 f6e7 c5c6 c8c6 e4c6 e8f8,308
