4Q3/5ppk/7p/1R6/2p3bP/P3BB1q/P4P1K/8 w - -,d1c1 d5c4 b3c4 c5d4 f3d4 e8h8 f1e2 d8c7 b2a3 b4a3,Mate
rnb1kb1r/4qpp1/2pp1n1p/pp2p3/4P3/1BNP1N1P/PPP2PP1/R1BQ1RK1 w kq -,a2a4 b5b4 c3e2 g7g6 c1e3 f8g7 d1d2 b8d7 e2g3 c8b7,48
b4rk1/p3ppbp/3p2p1/7q/3NnB2/2P1Q2P/P4PP1/2RR2K1 w - -,e3f3 h5a5 f4g3 e7e5 d4e2 g7h6 c1a1 a5c5 f3d3 f7f5,-160
br4k1/R6p/1Pp1p3/2Pp1p2/4p3/6PB/4PP1P/6K1 w - -,a7e7 b8f8 e7e6 g8g7 e2e3 h7h5 e6d6 h5h4 g3h4 d5d4,515
1q2r1k1/pp1Q1pp1/5p2/7p/3P4/2B4P/PP3PP1/R5K1 w - -,a1d1 e8d8 d7f5 b7b5 a2a3 b8b6 d4d5 a7a5 f5h5 b5b4,554
3r3r/Qppkb1pp/2p3q1/3bPp2/8/2BB1P2/PPP3PP/R4RK1 w - -,c3e1 g6f7 e1f2 d8a8 a7d4 d7c8 a2a4 h8d8 d4f4 g7g6,177
r1b2rk1/pp3pp1/2p5/4n3/PbB4p/4P1N1/1P3PPP/R1B2RK1 w - -,c4a2 h4g3 h2g3 a7a5 e3e4 f8e8 f1d1 b4c5 g1f1 e5g4,-436
rr4k1/3nppbp/1q1p1np1/2pP4/P3P3/2N2NPP/1P3PK1/R1BQ3R w - -,a1a3 f6e8 h3h4 g7c3 b2c3 e8f6 d1e2 b6a6 e2c2 f6g4,68
r3kn1R/4ppQ1/qn1p2p1/6N1/1p2PP2/1P6/8/rKNR4 w - -,b1c2 a6c8 c2d2 e8d7 g7b2 c8c6 b2c2 c6c2 d2c2 f7f6,-438
8/1K6/8/k7/1r6/8/2Q5/8 w - -,b7c8 a5b5 c8d7 b4c4 c2b3 b5c5 d7e6 c5d4 b3d1 d4c5,207
2r1k3/1p3ppp/p1n1p3/2B5/5P2/8/PPP3PP/1K1R4 w - -,c2c3 c6e7 c5d4 e7f5 g2g4 f5d4 d1d4 h7h5 h2h3 b7b5,3
r2qr1k1/1p3pp1/1bpp1n1p/p7/P1P1P2B/2N5/1PQ2PPP/2KRR3 w - -,e4e5 g7g5 e5f6 g5h4 c2f5 g8h8 f5f4 h8h7 c3e4 d8d7,346
1q1r1rk1/1b1nbppp/pp2pn2/3p4/1PP1P3/1NN1BP2/P2QB1PP/2RR2K1 w - -,c4d5 e6d5 e4e5 b8e5 e3f4 e5h5 a2a3 f8e8 b3d4 e7f8,29
r4r1k/pbp3p1/1p4Q1/5p2/2B1P3/P4P2/1P3q1P/2R1K2n w - -,e4d5 e6d5 c4c5 b6c5 b4c5 d5d4 d2d4 d7c5 d4f4 b8f4,Mate
1r1r2k1/1p4pp/p4p2/5q2/P1N2P2/1P1p4/3Pn1PP/2RQ1R1K w - -,c4e3 f5d7 c1c4 b7b5 c4c5 b8c8 c5d5 d7c6 d5d8 c8d8,-132
r1b2rk1/ppp1qpp1/2n2n1p/2p1p3/4P3/3PBN2/PPP1BPPP/R2Q1RK1 w - -,c2c3 a7a5 d1a4 c8d7 a4c2 a5a4 h2h3 d7e6 f1d1 f8d8,26
2kr1bbr/ppqn1Qp1/2p4p/4p3/2BPN2P/2P5/PP3PP1/R1B2RK1 w - -,f7g8 h8g8 c4g8 e5d4 c3d4 d7b6 f1e1 f8b4 g8e6 c8b8,-90
6k1/8/3K2PP/6B1/8/8/8/3r4 w - -,,0
8/p1k5/2b5/8/8/8/3BP3/4K3 w - -,,0
3qr1k1/r4p1p/p1n3p1/1p1n1bN1/2p5/P1P2Q2/B1P2PPP/R1BR2K1 w - -,c1d2 h7h6 g2g4 c6e5 f3g3 f5g4 d1e1 a7e7 f2f4 d5f6,-447
r2qk1nr/pppbbpp1/2n4p/4p1P1/Q1Pp3P/3P4/PP2PPB1/RNB2KNR w kq -,g1f3 a7a5 a4c2 a8a6 c1d2 e7c5 d2c1 d8e7 a2a3 f7f5,-125
6r1/R7/5kP1/1pp1q2P/1n1p4/3P1b2/1PPQ4/6K1 w - -,a7f7 f6e6 f7f3 e5h5 d2e2 h5e5 e2g2 b4d5 c2c4 d4c3,-490
r4rk1/1p1nqppp/5nb1/p2p4/PbB5/1Q2PN2/1P3PPP/R2RB1K1 w - -,c4d5 b4e1 f3e1 f6d5 b3d5 d7c5 a1c1 b7b6 d5d6 e7d6,-464
r2q1rk1/3n1pp1/p1npbb1p/1ppNp3/1P2P3/PBPPBN1P/5PP1/R2Q1RK1 w - -,a3a4 a8b8 d1b1 b5a4 a1a4 a6a5 b4c5 d7c5 e3c5 d6c5,88
3r1rk1/p1p4p/1p4p1/2b1pbP1/2P4P/P2P4/1P2QP2/2K2R1R w - -,f1d1 c5d4 d1d2 b6b5 e2f3 b5c4 d3c4 c7c5 h1e1 f5e6,247
r6r/pp4p1/3k1p2/4p3/6p1/6P1/PP3P1P/R3R1K1 w - -,a2a4 h8h6 a1d1 d6e6 d1d4 a8h8 d4g4 g7g5 g4b4 h6h2,-171
r2qkb1r/1p3ppp/p1n1p1n1/2PpP3/8/2P2N1P/PP2BPP1/R1BQ1RK1 w kq -,c1e3 f8e7 e3d4 e8h8 d1d2 b7b6 c5b6 c6d4 c3d4 d8b6,133
3r1r1k/pbp3p1/1p4Q1/5p2/2B1P3/P4P2/1P3q1P/2RK3n w - -,c1e3 f8e7 e3d4 e8h8 d1d2 b7b6 c5b6 c6d4 c3d4 d8b6,Mate
r7/3b1pk1/6pp/1pbPp1q1/2P1P1P1/4NQP1/r1B2PK1/1R5R w - -,h1c1 a8a3 b1b3 a2c2 b3a3 c2c1 a3b3 c5e3 f3e3 g5e3,-467
8/3k3p/5pp1/2Bpb3/6P1/3K1P1P/8/8 w - -,c5b6 e5a1 b6f2 d7e7 f2g3 a1e5 g3e1 e7f8 e1f2 f8g7,-41
r1b2rk1/pp3ppp/1qnppn2/8/1bP1PP2/1NN3P1/PP1BQ2P/R3KB1R w KQ -,f1g2 e6e5 a1c1 f8e8 d2e3 b6a6 e1h1 e5f4 f1f4 b4c3,-75
8/8/6p1/1p3pk1/1PrK1N2/5R1P/7P/8 w - -,d4e5 c4e4 e5d6 e4f4 f3g3 g5f6 d6c5 f4e4 c5b5 f5f4,-19
8/K7/8/k7/2r5/8/2Q5/8 w - -,c2f2 c4c7 a7b8 c7c3 f2d4 c3c2 b8b7 a5b5 d4e3 c2c4,239
r1br4/p1q2pkp/1pn1p1p1/4P3/8/2PBQN2/P4PPP/3RR1K1 w - -,h2h4 c8b7 h4h5 c6e7 h5h6 g7h8 f3g5 e7g8 e3h3 c7e7,142
6r1/5R2/4k1P1/1pp1q2P/1n1p4/3P1b2/1PPQ4/6K1 w - -,f7f3 e5h5 d2e2 h5e5 e2g2 b4d5 g1f2 d5e7 g2g3 e5g3,-500
r4rk1/pp4b1/8/3p1p1Q/4N3/8/P4PPP/4n1K1 w - -,e4c5 e1c2 c5d3 c2d4 d3f4 f8f7 g2g3 a8d8 g1g2 d8d6,-219
2rr2k1/1p3p2/7p/5Rp1/8/3P1PP1/PPq2QKP/R7 w - -,a1e1 c2d3 f5e5 c8c2 e1e2 d8c8 g2h3 g8g7 g3g4 c8c6,5
8/1p1n3p/p2p2pB/4p3/4n1PP/2k5/1N2K3/r7 w - -,b2d3 d6d5 e2e3 c3c4 d3b2 c4b3 b2d3 e4c3 h6g7 d5d4,-1136
r1b2rk1/pp1nqppp/2pb1n2/4p3/2BPP3/2N2N2/PP3PPP/R1BQR1K1 w - -,d4d5 b7b5 d5c6 b5c4 c6d7 f6d7 c3d5 e7e6 c1e3 c8b7,24
8/3k1ppp/1p6/pP4P1/P1R2PKP/8/8/6r1 w - -,g4f3 g1a1 f3e4 a1e1 e4f5 e1e6 f5g4 e6e1 h4h5 e1g1,19
1q4k1/pp1Q1pp1/5p2/7p/3P4/2B4P/PP3PP1/4r1K1 w - -,c3e1 b8f4 d7e8 g8h7 e8f7 f4d4 f7h5 h7g8 e1c3 d4d3,590
r2q1rk1/1p2pp1p/2np1npb/p7/P3PPb1/1PN5/1BPQ2PP/2KR1BNR w - -,g2g3 g4d1 d2d1 h6g7 g1f3 a8c8 c1b1 c6b4 f1b5 d8b6,-165
r1r3k1/pp1nppbp/2np2p1/q7/2P1P3/2N1BB1P/PP3PP1/2RQ1RK1 w - -,f3g4 c8d8 g4d7 d8d7 d1e2 e7e6 f1d1 a5b4 d1d2 a8d8,23
r3k2r/ppp2ppp/4p3/2npP3/5P2/2P1P2P/PP3KP1/RN5R w kq -,f2e2 f7f6 e5f6 g7f6 b1d2 b7b5 b2b3 a7a5 a2a4 b5a4,-25
4r1k1/p1p2p1p/2p1q1p1/5N2/8/2P2RQ1/PP2rPP1/5RK1 w - -,f5h6 g8h8 h6f7 h8g8 g3c7 e6e7 c7c6 e7e6 c6c7 e6e7,581
rn2k1nr/pbppqpbp/1p2p1p1/6N1/2BPP3/5Q2/PPP2PPP/RNB1K2R w KQkq -,f3e3 f7f6 g5h3 g7h6 f2f4 f6f5 c4d3 b8c6 e4e5 e7h4,-59
1Rb4r/p2pkp1p/4p1p1/8/2p5/2P2B2/P2P1PPP/6K1 w - -,f3b7 c8b7 b8h8 h7h5 f2f4 a7a5 g1f2 e7f6 g2g3 f6f5,265
3qr1k1/3r1p1p/p1n3p1/1p1n1bN1/2p2B2/P1P2Q2/B1P2PPP/R2R2K1 w - -,f4e3 h7h6 g5f7 g8f7 a3a4 c6e5 f3g3 d5c3 d1d7 d8d7,-542
8/2p2pkp/2p1r1p1/4p1Q1/8/6P1/PP2R2P/3q3K w - -,f4e3 h7h6 g5f7 g8f7 a3a4 c6e5 f3g3 d5c3 d1d7 d8d7,Mate
r4rk1/1p1nqppp/5nb1/3p4/PpB5/1Q2PN2/1P3PPP/R2R2K1 w - -,c4d5 f6d5 d1d5 g6e4 d5b5 e4c6 b5b4 d7c5 b3c2 c5e6,-426
r6r/pp4p1/4kp2/4p3/6p1/6P1/PP3P1P/R2R2K1 w - -,g1g2 h8h7 a1c1 a8h8 h2h4 g4h3 g2h2 g7g6 c1c3 h7d7,-277
rnbqk2r/p1ppb1pp/1p2pn2/5p2/1PPP4/2N5/P2BPPPP/R2QKBNR w KQkq -,a2a3 e8h8 e2e3 c7c5 b4c5 b6c5 d4d5 e6d5 c3d5 c8b7,14
2k1r3/ppb2ppp/2p2n2/3rp1B1/1P1P4/2PR3P/P3BPP1/3R2K1 w - -,g5f6 g7f6 e2g4 c8b8 d4e5 d5d3 d1d3 e8e5 g2g3 e5e1,32
8/p7/1kb5/8/5B2/8/4P3/4K3 w - -,,0
3r2k1/p4ppp/Pp2p3/1Pp5/2P1PP2/6P1/2K4P/R7 w - -,,0
r2qkb1r/1p3ppp/p3p1n1/2Ppn3/1P6/2P2N1P/P3BPP1/R1BQ1RK1 w kq -,f3e5 g6e5 f2f4 e5c6 f4f5 e6e5 e2f3 e5e4 f5f6 a6a5,135
8/6pB/2K3P1/6k1/8/8/8/8 w - -,f3e5 g6e5 f2f4 e5c6 f4f5 e6e5 e2f3 e5e4 f5f6 a6a5,Mate
rnbq1rk1/ppp2pp1/3b1n1p/3pp1B1/8/3P1NP1/PPPNPPBP/R2Q1RK1 w - -,g5f6 d8f6 c2c3 c8e6 e2e4 c7c5 d1b3 d5e4 d2e4 f6e7,17
r1bqkb1r/pp1ppp1p/n4np1/2P5/3Q1B2/8/PPP1PPPP/RN2KBNR w KQkq -,b1c3 d8a5 g1f3 a5c5 f4e5 f8g7 e2e4 c5d4 e5d4 a6c7,51
r2qkb1r/pppbpp1p/2n2np1/3p4/3P4/2PBPN2/PP3PPP/RNBQ1RK1 w kq -,c3c4 f8g7 b1c3 e7e6 b2b3 c6b4 d3e2 e8h8 a2a3 b4c6,75
r1bq1rk1/pp3ppp/1n3Pn1/2ppP3/1b1P4/2NB1N2/PPQ3PP/R1B1K2R w KQ -,f6g7 f8e8 e1h1 c5d4 f3g5 e8e6 g5f7 d8c7 a2a3 b4a5,349
6r1/8/4k1P1/1pp4q/1n1p4/3P1R2/1PPQ4/6K1 w - -,d2g2 g8g6 f3g3 g6g3 g2g3 h5d1 g1g2 d1c2 g2g1 c2d1,-691
2kr3r/1p1q4/nR2p3/3pP2p/2pP2p1/b1P5/P2NQ1PP/R3N1K1 w - -,e1c2 d7a4 d2c4 d5c4 c2a3 a4a3 e2c4 a6c7 a1b1 a3a8,188
2rq1rk1/p2nppb1/2p3p1/3p1b1p/3P1B1P/2N2P2/PPPQB1P1/R4RK1 w - -,e2a6 c8b8 f4b8 d7b8 a6e2 e7e5 e2d3 e5d4 c3e2 f5d3,-86
r4rk1/pppq2b1/2npb1pp/4pp1n/2P1P3/2NPBNPP/PP3PBK/R2QR3 w - -,e4f5 g6f5 f3e5 d6e5 d1h5 f5f4 e3c5 f8f5 h5d1 f5f7,97
r1r3k1/pp1nppbp/3p2p1/q3n3/2P1P3/P1N1BB1P/1P3PP1/2RQ1RK1 w - -,c3d5 a5d8 e3g5 g7f6 d5f6 d7f6 g5f6 e7f6 f3e2 d8b6,20
2r2n1R/3kppQ1/qn1p2p1/6N1/1p2PP2/1P6/3K4/r1NR4 w - -,g7f7 c8c1 d1c1 a1a2 c1c2 a2c2 d2c2 a6e2 c2c1 e2e1,-586
rn2k1nr/pbp1qpbp/1p2p1p1/3p2N1/2BPP3/2P2Q2/PP3PPP/RNB1K2R w KQkq -,e4d5 g8f6 e1h1 e6d5 f3d1 e8h8 f1e1 e7d6 c4f1 c7c5,-25
r4rk1/1p1nqppp/6b1/3n4/Pp6/1Q2PN2/1P3PPP/R2R2K1 w - -,b3d5 d7c5 h2h4 a8d8 d5c4 c5d3 c4b3 f8e8 f3d4 d3e5,-424
r4rk1/2p2ppp/1p1qpn2/pB1p4/3P2b1/P1P1PQ2/1P1N1PPP/2R2RK1 w - -,f3f6 g7f6 c3c4 c7c6 b5a4 f8c8 c1c3 g8h8 c4c5 b6c5,-500
r4b1N/ppp1kBpp/5n2/4p3/3n2b1/3P4/PPP2PqP/RNBQK2R w KQ -,f2f3 d4f3 d1f3 g4f3 b1c3 g2h1 e1d2 h1g2 c3e2 g2e2,-1176
2rr2k1/1p3p2/7p/5Rp1/8/3q1PP1/PP3QKP/4R3 w - -,f5e5 c8c2 e1e2 d8c8 e5e3 d3d1 f2f1 d1d4 f1b1 c2d2,13
r2qkbnr/ppp2ppp/3p4/4p3/2P1b3/5N2/PP1P1PPP/RNBQ1RK1 w kq -,f1e1 e4g6 b1c3 f7f6 d2d4 g8e7 d1b3 c7c5 d4e5 d6e5,-4
1r1q1rk1/pp1b1ppp/2n1p3/4P3/2p1B3/2P5/PP3PPP/R1BQ1RK1 w - -,b2b3 d8e7 c1f4 e7e8 d1e2 c6e7 f4c1 c4b3 a2b3 e8c8,123
2k1r3/ppb2p1p/2p2p2/3rp3/1P1P4/2PR3P/P3BPP1/3R2K1 w - -,e2g4 c8b8 d4e5 d5d3 d1d3 e8e5 g2g3 f6f5 f2f4 e5e1,35
8/p7/2b5/1k6/8/4B3/4P3/4K3 w - -,,0
r2qkb1r/1p3ppp/p3p3/2Ppn3/1P6/2P4P/P3BPP1/R1BQ1RK1 w kq -,f2f4 e5c6 f4f5 e6e5 e2f3 e5e4 f5f6 g7f6 f3h5 h8g8,139
1Rbk3r/p2p1p1p/4p1p1/8/2p5/2P2B2/P2P1PPP/6K1 w - -,b8a8 d8c7 a8a7 c7b6 a7a8 d7d5 f3e2 b6b7 a8a3 e6e5,-39
6k1/p4ppp/Pp2p3/1Pp5/2P1PP2/6P1/2K4P/3r4 w - -,,0
8/3b1pk1/6pp/1p1Pp1q1/2P1P1P1/4bQP1/r4PK1/1R5R w - -,h1h6 g5h6 b1h1 a2f2 f3f2 h6h1 g2h1 e3f2 c4b5 d7b5,-764
r4rk1/3n1pp1/p1npbq1p/1pp1p3/1P2P3/PBPPBN1P/5PP1/R2Q1RK1 w - -,b3c2 f8c8 a1c1 a6a5 b4c5 d6c5 d3d4 e5d4 c3d4 c5d4,6
2r2nk1/pb3ppp/1p1b4/2pP3N/4B2q/PP6/1BQ2PPP/R5K1 w - -,h5f4 h4f4 g2g3 f4h6 a1e1 h6h5 c2c4 c8d8 f2f4 f7f6,-365
rn1qk2r/pbppb1pp/1p2pn2/5p2/1PPP4/2N1P3/P2B1PPP/R2QKBNR w KQkq -,a2a3 c7c5 b4c5 b6c5 d4d5 e6d5 d1b1 d8b6 c4d5 b6b1,27
3r2k1/1p3p2/7p/4R1p1/8/3q1PP1/PPr2QKP/4R3 w - -,e1e2 d8c8 g3g4 g8g7 g2g3 c8c5 e5e7 d3d6 g3h3 c2e2,4
8/3k1ppp/1p6/pP4PK/P1R2P1P/8/8/4r3 w - -,h5g4 e1d1 f4f5 g7g6 g4f4 d1f1 f4e4 f1f5 c4c6 h7h6,14
8/8/3k4/3Bp1K1/1p1n1p2/5P2/5P2/8 w - -,d5g8 b4b3 g5g4 b3b2 g8h7 d4b3 h7g6 d6c5 g6b1 b3d2,-965
1k2r3/ppb2p1p/2p2p2/3rp3/1P1P2B1/2PR3P/P4PP1/3R2K1 w - -,d4e5 e8e5 g2g3 d5d3 d1d3 f6f5 f2f4 e5e1 g1f2 e1a1,37
r4rk1/1p2qppp/6b1/2nQ4/Pp6/4PN2/1P3PPP/R2R2K1 w - -,d1d2 c5a4 a1c1 f8d8 d5b3 d8d2 f3d2 a4b6 e3e4 h7h6,-465
r2q1rk1/pppn1ppp/4p3/3pP3/5P2/2P1P2P/PP2Q1P1/RN2K2R w KQ -,a2a4 d8h4 e2f2 h4f2 e1f2 f7f6 e5f6 f8f6 h1d1 d7c5,-34
3r1rk1/1b1nbppp/pp3n2/3p3q/1P3B2/1NN2P2/P2QB1PP/2RR2K1 w - -,a2a3 f8e8 b3d4 e7f8 c3a4 d8c8 g2g4 h5g6 c1c8 b7c8,34
rn2k2r/pp2ppbp/3p1np1/q1pP4/4P1b1/2NB1N2/PPPB1PPP/R2QK2R w KQkq -,h2h3 g4f3 d1f3 b8d7 d3e2 a7a6 e1h1 e8h8 a2a4 a5b4,72
r1bq1r2/pp3pkp/1n4n1/2ppP3/1b1P4/2NB1N2/PPQ3PP/R1B1K2R w KQ -,c1g5 f7f6 e5f6 f8f6 e1h1 c5d4 c3e2 b4e7 g5f6 e7f6,366
rr4k1/2nnppbp/1q1p2p1/2pP4/P3P3/R1N2NPP/1PQ2PK1/2B4R w - -,h1d1 b6b7 h3h4 h7h5 b2b3 a8a6 f3d2 a6b6 c3a2 g7d4,67
8/5p2/1p1k3P/7N/4b3/8/PP6/2K5 w - -,h5f6 e4f5 c1d2 d6e5 h6h7 e5f6 h7h8q f6e6 h8d4 b6b5,778
8/1p1n3p/p5pB/3pp3/4n1PP/2kN4/4K3/r7 w - -,e2e3 c3c4 d3b2 c4b3 b2d3 e4c3 h4h5 d5d4 e3f2 g6h5,-1135
r2q1rk1/1bpn1p1p/p2p1bp1/4p3/QP2P3/2PPNN2/5PPP/R1B1R1K1 w - -,a4a2 f6g7 e3c4 b7c8 h2h3 d7f6 c4a5 c8d7 a2c2 f6h5,67
R1b4r/p1kp1p1p/4p1p1/8/2p5/2P2B2/P2P1PPP/6K1 w - -,a8a7 c7b6 a7a8 d7d5 f3e2 b6b7 a8a3 e6e5 d2d3 c4d3,-45
2r3k1/1p3p2/7p/4R1p1/8/3q1PP1/PPr1RQKP/8 w - -,g3g4 g8g7 g2g3 c8c5 e5e4 c5c4 e4e8 d3d6 g3g2 d6d1,1
6r1/8/4k1P1/1pp1q3/1n1p4/3P1R2/1PP1Q3/6K1 w - -,g1f2 g8g6 e2e5 e6e5 c2c3 b4d5 f3h3 d5f4 h3h2 f4d3,-571
rn1q1rk1/pbppb1pp/1p2pn2/5p2/1PPP4/2N1PN2/P2B1PPP/R2QKB1R w KQ -,,0
8/8/3k4/4p1K1/3nBp2/1p3P2/5P2/8 w - -,g5h6 b3b2 h6h5 d4f3 e4f3 b2b1q f3g4 b1g1 f2f3 g1g3,-1003
6k1/6PR/2p1r2K/2Pp4/3Pp3/4p3/8/8 w - -,g5h6 b3b2 h6h5 d4f3 e4f3 b2b1q f3g4 b1g1 f2f3 g1g3,Mate
3r3r/1Qpk2pp/2p3q1/2bbPp2/8/2BB1P2/PPP3PP/R4RK1 w - -,g1h1 d8b8 b7a6 b8a8 d3f5 g6f5 a6e2 d7c8 a2a4 f5f4,-180
1r3rk1/1bq1bpp1/p1n4p/2pBp3/p3P3/2PR1NQ1/1P2NPPP/3R2K1 w - -,d3d2 e7f6 d1a1 c6e7 c3c4 b7c8 e2c3 b8b3 h2h4 c7b8,-36
5R2/3kppQ1/qn1p2p1/6N1/1p2PP2/1Pr5/3K4/r1NR4 w - -,g7c3 b4c3 d2c3 f7f6 g5f7 a6a3 c3c2 a3b4 f8d8 d7c7,-723
r1b1k2r/pp2bppp/2n1p3/1BPpPn2/8/1QP1BN2/P4PPP/qN3RK1 w kq -,b1d2 a1f1 d2f1 c8d7 e3c1 h7h6 f1e3 f5h4 f3h4 e7h4,10
r1b1kbnr/ppp2ppp/2n5/q7/8/2NB1N2/PP3PPP/R1BQ1RK1 w kq -,d3b5 f8d6 a2a3 g8e7 b2b4 d6b4 a3b4 a5a1 d1d2 c8e6,298
r4rk1/pppnqppp/4p3/3pP3/5P2/2P1P2P/PP2Q1P1/RN3RK1 w - -,b1d2 d7c5 a1c1 f8d8 d2f3 c5e4 g1h2 c7c6 c3c4 h7h6,3
rnbk3r/ppp1p1bp/4P1p1/2n3B1/8/2N5/PPP3PP/R3KBNR w KQ -,e1a1 d8e8 c3d5 c5e6 g1f3 h7h6 g5f4 c7c6 d5c7 e6c7,104
r3kb1r/pp1nqp2/2ppbnpp/4p3/P1B1P3/2NP1N1P/1PP2PP1/R1BQR1K1 w kq -,c4e6 f7e6 a4a5 a7a6 c3a4 g6g5 d3d4 e5d4 f3d4 f8g7,76
N2k3r/pp1b1pp1/4p3/2bp3p/3N1qn1/8/PPP2PPP/R2QR1K1 w - -,c2c4 c5d4 d1d4 f4d4 e1f1 d4f4 g2g3 f4b8 f1e1 b8a8,-831
2rq1nk1/pb3ppp/1p6/2pP3N/4B3/PP6/1BQ2PPb/R5K1 w - -,g1h2 d8h4 h2g1 h4h5 c2c3 f7f6 c3c4 g8h8 e4f3 h5g5,10
2b4r/R2p1p1p/1k2p1p1/8/2p5/2P2B2/P2P1PPP/6K1 w - -,a7a8 d7d5 f3e2 b6b7 a8a3 e6e5 d2d3 c4d3 e2d3 c8e6,-40
8/5p2/6pp/P1k5/3r3P/3K2P1/5P2/8 w - -,d3c3 d4a4 a5a6 a4a6 c3b3 a6f6 f2f4 c5d4 b3c2 f6a6,-837
r3r1k1/1pp1qpp1/1b1p1n1p/p7/P1P1P2B/2N5/1PQ2PPP/2KRR3 w - -,c3d5 f6d5 h4e7 d5b4 c2e2 e8e7 f2f4 b4c6 g2g4 a8e8,296
r1bqkb1r/pp3ppp/2pp1n2/1Bn5/3NP3/2N5/PPP2PPP/R1BQK2R w KQkq -,,0
rn1q1rk1/p1p3bp/bp2p1p1/3p4/P2P4/2PB1NQ1/2P2PPP/R1B1K2R w KQ -,e1h1 a6d3 c2d3 d8d7 c1f4 c7c5 d4c5 b6c5 f4d6 f8e8,102
r1b1qr2/pp3pkp/1n4n1/2ppP1B1/1b1P4/2NB1N2/PPQ3PP/R3K2R w KQ -,g5f6 g7g8 c2c1 b4c3 b2c3 b6d7 e1h1 d7f6 e5f6 c5d4,542
r2qkb1r/1p3ppp/p1n5/2PppP2/1P6/2P4P/P3B1P1/R1BQ1RK1 w kq -,e2f3 e5e4 f5f6 a6a5 f3h5 g7f6 f1f5 a5b4 f5d5 d8c7,147
8/7p/1Bk2pp1/3pb3/6P1/3K1P1P/8/8 w - -,b6a7 e5a1 a7f2 c6d6 f2g3 a1e5 g3f2 d6c7 f2e1 f6f5,-40
8/p6p/1p1k1pp1/2pp4/b4PP1/2PP3P/P1PK4/4N3 w - -,a2a3 g6g5 f4g5 f6g5 e1f3 h7h6 d3d4 d6e6 f3e1 a4b5,-54
8/B7/k1b5/8/8/8/4P3/4K3 w - -,,0
1r3r1k/ppq5/4p1p1/1Rp4p/2P4P/4P3/P4PP1/5RK1 w - -,e3e4 e6e5 a2a4 b7b6 b5b3 c7c6 b3e3 b8d8 a4a5 b6a5,-694
1r3rk1/2q1bpp1/p1b4p/2p1p3/p3P3/2PR1NQ1/1P2NPPP/3R2K1 w - -,c3c4 b8b2 e2c3 a4a3 f3e5 f8e8 h2h3 a3a2 e5c6 c7c6,-246
8/3k1ppp/1p6/pP3PPK/P1R4P/8/8/5r2 w - -,c4d4 d7e7 h5g4 f1b1 g4f4 b1h1 f4e5 f7f6 e5d5 h1c1,11
r4rk1/pppq2b1/2np2pp/4pb1n/2P5/2NPBNPP/PP3PBK/R2QR3 w - -,g3g4 f5g4 h3g4 d7g4 h2g1 h5f4 e3f4 f8f4 e1e4 a8f8,208
R1b4r/5p1p/1k2p1p1/3p4/2p5/2P2B2/P2P1PPP/6K1 w - -,f3e2 b6b7 a8a3 e6e5 d2d3 c4d3 e2d3 c8e6 f2f3 b7c7,-30
2r5/1p3pk1/7p/4R1p1/6P1/3q1P2/PPr1RQKP/8 w - -,g2g3 c8c5 g3h3 c5c6 f2e3 d3d1 e5e8 c6f6 h3g3 c2e2,1
4r3/8/6p1/1p1N1pk1/1P1K4/2R4P/7P/8 w - -,d4c5 e8e5 c3d3 f5f4 d3f3 g5h4 c5d4 e5e8 d5f4 g6g5,522
7k/5qpp/5p2/8/8/5Q1P/5PP1/6K1 w - -,,0
rnb1k2r/ppp1p1bp/4P1p1/2n3B1/8/2N5/PPP3PP/2KR1BNR w - -,c3d5 c5e6 g1f3 b8c6 h2h4 c8d7 d1e1 e6g5 f3g5 a8c8,101
r1b1kb1r/ppp2ppp/2n2q2/3pp3/8/3P1N2/PPP1PPPP/R1BQKB1R w KQkq -,c2c3 h7h6 d1b3 e5e4 f3d2 f6f5 g2g4 f5g4 b3d5 e4d3,-54
r4rk1/pppnq1pp/4pp2/3pP3/5P2/2P1P2P/PP1NQ1P1/R4RK1 w - -,e2b5 f6e5 f4e5 f8b8 d2f3 c7c6 b5a4 b8f8 a4d4 c6c5,-42
r1b1k2r/pp2bppp/2n1p3/1BPpPn2/8/1QP1BN2/P2N1PPP/5qK1 w kq -,d2f1 c8d7 e3c1 e7c5 c1a3 c5a3 b5c6 d7c6 b3a3 d5d4,5
4qrk1/1pp1n1pp/r2pp3/4p2n/P3P3/2PPRNPP/3N1P2/R2Q2K1 w - -,d1b3 e8d7 f3g5 f8f6 d3d4 e5d4 c3d4 h7h6 e4e5 a6b6,103
r1b1k1nr/pppp2pp/5p2/q3P3/2B5/8/PPP2PPP/RN2K2R w KQkq -,b1c3 a5e5 c4e2 g8h6 e1a1 e8d8 c1b1 h8e8 e2f3 d7d6,-698
r1b1qrk1/pp3p1p/1n3Bn1/2ppP3/1b1P4/2NB1N2/PPQ3PP/R3K2R w KQ -,e1h1 e8e7 d3g6 f7g6 f6e7 c8f5 c2b3 f5d3 f1e1 d3c4,775
r2b1k2/pp1b4/3p2R1/4pP2/4P3/1N4R1/PPP3PP/7K w - -,d4c5 b6d7 d3b5 a7a6 b5d7 e8d7 e1h1 b4c5 g1h1 d7f5,Mate
1r3r1k/pp6/4p1p1/2q4p/2P4P/4P3/P4PP1/5RK1 w - -,d4c5 b6d7 d3b5 a7a6 b5d7 e8d7 e1h1 b4c5 g1h1 d7f5,Mate
