r2qk2r/pp2bppp/2np1n2/2p1p1B1/4P1b1/2NP1NP1/PPP2PBP/R2QK2R w KQkq -,g5f6 e7f6 c3d5 e8h8 h2h4 a7a5 a2a4 g7g6 g2h3 g4h3
2Q5/2K5/8/8/8/3k4/8/8 w - -,a2a3 e8h8 e1h1 c6d4 g5f6 e7f6 c3d5 d4f3 g2f3 g4e6
8/8/8/8/5QK1/8/8/6k1 w - -,a2a3 e8h8 e1h1 c6d4 g5f6 e7f6 c3d5 d4f3 g2f3 g4e6
r1bqr1k1/pppn1ppp/3bpn2/3pN3/3P4/4P1B1/PPPN1PPP/R2QKB1R w KQ -,c2c3 d6e7 f2f4 f6e4 d2e4 d5e4 d1c2 f7f6 e5d7 c8d7
r2qkb1r/pp3ppp/2n1bn2/2pp4/3P4/5N2/PPP1BPPP/RNBQ1RK1 w kq -,c1f4 f8e7 d4c5 e7c5 b1d2 e8h8 d2b3 c5b6 c2c3 f8e8
rnbqk1nr/pp1p1ppp/4p3/8/1bB1P3/2N5/PB3PPP/R2QK1NR w KQkq -,d1e2 g8e7 g1f3 d7d5 e4d5 e7d5 c4d5 d8d5 a2a3 b4c3
r6r/4Rpk1/p6p/1pp2pB1/8/1PPP4/1P3PPP/4R1K1 w - -,g5f4 g7f6 e7e3 h8g8 f4h6 a6a5 e3e5 a8c8 h6f4 b5b4
r1bqk2r/ppp1bpp1/2np1n1p/4p1B1/4P3/3P1N2/PPP1BPPP/RN1Q1RK1 w kq -,g5h4 g7g5 h4g3 h6h5 h2h4 g5g4 f3d2 f6g8 b1c3 e7h4
r1bq1rk1/pppnppbp/3p1np1/8/3P1B1P/2PBP3/PP3PP1/RN1QK1NR w KQ -,b1d2 e7e5 f4h2 c7c5 d4e5 d7e5 d3e2 h7h6 h2g3 c8f5
rnbqkbnr/ppp2p1p/3p4/6p1/3PPp2/2N5/PPP3PP/R1BQKBNR w KQkq -,h2h4 b8c6 f1b5 a7a6 b5c6 b7c6 d1f3 h7h5 h4g5 d8g5
2k5/3p4/8/6r1/8/7B/8/6K1 w - -,g1f2 g5e5 h3g2 c8c7 f2f3 c7b6 f3f4 e5e1 g2a8 b6c5
rnbqkb1r/pppp2pp/8/4ppN1/2PP4/8/PP2PPPP/RN1QKB1R w KQkq -,f2f4 e5f4 g5f3 f8b4 b1c3 b4c3 b2c3 d7d6 d1d2 d8e7
1r1q1r1k/pBp1N1pp/1p1b4/5p2/8/P3PP2/1P3P1P/2RQK2n w - -,b7d5 d8e7 f3f4 d6f4 d1e2 h1f2 e1f2 f4h2 f2f1 h2e5
r1bqkbnr/1ppp1ppp/2n1p3/p7/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq -,a2a3 d7d5 b1c3 g8f6 c1g5 f8e7 e2e3 d5c4 d1c2 f6d5
8/8/8/8/3K4/8/2p1Q3/1k6 w - -,c1f4 f8b4 b1c3 g8f6 e2e3 b4c3 b2c3 b7b6 f1d3 d7d6
8/2p3k1/8/2pP2K1/8/8/8/8 w - -,c1f4 f8b4 b1c3 g8f6 e2e3 b4c3 b2c3 b7b6 f1d3 d7d6
rnq1kb1r/pp3ppp/4pn2/3p1b2/3P1B2/1QN1P3/PP3PPP/R3KBNR w KQkq -,c3b5 b8a6 b5d6 f8d6 f4d6 a6b8 g1f3 f6e4 d6a3 c8c7
r1bq1rk1/p2pppbp/2p2np1/2p5/4P3/3P1N1P/PPP2PP1/RNBQ1RK1 w - -,f1e1 d7d6 e4e5 f6d5 b1c3 d5c3 b2c3 c8f5 c1f4 h7h6
r1b1kbnr/ppq1pppp/2n5/2pp4/5P2/2P1PN2/PP1P2PP/RNBQKB1R w KQkq -,d2d4 g7g6 c3c4 e7e6 d4c5 g8f6 a2a3 f8g7 b2b4 a7a5
r1bqkb1r/ppp2ppp/2n5/4p3/2B5/1Pn5/PBPP1PPP/R2QK1NR w KQkq -,d1h5 c3d5 e1a1 c8e6 d2d4 g7g6 h5f3 c6d4 f3e4 f8g7
r1bqk2r/pppp1pp1/2n2n1p/2b1p3/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w kq -,f3e5 c6e5 d3d4 c5d6 d4e5 d6e5 e2e4 e8h8 f2f4 e5d6
r1bqkb1r/ppp3pp/2p2n2/5P2/8/8/PPPP1PPP/RNBQKB1R w KQkq -,f1d3 d8d4 e1h1 f8d6 f1e1 e8d8 d1f3 g7g6 g2g3 h8f8
r1b1kb1r/ppppqppp/2n2n2/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq -,f1e2 e7c5 g1f3 d7d5 d2d3 d5d4 c3b1 c8e6 c2c3 h7h6
rn1qk1nr/ppp2ppp/3p4/2b1p3/2P3b1/2N1PN2/PP1P1PPP/R1BQKB1R w KQkq -,d2d4 e5d4 e3d4 c5b6 c1e3 b8c6 a2a3 a7a6 d1a4 d8d7
r1bqk1nr/1p1p1pbp/2n3p1/p1p1p3/2P5/P1NP2P1/1P2PPBP/R1BQK1NR w KQkq -,c3d5 g8e7 c1g5 a8b8 e2e3 h7h6 g5e7 c6e7 d5e7 d8e7
r1bqr1k1/ppp2ppp/2nbpn2/3p4/2PP4/2NBPN2/PP3PPP/R1BQ1RK1 w - -,c4c5 d6f8 d3b5 c8d7 b5c6 d7c6 f3e5 f6e4 c3e4 d5e4
r2qkb1r/ppp2ppp/2npbn2/8/2BpP3/2P2N2/PP3PPP/RNBQ1RK1 w kq -,c4e6 f7e6 c3d4 f6e4 d1b3 d8d7 b3b7 a8b8 b7a6 d6d5
1r2r1k1/p1p1qppp/Q2b1n2/3p1b2/P2P4/2P5/1P2BPPP/R1B1KN1R w KQ -,c1g5 b8b6 f1e3 b6a6 e2a6 h7h6 g5f6 e7f6 e1h1 f5d7
8/8/8/4K3/8/4k3/6Q1/2q5 w - -,c1g5 b8b6 f1e3 b6a6 e2a6 h7h6 g5f6 e7f6 e1h1 f5d7
r2qk2r/ppp1bppp/2npbn2/4p3/2B1P3/P2P1N2/1PP2PPP/RNBQ1RK1 w kq -,b1d2 a7a5 b2b3 e6g4 c1b2 e8h8 h2h3 g4h5 f1e1 f6d7
r2qkb1r/ppp1pppp/2n2nb1/1Q4N1/4p3/2N5/PPPP1PPP/R1B1KB1R w KQkq -,f1e2 a8b8 d2d3 a7a6 b5c4 c6d4 c3e4 e7e5 e2d1 b7b5
r1bqk2r/1p1pnpbp/2n3p1/p1p1p3/2P5/P1NP1NP1/1P2PPBP/R1BQK2R w KQkq -,c3d5 e8h8 h2h4 h7h5 e2e3 e7d5 c4d5 c6b8 e1h1 a5a4
8/1r2kp2/p3pR2/3n2r1/8/3q3P/PP6/K1R5 w - -,f3d2 d7d6 e1h1 e8h8 a1b1 c8e6 c3d5 a8b8 b2b3 d8d7
r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/2B1P3/3P1Q2/PPP1NPPP/RNB1K2R w KQkq -,e1h1 g8e7 c1g5 d7d5 g5f6 e8h8 f6g7 g8g7 c4b5 b7b6
rn1qk2r/pbp1b1pp/1p1ppn2/5p2/2PP4/2N1PN2/PP2BPPP/R1BQ1RK1 w kq -,f3g5 b7c8 d4d5 e6e5 f2f4 e8h8 b2b4 f6e8 g5e6 c8e6
rnbqk2r/ppp2ppp/1b1p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq -,d1d2 b8c6 e1a1 e8h8 f2f3 d6d5 d2f2 c8e6 d4b3 b6e3
rnbqk2r/ppp2pbp/3p1np1/8/3BP3/2N2N2/PPP2PPP/R2QKB1R w KQkq -,d1d2 b8c6 d4e3 e8h8 e1a1 d8e8 f1d3 c6b4 h2h3 b4d3
r1bqkb1r/pp1n1ppp/2p2n2/3p2B1/3P4/5N2/PPQ1PPPP/RN2KB1R w KQkq -,e2e3 f8e7 f1d3 h7h6 g5h4 e8h8 e1h1 f6e4 d3e4 e7h4
r1bqk2r/pppp1pp1/1bn2n1p/4p3/2B1P3/3PBN2/PPPN1PPP/R2QK2R w KQkq -,e1h1 e8h8 e3b6 a7b6 f1e1 d7d6 c2c3 f6h5 d2f1 c8e6
r1b1k1nr/pppp1ppp/2nQ4/1N6/8/8/PPP1qPPP/RNB1K2R w KQkq -,e1e2 c7d6 b5c7 e8d8 c7a8 b7b6 b1c3 g8e7 h1e1 e7f5
r1bqk2r/pppp1ppp/2n2n2/4p3/3PP3/2b2N2/PPP2PPP/R1BQKB1R w KQkq -,d1d2 c3d2 c1d2 e5d4 d2g5 e8h8 f1d3 h7h6 g5f6 d8f6
rnbq1rk1/ppp1ppbp/6p1/8/4P3/2P3P1/P2P1PBP/R1BQK1NR w KQ -,a2a4 c7c5 c1a3 d8c7 g1f3 e7e5 e1h1 f8d8 f1e1 b7b6
rn1qkb1r/pp3ppp/3pbn2/2p1p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 w kq -,b1c3 h7h6 a2a4 b8c6 c3d5 f8e7 c2c3 d8d7 h2h3 e7d8
r1bqkb1r/ppp2ppp/2n2n2/8/2ppP3/2N1BN2/PP3PPP/R2QKB1R w KQkq -,e4e5 d4c3 e5f6 c3b2 d1d8 c6d8 a1b1 c4c3 f1b5 c7c6
r1bqkb1r/pp1p1ppp/2n1p3/1BpnP3/5P2/5N2/PPPP2PP/RNBQK2R w KQkq -,b5c6 d7c6 d2d3 b7b6 c2c4 d5e7 b1c3 e7f5 c3e4 c8b7
r1bqkbnr/pp2pppp/2np4/8/3QP3/8/PPP2PPP/RNB1KBNR w KQkq -,d4a4 g8f6 g1f3 g7g6 f1e2 f8g7 c2c3 c8d7 e1h1 e8h8
rnbqkb1r/pp1p1ppp/2p2n2/4p3/4PP2/3P4/PPP3PP/RNBQKBNR w KQkq -,f4e5 d8a5 b1c3 a5e5 d3d4 e5e7 d1f3 h7h6 f1d3 d7d6
8/8/8/Q7/2k5/8/3K4/8 w - -,d1e2 d7d6 g1f3 f8e7 b1c3 b8d7 g2g3 b7b5 a2a3 e8h8
r1b1k1nr/ppppqppp/2n5/8/4P3/4Q3/PPPN1PPP/R3KBNR w KQkq -,f1d3 g8f6 g1e2 e8h8 e1h1 d7d5 e2f4 d5e4 d2e4 c8f5
r2qkbnr/1p2pppp/p2p4/1bpP4/4P3/2P2N2/PP3PPP/RNBQK2R w KQkq -,a2a4 b5d7 c3c4 e7e5 b1c3 f8e7 e1h1 g8f6 c1d2 e8h8
r2qkbnr/1pp2ppp/p1p5/4p3/4P1b1/P4N2/1PPP1PPP/RNBQK2R w KQkq -,b1c3 f7f6 h2h3 g4h5 d2d3 c6c5 c1e3 f8d6 g2g4 h5f7
r1bqkb1r/ppp2ppp/2n2n2/3p4/3Pp3/4P1P1/PPP1NPBP/RNBQK2R w KQkq -,h2h3 c6e7 c2c4 c7c6 b1c3 g7g6 e1h1 f8g7 c4d5 c6d5
rnbqkb1r/pp3ppp/4pn2/2pp4/3P4/3BPP2/PPP3PP/RNBQK1NR w KQkq -,d4c5 f8c5 g1e2 a7a6 e1h1 e8h8 g1h1 b7b5 b1c3 b8d7
rn2kb1r/ppp1pppp/3q4/8/2P3b1/5N2/PP1P1PPP/R1BQKB1R w KQkq -,a2a3 b8c6 f1e2 e8a8 e1h1 e7e5 d2d3 g4f3 e2f3 d6d3
r1bq1rk1/ppp2ppp/2n1pn2/8/1bpP4/2NBPN2/PPQ2PPP/R1B1K2R w KQ -,d3h7 f6h7 e1h1 b7b6 c2e2 c8a6 f1d1 h7g5 f3d2 d8f6
8/8/3k4/5b2/8/3KQ3/8/8 w - -,d3h7 f6h7 e1h1 b7b6 c2e2 c8a6 f1d1 h7g5 f3d2 d8f6
rnbqk2r/ppp2ppp/3b4/3p4/4n3/3B1N2/PPPP1PPP/RNBQK2R w KQkq -,e1h1 e8h8 b1c3 e4f6 d3e2 c7c6 d2d4 b8a6 f1e1 f8e8
rnbq1rk1/pp2ppbp/5np1/2pp4/3P1B2/2P1P2P/PP1N1PP1/R2QKBNR w KQ -,g1f3 f6d7 f1e2 b8c6 e1h1 f8e8 d1a4 c5d4 c3d4 d7b6
r1bqk1nr/ppp2pbp/2np2p1/4p3/2P5/2N1PN2/PP1PBPPP/R1BQK2R w KQkq -,e1h1 g8e7 d2d4 e5d4 e3d4 c8g4 d4d5 g4f3 e2f3 c6e5
