8/6k1/3N4/4K3/6B1/8/8/8 w - -,g4f5 g7h6 d6e8 h6g5 f5e6 g5g6 e5f4 g6h6 e6f7 h6h7,Mate
r1bqk2r/ppppnppp/2n5/b5B1/2B1P3/2P2N2/P4PPP/RN1QK2R w KQkq -,c4b3 e8h8 e1h1 d7d6 d1c2 g8h8 b1a3 a5b6 a3c4 b6c5,-147
r1b1kb1r/pp3ppp/2n2n2/3qp3/3p4/2P2N2/PP2BPPP/RNBQ1RK1 w kq -,c1g5 c8e6 c3d4 e5d4 e2d3 f8e7 b1d2 e8h8 f1e1 e6f5,-125
r1bq1rk1/ppp1bppp/2np1n2/1B6/3PPB2/2N2N2/PPP3PP/R2QK2R w KQ -,e1h1 a7a6 b5e2 d6d5 c3d5 f6e4 d5e7 c6e7 c2c3 c8f5,88
rnbqk2r/ppp2ppp/3bpn2/3p4/3PPB2/2N5/PPP2PPP/R2QKBNR w KQkq -,e4e5 b8c6 d1d2 e8h8 e5f6 d8f6 f4d6 c7d6 g1f3 h7h6,475
rnb1k1nr/pppp1ppp/4p1q1/8/3P4/2P2N2/P1P1BPPP/R1BQK2R w KQkq -,e2d3 g6h5 g2g4 h5a5 e1h1 d7d6 f1e1 g8e7 a1b1 f7f6,87
k7/2K5/8/2N5/6B1/8/8/8 w - -,f3g5 g6f6 e1h1 h7h6 g5e4 f6h4 e2d3 d7d5 e4g3 b8c6,Mate
r1b1kb1r/pppqnpp1/2n1p2p/3pP3/3P3B/5N2/PPP2PPP/RN1QKB1R w KQkq -,c2c3 e7f5 f1d3 g7g5 h4g3 d7e7 b1d2 c8d7 d2b3 e8a8,64
r3kbnr/ppqbpppp/2n5/1BppP3/8/2P2N2/PP1P1PPP/RNBQK2R w KQkq -,d2d4 c6e5 c1f4 e5f3 d1f3 c7c8 b5d7 c8d7 d4c5 e7e6,-28
r2qkb1r/ppp2ppp/2n2n2/3pp2b/3P4/2PBPN1P/PP3PP1/RNBQK2R w KQkq -,d4e5 c6e5 d1a4 e5d7 b1d2 c7c6 a4c2 d7c5 d3f5 g7g6,-86
rn1qkb1r/pbp1pppp/1p1p1n2/8/3P4/4PN2/PPPN1PPP/R1BQKB1R w KQkq -,f1d3 b8d7 e3e4 e7e5 c2c3 g7g6 e1h1 f8g7 d4e5 d7e5,26
r1bq1rk1/pp1n1ppp/2pbp3/8/2PPn3/3B1N2/PP3PPP/R1BQ1RK1 w - -,d1e1 f7f5 d3e4 f5e4 e1e4 e6e5 d4e5 d7c5 e4e2 d6e7,-491
r1b1k1nr/ppp2ppp/2n5/3p4/4p2q/3P4/PPP1PPBP/RNBQ1RK1 w kq -,f2f3 e4f3 f1f3 c8g4 f3f2 g8e7 d1d2 e8a8 d2g5 h4g5,-195
