8/5n1K/5k2/8/1P3p1p/5P2/8/8 w - -,f3e5 a5a4 h1e1 f8e8 b1c1 h7h6 d1d2 e8e6 b2b3 a4b3
6k1/3R4/5P2/7p/7r/8/6K1/8 w - -,
3r4/pp2r1k1/2q5/3p1Q1p/3Pn1p1/1PN3P1/P5BP/2R3K1 w - -,g2e4 c6h6 c1f1 d5e4 c3d5 e7e8 f5f7 g7h8 d5e7 e8e7
r2q1rk1/1ppbn1pp/5p2/1p1Pp3/PPpnP3/2Q3N1/1B3PPP/R3KB1R w KQ -,a4b5 d4b5 c3c1 c4c3 b2c3 e7g6 f1e2 a8a1 c1a1 g6f4
6k1/5p1p/4p1p1/Bp1pP3/1P4P1/8/6P1/2b4K w - -,h1g1 c1b2 a5c7 f7f6 e5f6 b2f6 g1f2 f6c3 f2e2 c3b4
r1r3k1/4qnpp/n1p1pp2/1pP5/p2PQ3/P4NP1/1P3PKP/R3BR2 w - -,e1d2 e7d7 d2f4 c8e8 a1d1 a8d8 f1e1 a6c7 f4c7 d7c7
r1b1k2r/pppn1ppp/3p1q2/4p3/2P5/2P3P1/PP2PPBP/R2QK1NR w KQkq -,g1f3 a7a5 e1h1 f6e6 d1d5 e6e7 f3e1 f7f5 a1d1 d7c5
8/8/8/2K5/8/7Q/5k2/5N2 w - -,g1f3 a7a5 e1h1 f6e6 d1d5 e6e7 f3e1 f7f5 a1d1 d7c5
1Q6/4p3/2Q3p1/3p1k2/8/1P6/1KP5/3r3q w - -,g1f3 a7a5 e1h1 f6e6 d1d5 e6e7 f3e1 f7f5 a1d1 d7c5
8/5n1K/5k2/1P6/5p2/5P1p/8/8 w - -,g1f3 a7a5 e1h1 f6e6 d1d5 e6e7 f3e1 f7f5 a1d1 d7c5
1k6/1p6/p3qNK1/8/P4R2/3p4/8/8 w - -,f4d4 e6e3 d4d8 b8a7 g6f7 d3d2 f6g8 e3f3 f7e6 d2d1q
r3kb1r/1pq2pp1/p1b1pn1p/3p4/P2QP1P1/2NBBP2/1PP4P/2KR3R w kq -,e4d5 f6d5 c3d5 c6d5 d3e4 a8c8 c1b1 d5e4 d4e4 f8e7
8/1p1rbpk1/1q2p1p1/3pP2p/p2P3P/PrPQ2P1/1P2NP2/1R1R2K1 w - -,d3c2 d7c7 e2f4 b3b5 d1c1 c7c4 f4d3 b5b3 b1a1 e7d8
3r4/pp2r1k1/7q/3p1Q1p/3PB1p1/1PN3P1/P6P/2R3K1 w - -,c1f1 d5e4 c3d5 e7e8 f5f7 g7h8 d5e7 e8e7 f7e7 h6e3
r1bq1rk1/2p2ppp/p1np1n2/1p4B1/1bB1P3/2NP4/PPP1N1PP/R2Q1RK1 w - -,c4d5 f6d5 g5d8 d5e3 d1c1 b4c5 b2b4 c5a7 d8c7 e3d5
r2qk2r/2p2p1p/p4pn1/bp2p3/4P1Q1/1BPP4/PP3PPP/R1B2RK1 w kq -,f2f4 a5b6 g1h1 e5f4 c1f4 d8d7 g4h5 a6a5 d3d4 a5a4
8/1B4kp/4K1p1/5p2/5P2/6PP/5b2/8 w - -,
r4r1k/1pb4p/p1n5/2P1p3/2Np1pp1/PP1P2Pq/1BQ1RP1P/R5K1 w - -,g3f4 e5f4 f2f3 g4f3 e2f2 f8g8 g1h1 a8e8 c4d6 g8g2
r4rk1/2q3pp/2pb4/3bNp2/pp3P2/6Q1/PPP2BPP/1K1R3R w - -,d1d4 b4b3 c2b3 d6e5 f4e5 a4b3 a2a3 c7f7 h1c1 f5f4
r4rk1/p2b1ppp/1p1p1qn1/2pP4/P3P3/2R5/1P1NBPPP/3QR1K1 w - -,g2g3 f8e8 e2b5 d7b5 a4b5 a7a6 b5a6 a8a6 c3b3 h7h6
8/7K/1P1n1k2/8/5p2/5P1p/8/8 w - -,d1c2 a7a6 d2c4 d7a4 b2b3 a4b5 c4b6 a8a7 b6c4 b5c4
8/p7/1n2k2p/1p2ppp1/8/P1r3BP/2NN1PP1/1K6 w - -,g3h2 a7a5 b1c1 a5a4 d2b1 c3b3 h2g1 b6d5 g1h2 d5c3
r2q1rk1/1pp1n1pp/5p2/1b1Pp3/1PpnP3/2Q3N1/1B3PPP/R3KB1R w KQ -,f1c4 a8a1 b2a1 g8h8 e1h1 c7c6 d5c6 e7c6 c4b5 d4b5
6k1/5p1p/4p1p1/Bp1pb3/1P4P1/8/5KP1/8 w - -,f2e3 g8f8 a5b6 f8e7 b6c5 e7d7 c5f8 e5c7 e3d4 d7c6
3r4/pp2r1k1/7q/5Q1p/3Pp1p1/1PN3P1/P6P/5RK1 w - -,c3d5 e7e8 f5f7 g7h8 d5e7 e8e7 f7e7 h6e3 g1h1 e3d4
r3k2r/pp1b1ppp/4p3/qN1p4/PnpPnB2/4PN1P/5PP1/R2QKB1R w KQkq -,b5d6 e4d6 f4d6 b4c2 e1e2 c2a1 d1a1 a5a4 a1a3 a4a3
8/1B4kp/4K1p1/8/5Pp1/7P/5b2/8 w - -,
6k1/2p2ppp/p2rn3/1p6/8/P1P1RP2/5KPP/8 w - -,e3e5 g7g6 h2h4 h7h6 e5e4 g8f8 e4e5 g6g5 h4g5 h6g5
rnb2rk1/pp3nbp/1qpp4/5p2/2PN1P2/2N4P/PP2B1P1/R1BQ1R1K w - -,c1e3 c6c5 c3d5 b6d8 d4f3 b8c6 e3f2 d8d7 d1d2 c6e7
8/5pkp/4p1p1/Bp1pb3/1P4P1/4K3/6P1/8 w - -,e3d2 g7f8 a5b6 e5b8 g4g5 f8e7 b6c5 e7d7 d2e3 e6e5
r1bqr1k1/pp3p1p/1b4p1/3N3R/8/1P2P1P1/PBQ2nBP/2R3K1 w - -,a5b6 g7f8 b6c5 f8e8 g4g5 e8d7 e3e2 e5b8 c5e3 b8c7
rnb1k2r/pp2qppp/3bpn2/2ppN3/3P4/4P1B1/PPPN1PPP/R2QKB1R w KQkq -,c2c3 e8h8 f1d3 b8c6 e1h1 e7c7 f2f4 f6e8 a1c1 c5c4
rnb1kb1r/ppq2ppp/5n2/4p3/4P3/1NN5/PP1Q1PPP/R1B1KB1R w KQkq -,d2g5 c8e6 f1b5 b8c6 c1e3 a8d8 b3c5 e6c8 c5a4 c7b8
r4r2/ppq2pkp/2nbppb1/3p4/3P2P1/2P2N1P/PPBN1P2/R2QR1K1 w - -,a1c1 f8h8 h3h4 d6f4 g1h1 a8g8 h4h5 g7f8 f3h4 g6c2
8/1p1rbpk1/1q2p3/3pP1pp/p2P3P/PrP3P1/1PQ1NP2/1R1R2K1 w - -,e2c1 g5h4 c1b3 b6b3 c2b3 a4b3 d1d3 g7g6 d3f3 b7b5
