8/8/6Kp/5p2/6kP/8/8/8 b - -,e8h8 f3e5 b8d7 e5d7 d8d7 f2f3 b7b5 c4b3 f5g6 e3e4,Mate
r1b1r1k1/p1q1bpp1/1p1p1n1p/2p5/2PP4/P2Q1N2/1P1N1PPP/1B1RR1K1 b - -,c8g4 h2h3 g4h5 d3b3 h5f3 b3f3 c5d4 f3d3 e7f8 e1e8,16
r2qk2r/p1pb1ppp/B1p5/2bpP3/4nB2/8/PPP2PPP/RN1QK2R b KQkq -,d8h4 d1f3 c5f2 e1f1 d7g4 f3d3 f2b6 f4e3 e4g3 h2g3,-544
8/6kp/4p3/4K3/2P2P2/1R6/2r5/8 b - -,h7h5 e5d4 c2f2 b3c3 g7f6 d4e4 f2e2 e4f3 e2e1 c4c5,3
8/8/2k3Kp/5P1P/8/8/8/2b5 b - -,,0
r7/2k2p2/3pb3/2pNp3/1p2P2p/1P1P1R1P/1PP4K/8 b - -,c7c6 d5e3 a8a2 e3d1 a2a1 d1e3 a1b1 f3f2 b1b2 h2g2,-196
2kr4/pp3pp1/2p1p2p/4P2P/5P2/1B2q3/PPP3P1/1K1Q1R2 b - -,d8d1 f1d1 e3f4 c2c3 f4e5 b3c2 e5h5 b2b4 h5e2 g2g3,-514
3r1rk1/ppp2pbp/2n1q1p1/6N1/3P4/4B3/PP3PPP/2RQ1RK1 b - -,e6a2 g5f3 d8d7 c1c3 a2b2 c3b3 b2a2 b3b7 a7a5 f1e1,-146
5rk1/ppr1qpp1/1nn1p1p1/3pP3/P2P4/1QPB4/3N1PPP/1R3RK1 b - -,f8c8 d3e2 c6a5 b3b5 a5c4 e2c4 b6c4 d2c4 c7c4 b5b7,-54
r2qk2r/pp1bbppp/4p3/3pPn2/5Q1P/3P1NN1/PP3PP1/R1B2RK1 b kq -,g7g6 g3f5 g6f5 f4h6 d7c6 c1g5 e8d7 g5e7 d8e7 a1c1,96
8/3k1pK1/3Bp3/4P1P1/5P2/P7/2b5/8 b - -,f7f5 e5f6 d7d6 f6f7 d6d5 g7f6 d5c4 f7f8q c4b3 g5g6,911
4r1k1/5rp1/1n1pbQ1p/1Pp5/p1P1pPp1/P3P3/4BN1P/2RR2K1 b - -,e6c4 f6b2 c4e2 b2e2 e8e6 f2h1 h6h5 e2a2 e6g6 h1g3,622
4kb2/5p2/1p1ppp1p/p1r2P2/4P1r1/1RN3P1/PPP4P/1K1R4 b - -,e8d8 b3b6 d8c8 a2a3 h6h5 d1d3 e6f5 e4f5 c8c7 b6b3,226
rn2r1k1/pp3p1p/2p2pp1/7q/2PB2bP/3B2P1/PPQ2P1K/R4R2 b - -,b8d7 d3e4 a8d8 a1e1 d7e5 d4c3 g4f3 c3e5 e8e5 e4f3,-191
8/b7/P1K5/5Bk1/6P1/3P4/8/8 b - -,a7d4 c6b7 g5f4 a6a7 d4a7 b7a7 f4e5 a7b6 e5f6 b6b7,1068
8/1pQ2pkp/p4bp1/8/8/P7/KPP3PP/3r4 b - -,b7b5 c7b6 d1d2 b6a6 d2c2 a6b5 f6b2 b5b2 c2b2 a2b2,266
5k2/p1nn1p2/1p2p1p1/1P1pP2p/PP1B1P2/3B2P1/7P/6K1 b - -,f8g7 g1g2 c7e8 g2f2 g7h6 h2h3 e8c7 f2g1 h6h7 g1g2,63
r1bq1rk1/2ppnppp/ppn5/2b1P2P/2B1NP2/6Q1/PPPB2P1/2KR2NR b - -,c6d4 h5h6 g7g6 g1e2 d7d5 e4f6 g8h8 e2d4 c5d4 d2c3,306
8/8/1p1kp3/p5pp/1PPK4/P7/6PP/8 b - -,g5g4 d4e4 h5h4 e4f4 g4g3 h2g3 h4g3 f4e4 d6e7 e4f3,422
r1bqkb1r/pp3ppp/2n1p2n/1B1pP3/3B4/5N2/PPP2PPP/RN1QK2R b KQkq -,c8d7 b5c6 b7c6 c2c4 h6f5 c4d5 e6d5 e1h1 c6c5 d4e3,-88
r3r1k1/pp3ppp/7n/2N5/7q/5P1b/PPPPB2P/R1BQ2KR b - -,c8d7 b5c6 b7c6 c2c4 h6f5 d4c3 f8e7 e1h1 e8h8 d1d2,Mate
3r1rk1/ppp2pbp/2n3p1/6N1/3P4/4B3/qP1Q1PPP/2R2RK1 b - -,c6d4 e3d4 d8d4 d2e3 a2a5 g2g3 c7c6 g5f3 d4d5 c1a1,-316
8/6kp/4K3/8/2r2P2/1R6/8/8 b - -,,0
6k1/6p1/3p3p/2rPpqb1/PpP5/5pQ1/1B3P2/3R3K b - -,h7h5 b3g3 g7f8 e6f5 c4b4 g3c3 h5h4 f5g5 f8e7 f4f5,Mate
r3r1k1/pp1n1p1p/2p2pp1/7q/2PB2bP/3B1PP1/PPQ4K/R4R2 b - -,g4f3 a1e1 e8e1 f1e1 d7e5 d4e5 f6e5 c2f2 a8e8 f2a7,-310
2r3k1/ppr1qpp1/1nn1p1p1/3pP3/P2P4/1QPB4/3N1PPP/1RR3K1 b - -,c6d4 b3d1 c7c3 c1c3 c8c3 d3b5 b6d7 b5d7 e7d7 g2g3,-350
1r3rk1/4nppp/p2p3q/1p1Pp3/5P2/2PB1QP1/PP5P/R2K1R2 b - -,f7f5 d3e2 e5e4 f3f2 e7d5 d1c2 f8c8 f2d4 h6e6 a1c1,-160
r7/3k1p2/3pb3/2p1pN2/1p2P2p/1P1P1R1P/1PP4K/8 b - -,e6f5 f3f5 d7e6 f5f2 d6d5 f2e2 a8a2 h2g2 a2b2 g2f3,-255
3r3k/6p1/5p1p/8/8/8/3pK1PP/1R6 b - -,d2d1q b1d1 d8d1 e2d1 h8h7 d1e2 h7g6 e2f3 g6g5 g2g3,-687
rnbqk2r/pp1p1ppp/2p5/4P1n1/2B2P2/2BQ4/P5PP/R3K1NR b KQkq -,b7b5 c4b3 b5b4 c3b2 g5e6 d3g3 g7g6 g1h3 b8a6 b3e6,44
8/4k2B/1p1p1p1p/3K4/1P3P1P/2P5/8/5b2 b - -,e7d7 h7f5 d7e7 d5c6 b6b5 f5h7 f1c4 h7g6 e7e6 c6b6,477
2b2r1k/p1p3p1/3R1b2/1p3p1P/2B2Q2/P3PP2/1P2KP2/2R5 b - -,c7d6 c4d3 c8e6 f4d6 f8e8 c1c7 e6b3 h5h6 h8g8 h6g7,952
5k2/2R5/r4NKp/7P/6P1/8/n7/8 b - -,c7d6 c4d3 c8e6 f4d6 f8e8 c1c7 e6b3 h5h6 h8g8 h6g7,Mate
r1b1rnk1/1p3pp1/2q2n1p/pN1p1B2/PbpP4/4PNB1/1PQ2PPP/R1R3K1 b - -,g7g6 f5c8 e8c8 b2b3 f8d7 b3c4 d5c4 g3f4 g6g5 f3e5,39
1r6/ppr1kppp/3Rb3/P7/3PN3/7P/5PP1/1R4K1 b - -,b8c8 b1b5 f7f6 g2g4 c7c1 g1g2 c8c7 d6e6 e7e6 d4d5,-161
6k1/6p1/3p3p/2rPpqb1/PpP5/5pQ1/1BR2P2/7K b - -,b8f8 b1b5 f7f6 g2g4 e6d7 b5c5 c7c8 d6d5 b7b6 a5b6,Mate
2r3k1/ppr1qpp1/1n2p1p1/3pP3/P2P4/1Q1B4/3N1PPP/1RR3K1 b - -,c7c1 d3f1 c1b1 d2b1 c8c1 b1d2 e7c7 b3b4 b6d7 h2h4,-435
8/3k3K/7p/5P1P/8/8/8/2b5 b - -,,0
r1bq1rk1/1p3p2/1bpp1P1p/p5p1/P6B/1PNQ4/1P3PPP/2KR1B1R b - -,g5h4 d3f3 d8d7 g2g4 d7g4 f3g4 c8g4 h1g1 h6h5 h2h3,224
rn3rk1/4ppbp/5np1/q1P2b2/Np6/1B2PN2/P3QPPP/R1B2RK1 b - -,,0
2r3k1/p4pp1/1p1qpb1p/8/1PrPQP2/P5P1/1B1R3P/3R2K1 b - -,d6d7 g1g2 a7a5 b4a5 b6a5 d2e2 c8d8 d1d2 g7g6 e4f3,-162
r3rbk1/pbq2pp1/1p1p1n1p/2pP4/2P5/P2Q1N1P/1P1N1PP1/1B1RR1K1 b - -,g7g6 a3a4 f8g7 b2b3 c7d7 d2f1 a7a6 b1c2 b6b5 d3d2,-29
r1br2k1/4Rp1p/p4npb/1p6/1P1N4/3PP2P/P2NBPP1/5RK1 b - -,c8d7 a2a3 h6f8 e7e5 f8d6 e5c5 a6a5 c5c2 a5b4 a3b4,126
4B3/p7/8/1P1b4/Pk3pp1/2p5/2P2K1P/8 b - -,d5e4 e8d7 e4c2 d7g4 c2a4 b5b6 a7b6 f2e2 b4a3 g4f5,-678
8/4k3/1p1p1p1p/3K4/1P2BP1P/2P5/6b1/8 b - -,g2h3 d5c6 b6b5 c6b5 e7d7 b5b6 h3e6 e4d3 e6g4 d3b5,671
1r3rk1/4nppp/p2p3q/1p1P4/5P2/2PB1Q2/PP5P/R2K1R2 b - -,b5b4 d1c2 b4c3 b2b3 a6a5 a1e1 e7g6 f3g3 a5a4 h2h4,-149
5rk1/2p2qp1/2Q1p3/1p2p3/p5p1/P1PP1RP1/1P1r4/R5K1 b - -,f8e8 d1c2 b5b4 c3c4 h6f6 a1e1 e7g6 e1e8 b8e8 f3f2,Mate
r3k2r/1p2p1bp/p1nqp1p1/3p4/3PnB2/2N3PB/PP3P1P/R2QR1K1 b kq -,e4f2 g1f2 d6b4 a1b1 c6d4 h3e6 d4e6 e1e6 e8h8 f2g2,242
3r3k/6p1/5p1p/8/8/8/3p1KPP/3R4 b - -,h8h7 f2g3 h7g6 g3f4 d8d7 h2h4 d7d8 g2g3 h6h5 f4e4,-665
8/8/2n2K2/3k4/8/8/8/3Q4 b - -,c6d4 d1h5 d5e4 h5c5 d4f3 c5f5 e4e3 f5g4 f3d4 f6e5,9605
rnbqk1nr/pp2bppp/4p3/2Pp4/1P1P4/8/P4PPP/RNBQKBNR b KQkq -,b8c6 b1c3 c6b4 a1b1 b4c6 g1f3 g8f6 f1b5 c8d7 f3e5,-49
1rb2rk1/2q1ppbp/1p4p1/3Bn3/2P1P3/4B3/P3NPPP/1R1Q1RK1 b - -,e7e6 f2f4 e5d7 d1d2 c8a6 f1c1 d7c5 e4e5 f8d8 g1h1,-165
rnbqk2r/p2p1ppp/2p5/1p2P1n1/5P2/1BBQ4/P5PP/R3K1NR b KQkq -,b5b4 c3b2 g5e6 d3g3 g7g6 g1f3 b8a6 f3d2 a6c5 d2c4,56
r2q1rk1/2p3b1/1p1p2bp/p1nPp2n/2P1N3/2N1BPP1/PPQ1B3/2KR3R b - -,d8e7 d1g1 a5a4 e2d1 a4a3 b2b4 c5e4 f3e4 h5f6 g3g4,175
2r3k1/pp2qpp1/1n2p1p1/3pP3/P2P4/1Q1B4/3N1PPP/2R3K1 b - -,c8c1 d2f1 e7c7 g2g3 b6d7 d3e2 d7f8 g1g2 c7c3 b3c3,-447
r5rk/3nbp1p/pp1p1n1B/7B/2q1P3/P1N4R/1P5Q/1K5R b - -,c4e6 h5f3 a8e8 c3d5 f6d5 h6e3 e6h3 h2h3 d5f6 f3h5,260
8/8/4k3/2K5/3Pp3/4P3/8/8 b - -,c4e6 h5f3 a8e8 c3d5 f6d5 h6e3 e6h3 h2h3 d5f6 f3h5,Mate
4kb2/5p2/1p1Npp1p/p1r2P2/4P1r1/1R4P1/PPP4P/1K1R4 b - -,e8d7 d6b7 d7c6 b7c5 f8c5 f5e6 f7e6 b3f3 c5e7 f3f4,430
4r2r/k1q2pbp/pp1p1np1/8/4P3/2PN1Q1P/PP3PP1/RN2R1K1 b - -,e8e7 b1d2 h8e8 e1e3 e7e6 a1e1 g7h6 d3f4 e6e5 g2g3,183
4k2K/8/7p/5P1P/8/8/8/2b5 b - -,e8f8 h8h7 f8f7 h7h8 c1b2 h8h7 b2g7 f5f6 g7f8 h7h8,-1107
1r3rk1/4n1pp/p2p3q/1p1P1p2/5P2/2PB1Q2/PPK4P/R4R2 b - -,h6h2 f1f2 h2h6 a1h1 h6g6 f2h2 f8f6 h2h7 g6h7 h1h7,80
r1q2r2/4Rpk1/p4p1p/Pp3P2/8/2P2Q1P/6P1/3R3K b - -,g7h8 f3h5 f8d8 d1e1 c8c3 h5f7 c3e1 e7e1 d8f8 f7g6,794
r5k1/1q2bppp/p3p3/1p1nP3/4Q3/6P1/1P2PP1P/R1BN2K1 b - -,a6a5 d1c3 a5a4 c1e3 h7h6 h2h4 a8d8 h4h5 d8d7 c3d5,-98
r2qkb1r/pb1n1ppp/2p2n2/1p2p3/4P3/2NBBN1P/PPP2PP1/R2Q1RK1 b kq -,a7a6 a2a4 d8c7 a4b5 c6b5 c3d5 f6d5 e4d5 f8e7 a1c1,50
4k3/5p2/1p1Rpp1p/p1r2P2/4P1r1/1R4P1/PPP4P/1K6 b - -,h6h5 b3d3 e6f5 e4f5 c5f5 b2b3 b6b5 d6d8 e8e7 d3d7,101
5rk1/1p1q1pp1/3p4/3P3p/1PP1b3/4Q3/r5PP/2RR1BK1 b - -,f8e8 e3d4 e8e5 d1d2 a2d2 d4d2 d7f5 c1e1 f5g6 h2h3,-15
2k4r/ppp2pbp/6q1/3P2p1/1n1P1pP1/1P3N2/PB1K1nP1/RQ3B1R b - -,f7f5 a2a3 f2e4 d2c1 b4d5 g4f5 g6c6 f1c4 e4g3 f5f6,226
8/8/1K6/4kB2/6P1/3P4/8/8 b - -,f7f5 a2a3 f2e4 d2c1 b4d5 g4f5 g6c6 f1c4 e4g3 f5f6,Mate
r1br2k1/4Rp1p/p4npb/1p6/1P1P4/3P1N1P/P2NBPP1/5RK1 b - -,f6d5 e7e5 d5b4 a2a3 h6d2 f3d2 b4c6 e5e3 c6d4 e2f3,-124
rn3rk1/1p3ppp/1qp5/p2P4/Pb2B3/1N2P1Pb/1P1P1P1P/R1BQK2R b KQ -,c6d5 e4c2 b6h6 b3d4 h3g2 h1g1 h6h2 g1g2 h2g2 b2b3,-159
1q1r1k2/5pp1/pPp5/P1Rn2r1/1N2p2p/1Q5P/5PP1/5RK1 b - -,d8d6 b4c6 b8b7 f1d1 f8g8 c5d5 g5d5 d1d5 d6c6 b3d1,298
r2qkb1r/pp3ppp/2n1pn2/2pp1b2/3P4/PP3NP1/2P1PPBP/RNBQ1RK1 b kq -,c6d4 f3d4 c5d4 d1d4 f5c2 c1f4 f8e7 f1c1 c2g6 f4c7,-73
r5k1/pbq1bpp1/1p1p1n1p/2pP4/2P5/P2Q1N1P/1PBN1PP1/3R2K1 b - -,g7g6 d1e1 b6b5 d3e3 e7f8 d2e4 f6e4 e3e4 b5c4 h3h4,-17
rn1qkb1r/p3pppp/b1p5/6N1/P1pPQ3/1p6/1P3PPP/RN2KB1R b KQkq -,d8a5 b1c3 a5g5 f2f4 g5g6 f4f5 g6d6 e1a1 g7g6 g2g4,-490
rn3rk1/3bppbp/1N3np1/q1P5/1p6/1B2PN2/P3QPPP/R1B2RK1 b - -,d7b5 b3c4 f6e4 c4b5 g7a1 b6a8 e4c3 e2c4 a5b5 c4b5,4
4k3/5p2/1p1Rpp1p/p1r2P2/P3r3/1R4P1/1PP4P/1K6 b - -,c5f5 b3b6 f5f1 b1a2 e4a4 a2b3 a4a1 d6d4 e6e5 d4h4,-36
3rr1k1/1bq2pp1/pppp1nnp/4pN2/3PP3/PBP1P2P/1P1N1QP1/3RR1K1 b - -,b7c8 f5h6 g7h6 f2f6 d6d5 f6f2 a6a5 g1h1 e5d4 e3d4,273
8/8/n3pk2/8/6PK/1P1NnN2/8/8 b - -,e3d5 h4h5 a6c7 f3d4 f6e7 g4g5 e7d6 h5g6 d5e3 d4f3,86
6k1/pp2qpp1/1n2p1p1/3pP3/P2P4/1Q1B4/5PPP/2r2NK1 b - -,e7c7 h2h4 c7c3 b3b5 b6d7 d3e2 d7f8 b5b7 c3d4 e2b5,-485
4k3/6K1/7p/5P1P/8/8/8/2b5 b - -,,0
r3k2r/1b1nbp1p/p1p1N1p1/q3P3/N1p2PQ1/1P2B3/P5PP/3R1RK1 b kq -,a8b8 e6g7 e8f8 g4d7 b8d8 d7b7 d8d1 f1d1 a5b5 g7e6,555
r1bq1rk1/1p3p2/1bpp1P1p/p7/P6p/1PN2Q2/1P3PPP/2KR1B1R b - -,d8d7 g2g4 d7g4 f3g4 c8g4 h1g1 h6h5 h2h3 g8h8 h3g4,249
8/8/2K5/5B2/5kP1/3P4/8/8 b - -,d8d7 g2g4 d7g4 f3g4 c8g4 h1g1 h6h5 h2h3 g8h8 h3g4,Mate
5k2/7B/1p1p1p1p/8/1P1K1P1P/2P4b/8/8 b - -,f8e7 h7d3 e7d7 d4e3 h3g4 e3f2 d7e6 f2g3 g4f5 d3c4,16
r2R2k1/5pp1/r1p4p/4p3/1pP1P3/1P3P2/P2R1PKP/8 b - -,a8d8 d2d8 g8h7 d8b8 c6c5 b8b5 a6a2 b5c5 a2b2 c5e5,19
r3k2r/1p1qp1bp/p1n1B1p1/8/3PpB2/6P1/PP3P1P/R2QR1K1 b kq -,d7d8 e1e4 c6d4 d1g4 d4e6 g4e6 h8f8 f4g5 f8f7 g5e7,298
6k1/2r1q1r1/6BQ/2pPpP2/1pP5/pP1K4/P7/7R b - -,g7h7 g6h7 e7h7 h6h7 c7h7 h1h7 e5e4 d3e3 g8h7 d5d6,2132
r1bqkb1r/ppp2ppp/2n2N2/4p3/3pP3/5N2/PPPPQPPP/R1B1KB1R b KQkq -,e8e7 f6d5 e7e8 c2c3 c8e6 c3d4 e5d4 d2d3 f8d6 c1d2,402
2r2rk1/pp1bppbp/2np2p1/q2N4/2PNP3/4BPnP/PP2B1P1/2RQR1K1 b - -,,0
3r2r1/2k4b/2p2p2/p1P1p2N/Pp2P3/1P3Q2/5PPP/6K1 b - -,h7e4 f3e2 g8g2 g1f1 e4d3 e2d3 g2f2 f1f2 d8d3 h5g7,-601
r1bqr1k1/p4p2/1pnp1n1p/2p1p1p1/2PPPP2/P1PB2B1/4N1PP/R2Q1RK1 b - -,f6g4 d1d2 g5f4 g3f4 e5f4 d2f4 g8h8 h2h3 d8g5 h3g4,19
r4rk1/pp4pp/2p5/2qp1N2/1b4n1/3Q2P1/PP1NP1BP/R1B1K2R b - -,c5f2 e1d1 f2g2 d3d4 g4f2 d1c2 f8f5 h1e1 c6c5 d4e3,-476
6k1/6p1/3p3p/3Ppqb1/Ppr5/5pQ1/1B3P2/3R2K1 b - -,c5f2 e1d1 f2g2 d3d4 g4f2 d1c2 f8f5 h1e1 c6c5 d4e3,Mate
2r5/ppr1k1pp/3Rb3/P3Rp2/3PN3/7P/5PP1/6K1 b - -,e7f8 e4g5 e6g8 e5f5 f8e7 g5e4 c7d7 f5e5 e7d8 f2f3,131
3r1rk1/ppp2pbp/2n3p1/8/3P4/4BN2/qP3PPP/2RQ1RK1 b - -,a7a6 h2h3 f8e8 c1c3 h7h5 f1e1 a2d5 d1c1 c6d4 f3d4,-146
r3k2r/1b1nb2p/p1p1Q1p1/q3P3/N1p2P2/1P2B3/P5PP/3R1RK1 b kq -,a5d5 d1d5 d7f8 e6h3 c6d5 f4f5 b7c8 e5e6 g6f5 h3h5,591
r2qk2r/p3b1pp/2N1pp2/8/2Np1n2/6P1/PP2PP1P/R2Q1RK1 b kq -,d8d5 g3f4 d5c6 d1d4 a8d8 d4c3 c6e4 c4a5 e4f4 f1d1,6
8/8/1p1kp3/6pp/pPP1K3/P7/6PP/8 b - -,g5g4 e4f4 e6e5 f4f5 d6c6 f5e5 b6b5 c4b5 c6b5 g2g3,537
k1r5/pp2bp2/4p1qp/3pP1p1/8/5PQ1/PPP3PP/4RRK1 b - -,c8c2 f3f4 a7a6 e1c1 g6e4 c1c2 e4c2 g1h1 c2c4 g3f2,54
8/8/8/2K2B2/6P1/3Pk3/8/8 b - -,c8c2 f3f4 a7a6 e1c1 g6e4 c1c2 e4c2 g1h1 c2c4 g3f2,Mate
rn3rk1/4ppbp/1N3np1/qbP5/1pB5/4PN2/P3QPPP/R1B2RK1 b - -,f6e4 b6a8 g7a1 c4b5 e4c3 e2d3 a5b5 d3b5 c3b5 a8b6,1
4k3/5p2/3n1Kp1/7p/8/6P1/7P/3R4 b - -,d6e4 f6g7 e4c5 d1a1 g6g5 a1a8 e8e7 a8a7 e7d6 a7f7,627
8/7p/1Np1k3/2P4R/6P1/7P/1r6/6K1 b - -,b2b3 g1g2 b3d3 h5f5 d3c3 b6c8 c3a3 c8d6 a3d3 d6f7,609
3R2k1/5pp1/r1p4p/4p3/1pP1P3/1P3P2/P4PKP/8 b - -,g8h7 d8b8 c6c5 b8b5 a6a2 b5c5 a2b2 c5e5 b2b3 e5b5,21
5rk1/1p3pp1/3p4/3P3p/1PP1b3/6P1/r5P1/2RR1BK1 b - -,a2b2 d1d4 f7f5 c4c5 f8c8 c5c6 b7c6 d5c6 c8c6 c1c6,-17
r2q1rk1/2p3b1/1p1p2bp/p1nPp3/2P1N3/2N1BPnR/PPQ1B3/2KR4 b - -,g3e4 f3e4 g6h7 d1g1 g8h8 e2g4 f8f6 g4f5 d8f8 h3g3,177
r3kn1r/1b2b2p/p1p3p1/q3P3/N1Q2P2/1P2B3/P5PP/3R1RK1 b kq -,h7h6 f4f5 a5b5 f5f6 b5c4 b3c4 e7b4 d1b1 a6a5 a2a3,414
r1b1kb1r/pp1n1ppp/2n1p3/2p1P3/2Pp1B2/N2P1N2/PP2BPPP/2KR3R b kq -,a7a6 a3b1 b7b5 h2h4 h7h5 h1g1 c8b7 b1d2 c6e7 g2g3,-56
r1b1kb1r/ppp2ppp/2n2q2/4p3/3pP3/3P1N2/PPP1QPPP/R1B1KB1R b KQkq -,a7a5 c2c3 f8c5 g2g3 a5a4 f1g2 c5b6 e1h1 a4a3 c3c4,-81
3R4/1kr2p2/2p1pP2/1pP2nKP/1P6/p7/P4P2/8 b - -,f5d4 d8d4 c7c8 d4d7 b7b8 d7f7 c8d8 h5h6 d8d1 h6h7,790
r3k2r/1p2p1bp/p1n1q1p1/3P4/4pB2/6P1/PP3P1P/R2QR1K1 b kq -,e6d7 d5c6 d7c6 a1c1 c6e6 c1c7 e8h8 c7b7 a8d8 d1e2,82
3r1k2/5pp1/pPNq4/P1Rn2r1/4p2p/1Q5P/5PP1/5RK1 b - -,d8c8 b6b7 c8e8 c5c4 e4e3 b7b8q e8b8 b3b8 d6b8 c6b8,499
2r3k1/5pp1/3qpb1p/p7/2rP1P2/P3Q1P1/1B1R3P/3R2K1 b - -,c8b8 e3e2 d6d5 e2g2 d5b5 g2e2 a5a4 g1g2 b5d5 e2f3,-192
2r2rk1/pp1bppbp/2np2p1/q6n/2PNP3/2N1BP1P/PP2B1PK/2RQ1R2 b - -,c6d4 e3d4 a5g5 c1c2 d7h3 g2h3 g5g3 h2h1 g3h3 h1g1,-147
8/8/n3p3/6k1/6P1/1P1NnNK1/8/8 b - -,g5h6 g3f4 e3c2 f4e5 h6g7 d3f4 g7f7 f3g5 f7e7 g5e6,195
2r2rk1/4ppbp/p3q1p1/1pRn2B1/3P4/4PN1P/P3QPP1/2R3K1 b - -,b5b4 e2c4 c8c5 c4c5 h7h6 g5h4 f8a8 c5a5 d5e3 c1e1,-49
4kb2/5p2/1p1pPp1p/pNr5/4P1r1/1R4P1/PPP4P/1K1R4 b - -,g4e4 e6f7 e8f7 b5c3 e4b4 b3b4 a5b4 c3d5 f7e6 d5b4,175
2k4r/ppp2pbp/6Q1/3P2p1/1n1P1pP1/1P3N2/PB1K2P1/R4B1n b - -,h8d8 g6g7 h1g3 g7f7 b4d5 f1d3 c8b8 f3e5 h7h6 a1e1,857
8/8/2K5/5BP1/8/3Pk3/8/8 b - -,h8d8 g6g7 h1g3 g7f7 b4d5 f1d3 c8b8 f3e5 h7h6 a1e1,Mate
rn1qkb1r/p4ppp/b1p1p3/6N1/P1pPQ3/1pN5/1P3PPP/R3KB1R b KQkq -,d8g5 f2f4 g5g6 e4f3 f8b4 f1e2 b4c3 f3c3 g6e4 e1h1,-575
2rr2k1/5p2/R3pn1p/6p1/4P2P/R1P2PB1/6P1/5K2 b - -,f6h5 g3e1 g8h7 a3a5 h7g6 a5d5 h5f4 d5d8 c8d8 h4g5,26
6k1/p1nn1p2/1p2p1p1/1P1pP2p/PP1B1P2/3B2P1/6KP/8 b - -,g8g7 g2h3 d7f8 a4a5 f8d7 h3h4 g7h7 d4g1 h7g7 d3f1,99
3r1rk1/ppp2pbp/6p1/6N1/3B4/8/qP1Q1PPP/2R2RK1 b - -,d8d4 d2e3 a2a5 f1e1 d4d5 g5f3 f8d8 h2h4 g7b2 c1b1,-335
r1bqk2r/p2nbppp/2pp1n2/1p2p3/3PP3/3BBN1P/PPP1NPP1/R2QK2R b KQkq -,e8h8 c2c3 d6d5 f3e5 d7e5 d4e5 f6e4 e1h1 d8c7 f2f4,52
3R4/k1r2p2/2p1pP1P/1pP2nK1/1P6/p7/P4P2/8 b - -,f5h6 g5h6 e6e5 d8d3 a7b8 d3a3 c7d7 h6g7 b8c8 a3a8,Mate
r3k2r/1p1qp1bp/p1P3p1/8/4pB2/6P1/PP3P1P/R2QR1K1 b kq -,d7d1 a1d1 b7c6 b2b3 a6a5 e1e4 h8f8 d1e1 f8f7 f4g5,122
r1bqk1nr/p2pppbp/1pn3p1/2p5/4P3/2NP2PP/PPP2PB1/R1BQK1NR b KQkq -,d7d6 c1e3 c8b7 g1e2 e7e6 e1h1 c6d4 e3d4 c5d4 c3b5,-12
3r1bk1/p1qb1pp1/1p1p1n1p/2pP4/2P5/P2Q1NNP/1PB2PP1/4R1K1 b - -,d7g4 g3e4 f6e4 d3e4 g7g6 e4g4 c7d7 c2d3 f8g7 g4d7,429
r2qk2r/p1pb1pp1/B1p4p/2bpP3/5B2/2N5/PPPQ2PP/2KR3n b kq -,h1f2 d1e1 d8e7 f4g3 e8h8 g3f2 c5f2 d2f2 a8e8 a6d3,-434
r1bqr1k1/p4p2/1pnp1n1p/2p1p3/2PPPp1B/P1PB4/4N1PP/R2Q1RK1 b - -,c5d4 e2f4 e5f4 f1f4 e8e6 c3d4 c6d4 d1f1 d4b3 a1d1,421
r1b5/pp1p1knQ/2q1p1p1/2p1P3/4p3/3P4/PPP2PPP/R3R1K1 b - -,e4d3 c2d3 b7b6 e1e3 c8b7 e3g3 f7e8 h7g6 e8d8 g6g7,434
8/p2B4/8/1P6/Pk2bpp1/2p5/2P2K1P/8 b - -,g4g3 h2g3 f4g3 f2e1 e4c2 a4a5 b4a5 d7c6 a5b4 e1e2,-827
4kb2/8/1p1Npp1p/p1r5/4P1r1/1R4P1/PPP4P/1K1R4 b - -,e8d7 d6b7 d7e8 b7c5 f8c5 b3f3 e8e7 f3f4 g4g5 c2c3,421
5rk1/ppp2pbp/6p1/6N1/3r4/4Q3/qP3PPP/2R2RK1 b - -,a2a5 g2g3 c7c6 c1a1 a5b6 h2h4 h7h6 g5f3 d4b4 e3b6,-321
1rb5/pp1r1kpp/2p1p3/P1P2p2/3P3P/2P1PP2/4B3/RR4K1 b - -,h7h6 f3f4 g7g5 h4g5 h6g5 f4g5 f7g6 e2f3 g6g5 f3c6,374
4k3/6K1/5P1p/6bP/8/8/8/8 b - -,,0
4k3/5p2/5Kp1/5n1p/8/6P1/7P/4R3 b - -,e8f8 e1b1 f5d6 b1b8 d6e8 f6g5 f8e7 b8b7 e7f8 g5h6,38
r3k2r/1p2p1bp/p1q3p1/8/4pB2/6P1/PP3P1P/2RQR1K1 b kq -,c6b5 e1e4 a8d8 d1f3 g7f6 f4h6 e8f7 g3g4 d8d3 e4e3,96
8/bB6/3p4/P5k1/8/4pKP1/4P3/8 b - -,a7b8 g3g4 b8a7 b7d5 a7c5 a5a6 c5b6 d5e6 g5f6 e6c8,544
r2qk2r/p3b1pp/2p1pp2/4N3/2Np1P2/8/PP2PP1P/R2Q1RK1 b kq -,f6e5 c4e5 d8d5 e2e3 d4e3 f2e3 e8h8 d1c2 e7c5 a1e1,31
