r1bq1rk1/p3b3/1p2p1Q1/3pP3/4nB2/P3P3/1PBN1P1P/R3K2R b KQ -,g8g7 b4c3 f7f6 e8b8 c6b8 c3c7 f6f7 c7b8 f7e7 b8b7,Mate
r4rk1/pp2ppbp/1q1p2p1/4P3/nPB3b1/1Q2BN2/P1P2PP1/2KR3R b - -,b6c7 f3g5 e7e6 e5d6 c7d7 h1h7 g4d1 h7g7 g8g7 e3d4,180
8/3k4/8/1K2p3/4P3/8/8/8 b - -,,0
r4rk1/1bqn1pb1/2p2np1/p3p2p/Pp2P1PP/4BP1N/1PP2Q2/1NKR1B1R b - -,c6c5 g4h5 f6h5 b2b3 b7a6 b1d2 a6f1 f2f1 f8d8 f1c4,73
rnbq1rk1/pp2ppbp/2p3pn/3p4/3P1B2/2PBPN1P/PP3PP1/RN1QK2R b KQ -,f7f6 b1d2 b8d7 e3e4 e7e5 d4e5 f6e5 f4h2 d7c5 d3c2,37
1r6/3Rpp1p/1pP2kp1/2p1b3/P5P1/7P/1PK3B1/8 b - -,e7e6 c2d3 b8c8 d3c4 c8c7 d7d1 c7a7 b2b3 a7e7 c4b5,158
r1b2rk1/p1p1bp2/1p2pn1Q/3q2N1/3P4/3B4/PPP2PPP/R3R1K1 b - -,d5f3 d3h7 g8h8 h7e4 h8g8 e4f3 a7a5 f3a8 e7d6 h6f6,1571
5k2/1Q4b1/p5Bp/q2P2p1/2p5/2P3PP/1P6/6K1 b - -,a5c5 g1g2 f8g8 b7f7 g8h8 f7d7 c5f8 d5d6 f8a8 g2f2,482
1r4k1/1p3pp1/pN5p/P7/1P2p1b1/2P3P1/5P1P/4R1K1 b - -,g4h3 b6a4 h3d7 a4c5 d7c6 e1d1 b8e8 g1f1 e4e3 d1d4,48
r4rk1/ppb3pp/4Rp2/8/8/P1N2P2/1PQ2P1q/R4K2 b - -,h2h3 f1e2 h3e6 c2e4 e6e4 f3e4 a8e8 e2f1 c7e5 a1d1,-638
4r2r/3b1pk1/1p4p1/p1pPq3/3pP1Pp/3P1B1P/PP4Q1/4R1RK b - -,g6g5 g1f1 h8h6 b2b3 a5a4 b3a4 d7a4 f3d1 a4d7 d1b3,-40
2bq1rk1/5pp1/4pn1p/2b1N1B1/1p1p4/3B1Q2/PP3PPP/R5K1 b - -,h6g5 f3g3 c5d6 g3g5 d6e5 g5e5 c8b7 a2a4 b4a3 b2a3,-421
r2qkb1r/ppp2p1p/2np2p1/2n1p3/1PB3b1/2PP1N2/P2N1PPP/R1BQR1K1 b kq -,c5e6 h2h3 g4f3 d1f3 f8g7 d3d4 d6d5 c4d5 e8h8 d5c6,67
8/p1p3pp/8/2p1k3/P1PpP1bP/1P4P1/3N4/5K2 b - -,a7a5 f1g1 g4d1 g1g2 d1c2 g2f3 c2d3 g3g4 d3c2 g4g5,-400
6k1/2r2pp1/7p/8/8/1PR5/2QqbPP1/6K1 b - -,d2c2 c3c2 c7c2 g1h2 g8h7 h2g3 h7g6 g3f4 e2b5 f4e3,-1189
8/p1p2R1p/1p6/1P1k4/P7/2b5/5P2/6K1 b - -,c3e5 f7h7 d5c4 h7h4 c4d3 g1g2 e5f6 h4h7 f6e5 g2f3,578
r2qk2r/ppp2ppp/2nbpn2/3p1b2/3P4/PP2PN1P/2PNBPP1/R1BQK2R b KQkq -,f6e4 c1b2 c6e7 g2g4 e4d2 f3d2 f5g6 h3h4 h7h5 g4h5,5
3q2k1/p1r2pb1/1n1p2p1/5b1p/P1p3n1/2N1P1P1/1P1Q2BP/R2RN1K1 b - -,g7h6 a4a5 h6e3 d2e3 g4e3 a5b6 a7b6 d1d2 c7c5 e1f3,-473
r2q1rk1/1bp2p2/p1np1n2/1pb1p1B1/4P3/1BPP4/PP3PPP/RN1QR1K1 b - -,g8g7 d1f3 f8h8 b1d2 d8e7 a2a4 a8g8 b3d5 f6d5 g5e7,39
r1b1kb1r/3n2pp/pq1pN3/1p1P2B1/5P2/8/PPP1Q1PP/R3K2R b KQkq -,d7c5 e6c5 e8f7 c5e6 h7h6 g5d8 b6b7 e1a1 f7g8 d8a5,464
8/8/4N3/8/5p1p/1K1pkP1P/6P1/8 b - -,e3d2 e6f4 d2e3 b3c3 e3f4 c3d3 f4f5 d3e3 f5g5 f3f4,1361
r1b2rk1/pp1p1ppp/1qn2n2/1Bb1p1B1/4P3/2N2N2/PPP2PPP/R2Q1RK1 b - -,c5b4 g5f6 b4c3 b5c6 c3b2 a1b1 b6c6 f6g7 g8g7 b1b2,88
4r2r/3b1pk1/6p1/pppPq1P1/3pP2p/3P1B1P/PP4Q1/4R1RK b - -,c5c4 g2h2 e5h2 h1h2 c4c3 f3g4 d7g4 g1g4 a5a4 b2c3,-69
r1bq1knr/pp1p2pp/2p5/2b5/3pP3/1B6/PPPP1PPP/RNBQ1RK1 b - -,h7h5 d2d3 d7d5 b1d2 a7a5 e4d5 c6d5 c2c4 d4c3 b2c3,269
4r1k1/1pr1qp2/pQn3pp/3Rp3/PP2P1BP/4P3/6P1/2R3K1 b - -,g8f8 b4b5 h6h5 g4h3 a6b5 a4b5 f8g7 d5d1 e8a8 b5c6,274
r4rk1/ppq2pbp/3Pp1p1/6N1/nPB3b1/1Q2B3/P1P2PP1/2KR3R b - -,c7d7 h1h7 g4d1 h7g7 g8g7 e3d4 e6e5 d4e5 g7g8 g2g4,212
3q2k1/1pr2pbQ/p2p3p/P2P2p1/2p5/2P3PP/1PB5/5RK1 b - -,g8f8 h7e4 c7e7 e4c4 g7e5 g1g2 d8a5 f1f2 a5c7 c4g4,-82
2rq1rk1/pp1bppbp/5np1/2nP4/P1B5/2N5/1P1PNPPP/R1BQ1RK1 b - -,a7a6 a4a5 c5e4 d2d3 e4d6 d1b3 f6g4 b3b4 d6c4 d3c4,11
6k1/5pp1/1p3b1p/p2b1q2/3P4/1N2BP1P/PPrR2P1/1Q4K1 b - -,a5a4 b1c2 f5e6 c2d3 a4b3 a2b3 b6b5 e3f2 f6g5 d2e2,415
r4rk1/1bq1bppp/p1nppn2/1p6/3NP1P1/1BN1BP2/PPP1Q2P/1K1R3R b - -,,0
8/8/4N3/8/5p1p/4kP1P/2Kp2P1/8 b - -,e3f2 e6f4 f2g3 c2d2 g3f4 d2e2 f4g3 e2f1 g3f4 f1f2,Mate
r3kb1r/pp2p1pp/n3pn2/1NqpB3/8/4P3/PPP2PPP/R2QKB1R b KQkq -,g7g6 e5d4 c5c8 c2c4 c8d7 c4d5 e6d5 b5a7 a6c7 d1b3,187
2rq1rk1/pp2ppbp/5np1/2nP4/P1B3b1/2N4P/1P1PNPP1/R1BQ1RK1 b - -,g4f5 d2d3 e7e6 d5e6 f5e6 c1e3 f6d5 c4d5 e6d5 d3d4,75
r4rk1/1bqn1pb1/5np1/p1p1p2p/Pp2P1PP/4BP1N/1PPN1Q2/2KR1B1R b - -,h5g4 h3g5 g4f3 b2b3 f6h5 h1g1 b7a6 d2c4 a8d8 f2f3,73
r4rk1/1bqnbpp1/p2ppn1p/6B1/1p1NPP1P/3B3R/PPPQ2P1/1K1NR3 b - -,f8d8 g2g4 d7c5 d1f2 c7b6 f4f5 c5d3 h3d3 h6g5 h4g5,28
4r2k/ppp3pp/q1p2rn1/2N1p3/1P2P3/1Q4PP/P1P2P2/3R1RK1 b - -,a6e2 b3d3 e2h5 d3d7 g6f8 d7g4 h5g4 h3g4 b7b6 c5d3,48
r3k2r/2qnbPpp/2p1p3/1p2P3/6P1/1pN4P/PPPBQ3/2KR3R b kq -,e8d8 c2b3 d8c8 c1b1 h8f8 h1f1 c7e5 e2f3 a8a6 f3d3,350
8/8/8/8/5N1p/5P1P/2Kpk1P1/8 b - -,e8d8 c2b3 d8c8 c1b1 h8f8 h1f1 c7e5 e2f3 a8a6 f3d3,Mate
8/1p4k1/2p5/p3K1p1/2P3Rp/1P6/P1N5/8 b - -,g7g6 g4g1 b7b6 c2e3 h4h3 g1h1 a5a4 b3a4 g5g4 e3g4,921
r1b2rk1/ppb3pp/4Bp2/8/7q/P1N5/1PQ2PPn/R3R1K1 b - -,c8e6 e1e6 h2f3 g2f3 h4h2 g1f1 h2h3 f1e1 h3e6 c2e4,-686
r4rk1/pp1q1pbR/3Pp1p1/6N1/nPB3b1/1Q2B3/P1P2PP1/2KR4 b - -,g4d1 h7g7 g8g7 e3d4 e6e5 d4e5 g7g8 g2g4 d1g4 g5e4,254
8/p4R1p/1pP5/3k4/P7/2b5/5P2/6K1 b - -,d5c6 f7a7 h7h6 g1f1 c6c5 a7c7 c5b4 c7c6 h6h5 c6b6,597
r1bqk2r/p4ppp/2p1p3/8/1b6/2B2P2/PPP1B1PP/R2QK2R b KQkq -,b4c3 b2c3 d8h4 g2g3 h4e7 d1d2 e6e5 d2e3 c8h3 e1f2,-29
r2q1rk1/2pn1ppp/bp2pn2/3p4/1b1P4/P1NBP3/1P2NPPP/R1BQ1RK1 b - -,a6d3 d1d3 b4e7 h2h3 h7h6 a3a4 d7b8 b2b3 b8c6 d3b1,-27
7r/2rb1pk1/6p1/pppPq1P1/3pP2p/1P1P1B1P/P5Q1/2R3RK b - -,h8c8 f3e2 a5a4 g2f3 c8f8 c1f1 d7c8 f3f6 e5f6 g5f6,50
3r4/1p6/1pk1p3/2p1p1p1/P1Q1P1Pp/1P3R1K/2Pq1P2/8 b - -,d8d6 f3f7 d2b4 c4b4 c5b4 f7g7 d6d2 g7g5 d2c2 g5e5,152
8/1p6/2p2K1k/p5p1/2P3Rp/1P6/P1N5/8 b - -,d8d6 f3f7 d2b4 c4b4 c5b4 f7g7 d6d2 g7g5 d2c2 g5e5,Mate
r2q1r1k/1pp3p1/p1npb2p/3Np3/4P3/1BP1RP2/PP2QP1P/2R4K b - -,c6a5 b3c2 c7c6 d5b4 b7b5 b2b3 c6c5 b4d5 a5c6 c1g1,-147
r4rk1/3n1bpp/1q1p1p2/1P2p3/pP1nP3/P2N1PP1/3N1Q1P/R1R2BK1 b - -,b6b8 d3b2 d6d5 e4d5 f7d5 b2d1 g8h8 d1c3 d5g8 a1b1,30
8/R6p/1pk5/8/P7/2b5/5P2/6K1 b - -,b6b5 a4b5 c6b6 a7h7 b6b5 g1f1 b5b4 f1e2 c3a1 e2d3,597
2rq1rk1/1p1bbppp/p1n1p3/3pP1P1/3P1P2/P1N1B3/1P2B2P/R2Q1R1K b - -,c6a5 f1f3 d8b6 a1b1 g7g6 h2h4 b6d8 d1e1 h7h5 g5h6,47
r2qkb1r/pbpn1ppp/4pn2/1p1p2B1/P2P4/2P2NP1/1P1NPP1P/R2QKB1R b KQkq -,b5b4 a4a5 a8c8 e2e3 f8d6 c3b4 d6b4 d1a4 d8e7 g5f6,11
r1b1kb1r/1p1n1ppp/p2ppn2/2qB2B1/3NP3/2N5/P1PQ1PPP/1R2R1K1 b kq -,d7b6 d4f5 f6g4 e4e5 g4e5 c3e4 c5d5 f5d6 f8d6 e4d6,63
2r2rk1/1bq1bppp/p2ppn2/1p6/3RP1PP/1BN1BP2/PPP1Q3/1K5R b - -,f6d7 e3g5 d7c5 g5e7 c7e7 h4h5 h7h6 a2a3 c8c6 h1g1,64
r3k2r/1bqn1pb1/2p2np1/pp2p2p/P3P2P/2N1BP1N/1PP2QP1/2KR1B1R b kq -,,0
3q2k1/p1r2p2/1n1p2pb/5b1p/P1p3n1/2N1P1P1/1PNQ2BP/R2R2K1 b - -,f5c2 d1e1 c2d3 h2h3 g4e5 a4a5 b6d7 a1a4 d7c5 a4b4,-487
rnb2rk1/pp3pp1/3b1q1p/2Pp4/8/2PB1N2/PP3PPP/RN1Q1RK1 b - -,d6c5 b1d2 c5b6 d2b3 c8g4 h2h3 g4f3 d1f3 f6f3 g2f3,-29
6k1/p2q4/1p4p1/3P1rN1/2r3pp/4Q3/P5P1/2B1R1K1 b - -,f5d5 e3e8 d7e8 e1e8 g8g7 c1b2 c4d4 e8e4 d5g5 b2d4,161
4r2k/pppN1Qpp/2pr2n1/1q2p3/1P2P3/6PP/P1P2P2/3R1RK1 b - -,e8e7 f7f5 h8g8 d7c5 b5b4 c5d3 b4c4 f5c8 g8f7 c8b7,-8
r2r2k1/1Q4bp/5pp1/3p4/5B2/8/q2R2PP/5R1K b - -,a2c4 d2d1 d5d4 f1e1 g7f8 b7b6 c4a6 b6b2 a6a5 f4g3,-209
5rk1/1pr1qp2/pQn3pp/1P1Rp3/P3P1BP/4P3/6P1/2R3K1 b - -,a6a5 g4h3 f8a8 h4h5 g6h5 g1h2 a8c8 b5c6 c7c6 c1c6,350
rnb2rk1/pp3pp1/5q1p/2bp4/8/2PB1N2/PP1N1PPP/R2Q1RK1 b - -,c5b6 d2b3 b8c6 d1d2 c8g4 b3d4 a8d8 h2h3 g4d7 a1e1,-22
6k1/5p2/1p3bpp/p2b4/3P4/1N2qP1P/PPR3P1/2Q4K b - -,e3e7 c1h6 e7e1 h1h2 e1e6 h6d2 e6f5 d2c3 d5e6 c2e2,273
8/1p6/2p2K1k/p5p1/2P5/1P4Rp/P1N5/8 b - -,e3e7 c1h6 e7e1 h1h2 e1e6 h6d2 e6f5 d2c3 d5e6 c2e2,Mate
4r2k/ppp2Qpp/2p1r1n1/1qN1p3/1P2P3/6PP/P1P2P2/3R1RK1 b - -,e6e7 f7b3 a7a5 a2a3 h7h6 d1d7 a5b4 d7e7 e8e7 f1d1,111
3q2k1/p1r2p2/1n1p2pb/7p/P1p3n1/2N1P1P1/1PQ3BP/R2R2K1 b - -,h6e3 g1h1 g4f2 c2f2 e3f2 c3e4 f2c5 h2h4 a7a5 d1d2,-504
r3k2r/2qn1pb1/B1p2np1/p3p2p/Pp2P2P/4BP1N/1PP2QP1/1NKR3R b kq -,a8a6 f2e2 a6a8 b1d2 e8h8 d2c4 c6c5 h3g5 d7b6 b2b3,259
rnbqk2r/pp2ppbp/5np1/2p1P3/8/1P3Q2/PBP2PPP/RN2KBNR b KQkq -,f6g4 f1b5 e8f8 f3e2 a7a6 b5d3 c5c4 d3c4 g4e5 b1d2,-39
8/8/8/8/7p/3N1P1P/2Kp2P1/4k3 b - -,f6g4 f1b5 e8f8 f3e2 a7a6 b5d3 c5c4 d3c4 g4e5 b1d2,Mate
r4rk1/pp3ppp/2nqpn2/2b2b2/2B5/2NP1P2/PPP1N1PP/R1B1QR1K b - -,d6d8 c3e4 c5e7 c1d2 f6d5 e1f2 f5g6 a2a3 a8c8 a1d1,76
4r2k/ppp1r1pp/2p3n1/1qN1p3/1P2P3/1Q4PP/P1P2P2/3R1RK1 b - -,a7a5 a2a3 h7h6 d1d2 h8h7 f1d1 g6f8 c2c4 b5b6 d2d8,117
rnb2rk1/1p3pp1/5q1p/p1bp4/8/1NPB1N2/PP3PPP/R2Q1RK1 b - -,c5b6 d3c2 f8d8 d1d2 a5a4 b3d4 b8c6 a2a3 c8d7 f1e1,-26
6k1/2p2ppp/4p3/4q3/6PP/4PK2/3r4/8 b - -,c5b6 d3c2 f8d8 d1d2 a5a4 b3d4 b8c6 a2a3 c8d7 f1e1,Mate
r1q2rk1/1p2bppp/p1n1pn2/3p4/3P1B2/2PB1N1P/PPQ2PP1/4RRK1 b - -,c8d7 h3h4 b7b5 a2a3 a8c8 c2e2 c6a5 f3e5 d7b7 g2g4,90
rnb1k1nr/1pp2ppp/p7/3q4/Qb1P4/2N5/PP3PPP/R1B1KBNR b KQkq -,b8c6 g1f3 g8f6 f1e2 d5a5 a4a5 b4a5 e1h1 c8e6 f1d1,-38
5rk1/1pr1qp2/1Qn3pp/1P1Rp3/4P1BP/4P3/6P1/2R3K1 b - -,g8h7 b5c6 b7c6 h4h5 g6h5 g4f5 h7g7 d5d1 f8a8 c1c6,313
rnb2rk1/1p3pp1/1b3q1p/p2p4/3N4/2PB1N2/PP3PPP/R2Q1RK1 b - -,b8c6 d1d2 c8d7 d3c2 a5a4 a1d1 f8e8 f1e1 e8e1 d1e1,-26
r1b1k2r/p4ppp/2p1p3/8/7q/2P2PP1/P1P1B2P/R2QK2R b KQkq -,h4f6 d1d6 c8b7 e1f2 f6e7 d6b4 e7b4 c3b4 a7a5 a2a3,43
7r/2rb1pk1/6p1/pppPq3/3pP1Pp/1P1P1B1P/P1R3Q1/6RK b - -,h8c8 f3e2 g6g5 g2h2 e5h2 h1h2 f7f6 g1c1 g7f7 c1f1,-22
r1b2rk1/1pp2ppp/pn6/2q5/4QB2/1BP5/P1P2PPP/R3R1K1 b - -,h7h6 e1e3 c5c6 e4c6 b7c6 e3g3 g7g5 h2h4 b6d5 b3d5,168
r2q1rk1/ppp2ppp/2nbpn2/3p1b2/3P4/PP2PN1P/1BPNBPP1/R2QK2R b KQ -,c6e7 c2c4 b7b6 a1c1 c7c6 g2g4 f5g6 f3e5 f6e4 e5g6,39
4r2k/p1p1r1pp/1pp3n1/1q2p3/NP2P3/1Q4PP/P1P2P2/3R1RK1 b - -,,0
r4r2/pp1q1pk1/3Pp1p1/6N1/nPBB4/1Q6/P1P2PP1/2Kb4 b - -,e6e5 d4e5 g7g8 g2g4 d1g4 g5e4 d7f5 e4f6 g8g7 b3g3,291
r3kbnr/1p1qpppp/p7/3pNb2/2PP4/8/PP3PPP/RNBQK2R b KQkq -,d7c8 c4c5 f7f6 d1a4 f5d7 e5d7 c8d7 b1c3 e7e6 a4d1,52
r1b1k2r/ppp2ppp/2p2n2/8/4Q3/2P1B3/P1P2PPP/R3KB1R b KQkq -,c8e6 e4d4 a8d8 d4h4 f6g4 f1d3 e8d7 h4g3 g4e3 g3e3,662
r1b2rk1/1p3pp1/1bN2q1p/p2p4/8/2PB1N2/PP3PPP/R2Q1RK1 b - -,b7c6 d1e2 g7g6 e2e5 g8g7 e5f6 g7f6 f1e1 f8d8 b2b3,-68
r3kbnr/p4ppp/bqp1p3/2ppP3/3P4/1P2BN2/P1P2PPP/RN1QK2R b KQkq -,c5d4 d1d4 b6d4 e3d4 c6c5 d4e3 a8c8 h2h4 f7f6 c2c4,-111
r1b2rk1/5pp1/1bp2q1p/p2p4/3N4/2PB4/PP3PPP/R2Q1RK1 b - -,g7g6 d4f3 c8g4 f1e1 g8g7 h2h3 g4d7 a1c1 f8d8 b2b3,-108
r1q1kbnr/1p2pppp/p7/2PpNb2/3P4/8/PP3PPP/RNBQK2R b KQkq -,f7f6 d1a4 f5d7 e5d7 c8d7 b1c3 e7e6 a4d1 g8e7 e1h1,53
r1b1k2r/ppp2ppp/2p2n2/8/3Qq3/2P1BP2/P1P3PP/R3KB1R b KQkq -,e4d4 e3d4 c8e6 f1d3 e8a8 a2a4 a7a5 e1a1 h7h5 h2h4,-73
r2q1rk1/2pnbppp/bp2pn2/3p4/1P1P4/P1NBP3/4NPPP/R1BQ1RK1 b - -,a6d3 d1d3 e7b4 a3a4 d8e7 c1d2 f8c8 f1b1 h7h6 h2h3,-177
5rk1/1pr1q3/1Qn3pp/1P1Rpp2/4P2P/4P2B/6P1/2R3K1 b - -,f8f7 b5c6 e7h4 e4f5 g6f5 d5e5 c7c6 c1c6 b7c6 b6c6,456
8/8/8/8/7p/5P1P/1NKpk1P1/8 b - -,f8f7 b5c6 e7h4 e4f5 g6f5 d5e5 c7c6 c1c6 b7c6 b6c6,Mate
8/1p6/2p2K2/p5Rk/2P5/1P5p/P1N5/8 b - -,f8f7 b5c6 e7h4 e4f5 g6f5 d5e5 c7c6 c1c6 b7c6 b6c6,Mate
r3kbnr/p4ppp/bqp1p3/3pP3/3B4/1P3N2/P1P2PPP/RN1QK2R b KQkq -,c6c5 d4e3 g8e7 c2c4 e7f5 d1c2 d5d4 e3f4 f8e7 b1d2,-145
3q1rk1/rpp2pp1/p4n1p/3Bp3/1b2P1b1/3PQN2/PPP2PPP/R4RK1 b - -,f6d5 e4d5 g4f3 e3f3 a6a5 a2a3 b4d6 a1e1 a7a8 c2c4,-410
r1b2r1k/2p1bp2/pp2pn1Q/3q2N1/3PB3/8/PPP2PPP/R3R1K1 b - -,f6d5 e4d5 g4f3 e3f3 a6a5 a2a3 b4d6 a1e1 a7a8 c2c4,Mate
r3k1nr/p4ppp/bqp1p3/2BpP3/8/1P3N2/P1P2PPP/RN1QK2R b KQkq -,b6c5 c2c4 g8e7 d1c2 c5a5 b1d2 e8h8 e1h1 a8d8 f1e1,-33
r1q1kbnr/1p2p1pp/p4p2/2PpNb2/Q2P4/8/PP3PPP/RNB1K2R b KQkq -,f5d7 e5d7 c8d7 b1c3 d7a4 c3a4 e7e5 b2b4 a8d8 a4b6,58
r1b1k2r/ppp2ppp/2p2n2/8/3Qq3/2PBB3/P1P2PPP/R3K2R b KQkq -,e4d4 e3d4 c8e6 a2a4 a7a5 e1a1 e8a8 h1e1 h7h6 h2h3,-53
4r2k/p1p1r1p1/qp4n1/1N2p2p/4P3/1Q4PP/P1P2P2/3R1RK1 b - -,,0
rnb2rk1/p4ppp/1p1bpn2/2qp4/4P3/2PB1NB1/PP1N1PPP/R2QK2R b KQ -,e6e5 e1h1 c8b7 e4d5 b7d5 f3e5 d5g2 g1g2 d6e5 f2f4,95
rnbqk2r/pppp1ppp/4pn2/8/1b2P3/2N3P1/PPPPNP1P/R1BQKB1R b KQkq -,d7d5 f1g2 d5d4 c3b5 b4c5 e4e5 f6g4 e2f4 g4e5 d1h5,4
8/5pp1/4p2p/1p2K3/p4PkP/P2P2P1/1P6/8 b - -,g4g3 f4f5 e6f5 e5f5 g7g6 f5e5 f7f5 d3d4 f5f4 d4d5,-498
r3kb1r/ppp1pppp/2nq1n2/7b/8/2N2NPP/PPPP1PB1/R1BQ1RK1 b kq -,e7e5 f1e1 f8e7 g3g4 h5g6 d2d3 e8a8 f3e5 c6e5 c1f4,69
r1b2rk1/pp1p1ppp/5n2/q3p3/1b2P3/2N1BP2/PPPQB1PP/R3K2R b KQ -,d7d5 e4d5 f6d5 a2a3 c8f5 e1f2 b4c3 b2c3 d5c3 h1b1,-209
r4rk1/pp1q1p2/3P2p1/4B1N1/nPB3P1/1Q6/P1P2P2/2Kb4 b - -,d1g4 g5e4 d7f5 e4f6 g8g7 b3g3 f8h8 f6g4 g7g8 g4e3,275
r1q1kbnr/1p1Np1pp/p4p2/2Pp4/Q2P4/8/PP3PPP/RNB1K2R b KQkq -,c8d7 b1c3 e7e6 a4d1 g8e7 e1h1 e7c6 a1b1 f8e7 b2b4,57
r4rk1/pp3ppp/1bnqpn2/5b2/2B2P2/2NP4/PPP1N1PP/R1B1QR1K b - -,a7a6 c1d2 a8c8 a2a4 h7h5 b2b3 f8d8 c3d1 b6a7 a4a5,53
r4rk1/1ppq1p1p/1pp1b1p1/4p3/PP2Pn2/3P1N1P/1BPQ1PP1/R2R2K1 b - -,d7e7 b2e5 f4h5 a4a5 c6c5 b4c5 b6c5 a1b1 f7f6 e5c3,272
r2q2k1/pb4B1/1p3r2/2p1pp1Q/2P5/P4PnP/BPP2P1N/R2R2K1 b - -,f6d6 h5h8 g8f7 d1d6 d8d6 h8h7 g3e2 g1f1 d6g6 h7g6,476
r3k1nr/p4ppp/b1p1p3/2qpP3/8/1P3N2/P1PN1PPP/R2QK2R b KQkq -,c5c3 d1c1 a8b8 a1b1 b8b6 c1b2 c3b2 b1b2 g8e7 d2b1,-85
r1b1k2r/ppp2ppp/2p2n2/8/3Qq3/2P1B3/P1P2PPP/2KR1B1R b kq -,c8e6 f1e2 e8h8 c3c4 f8e8 d4e4 f6e4 c1b2 b7b6 h1e1,-53
5rk1/pp1r1ppp/2n5/1B1b4/4pB2/P7/1PP2PPP/2KR3R b - -,f8c8 b5e2 d5e6 d1d7 e6d7 h1d1 d7e6 b2b3 h7h6 f4e3,139
r1q2rk1/4bppp/p1n1pn2/1p1p4/3P1BP1/2PB1N1P/PPQ2P2/4RRK1 b - -,f8d8 g4g5 f6e4 h3h4 e7d6 f4d6 d8d6 d3e4 d5e4 c2e4,116
r4rk1/5pp1/Bbp2q1p/p2p4/3N4/2P5/PP3PPP/R2Q1RK1 b - -,a8a6 d1d3 a6a8 a1e1 b6d4 c3d4 f8b8 d3d2 b8b4 e1e5,-5
2r2rk1/1b2bppp/p2ppn2/qp6/3RP1PP/PBN1BP2/1PP1Q3/1K5R b - -,f6d7 g4g5 a5b6 h1d1 b7c6 h4h5 b6b8 f3f4 d7c5 f4f5,150
r3kbnr/1p1qp1pp/p4p2/2Pp4/Q2P4/2N5/PP3PPP/R1B1K2R b KQkq -,e7e6 a4d1 g8e7 e1h1 e7c6 a1b1 f8e7 b2b4 e8h8 d1d3,60
r1b2rk1/2p1bp2/pp2pn1Q/3B2N1/3P4/8/PPP2PPP/R3R1K1 b - -,e7e6 a4d1 g8e7 e1h1 e7c6 a1b1 f8e7 b2b4 e8h8 d1d3,Mate
8/8/1k6/2R5/3K2N1/8/1B6/8 b - -,e7e6 a4d1 g8e7 e1h1 e7c6 a1b1 f8e7 b2b4 e8h8 d1d3,Mate
3q1k2/1p2rpbQ/p2pB2p/P2P2p1/2p5/2P3PP/1P6/5RK1 b - -,d8a5 f1f2 a5c5 g1f1 b7b5 f2f3 c5c7 h3h4 g5h4 g3h4,-225
r1b2rk1/pp3ppp/5n2/q2Pp3/1b6/2N1BP2/PPPQB1PP/R3K2R b KQ -,f6d5 a2a3 c8f5 e1f2 b4c3 b2c3 d5c3 h1b1 f8d8 d2e1,-225
r4rk1/pp1q1p2/3P2p1/4B3/nPB1N1b1/1Q6/P1P2P2/2K5 b - -,d7f5 e4f6 g8g7 b3g3 f8h8 f6g4 g7g8 g4e3 f5e4 e5h8,285
5rk1/5pp1/rbp2q1p/p2p4/3N4/2PQ4/PP3PPP/R4RK1 b - -,a6a8 g2g3 b6d4 c3d4 f8b8 b2b3 a5a4 d3c3 a4b3 a2b3,-5
r2q1rk1/1bp2pbp/p4npB/np1Pp3/8/2PP1N1P/PPBQ1PP1/RN2K2R b KQ -,f6d5 e1h1 f8e8 f1e1 d5f4 h6f4 e5f4 e1e8 d8e8 b1a3,-83
rnb2rk1/p4ppp/1p1bpn2/2q5/4N3/2PB1NB1/PP3PPP/R2QK2R b KQ -,c5h5 e4d6 c8a6 d3a6 b8a6 d1e2 a6c5 e1h1 f8d8 a1d1,513
5r2/1p2k3/1p2pq2/2p1p1p1/P3PrRp/2P2P1R/1P2QP2/5K2 b - -,f8d8 f1g2 d8d6 b2b3 d6d7 b3b4 c5b4 c3b4 d7d4 b4b5,-169
3q2k1/p1r2p2/1n1p2p1/7p/P1p3n1/2N1b1P1/1PQ3BP/R2R1K2 b - -,e3c5 f1e1 c7e7 c3e4 g4e3 c2e2 e3g2 e2g2 d8e8 e1f1,-576
r1b1kb1r/1p3ppp/p2ppn2/2nB2B1/3NP3/q1N5/P1PQ1PPP/1R2R1K1 b kq -,a8a7 d4f5 a3a5 d2d4 e6e5 d4e3 c8f5 e4f5 f8e7 g5f6,92
r1b2rk1/2p1Rp2/pp3n1Q/3p2N1/3P4/8/PPP2PPP/R5K1 b - -,a8a7 d4f5 a3a5 d2d4 e6e5 d4e3 c8f5 e4f5 f8e7 g5f6,Mate
r1b1k2r/ppp2ppp/2p5/8/3Bn3/2P5/P1P2PPP/R3KB1R b KQkq -,e8h8 f2f3 e4d6 g2g4 c8e6 d4e5 d6b5 f1b5 c6b5 e1f2,-103
r4rk1/p3nppp/b1p1p3/3pP3/1qP5/1P3N2/P2N1PPP/2RQ1RK1 b - -,c6c5 f1e1 a8d8 d1c2 e7g6 c4d5 d8d5 d2c4 b4b8 e1e4,-34
4r2k/pqp1r1p1/1p4n1/1N2p3/4P2p/1Q3PPP/P1P3K1/3R1R2 b - -,h4g3 b3c4 g6f4 g2g3 a7a6 b5c3 c7c6 d1d2 b7c8 d2h2,-211
