1r5k/6pp/2p5/P5Q1/1P2B3/2P5/5PPK/3RNRn1 b - -,c1c8 e1e2 c8c1 e2e1 c1c7 e1e2 c7d7 e3c3 d6d1 e2e1,Mate
8/2R2pk1/7p/6p1/8/r5P1/4rPPK/5R2 b - -,,0
8/7p/3k2p1/p2p4/P2K2P1/8/7P/8 b - -,h6h5 h2g1 a3a2 c7c6 f7f6 c6c7 g7g6 c7c8 e2d2 c8g8,Mate
r3k2r/3pbp2/bqn1p1pp/1Bp5/P2NP3/1PN4Q/3B1PPP/3R1RK1 b kq -,e8h8 d4c6 d7c6 b5a6 b6a6 d2h6 f8d8 h6f4 e7f6 h3f3,460
7r/prpq1pk1/1p1p2p1/1P1Pp1Q1/P1R1N3/3P1PPb/5P1P/2R3K1 b - -,d7f5 g5f5 g6f5 e4g5 b7b8 c4c7 g7f6 g5h3 h8h3 c1c6,382
2B5/pp2Rp1k/2p2npp/4N3/8/P5P1/1P3P1P/6K1 b - -,f6e4 e7f7 h7g8 f7b7 e4c5 b7a7 g8f8 b2b4 c5a4 e5g6,Mate
R2k4/7p/6r1/8/1p6/3P4/1P1K2PP/8 b - -,d8c7 g2g3 g6h6 h2h4 h6g6 a8a7 c7b6 a7h7 g6g3 d2c2,317
rnbqk2r/pp2ppb1/2pp3p/6p1/2BPP3/2N2NP1/PPPQ1PP1/R3K2R b KQkq -,b8d7 c3d1 d6d5 e4d5 c6d5 c4b5 a7a6 b5a4 g5g4 a4d7,17
r1bqr1k1/3n1pp1/1p2p3/2ppP1nQ/3P3R/P1N3P1/1P1N2BP/5RK1 b - -,f7f5 f1f5 e6f5 g2d5 g5e6 d5e6 e8e6 h5h8 g8f7 h8d8,857
rnbqkb1r/pp2pppp/5n2/8/3Pp3/2N5/PP1B1PPP/R2QKBNR b KQkq -,g7g6 f1b5 c8d7 b5d7 d8d7 g1e2 f8g7 d2g5 b8c6 e1h1,-96
r2qkbnr/pp1npppp/6b1/1BppP3/6PP/5N2/PPPP1P2/RNBQK2R b KQkq -,a7a6 b5d7 d8d7 h4h5 g6e4 d2d3 e4f3 d1f3 e7e6 f3g2,-5
2rk4/1p1b1Qp1/pn1pp3/8/4P3/P1N1q3/1PP3R1/1K3B2 b - -,c8c3 b2c3 b6a4 g2g7 e3b6 b1c1 b6b2 c1d2 b2c3 d2d1,-84
1Q6/4p1kp/3p1p2/8/4p3/2N5/7K/2q5 b - -,c1c3 b8b7 c3e5 h2g2 e4e3 b7b4 d6d5 b4g4 g7f7 g2f1,-1049
R7/2k4p/6r1/8/1p6/3P2P1/1P1K3P/8 b - -,g6f6 a8e8 c7b6 e8e2 f6c6 d3d4 b4b3 d2d3 h7h6 e2e5,377
r3k2r/3pbp2/bq2p1pp/1Bp5/P2nP3/1PNQ4/3B1PPP/3R1RK1 b kq -,a6b7 d2e3 e8h8 b3b4 e6e5 b4c5 e7c5 e3h6 d4b5 d3b5,88
rn1qkb1r/pp3ppp/4pn2/3p3b/3P2PN/P1N2P2/1PP4P/R1BQKB1R b KQkq -,f6g4 h4g2 g4f6 c1g5 h7h6 g5e3 a7a6 g2f4 f8d6 f1e2,-185
2B5/pp3R1k/2p3pp/3nN3/8/P5P1/1P3P1P/6K1 b - -,f6g8 h4g2 h5g6 c1e3 a7a6 g2f4 g8e7 d1d2 b7b5 c3a2,Mate
r7/5k2/4p2P/5pR1/8/5K2/8/8 b - -,a8h8 g5g7 f7f6 g7a7 h8h6 a7a6 f6g5 a6a5 h6h3 f3e2,-556
r4rk1/1b4pp/1p2p3/p1p5/2PP4/1P2q1P1/PQ2PN1P/3R1RK1 b - -,a8d8 d1d3 e3g5 b2d2 g5d2 d3d2 d8d4 d2d4 c5d4 f2g4,47
5k1r/pp1b2p1/3bp3/3p4/8/4BNP1/PP3P1P/2R3K1 b - -,a7a6 e3d4 h8g8 f3e5 f8e7 h2h4 g7g6 g1f1 d6e5 d4e5,40
2r5/6kp/2pr2p1/2Rp1p2/PQ1PqP2/1P5P/5PP1/2R3K1 b - -,c8e8 b4d2 d6e6 c5c2 h7h5 a4a5 h5h4 b3b4 g6g5 f4g5,381
r1b1kbnr/pp1npppp/2p5/q5N1/3Pp3/1BP5/PP3PPP/RNBQK2R b KQkq -,e7e6 g5e4 g8f6 b1d2 f8e7 e1h1 a5c7 f1e1 a7a5 e4f6,67
r1bq1rk1/ppp2ppp/2n2n2/4P3/4PB2/P1PQ4/2P3PP/R3KBNR b KQ -,d8d3 c2d3 f6h5 g2g3 f7f5 e5f6 h5f4 g3f4 f8f6 g1e2,139
r1bqk2r/pp4bp/2np1pp1/2p1p3/4P1nB/2NP1N2/PPPQBPPP/R4RK1 b kq -,e8h8 c3d5 c8e6 c2c4 a7a5 a2a3 g4h6 b2b4 c5b4 h2h3,-16
1r4k1/6pp/pbR5/1p6/3prP2/6P1/6KP/R4B2 b - -,b5b4 a1a6 b6d8 f1c4 g8f8 c6d6 e4e3 a6a7 d8f6 d6d7,-23
8/7p/8/p1kp2p1/P5P1/2K5/7P/8 b - -,b5b4 a1a6 b6d8 f1c4 g8f8 c6d6 e4e3 a6a7 d8f6 d6d7,Mate
8/4p1k1/2P3p1/Rp1B1p2/1P6/2b2P1P/4K3/1r6 b - -,b1b2 e2d3 c3b4 a5b5 b2d2 d3e3 f5f4 e3f4 b4d6 f4e3,28
r1b2r1k/ppN4p/2np1pq1/2b1p3/2B1P3/5N1P/PPP2PP1/R2Q1RK1 b - -,c8h3 f3h4 g6e4 d1h5 h3g4 c4d5 g4h5 d5e4 a8b8 c7e6,-44
8/5k2/4p3/r4pRP/8/5K2/8/8 b - -,a5a8 g5g2 a8h8 g2h2 e6e5 f3e3 f7f6 e3d3 h8h6 h2h1,-493
r1bq1rk1/ppp2pbp/5np1/1B6/3N4/2N1Q3/PPP2PPP/3R1RK1 b - -,f6d5 e3g3 d5c3 b2c3 d8d5 f1e1 g7d4 a2a4 d4f2 g3f2,-108
rnbqk2r/ppp1ppb1/3p3p/6p1/2BPP3/2N2NP1/PPP2PP1/R2QK2R b KQkq -,e7e6 e4e5 b8c6 e5d6 e8h8 e1h1 c7d6 d4d5 c6a5 c4d3,3
8/p4k2/2p5/P4p2/4q3/2B3R1/1P4p1/6K1 b - -,f5f4 g3g2 f7e6 g2f2 e6f5 g1f1 e4d3 f1g2 f5g4 c3e1,-487
1K6/P5p1/6Pk/R6P/8/8/4r3/8 b - -,e2e6 a5a4 h6h5 a7a8q e6e8 b8b7 e8a8 a4a8 h5g6 b7c6,474
1r4k1/6pp/1bR5/pB6/3prP2/6P1/6KP/R7 b - -,,0
r1bqrk1Q/3n1pp1/1p2p3/2ppP1n1/3P3R/P1N3P1/1P1N2BP/5RK1 b - -,f8e7 h8h5 f7f6 h4g4 e8h8 h5g6 d8e8 g6g7 e7d8 e5f6,466
8/7p/8/p1k3p1/P2p2P1/3K4/7P/8 b - -,f8e7 h8h5 f7f6 h4g4 e8h8 h5g6 d8e8 g6g7 e7d8 e5f6,Mate
r4r1k/ppN4p/2np1pq1/2b1p3/2B1P2N/7b/PPP2PP1/R2Q1RK1 b - -,g6e4 d1h5 h3g4 c4d5 g4h5 d5e4 a8b8 c7e6 f8g8 e6c5,-37
3k4/1p1b1QR1/p2pp3/8/n3P3/P1P1q3/2P5/1K3B2 b - -,e3b6 b1c1 b6b2 c1d2 b2c3 d2d1 a4c5 f1d3 c3a3 f7f6,-77
r2q1rk1/1b3ppp/5n2/p3P3/1pP5/3BP3/3BQPPP/R4RK1 b - -,f6e4 d2c1 a5a4 c1b2 e4c5 b2d4 c5d3 e2d3 d8c7 f2f3,-145
r4rk1/2q2Ppp/2p3n1/2p3P1/2P1Q3/pP6/P2N3P/4RRK1 b - -,f8f7 f1f7 c7f7 e4e6 f7e6 e1e6 g6f4 e6e7 g8f8 e7e3,-21
4r3/6kp/2pr2p1/2Rp1p2/P2PqP2/1P5P/3Q1PP1/2R3K1 b - -,h7h5 b3b4 e4e6 a4a5 h5h4 d2c3 e8b8 c1e1 e6d7 e1e5,389
6k1/pB3R2/2p3pp/3nN3/8/P5P1/1P3P1P/6K1 b - -,h7h5 b3b4 e4e6 a4a5 h5h4 d2c3 e8b8 c1e1 e6d7 e1e5,Mate
r1bqr3/3nkpQ1/1p2p3/2ppP1n1/3P3R/P1N3P1/1P1N2BP/5RK1 b - -,e8f8 g7g5 e7e8 g5f4 d8e7 f1e1 c5d4 c3b5 d7c5 f4d4,632
rnbqk2r/ppp1ppb1/3p3p/6pn/2BPP3/2N2NB1/PPP2PPP/R2QK2R b KQkq -,,0
7R/2k5/6r1/7p/1p6/3P2P1/1P1K3P/8 b - -,g6f6 d2e3 f6c6 h8h7 c7b6 h7h5 c6c2 e3d4 c2b2 d4c4,436
r2q4/1p1b1kp1/4pP1p/p7/3Q4/2BP4/PPP3PP/5RK1 b - -,d7a4 f6g7 f7e7 d4c5 d8d6 c5d6 e7d6 f1f8 a8f8 g7f8q,1303
r2r2k1/pp2ppbp/2n1qnp1/2ppN3/3P1P2/1P2PN2/PBP3PP/R2Q1RK1 b - -,c6e5 f4e5 f6e4 d4c5 e6c6 b3b4 b7b6 c5b6 a7b6 d1d3,-4
5b2/8/3pk3/3N4/8/8/8/6K1 b - -,c6e5 f4e5 f6e4 d4c5 e6c6 b3b4 b7b6 c5b6 a7b6 d1d3,Mate
7R/2k5/8/6rp/1p6/3PK1P1/1P5P/8 b - -,g5e5 e3d4 e5e2 h8h5 e2b2 d4c4 b2d2 c4b4 d2d3 b4c5,464
r1b2rk1/pp4pp/2B1pp2/2b5/5B2/5N2/PPP2PPP/R2R2K1 b - -,b7c6 f4d6 c5d6 d1d6 a8b8 b2b3 b8b6 a2a4 e6e5 f3d2,46
r2qk2r/pbpn1ppp/1p1bpn2/3p4/2P5/1P1P1NP1/PB2PPBP/RN1Q1RK1 b kq -,e8h8 b1c3 f8e8 f1e1 h7h6 e2e4 d5e4 d3e4 e6e5 f3h4,21
8/4k3/2K5/2N5/2B5/8/8/8 b - -,e7f6 c4d5 f6g7 c5e4 g7f8 c6d6 f8g7 d6e6 g7g6 e4c3,223
r1n3k1/5ppp/2p1p1b1/R7/2NPP3/2P3P1/5PBP/6K1 b - -,a8a5 c4a5 c8d6 c3c4 d6e4 f2f3 e4d2 g1f2 g6d3 c4c5,237
4r3/PK4p1/6Pk/R6P/8/8/8/8 b - -,e8d8 a7a8q d8b8 b7c7 b8c8 c7d7 c8d8 d7e6 d8a8 a5a8,967
r3kb1r/ppq1pppp/2p1P3/3b4/P2Q1B2/5P2/1PP3PP/R3KB1R b KQkq -,c7d8 e6f7 d5f7 d4c3 e7e6 a4a5 d8d5 a5a6 b7b6 f1c4,242
7R/2k5/8/4r2p/1p1K4/3P2P1/1P5P/8 b - -,e5e2 h8h5 e2b2 d4c4 c7d6 d3d4 b2d2 h5h4 d2b2 h4h6,476
r1b2rk1/p5pp/2pBpp2/2b5/8/5N2/PPP2PPP/R2R2K1 b - -,c5d6 d1d6 a8b8 b2b3 b8b6 a2a4 e6e5 f3d2 a7a5 a1f1,49
2r5/p4k1p/2p3pB/3nr2q/7P/P4PK1/1P1Q1P2/2RR4 b - -,e5f5 c1c4 h5f3 g3h2 c8e8 d1e1 e8e1 d2e1 d5b6 c4c3,-28
2n3k1/5ppp/2p1p1b1/N7/3PP3/2P3P1/5PBP/6K1 b - -,c8d6 c3c4 d6e4 f2f3 e4d6 c4c5 d6b5 a5c6 g8f8 g1f2,233
8/pp2r1k1/2n5/2pQ1R2/P3p3/2P2qPP/1P3P2/6K1 b - -,a7a5 f5f3 e4f3 d5f3 c6e5 f3e4 e5g6 e4g4 e7e1 g1g2,589
5R2/6pk/7p/3q4/3p2P1/3Q3P/2r2P1K/8 b - -,g7g6 d3c2 d5d6 h2g2 d6f8 c2c7 h7h8 c7e5 h8h7 e5d4,Mate
8/2k5/8/7R/1p1K4/3P2P1/1P2r2P/8 b - -,e2b2 d4c4 c7d8 h5h8 d8c7 d3d4 b2d2 h8h4 d2b2 h4h7,476
r2r2k1/2qnbppp/b1n1p3/ppppP3/5B1P/3PNNP1/PPP1QPB1/R3R1K1 b - -,a5a4 e3d5 e6d5 e5e6 e7d6 f4d6 c7d6 e6d7 d8d7 e2d2,68
1Q6/4p1kp/3p1p2/7r/4p3/2N1q2P/1Q6/2R4K b - -,a5a4 e3d5 e6d5 e5e6 e7d6 f4d6 c7d6 e6d7 d8d7 e2d2,Mate
8/p7/2p1k3/P7/4qp2/2B5/1P3R2/6K1 b - -,e6f5 g1f1 f5g4 c3e1 e4h1 f1e2 c6c5 e2d1 h1e4 f2c2,-515
rn3rk1/p4ppp/2pbpn2/q6b/1p6/PB1PBP1N/1PP1Q1PP/2KR3R b - -,b4a3 e3d4 b8d7 e2d2 d6b4 d2g5 c6c5 b2a3 c5d4 a3b4,-623
r1b2rk1/p5pp/2pRpp2/8/8/5N2/PPP2PPP/R5K1 b - -,a8b8 b2b3 b8b6 a2a4 e6e5 f3d2 a7a5 a1f1 f8e8 f2f4,47
8/2k5/8/7R/1pK5/3P2P1/1r5P/8 b - -,c7c6 d3d4 b4b3 c4c3 b2b1 h5c5 c6b6 c5g5 b1d1 h2h4,481
6k1/2p4p/1p1p4/p1PP2p1/8/R1P5/P3r1PP/6K1 b - -,d6c5 c3c4 g8g7 g2g4 e2e4 h2h3 g7f7 a3f3 f7e7 f3c3,-362
rn1qkb1r/pp3ppp/4p3/3p3b/3P2PN/P1N5/1PP4P/R1BQKB1R b KQkq -,d8h4 e1d2 h5g4 d1e1 h4g5 e1e3 g5e3 d2e3 b8c6 h2h3,-379
r5k1/1b4pp/1p2p3/p1p5/2PP4/1P2q1P1/PQ2PR1P/3R2K1 b - -,a8d8 b2c1 e3e4 d4d5 e6d5 c1g5 d8d6 c4d5 e4e8 g5f4,306
1Q6/4p1kp/3p1p2/8/4p3/2N1q2r/7Q/2R4K b - -,e3c1 h1g2 h3h2 g2h2 c1c3 b8b1 c3e5 h2g2 e4e3 b1b4,-1107
8/pp2r1k1/8/2pQn3/P3p3/2P2RPP/1P3P2/6K1 b - -,b7b6 f3f5 e5f7 f5f7 e7f7 d5e4 f7f6 h3h4 g7f8 g1g2,808
8/8/4pkR1/5p1P/4r3/5K2/8/8 b - -,f6f7 f3g3 e4b4 g6h6 b4g4 g3f3 f7e7 h6h8 e7d6 h8d8,-60
2r3k1/1b2bppp/1pqppn2/rN2n3/P1P1P3/2N1BP2/4B1PP/R1RQ2K1 b - -,b7a8 c3d5 e6d5 c4d5 c6b7 c1c8 b7c8 e3b6 a5a6 a4a5,113
8/2k5/8/7R/1pK4P/3P2P1/8/1r6 b - -,c7d6 h5b5 d6c6 b5g5 b4b3 c4c3 b3b2 h4h5 b1d1 c3b2,489
r2qk2r/pb1n1ppp/1p1bpn2/2pP4/8/1P1P1NP1/PB2PPBP/RN1Q1RK1 b kq -,e6d5 e2e4 d6e7 e4e5 f6g4 d3d4 g4h6 b1c3 e8h8 f3e1,128
r1bq1rk1/ppp2ppp/2n2n2/4p3/3PPB2/P1PQ1N2/2P3PP/R3KB1R b KQ -,e5f4 g2g3 c8g4 f1e2 d8e7 e4e5 f6d5 e1h1 f4g3 h2g3,-431
8/2k5/8/1R6/2K4P/1p1P2P1/8/1r6 b - -,b1g1 d3d4 g1g3 b5b3 g3g6 b3h3 c7d6 h4h5 g6h6 c4d3,472
r1b2rk1/p5pp/2pR1p2/4p3/8/8/PPPN1PPP/R5K1 b - -,a8b8 b2b3 b8b6 c2c3 c6c5 d6d5 c8e6 d5c5 f8d8 d2f1,56
r2qk2r/pb1n1ppp/1p1b1n2/2pp4/4P3/1P1P1NP1/PB3PBP/RN1Q1RK1 b kq -,d6e7 e4e5 f6g4 d3d4 e8h8 f3e1 g4h6 b1c3 c5d4 d1d4,148
8/pp2r1k1/8/2Q1n3/P7/2P2pPP/1P3P2/6K1 b - -,e5g6 c5a7 g7g8 a7d4 e7f7 d4g4 g8h7 g1h2 h7h6 g4d4,658
B1qk3r/3n1ppp/p2p1b2/8/1p3P2/6Q1/PPP3PP/2KRR3 b - -,c8a8 d1d6 d8c8 g3b3 a8b7 e1d1 d7b6 b3b4 b6a4 b4a4,277
r3kb1r/pp2pppp/1qp1P3/3b4/P4B2/2Q2P2/1PP3PP/R3KB1R b KQkq -,a7a6 a4a5 b6a7 f1c4 a7c5 e6f7 e8f7 c4d5 c5d5 a1d1,350
r4rk1/pb1pb3/1pn1q3/2p1P1pp/P1P1Pp2/B1P5/3NBPPP/R2Q1RK1 b - -,g5g4 a4a5 c6e5 f2f3 f8f7 a3c1 a8f8 g1h1 f7g7 a5b6,-239
rn2kb1r/pp3ppp/4p3/3p3b/3P2Pq/P1N5/1PPK3P/R1BQ1B1R b kq -,h5g4 d1e1 h4g5 e1e3 g5e3 d2e3 b8c6 f1d3 f7f6 h1g1,-392
8/8/2K2k2/2N5/8/8/4B3/8 b - -,f6e5 e2f3 e5d4 f3d5 d4c3 c6d6 c3d4 d5e6 d4e3 c5d7,214
6k1/2p4p/1p1p4/p2P2p1/2P5/R1P4P/P3r1P1/6K1 b - -,g8g7 c4c5 d6c5 g1f1 e2c2 a3a4 c2c3 a4g4 g7f6 h3h4,-393
5rk1/1b4pp/1p2p3/p1p5/2PP4/1P2q1P1/PQ2PR1P/5RK1 b - -,f8f2 f1f2 e3e4 d4d5 e6d5 c4d5 e4d5 f2f3 c5c4 b2c1,228
8/2k5/8/8/2K4P/1R1P2P1/8/6r1 b - -,g1g3 d3d4 g3g1 b3h3 g1c1 c4d5 c1c6 h4h5 c6h6 d5e5,522
r2qkb1r/ppp1pppp/2n2n2/3p4/3P1P2/4PQ2/PPPN2PP/R1B1KB1R b KQkq -,e7e6 c2c3 c6e7 f1d3 c7c6 g2g4 g7g6 e1h1 a7a5 b2b3,39
5R2/P7/5k2/6p1/r7/8/6K1/8 b - -,e7e6 c2c3 c6e7 f1d3 c7c6 g2g4 g7g6 e1h1 a7a5 b2b3,Mate
r2qk2r/pb1nbppp/1p3n2/2ppP3/8/1P1P1NP1/PB3PBP/RN1Q1RK1 b kq -,f6g4 d3d4 e8h8 f3e1 g4h6 b1c3 c5d4 d1d4 e7c5 d4f4,145
8/8/4p1RP/4kp2/4r3/5K2/8/8 b - -,e4h4 f3g3 h4h5 g3f3 f5f4 f3g4 h5h1 g6g5 e5e4 g5a5,-3
8/2k5/8/8/2KP3P/1R4r1/8/8 b - -,g3g6 c4d5 g6h6 b3h3 c7d8 h4h5 d8e7 d5e4 e7e6 e4f4,582
rn1qkbnr/ppp2ppp/4p3/3p1b2/3P1B2/4P2P/PPPN1PP1/R2QKBNR b KQkq -,f8d6 f4d6 c7d6 g1e2 h7h6 e2g3 f5g6 g3h5 g8f6 h5f6,29
3r2k1/5qpp/2Q3n1/2p3P1/2P5/pP3N2/P6P/4R1K1 b - -,d8f8 e1e3 g6h4 g1f2 f7f4 e3e8 f4h2 f2e3 h2f4 e3f2,-212
r1b2bnr/ppp1pkpp/2n5/qN6/8/5Q2/P1PP1PPP/R1B1K1NR b KQ -,g8f6 a1b1 a7a6 b5c3 e7e6 c1b2 a5e5 g1e2 f8d6 g2g4,-456
1k1r4/ppp2p2/2q2n2/2P3p1/2Pp3r/5PpB/P5P1/RN1Q1RK1 b - -,d4d3 b1c3 c6c5 g1h1 c5f5 h1g1 d8h8 d1d2 f5c5 f1f2,-831
r5N1/ppk2p2/2p4p/4n3/4P2p/8/PPK2PPP/5B1R b - -,a8d8 g8h6 d8d4 f2f3 h4h3 h6f5 d4d8 g2h3 e5f3 f1d3,480
r2qkb1r/ppp2ppp/2n1pn2/3p4/3P1P2/2P1PQ2/PP1N2PP/R1B1KB1R b KQkq -,c6e7 f1d3 c7c6 e3e4 f6e4 d2e4 d5e4 f3e4 e7f5 c1d2,33
r2qk2r/pb1nbppp/1p6/2ppP3/3P2n1/1P3NP1/PB3PBP/RN1Q1RK1 b kq -,e8h8 f3e1 g4h6 b1c3 c5d4 d1d4 f8e8 c3d5 e7c5 d4f4,127
rnb1r1k1/pp1q2p1/4p1QP/2p3B1/3P4/8/PPP2PP1/R3K2R b KQ -,e8f8 h6g7 d7g7 g6g7 g8g7 g5h6 g7g8 h6f8 c5d4 f8d6,Mate
7r/1p3pk1/4p3/p3P1P1/P3q1bn/2p1B3/5QR1/R5K1 b - -,e8f8 h6g7 d7g7 g6g7 g8g7 g5h6 g7g8 h6f8 c5d4 f8d6,Mate
rn3rk1/pQp1q1bp/4b1p1/4p3/1PP1p3/P4NP1/5PBP/R1B2RK1 b - -,e4f3 b7a8 f3g2 f1e1 b8d7 a8g2 e7f7 c1b2 e6c4 a1d1,-282
1rbqr1k1/5pb1/p2p2pp/2pPP3/2n2P2/5NP1/1PQ3BP/R2N1RK1 b - -,d6e5 c2c4 e5f4 c4f4 b8b4 f4d2 c8d7 d1c3 d8b6 f1f2,156
2q2rk1/p3ppb1/6pp/Q7/4B1PP/1P2rP2/P1P5/2KR3R b - -,c8b8 c1b1 b8f4 g4g5 h6h5 d1d7 f8e8 d7c7 f4d6 h1c1,-41
rn1qk1nr/ppp2ppp/3Bp3/3p1b2/3P4/4P2P/PPPN1PP1/R2QKBNR b KQkq -,d8d6 c2c4 d6b4 c4d5 e6d5 d1b3 b4b3 d2b3 b8d7 g2g4,43
7r/1p3pk1/4p3/p3P1P1/P3q1b1/2p1Bn2/5QR1/R4K2 b - -,d8d6 c2c4 d6b4 c4d5 e6d5 d1b3 b4b3 d2b3 b8d7 g2g4,Mate
r2q1rk1/pb1nbppp/1p6/2ppP3/3P2n1/1P4P1/PB3PBP/RN1QNRK1 b - -,g4h6 b1c3 c5d4 d1d4 f8e8 e1d3 e7c5 d4f4 d7f8 a1d1,146
r4rk1/p4pp1/2p3p1/8/2PQ1P2/8/PBP3PP/5b1K b - -,f1g2 h1g2 f7f6 d4c5 f8e8 g2f3 e8e6 b2d4 a8d8 h2h4,Mate
8/4k2r/7P/2KP4/8/7R/8/8 b - -,e7d7 h3h5 d7e7 c5c6 e7d8 c6d6 d8e8 d6e6 e8f8 h5h3,782
r2qkb1r/ppp1pppp/2n2N2/5b2/8/1P6/P1PPQPPP/R1B1KBNR b KQkq -,g7f6 c2c3 e7e5 g1f3 d8d7 f3h4 f5e6 c1b2 f8h6 e1a1,-112
rn2k1nr/ppp2ppp/3qp3/3p1b2/2PP4/4P2P/PP1N1PP1/R2QKBNR b KQkq -,g8e7 c4c5 d6d7 b2b4 e6e5 d4e5 b8c6 a2a3 c6e5 g1f3,43
r1bq1rk1/pp1pppbp/6p1/8/2BpP1n1/3P1Q2/PPP1NPPP/R1B2RK1 b - -,d8c7 f3g4 d7d5 g4h4 d5c4 c1h6 f7f6 h6g7 g8g7 f2f4,19
r4rk1/p5p1/2p2pp1/8/2PQ1P2/7P/PBP3P1/5b1K b - -,a8d8 d4f2 d8d1 f2e3 f1c4 h1h2 c4f7 b2c3 f8e8 e3f3,-177
4r3/6kp/2prq1p1/P1Rp1p2/3P1P2/1P5P/3Q1PP1/2R3K1 b - -,h7h5 d2c3 e8b8 c1e1 e6f6 b3b4 g7h6 e1e5 b8a8 g1h2,409
r2q1rk1/pb1nbppp/1p5n/2ppP3/3P4/1PN3P1/PB3PBP/R2QNRK1 b - -,a8c8 c3d5 b7d5 g2d5 c5d4 d1e2 d7c5 d5c4 d8d7 a1d1,142
r5k1/p3ppbp/1r4pn/1Qqp1b2/P4P2/2P1PN2/1P2B1PP/R1B2RK1 b - -,b6b5 a4b5 f5c8 f3d4 g7d4 e3d4 c5b6 c1d2 h6f5 a1a4,-407
r4rk1/pb4pp/2pR1p2/4p3/2N5/8/PPP2PPP/R5K1 b - -,c6c5 f2f3 f8c8 c4a5 c8c7 b2b3 a8c8 a1d1 b7c6 d6c6,74
8/1p3pk1/4p3/p3P1P1/P3q1b1/2p1Bn2/5Q2/R4KRr b - -,c6c5 f2f3 f8c8 c4a5 c8c7 b2b3 a8c8 a1d1 b7c6 d6c6,Mate
r3k2r/3pbp2/Bq2p1pp/2p5/P3P3/1nNQ4/3B1PPP/3R1RK1 b kq -,e7g5 d2g5 h6g5 d3d7 e8f8 a6c4 f8g7 c4b3 b6b3 d7d2,400
7r/prpq1pk1/1p1p2p1/1P1Pp1Q1/P1RnN3/3P1BPb/4PP1P/2R3K1 b - -,d4b3 g5f6 g7g8 c1c3 b3c5 d3d4 e5d4 f6d4 c5e4 f3e4,328
r1bq1rk1/ppp2ppp/2n2n2/8/3PPp2/P1PQ1N2/2P1B1PP/R3K2R b KQ -,f8e8 e4e5 f6d5 e1h1 d5e3 d3d2 c6e7 f3g5 e7g6 h2h4,-437
8/3r4/2KPk2P/8/8/4R3/8/8 b - -,c8g4 e1h1 f8e8 e4e5 f6d5 a1b1 c6e7 c3c4 g4f5 d3d2,Mate
1k2r3/pr4p1/1q3p1p/4P3/3PQ3/7P/1PR3P1/1K1R4 b - -,e8e7 e4f4 b7c7 d1d3 c7c2 b1c2 b6c6 c2b1 f6e5 d4e5,207
rr6/1p1kb1p1/1Pp2p2/2Pp1b1B/3B4/4P3/5PPP/R2R2K1 b - -,g7g6 h5e2 f5c2 d1c1 a8a1 c1a1 d7e6 g1f1 c2b3 a1a7,231
r2q1rk1/pb1nbppp/1p5n/3pP3/3Q4/1PN3P1/PB3PBP/R3NRK1 b - -,f8e8 e1d3 e7c5 d4f4 d7f8 a1d1 f8e6 f4f3 e6d4 f3h5,158
r2qk2r/bpp2pp1/p1npBn1p/4p3/P3P3/2PP1N1P/1P1N1PP1/R1BQK2R b KQkq -,,0
3r1rk1/pb4pp/2pR1p2/4p3/2N5/8/PPP2PPP/3R2K1 b - -,d8d6 d1d6 f8f7 d6d8 f7f8 d8d7 b7c8 d7c7 c8f5 c4e3,162
r5k1/p3ppbp/6pn/1Pqp1b2/5P2/2P1PN2/1P2B1PP/R1B2RK1 b - -,f5d7 a1a6 h6f5 f3d4 g7d4 e3d4 f5d4 c3d4 c5d4 g1h1,-401
8/5P2/4K1kP/7R/8/8/8/5r2 b - -,,0
r4rk1/p3ppbp/2pp1np1/8/1P2PP2/2NPB3/1P4PP/R4RK1 b - -,f6g4 e3f2 a8b8 a1a4 b8b7 f1a1 f7f5 f2a7 f5e4 h2h3,-68
r3k2r/3pbp2/Bq2p1pp/2p5/P3P3/2NQ4/3R1PPP/5RK1 b kq -,a8d8 a6c4 e8h8 g2g3 b6a5 d2a2 h6h5 c3b5 h5h4 d3f3,391
1k2r3/pr4p1/1q5p/4P3/4Q3/7P/1PR3P1/1K1R4 b - -,b7f7 d1d3 f7e7 e4a4 b8a8 d3d6 b6b7 c2d2 e8b8 d6d8,319
Q4R2/4k3/8/6p1/r7/8/6K1/8 b - -,b7f7 d1d3 f7e7 e4a4 b8a8 d3d6 b6b7 c2d2 e8b8 d6d8,Mate
r2qr1k1/pb1nbppp/1p5n/3pP3/3Q4/1PNN2P1/PB3PBP/R4RK1 b - -,e7c5 d4f4 d7f8 a1d1 f8e6 f4f3 e6d4 f3h5 h6f5 b3b4,146
rn3rk1/p4ppp/2pbpn2/q6b/8/PB1PBP1N/2P1Q1PP/2KR3R b - -,d6a3 c1b1 f6d5 b3d5 c6d5 c2c3 b8c6 b1c2 d5d4 d1c1,-921
4r1k1/5pp1/2p5/6p1/2P5/7P/1q1R1PP1/3QrRK1 b - -,e1d1 d2b2 e8e1 f1e1 d1e1 g1h2 e1c1 b2b4 c1c3 h2g1,-17
8/5P1P/4K3/7k/8/8/8/5r2 b - -,e1d1 d2b2 e8e1 f1e1 d1e1 g1h2 e1c1 b2b4 c1c3 h2g1,Mate
