1r5k/6pp/2p5/P5Q1/1P2B3/2P5/5PPK/3RNRn1 b - -,c1c8 e1e2 c8c1 e2e1 c1c7 e1e2 c7d7 e3c3 d6d1 e2e1,Mate
r2q1rk1/5pp1/p1bNp1n1/1p2P1Rp/n1pB4/P5Q1/2P2PPP/4RBK1 b - -,a4b6 g5h5 b6c8 h5g5 c8d6 e5d6 e6e5 d4e5 f8e8 c2c3,305
2r2r2/bp2kpQp/p7/3NPp2/3p4/7P/PPb1q1P1/2R2R1K b - -,e7d7 f1e1 c2e4 d5f6 d7e6 e1e2 c8c1 h1h2 c1c8 f6e4,369
r1b4Q/p3kp1p/2p2np1/q3n3/1p2P3/3B4/PPP2PPP/1NKR3R b - -,a5c5 d3e2 c8b7 h8g7 c5f2 d1d2 f2h4 g2g3 h4g5 h2h4,68
1r2k1r1/pbppnp1p/1bn2P2/7q/Q7/B1PB1N2/P2R1PPP/R5K1 b - -,h5f3 d3e4 g8g2 g1h1 c6e5 e4f3 b7f3 a4d1 e7g6 d1f3,-657
r2qk2r/1pp3pp/p1p2p1n/4p2b/N3P3/3PPN1P/PPP3P1/R3QRK1 b kq -,d8e7 e1c3 a6a5 a2a3 h6f7 f3h4 e8h8 b2b4 a5b4 a3b4,11
rnbq1rk1/p4pb1/3ppn1p/2pP2p1/PpP5/3QPNB1/1P1N1PPP/R3KB1R b KQ -,e6e5 e3e4 f6h5 h2h3 f7f5 d3b1 f8e8 f1d3 h5f4 e4f5,-92
5N2/6p1/8/3k1KN1/8/8/8/8 b - -,d5d4 f5f4 d4d3 f8g6 d3e2 g6h4 e2d3 f4e5 d3e3 h4f5,76
2rqr2k/pp4pp/5p2/4n3/3p1Bb1/Q5P1/PPP2PBP/R4RK1 b - -,c8c2 f4e5 e8e5 g2f3 g4f3 a3f3 c2b2 f3d3 h7h6 a1c1,-233
5N2/6p1/6K1/6N1/3k4/8/8/8 b - -,d4d5 g6f5 d5d4 f8e6 d4d5 f5f4 g7g6 e6f8 d5d4 f8d7,84
r3N1k1/4bppp/ppb1p3/4B3/PPP5/8/4BPPP/3R2K1 b - -,c6e8 b4b5 a6b5 a4b5 e7c5 g2g4 g8f8 g1f1 h7h6 h2h4,58
2r2r2/bp1k1pQp/p7/3NPp2/3p4/7P/PPb1q1P1/2R1R2K b - -,c2e4 d5f6 d7e6 e1e2 c8c1 h1h2 c1c8 f6e4 f5e4 g7g4,378
1q1rr1k1/1Pbn1ppp/B3p3/4n3/p2NP3/P4P2/2RQ2PP/1R4BK b - -,f7f5 e4f5 e6f5 f3f4 d7f6 f4e5 c7e5 c2c8 d8c8 b7c8r,594
r1b4Q/p3kp1p/2p2np1/4n3/1p2PP2/3B4/qPP3PP/1NKR3R b - -,c8b7 h8g7 e5d3 d1d3 b7a6 d3f3 a6e2 f3e3 e2c4 g7h6,331
3rqb1k/1bp2ppp/1p2n3/3Np3/p3P3/P1P1B1PB/1P1R1P1P/3Q2K1 b - -,h7h6 c3c4 b7c6 d1h5 c6d5 e4d5 e6c5 d2e2 f7f6 h5e8,42
2r2rk1/pbq1Bpp1/1p2p3/3n4/2n1Q3/P1N2N2/1P3PPP/3RR1K1 b - -,d5e7 e4g4 b7f3 g4f3 c4b2 d1c1 f8d8 c3e2 c7e5 e2f4,-527
2rRn1k1/2q1Pppp/p7/1p3P2/8/1B2Q3/P5PP/6K1 b - -,c8d8 b3f7 g8h8 e7d8r c7d8 e3e8 d8e8 f7e8 h8g8 g1f2,568
r1bqk2r/pppp1pp1/2n2B1p/2b1p3/4P3/3P4/PPP1BPPP/RN1QK1NR b KQkq -,d8f6 g1f3 a7a6 e1h1 d7d6 h2h3 c8e6 b1c3 c6e7 a1b1,-94
2rr2k1/pq2ppbp/p5p1/8/8/1PP1QN1P/P4PP1/2R2RK1 b - -,c8c6 e3e4 b7c7 c3c4 a6a5 f1d1 d8d1 c1d1 a5a4 g2g3,8
r4rk1/1b1nqpp1/pb2p3/1pppP2Q/5P1P/2P1PNB1/PP4P1/R3K2R b KQ -,f8d8 f3g5 d7f8 e1h1 c5c4 f1f3 f7f6 e5f6 e7f6 g3f2,-269
r2qkb1r/pp3ppp/2n1pn2/2pp1b2/3P1P1N/2P1P3/PP1N2PP/R1BQKB1R b KQkq -,f5g4 f1e2 g4e2 d1e2 f8d6 e1h1 e8h8 g2g4 g7g6 g1h1,-74
8/p4k2/1p2pp2/3B2pN/6P1/1Pn5/P4PP1/6K1 b - -,e6d5 a2a3 c3b1 g1f1 b1a3 f1e2 a3b5 e2d3 a7a5 h5g3,-312
6k1/8/6P1/4K3/8/5r2/8/8 b - -,e6d5 a2a3 c3b1 g1f1 b1a3 f1e2 a3b5 e2d3 a7a5 h5g3,Mate
rnbq1rk1/p4pb1/3p1n1p/2pPp1p1/PpP1P3/3Q1NB1/1P1N1PPP/R3KB1R b KQ -,f6h5 d3b1 h5f4 h2h3 f7f5 b1c2 b4b3 d2b3 f5e4 f3d2,-93
1r3rk1/3b1ppp/1q2pn2/1p6/1bpP4/1PN1PBP1/1B3P1P/R2Q1RK1 b - -,b4c3 b2c3 b5b4 c3d2 c4c3 d2c1 d7b5 f1e1 f8d8 d1c2,-241
r1b2rk1/ppq2p1p/2n1pnp1/2Pp4/Q7/2PBPNP1/PP1N1PP1/R3K2R b KQ -,h7h5 e1h1 e6e5 e3e4 f8d8 b2b4 c8g4 f1e1 a7a5 b4b5,104
r2q1rk1/5ppp/p1bNp1n1/1p2P2Q/n1pB2R1/P7/2P2PPP/4RBK1 b - -,d8c7 e1e3 h7h6 e3g3 a8d8 g4g6 f7g6 h5g6 c7e7 g6h6,387
2r2rk1/pbq1npp1/1p2p3/8/2n4Q/P1N2N2/1P3PPP/3RR1K1 b - -,b7f3 d1c1 e7g6 h4h3 f3g2 h3g2 c4b2 c3a2 c7f4 g2g3,-616
rnb1k2r/pppp1ppp/8/3Pp3/2P1n2q/3K3P/PP2P1P1/RNBQ1BNR b kq -,e4f2 d3c2 h4c4 b1c3 f2d1 c2d1 e8h8 h3h4 d7d6 h4h5,-461
r2q4/1p3pkp/p1B3p1/2Pp4/1P2r3/P3P3/2PQ1P1P/R4RK1 b - -,b7c6 f2f4 a6a5 a1b1 d8e7 d2c3 f7f6 b4a5 e4c4 c3d2,-90
1rr3k1/1b2bppp/p3p3/2qpP1P1/3N1P2/1PPQ3P/6B1/1RR4K b - -,c5c7 b3b4 g7g6 h3h4 a6a5 b4a5 c7a5 b1a1 a5c5 h4h5,-23
rnbq1rk1/p4pb1/3p3p/2pPp1pn/PpP1P3/3Q1NBP/1P1N1PP1/R3KB1R b KQ -,f7f5 d3b3 b8d7 f1d3 d7f6 b3c2 c8d7 g3h2 d8e7 e1a1,-100
rn3rk1/6pp/1ppqppb1/P7/P1BPPn2/2B2N2/5PPP/R2RQ1K1 b - -,c6c5 e1e3 b8d7 d4c5 d6c5 c4f1 f8f7 a5b6 c5e3 f2e3,482
8/p4k2/1p3p2/3p2pN/6P1/PPn5/5PP1/6K1 b - -,c3b1 g1f1 b1a3 f1e2 a3b5 e2d3 a7a5 h5g3 f7e7 g3f5,-314
r1b2r2/p1q2pkR/2nnp1P1/1p6/2pPN3/5B2/PPP1PB2/2K2R2 b - -,g7g6 f1g1 g6h7 g1h1 h7g6 h1g1 g6h7,Mate
r1bqkb1r/5ppp/p1pp1n2/8/2BQPB2/2N5/PPP3PP/R3K2R b KQkq -,c6c5 d4d3 f8e7 e1a1 e8h8 f4d6 f6g4 d3g3 e7d6 d1d6,237
2r3k1/pq1rppbp/p5p1/8/2P5/1P2QN1P/P4PP1/2R2RK1 b - -,d7d6 f1e1 g7f6 e3h6 f6g7 h6f4 a6a5 f3e5 d6f6 f4d2,37
8/1p1q2k1/pPnN1pp1/P1PQ1P1p/7P/6P1/4r1BK/8 b - -,,0
4r1bk/1p3Pq1/p1p2n1p/Pn2N3/1P2PQ2/3P1B1P/7K/1R6 b - -,e8e5 f7f8q g7f8 f4e5 f8g7 e5g3 f6d7 b1g1 g7g3 g1g3,39
r7/4ppkp/pp3np1/8/3N4/1P4P1/P3PPKP/2R5 b - -,g7f8 c1c6 a8d8 e2e3 f6d5 a2a4 a6a5 g2f3 d8b8 f3e4,24
2r2rk1/p1q1npp1/1p2p3/8/2n4Q/P1N2b2/1P3PPP/2R1R1K1 b - -,e7g6 h4h3 f3g2 h3g2 c4b2 c3e2 c7e5 g2f3 c8d8 e2g3,-628
1r3rk1/1bQ2p2/p3p1pP/1p1p1qB1/7P/5RK1/P4P1N/8 b - -,b8c8 c7b7 f5e5 g5f4 e5d4 f4d6 f7f5 g3g2 d4h8 d6f8,507
2r1kr2/bp3p1p/p3p3/4P3/2qp1PQ1/7P/PPb1N1PN/2R2R1K b - -,d4d3 e2c3 e8d7 g4g7 d7c7 g7h7 a7d4 h7e4 c7b8 h2f3,-156
8/p4k2/1p3p2/3p2pN/6P1/PP6/5PP1/1n3K2 b - -,b1a3 f1e2 a3b5 e2d3 a7a5 h5g3 f7e7 g3f5 e7d7 f5h6,-306
r1b1kb1r/pp2pppp/3p4/3N4/3nP3/7P/PPP2KP1/R1B2B1R b kq -,e8d8 c1d2 d4c6 d2c3 c8d7 f1e2 c6e5 a2a4 e7e6 d5e3,-103
1qr1r1k1/1Rbn1ppp/p1P1p3/4n3/p2NP3/P4P2/2RQ2PP/5BBK b - -,d7f8 b7b8 c8b8 g2g3 e8d8 d2c1 h7h5 f3f4 e5g4 e4e5,515
2r2rk1/1Q3p2/p3p1pP/1p1p1qB1/7P/5RK1/P4P1N/8 b - -,f5e5 g5f4 e5d4 f4d6 f7f5 g3g2 d4h8 d6f8 c8f8 f3g3,538
rnbq1rk1/p5b1/3p3p/2pPpppn/PpP1P3/3Q1NBP/1P1NBPP1/R3K2R b KQ -,h5f4 g3f4 e5f4 d3b3 f8e8 e2d3 g5g4 h3g4 f5g4 f3h4,-126
rn3rk1/6pp/2pqppb1/B7/P1BPPn2/5N2/5PPP/R2RQ1K1 b - -,g6h5 a5b4 d6c7 b4f8 h5f3 g2f3 g8f8 e1b4 f8e8 g1h1,420
r1bqk1nr/pppp1ppp/n2b4/4p3/3P4/4PNP1/PPP2PBP/RNBQK2R b KQkq -,e5d4 e3d4 d6e7 d4d5 d7d6 e1h1 e7f6 b1c3 a6c5 f1e1,78
8/7p/3kp2R/pp1p1p2/3P1P1P/4K1P1/PPr5/8 b - -,c2b2 g3g4 f5g4 f4f5 b5b4 e3f4 b2a2 f5e6 a2d2 h6h7,-319
3r2k1/pbrn1pp1/6qp/3p4/2p2N2/1PQ1P2B/P1R2PPP/3R2K1 b - -,g6a6 c3d4 d7f6 b3c4 d8e8 c4c5 e8e4 d4d2 e4a4 f2f3,139
r1bq1rk1/p2nb1pp/4p3/3pPpN1/1pp2B1P/2P1P3/PPB2PP1/R2QK2R b KQ -,d7c5 d1h5 h7h6 h5g6 e7g5 h4g5 d8e8 g6e8 f8e8 c3b4,153
1rr3k1/1b2bppp/p2pp3/2q3P1/3NPP2/1PPQ3P/6B1/1RR4K b - -,g7g6 b3b4 c5c7 c3c4 e6e5 f4e5 d6e5 d4f3 b7c6 b4b5,-107
r3b1k1/4bppp/pp2p3/1P2B3/P1P5/8/4BPPP/3R2K1 b - -,a6b5 a4b5 e7c5 g2g4 g8f8 g4g5 a8a7 g1f1 h7h6 f2f4,70
8/p4k2/1p3p2/3p2pN/6P1/nP6/4KPP1/8 b - -,a7a5 f2f3 a3b5 e2d3 b5c7 h5g3 f7e7 g3f5 e7d7 d3c3,-316
r1bqk2r/pp2bppp/2nppn2/2p5/2B1P3/2NP1Q1N/PPP2PPP/R1B2RK1 b kq -,e8h8 h3f4 c6d4 f3d1 c8d7 a2a3 d7c6 f1e1 b7b5 c4a2,-65
2r2rk1/p1q2pp1/1p2p1n1/8/2n5/P1N2b1Q/1P3PPP/2R1R1K1 b - -,f3g2 h3g2 c4b2 c3e2 c7e5 g2f3 c8d8 c1c3 e5g5 e2g3,-628
rn1qrbk1/pb3ppp/5n2/2ppN3/5B2/1PN3P1/PR2PPBP/3Q1RK1 b - -,b8a6 b2d2 a6c7 e5c4 d8c8 c4a5 b7a6 f4g5 d5d4 g5f6,46
4r1bk/1p3Nq1/p1p1Pn1p/Pn6/1P2PQ2/3P1B1P/7K/1R6 b - -,g8f7 e6f7 g7f7 f4h6 f6h7 b1g1 e8f8 f3g4 f7f6 h6e3,-191
8/6bk/6pp/2BQ3q/3p4/3P1pPP/4rP1K/5R2 b - -,h5d5 c5b4 d5b3 b4e7 e2e7 h3h4 b3d3 h2g1 d3c2 h4h5,-2467
rnbqkb1r/pppp1ppp/8/4p3/2B1n3/8/PPPPQPPP/RNB1K1NR b KQkq -,d7d5 g1f3 f8c5 e1h1 e8h8 c4b3 f8e8 d2d3 e4f6 c1g5,-183
5rk1/pp2bppp/q1b1p3/4P3/PP1P4/2Q2N2/1B1K1PPP/7R b - -,a6a4 b2a3 h7h6 h1a1 a4b5 d2e3 f7f5 a1c1 b5d5 h2h4,-278
4K3/3P4/4k3/8/8/8/6r1/5R2 b - -,g2g8 f1f8 g8f8 e8f8 e6d7 f8f7 d7c6 f7e6 c6c5 e6e7,Mate
r1b1kb1r/ppp3pp/8/3qp3/Q7/8/PPPP1PPP/R1B1K2R b KQ -,c8d7 a4h4 d5g2 h1f1 d7h3 h4h5 e8d7 h5e2 g2f1 e2f1,-598
r1bq1rk1/1pbn1ppp/p3pn2/2pp4/3P4/2PBPNB1/PP3PPP/RN1QK2R b KQ -,h7h6 b1d2 c7g3 h2g3 d8c7 e1h1 e6e5 e3e4 d5e4 d3e4,-35
r3b1k1/4bppp/1p2p3/1P2B3/2P5/8/4BPPP/3R2K1 b - -,e7c5 g2g4 g8f8 g4g5 a8a7 g1f1 h7h6 g5h6 g7h6 e5f6,65
r1b1kb1r/ppp1pppp/2n2n2/q7/2B5/2NP1P2/PPP3PP/R1BQK1NR b KQkq -,e7e6 g1e2 f8e7 e1h1 c6e5 c4b3 e5g6 d3d4 e8h8 d1e1,-26
3R2k1/2q2p1p/5Qp1/1p2p3/2p1P3/7P/5PPK/1r6 b - -,c7d8 f6d8 g8g7 d8c7 b5b4 c7c4 b4b3 c4c5 h7h5 c5e5,691
2r2rk1/p1q2pp1/1p2p1n1/8/2n5/P1N5/1P3PQP/2R1R1K1 b - -,c4b2 c3a2 c7f4 g2g3 f4f5 c1c3 c8c3 a2c3 b2d3 e1e3,-632
3r2k1/pq1rppbp/p5p1/8/2P5/1P3N1P/P3QPP1/2R2RK1 b - -,b7c7 c4c5 c7c6 c1c2 e7e6 f3e5 g7e5 e2e5 h7h5 f1c1,39
rnbq1rk1/p3bppp/4pn2/2pP2B1/8/2NBPN2/PP3PPP/R2QK2R b KQ -,f6d5 d3e4 e7g5 c3d5 e6d5 d1d5 g5f6 d5d8 f8d8 e4a8,73
r1bq1rk1/1pp2ppp/2n1p3/p2p4/1bPPnB2/5NP1/PPQ1PPBP/RN3RK1 b - -,g7g5 f4e3 f7f5 a2a3 b4e7 b1c3 f5f4 e3c1 g5g4 f3e5,51
q1r1r1k1/1RbP1ppp/p3p3/4n3/p2NP3/P4P2/2RQ2PP/5BBK b - -,c7d6 d7e8q c8e8 b7b1 e5g6 d4c6 d6f8 d2a5 e8c8 a5a4,696
8/p4k2/1p3p2/1n1p2pN/6P1/1P6/3K1PP1/8 b - -,b5d4 d2c3 d4c6 b3b4 b6b5 c3b3 f7e7 f2f4 c6d4 b3a3,-291
rnbq1rk1/p3Bppp/4p3/2pn4/8/2NBPN2/PP3PPP/R2QK2R b KQ -,d8e7 a1c1 b8d7 e1h1 c8b7 c3d5 e6d5 b2b4 c5c4 d3c2,25
2r2rk1/p1q2pp1/1p2p1n1/8/8/P7/Nn3PQP/2R1R1K1 b - -,c7f4 g2g3 f4f5 c1c3 c8c3 a2c3 g6f4 h2h4 b2d3 e1e3,-635
5r1k/pp1R2pp/2p1Nrp1/8/1qp1P3/6PB/PPQ2P1P/5RK1 b - -,f6e6 h3e6 b4a5 c2c4 a5e5 c4c3 e5f6 e6h3 f6c3 b2c3,889
r3kbnr/ppp2ppp/2n1N3/3qp3/8/2P5/PP1P1PPP/RNBQKB1R b KQkq -,f7e6 d2d3 g8f6 c1e3 f8c5 e3c5 d5c5 b1d2 c5d5 d1b3,20
2r2Bk1/1Q3p2/p3p1pP/3p4/1p5P/5RK1/P4P1N/q7 b - -,a1e5 g3h3 c8f8 b7e7 f7f5 h6h7 g8h8 e7f8 h8h7 f8f7,838
2rqr2k/pp4pp/5p2/4n3/5Bb1/Q2P2P1/PP3PBP/R4RK1 b - -,e5f3 g2f3 g4f3 d3d4 d8d5 a3b3 d5h5 f1e1 f3c6 a1c1,-50
4r1bk/1p3pq1/p1p1Pn1p/Pn2N2B/1P2PQ2/3P3P/7K/1R6 b - -,f6h5 f4f5 g7g3 h2h1 e8e6 f5h5 g3e5 h5h4 e6g6 b1f1,-621
8/p4k2/1p3p2/1n1p2pN/6P1/1P1K4/5PP1/8 b - -,a7a5 f2f3 b5c7 h5g3 f7e6 g3f5 e6d7 g2g3 d7c6 f5d4,-310
2r1kr2/bp3p1p/p3p3/4P3/2q2PQ1/1P1p3P/P1b1N1PN/2R2R1K b - -,c4d5 f1d1 d3d2 c1c2 c8c2 h2f1 d5d3 f4f5 e6f5 g4h5,-341
1r2n1k1/1P3ppp/8/2pPpB2/8/2K2P2/6PP/R7 b - -,f7f6 f5c8 g8f7 a1a8 b8b7 c8b7 e8d6 b7c6 e5e4 f3f4,836
rnbqk1nr/1p2ppbp/p2p2p1/2p5/P3P3/2NP2P1/1PP2PBP/R1BQK1NR b KQkq -,g8f6 g1e2 b8c6 c3d5 e8h8 e1h1 c8d7 c2c3 b7b5 c1g5,11
4r1k1/1p1b2pp/2pp2n1/1P3p2/4PP1q/r3B2P/4NQ2/1R2RBK1 b - -,h4f2 g1f2 f5e4 b5c6 b7c6 e1d1 d6d5 b1b7 d7c8 b7c7,126
r1bq1rk1/1pp2ppp/2nbp3/p2p4/2PPn3/4BNP1/PPQ1PPBP/RN3RK1 b - -,e4f6 f1d1 c8d7 b2b3 a5a4 b1c3 b7b6 c2b2 h7h6 c3a4,44
2r2rk1/p4pp1/1p2p1n1/8/5q2/P5Q1/Nn3P1P/2R1R1K1 b - -,f4f5 c1c3 c8c3 a2c3 b2d3 e1e3 f8d8 h2h3 e6e5 a3a4,-631
2r3k1/q4pp1/2pn4/P1Np4/3P2P1/4P3/2Q2PK1/R7 b - -,a7c7 a5a6 c7e7 c2d1 c8a8 d1f3 e7g5 f3g3 g5g6 g3h3,301
8/7R/3kp3/pp1p1p2/3P1P2/4K1P1/PPr4P/8 b - -,c2b2 h2h3 b2a2 g3g4 b5b4 g4g5 b4b3 h7b7 a5a4 b7b4,-320
r2q1rk1/1bp2pp1/5b1p/1N1pp3/4P3/2PP1N2/1PQ2PPP/R4RK1 b - -,c7c6 a1a8 b7a8 b5a3 c6c5 f1e1 a8c6 e4d5 d8d5 a3c4,60
4r1bk/1p3pq1/p1p1Pn1p/Pn2N3/1P2PQB1/3P3P/7K/1R6 b - -,f6g4 e5g4 e8e6 b1f1 b5d6 f1f2 g7g5 f4f3 e6g6 f3g3,-342
5rk1/pp2bppp/q1b1p3/4P3/1P1P4/P1Q2N2/1B1K1PPP/R7 b - -,h7h6 d2e1 a6b5 b2c1 f8c8 c1d2 b7b6 a3a4 b5d5 b4b5,-114
1r3q1k/3n2p1/5p1p/2nPpB1P/4P3/B4bP1/P2Q1P2/2R3K1 b - -,c5b3 a3f8 b3d2 f8d6 b8d8 d6e7 d8a8 f5d7 f3e4 d5d6,187
rnbqk2r/pppp2pp/5n2/2bPpp2/2P5/2N3P1/PP2PP1P/R1BQKBNR b KQkq -,e8h8 f1g2 d7d6 e2e3 d8e8 g1f3 a7a5 e1h1 c8d7 c1d2,-80
r5k1/1b3p2/1bp1r1pp/p1ppp3/P1P1P2q/1P1P2NP/4QP1K/R1B3R1 b - -,g8h7 e2g4 b6d8 c1a3 h4e7 a1f1 d5e4 d3e4 b7c8 g3e2,-114
r1bq1rk1/1pp2ppp/3bp3/p2p4/1nPPn3/4BNP1/PP2PPBP/RNQ2RK1 b - -,b4c6 f1d1 d8e8 b1c3 c8d7 b2b3 h7h6 c3b5 a5a4 f3e5,53
8/p7/1p2kp2/1n1p2pN/5PP1/1P1K4/6P1/8 b - -,b5c7 d3c3 a7a5 g2g3 c7e8 b3b4 e6d6 c3b3 a5b4 b3b4,-289
3r4/4ppkp/pp3np1/8/3N4/1P2P1P1/P4PKP/2R5 b - -,d8d5 c1c7 g7f8 c7c6 f6d7 c6c8 f8g7 h2h4 h7h5 c8c7,28
2R2rk1/p4pp1/1p2p1n1/5q2/8/P5Q1/Nn3P1P/4R1K1 b - -,f8c8 a2c1 f5b1 g3e3 g6h4 g1h1 b1f5 f2f3 b2c4 e3e4,-670
3Q2k1/5p1p/6p1/1p2p3/2p1P3/7P/5PPK/1r6 b - -,g8g7 d8c7 b5b4 c7c4 b1d1 c4c5 g7f6 c5b4 h7h5 b4f8,692
1rr3k1/1b2bp1p/p2pp1p1/2q3P1/1P1NPP2/2PQ3P/6B1/1RR4K b - -,c5b6 c3c4 e6e5 f4e5 d6e5 d4f3 b6c6 d3d5 c6c7 d5d3,-128
2r2rk1/1Q3p2/p2Bp1pP/3p4/1p5P/5R2/P4PKN/q7 b - -,b4b3 d6f8 c8f8 a2b3 a1e5 h2g4 e5b8 b7e7 b8d8 h6h7,763
4r1bk/1p3pq1/p1p1P2p/Pn2N3/1P2PQP1/3P4/7K/1R6 b - -,e8e6 e5d7 e6g6 b1g1 f7f6 d7c5 b5d4 g1g2 g7e7 f4b8,-420
2r3k1/p4pp1/1p2p1n1/5q2/8/P5Q1/1n3P1P/2N1R1K1 b - -,f5b1 g3e3 g6h4 g1f1 b1f5 c1b3 h4f3 e1c1 b2c4 f1e2,-715
8/4k3/8/5K2/8/8/4r3/1R6 b - -,,0
r1bq1rk1/p3b1pp/4p3/2npPpNQ/1pp2B1P/2P1P3/PPB2PP1/R3K2R b KQ -,c5d3 c2d3 h7h6 h5g6 e7g5 h4g5 d8e8 g6e8 f8e8 d3e2,420
8/6bk/6pp/2BQ3q/2Pp4/3P1pPP/4rP1K/5R2 b - -,h5d5 c4d5 e2c2 c5d6 g7f6 g3g4 h7g7 h2g3 c2d2 f1b1,121
3r2k1/pq2ppbp/p2r2p1/8/2P5/1P3N1P/P3QPP1/2RR2K1 b - -,e7e6 d1d6 d8d6 c4c5 b7c6 b3b4 d6d5 a2a3 g7f6 g2g3,67
2r2rk1/1Q3p2/p2Bp1pP/3p4/1p1q1R1P/8/P4PKN/8 b - -,d4c3 h2g4 g6g5 h4g5 c3c2 d6f8 c2c7 b7c7 c8c7 f8d6,935
4r1k1/1p1b1ppp/3p1q2/1p2nP2/r3PN2/7P/5BQ1/1R2RBK1 b - -,f6h6 f4d5 d7c6 f1b5 a4a3 e1e3 e8a8 g2g3 a3a1 b1a1,174
r2q1rk1/1ppb1ppp/3bp3/p2p4/1nPPn3/2N1BNP1/PP2PPBP/R1Q2RK1 b - -,e4c3 b2c3 b4c6 f3d2 d5c4 a2a4 b7b6 d2c4 a8b8 f1d1,86
2r3k1/p4pp1/1p2p1n1/8/8/P3Q3/1n3P1P/1qN1R1K1 b - -,g6h4 e1f1 b1g6 e3g3 g6e4 f2f3 e4e3 g3f2 e3g5 f2g3,-817
R3nk2/1r3ppp/3P4/2p1pB2/8/2K2P2/6PP/8 b - -,c5c4 d6d7 b7d7 f5d7 f8e7 d7e8 h7h6 h2h3 g7g6 e8c6,898
r3kb1r/pppb2pp/8/3qp3/7Q/8/PPPP1PPP/R1B1K2R b KQ -,d5g2 h1f1 d7h3 h4h5 e8d7 h5e2 g2f1 e2f1 h3f1 e1f1,-599
r1bqk2r/pp1nppbp/3p2pn/2p5/2PP4/2NBPN2/PP3PPP/R1BQ1RK1 b kq -,e8h8 a1b1 f7f5 b2b4 e7e6 d1c2 b7b6 b4c5 d6c5 f1d1,53
2r5/p4kpp/3p1r2/4p3/2PpPP2/1P6/P4RKP/5R2 b - -,f7e6 f4e5 d6e5 f2f6 g7f6 g2f3 f6f5 e4f5 e6f5 f3e2,-85
r1bR1bk1/1B3p1p/p3p1p1/2P5/1P3P2/P5PP/1B3K2/8 b - -,c8d7 b7a8 d7b5 b2e5 f7f6 e5d6 g8g7 d8f8 b5c4 c5c6,1342
2rqr2k/pp4pp/2n2p2/3B4/3p1Bb1/Q5P1/PPP2P1P/R4RK1 b - -,d8d5 f2f3 g4h5 g3g4 h5f7 a1e1 h8g8 f4g3 h7h5 h2h3,-587
r1b2rk1/ppq2p1p/2n2np1/2Ppp3/7Q/2PBPNP1/PP1N1PP1/R3K2R b KQ -,c7e7 e3e4 d5d4 c3d4 e5d4 a2a3 h7h5 d2c4 c8g4 e1h1,190
2r2rkq/1Q3p2/p2Bp1pP/3p4/1p3RNP/8/P4PK1/8 b - -,c7e7 e3e4 d5d4 c3d4 e5d4 a2a3 h7h5 d2c4 c8g4 e1h1,Mate
8/5pp1/2k1p1p1/P2p4/2rP1PP1/1KR4P/8/8 b - -,g6g5 f4g5 c4c3 b3c3 f7f5 g5f6 g7f6 h3h4 c6d6 h4h5,708
6bk/1p3pq1/p1p1r2p/Pn6/1P2PQP1/3P1N2/7K/1R6 b - -,e6f6 f4g3 f6g6 h2h3 h6h5 g4g5 f7f6 h3g2 f6g5 g3b8,-432
r1bqk2r/4bppp/p1pp1n2/8/2BQPB2/2N5/PPP3PP/2KR3R b kq -,d8d7 f4d6 d7a7 e4e5 a7d4 d1d4 f6g4 h1f1 h8f8 f1e1,309
8/4k3/8/8/4K3/8/5r2/1R6 b - -,,0
r2q1rk1/1ppb1ppp/3bp3/p2p4/1nPP4/2P1BNP1/P3PPBP/R1Q2RK1 b - -,d5c4 c3b4 a5b4 c1c4 d7c6 f3g5 c6g2 c4c2 f7f5 g1g2,310
2r3k1/q4pp1/P1p5/1nNp4/3P2P1/4P3/2Q2PK1/R7 b - -,c8a8 a1h1 g7g6 c2e2 f7f5 e2f3 a7g7 f3f4 b5c7 f4g5,481
1qr1r1k1/1bbn1ppp/p3N3/2p1n3/N3P3/P4P2/2RQ2PP/1R3BBK b - -,b8a8 a4c5 d7c5 e6c5 b7c6 c5a6 e8d8 d2e3 c7d6 e3b3,258
rnbqkb1r/ppp2ppp/8/3pp3/4n3/1B6/PPPPQPPP/RNB1K1NR b KQkq -,b8c6 g1f3 c8g4 c2c3 f8e7 d2d3 e4c5 b3c2 e8h8 e1h1,-255
2r5/p4kpp/3p1r2/4P3/2PpP3/8/PP3RKP/5R2 b - -,d6e5 b2b3 f7e6 f2f3 c8f8 f3f6 g7f6 b3b4 f8g8 g2f3,-87
6bk/1p3pq1/p1p2r1p/Pn6/1P2P1P1/3P1NQ1/7K/1R6 b - -,f6g6 h2h3 h6h5 g4g5 f7f6 h3g2 f6g5 b1g1 h5h4 g3f2,-442
8/p1n5/1p1k1p2/3p1Np1/5PP1/1P1K4/6P1/8 b - -,d6c5 f5e7 g5f4 e7g6 a7a5 g6f4 c5d6 f4e2 c7e6 e2c3,-388
2r2rkq/1Q6/p3p1pP/3pBp2/1p3RNP/8/P4PK1/8 b - -,d6c5 f5e7 g5f4 e7g6 a7a5 g6f4 c5d6 f4e2 c7e6 e2c3,Mate
r2q1rk1/5ppp/p2Np1n1/1p1bP2Q/n1pB2R1/P3R3/2P2PPP/5BK1 b - -,d8e7 e3h3 h7h6 d4e3 g8h7 e3h6 f8h8 h6g5 h7g8 h5h8,640
