r1bq1rk1/ppp1nppp/2np4/6NQ/1bBPP3/2N5/PP3PPP/R1B1K2R b KQ -,c8f5 e4f5 h7h6 g5f7 f8f7 c4f7 g8f8 e1h1 b4c3 b2c3,Mate
k7/bRKp4/2n5/8/2Np4/3P4/8/8 b - -,c6a5 b7a7 a8a7 c4a5 a7a6 a5b3 a6b5 b3d4 b5c5 d4e2,Mate
rnbqkb1r/pppppp1p/5np1/6N1/2B5/3P4/PPP2PPP/RNBQK2R b KQkq -,e7e5 g5f7 d8e7 c1g5 c7c6 f7h8 d7d5 c4b3 c8f5 e1h1,344
7K/4P3/7k/6pp/3B4/8/p7/1b6 b - -,e7e5 g5f7 d8e7 c1g5 c7c6 f7h8 d7d5 c4b3 c8f5 e1h1,Mate
rnbqk2r/ppp2pbp/1n1p2p1/6B1/2PP4/5N2/PP2BPPP/RN1QK2R b KQkq -,e8h8 g5d8 f8d8 e1h1 c7c5 b1c3 c5d4 f3d4 b8c6 d4c6,506
rnbqk2r/ppppbppp/5n2/4p3/N1P5/6P1/PP1PPPBP/R1BQK1NR b KQkq -,d7d5 c4d5 f6d5 g1f3 b8c6 e1h1 e8h8 a4c3 c8e6 d2d4,-7
r2qk2r/pppbbppp/2Bp1n2/4p3/3PP3/P1N2N2/1PP2PPP/R1BQK2R b KQkq -,f6g4 c6d7 d8d7 e1h1 e5d4 c3d5 c7c6 d5e7 d7e7 f3d4,944
rnb1k1nr/ppp2ppp/3p1q2/2b1p2Q/4PP2/2N2N2/PPPP2PP/R1B1KB1R b KQkq -,c8e6 f4e5 d6e5 h5e5 f6e5 f3e5 a7a6 f1e2 g8e7 b2b3,163
r2qkb1r/1pp1pppp/p1n2n2/3p1b2/3P1BP1/2N1PN2/PPP2P1P/R2QKB1R b KQkq -,f5g4 h1g1 e7e6 f1e2 g7g6 f3e5 g4e2 d1e2 f8b4 e5c6,-129
r1bq1rk1/ppn1ppbp/3p1np1/2pP4/2P1P3/2N2N2/PP2BPPP/R1BQ1RK1 b - -,b7b6 c1f4 f6h5 f4g5 h7h6 g5d2 g8h7 a2a4 e7e5 g2g3,80
rnbqk2r/ppp3bp/1n1p1pp1/8/2PP4/4BN2/PP2BPPP/RN1QK2R b KQkq -,c8e6 d4d5 e6f7 b1c3 b8d7 e1h1 e8h8 d1d2 a7a5 b2b3,115
8/8/8/kp5p/p1p5/P6r/KP4RP/8 b - -,h5h4 a2b1 a5b6 g2g6 b6c5 g6g5 c5d4 g5b5 h3h2 b5f5,-473
r2qkbnr/pp1n1ppp/2p1p3/3pPb2/3P4/2P1B3/PP2NPPP/RN1QKB1R b KQkq -,f7f6 f2f4 d8b6 d1d2 h7h5 e2g3 f5g6 h2h4 g8h6 f1e2,-32
r1b1kbnr/ppppnppp/5q2/3Pp3/4P3/3B1N2/PPP2PPP/RNBQK2R b KQkq -,e7g6 c1g5 f6b6 b1d2 c7c6 h2h4 h7h5 a2a4 b6c7 a4a5,80
r1bqkbnr/1pp2ppp/2np4/p3P3/2B1P3/5N2/PPP2PPP/RNBQK2R b KQkq -,c8g4 e5d6 f8d6 h2h3 g4h5 b1c3 g8f6 g2g4 h5g6 e1h1,82
rnbqk2r/ppp1ppbp/3p1np1/8/3P1P2/4P3/PPPNB1PP/R1BQK1NR b KQkq -,e7e5 f4e5 d6e5 g1f3 f6d5 d2b3 e5e4 f3e5 d8h4 g2g3,-62
3r2k1/rb1nbpp1/2p1p2p/1p6/pB1PN3/P3PB2/1P3PPP/2RR2K1 b - -,e7f8 e4d6 b7a6 c1c6 d7b8 c6b6 b8d7 d6b5 a7a8 f3a8,193
1rbqnrk1/4ppbp/p1np2p1/1pp5/2P1PP2/2NPB1PP/PP1QN1B1/R4RK1 b - -,c6d4 c4b5 a6b5 e3d4 c5d4 c3d5 e7e5 f4f5 c8b7 f1f2,-48
rnbqkbnr/1ppp2pp/p4p2/4p3/2B1P3/1P3N2/P1PP1PPP/RNBQK2R b KQkq -,g8e7 d2d4 d7d5 e4d5 e5e4 f3d2 f6f5 e1h1 b7b5 c4e2,58
r1bqk2r/1p2nppp/p1n5/3p4/1b1N4/1B3N2/PP3PPP/R1BQ1RK1 b kq -,e8h8 c1e3 h7h6 h2h3 f8e8 a1c1 b4d6 d1d3 c6b4 d3d2,-50
r4rk1/1b1q2pp/pPn2n2/2bppN2/2P5/4P3/P1QNBPPP/R1B1K2R b - -,d5d4 d2b3 c6b4 c2b2 d7f5 b3c5 b4c2 e1d1 c2a1 c5b7,-253
r7/7p/p1pk2p1/R2p1p2/1P1K3P/P3PP2/6P1/8 b - -,h7h5 e3e4 f5e4 f3e4 d5e4 d4e4 d6c7 e4f4 a8d8 f4g5,104
1rbq1rk1/1p2ppbp/p1np1np1/2p5/2P1P3/2NP2PP/PP2NPB1/1RBQ1RK1 b - -,b7b5 a2a3 b5c4 d3c4 f6d7 c1e3 d8a5 d1c1 c6d4 e3g5,-28
rnb2rk1/ppp2ppp/8/3P2q1/2B1N1n1/8/PPPP1PP1/R1BQ1RK1 b - -,g5h4 f1e1 h4h2 g1f1 h2h1 f1e2 h1g2 e2d3 c8f5 d3c3,-722
4r2r/2k4p/R1p1p3/2bpq3/4p3/1QN5/PPP3PP/1K1R4 b - -,e8b8 a6c6 c7c6 b3a4 c6d6 c3b5 d6e7 b5d4 h8c8 d4b3,-464
r1bqkbnr/pp2pppp/2np4/2p5/4P3/1PN2P2/P1PP2PP/R1BQKBNR b KQkq -,a7a6 g1e2 e7e6 c1b2 b7b5 g2g3 d8b6 f1g2 g8f6 e1h1,-39
8/8/1P2k3/2K4p/8/8/8/8 b - -,e6d7 c5d5 h5h4 b6b7 d7c7 d5e4 c7b7 e4f4 b7c7 f4g4,Mate
Q7/3kr3/8/5K2/8/8/8/8 b - -,e7f7 f5g6 f7e7 a8d5 d7c8 g6f6 e7d7 d5f5 c8c7 f5c5,994
rn1qkbnr/1pp2ppp/p3p3/3p4/3P2b1/2PBPN2/PP1N1PPP/R1BQK2R b KQkq -,g8f6 d1b3 b8c6 h2h3 g4h5 e1h1 a8b8 b3d1 f8d6 e3e4,20
8/3b1k2/8/4PP2/5K2/8/5B2/8 b - -,f7e7 f2c5 e7f7 c5a3 d7c8 a3b2 c8d7 b2c1 d7c8 f4g5,25
r1bqkbnr/2p2ppp/p1p1p3/3p4/3PP3/2P5/PP1N1PPP/R1BQK1NR b KQkq -,d5e4 d2e4 d8d5 f2f3 c6c5 g1e2 c5d4 c3d4 f8e7 e1h1,3
r2qkb1r/pp1n1ppp/2p1pn2/3p4/4P1b1/3P1N2/PPPNBPPP/R1BQR1K1 b kq -,f8d6 h2h3 g4f3 e2f3 e8h8 a2a4 d8c7 g2g3 d6c5 g1g2,23
r1bqk2r/ppppbppp/8/n2PN3/2B1n3/2P5/PP3PPP/RNBQK2R b KQkq -,e7c5 d1g4 a5c4 g4g7 d8f6 g7f6 e4f6 e5c4 f6d5 e1h1,-55
6k1/6p1/4qp2/1p6/2p5/2P2NK1/1P6/8 b - -,c7c6 d1d4 a5c4 e5c4 c6d5 c4e3 e8h8 e1h1 f8e8 b1d2,Mate
r1bq1rk1/ppp2pp1/2np1n1p/4p3/2B1P3/2PPPN2/PP4PP/RN1Q1RK1 b - -,c6a5 c4b5 c7c6 b5a4 f8e8 c3c4 d6d5 e4d5 e5e4 d3e4,-21
rn1qkb1r/pp3ppp/2p1p3/3p4/2PP2n1/2N5/PPQ1PPPP/R1B1KB1R b KQkq -,d8c7 g2g3 g4f6 f1g2 d5c4 e1h1 b8d7 e2e4 f8e7 c2e2,55
8/kPp5/2P3p1/p1P1p1P1/2PpPp2/3p1p2/3P1P2/4K3 b - -,d8c7 g2g3 g4f6 f1g2 d5c4 e1h1 b8d7 e2e4 f8e7 c2e2,Mate
rnbqkbnr/ppp1pp2/6pp/8/3PN3/8/PPP2PPP/RNBQKB1R b KQkq -,b8d7 b1c3 g8f6 c1e3 f8g7 d1d2 f6e4 c3e4 d7b6 c2c4,39
8/2K5/1RP5/4k3/8/8/2r5/8 b - -,e5f4 c7b7 c2h2 c6c7 h2h8 b6c6 f4g3 c6c5 g3f4 b7b6,847
8/8/8/kp5p/8/PKp4r/6RP/8 b - -,c3c2 b3c2 h3a3 c2b1 a5a4 g2f2 a3b3 b1c2 b3h3 f2f4,-538
rnbqkbnr/ppppppp1/8/7p/P7/7N/1PPPPPPP/RNBQKB1R b KQkq -,e7e5 d2d3 d7d5 c2c3 b8c6 a4a5 a7a6 e2e4 d5d4 d1b3,-65
r3k2r/pbpn1pp1/1p1p1q1p/4p3/2PPP3/2PBQN2/P4PPP/R4RK1 b kq -,g7g5 a2a4 a7a5 f3e1 e8a8 e1c2 h6h5 a1b1 h8g8 f2f3,-43
rnbqk2r/p1ppppbp/1p3np1/8/2PPP3/2N1B3/PP3PPP/R2QKBNR b KQkq -,d7d6 f1e2 e8h8 h2h3 e7e5 d4d5 f6d7 g2g4 a7a5 h3h4,67
4r3/8/7k/8/4P1R1/4K3/8/8 b - -,h6h7 g4g2 e8d8 e3f4 d8f8 f4e5 h7h8 e5d5 f8b8 e4e5,20000
rnb1k2r/ppp2ppp/3b1n2/4p3/4P3/4BP2/PPPN2PP/R2K1BNR b kq -,b8c6 a2a4 c8e6 c2c3 a7a5 f1c4 e6c4 d2c4 d6e7 d1c2,40
rnbqkbnr/pp3ppp/4p3/1Bp1P3/3pN3/5N2/PPPP1PPP/R1BQK2R b KQkq -,c8d7 a2a4 a7a6 b5c4 d7c6 d1e2 d8c7 d2d3 c6e4 e2e4,43
4rrk1/1bpn1pp1/1p1p1q1p/p3p3/P1PPP3/2PBQP2/6PP/R3NRK1 b - -,f6e7 e3c1 f7f5 e4f5 e5e4 f3e4 b7e4 h2h3 d7f6 f1f4,-36
4rrk1/1bpn1pp1/1p1pq2p/p3p3/P1PPP3/2PBQP2/2N3PP/R4RK1 b - -,e5d4 c3d4 f7f5 c2a3 e6g6 a1e1 f5e4 d3b1 g6h5 f3e4,-66
r3k2r/1p2b3/1Pq1N3/p2pPQB1/b6p/3P4/6PP/5RK1 b kq -,c6e6 f5e6 h8h7 e6g8 e8d7 g8d5 d7e8 g5e7 h7e7 d5g8,1509
r3k2r/1p2b3/1q2N3/p2pPQB1/b2P3p/8/6PP/5RK1 b kq -,a4c2 f5f7 e8d7 f7e7 d7c8 f1f8 h8f8 e7f8 c8d7 f8e7,710
4rrk1/1bpn1pp1/1p1pq2p/p7/P1PPP3/3BQP2/2N3PP/R4RK1 b - -,f7f5 a1e1 f5e4 c2a3 e6g6 d3b1 g6h5 f3e4 f8f1 e1f1,-70
r1b1k1nr/ppppq1pp/2n5/1BP2P2/8/2P1Bp2/PP3PPP/RN1QK2R b KQkq -,d7d5 d1f3 e7f7 e1h1 g8e7 f5f6 f7f6 f3f6 g7f6 e3f4,246
4rrk1/1bpn2p1/1p1pq2p/p2P1p2/P1P1P3/3BQP2/2N3PP/R4RK1 b - -,e6e5 c2d4 d7c5 d3c2 b7c8 d4b5 f5e4 f3e4 c5a6 e3c3,-90
4rrk1/1bpn2p1/1p1p3p/p2Pqp2/P1PQP3/3B1P2/2N3PP/R4RK1 b - -,d7c5 d3e2 g7g5 g2g3 e5g7 d4g7 g8g7 c2d4 f5e4 f3f4,-208
rnbqk2r/2p1ppbp/p2p1np1/1p6/3PP3/P1NB1N2/1PP2PPP/R1BQ1RK1 b kq -,f6d7 e4e5 e8h8 e5e6 f7e6 f3g5 d7f6 c3e2 e6e5 d4e5,76
4rrk1/1bp3p1/1p1p3p/p2Pq3/P1PQP3/3R4/2N3PP/5RK1 b - -,f8f1 g1f1 e5h2 d3f3 b7c8 c2e3 h2h4 d4d3 h4e4 f1e2,-455
r1b2rk1/1p1nbppp/p3pn2/2pqN3/2NP4/2P5/PP2BPPP/R1BQ1RK1 b - -,b7b5 e2f3 b5c4 f3d5 f6d5 e5c4 c5d4 d1d4 a6a5 f1d1,335
2r3k1/2qbrp2/p2p1npp/np2P1N1/4P3/1P2N2P/P1B2PP1/2RQR1K1 b - -,a5c4 b3c4 d6e5 e3d5 c7d6 g5f3 f6d5 c2b3 d7h3 d1d5,455
7k/1pq3pp/p1n2pn1/3B4/8/1N4P1/PP3PK1/1Q3R2 b - -,g6e7 d5e4 h7h6 f1e1 c7d6 b1c2 d6e5 c2d1 e5c7 b3c5,838
2R3K1/4k1P1/8/8/8/8/7r/8 b - -,e7d6 c8c1 d6e5 c1e1 e5d4 e1g1 h2b2 g8h7 b2b8 g7g8q,458
r3kb1r/pp1n1ppp/2pp1n2/4p3/1q1PPP2/P1NBBQ1P/1PP3P1/R3K2R b KQkq -,b4c3 b2c3 f8e7 e1h1 e8h8 g1h1 d6d5 d4e5 d5e4 d3e4,593
r1bqkbnr/1p3p1p/p1np2p1/2p1p3/2P1P3/P1NP2P1/1P3PBP/R1BQK1NR b KQkq -,f8g7 a1b1 a8b8 b2b4 c5b4 a3b4 b7b5 g1e2 g8e7 e1h1,6
rnb1kbnr/pp2ppp1/2p3q1/7p/8/2N2B2/PPPPNPPP/R1BQ1RK1 b kq -,g8f6 e2f4 g6h7 d2d4 g7g5 f4d3 g5g4 f3e2 c8f5 d3c5,47
r1bq1rk1/pp4pp/3bpn2/3p4/8/2NB4/PPP1QPPP/R1B2RK1 b - -,c8d7 c3b5 d6b8 f2f4 f8e8 g1h1 e6e5 f4e5 b8e5 e2f3,-50
rn2kb1r/pp3ppp/1qp1pn2/3p1b2/3P1B2/1QP1PN1P/PP3PP1/RN2KB1R b KQkq -,f6e4 g2g4 f5g6 h3h4 h7h6 f3e5 g6h7 f2f3 f7f6 e5d3,23
8/5p2/r2k2pp/P7/RK5P/6P1/5P2/8 b - -,d6c7 b4b5 a6e6 a4c4 c7b7 c4f4 f7f6 b5c5 b7c7 f4f3,292
r1bqkbnr/2p2ppp/p2p4/2p1p3/4P3/2PP1N2/PP3PPP/RNBQ1RK1 b kq -,g8f6 f1e1 f8e7 d3d4 f6d7 d4e5 d7e5 f3e5 d6e5 d1d8,31
r1bqkb1r/pp2nppp/2n1p3/2pp4/4P2P/3P1NP1/PPP1QP2/RNB1KB1R b KQkq -,e6e5 b1d2 f7f6 d2b3 c8g4 c2c3 d8d6,-58
r1bqk1nr/ppp2ppp/2np4/1Bb1p3/4P3/5NP1/PPPP1P1P/RNBQ1RK1 b kq -,c8g4 c2c3 a7a6 b5e2 g8f6 f1e1 d8d7 d2d3 g4h3 e2f1,-62
r1bqkb1r/ppp2ppp/2B2p2/8/8/8/PPPP1PPP/R1BQK1NR b KQkq -,,0
r2qkbnr/ppp2ppp/2n1b3/3N4/2p1P3/5N2/PP3PPP/R1BQKB1R b KQkq -,f8b4 c1d2 b4d2 d1d2 g8f6 f1c4 f6e4 d2e3 e4d6 c4b3,-94
rnbqk2r/pp3ppp/3b1n2/2pp4/3P4/4PNB1/PP3PPP/RN1QKB1R b KQkq -,e8h8 g3d6 d8d6 d4c5 d6c5 f1e2 b8c6 e1h1 c8g4 b1d2,19
r1bq1rk1/pppn1ppp/4pn2/3p2B1/1bPP4/3BPN2/PP1N1PPP/R2QK2R b KQ -,d5c4 d3c4 c7c5 d4c5 b4c5 e1h1 b7b6 a1c1 c8b7 d2b3,11
r1b2rk1/pppnqppp/2nbp3/3pN3/3P1P2/2P1P1B1/PP1N2PP/R2QKB1R b KQ -,a7a5 f1d3 f7f6 e5c6 b7c6 e3e4 d5e4 d3e4 c8b7 e1h1,50
r1b2rk1/pppnq1pp/2nbpp2/3pN3/3P1P2/2P1PNB1/PP4PP/R2QKB1R b KQ -,f6e5 f4e5 d6e5 d4e5 a7a5 f1d3 d7c5 d3c2 c5e4 e1h1,15
8/8/8/8/7R/5k2/8/4K3 b - -,a7a5 e5d7 c8d7 f1d3 g8h8 e1h1 e7e8 d1c2 c6e7 e3e4,Mate
r1bqkb1r/pppp1ppp/5n2/4p3/4P3/1PN2Q2/PBPP1PPP/R3KB1R b KQkq -,f8c5 c3a4 c5d4 c2c3 d4b6 a4b6 a7b6 f3e3 e8h8 c3c4,51
rnbq1rk1/1pp1bppp/4pn2/p2p4/2P5/1PN1PN2/PB1PBPPP/R2QK2R b KQ -,b7b6 e1h1 c8b7 a1c1 b8d7 c4d5 f6d5 c3d5 b7d5 e2b5,56
rnbq1rk1/1pp1ppb1/3p1np1/p6p/2PPP3/2N3N1/PP2BPPP/R1BQ1RK1 b - -,b8d7 d1c2 h5h4 g3h1 e7e5 d4e5 d6e5 c1g5 h4h3 a1d1,59
rnb1k2r/ppp1bppp/4pn2/8/2pq4/5NP1/PP1PPPBP/RNBQ1RK1 b kq -,d4c5 b1a3 a7a6 b2b4 c4b3 d2d4 c5a7 a2b3 e8h8 f3e5,-7
r1bqkb1r/pppp2pp/2n2n2/4p3/2B1P3/2NP1NP1/PPP2P2/R1BQK2R b KQkq -,d7d5 c3d5 c8g4 d5e3 f8c5 e3g4 f6g4 c4f7 e8f8 f3g5,175
8/pP4p1/3K4/P5r1/P7/k6b/8/8 b - -,d7d5 c3d5 c8g4 d5e3 f8c5 e3g4 f6g4 c4f7 e8f8 f3g5,Mate
r1bqk2r/ppp1ppbp/2np1np1/1B6/4PP2/1P3N2/PBPP2PP/RN1QK2R b KQkq -,c8d7 d2d3 e8h8 d1e2 a7a6 b5c6 d7c6 e1h1 b7b5 e2e1,-17
rnbqk1nr/pp4pp/2p1p3/3pNp2/3P1P2/2N5/PPP2PPP/R2QKB1R b KQkq -,g8f6 d1d2 e8h8 e1a1 b8d7 f2f3 d8c7 h2h4 f6h5 h1g1,71
r1bqkb1r/1ppp1ppp/2B2n2/p3p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq -,b7c6 f3e5 f8d6 e5f3 e8h8 e1h1 f8e8 f1e1 d6f8 b1c3,93
r1bqkb1r/2pp1ppp/2p2n2/p3N3/4P3/3P4/PPP2PPP/RNBQK2R b KQkq -,f8d6 e5f3 e8h8 e1h1 f8e8 f1e1 d6f8 b1c3 h7h6 e4e5,95
r2qkbnr/1p5p/p1npb1p1/4pP2/2P5/2N5/PPN2PPP/R1BQKB1R b KQkq -,e6f5 g2g3 f8g7 c2e3 f5e6 f1g2 g8f6 e1h1 e8h8 b2b3,95
Q7/5ppk/8/1p2P3/2p4p/2P4P/5R2/1N5K b - -,e6f5 g2g3 f8g7 c2e3 f5e6 f1g2 g8f6 e1h1 e8h8 b2b3,Mate
8/8/8/1K6/8/8/kpQ5/8 b - -,e6f5 g2g3 f8g7 c2e3 f5e6 f1g2 g8f6 e1h1 e8h8 b2b3,Mate
