8/8/2K5/8/2B3P1/8/4kp2/8 b - -,e2e3 c6d5 e3f4 c4e2 f4e3 e2f1 e3f4 f1c4 f4g4 d5e4,Mate
1r1q2rk/1b3p1p/3ppPp1/2p1b1B1/1p2P1PP/3P4/1PP2QB1/1R3RK1 b - -,e5d4 g5e3 g6g5 e3d4 c5d4 h4h5 e6e5 c2c4 b4c3 b2c3,-44
8/6Rp/4k3/5p2/1K3B2/5r2/5n1P/8 b - -,f3f4 b4c5 f4h4 g7g8 f2e4 c5b5 h4h2 b5c6 h7h5 c6b5,-770
r6k/1p2qp1p/p5p1/4p3/4b2n/1BP1Q2P/PP3PPB/3R2K1 b - -,e4g2 e3e5 e7e5 h2e5 h8g8 e5g3 g2f3 d1d7 h4f5 d7f7,450
r1bq1r2/ppp1nkb1/3p1n2/3Pp1pp/1PP1PpP1/2NN1P1P/P3B3/R2QBRK1 b - -,f8h8 d3f2 g7f8 c4c5 f7g7 a1c1 c8d7 d1b3 e7g6 c3a4,-28
8/N3kppp/n3p3/8/4P3/5P2/5KPP/8 b - -,,0
r2q1rk1/pp3ppp/2n5/1B1p4/4n3/1P2Pb2/PBQ2PPP/RN3RK1 b - -,c6b4 g2f3 b4c2 f3e4 c2a1 b2a1 a8c8 b1c3 d5d4 c3d5,-513
r2q1rk1/2p1nppp/p1n5/1pb1pQB1/8/1BPP1N2/PP3PPP/RN2K2R b KQ -,e7f5 g5d8 a8d8 b1d2 c5b6 e1e2 f8e8 h1e1 f5e7 a1d1,17
4k3/5Rp1/p2KP1p1/8/1p1P4/8/P1r5/8 b - -,a6a5 d4d5 c2c8 f7g7 e8f8 g7f7 f8g8 f7f1 c8b8 e6e7,810
r1bq1rk1/ppp1nppp/1bnp4/8/N3P3/1N1B4/PPP2PPP/R1BQ1RK1 b - -,f7f5 e4f5 c8f5 a4b6 a7b6 d3b5 e7g6 c1e3 d8f6 b3d4,-4
r2k3r/1ppb1ppp/8/p1p1P3/5NPb/7P/PPPB1P2/R3R1K1 b - -,h8e8 f4h5 g7g6 h5f6 h4f6 e5f6 a8a6 e1e8 d8e8 a1e1,11
r2qrbk1/p5pp/2n2p2/2B1p3/4N3/1P2RQ2/P2P1PPP/R5K1 b - -,f8c5 e4c5 c6d4 f3d1 d8d5 e3c3 e8c8 b3b4 d4b5 c3c1,21
r4k2/pp1q3p/3P1pp1/8/1Q6/5P2/P4P1P/2R3K1 b - -,b7b6 c1c7 a8d8 b4c4 d7c7 d6c7 d8c8 g1g2 c8c7 c4c7,487
r1br2k1/1pq2ppp/pn1bP3/2Pp4/3p1B2/1P1P2P1/P3QPBP/R3R1K1 b - -,d6f4 c5b6 c7b6 e6f7 g8f7 g3f4 c8f5 e2f3 b6f6 e1e5,155
r1r1q1k1/5ppp/p3p3/4N3/Pb1BbP2/6Q1/6PP/2R2R1K b - -,f7f6 e5d3 b4e7 d3c5 e4d5 c1c3 a6a5 h2h3 c8c6 g3g4,-250
2Q2rk1/5ppp/p7/1pP3q1/6b1/1P6/P4KpP/2RQ1B1R b - -,b4f8 c1e1 e4f5 a4a5 f7f6 e5f3 e8f7 d4b6 c8c3 b6d4,Mate
1r1q2rk/1b3p1p/3ppPpB/2p1b3/1p2P1PP/3P4/1PP2QB1/1R3RK1 b - -,e5d4 h6e3 g6g5 e3d4 c5d4 f2d4 g5h4 g2h3 d8c7 c2c3,-65
4rr2/p5kp/bp4P1/2p1q3/3n4/2NP2P1/PPP3BP/R2Q1RK1 b - -,e5e3 g1h1 h7g6 c3d5 f8f1 d1f1 e3e5 f1f2 a6b7 c2c4,135
r2B1rk1/2p2ppp/p1n5/1pb1pn2/8/1BPP1N2/PP3PPP/RN2K2R b KQ -,a8d8 b1d2 c5b6 e1e2 d8d7 d2e4 f8d8 h1d1 h7h6 h2h4,17
4R3/rpp2pk1/6pp/n2P1P2/p2p1Bb1/P2B2P1/1PP5/2K5 b - -,c7c5 f4b8 c5c4 b8a7 c4d3 a7d4 f7f6 e8e7 g7f8 e7c7,460
8/P7/8/4K3/R5k1/8/5pb1/8 b - -,g4g3 a4f4 g2b7 e5f5 b7a8 f5g5 a8c6 f4f8 c6b7 g5h5,1
1r4kb/4pp1p/b2P3P/3P1p2/Prp2Bn1/2N2N2/1P3PP1/1R2R1K1 b - -,h8c3 e1d1 e7d6 f4d6 b8b7 d6b4 c3b4 d5d6 b7d7 d1d5,72
r1bq1b1r/ppp1p3/6kp/2PBP1p1/8/2N1B3/PPP2PPP/R3K1NR b KQ -,c7c6 d5c4 f8g7 g1f3 c8g4 c4d3 g6f7 h2h4 g4f3 g2f3,-44
8/3k4/8/p2Q4/3K4/1p6/PPP2PP1/8 b - -,c7c6 d5c4 f8g7 g1f3 c8g4 c4d3 g6f7 h2h4 g4f3 g2f3,Mate
3rr1k1/ppq1ppb1/1np2n2/5pB1/3P4/2N3PP/PP2QPB1/R2R2K1 b - -,b6d5 d1d3 c7d6 a1d1 d6e6 e2f3 d8d6 a2a4 e8d8 a4a5,57
8/5ppk/1p5p/8/5P2/r4NP1/P1R1K2P/8 b - -,h6h5 c2b2 f7f6 e2f2 h7h6 f3d4 g7g5 f4g5 h6g5 d4f3,414
r1b1k2r/1p2qppp/p2ppb2/P7/2NPP3/5N2/2R2PPP/3Q1RK1 b kq -,e7d8 e4e5 f6e7 d4d5 e8h8 e5d6 e7d6 c4b6 e6e5 b6a8,180
1r3rk1/pb3pp1/1p2pn1p/2q1N3/8/2P5/PPB1QPPP/3R1RK1 b - -,a7a5 d1d4 b7a6 e2a6 c5e5 f1d1 e5c7 c2d3 f8d8 d3f1,16
r2k3r/1ppbPppp/8/p1p5/5bP1/7P/PPPB1P2/R3R1K1 b - -,d8e8 d2f4 h7h5 f2f3 h5g4 h3g4 d7e6 f4e5 f7f6 e5f6,18
r4k2/pp1q3p/3P1pp1/8/8/5P2/PQ3P1P/5RK1 b - -,a8e8 b2f6 f8g8 f1d1 a7a6 h2h4 b7b5 g1g2 e8f8 f6d4,340
r4rk1/1b2p1bp/3p2p1/2pqPp2/8/P5R1/5BPP/R1QN2K1 b - -,f5f4 g3g5 f8f5 g5g4 d5e5 a1b1 b7e4 b1b2 e4d5 h2h4,-581
r1b1k1nr/pp3ppp/4p3/3N4/1n1P4/8/PP3PPP/R1B1KBNR b KQkq -,b4d3 f1d3 e6d5 e1d1 g8e7 c1d2 c8f5 d3f5 e7f5 g1e2,506
r6k/1p2qp1p/p5p1/4Q3/7n/1BP4P/PP3PbB/3R2K1 b - -,e7e5 h2e5 h8g8 e5g3 g2h3 g3h4 a8e8 h4f6 h7h6 g1h2,Mate
r1bq1rk1/ppp1n1pp/1Nnp4/5p2/4P3/1N1B4/PPP2PPP/R1BQ1RK1 b - -,a7b6 e4f5 c8f5 d3b5 e7g6 b3d4 c6d4 d1d4 c7c6 b5e2,-6
2r3k1/7p/6p1/R3Bp2/1p6/1K3P2/5n1P/8 b - -,f2d3 e5a1 c8c7 a5d5 d3e1 f3f4 c7e7 a1f6 e7e3 b3b4,-229
r3k2r/1ppqnppp/p1n5/3pP3/Bb1P2b1/2N1BN2/PP3PPP/R2Q1RK1 b kq -,b4c3 b2c3 d7f5 a4c2 g4f3 g2f3 f5h3 g1h1 e7f5 f1g1,62
1k1r4/3b1n2/p3rppp/1pRN4/1P1NPP2/4K3/2P3PP/4R3 b - -,f7d6 d4e6 d7e6 d5f6 d6c4 e3f2 b8b7 f2g1 e6f7 f4f5,471
2rr2k1/1bq1bppp/pp1p4/2nPpP1Q/4P3/1N1BBR2/PP4PP/2R3K1 b - -,b6b5 f3h3 g8f8 g2g4 f8e8 h5h7 e7f8 g4g5 c7e7 b3c5,430
rnbqk2r/p4ppp/1p2pn2/3p4/1b1P4/2N2N2/PP1BPPPP/R2QKB1R b KQkq -,e8h8 e2e3 b4d6 f1d3 a7a6 a1c1 c8b7 a2a3 b8c6 e1h1,-7
r1k4r/1ppbPppp/8/p1p5/5BP1/7P/PPP2P2/R3R1K1 b - -,h7h5 g4h5 a8a6 a1d1 a6f6 f4e5 f6f5 d1d3 f7f6 e1d1,107
r2qr1k1/p5pp/2n2p2/2N1p3/8/1P2RQ2/P2P1PPP/R5K1 b - -,c6d4 f3d1 f6f5 g1h1 d8d5 e3c3 e5e4 d1f1 a8d8 a1e1,17
r6k/1p3p1p/p5p1/4B3/7n/1BP4P/PP3Pb1/3R2K1 b - -,h8g8 e5g3 g2f3 d1d7 h4f5 d7f7 f3d1 b3d5 f5g3 f2g3,Mate
8/5ppp/n3p3/2k5/4P3/N4P2/5KPP/8 b - -,,0
r1bq1rk1/1p1n1ppp/p2bpn2/2p3N1/2BPN3/4P3/PPQ2PPP/R1B2RK1 b - -,d8e7 d4c5 d6c5 b2b3 h7h6 e4c5 d7c5 g5f3 b7b6 f1d1,42
2k5/8/8/p1KQ4/8/1p6/PPP2PP1/8 b - -,d8e7 d4c5 d6c5 b2b3 h7h6 e4c5 d7c5 g5f3 b7b6 f1d1,Mate
3r1rk1/1bq1bppp/p3p3/1p1pP3/3NnP2/P4Q2/BPP2BPP/3R1RK1 b - -,a6a5 a2b1 b5b4 a3b4 a5b4 g1h1 d8a8 f2g1 g7g6 c2c3,-68
2r3k1/7p/6p1/3RBp2/1p6/1K1n1P2/7P/8 b - -,d3e5 d5e5 c8c3 b3b4 c3f3 e5e2 g8f7 b4c4 f7f6 c4d4,-593
r2qk1nr/ppp1bppp/2n1b3/3pp3/8/2PP1NP1/PP2PPBP/RNBQ1RK1 b kq -,g8f6 b2b4 a7a6 b1d2 d8d7 c3c4 e7b4 a1b1 a6a5 f3g5,-8
8/P7/8/4K3/8/R5k1/5pb1/8 b - -,,0
r3k2r/1p1nbp1p/p3p3/2p1P1p1/3pP3/5PP1/PPPBN2P/R4RK1 b kq -,d7e5 b2b3 a8c8 f3f4 g5f4 d2f4 e5c6 e2c1 h7h5 c1d3,-187
r4rk1/4bppp/p1p5/3p4/3P4/2N2PP1/PP5P/2KR3R b - -,f8e8 h1e1 a6a5 c3a4 a8b8 a2a3 h7h5 c1c2 g8f8 d1c1,-17
4k3/R5p1/3KP1p1/p7/1p1P4/8/P1r5/8 b - -,c2c8 d4d5 a5a4 a7a4 g6g5 a4a7 e8f8 a7f7 f8e8 f7g7,749
r1br4/1p3kpp/pq6/3p4/3p1P2/1P1P4/P3QPBP/R3R1K1 b - -,c8f5 e2f3 b6f6 e1e5 a8c8 a1e1 f7g8 f3g3 c8c3 g2d5,168
r1bq1rk1/1pp1n1pp/1pnp4/5P2/8/1N1B4/PPP2PPP/R1BQ1RK1 b - -,c8f5 d3b5 e7g6 b3d4 c6d4 d1d4 c7c6 b5e2 b6b5 c2c3,-5
r4rk1/pp3pp1/4p2p/2b1N3/P1P5/5Q2/1P1q1PPP/3RR1K1 b - -,d2b2 e5d3 b2b6 d1b1 b6d6 b1b7 a8b8 d3c5 d6c5 e1b1,-4
2R5/8/8/8/2k5/6p1/p5K1/r7 b - -,,0
1r6/7R/8/8/1P1k4/K7/8/8 b - -,d4e5 h7d7 e5e6 d7d4 e6e5 d4d2 b8a8 a3b3 a8b8 d2d7,5
rn2k2r/pp1qbbpp/8/3p1pB1/3P4/5PPN/PP2Q1BP/R3R1K1 b kq -,e8h8 e2e7 d7b5 g2f1 b5b6 e7c5 b8c6 g5e3 h7h6 h3f4,449
r1b2b1r/ppN1p3/7p/2P1Pkp1/8/4B3/PPP2PPP/R3K1NR b KQ -,a8b8 g1f3 f8g7 e1a1 h8f8 f3d4 f5g6 e5e6 g7e5 c7b5,709
r4rk1/pp1R1pp1/4p2p/2b1N3/P1P5/5Q2/1q3PPP/4R1K1 b - -,a8b8 g2g3 b2b4 e1e4 f7f5 e4e2 b4a4 f3h5 f8f6 g1g2,-9
4r3/p5kp/bp4P1/2p1q3/3n4/2NP2P1/PPP3BP/R4QK1 b - -,e5e3 g1h1 h7g6 c3d5 e3e5 f1f2 a6b7 c2c4 b7c8 g2e4,139
3r1rk1/pbq2p1p/1p2pnp1/8/2PP2N1/3B3R/P4PPP/R2Q2K1 b - -,c7f4 g4f6 f4f6 d3f1 d8d4 d1e1 f8d8 a2a4 f6g5 h3e3,-164
3rk3/R5p1/4P1p1/p2PK3/1p6/8/P7/8 b - -,b4b3 a2b3 d8b8 a7g7 e8f8 e5f6 b8b6 g7a7 f8g8 f6g6,9605
r3k1nr/pppqbpp1/2n5/3pp2p/1P6/2PP1NPb/P2NPPBP/1RBQ1RK1 b kq -,h3g2 g1g2 h5h4 b4b5 c6d8 f3e5 d7f5 e5f3 d8e6 e2e4,-29
r1bqk1nr/pp2ppbp/2np2p1/2p1P3/2BP4/2P1BN2/PP3PPP/RN1QK2R b KQkq -,c5d4 c3d4 g8h6 e1h1 e8h8 d1d2 h6f5 e3f4 d6e5 d4e5,-62
rnb1kb1r/ppp2ppp/8/2q1p3/8/2Q2N2/PPPP1PPP/R1B1KB1R b KQkq -,b8c6 c3c5 f8c5 f1b5 c8d7 d2d3 e8a8 c1e3 c5d6 e1a1,-31
r3k1nr/pppqbpp1/2n5/3pp3/PP5p/2PP1NPb/3NPPBP/1RBQ1RK1 b kq -,h3g2 g1g2 h4g3 f2g3 d7h3 g2g1 e5e4 d3e4 c6e5 e4d5,-206
r1br2k1/1pq1bppp/pn2p3/3NP3/2Pp1B2/1P1P2P1/P3QPBP/R3R1K1 b - -,e6d5 e5e6 e7d6 c4c5 d6f4 c5b6 c7b6 e6f7 g8f7 g3f4,149
8/Q1p1k2p/1p1r2p1/1B1pNp2/4P2N/2PP4/PP3PP1/R4K2 b - -,e6d5 e5e6 e7d6 c4c5 d6f4 c5b6 c7b6 e6f7 g8f7 g3f4,Mate
3rk3/R5p1/3PP1p1/4K3/pp6/8/P7/8 b - -,e6d5 e5e6 e7d6 c4c5 d6f4 c5b6 c7b6 e6f7 g8f7 g3f4,Mate
8/5ppk/1p5p/r3N3/5P2/6P1/PR2K2P/8 b - -,g7g5 e5c4 a5a6 c4b6 g5f4 g3f4 a6a3 b6c4 a3c3 c4e3,468
8/5k1p/6p1/5p2/1K6/5r2/4R2P/8 b - -,f3d3 e2a2 f7f6 a2a7 d3h3 a7a2 f5f4 b4c4 f6f5 a2e2,-629
r1bq3r/ppp1nkb1/3p1n2/3Pp1pp/1PP1PpP1/2NN1P1P/P3B1K1/R2QBR2 b - -,d8g8 c4c5 g8h7 d3f2 h5g4 f3g4 e7g6 a2a4 g7f8 d1b3,-21
r2q1rk1/1pp1n1pp/1pnp4/5bB1/8/1N1B4/PPP2PPP/R2Q1RK1 b - -,h7h6 g5h4 f5d3 d1d3 d8d7 h4e7 d7e7 b3d4 c6d4 d3d4,-12
8/8/4pk2/1R4pp/4P3/5K1P/r5P1/8 b - -,,0
r4rk1/pR3pp1/4p2p/8/PbP5/2qN1Q2/5PPP/4R1K1 b - -,a8d8 e1d1 a7a5 g2g3 d8d4 c4c5 e6e5 f3e2 c3c4 e2f1,-181
r2qr1k1/p5pp/5p2/2N1p3/3n4/1P2R3/P2P1PPP/R2Q2K1 b - -,f6f5 g1h1 d8d5 e3c3 e5e4 d1f1 a8d8 a1e1 d4e6 c5e6,14
r1bq1r2/3p1pkp/p5pn/1ppB4/4PQ2/2N1P3/PP4PP/R4RK1 b - -,h6g4 d5a8 d7d6 a8b7 c8b7 f4g4 h7h5 g4h3 d8e7 a2a3,436
r1b1kb1r/pp1n1ppp/2p1p3/3q4/3P4/3BBN2/PPP2PPP/R2Q1RK1 b kq -,f8d6 f1e1 e8h8 e3g5 d5a5 c2c4 c6c5 d3c2 a5b6 d4d5,222
3rk3/6R1/4P1p1/3PK3/pp6/8/P7/8 b - -,f8d6 f1e1 e8h8 e3g5 d5a5 c2c4 c6c5 d3c2 a5b6 d4d5,Mate
5k2/3b1pp1/7p/2pp4/2r3P1/PNP1R2P/5P2/6K1 b - -,d7e6 f2f4 g7g6 a3a4 c4f4 b3c5 f8e7 e3e2 f4f3 e2c2,-35
8/6pk/1p3p1p/r7/2N2P2/6P1/PR2K2P/8 b - -,a5a6 c4b6 a6a3 e2d2 g7g5 f4f5 a3f3 b6c4 f3f5 a2a4,505
8/5ppp/n3p3/8/1k2P3/5P2/5KPP/1N6 b - -,,0
8/P7/8/4K3/8/8/5pbk/R7 b - -,,0
5k2/5pp1/4b2p/2pp4/2r2PP1/PNP1R2P/8/6K1 b - -,g7g6 a3a4 c4f4 b3c5 f8e7 e3e2 f4f3 e2c2 e6c8 g1g2,-30
3r1rk1/2R2pp1/4p2p/p7/PbP5/2qN1Q2/5PPP/3R2K1 b - -,e6e5 g1f1 d8d4 d3b4 c3f3 g2f3 d4d1 f1e2 d1a1 b4c6,-311
r3k2r/1ppqn1pp/p1n2P2/3p4/Bb1P2b1/2N1BN2/PP3PPP/R2Q1RK1 b kq -,e7g6 h2h3 g4f3 d1f3 e8a8 f6g7 h8g8 f3g4 d7g4 h3g4,334
r1bq3r/ppp2kb1/3p1nn1/2PPp1p1/1P2PpP1/2NN1P2/P3B1K1/R2QBR2 b - -,a7a6 d1b3 g7f8 a2a4 f8e7 e1f2 c8d7 f1h1 g6h4 f2h4,62
r4rk1/ppqnbpp1/5n1p/2p2p1P/2QP4/5N2/PPPB1PP1/1K1RR3 b - -,f6e4 g2g4 e4d2 f3d2 d7f6 g4f5 a8d8 d2e4 f6e4 e1e4,-449
8/8/4pk2/2R3pp/r3P3/5K1P/6P1/8 b - -,,0
3R4/1P5k/5K2/P3P3/8/q7/8/8 b - -,a3f3 f6e6 f3c6 d8d6 c6e8 e6d5 e8b5 d5e6,Mate
Q1b2rk1/p2qbp2/5p1p/1p1Pp3/3B4/8/PPP2PPP/RN3RK1 b - -,f8d8 a8a7 c8b7 c2c4 b5c4 b1c3 d8a8 a7b6 e7d8 b6c5,340
3r1rk1/1bq1bppp/p2ppn2/1pn5/3NPP2/P1N2Q2/BPP2BPP/4RRK1 b - -,c5a4 c3a4 b5a4 e1e2 d6d5 e4e5 f6e4 a2b1 a6a5 c2c3,-32
N1b4r/pp2p3/7p/2P1bkp1/8/4B3/PPP2PPP/2KR2NR b - -,f5f6 h2h4 h8g8 g1f3 c8g4 h4g5 h6g5 f3e5 g4d1 h1d1,756
rn1qkbnr/pppb2pp/5p2/1B1Np3/3pP3/5N2/PPPPQPPP/R1B1K2R b KQkq -,f8d6 b5d7 d8d7 a2a3 c7c6 d5b4 a7a5 b4d3 a5a4 e1h1,-89
r4rk1/5ppp/p1p2b2/3p3n/N2P4/5PB1/PP3P1P/2KR3R b - -,f8e8 c1c2 a6a5 c2c3 h5g3 h2g3 e8e2 h1f1 a8e8 a4c5,-61
2rq1rk1/p3bpp1/1pn1b2p/3pPp2/1P1P4/P1NQ1N2/2RB1PPP/R5K1 b - -,e7b4 c3b5 b4e7 a1c1 d8d7 c2c3 a7a5 h2h4 f8d8 d2f4,-68
8/8/6p1/5k1p/2K2p2/3r4/6RP/8 b - -,f4f3 g2b2 d3d1 c4c3 g6g5 b2b7 f5g4 b7b4 g4h3 b4b5,-793
6k1/2r2pp1/1p2p1qp/8/Pp1P1P2/3Q1P2/6bP/R2R2K1 b - -,f7f5 g1f2 c7c3 d3c3 b4c3 d1g1 g6f6 f2g2 f6d4 a1c1,-419
r4rk1/1ppqn1pp/1pnp4/1B3bB1/8/1N6/PPP2PPP/R2Q1RK1 b - -,h7h6 g5h4 f5g6 b3d4 e7f5 d1g4 g8h7 a2a4 f8f7 d4f5,5
r1b1k2r/pp1n1ppp/2pbp3/3q4/3P4/3BBN2/PPP2PPP/R2QR1K1 b kq -,e8h8 e3g5 d5a5 c2c4 c6c5 d3c2 a5b6 d4d5 e6e5 f3h4,208
r1q5/1pp2kbp/p1n2np1/3Qp1B1/8/2P1P2P/PP1N2PN/5RK1 b - -,c8e6 d5f3 c6e7 g5f6 g7f6 d2e4 e7f5 g2g4 a8g8 g1h1,451
r1bq1rk1/1ppnbppp/p7/8/2pP1N2/2P1B3/PP2QPPP/RN3RK1 b - -,b7b5 b2b3 c4b3 a2b3 c8b7 c3c4 e7d6 b1c3 b5b4 c3a4,-35
rnb1k2r/1pq2ppp/p2Ppn2/8/3N2P1/2b1B3/PPP1BP1P/R2Q1RK1 b kq -,c7d8 b2c3 e8h8 c3c4 d8d6 d4f5 d6d7 d1d7 c8d7 f5d6,86
2r5/p2pk3/3Np3/2n1Pp2/5P2/2P2b1p/P1KR3P/5B2 b - -,f3e4 c2d1 c8b8 d1e1 b8b1 d2d1 b1b2 d1d2 e4c2 f1c4,-44
8/6pk/1N3p1p/2r5/5P2/6P1/PR2K2P/8 b - -,c5c3 e2d2 c3f3 b6c4 g7g5 f4g5 h6h5 g5f6 f3f6 d2c3,548
4r3/pp2q2p/3p2k1/3P1p2/1P1Rn1pP/P3PpP1/2Q2P2/6KB b - -,b7b5 c2c1 e7e5 h1g2 f3g2 g1g2 e5e7 a3a4 b5a4 b4b5,-446
1k6/2r5/4K3/8/8/8/8/7Q b - -,e7e5 a3a4 g6f7 g1h2 e8e7 b4b5 f7g7 h1g2 f3g2 h2g2,Mate
2Q2rk1/5ppp/p7/1pP3q1/6b1/1P6/P6P/2RQKB1n b - -,f8c8 f1e2 g5e3 c1c2 c8e8 b3b4 e3f2 e1d2 g4e2 d2c1,-5937
3r1rk1/1bq1bppp/p3pn2/1pnpP3/3N1P2/P1N2Q2/BPP2BPP/4RRK1 b - -,f6d7 f3g3 c5e4 c3e4 d5e4 f4f5 d7e5 f5e6 f7f5 f2e3,172
8/5ppp/4p3/2k5/1n2P3/N4P2/3K2PP/8 b - -,,0
r4rk1/1ppqn1p1/1pnp3p/1B3b2/7B/1N6/PPP2PPP/R2Q1RK1 b - -,f5g6 b3d4 e7f5 d1g4 g8h7 a2a4 f8f7 d4f5 d7f5 g4f5,3
rnb1k2r/1p3ppp/p2qpn2/8/3N2P1/2P1B3/P1P1BP1P/R2Q1RK1 b kq -,f6d5 d4f5 e6f5 e2f3 b8c6 f3d5 c8e6 d5e6 d6e6 f1e1,9
6k1/8/6K1/5p1p/5P1P/6P1/8/8 b - -,g8f8 g6h5 f8f7 h5g5 f7g8 g5f5 g8f7 h4h5 f7e7 f5g6,1432
8/5qpk/4p2p/3pP2P/p2Pb2K/P3Q3/6P1/4N3 b - -,f7f1 g2g4 f1c4 h4g3 c4b3 g3f4 b3d1 e3c3 d1e2 c3e3,-44
8/8/3B4/3B4/2K5/8/1k6/8 b - -,f7e7 h4g4 e7c7 e1f3 c7c2 g4g3 c2b2 f3d2 b2c1 g3f2,Mate
N1bR3r/pp2p3/6kp/2P1b1p1/8/4B3/PPP2PPP/2K3NR b - -,h8d8 h2h3 d8f8 g1f3 e5b8 a2a4 c8d7 a4a5 d7c6 h1d1,465
r2qkbnr/1p1npppp/p7/3p1b2/2PP1B2/5N2/PP1N1PPP/R2QKB1R b KQkq -,g8f6 d1b3 a8a7 c4c5 e7e6 f1d3 f5d3 b3d3 f6h5 f4e3,84
3r1rk1/1bq1bppp/p3p3/1pnpP3/3NNP2/P4Q2/BPP2BPP/4RRK1 b - -,c5a4 e4g3 a4b2 g3h5 g7g6 f4f5 b2c4 a2c4 d5c4 f3g3,402
r2q1rk1/p3bppp/2p2n2/3p4/6b1/1PN1PN2/PBQ2PPP/R4RK1 b - -,a8c8 c3e2 c6c5 f1d1 d8b6 f3e5 g4e6 e2f4 f8d8 a1c1,-2
3r1rk1/pb3p1p/1p2pqp1/8/2PP4/7R/P4PPP/R2Q1BK1 b - -,d8d4 d1e1 b7c6 c4c5 b6c5 h3c3 d4e4 e1c1 e4e5 a1b1,-203
8/8/6p1/5k1p/2K5/3r1pR1/7P/8 b - -,d3a3 h2h4 f5f4 g3g6 f3f2 c4d5 a3f3 d5e6 f2f1q e6f7,-803
5k2/8/8/5pKp/5P1P/6P1/8/8 b - -,d3a3 h2h4 f5f4 g3g6 f3f2 c4d5 a3f3 d5e6 f2f1q e6f7,Mate
r2q1rk1/1bpnbppp/p7/1p6/P1pP1N2/2P1B3/1P1NQPPP/R4RK1 b - -,f8e8 a4b5 a6b5 e2h5 b7c6 h5h3 d7f6 f4h5 f6d5 a1a8,-95
4r3/p5k1/bp4p1/2p1q3/3n4/2NP2P1/PPP2QBP/R5K1 b - -,e5e3 f2e3 e8e3 g1f2 e3e8 a1c1 e8f8 f2e1 f8h8 h2h4,192
r3kb1r/2qb1p2/p1nppp2/1B5p/3NPP2/2N5/PPPQ2PP/2KR3R b kq -,a6b5 d4b5 c7b8 b5d6 b8d6 d2d6 f8d6 d1d6 e8e7 d6d2,-57
1r1q2rk/1b3p1p/3ppPp1/2p5/1p1bP1PP/3PB3/1PP2QB1/1R3RK1 b - -,g6g5 e3d4 c5d4 h4h5 e6e5 c2c3 b7c8 c3d4 c8g4 h5h6,-56
r4rk1/1ppqn1p1/1pnp2bp/1B6/3N3B/8/PPP2PPP/R2Q1RK1 b - -,,0
r1br2k1/1pq1bppp/pn2p3/4P3/2Pp1B2/3P2P1/P3QPBP/RN2R1K1 b - -,c8d7 e2g4 d7c6 g2c6 c7c6 b1d2 b6a4 f4h6 g7g6 d2e4,76
r4rk1/ppq1bpp1/1n3n1p/B1p2p1P/2QP4/5N2/PPP2PP1/1K1RR3 b - -,b6c4 a5c7 f6e4 f3e5 c4e5 d4e5 e4f2 d1d7 e7g5 c7d6,-454
8/6pk/1N3p1p/r7/5P2/3K2P1/PR5P/8 b - -,a5a3 d3c4 g7g5 b2f2 g5f4 g3f4 h7g6 c4b4 a3a6 b4b5,582
r5k1/1p3p1p/p4Bp1/8/7n/1BP4P/PP3Pb1/3R2K1 b - -,g6g5 f6g5 h4f3 g1g2 f3g5 d1d7 b7b5 f2f4 g5e6 f4f5,380
r3kb1r/2qb1p2/2nppp2/1N5p/4PP2/2N5/PPPQ2PP/2KR3R b kq -,c7b6 b5d6 f8d6 d2d6 e8a8 c1b1 h5h4 b2b3 b6b4 b1b2,-56
N1b1R3/pp2p3/6kp/2P1b1p1/8/4B3/PPP2PPP/2K3NR b - -,c8e6 e8e7 g6f6 e7e6 f6e6 g1f3 e5b8 h1d1 a7a5 g2g3,1116
r2q1r2/pb1n1ppk/1p2p3/2pnP1N1/3P4/2P5/P1P1Q1PP/R1B2RK1 b - -,d8g5 c1g5 d5c3 e2d3 c3e4 f1f4 c5d4 f4e4 b7e4 d3e4,Mate
1r4k1/q4p2/P1prpbp1/5n1p/3PRP2/P1BQ3P/2B3P1/3R2K1 b - -,c6c5 g2g4 f6d4 g1g2 a7a8 d1b1 b8b1 c2b1 c5c4 d3d2,-228
rnbqkb1r/pp1npppp/2p5/3pP3/3P1P2/2P5/PP4PP/RNBQKBNR b KQkq -,c6c5 g1f3 e7e6 f1d3 b8c6 c1e3 c5d4 c3d4 c6b4 d3f1,92
r1q1k2r/1p1n1pp1/p2p4/3p1p1p/3Pn3/1P1QPN2/P1P2PPP/R1B2RK1 b kq -,h5h4 f3e1 c8c3 a1b1 d7f6 f2f3 c3d3 e1d3 e4c3 b1b2,-20
r5k1/1p3p1p/p7/6B1/7n/1BP4P/PP3Pb1/3R2K1 b - -,g2h3 g5h4 h3g4 d1e1 g4e6 g1h2 g8f8 b3e6 a8e8 h2g2,527
r4rk1/1ppq2p1/1pnp2bp/1B3n2/3N2QB/8/PPP2PPP/R4RK1 b - -,,0
8/8/3B4/3B4/8/2K5/8/2k5 b - -,g6h5 g4h5 f5d4 h5d5 d7f7 d5f7 f8f7 b5c4 a8a4 c4f7,Mate
2Q2rk1/5ppp/p7/1pP5/6b1/1P2q3/P3B2P/2RQK2n b - -,f8c8 c1c2 c8e8 b3b4 h1f2 c2c3 e3c3 e1f2 c3e3 f2f1,-7498
