rnbqk1nr/2p1ppb1/3p2pp/p2N4/Pp1PP2P/4B3/1PPQ1PP1/2KR1BNR b kq -,b8d7 f2f3 e7e6 d5f4 d7b6 b2b3 c8d7 f4d3 d7a4 b3a4
r3kb1r/ppqn1pp1/2p1p3/4PnBp/3P3P/3QNN2/PP3PP1/R4RK1 b kq -,f5h6 a1c1 h6g4 d3e4 c7a5 a2a3 a5b5 f3d2 d7b6 e3g4
8/8/5RB1/2k1B3/8/8/PPR3P1/4K3 b - -,f5h6 a1c1 h6g4 d3e4 c7a5 a2a3 a5b5 f3d2 d7b6 e3g4
8/5pk1/p4Q2/1p3BPp/2p2P1q/8/PP6/1K1Rr3 b - -,g7g8 f5h7 g8h7 g5g6 f7g6 f6h4 e1d1 b1c2 d1d7 h4f6
r1b1r1k1/2q2pp1/p2p1n1p/Qp1Pp3/2N1Pn2/2P2N1P/1P3PP1/R3RBK1 b - -,c7b8 c4b6 a8a7 c3c4 a7b7 b6c8 e8c8 f3d2 f6d7 e1c1
r3k1br/ppq1b3/3pPp1p/3Nn1p1/3NP1P1/1P5P/P1P1QRB1/5RK1 b kq -,c7c5 d4f5 g8e6 f5e7 e6d5 e7d5 e8h8 e2d2 g8g7 g1h1
3r2k1/p4ppp/1p6/1bp1rNq1/3bPR2/BP1P2P1/P2Q2BP/7K b - -,e5e8 h2h4 g5g6 f4f3 d4e5 g2h3 b5d7 a3c1 g6c6 d2c2
2b5/1p6/p1p5/P2p4/1BkP1K2/2P5/8/8 b - -,c4b5 f4e3 c8f5 e3d2 c6c5 b4c5 b5a5 d2c1 a5b5 c1b2
8/8/p3p1k1/1p6/1P1B2PK/2P5/1b6/8 b - -,g6h6 d4e3 h6g6 e3d2 e6e5 h4g3 b2a1 g3f3 g6f6 f3e4
r1b1k2r/p3nppp/1qp5/3pp3/4P3/4P3/PPP1B1PP/RNQ2RK1 b kq -,d5e4 b1c3 e8h8 e2c4 e7f5 c4b3 f5e3 c3a4 b6d4 c2c3
rn1q1rk1/pb3p1p/5bp1/2pp4/8/N1PBPN2/P1Q2PPP/1R3RK1 b - -,d8e7 c2b3 b7c6 d3b5 c5c4 b3b2 a7a6 b5c6 b8c6 a3c2
rn2k2r/3pbp1p/pq2pp2/3N4/Pp1NP3/6P1/1PP2PKP/R2Q1R2 b kq -,b6a7 f1e1 b8c6 d4c6 d7c6 d5e7 a7e7 d1h5 e8h8 e1e3
