8/5k2/7K/8/8/7P/8/8 b - -,f7f8 h6g6 f8g8 h3h4 g8h8 g6f6 h8h7 f6e5 h7g6 e5f4,Mate
r1b1kbnr/ppp2p1p/2np4/8/3P1pNP/2P5/PP2B1P1/RNB1K2R b KQkq -,c6e7 c1f4 e7g6 f4g5 h7h6 g5d2 h6h5 g4f2 c8d7 b1a3,-7
rnbqkbnr/pp2pp1p/2p3p1/3p4/3PP3/1P3P2/P1P3PP/RNBQKBNR b KQkq -,f8g7 c1b2 d5e4 f3e4 e7e5 g1f3 e5d4 b2d4 g8f6 b1c3,-74
r1bqk2r/pp3ppp/2n2n2/1Bb1p3/8/2N2N2/PPPP1PPP/R1BQ1RK1 b kq -,h7h6 f3e5 e8h8 e5c6 b7c6 b5e2 d8c7 d2d3 a8b8 e2f3,231
r1bqk1nr/pp3pbp/2n1p1p1/1BppP3/5P2/2N2N2/PPPP2PP/R1BQK2R b KQkq -,d8d7 c3a4 b7b6 d2d4 d7c7 c1e3 c8d7 d4c5 c6e5 c5b6,43
r1bqk1nr/ppppbBpp/8/n7/3pP3/2P2N2/PP3PPP/RNBQK2R b KQkq -,e8f7 e1h1 d7d5 e4d5 e7f6 c3d4 g8e7 f3g5 f7g8 f1e1,-250
r1bqk2r/ppp1bppp/2np1n2/4p3/2B1P3/3P1N2/PPP2PPP/R1BQKN1R b KQkq -,c6a5 c4b3 a5b3 a2b3 e8h8 f1g3 f8e8 e1h1 c7c5 h2h3,-24
rnbqkbnr/ppp2pp1/4p2p/3P4/8/2N2N2/PPPP1PPP/R1BQKB1R b KQkq -,g8e7 f1b5 c7c6 d5c6 b8c6 d2d4 a7a6 b5d3 g7g5 h2h3,174
r3kbnr/pp1qpppp/2nP4/2p5/8/5N2/PPPP1PPP/RNBQK2R b KQkq -,e7e5 d2d3 f8d6 b1a3 g8e7 a3b5 d6b8 e1h1 b7b6 a2a4,-86
r2qk2r/pp1bppbp/2B2np1/2PpN3/3P4/2N5/PP3PPP/R1BQK2R b KQkq -,e8h8 c6b7 a8b8 c5c6 d7f5 c1f4 d8b6 e1h1 b8b7 c3a4,687
r2qkb1r/ppp2ppp/2n1pn2/3p1b2/5P2/1PN1PN2/PBPP2PP/R2QKB1R b KQkq -,d5d4 c3b5 d4e3 d2e3 f8b4 c2c3 b4c5 b5d4 e8h8 f1e2,-94
r1bq1rk1/ppp1ppbp/2np1np1/8/3P4/2P1PNB1/PP2BPPP/RN1QK2R b KQ -,f6e4 g3h4 f7f5 b1d2 e4f6 e1h1 e7e5 d4e5 d6e5 e3e4,22
r2qkbnr/pp2pppp/2n5/2ppP3/5Bb1/3P1N2/PPP2PPP/RN1QKB1R b KQkq -,g4f3 d1f3 e7e6 c2c4 d8a5 b1d2 g8e7 g2g3 c6d4 f3d1,-172
r2qkb1r/pp3ppp/2n1pn2/2PP4/6b1/2N1PN2/PP3PPP/R1BQKB1R b KQkq -,g4f3 g2f3 f6d5 c3d5 d8d5 d1d5 e6d5 c1d2 f8c5 a1c1,125
rnbqkb1r/ppp3pp/4pn2/3p1p2/3P1B2/P1N2N2/1PP1PPPP/R2QKB1R b KQkq -,c8d7 e2e3 f8d6 f1d3 d6f4 e3f4 e8h8 c3e2 d7e8 f3e5,71
rn1qkb1r/pp2pppp/2p2n2/3P1b2/3P1B2/5N2/PP2PPPP/RN1QKB1R b KQkq -,d8a5 b1d2 f6d5 f4g3 b8d7 a2a3 d5f6 e2e3 e7e6 f1e2,105
rnbqkb1r/ppp2ppp/5n2/3p4/Q7/2N2N2/PP1PPPPP/R1B1KB1R b KQkq -,c7c6 g2g3 f8d6 f1g2 e8h8 e1h1 f8e8 a4c2 h7h6 d2d4,-47
rn1qkb1r/pb1ppppp/1p3n2/2pP4/2P5/4PN2/PP3PPP/RNBQKB1R b KQkq -,d7d6 b1c3 b8d7 f1d3 g7g6 h2h3 f8g7 e3e4 e8h8 e1h1,139
rn1qkb1r/pb1ppppp/5n2/2pP4/2B5/4PN2/PP3PPP/RNBQK2R b KQkq -,d8c8 e1h1 g7g6 e3e4 d7d6 b2b3 f8g7 c1b2 e8h8 f1e1,139
rn1q1rk1/ppp1ppbp/3p1np1/8/2PPP1b1/2N2N2/PPQ1BPPP/R1B1K2R b KQ -,a7a5 c1e3 f6d7 h2h4 b8c6 e1a1 g4f3 g2f3 e7e5 d4e5,79
rnbqk2r/pp4pp/2pbpn2/3p1p2/2PP1P2/2N1PN2/PP2B1PP/R1BQK2R b KQkq -,a7a5 c4c5 d6c7 e1h1 e8h8 c1d2 b8d7 d2e1 d8e8 e1h4,88
r1bqkb1r/pp1ppppp/2n2n2/2p5/2P5/P1NP4/1P2PPPP/R1BQKBNR b KQkq -,e7e6 g1f3 d7d5 e2e3 d5c4 d3c4 d8d1 c3d1 f8e7 f1e2,-71
r1bqkb1r/pppp1ppp/2n1pn2/4P3/3P4/2P5/PP3PPP/RNBQKBNR b KQkq -,h7h6 e5f6 d8f6 g1f3 d7d5 f1b5 f8d6 e1h1 c8d7 c3c4,370
r2qkbnr/pppBnpp1/3p3p/3Pp3/4P3/2N2N2/PPP2PPP/R1BQK2R b KQkq -,d8d7 c1e3 f7f5 e4f5 e7f5 f3h4 f5h4 d1h5 g7g6 h5h4,58
rnbqk2r/pppp1ppp/8/4N3/4n3/2PB4/P1PP1PPP/R1BQK2R b KQkq -,d8g5 d3e4 g5e5 e1h1 d7d5 d2d4 e5d6 e4d3 e8h8 f1e1,163
4Q3/8/4k3/5b2/8/4K3/8/8 b - -,d8g5 d3e4 g5e5 e1h1 d7d5 d2d4 e5d6 e4d3 e8h8 f1e1,Mate
8/8/8/5k2/3K4/5N1B/8/8 b - -,f5f4 f3d2 f4g3 h3f1 g3f2 f1b5 f2g3 d4e3 g3g4 d2f3,15414
rnbqk1nr/ppppp1bp/6p1/8/3PN3/5N2/PPP2PPP/R1BQKB1R b KQkq -,a7a6 c2c3 g8f6 e4f6 e7f6 f1d3 d7d5 h2h4 d8e7 c1e3,196
r2q1rk1/ppp2ppp/2npbn2/2b1p1B1/4P3/1BNP1N2/PPP2PPP/R2Q1RK1 b - -,a7a6 c3d5 e6d5 b3d5 h7h6 g5f6 d8f6 a2a4 c6d8 c2c3,47
r2qkb1r/pppnpppp/3p1n2/8/2B1P3/2N2Q1P/PPPP1PP1/R1B1K2R b KQkq -,c7c5 d2d3 g7g6 f3e2 a7a6 a2a4 d7e5 f2f4 e5c6 e1h1,66
rn1qkbnr/pp2pppp/8/3p1b2/8/2P2N2/PP1PBPPP/RNBQK2R b KQkq -,a7a6 d1b3 b7b6 d2d4 e7e6 c1f4 f8d6 f4d6 d8d6 f3h4,29
r1bqkbnr/ppp1pppp/2np4/8/3P4/2P1P3/PP3PPP/RNBQKBNR b KQkq -,d6d5 g1f3 g8f6 f1b5 g7g6 c3c4 a7a6 b5c6 b7c6 d1a4,59
r1bqkbnr/ppp2ppp/2np4/3Pp3/8/2P1P3/PP3PPP/RNBQKBNR b KQkq -,g8e7 d5c6 e7c6 c3c4 f8e7 b1c3 e8h8 f1e2 f7f5 c3d5,336
r1bqkbnr/ppp1nppp/3p4/3Pp3/4P3/2P5/PP3PPP/RNBQKBNR b KQkq -,f7f5 e4f5 e7f5 c3c4 g8f6 b1c3 d8e7 g1e2 g7g6 e2g3,30
r1bqk1nr/pp1pppbp/6p1/1B6/3pP3/3P4/PPPN1PPP/R1BQ1RK1 b kq -,d8b6 b5a4 b6a5 a4b3 d7d6 f2f4 g8f6 h2h3 a5c5 d2f3,81
r2qkb1r/pp2nppp/2n1p3/1BppP3/5Pb1/5N1P/PPPP2P1/RNBQ1RK1 b kq -,g4h3 g2h3 d8b6 b1c3 h7h6 g1h2 e8a8 b5c6 e7c6 c3e2,313
r1bqk1nr/pp2ppbp/2Np2p1/8/4P3/1P6/PBP2PPP/RN1QKB1R b KQkq -,f7f5 b2g7 b7c6 e4f5 c8f5 g7h8 e7e5 b1d2 g8e7 g2g4,1078
rn1qkb1r/pp2pppp/2p2N2/5b2/3P4/8/PPP1QPPP/R1B1KBNR b KQkq -,g7f6 g1f3 d8d5 c2c4 d5e4 e2e4 f5e4 c1e3 b8a6 a2a3,24
rnbqkb1r/ppp2ppp/3p4/3Pp3/2P5/8/PP1P1PPP/R1BQKBNR b KQkq -,c7c6 g1e2 c6d5 c4d5 f8e7 e2c3 e8h8 f1c4 f7f5 e1h1,-94
r6r/pkpNB2p/1pn5/1Q6/3p4/8/PPP2PPP/R5K1 b - -,c6e7 d7c5 b7b8 c5a6 b8b7 a1e1 a8e8 a6c5 b7b8 c5d7,1020
r1bqkb1r/1pp2ppp/p1n1pn2/3p4/3P1B2/2PBP2P/PP3PP1/RN1QK1NR b KQkq -,c6e7 b1d2 e7g6 f4h2 f8d6 g1f3 d6h2 f3h2 d8d6 f2f4,57
r1bqk2r/1pp1bppp/p1n1pn2/3p4/3P1B2/2PBPN1P/PP3PP1/RN1QK2R b KQkq -,a6a5 b1d2 e7d6 f3e5 f6d7 e5d7 c8d7 d1g4 g7g6 g4g3,96
r1b1kb1r/ppppqppp/2n2n2/4p3/2B1P3/BP3Q2/P1PP1PPP/RN2K1NR b KQkq -,c6b4 a3b4 e7b4 f3e2 b4e7 f2f4 d7d6 f4e5 d6e5 g1f3,-80
rnbqk1nr/ppp1bppp/8/1B1p4/3P4/2N5/PPP2PPP/R1BQK1NR b KQkq -,b8c6 g1f3 g8f6 e1h1 e8h8 f1e1 c8g4 b5c6 b7c6 h2h3,40
r1bqkb1r/pppnpppp/3p1n2/6B1/2PP4/4P3/PP3PPP/RN1QKBNR b KQkq -,c7c5 b1c3 d8a5 d1d2 h7h6 g5h4 g7g5 h4g3 f6h5 f1d3,42
r1bqk2r/pppn1ppp/3b1n2/3N2B1/3P4/4P3/PP3PPP/R2QKBNR b KQkq -,a7a6 g5h4 c7c6 d5c3 c6c5 g1f3 e8h8 f1d3 b7b5 e1h1,149
rnbqkb1r/ppp2ppp/8/8/1nPP1p2/5N2/PP2B1PP/RNBQK2R b KQkq -,c8f5 b1a3 g7g5 e1h1 h7h6 c1d2 a7a5 d2b4 a5b4 a3c2,-149
rn1q1rk1/1p3pbp/p2p1np1/2pP4/P3P3/2N5/1P1NQPPP/R1B2RK1 b - -,d8e7 d2c4 b8d7 c1f4 f6e8 a4a5 f7f5 e2d2 d7e5 c4b6,170
rnbqkb1r/pp1p1ppp/4pn2/2P3B1/4P3/8/PPP2PPP/RN1QKBNR b KQkq -,h7h6 g5f6 d8f6 c2c3 f8c5 g1f3 b8c6 f1d3 e8h8 e1h1,-64
rnbqkb1r/ppp1pp1p/6p1/3p4/3P4/3BP1P1/PPP2PP1/RN1QK1NR b KQkq -,c7c5 b1c3 f8g7 g1f3 c5d4 f3d4 e8h8 d1d2 e7e6 e1a1,-80
r1bqkbnr/pp1p1ppp/2n5/8/4PQ2/8/PPP3PP/RNB1KBNR b KQkq -,d7d5 e4d5 c6b4 f1b5 c8d7 f4e4 d8e7 b5d7 e8d7 e4e7,-57
r1bqkbnr/pppppppp/8/8/1n1PP3/P7/1PP2PPP/RNBQKBNR b KQkq -,e7e5 a3b4 g8f6 d4e5 f6e4 c2c3 d7d5 g1f3 e4f2 e1f2,885
r1bqkbnr/pppppppp/2n5/3P4/4P3/P7/1PP2PPP/RNBQKBNR b KQkq -,c6b8 g1f3 d7d6 c2c4 e7e5 b1c3 b8d7 f1e2 g8f6 h2h3,159
rnbqk1nr/pp2pp1p/2p3p1/4P3/8/2N5/PPP2PPP/R1BQKB1R b KQkq -,b8d7 c1f4 d7f8 d1d8 e8d8 h2h3 h7h5 e1a1 d8e8 f1e2,208
rnbqkbnr/pp2pppp/3p4/2p5/5P2/2P2N2/PP1PP1PP/RNBQKB1R b KQkq -,a7a6 e2e4 g8f6 d2d3 e7e6 g2g3 b8c6 f1g2 f8e7 e1h1,28
r1bqkbnr/p4ppp/2p1p3/2pp2B1/4P3/3P1N2/PPP2PPP/RN1QK2R b KQkq -,f7f6 g5d2 f8d6 e4e5 f6e5 f3e5 g8f6 f2f4 e8h8 e1h1,-81
r1bqk1nr/pp2ppbp/2np2p1/2p5/2P1PB2/2NP1N2/PP3PPP/R2QKB1R b KQkq -,e7e5 f4d2 g8e7 f1e2 e8h8 c3d5 e7d5 c4d5 c6d4 e1h1,-64
r1bqk2r/pppn1ppp/3bpn2/3p4/2PP4/2N2NB1/PP2PPPP/R2QKB1R b KQkq -,d6b4 e2e3 c7c5 f1e2 f6e4 a1c1 e8h8 e1h1 e4g3 h2g3,49
r1bqk2r/pppn1ppp/4pn2/3p4/2PP4/2N2NP1/PP2PPP1/R2QKB1R b KQkq -,h7h6 d1c2 e8h8 h1h4 c7c6 e2e3 f8e8 e1a1 e6e5 d4e5,60
rnb1k1nr/ppqpppbp/6p1/2p5/3PP3/2P2N2/PP2BPPP/RNBQK2R b KQkq -,h7h6 b1a3 c5d4 c3d4 g8f6 a3b5 c7b6 e1h1 e8h8 d4d5,163
rn1r2k1/ppp2ppp/3q1n2/6B1/4P1b1/1BP1Q1P1/PP4PP/RN2K1NR b KQ -,b8d7 g1f3 h7h6 g5f4 d6a6 b1d2 g4e6 e3e2 a6e2 e1e2,580
rn1qkbnr/pp1bpppp/8/1B1p4/6Q1/2N5/PPPP1PPP/R1B1K1NR b KQkq -,g8f6 b5d7 b8d7 g4e2 e7e6 c3d1 d8c7 d2d4 f6e4 c2c3,-97
rnbqk2r/pp3ppp/3bpn2/2ppB3/3P4/2P1PN2/PP3PPP/RN1QKB1R b KQkq -,e8h8 b1d2 b8c6 e5d6 d8d6 f1b5 c8d7 a2a4 a7a6 b5c6,-25
r1bqkb1r/pp2pppp/2n2n2/2pp4/5P2/1P4P1/PBPPP1BP/RN1QK1NR b KQkq -,c8f5 g1f3 e7e6 e1h1 f8e7 e2e3 a8c8 f3e5 h7h5 b1c3,-41
rn1qkb1r/pbp2ppp/1p2p3/3pP3/3Pn3/P2B4/1PP1NPPP/R1BQK1NR b KQkq -,f8e7 f2f3 b8d7 c2c3 e4c5 d4c5 d7e5 c5b6 e5d3 d1d3,192
r1bqk2r/pppp1p1p/5np1/4p3/1bBnP3/2NP4/PPP2PPP/R1BQK1NR b KQkq -,d7d5 e4d5 f6d5 c1d2 d5b6 a2a3 b4c3 d2c3 b6c4 d3c4,-95
rnbq1rk1/pp2ppbp/5np1/2pp4/3P1B2/2P1PN2/PPQN1PPP/R3KB1R b KQ -,b8c6 d4c5 f8e8 f4g3 e7e5 f1b5 c8f5 c2b3 d8e7 e1h1,-44
rn1qkbnr/pp2pppp/6b1/3p4/3P2PP/2N5/PPP2P2/R1BQKBNR b KQkq -,e7e6 f1b5 b8c6 b5c6 b7c6 h4h5 g6h5 h1h5 g8f6 h5h3,293
r1b1kbnr/ppqp1ppp/2n1p3/8/2BNP3/4B3/PPP2PPP/RN1QK2R b KQkq -,h7h5 b1c3 g8f6 d4b5 c7b8 f2f3 f8e7 b5d4 e8h8 d1d2,38
8/8/3kbQ2/8/4K3/8/8/8 b - -,h7h5 b1c3 g8f6 d4b5 c7b8 f2f3 f8e7 b5d4 e8h8 d1d2,Mate
r7/3bkq2/p1BbQ3/6p1/8/4B1P1/PPP4P/6K1 b - -,f7e6 e3g5 e7f7 c6d7 e6d7 a2a3 a8e8 g5e3 d7f5,-6625
rn1qkb1r/pbp2ppp/1p2pn2/3p4/5P2/3PPN2/PPP1B1PP/RNBQ1RK1 b kq -,f8d6 b2b3 b8c6 b1a3 a7a6 c2c4 e6e5 f3e5 c6e5 f4e5,-49
rnbqk1nr/pp3ppp/3b4/1Bpp4/3P4/2P2N2/PP3PPP/RNBQK2R b KQkq -,e8e7 e1h1 g8f6 f1e1 e7f8 d4c5 d6c5 b2b4 c5b6 b1d2,250
rnbk1bnr/ppp2ppp/8/4P3/4p3/4B3/PPP2PPP/RN2KBNR b KQ -,c8e6 b1c3 b8c6 c3e4 c6e5 e1a1 d8c8 g1f3 e5f3 g2f3,95
r1bqk2r/pp1nbppp/2Pp1n2/4p3/4P3/2NB1N2/PPP2PPP/R1BQK2R b KQkq -,d7f8 d3b5 b7c6 b5c6 c8d7 c6a8 d8a8 c1g5 f6e4 g5e7,353
rnbqkbnr/ppp3pp/4p3/3pPp1Q/3P4/8/PPP2PPP/RNB1KBNR b KQkq -,e8e7 c1g5 g8f6 b1c3 e7d7 e5f6 g7f6 h5f7 f8e7 g5f6,525
rnb1kbnr/ppq1pppp/8/8/3P4/8/PP2BPPP/RNBQK1NR b KQkq -,a7a6 g1f3 e7e6 b1c3 g8f6 e1h1 h7h6 c1e3 f8d6 a1c1,60
8/2n1k3/8/8/2K5/3Q4/8/8 b - -,a7a6 g1f3 e7e6 b1c3 g8f6 e1h1 h7h6 c1e3 f8d6 a1c1,Mate
r1bqk2r/ppp1bppp/2n2n2/3Pp3/8/P1NP1N2/1PP2PPP/R1BQKB1R b KQkq -,c6b4 a3b4 e7b4 c1g5 h7h6 g5f6 g7f6 f3d2 h8g8 d1f3,528
rnbqk1nr/ppp1bppp/3p4/4p3/2P5/3P1NP1/PP2PP1P/RNBQKB1R b KQkq -,a7a6 f1g2 f7f5 b1c3 g8f6 e1h1 e8h8 b2b4 b8c6 a1b1,58
r1bq1rk1/ppp1bppp/2np1n2/4p3/4P3/P1NP1N2/1PP1BPPP/R1BQ1RK1 b - -,c8e6 f1e1 c6d4 f3d4 e5d4 c3b1 c7c5 b1d2 d6d5 e4e5,13
r1bq1rk1/ppppbppp/2n2n2/4p3/4P3/P1NP1N2/1PP1BPPP/R1BQK2R b KQ -,d7d5 c3d5 f6d5 e4d5 d8d5 b2b4 b7b5 e1h1 a7a5 c1d2,-66
r2q1rk1/1p2bppp/p1npbn2/8/4PB2/1NN5/PPPQB1PP/R4RK1 b - -,,0
rnbqkb1r/pp3pp1/4pn1p/2pp4/2PP4/P1N1PN2/1P3PPP/R1BQKB1R b KQkq -,b8c6 d4c5 f8c5 b2b4 c5d6 c1b2 e8h8 c4d5 e6d5 f1e2,39
rn1qkb1r/pp1bpp1p/3p1np1/1B6/3NP3/2N1B3/PPP2PPP/R2QK2R b KQkq -,d7b5 d4b5 a7a6 b5d4 b8d7 e1h1 f8g7 a2a4 a8c8 d4f3,-48
r1b1kbnr/ppqp1ppp/2n1p3/8/2B1P3/3Q1N2/PPP2PPP/RNB1K2R b KQkq -,b7b5 c4b3 b5b4 e1h1 a7a5 a2a3 g8f6 a3b4 f8b4 h2h3,-40
rn2kbnr/pp2pbp1/2pq4/3p4/3P2PP/4B3/PPP5/RN1QKBNR b KQkq -,g8f6 b1d2 c6c5 d4c5 d6e5 d1e2 f6g4 e2g4 e5e3 g1e2,-66
rnbqk2r/ppp2pbp/3p1np1/4p3/4P3/2PP1N2/PP1NBPPP/R1BQK2R b KQkq -,e8h8 e1h1 f8e8 b2b4 a7a5 b4b5 b7b6 f1e1 c8b7 a2a4,-23
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2P1P3/2NP2P1/PP2NP1P/R1BQKB1R b KQkq -,f6g4 c1e3 g4e3 f2e3 c5e3 c3d5 e3c5 d1d2 a7a5 e1a1,-432
rnbqk1nr/p1p2ppp/4p3/1p6/P1pP4/2P2N2/4PPPP/R1BQKB1R b KQkq -,b8d7 a4b5 c8b7 e2e4 b7e4 f1c4 g8f6 e1h1 e8h8 f1e1,168
rnbqk1nr/pp1pbppp/4p3/2p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,b8a6 d4d5 d7d6 f1b5 c8d7 b5a6 b7a6 e4e5 d8b8 d1e2,210
8/8/2nk4/8/2Q1K3/8/8/8 b - -,b8a6 d4d5 d7d6 f1b5 c8d7 b5a6 b7a6 e4e5 d8b8 d1e2,Mate
r1bqkb1r/pp1p1p1p/2n1pnp1/6B1/2BNP3/2N5/PPP2PPP/R2QK2R b KQkq -,c6d4 d1d4 f8e7 e1a1 e8h8 g5h6 a7a6 e4e5 f6e8 h6f8,293
rnb1kb1r/pp2pppp/2p2n2/q2p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq -,b8d7 f4d2 a5b6 c4d5 c6d5 e2e3 e7e6 f1d3 f8d6 a2a4,106
8/8/1K6/8/PkP5/8/8/8 b - -,b8d7 f4d2 a5b6 c4d5 c6d5 e2e3 e7e6 f1d3 f8d6 a2a4,Mate
8/8/k7/8/PK6/8/8/8 b - -,,0
r1bqk2r/pppnppb1/3p1npp/8/2PPPB2/2N5/PP1Q1PPP/R3KBNR b KQkq -,e7e5 f4e3 f6g4 g1f3 e8h8 a1d1 g4e3 f2e3 f8e8 f1e2,-104
r1bqk1nr/pp3ppp/2nb4/2p1p3/3pP3/3P1NP1/PPP1NPBP/R1BQK2R b KQkq -,g8e7 c2c3 a7a5 e1h1 f7f6 f3d2 a5a4 d2c4 d6c7 f2f4,-110
r2qkbnr/ppp2ppp/2np4/4p3/2P3b1/2NPPN2/PP3PPP/R1BQKB1R b KQkq -,f8e7 h2h3 g4h5 a2a3 f7f5 f1e2 d8d7 e1h1 a7a6 b2b4,98
8/8/5k2/8/4K1Q1/8/3r4/8 b - -,d2d6 g4f5 f6e7 e4e5 d6b6 f5h7 e7d8 h7f7 b6a6 e5d5,722
8/8/8/4p1p1/6K1/5P2/4k3/8 b - -,d2d6 g4f5 f6e7 e4e5 d6b6 f5h7 e7d8 h7f7 b6a6 e5d5,Mate
r1bqkb1r/pp2pppp/2n2n2/8/8/2P2N2/PP1P1PPP/RNBQKB1R b KQkq -,d8d5 d2d4 e7e5 f3e5 c6e5 d4e5 d5e5 d1e2 e5e7 c1e3,182
8/8/3nk3/2Q5/3K4/8/8/8 b - -,d8d5 d2d4 e7e5 f3e5 c6e5 d4e5 d5e5 d1e2 e5e7 c1e3,Mate
rn1qkbnr/pp2pppp/2p5/8/2B5/5QN1/PPPP1PPP/R1B1K2R b KQkq -,f7f5 f3b3 g8h6 b3b7 b8d7 d2d4 a8b8 b7c6 g7g6 e1h1,753
rn1qkb1r/ppp1ppp1/5n1p/8/2BP2b1/2N1BN2/PPP2PPP/R2QK2R b KQkq -,g4f5 f3e5 e7e6 d1f3 d8c8 e1a1 b8d7 h1e1 c7c6 e5f7,262
rnb1kb1r/ppp1qppp/8/3pN3/2PPn3/5Q2/PP3PPP/RNB1KB1R b KQkq -,c8e6 f1d3 b8c6 e5c6 b7c6 e1h1 e7d7 b1d2 e4d2 c1d2,122
rnbqkbnr/1p1p1ppp/p3p3/2P5/1P2P3/8/P1P2PPP/RNBQKBNR b KQkq -,d7d5 e4d5 d8d5 d1d5 e6d5 a2a3 g8f6 b1c3 c8f5 g1f3,146
rnb1kb1r/pppp1p1p/7n/4N3/2B1Pppq/2N5/PPPP2PP/R1BQ1K1R b kq -,d7d6 e5d3 g4g3 f1g1 f8g7 c3b5 h4e7 d3f4 c7c6 f4h5,-97
rn1qkb1r/pppb1ppp/3p1n2/4P3/4P3/2N2N1P/PPPP2P1/R1BQKB1R b KQkq -,f8e7 e5f6 e7f6 e1f2 e8h8 f2g1 b8c6 d2d4 c6d4 f3d4,806
rn1qkb1r/pppb1ppp/5n2/4N3/4P3/2N4P/PPPP2P1/R1BQKB1R b KQkq -,c7c5 f1c4 d7e6 d2d3 f8d6 c1f4 d6c7 d1f3 e8h8 e1a1,211
r1bqk1nr/ppp2pbp/3p2p1/3Pp3/2PnP3/2NBB3/PP3PPP/R2QK1NR b KQkq -,a7a6 g1e2 c7c5 e1h1 g8f6 f2f3 e8h8 d1d2 f6d7 b2b3,32
r1bqkb1r/pp3ppp/2np1n2/2p1p3/2B1PP2/P1NP4/1PP3PP/R1BQK1NR b KQkq -,c8d7 f4f5 c6d4 g1e2 b7b5 c4a2 a8c8 c3d5 f6d5 a2d5,106
rnbqk2r/pp2bppp/2p1pn2/3p4/3P4/4PNP1/PPP2PBP/RNBQ1RK1 b kq -,h7h6 b1d2 e8h8 f3e5 a7a5 a2a4 b8d7 f2f4 d7e5 f4e5,44
rnbq1rk1/pp2bppp/2p1pn2/3p4/3P4/2P1PNP1/PP3PBP/RNBQ1RK1 b - -,b7b6 f1e1 c8b7 b2b3 c6c5 c1b2 b8c6 b1d2 a8c8 d4c5,-14
r1bqk2r/pp2bppp/2n1pn2/2pp2B1/8/3P1NP1/PPP1PPBP/RN1QR1K1 b kq -,h7h6 g5f6 e7f6 c2c3 d8c7 e2e3 e8h8 d3d4 b7b6 b1d2,-60
8/8/8/5pk1/8/8/5K2/8 b - -,a7a6 e2e4 d5e4 d3e4 d8d1 e1d1 f6e4 g5f4 f7f6 f4e3,Mate
8/8/8/5pk1/8/5K2/8/8 b - -,,0
rnbq1rk1/ppp2ppp/3p1n2/4p3/1bB1P3/2NP4/PPP1NPPP/R1BQ1RK1 b - -,h7h6 g1h1 c8e6 c4b3 a7a5 f2f4 b8d7 h2h3 c7c6 e2g3,36
rnbk1b1r/ppp2ppp/8/4p3/2B1n3/5N2/PPP2PPP/RNB2RK1 b - -,f7f6 f1d1 e4d6 a2a4 a7a5 c1e3 c8d7 c4d5 b8c6 b1c3,-190
rnbqkb1r/pp3ppp/2p1pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq -,d5c4 g1f3 b7b5 a2a4 f8b4 g2g3 c8b7 f1g2 b8d7 e1h1,-101
6k1/p2R1pp1/5b2/7p/1P3q2/2p5/P3Q1PP/6K1 b - -,f6d4 d7d4 f4d4 g1f1 d4f4 f1e1 f4c1 e2d1 c1e3 e1f1,-814
rn1qkb1r/ppp2ppp/3pbn2/3Pp3/2B1P3/5N2/PPP2PPP/RNBQK2R b KQkq -,e6h3 g2h3 f6e4 d1e2 e4f6 b1c3 a7a6 f3g5 b8d7 f2f4,343
r2qkbnr/pp1n1ppp/8/2pp4/8/2N2N2/PPPP1PPP/R1BQK2R b KQkq -,d7b6 e1h1 f8d6 d2d4 g8e7 a2a4 e8h8 d4c5 d6c5 a4a5,121
rn1qk2r/ppp1b1pp/3ppn2/4p1N1/4P3/2NP4/PPP2PPP/R1BQK2R b KQkq -,e7f8 g5e6 d8d7 c3d5 b8a6 d5f6 g7f6 d1h5 e8e7 e6f8,258
r2qkbnr/pp1b1ppp/2B5/2pp4/8/5N2/PPPP1PPP/RNBQ1RK1 b kq -,f8d6 c6b7 a8b8 b7d5 g8e7 d5c4 e8h8 d2d3 e7c6 f1e1,713
r2qkb1r/pp1npppp/5n2/3p4/8/5N2/PPPP1PPP/RNBQR1K1 b kq -,d8c7 d2d4 e7e6 c2c3 f8d6 c1g5 e8h8 d1e2 f8c8 g2g3,-36
rnbqk2r/pppp1ppp/1b3n2/4p3/3PP3/2P2N2/PP1N1PPP/R1BQKB1R b KQkq -,d7d5 f3e5 d5e4 f1c4 e8h8 d1e2 b8d7 d2e4 f6e4 e2e4,114
rnbqk2r/pppp1ppp/1b3n2/4p1B1/3PP3/2P2N2/PP3PPP/RN1QKB1R b KQkq -,c7c6 d4e5 h7h6 e5f6 h6g5 f6g7 h8g8 h2h4 g5g4 f3d4,272
rnbqkb1r/ppp2ppp/5n2/3P4/4N3/5N2/PP1PPPPP/R1BQKB1R b KQkq -,f8e7 e4f6 e7f6 e2e4 e8h8 f1c4 c7c6 e1h1 c6d5 c4d5,375
rnbqkb1r/ppp2ppp/8/3P4/Q3n3/5N2/PP1PPPPP/R1B1KB1R b KQkq -,b8d7 a4e4 f8e7 e4c2 e8h8 a2a3 f8e8 e2e4 f7f5 e4e5,295
r1bqk2r/pp3ppp/2nbpn2/2pp4/3P4/1P2PN2/PBPNBPPP/R2QK2R b KQkq -,e8h8 d4c5 d6c5 e1h1 b7b6 c2c4 c8b7 c4d5 d8d5 a2a3,28
