8/5k2/7K/8/8/7P/8/8 b - -,f7f8 h6g6 f8g8 h3h4 g8h8 g6f6 h8h7 f6e5 h7g6 e5f4,Mate
rnbq1rk1/ppppppbp/5np1/8/3P1B2/2N3P1/PPP1PPBP/R2QK1NR b KQ -,d7d5 g1f3 c7c5 e2e3 b8c6 e1h1 c8g4 h2h3 g4f3 g2f3,-34
7Q/6K1/kP6/8/8/8/8/8 b - -,f6h5 f4c1 b8c6 d4d5 c6e5 g1f3 e5f3 e2f3 d7d6 a2a4,Mate
rn1qkbnr/1b1ppppp/p7/1pp5/3PP3/2N3P1/PPP2PBP/R1BQK1NR b KQkq -,d7d6 d4c5 d6c5 d1d8 e8d8 c1f4 b8d7 a1d1 e7e6 g1e2,97
8/8/k7/2K5/2N5/8/8/6B1 b - -,a6b7 g1h2 b7a8 c5c6 a8a7 h2f4 a7a8 c4b6 a8a7 f4g3,7766
r1bqkbnr/pp3ppp/2n5/1Bpp4/8/3P1N2/PPP2PPP/RNBQ1RK1 b kq -,a7a6 f1e1 f8e7 b5c6 b7c6 f3e5 c8e6 e5c6 d8c7 c6e7,98
r1bqkb1r/pppnppp1/3p1n1p/8/3PPB2/2N2N2/PPP2PPP/R2QKB1R b KQkq -,a7a6 e4e5 g7g5 f4d2 g5g4 e5f6 g4f3 d1f3 d7f6 f1c4,130
4n3/4k3/2Q5/8/2K5/8/8/8 b - -,a7a6 e4e5 g7g5 f4d2 g5g4 e5f6 g4f3 d1f3 d7f6 f1c4,Mate
r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P4/2N1PN2/PPPQ1PPP/R1B1KB1R b KQkq -,e7e6 f1b5 a7a6 b5c6 b7c6 e1h1 f8d6 d2e2 e8h8 f3e5,-57
rnbqkbnr/pppp1ppp/4p3/8/2P5/5P2/PP1PP1PP/RNBQKBNR b KQkq -,d7d5 f3f4 c7c5 g1f3 b8c6 g2g3 d5c4 b1a3 a7a6 a3c4,-111
rnb1k2r/pppp1ppp/1b3n2/8/3Pq3/5N2/PPP1BPPP/RNBQ1RK1 b kq -,e4c6 c2c4 d7d6 b1c3 e8h8 b2b4 a7a6 c1g5 f6e4 c3e4,323
rnbqk2r/ppp2ppp/3ppb2/8/3PP3/3B1N2/PPP2PPP/RN1QK2R b KQkq -,e6e5 d4e5 d6e5 d1e2 b8d7 e1h1 a7a5 a2a4 d7c5 f1d1,-50
r2qkbnr/pp2pppp/2n5/1B1pPb2/3P4/8/PP2NPPP/RNBQK2R b KQkq -,h7h6 e2g3 f5g6 b5c6 b7c6 e5e6 d8d6 e6f7 e8f7 e1h1,92
rnbqkbnr/ppp2ppp/4p3/3p4/3P4/5NP1/PPP1PPBP/RNBQK2R b KQkq -,f8b4 b1d2 g8f6 e1h1 e8h8 c2c3 b4d6 f1e1 b7b6 e2e4,93
r1bqkb1r/ppp2ppp/2n2n2/4p3/3pP3/3P2P1/PPP1NPBP/RNBQ1RK1 b kq -,h7h5 c1g5 f8e7 d1e1 f6d7 g5e7 d8e7 f2f4 h5h4 g3h4,-48
r3kbnr/pp3pp1/4p3/3pP1Bp/1nP4P/q2pQN2/P2N1PP1/1R3RK1 b kq -,b7b6 c4d5 b4d5 e3e4 a3a6 d2c4 f8c5 e4d3 e8f8 g5e3,66
r1bqkbnr/pp3ppp/2B1p3/2Pp4/8/4P3/PPP2PPP/RNBQK1NR b KQkq -,d8d7 c6d7 c8d7 d1d4 g8e7 d4b4 e7c6 b4b7 a8b8 b7c7,1171
rnbqkbnr/1pp2ppp/p7/1P1pp3/2P5/4P3/P2P1PPP/RNBQKBNR b KQkq -,a6b5 c4b5 g8f6 g1f3 e5e4 f3d4 c7c5 b5c6 b7c6 a2a4,-100
rnbqk1nr/pp3ppp/2p1p3/3p4/3PP3/2PB1N2/P1P2PPP/R1BQK2R b KQkq -,d8c7 d1e2 g8e7 e1h1 c6c5 e4d5 e7d5 f1e1 e8h8 e2e4,174
r1bq1rk1/ppp2ppp/2np1n2/2b1p3/2B1P2N/2NP3P/PPP2PP1/R1BQK2R b KQ -,c6a5 c4b3 d6d5 e4d5 a5b3 a2b3 f6d5 c3d5 d8d5 d1f3,-83
r1bqkb1r/p1p2ppp/2n1pn2/1N6/2pPP3/P4N2/1P3PPP/R1BQKB1R b KQkq -,c8b7 c1f4 a8c8 f1c4 f8e7 d4d5 e6d5 c4d5 f6d5 e4d5,245
rnbqk1nr/pp2ppbp/2pp2p1/8/2PPP3/2N5/PP2NPPP/R1BQKB1R b KQkq -,e7e5 d4d5 g8e7 h2h4 h7h5 c1g5 e8h8 e2g3 f7f6 g5e3,103
r1bqk2r/ppp2ppp/2nbpn2/8/Q1pP4/N4NP1/PP1BPPBP/R3K2R b KQkq -,c8d7 a4c4 e8h8 a1d1 d8e7 e1h1 e6e5 f3e5 c6e5 d4e5,64
r1bqkbnr/pp3ppp/2np4/2pNp3/4P3/2P2N2/PP1P1PPP/R1BQKB1R b KQkq -,h7h6 d2d4 c5d4 c3d4 f8e7 f1c4 e5d4 e1h1 g8f6 f3d4,86
rnbqk2r/pp3ppp/2p1pn2/3pP3/3P4/2PB1N2/P1P2PPP/R1BQK2R b KQkq -,f6e4 d3e4 d5e4 f3g5 b8d7 d1h5 d8e7 e1h1 g7g6 h5h6,476
r1bqkbnr/pp3pp1/2np3p/2p1p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 b kq -,d8c7 b2b4 g8f6 d1b3 g7g5 c1e3 b7b6 a2a4 a7a6 b1d2,119
r2qkbnr/pp3ppp/2n1p3/3pPb2/3P1P2/2N5/PP4PP/R1BQKBNR b KQkq -,d8b6 g1f3 f5e4 f1b5 g8e7 e1h1 e7f5 f3g5 a8d8 g1h1,-92
r2qkb1r/pbp2ppp/1pn1pn2/3p4/2PP4/5NP1/PP1NPPBP/R1BQ1RK1 b kq -,a7a6 b2b3 f8d6 c1b2 e8h8 a1c1 a6a5 a2a3 f6e4 f3e1,102
8/8/8/2K1k3/5n2/8/8/1Q6 b - -,f4e6 c5c4 e6g5 b1e1 e5f5 c4d5 f5g4 e1g1 g4f4 g1d4,257
8/8/2K1n3/4k3/8/8/8/1Q6 b - -,e6d4 c6c5 d4e6 c5c4 e6f4 b1c2 e5d6 c2f2 f4e6 f2d2,6125
rnb1k1nr/pp1p1p2/2p2q1p/2b1p1p1/N1B1P3/3P1N2/PPP2PPP/R1BQ1RK1 b kq -,c5b6 a4b6 a7b6 d3d4 d7d6 d4e5 d6e5 c1e3 b6b5 f3e5,218
rn1qkb1r/ppp1pppp/5n2/3p4/2P2Qb1/4P3/PP1P1PPP/RNB1KBNR b KQkq -,e7e6 c4d5 e6d5 f4a4 g4d7 a4d1 c7c5 g1f3 b8c6 d2d4,-122
rnbqkbnr/pp2p2p/5pN1/2p4Q/4pP2/8/PPPP2PP/RNB1KB1R b KQkq -,d8d7 g6h8 e8d8 h5f7 d7e8 f7g8 d8c7 g8h7 b8c6 f1b5,1140
rnbqkb1r/pp3ppp/4pn2/3p4/3P4/2N1PP2/PP4PP/R1BQKBNR b KQkq -,b8c6 f3f4 f6e4 g1f3 f8e7 f1e2 e8h8 e1h1 c8d7 c1d2,-40
r1bq1rk1/ppp1ppbp/2np1np1/8/3PP2P/2NBBN2/PPP2PP1/R2QK2R b KQ -,e7e6 d1d2 h7h5 e3h6 e6e5 d4d5 c6e7 e1a1 a7a6 h6g7,53
rnbqk2r/p1p2ppp/1p2pn2/3p4/1bPP4/P1N1P3/1P1B1PPP/R2QKBNR b KQkq -,b4a5 b2b4 c7c5 b4a5 e8h8 c4d5 c5d4 e3d4 f6d5 g1f3,711
r1bq1rk1/1ppp1ppp/2n2n2/p1b1p3/2P5/P1NP1NP1/1P2PPBP/R1BQK2R b KQ -,c5a7 e1h1 h7h6 b2b3 d7d6 c1b2 c6e7 h2h3 c7c6 g1h2,54
r1bqkb1r/ppp2ppp/2n2n2/3Pp3/8/6P1/PPPPNPBP/RNBQK2R b KQkq -,c6a5 b1c3 a5c4 e1h1 f8e7 d2d4 e5d4 e2d4 e8h8 f1e1,247
rnbqk2r/ppp2ppp/4pn2/3p4/3P4/P1P2N1P/2P1PPP1/R1BQKB1R b KQkq -,f6e4 c1b2 b8d7 f3d2 e4d2 d1d2 d7b6 e2e3 e8h8 f1d3,-60
rnbqk1nr/ppp2pbp/4p1p1/1B1p4/3PP3/5N2/PPP2PPP/RNBQK2R b KQkq -,b8c6 e4e5 c8d7 a2a4 a7a6 b5c6 d7c6 b1c3 g8e7 c3e2,123
r1bqkbnr/4pp1p/p1p3p1/2pp4/4PP2/2NP1N2/PPP3PP/R1BQK2R b KQkq -,d8c7 e1h1 g8h6 e4d5 f8g7 d5c6 c7c6 f3e5 c6c7 d1f3,117
rnbqk1nr/1p2bppp/p2pp3/2p5/2B1P3/2NPBN2/PPP2PPP/R2QK2R b KQkq -,b7b5 c4b3 g8f6 e1h1 e8h8 a2a4 b5b4 c3e2 b8c6 c2c3,-51
1Q6/8/8/1kr5/8/3K4/8/8 b - -,b5a4 b8b6 c5c1 b6e3 c1c6 e3e8 a4b5 d3d4 b5b6 e8e7,15414
rnbk1b1r/ppp2ppp/5n2/4p1N1/4P3/8/PPP2PPP/RNB1KB1R b KQ -,f8c5 g5f7 d8e7 f7h8 c8e6 b1c3 b8d7 c1d2 a8h8 f2f3,348
rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/1NP5/PP2PPPP/R1BQKBNR b KQkq -,f8d6 g2g3 b8d7 g1f3 e6e5 d4e5 d7e5 f3e5 d6e5 c1g5,-80
r1bqk2r/pppp1ppp/2n2n2/2b5/4P3/2N5/PPP1QPPP/R1B1KBNR b KQkq -,e8h8 c1g5 c5b4 e2f3 c6d4 f3d3 b4c3 b2c3 d4e6 g5e3,-141
rn1qkbnr/p1pbpppp/8/8/2Q5/4PN2/1P1P1PPP/RNB1KB1R b KQkq -,e7e6 f3e5 a7a6 g2g3 g8f6 b1c3 f8e7 f1g2 a8a7 d2d4,159
r2qk2r/ppp1n1pp/3p4/3P2N1/2B1Q3/8/PP3PPP/R5K1 b - -,e8f8 e4f4 e7f5 g5e6 f8e8 e6d8 e8d8 f4f5 a7a6 f5g5,1075
rnbqkbnr/1p2pppp/p7/3pP3/3P4/3B4/PP3PPP/RNBQK1NR b KQkq -,h7h5 h2h3 b8c6 g1f3 e7e6 b1c3 f8e7 c1e3 g8h6 d1d2,187
r1b1kb1r/pppp2pp/2N2n2/5p2/3Pq3/8/PPP1BPPP/RNBQK2R b KQkq -,e4g2 e2f3 g2h3 d1e2 f6e4 c6e5 c7c6 h1g1 d7d5 c1f4,440
8/8/8/2k5/8/2BB4/2K5/8 b - -,e4g2 e2f3 g2h3 d1e2 f6e4 c6e5 c7c6 h1g1 d7d5 c1f4,Mate
8/8/8/2k5/1B6/1K1B4/8/8 b - -,e4g2 e2f3 g2h3 d1e2 f6e4 c6e5 c7c6 h1g1 d7d5 c1f4,Mate
8/8/8/2k5/K7/2BB4/8/8 b - -,e4g2 e2f3 g2h3 d1e2 f6e4 c6e5 c7c6 h1g1 d7d5 c1f4,Mate
rnbqkb1r/ppp1pp1p/6p1/4P3/3P2n1/2N5/PPP3PP/R1BQKBNR b KQkq -,a7a6 h2h3 g4h6 c1f4 h6f5 g1f3 e7e6 c3e4 f8e7 f1d3,297
8/8/8/8/2Bk4/1KB5/8/8 b - -,d4c5 c3b4 c5d4 b4d6 d4e4 b3c3 e4e3 c4d5 e3e2 d6c5,5746
8/8/8/8/4k3/2BB4/2K5/8 b - -,d4c5 c3b4 c5d4 b4d6 d4e4 b3c3 e4e3 c4d5 e3e2 d6c5,Mate
rnbqk2r/ppp2pbp/4pnp1/3p4/1PP5/P3PN2/1B1P1PPP/RN1QKB1R b KQkq -,e8h8 d1c2 b8d7 f1e2 d5c4 c2c4 a7a6 e1h1 b7b5 c4c6,64
4rk2/p1pQ1p1p/8/3p4/8/1P3PP1/P1P3KP/4R3 b - -,e8e6 d7d8 f8g7 e1e6 f7e6 d8e7 g7g8 e7e6 g8f8 e6c8,Mate
rn1q1r2/p3ppkp/2pp1np1/1p4N1/3PP1b1/2NB4/PPPQ1PPP/R3K2R b KQ -,g4c8 e4e5 d6e5 d4e5 f6g4 d2f4 f7f6 g5f3 g4e5 f3e5,107
rnbqkb1r/p1pp1ppp/5n2/1p1Pp3/2P5/1P6/P3PPPP/RNBQKBNR b KQkq -,b5c4 b3c4 f8b4 c1d2 a7a5 e2e3 b8a6 g1f3 d7d6 f1e2,-94
rn1qkb1r/pbp1pppp/5n2/1p6/2pP4/5NP1/PP2PPBP/RNBQ1RK1 b kq -,e7e6 a2a4 a7a6 a4b5 a6b5 a1a8 b7a8 b1c3 a8f3 g2f3,-70
8/8/2NK4/k2B4/8/8/8/8 b - -,a5a4 d6c5 a4a3 c6d4 a3b2 c5b4 b2b1 b4b3 b1c1 b3c3,4947
8/8/2N5/2KB4/k7/8/8/8 b - -,a4a3 c6b4 a3b2 c5c4 b2b1 c4c3 b1a1 d5b3 a1b1 b4d5,7807
8/8/8/2KB4/1N6/k7/8/8 b - -,a4a3 c6b4 a3b2 c5c4 b2b1 c4c3 b1a1 d5b3 a1b1 b4d5,Mate
8/8/8/2K5/1N2B3/8/1k6/8 b - -,b2a3 e4g6 a3b2 c5c4 b2a1 b4d5 a1b2 d5f4 b2a3 g6d3,20000
8/8/8/2KN4/4B3/1k6/8/8 b - -,b3b2 c5d4 b2c1 d4d3 c1b1 d3c3 b1c1 e4f3 c1b1 f3g2,20000
rnbqkb1r/3ppp1p/p4np1/1PpP4/P7/4P3/1P3PPP/RNBQKBNR b KQkq -,f8h6 b1c3 e8h8 e3e4 h6g7 g1f3 d7d6 a1a3 e7e6 d5e6,113
rnbq1rk1/ppp1bpp1/4pn1p/3p4/8/3P1NP1/PPPNPPBP/R1BQR1K1 b - -,c7c5 e2e4 b8c6 c2c3 d8c7 d3d4 c5d4 c3d4 d5e4 d2e4,-28
rnbq1rk1/1pp2ppp/4pn2/p2p4/2PP4/P1N1PN2/1P1Q1PPP/R3KB1R b KQ -,c7c6 f1d3 b8d7 e1h1 h7h6 f1d1 d8e7 h2h3 d5c4 d3c4,80
8/8/8/3B4/2K2k2/8/2N5/8 b - -,f4e5 c2e3 e5f6 c4d4 f6g6 d4e5 g6g7 d5c4 g7h7 e3f5,7417
rnbqkb1r/pppp1ppp/3n4/4N3/8/3B4/PPPP1PPP/RNBQ1RK1 b kq -,b8c6 e5f3 f8e7 c2c3 e8h8 d3c2 d6c4 d2d3 c4b6 f1e1,92
rnbqkbnr/pp2pppp/8/2pp4/5P2/5N2/PPPPP1PP/RNBQKB1R b KQkq -,g7g6 e2e3 g8f6 f3e5 d8c7 f1e2 f8g7 d2d4 b8c6 c2c3,-80
rnbqk1nr/pp2ppbp/6p1/1Bpp4/5P2/4PN2/PPPP2PP/RNBQK2R b KQkq -,d8d7 b5d7 c8d7 e1h1 g8f6 d2d3 b8c6 c1d2 e8h8 h2h3,784
8/8/8/3B2k1/3K4/4N3/8/8 b - -,g5f6 d5c4 f6g7 d4e5 g7g6 c4d3 g6g7 e5f5 g7g8 d3c2,7223
8/8/5k2/3B4/4K3/4N3/8/8 b - -,f6g7 e4e5 g7h6 d5e4 h6g7 e3c4 g7h8 e5f6 h8g8 e4b1,15414
8/8/6k1/3B1N2/4K3/8/8/8 b - -,g6f6 f5e3 f6g6 e4e5 g6h7 e5f6 h7h6 e3c4 h6h7 d5e4,15414
8/8/4B3/5Nk1/4K3/8/8/8 b - -,g6f6 f5e3 f6g6 e4e5 g6h7 e5f6 h7h6 e3c4 h6h7 d5e4,Mate
r2q1rk1/1bp1bppp/p1np1n2/1p2p1N1/3PPP2/1BP4P/PP4P1/RNBQR1K1 b - -,a6a5 f4e5 d6e5 g5f7 f8f7 b3f7 g8f7 d1b3 f7f8 b3b5,16
4B3/8/8/5Nk1/4K3/8/8/8 b - -,g5f6 e8a4 f6g5 e4e5 g5g6 a4b3 g6h7 e5f4 h7g6 b3d5,20000
r2qkbnr/pp2pppp/2n5/3p4/2pP1Bb1/2P1PN2/PP1N1PPP/R2QKB1R b KQkq -,h7h6 b2b3 b7b5 h2h3 g4d7 f1e2 e7e6 e1h1 f8a3 b3c4,125
8/6N1/3k4/5KN1/8/8/8/8 b - -,d6d5 g7e6 d5c4 f5e5 c4c3 e5e4 c3c4 g5f7 c4c3 e4d5,5
rnbqk2r/pp2ppbp/2p2np1/2Pp4/3P4/5NP1/PP2PPBP/RNBQK2R b KQkq -,b7b6 c5b6 a7b6 b1c3 e8h8 e1h1 c6c5 c1f4 b8c6 a1c1,-40
rnb2rk1/1pppqppp/4pn2/p7/1bPP4/5NP1/PP1BPPBP/RN1Q1RK1 b - -,a5a4 d2g5 a4a3 b2a3 b4a5 e2e4 e7e8 g5f6 g7f6 d1c1,146
8/8/8/8/2NK4/3N4/8/k7 b - -,,0
rnbqkb1r/pppppppp/1n6/4P3/2B5/N7/PPPP1PPP/R1BQK1NR b KQkq -,d7d6 e5d6 b6c4 a3c4 c7d6 d2d4 e7e6 c4e3 f8e7 g1f3,-70
rnbq1rk1/ppppbppp/4pn2/8/3P1B2/2PBP3/PP1N1PPP/R2QK1NR b KQ -,h7h6 e3e4 d7d6 h2h3 c7c5 g1f3 b7b6 e1h1 c8b7 f4g3,66
r1bqkb1r/ppp2ppp/2n2n2/4p3/2P5/3P1N2/PP2BPPP/RNBQK2R b KQkq -,f8d6 b1c3 e8h8 c1e3 b7b6 e1h1 c8b7 d3d4 e5d4 f3d4,-82
rnb1kb1r/ppp2ppp/5n2/4p3/4P3/5N2/PPP2PPP/RNBBK2R b KQkq -,b8c6 b1d2 a7a5 a2a4 h7h6 d1e2 c6b4 e2d1 f8d6 d2c4,-53
rnbqk1nr/ppp1ppbp/6p1/3B4/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq -,e7e6 d5b3 c7c5 c2c3 b8c6 b1a3 g8e7 d2d3 b7b6 c1f4,209
8/2k5/1n2Q3/2K5/8/8/8/8 b - -,h7h6 d2d3 e7e5 e1h1 g8e7 d5c4 b8c6 a2a4 e8h8 b1a3,Mate
rnbqkbnr/1p1pppp1/p6p/2pP4/2P1P3/8/PP3PPP/RNBQKBNR b KQkq -,d8c7 f2f4 d7d6 b1c3 g8f6 d1a4 c8d7 a4c2 e7e5 f4e5,142
r1bqkb1r/ppp3pp/2np1n2/1B2p3/4P3/2N2N2/PPP2PPP/R1BQK2R b KQkq -,a7a6 b5c4 c8g4 c1e3 d8d7 h2h3 g4h5 d1e2 f8e7 e1a1,74
rnbqkb1r/pp2pppp/8/2pn4/2B5/2N1P3/PP1P1PPP/R1BQK1NR b KQkq -,d5c7 g1f3 b8c6 d2d4 e7e6 e1h1 c5d4 e3d4 f8e7 c1f4,80
r1bq1rk1/pppnppbp/3p1np1/6B1/2PP3P/2NBP3/PP3PP1/R2QK1NR b KQ -,h7h6 g5f6 d7f6 g1f3 f8e8 d3e2 c8d7 f3d2 a8b8 a2a4,-95
rnbqkbnr/1pp2pp1/p2p3p/4p3/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq -,b8d7 f1e2 g8e7 d1c2 c7c5 d4d5 e7g6 g2g3 d7f6 h2h4,126
rn1qkb1r/pp2pppp/2p2n2/3p1b2/2P5/1P1P2P1/P3PPBP/RNBQK1NR b KQkq -,d5c4 d3c4 d8d1 e1d1 b8a6 a2a3 e8a8 d1e1 a6c5 b1d2,-158
rnbqkb1r/pppp1ppp/3n4/3BN3/8/8/PPPP1PPP/RNBQK2R b KQkq -,b8a6 d2d4 c7c6 d5b3 f8e7 b1c3 a6c7 e1h1 e8h8 f1e1,91
r1bqk2r/ppp2ppp/2n2n2/2b1p1B1/4N3/3P1N2/PPP1BPPP/R2QK2R b KQkq -,c5e7 e1h1 f6e4 g5e7 e8e7 d3e4 d8d1 f1d1 c8g4 c2c3,-64
r1bqkb1r/pp1ppp1p/2n2np1/8/2P5/2N2N2/PP1QPPPP/R1B1KB1R b KQkq -,d8a5 e2e4 f8g7 f1e2 d7d6 e1h1 e8h8 a1b1 c8g4 b2b4,63
8/8/2k5/3b4/8/3K4/8/2Q5 b - -,d8a5 e2e4 f8g7 f1e2 d7d6 e1h1 e8h8 a1b1 c8g4 b2b4,Mate
r1bqkb1r/1ppp1pp1/p1n4p/3Pp3/2B5/3P1N2/PPP2PPP/R1BQK2R b KQkq -,c6b8 f3e5 d7d6 e5f3 f8e7 e1h1 e8h8 f1e1 e7f6 c2c3,209
8/8/8/4K3/6k1/5r2/8/6Q1 b - -,c6b8 f3e5 d7d6 e5f3 f8e7 e1h1 e8h8 f1e1 e7f6 c2c3,Mate
rnbqkb1r/pp4pp/2pp1n2/4pp2/2PP4/2N2NP1/PP2PPBP/R1BQK2R b KQkq -,d8e7 e1h1 b8a6 f3h4 g7g6 d4d5 e7c7 c1g5 f8g7 d5c6,165
r1bqkbnr/pppp1ppp/n3p3/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq -,g8f6 e2e4 d7d6 g1f3 f8e7 f1e2 e8h8 e1h1 c7c6 c1f4,140
rnbq1rk1/pppp1ppp/4pn2/8/1b1P1B2/4PN2/PPPN1PPP/R2QKB1R b KQ -,b4d2 f3d2 d7d6 f1d3 f8e8 f4g3 e6e5 e1h1 b8d7 c2c4,78
r1bqk1nr/ppp2ppp/3p4/2b5/2BnPB2/2NP1N2/PPP3PP/R2QK2R b KQkq -,h7h6 d1d2 g8f6 e1a1 e8h8 h1f1 c7c6 c3a4 d4f3 g2f3,62
3N4/5kp1/8/4K3/4N3/8/8/8 b - -,f7e8 d8c6 e8d7 e5d5 g7g5 c6e5 d7e7 e5g4 e7d7 e4f6,133
rnbqkbnr/ppp1pp2/7p/3p4/3PPQ1P/8/PPP2PP1/RNB1KBNR b KQkq -,c7c5 e4d5 g8f6 b1c3 f6d5 f1b5 b8c6 f4e5 d5f6 d4d5,310
rnbqk2r/ppp2ppp/5n2/3P4/1b6/2N2N2/PP1P1PPP/R1BQKB1R b KQkq -,b4d6 f1c4 d8e7 d1e2 e7e2 e1e2 e8h8 d2d3 f8e8 c1e3,68
r1b1kbnr/ppppqppp/2n5/8/2PP4/4B3/PP3PPP/RN1QKBNR b KQkq -,g7g6 b1c3 g8f6 f1e2 f8g7 g1f3 d7d6 e1h1 e7d8 h2h3,129
rnbq1rk1/pp2bppp/2p1pn2/3pN3/2PP4/2N1P3/PP2BPPP/R1BQK2R b KQ -,f6d7 e5f3 d5c4 e2c4 b7b5 c4d3 b5b4 c3a4 c8a6 e1h1,13
rnbqkbnr/ppp2ppp/3p4/3Np3/2B1P3/5N2/PPPP1PPP/R1BQK2R b KQkq -,c8e6 d2d4 c7c6 d5e3 e5d4 f3d4 e6c4 e3c4 d6d5 e4d5,144
r1bqkb1r/p2n1ppp/1pp1pn2/3p4/2PP4/5NP1/PP1NPPBP/R1BQ1RK1 b kq -,a7a5 f1e1 c8a6 d1c2 f8e7 e2e4 e8h8 b2b3 a5a4 e4e5,93
rn1qkbnr/1p2pppp/p1p5/5b2/3P4/5NN1/PPP2PPP/R1BQKB1R b KQkq -,f5c8 f1c4 g8f6 e1h1 b7b5 c4b3 c6c5 c2c4 g7g6 d4c5,220
r2qkb1r/pp2pppp/2n2n2/3p1bB1/3P4/1B3N2/PPP2PPP/RN1QK2R b KQkq -,f6e4 g5e3 e7e6 e1h1 f8d6 c2c4 d5c4 b3c4 e8h8 b1c3,-60
rnbqk1nr/pppp1ppp/8/3P4/1bP1p3/8/PP1BPPPP/RN1QKBNR b KQkq -,b4e7 d2c3 e7f6 d5d6 c7d6 e2e3 f6e5 g1e2 g8f6 e2g3,93
rn1qkb1r/pbpppppp/1p3n2/8/3PP3/2P2P2/PP4PP/RNBQKBNR b KQkq -,d7d6 c1e3 e7e6 f1d3 c7c5 g1e2 f8e7 e1h1 e8h8 e2g3,95
rnbqkb1r/ppp2ppp/3p1n2/1B6/8/8/PPPP1PPP/RNBQK1NR b KQkq -,c7c6 b5e2 d6d5 g1f3 f8d6 d2d4 e8h8 e1h1 f8e8 c2c4,-73
rn2kbnr/pppqpppp/3p4/8/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq -,e7e6 d2d4 g8f6 b1c3 b8c6 c1g5 f8e7 d4d5 c6e5 f3e5,58
r1bqkb1r/pppp1ppp/5n2/4P3/1n6/N3Q3/PPP2PPP/R1B1KBNR b KQkq -,f6g4 e3e4 h7h5 h2h3 g4h6 a3b5 f8e7 a2a3 b4c6 c1f4,268
rn2kb1r/ppq1pppp/2p2n2/8/2BP2b1/2N2N1P/PPPB1PP1/R2QK2R b KQkq -,g4d7 d1e2 e7e6 f3e5 d7c8 f2f4 b7b5 c4d3 f8e7 e1a1,228
rn1qkb1r/pp3ppp/2p1pn2/5b2/4N3/3P1NP1/PPP1QP1P/R1B1KB1R b KQkq -,h7h6 e4f6 d8f6 f1g2 f8b4 f3d2 e8h8 e1h1 b8d7 a2a3,52
r1bqkb1r/1ppp1ppp/p1n5/4p1B1/4P3/3P1N2/PPP2PPP/RN1QK2R b KQkq -,d8g5 f3g5 f7f6 g5f3 d7d6 e1h1 c8e6 b1c3 e8a8 f3d2,716
rnbqk2r/1pp1bp1p/p3p3/5p2/3P4/2N2N2/PPP1QPPP/R3KB1R b KQkq -,c7c5 e1a1 c5d4 f3d4 d8c7 c1b1 b8c6 g2g4 f5g4 d4c6,104
rnbqk2r/ppp2ppp/5n2/2bP4/2B2p2/3P1N2/PPP3PP/RNBQK2R b KQkq -,e8h8 d3d4 f8e8 c4e2 c5b6 e1h1 c7c5 d5c6 b8c6 c2c3,-84
r1bqk2r/pppn1ppp/4pn2/8/1bBP4/2N1PN2/PP3PPP/R1BQK2R b KQkq -,h7h6 e1h1 e8h8 a2a3 b4c3 b2c3 b7b6 a3a4 c7c5 c4d3,62
rnbqkb1r/ppp2ppp/5n2/3pN3/4P3/2PP4/PP3PPP/RNBQKB1R b KQkq -,c7c5 e4d5 d8d5 e5c4 b8c6 b1d2 f8e7 c4e3 d5d8 f1e2,144
rn1qkb1r/ppp2ppp/3p1nb1/4p3/2B1P1PP/2N2N2/PPPP1P2/R1BQK2R b KQkq -,h7h5 d2d4 e5d4 f3d4 h5g4 c1g5 b8d7 d1d2 d7e5 c4b3,-90
rn1qkbnr/pp3ppp/4p3/2ppPb2/Q1PP4/5N2/PP3PPP/RNB1KB1R b KQkq -,e8e7 b1c3 b8c6 c4d5 e6d5 d4c5 e7e8 c1g5 d8d7 a1d1,435
r1b1k2r/ppp2ppp/2p2n2/2b5/3qP3/3P1N2/PPP2PPP/RNBQK2R b KQkq -,e8e7 b1c3 b8c6 c4d5 e6d5 d4c5 e7e8 c1g5 d8d7 a1d1,Mate
r1bqkb1r/1p1ppppp/p1n2n2/2p5/2P1P3/2N3P1/PP1P1PBP/R1BQK1NR b KQkq -,a8b8 g1e2 e7e5 e1h1 d7d6 d2d3 b7b5 b2b3 f8e7 h2h3,41
r2qkb1r/ppp2pp1/2npbn1p/4p3/2B1P3/2PP1N2/PP1N1PPP/R1BQ1RK1 b kq -,d8c8 f1e1 f8e7 c4b5 e8h8 h2h3 e6d7 b5a4 c6b8 a4b3,72
r1bqk2r/1p1pppbp/p1n2np1/2p5/2P1P3/2NP2P1/PP2NPBP/R1BQK2R b KQkq -,h7h6 e1h1 e8h8 a1b1 d7d6 a2a3 a6a5 f2f4 c8d7 h2h3,55
r1b1kbnr/pp3p1p/1qn1p1p1/2ppP3/3P4/2P2N2/PP2BPPP/RNBQ1RK1 b kq -,g8e7 d4c5 b6c5 b2b4 c5b6 b4b5 c6a5 b1d2 c8d7 a2a4,178
