8/1K6/P2k4/8/8/4p3/8/8 b - -,c4d5 g5h7 d5e6 c2b3 e6f7 h7g5 f7f6 g5h3 f6f5 b3a3,Mate
5bk1/6q1/1p1p4/1N1Pp3/2P1Pp2/5P2/8/5K1Q b - -,g7g3 b5a7 g8f7 a7c8 f7e8 c8b6 f8e7 h1h8 e7f8 h8h5,166
2kr1br1/p1p2p1p/2p2B2/5p2/8/P5P1/1PP2P1P/2KR3R b - -,d8d7 f6e5 f8h6 c1b1 g8d8 d1d7 d8d7 e5c3 h6d2 c3d2,74
r3k2r/1bp1bppp/pB2p3/8/5P2/2nB1N2/P1P2KPP/1R1R4 b kq -,c7b6 f3e5 f7f6 e5c4 b6b5 f2f1 c3d1 b1d1 b5c4 d3c4,-610
3r2k1/1R3pp1/7p/p1p1P3/q4BP1/1pP4P/6BK/2Q5 b - -,d8e8 g2d5 g8h8 b7b3 e8d8 b3a3 a4b5 c3c4 b5b6 a3a2,574
r1b1k1nr/pp2ppbp/2n3p1/q3P3/8/4QN2/PPPB2PP/RN2KB1R b KQkq -,g7h6 e3h6 g8h6 d2a5 c6a5 b1c3 e8h8 e1a1 c8g4 f1e2,29
2r2rk1/pb3pp1/1pBq1n1p/4N3/3P4/7P/PPQ2PP1/2R1R1K1 b - -,c8c7 b2b4 d6b4 c2d1 b7c6 c1c6 f8c8 d4d5 f6d5 c6c7,-9
r1b1k1nr/ppppq3/6n1/6pp/2BP3P/2Q5/PPP2PP1/2KRR3 b kq -,g5h4 c4g8 h8g8 c3c7 g8g7 c7d6 e8f7 e1e7 g6e7 d1e1,311
r2q1rk1/pp1bbppp/2np4/3Np3/2B1n3/4BN1P/PPQ2PP1/2RR2K1 b - -,e4f6 d5f6 e7f6 d1d6 c6d4 f3d4 e5d4 e3d4 f6d4 d6d4,26
r2k1b1r/ppp1R2p/2b5/7Q/8/8/PPP2PPP/R1B3K1 b - -,f8e7 c1f4 h8e8 a1e1 e7f6 e1e8 c6e8 h5h7 e8c6 h7f7,579
8/7p/6P1/1B1bk3/5p2/3K4/r6P/b7 b - -,f8e7 c1f4 h8e8 a1e1 e7f6 e1e8 c6e8 h5h7 e8c6 h7f7,Mate
1r3rk1/p1q2p1p/3bpPP1/2ppN1P1/3Pn1Q1/2p1P3/PP5B/R4R1K b - -,b8b2 g6h7 g8h8 h2f4 c7d8 g4h4 d6e7 f6e7 d8e7 e5g6,666
3rkb1N/Q4ppp/2p1b3/8/1n6/8/PPqP1PPP/R1B1KB1R b KQ -,f8c5 f1e2 c5a7 e1h1 d8d5 b2b3 d5e5 e2f3 a7f2 g1h1,-607
6rk/2p5/1p1b4/1p2p1qP/5p2/1P4P1/1P1Q1PK1/8 b - -,f8c5 f1e2 c5a7 e1h1 d8d5 b2b3 d5e5 e2f3 a7f2 g1h1,Mate
5k2/6pp/8/1p6/8/P1P5/1P1nr2P/3R2BK b - -,f8g8 b2b4 g7g5 d1c1 d2c4 c1a1 e2b2 g1d4 h7h5 a3a4,15
r4rk1/1bp2ppp/1p1qpn2/p2pP3/3P4/P1PB4/1P1NQPPP/R4RK1 b - -,d6d8 e5f6 d8f6 d2f3 c7c5 a3a4 f8c8 f3e5 c5d4 c3d4,435
1r4k1/p2N1p1p/1p1q1npP/2p5/8/1PQ3P1/P4Pb1/4R1K1 b - -,d6d7 c3f6 d7d4 e1e5 d4e5 f6e5 g8f8 e5b8 f8e7 g1g2,1010
5rk1/2p2qpp/2Pp1r2/8/p3p3/PpPn2PQ/1P1R1P1P/5RK1 b - -,d3f2 h3d7 f2h3 g1g2 f6f1 d7f7 f1f7 g2h3 f7f2 d2d6,-1378
8/p4p2/7p/2p4P/8/4kq2/7K/8 b - -,d3e5 f2f4 e4f3 d2f2 e5c6 h3h4 c6e5 h2h3 f7e6 g1h2,Mate
rnbqk2r/pp3ppp/2p5/2bnp3/8/P1N2NP1/1P1PPPBP/R1BQK2R b KQkq -,c5d6 d2d4 d5c3 b2c3 b8d7 d1c2 e8h8 a3a4 a7a5 e1h1,46
r7/pp1k1p2/8/1PPR4/2K5/2N1P2P/8/6r1 b - -,d7e7 d5e5 e7f6 e5d5 g1c1 d5d7 a8b8 c4d3 a7a5 b5a6,-20
8/3p4/8/4kP2/1B4PK/8/4b3/8 b - -,d7d5 b4a5 d5d4 a5c7 e5f6 h4g3 d4d3 c7f4 e2f1 f4e3,643
r5k1/1p3p1p/p1n2p2/8/8/5PBP/PP3P2/3R2K1 b - -,a8d8 d1d8 c6d8 g1f1 d8c6 f1e2 f6f5 e2e3 g8g7 g3d6,-36
r1bq3r/1p1n1pk1/p2Q1bp1/2pP4/P1P1N2p/3B4/2P2PPP/R1B1RK2 b - -,h4h3 e4f6 d8f6 c1f4 h3g2 f1g1 b7b6 a1b1 b6b5 c4b5,292
5rk1/6p1/p6p/2P1p3/4b2n/P3P2P/1P4PN/R5K1 b - -,e4g2 b2b3 g2c6 b3b4 h6h5 a1d1 f8f6 d1d2 g8f7 a3a4,-424
1r2r1k1/5pp1/2p5/3p2p1/6q1/NPP2nQ1/P4PKP/R4R2 b - -,f3h4 g2h1 g4f5 b3b4 d5d4 f2f3 d4c3 a3c4 f5g6 c4d6,-346
7k/5r1p/3P4/1R3b2/5P2/8/Bp4PP/6K1 b - -,f7f6 g1f2 h7h6 b5b2 f6d6 a2b1 f5d7 b1e4 h8g7 b2b7,398
r1bqr1k1/pp3ppp/2n2b2/2p5/1P1P4/6P1/PB1PNPBP/R2Q1RK1 b - -,c8g4 g2c6 b7c6 f2f3 g4f5 f1e1 c5b4 g1g2 a7a5 g3g4,-260
5rk1/1p3qpp/p2b4/3p4/P4Pn1/2PB2P1/1PQ3R1/4RKNr b - -,d6f4 g2f2 g4f2 c2f2 f4g3 f2f7 f8f7 f1g2 g3e1 g2h1,-578
8/8/6p1/3bk3/B4p2/3K4/r6P/b7 b - -,d6f4 g2f2 g4f2 c2f2 f4g3 f2f7 f8f7 f1g2 g3e1 g2h1,Mate
4K3/2k1P3/8/8/8/3R4/4r3/8 b - -,e2f2 d3d7 c7c8 d7d6 c8c7 d6g6 f2f1 g6g7 c7d6 e8d8,9605
2rr4/1bn1kppp/p2p4/1p2p3/4P3/PNNR1P2/1PP3PP/3R2K1 b - -,g7g6 a3a4 f7f5 b3a5 b7a8 d3d2 f5e4 f3e4 c8b8 a4b5,-30
1r1r2k1/p4ppp/n1q1pn2/1p6/P1pP4/2P1PB1P/1BQ2PP1/R3R1K1 b - -,c6b6 a4b5 a6c7 b2a3 f6d5 e3e4 d5f4 a3c5 b6b5 e1b1,190
r7/pp2kp2/8/1PP1R3/2K5/2N1P2P/8/6r1 b - -,e7f6 e5d5 f6e7 d5e5 e7f8 e5h5 a8e8 c5c6 b7c6 b5c6,-5
r2q2k1/1p3rp1/p1n2nPp/2p5/2B1p1P1/PP2P3/1bPN1P2/R2QK2R b KQ -,d8d7 c4f7 g8f8 g4g5 a8d8 g5f6 b2a1 d1a1 d7d2 e1f1,173
r2qr2k/3n1R1p/ppbR2p1/2p1p3/P1B5/2N4P/1P3QP1/6K1 b - -,d8g5 c3e4 g5f4 f7f4 e5f4 f2h4 e8g8 d6d7 c6d7 c4g8,622
r1b2rk1/pp2qppp/4p3/3pn3/2p5/2P1P3/PPQ1BPPP/RN3RK1 b - -,b7b5 b1d2 a7a5 f1b1 c8a6 d2f3 e5d7 e3e4 a6b7 e4e5,-161
r1bqk2r/1p1nnppp/p3p3/b1ppP3/3P1P2/P1NB1N2/1PPB2PP/R2QK2R b KQkq -,a5b6 c3a4 b6a7 a4c5 d7c5 d4c5 a7c5 d1e2 c8d7 g2g4,92
8/5p1k/3Q2pp/r7/4q1P1/5NKP/5P2/8 b - -,e4d5 d6e7 a5b5 f3d2 b5b7 e7e3 b7b4 e3c3 b4d4 d2f3,-336
1r2r1k1/5pp1/2p5/3p2p1/6qn/NPP3Q1/P4P1P/R4R1K b - -,g4f5 a1c1 b8d8 f2f3 e8e2 a3c2 c6c5 c2e1 d8e8 f1g1,-375
r2qk2r/1p3pb1/p1nppP1p/3Nn1p1/8/6BP/PPP2PP1/R2QKB1R b KQkq -,h8g8 f6g7 e6d5 d1d5 d8f6 e1a1 e8a8 f1c4 g8g7 c4b3,198
2krn3/1p2qp1Q/p2p4/1NpPp3/2N1P3/1P2P2b/1PP5/R3K3 b - -,h3g4 b5c3 e7f6 h7h2 f6f3 h2f2 e8f6 f2f3 g4f3 c4d2,-109
3qr1k1/6pp/8/1r1pP3/1B1Qp3/8/2p3PP/R1R3K1 b - -,d8b6 d4b6 b5b6 b4c5 b6c6 c1c2 e8c8 e5e6 c6e6 c2c1,227
r3k2r/1b2bppp/pR2p3/8/5P2/2nB1N2/P1P2KPP/3R4 b kq -,e7c5 f2f1 c5b6 d1a1 e8h8 f3e5 b6d4 a1e1 a8d8 a2a3,-697
8/8/6p1/3bk3/r4p2/8/4K2P/b7 b - -,e7c5 f2f1 c5b6 d1a1 e8h8 f3e5 b6d4 a1e1 a8d8 a2a3,Mate
1r4kb/3bpp1p/pq1p1npB/n1pP4/1rP1P3/3B1PNP/P2Q2P1/2RN1RK1 b - -,f6e8 f3f4 b4a4 f1f3 b6d8 f4f5 b8b4 d1c3 a4a3 e4e5,95
r1b2rk1/p3qppp/4p3/1p1pn3/2p2P2/2P1P3/PPQ1B1PP/RN3RK1 b - -,e5d7 c2d2 a7a5 d2d4 d7c5 b1d2 f8d8 d2f3 b5b4 g2g4,-200
2kr3r/p4ppp/1pn4q/4p3/3P4/BN3PP1/PPQN4/2K2R2 b - -,e5d4 c1b1 h6g6 d2e4 c8b7 f1c1 f7f5 e4d2 h8e8 f3f4,-56
r6r/1b1R1p2/4pk2/1Qp1q1p1/p7/2P4P/PPB2PP1/R5K1 b - -,b7e4 b5e2 e4g6 e2e5 f6e5 c2g6 f7g6 a1e1 e5f6 d7d6,278
8/8/p4Rp1/1p4Pp/3k1K2/PP2r1P1/8/8 b - -,d4d3 f6g6 d3e2 g6a6 e3f3 f4e5 f3g3 e5f6 h5h4 g5g6,206
r7/pp3p2/5k2/1PPR4/2K5/2N1P2P/8/6r1 b - -,f6e7 d5e5 e7f6 e5d5 g1c1 d5d7 a8b8 c4d3 a7a5 b5a6,-11
2b5/1p6/4p3/2k5/1R4R1/8/PKP3P1/8 b - -,b7b5 b4e4 c5d5 e4e3 b5b4 g4g5 d5d6 e3d3 d6e7 g5g7,762
r1k5/ppn1b1p1/6N1/2p4p/2n5/P1N4P/1P3PP1/R1B2RK1 b - -,e7d6 f1d1 c7e6 b2b3 d6e5 b3c4 e5c3 g6e7 c8b8 a1b1,994
8/1R5p/6pk/p3r3/2R2p2/7P/P5PK/3r4 b - -,d1f1 c4c7 e5e1 c7h7 h6g5 b7b5 g5f6 b5b6 f6f5 g2g4,-8
rnb1k2r/pp3ppp/3ppn2/q1p5/1bPPP3/P1N5/1PQB1PPP/R3KBNR b KQkq -,c5d4 c3b1 b4d2 b1d2 e8h8 b2b4 a5c7 f1d3 a7a5 a1b1,-176
5rk1/p1q2P1p/3bpP2/2ppN1P1/3Pn1Q1/2p1P3/Pr5B/R4R1K b - -,c7f7 e5f7 b2h2 h1g1 g8f7 f1f4 d6f4 g4f4 h2f2 f4c7,Mate
r2q1k1r/1pp1nppp/pbBp4/8/3PP1b1/2N1BN2/P4PPP/R2Q1RK1 b - -,b6d4 e3d4 e7c6 c3d5 g4f3 g2f3 c6d4 d1d4 d8g5 g1h1,366
3rkb1N/Q4ppp/2p1b3/8/1n2q3/8/PP1PBPPP/R1B1K2R b KQ -,f8c5 a7c5 b4d3 e1f1 d3c5 d2d4 e6d5 h1g1 e4d4 c1e3,-478
5rk1/5ppp/b3p3/4N3/8/5Q2/P4P1P/1q1RK1R1 b - -,b1b6 f3a3 a6c8 g1g3 h7h6 e5g4 e6e5 g4e3 c8e6 e1f1,373
r1b1r1k1/1pp2ppp/p2p1q2/2b1n2B/2PN4/1P2P2P/PB3PP1/1R1Q1R1K b - -,f6h4 h1h2 c5d4 e3d4 e5g6 b2c1 g6f4 c1f4 h4f4 g2g3,-7
r1b2rk1/p2nqppp/4p3/1p1p1P2/2p5/2P1P3/PPQ1B1PP/RN3RK1 b - -,e6f5 c2f5 e7e3 f5f2 e3f2 f1f2 d7c5 b1a3 a8b8 a3c2,-268
4r1k1/2q3pp/8/1r1QP3/1B2p3/8/2p3PP/R1R3K1 b - -,b5d5 g1h1 c7e5 h2h3 e4e3 b4e1 e5a1 c1a1 d5d1 a1a4,-1112
r1bqr1k1/pp3ppp/2n2b2/2p5/3P4/1P4P1/PB1PNPBP/R2QR1K1 b - -,c6b4 d1b1 c5d4 a2a3 d4d3 b2f6 g7f6 a3b4 e8e2 b1b2,-12
r1bq1rk1/1p3pn1/p1npp1p1/4P1B1/1b1PQ3/2NB1N2/PP3PPP/R4RK1 b - -,d6d5 e4h4 b4e7 c3e2 g7h5 g2g4 h5f4 e2f4 c6d4 f3d4,428
r1bq1rk1/pp1nppb1/2pp1np1/4P2p/3P1PP1/2N1B2P/PPP3B1/R2QK1NR b KQ -,f6e8 g4h5 d7b6 d1e2 d6d5 g1f3 g7h6 h5g6 f7g6 f3h4,216
r1b1k2r/2q1bppp/p1pp1n2/4p3/4P3/1P1B3P/PBPNQPP1/R4RK1 b kq -,f6d7 a2a4 a6a5 f2f4 e8h8 g1h1 e5f4 f1f4 d7e5 d2c4,45
5rk1/1p4pp/p7/3p4/P4qn1/2PB4/1PQ1K1R1/4R1Nr b - -,g4e3 d3h7 h1h7 c2c1 f8e8 g1f3 e3g2 e2f2 g2e3 e1e3,-858
r2q1rk1/pp1nb1pB/2b1p3/3pN3/3P4/P1N1R3/1P3PPP/2RQ2K1 b - -,g8h7 d1h5 h7g8 e5g6 f8f6 c1e1 f6g6 h5g6 d7f8 g6g4,Mate
8/5p1k/3Q2pp/5P2/4q3/5NKP/5P2/8 b - -,e4f5 d6f4 f5e6 f3e5 h7g8 f4d4 e6f6 d4d5 h6h5 e5f3,290
1r1r2k1/p2q1ppp/n3pn2/1p6/P1pP4/R1P1PB1P/1BQ2PP1/4R1K1 b - -,d8c8 a4b5 d7b5 b2c1 a6c7 c2a2 a7a6 e3e4 b5c6 c1f4,131
r2q3k/3nrR1p/ppR3p1/2p1p3/P1B5/2N4P/1P3QP1/6K1 b - -,e5e4 c6d6 e4e3 f2f4 e7f7 f4f7 a8a7 d6e6 d7f6 f7f6,607
2r5/1p4k1/3R2p1/6N1/2P4P/pP3P2/bbK3B1/8 b - -,b7b5 d6d7 g7f8 g5e6 f8e8 d7c7 a2b3 c2b3 b5c4 b3a2,200
r2qk1nr/pp1n1ppp/2p1p3/3pPb2/1b1P1B2/2P2N2/PP2BPPP/RN1QK2R b KQkq -,b4a5 b1d2 a5c7 e1h1 g8e7 f3h4 e7g6 h4g6 f5g6 f4e3,42
r2q1rk1/1ppbbppp/p2p1n2/8/3QP3/1PNB4/PBP2PPP/R4RK1 b - -,d7e6 h2h3 c7c5 d4e3 f8e8 a1d1 d8c7 c3e2 c5c4 b3c4,71
r1bqr1k1/1p1n1pbp/2pp2p1/p1n5/2PNP3/1PN1B1PP/P1Q2PB1/R3R1K1 b - -,d8c7 a1d1 c7b6 c2b1 b6c7 f2f4 b7b6 g3g4 c8b7 b1c2,115
rbb1r1k1/ppq2ppp/2p2pn1/2P5/3P4/3B1N1P/PPQB1PP1/4RRK1 b - -,e8e7 d2a5 c7d7 h3h4 b8c7 a5c3 g6f4 e1e7 d7e7 d3h7,86
r1bq1rk1/1p3pn1/p1npp1pB/3PP3/1b2Q3/2NB1N2/PP3PPP/R4RK1 b - -,e6d5 c3d5 d6e5 d5b4 c6b4 d3c4 d8f6 e4e5 f6e5 f3e5,304
4r1k1/2q3pp/8/1r1pP3/3Qp3/2B5/2p3PP/R1R3K1 b - -,c7c6 c1c2 b5b7 c2c1 h7h6 d4d1 g8h7 g1h1 c6e6 c3d4,335
4rrk1/1bp2ppp/1pnqpn2/p2pN3/3P1P2/P1PB1N2/1P2QPPP/R4RK1 b - -,c6e7 f3g5 h7h6 g5f3 c7c5 a1d1 g7g6 g2g4 h6h5 h2h3,58
r4r2/1p3ppk/p1nN3p/2p1q2P/6P1/PP2P3/2P1BP2/R2QK2R b KQ -,g7g6 d6c4 e5f6 d1c1 f8e8 c2c3 b7b5 c4d2 c6e5 h5g6,410
rnbq2k1/1p6/p3p1B1/6PQ/3P1r2/2P5/P4P1P/R3K2R b KQ -,d8d7 f2f3 d7g7 g6e4 b8c6 a1b1 e6e5 h5e8 f4f8 e4d5,24
1r3qk1/p1r2p2/1np1b2p/3p2pQ/3P4/3BP1NP/P4PP1/1RR3K1 b - -,c7c8 d3a6 c8d8 c1c6 b6d7 a6d3 b8b1 d3b1 d7f6 h5f3,362
r1b1r1k1/1p1n1pbp/1qpp2p1/p1n5/2PNP3/1PN1B1PP/P1Q2PB1/3RR1K1 b - -,d7f6 f2f4 h7h6 a2a3 h6h5 e3f2 f6h7 c3a4 c5a4 d4f5,114
6k1/p5p1/1p1npq2/1P5Q/3P3P/2PB4/6P1/6K1 b - -,d6f7 h5g6 f6e7 d3c4 f7d8 g6g3 g8f8 h4h5 e7d7 c4d3,264
r1bqk2r/1p1n1ppp/p1n1p3/b1ppP3/3P1P2/P1NB1N2/1PPB2PP/R2Q1RK1 b kq -,c5d4 c3e2 a5d2 d1d2 d7c5 e2d4 d8b6 d2e3 c6d4 f3d4,77
5b2/5pk1/6p1/3N3p/1pK1P3/1P4P1/PP2R2P/r7 b - -,a1c1 c4b5 c1c5 b5a4 c5c8 e4e5 c8a8 a4b5 g6g5 d5f6,239
r1b2rk1/p2nqppp/8/1p1p1Q2/2p5/2P1P3/PP2B1PP/RN3RK1 b - -,e7e3 f5f2 e3f2 f1f2 d7c5 b1a3 c8e6 h2h4 a8b8 a3c2,-266
r1b3k1/pp2q1p1/2p2n1p/3pp3/2P4n/NP1P1Q2/PB3PPP/R3R1K1 b - -,h4f3 g2f3 e7f7 g1f1 c8h3 f1e2 d5d4 c4c5 a8f8 a3c4,-651
r4rk1/ppq2pp1/2pbbn1p/4N2N/3P4/3B4/PP3PPP/R2QR1K1 b - -,f6h5 d1h5 d6e5 d4e5 a8d8 d3f5 e6f5 h5f5 d8d2 e1d1,-81
r1bq1rk1/pp1nppb1/2pp2p1/3NP2p/3P1PP1/4B2P/PPP3B1/R2QK1NR b KQ -,g6g5 f4g5 d6e5 d5c3 d7b6 d4e5 b6c4 d1e2 c4b2 c3d1,334
r1b1k1nr/pp2ppbp/6p1/q3P3/1n6/1Q3N2/PPPB2PP/RN2KB1R b KQkq -,g7e5 d2b4 a5c7 b1c3 g8f6 f1b5 e8f8 e1a1 c8e6 b3a4,487
1k1r4/pp3B1p/4Qp2/2p2r2/P6P/2B1P3/1P3RKR/3q4 b - -,d1g4 g2f1 g4d1 c3e1 f5d5 e6f6 d5d6 f6f4 b8a8 f4e4,576
2b1R1k1/5pp1/2pB3p/p4q2/8/P1P4P/5PP1/3R2K1 b - -,g8h7 d6e5 c8e6 d1e1 a5a4 e1e3 f5b1 g1h2 b1f5 f2f4,29
3r2k1/1R3pp1/4P2p/p1p5/q4BP1/1pP4P/6B1/2Q3K1 b - -,a4e8 e6f7 e8f7 b7f7 g8f7 c1b1 f7g8 b1b3 c5c4 b3b7,1090
8/p1p1k3/4n3/1pp1P2R/8/3PBK2/rPP5/8 b - -,a2a1 h5h7 e7e8 f3e4 a1e1 e4d5 e6f8 h7h3 e8d7 d5c5,87
1r4k1/p1p2p1p/2p2p2/2b5/4N3/1P1r2P1/P4P1P/R2R2K1 b - -,c5d4 d1d3 d4a1 g1f1 g8f8 d3d1 a1e5 f2f4 b8b4 f4e5,23
8/1RR4p/6pk/p4r2/5p2/7P/P5PK/3r4 b - -,d1d2 c7h7 h6g5 h2h1 d2a2 h3h4 g5g4 h7h6 g6g5 h4g5,-28
2r3k1/1b3pp1/pq3b1p/4p3/2n1P3/1N1N1QPP/PP4BK/4R3 b - -,a6a5 h3h4 a5a4 b3c5 c8c5 d3c5 b6c5 b2b3 c4d6 b3a4,-242
3r1r2/1p3ppk/p1nN3p/2p1q2P/6P1/PP1BP3/2P2P2/R2QK2R b KQ -,e5f5 d6f5 h7g8 f2f4 c5c4 b3c4 c6a5 e1f2 a5c4 d1e2,983
r2q1rk1/pp1bNppp/2np4/2n1p3/2B5/4BN1P/PPQ2PP1/2RR2K1 b - -,c6e7 e3c5 e5e4 d1d6 e4f3 c1d1 e7g6 d6d7 d8g5 g2g3,426
r3r1k1/p3bpp1/1p2p2p/q2bB3/P2P4/3NP3/1PQ2PPP/2RR2K1 b - -,a5a6 b2b3 e8c8 c2b1 c8c1 d1c1 a8c8 h2h3 f7f6 e5g3,2
2r3k1/2q3pp/8/1r1pP3/3Qp3/2B5/2R3PP/R5K1 b - -,c7b6 c2b2 b5b2 c3b2 b6e6 d4d2 c8f8 b2d4 h7h5 h2h3,384
8/1n1q1r1k/1p1P2Rp/4Bb1P/1pp5/2P1QP2/4B3/2KR4 b - -,c7b6 c2b2 b5b2 c3b2 b6e6 d4d2 c8f8 b2d4 h7h5 h2h3,Mate
2krn3/Np2qp1Q/p2p4/2pPp3/2N1P1b1/1P2P3/1PP5/R3K3 b - -,c8b8 a7c6 b7c6 c4a5 g4d7 d5c6 d7e6 h7h2 b8c7 e1d2,-387
rn1qk2r/4bpp1/Bpn1p2p/p1ppP2P/3P4/P1P2N2/1P1B1PP1/RN1Q1RK1 b kq -,c6e5 a6b5 e5d7 c3c4 e8h8 c4d5 e6d5 f1e1 c5d4 f3d4,437
4k3/8/p3p1p1/Pp1nP2p/2r1pP1P/8/1PP3N1/1K2R3 b - -,c4d4 b1c1 b5b4 e1h1 e8e7 h1h3 e4e3 g2e3 d5f4 h3h2,-215
5b2/5pk1/6p1/7p/1NK1P3/1P4P1/rP2R2P/8 b - -,f8b4 c4b4 a2a8 b4c5 a8c8 c5d5 c8d8 d5c6 d8b8 b3b4,338
r1bq1rk1/pp1nppb1/3p2p1/3pP2P/3P1P2/4B2P/PPP3B1/R2QK1NR b KQ -,g7h6 h5g6 f7g6 d1d3 g8g7 g1e2 d7b6 b2b3 c8f5 d3d2,179
5q1k/p3rr2/1nR3Qp/3p2p1/3P4/3BP1NP/P4PP1/1R4K1 b - -,g5g4 h3g4 f8g7 g6h5 f7f6 c6f6 g7f6 g3f5 e7e6 f5h4,1218
r1bqk2r/1p1n1ppp/p3p3/b1ppP3/3N1P2/P1NB4/1PPB2PP/R2Q1RK1 b kq -,a5c3 d4e6 f7e6 d1h5 e8e7 b2c3 g7g6 h5h3 d8f8 c3c4,656
1r2r1k1/5pp1/2p5/3p1qp1/7n/NPP3Q1/P4P1P/2R2R1K b - -,b8d8 h2h3 d5d4 c3d4 d8d4 a3c2 d4d3 c2e3 f5e4 h1h2,-364
2k3rr/1ppqn1p1/p2b1p2/P2p1b1p/3PP1nP/1P3NP1/1B1N1PB1/R2QR1K1 b - -,g7g5 e4f5 e7f5 h4g5 h5h4 f3e5 h4g3 d1g4 g3f2 g1f2,-41
1q6/1PRK4/3P2k1/5p2/8/1r6/8/8 b - -,f5e4 d2e4 d5e4 e1e4 e7d5 d1c2 c7c6 b2c1 g7g5 h4g5,Mate
r1bqk1nr/pppp1ppp/8/4p3/3bP3/2NP4/PPPB1PPP/R2QKB1R b KQkq -,g8e7 h2h4 d7d5 h4h5 c8e6 h5h6 g7g6 d2g5 f7f6 g5f6,-23
r2q1r2/pp1nb1pk/2b1p3/3pN2Q/3P4/P1N1R3/1P3PPP/2R3K1 b - -,h7g8 e5g6 f8f6 c1e1 f6g6 h5g6 d7f8 g6g4 e7f6 c3e2,-181
r2q1rk1/bpp2pp1/p1np1n1p/4p3/2B1P1bB/2PP1N1P/PP1N1PP1/R2QR1K1 b - -,g4e6 a2a4 g7g5 h4g3 f6h5 f3e5 h5g3 e5c6 b7c6 c4e6,34
3r1rk1/1p3pp1/p1n4p/2p1q2P/2N3P1/PP1BP3/2P2P2/R2QK2R b KQ -,e5e7 d1f3 f7f5 g4f5 e7f6 a1d1 b7b5 e1e2 d8d3 c2d3,376
8/1n1q1r1k/1p1P2Pp/4B3/1pp5/2P1QP2/4B3/2KR4 b - -,e5e7 d1f3 f7f5 g4f5 e7f6 a1d1 b7b5 e1e2 d8d3 c2d3,Mate
5rk1/pq3ppp/1p2pn2/8/2P5/5N2/PP3QPP/3R2K1 b - -,f6g4 f2d4 g4h6 b2b3 h6f5 d4d7 b7a6 d1d2 a6a3 d7c7,-142
2kr4/1pq4p/1Qp5/r4pp1/3P4/P3P3/5PPP/1RR3K1 b - -,f5f4 b6b4 a5d5 c1c4 g5g4 e3e4 d5b5 b4b5 c6b5 c4c7,130
6k1/p1q2r1p/3bQP2/2ppN1P1/3Pn3/2p1P3/Pr5B/R4R1K b - -,c5c4 e6f5 f7f8 f5h3 c7b7 h3e6 f8f7 e6g4 d6e5 d4e5,120
2rr4/4kppp/p7/1ppRp3/4P3/P4P2/1PP2KPP/3R4 b - -,f7f6 f2g3 d8d5 d1d5 g7g6 f3f4 e7e6 g3f3 e5f4 f3f4,7
q6r/1pp2pk1/1n1p1np1/3Pp2p/1PP1P2P/r1N3P1/1Q2BP2/2R2RK1 b - -,h8d8 f1d1 a3a7 b2d2 a7a3 c3b5 f6e4 d2c2 e4g3 f2g3,50
2b1R3/5ppk/2pB3p/p4q2/8/P1P4P/5PP1/4R1K1 b - -,f5g6 d6g3 c8e6 g1h2 a5a4 e1e3 e6d5 e8c8 g6c2 c8a8,7
8/7p/p5p1/3k4/P1pp1Pp1/7P/2K5/8 b - -,f5g6 d6g3 c8e6 g1h2 a5a4 e1e3 e6d5 e8c8 g6c2 c8a8,Mate
r1bq1rk1/p3p1bp/3p2p1/P1pPnp2/4PP2/2N5/1PQ1B1PP/R1B2RK1 b - -,a8b8 f4e5 g7e5 c1h6 b8b4 c2d2 f8f6 h6f4 e5d4 g1h1,272
r1b2rk1/2qnbppp/p1pp4/4p3/4P3/1P1B1N1P/PBP1QPP1/R2R2K1 b - -,,0
r1bqr1k1/pp3ppp/5b2/2p5/1n1P1N2/1P4P1/PB1P1PBP/R2QR1K1 b - -,e8e1 d1e1 b4c2 e1e2 c2a1 b2a1 c8f5 g2b7 a8b8 b7a6,-222
r4rk1/pp1bqppp/2np4/2n1p1B1/2B5/5N1P/PPQ2PP1/2RR2K1 b - -,c6b4 g5e7 b4c2 e7d6 d7f5 f3e5 b7b6 d6f8 g8f8 c4f7,455
rn1qkbnr/pp3ppp/8/3p4/3P2b1/3Q1N2/PP3PPP/RNB1KB1R b KQkq -,f8d6 f1e2 g8e7 e1h1 b8c6 b1c3 e8h8 c1e3 h7h6 d3d2,-17
1r6/3k4/8/4RK2/6P1/8/6P1/8 b - -,b8g8 g4g5 g8f8 f5g4 f8g8 e5e2 d7d6 g4h5 g8h8 h5g6,669
3Q2k1/5p2/4q1np/3pP1p1/2pP2P1/r1P1N3/2R3KP/8 b - -,g8h7 c2b2 a3b3 b2a2 e6b6 d8b6 g6f4 g2f3 b3b6 a2a5,25
4r2k/pp3p1p/2p2bN1/5P2/8/8/PPP3K1/4R3 b - -,h8g7 e1e8 h7g6 c2c3 b7b5 e8a8 b5b4 c3b4 f6d4 a8c8,420
r1bqk2r/1p1n1ppp/p3p3/b2pP3/3p1P2/P2B4/1PPBN1PP/R2Q1RK1 b kq -,a5d2 d1d2 d7c5 e2d4 d8b6 d2b4 b6a7 d3b5 c8d7 b5d7,92
r1b2rk1/p2n1ppp/8/1p1p1Q2/2p5/2P1q3/PP2B1PP/RN3R1K b - -,e3e2 f5f4 e2b2 b1d2 b2c3 d2f3 c3f6 f4e3 f6d6 f3d4,-607
