8/1K6/P2k4/8/8/4p3/8/8 b - -,c4d5 g5h7 d5e6 c2b3 e6f7 h7g5 f7f6 g5h3 f6f5 b3a3,Mate
r1q2rk1/ppp3p1/3bpn1p/5p2/3P3Q/2P2N2/PP1B1PPP/4RRK1 b - -,,0
8/5pkp/p3p1p1/3n4/r7/6PP/PR2PP2/2N2K2 b - -,g6g5 c1b3 d5c3 b2c2 c3e4 f1g2 h7h6 b3c1 h6h5 c1b3,-17
3rr1k1/ppp1npp1/7p/3p4/3P4/P1PP1N2/3R1PPP/4R1K1 b - -,f7f6 d2b2 b7b6 a3a4 g8f7 e1a1 a7a5 f3e1 e7f5 g1f1,-24
rnb1kb1r/pp1p1ppp/1q2p3/2pn4/3P4/2B2NP1/PPP1PPBP/RN1Q1RK1 b kq -,d5c3 b1c3 c5d4 d1d4 b6d4 f3d4 a7a6 d4b3 b8c6 c3a4,28
r2q3r/pb3pk1/1p1np1B1/3p2bp/3P2N1/2P1R2Q/PP3PPB/5RK1 b - -,h5g4 h3g4 h8h2 f2f4 h2h4 g4g3 g5h6 g6d3 g7f8 g3e1,-507
r1b2k1r/ppp3pp/3p4/2bN1q2/8/1B6/PP3PPP/R2QR1K1 b - -,c7c6 d5c7 g7g5 d1d2 d6d5 c7a8 f8f7 a8c7 h8d8 a1c1,448
1k1r2r1/pp1n4/q3Rp2/3p3Q/P2P1b2/1Pp4P/2P2KP1/2B1NR2 b - -,f4g3 f2g1 a6e6 e1d3 e6e4 h5f3 e4d4 c1e3 d4e4 f3e4,-537
8/1ppk2pp/p1p5/P4N2/1P1p1n2/3P4/2P2PPP/6K1 b - -,f4e6 f5g3 e6f4 g1f1 f4d5 g3f5 d5b4 f5d4 c6c5 d4f5,-148
r4r1k/1b3pp1/4p2p/p3q3/2Q2P2/3B2RP/2P3P1/3R2K1 b - -,e5f6 c4a4 f8c8 d3b5 c8c5 g1h2 a8b8 b5d3 b8c8 a4d7,-180
7R/pkp5/4PB2/1ppK4/3n4/3P4/6r1/8 b - -,d4e6 d5e6 b7c6 f6e5 g2d2 d3d4 c5d4 h8c8 b5b4 c8c7,-29
3r2k1/pp3pp1/7p/q1p5/P1P1P3/7P/2Q2PP1/1R4K1 b - -,d8d2 c2c1 a5d8 e4e5 d8d3 a4a5 b7b6 a5b6 a7b6 b1a1,-59
r5k1/pppbQ1bp/3p2p1/3P1r2/2P2p1q/1PN2P2/PB4PP/R3R2K b - -,f5g5 e7d7 g5e5 e1e5 g7e5 a1f1 g8f8 d7g4 h4g4 f3g4,405
r4rk1/1nqb1p1p/p2p1bp1/1ppPp3/4Pn2/1PP1BN1P/P1B1NPP1/R2QR1K1 b - -,f4e2 d1e2 f6g7 g2g4 c5c4 b3c4 b5c4 f3d2 a8c8 e1b1,73
r2q1rk1/pp1n2pp/2ppbb2/8/PPP1B3/6P1/3NPP1P/1RBQ1RK1 b - -,g8h8 b4b5 a8c8 b5c6 b7c6 d1c2 d7e5 e4h7 e6h3 f1d1,132
3rr1k1/ppp2pp1/7p/3p1n2/3P4/P1PP1N2/4RPPP/4R1K1 b - -,e8e2 e1e2 g8f8 e2b2 b7b6 g1f1 d8d6 g2g3 d6c6 b2b3,-27
r5k1/pp3ppN/1q1b1n2/1B6/3n1p2/8/PPP1Q1PP/RNB1K2R b KQ -,d6b4 c2c3 d4e2 h7f6 b6f6 b5e2 a8e8 e1d1 e8e2 d1e2,-217
r4kr1/pp2bppp/2n5/2p5/4N3/4P1P1/PPP2P1P/R1BR2K1 b - -,f7f5 e4c3 f8f7 c1d2 g8d8 g1g2 d8d7 d2e1 a8d8 d1d7,91
r4rk1/pb3ppp/1pnqp3/4P3/3P4/5N2/P2Q1PPP/1BR2RK1 b - -,d6a3 c1c3 a3b4 d2c2 g7g6 c3c6 b7c6 c2c6 a8c8 c6e4,310
r2q1rk1/pp1nppbp/2p1bnp1/2Pp4/3P1B1N/5PP1/PP2P1BP/RN1Q1RK1 b - -,h7h6 f4c1 g6g5 f3f4 g5h4 f4f5 e6f5 f1f5 h4g3 h2h3,-281
7R/pkp5/4KB2/1pp5/8/3P4/6r1/8 b - -,g2g6 e6f5 g6g3 f5e4 g3g4 e4f5 g4a4 h8h1 a4a6 f6e7,-24
5k2/R4p1p/p3b2r/1p6/1P6/P3NK2/2P2P1P/8 b - -,f8g8 h2h4 g8g7 h4h5 h6h5 a7a6 h5h3 f3e4 h3h2 a6b6,109
3rr1k1/1p2qppp/pn2pb2/8/2P3R1/1B2BQ1P/PP3PP1/3R2K1 b - -,d8d1 b3d1 b6d7 f3b7 e8b8 b7a6 h7h5 g4f4 b8b2 c4c5,20
3r2k1/ppp2pp1/7p/3p1n2/3P4/P1PP1N2/4RPPP/6K1 b - -,g8f8 g1f1 d8d6 e2b2 b7b6 f1e2 d6c6 e2d2 c6f6 d2e2,-21
8/1p6/2b4p/PP2p1p1/3k4/8/3KB2P/8 b - -,c6d5 a5a6 b7a6 b5a6 d5c6 e2g4 d4e4 g4h3 e4f4 h3c8,-8
1k1r2r1/pp1n4/q3pp2/3p3Q/P2P1b2/1Pp4P/2P1RKP1/2B1NR2 b - -,f4c1 e1d3 c1a3 f2e1 a6b6 a4a5 b6d4 f1f4 d4g1 f4f1,-471
r5k1/pp1b1rb1/1q1p1nn1/P2Pp1pp/4Pp2/2N2P1P/1PQBBNP1/R1R3K1 b - -,b6d4 e2b5 a7a6 b5d7 f6d7 a1a4 d4a7 c3d1 g7f6 a4c4,123
3k4/p1p4R/4n3/1ppKP3/8/3PB3/2r5/8 b - -,b5b4 d5e6 d8c8 e6d5 c5c4 d3c4 b4b3 d5c6 c2c4 e3c5,447
r1b1r1k1/ppp2p1Q/2nb1q2/4p1N1/8/2PP4/P1PB1PPP/R4RK1 b - -,g8f8 g5e4 f6g6 h7h8 f8e7 h8h4 e7e6 f2f4 f7f5 f4e5,-75
r1bqr3/pp1n2kp/2p3p1/2Pp4/1P1QP3/2N4P/P3B1P1/R4RK1 b - -,e8e5 e4d5 a7a5 e2g4 g7h6 d5c6 b7c6 g4d7 d8g5 d7c8,583
3R1rk1/4ppbp/5Pp1/8/2p5/4B3/Pr2BPPP/R5K1 b - -,e7f6 d8f8 g7f8 e2c4 f6f5 a1d1 f5f4 e3c1 b2b1 c4b3,541
2kr1b1r/pbp2p2/2q2n1p/4Q3/8/5pP1/PPPP1N1P/RNB2RK1 b - -,f8c5 d2d4 d8d5 e5d5 c6d5 d4c5 h6h5 b1c3 d5c5 c1f4,-475
rnb1kb1r/pp1p1ppp/1q2p3/2p5/3P4/2P2NP1/P1P1PPBP/RN1Q1RK1 b kq -,f8e7 d4d5 d7d6 e2e4 b6b2 b1d2 e8h8 f1e1 b2c3 e1e3,9
7R/pkp5/4KB2/1p6/2pP4/8/6r1/8 b - -,c4c3 h8h5 c7c6 h5c5 c3c2 d4d5 c6d5 e6d5 b5b4 c5c4,-36
8/B7/8/8/K3p3/4nk2/8/8 b - -,,0
r3kbnr/pppbqppp/2np4/4p1N1/2B1P3/2NP4/PPP2PPP/R1BQK2R b KQkq -,d7e6 c3d5 e7d7 a2a4 f8e7 g5e6 f7e6 d5e7 g8e7 e1h1,67
2kr4/1p5p/2p5/4R3/3P1pp1/r3P1P1/5P1P/2R3K1 b - -,,0
1k1r2r1/pp1n4/q3pp2/3p4/P2P1b2/1Pp1R2P/2P1QKP1/2B1NR2 b - -,f4e3 c1e3 a6d6 f2g1 b8a8 e1d3 e6e5 e2f2 d6e7 a4a5,-183
3rr1k1/p1p2p1p/2p5/2b1NB2/8/1PP2bP1/P4P2/R3R1K1 b - -,f3h5 e5d7 e8e1 a1e1 h5g6 d7c5 g6f5 e1e5 f5b1 a2a4,79
2k3rr/ppp1pp1p/2n1bb2/5q2/Q7/2P1B2P/PP2BPP1/3RNRK1 b - -,f5a5 a4a5 c6a5 e3a7 a5c6 a7e3 e6h3 g1h1 h3g4 f2f3,-25
7R/pkp5/5B2/1p1K4/3P4/2p5/6r1/8 b - -,g2b2 f6g5 c3c2 h8h3 b5b4 d5c5 a7a5 d4d5 a5a4 d5d6,-114
r1bqr3/pp4kp/2p2np1/2PP4/1P1Q4/2N4P/P3B1P1/R4RK1 b - -,h7h5 d5d6 c8f5 e2h5 a7a5 b4b5 b7b6 f1f5 g6f5 h5e8,426
rr4k1/3n1pp1/1qn1p2p/p2pP3/3P4/2P2NP1/RPQN2PP/R4K2 b - -,b6b5 f1g1 a5a4 g3g4 d7c5 g4g5 c5d3 g5h6 g7h6 h2h4,85
r1bqk2r/ppp1pp1p/3p1np1/n2P4/2P1P3/2PB4/P3NPPP/R1BQK2R b KQkq -,c7c5 f2f4 f6d7 e2g3 b7b6 e1h1 c8a6 f1e1 d8c7 e4e5,104
8/1ppk2pp/p1p1n3/P4N2/1P1p4/3P4/2P2PPP/5K2 b - -,c6c5 b4c5 d7c6 f5g3 c6c5 g3e2 g7g5 g2g3 g5g4 e2g1,-206
r2q3r/pb3pk1/1p1np1B1/3p2b1/3P2Q1/2P1R3/PP3PPB/5RK1 b - -,h8h2 g1h2 g5e3 g6h5 d8g5 f2e3 g5g4 h5g4 b7a6 f1c1,-499
r5k1/ppp1rppp/1n1p4/3P1PB1/2P5/8/PP5P/R2B1RK1 b - -,f7f6 g5f4 b6c4 b2b3 c4e5 f4d2 a7a5 f1e1 b7b5 a1c1,289
8/pkp5/4KB2/1p5R/3P4/2p5/6r1/8 b - -,c7c6 h5c5 c3c2 d4d5 c6d5 e6d5 b5b4 c5c4 a7a5 d5c5,-30
r3kbnr/pp3ppp/2q1p3/2ppPb2/3P1P2/2P2N2/PP4PP/RNBQK2R b KQkq -,c5c4 e1h1 b7b5 f1f2 h7h5 b1d2 g8h6 f3h4 f5d3 d1h5,-90
r2qkbnr/pb1p1ppp/1pn1p3/2p5/2P1P3/1P1B1N2/PB1P1PPP/RN1QK2R b KQkq -,g8e7 e1h1 e7g6 d3c2 f8d6 b1c3 d8f6 a1b1 e8h8 c3b5,-27
1k1r2r1/pp1n4/4pp2/3p4/P2P1b2/1Pp1R2P/2P1K1P1/2B1NR2 b - -,f4e3 c1e3 e6e5 f1f3 d8e8 e2f1 b8c7 e3f2 c7d6 g2g4,-156
r4rk1/1nqb1p1p/p2p1bp1/1ppPp3/4P3/1PP1BN1P/P1B1QPP1/R3R1K1 b - -,f6g7 g2g4 f8b8 f3d2 g7f6 e1c1 c7d8 d2f3 f6g7 c1b1,71
8/1p6/P6p/1P1bp1p1/3k4/8/3KB2P/8 b - -,b7a6 b5a6 d4e4 e2g4 d5c6 g4h3 e4f4 h3c8 c6b5 d2e1,-13
1r1n1rk1/2pqbppp/8/1p1pP3/1P4b1/N1PQ4/2B2PPP/R1B1R1K1 b - -,f7f6 d3h7 g8f7 e5f6 f7e8 e1e7 d7e7 f6e7 e8e7 h7g7,1139
8/pk6/2p1KB2/1pR5/3P4/2p5/6r1/8 b - -,b5b4 d4d5 c6d5 e6d5 c3c2 c5c4 a7a5 d5c5 b7a6 f6b2,-26
6k1/pp3pp1/7p/q1p5/P1P1P3/1Q5P/3r1PP1/1R4K1 b - -,b7b6 e4e5 d2d4 b3c2 a5a6 b1b5 a6c8 a4a5 c8e6 a5b6,-55
k6K/2R5/3N4/8/8/8/1p5P/8 b - -,,0
8/p3rk1p/N1q1ppb1/2Bp1n2/8/5P2/3Q2PP/R5K1 b - -,e7b7 h2h4 b7b5 c5f2 d5d4 a6b4 c6b7 b4d3 h7h5 d2a2,-180
1k1r2r1/pp1n4/4pp2/3p4/P2P4/1Pp1K2P/2P3P1/2B1NR2 b - -,e6e5 g2g4 g8h8 f1f3 b8c7 f3g3 d7f8 e1f3 d8e8 c1a3,-210
r3kb1r/pppbqppp/2np3n/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq -,e7d8 a2a4 h6g8 a4a5 f8e7 c3d5 g8f6 c2c3 a8b8 h2h3,92
r4rk1/pppq2p1/3bpn1p/4Np2/3P3Q/2P5/PP1B1PPP/4RRK1 b - -,d7e8 d2c1 a8d8 e5d3 b7b6 f2f3 c7c5 d4c5 d6c7 d3b4,5
8/8/P6p/3bp1p1/3k4/8/3KB2P/8 b - -,d4e4 e2g4 d5c6 d2e1 e4e3 g4c8 c6b5 c8b7 b5a6 b7a6,-17
rnbqkb1r/ppp2p2/4pn1p/6p1/4P3/2N3B1/PPP2PPP/R2QKBNR b KQkq -,d8d1 a1d1 c7c6 e4e5 f6h5 f1e2 h5g3 h2g3 b8d7 f2f4,78
r1bqk2r/pp1nbpp1/2p1p2p/3pP3/2PP4/2N2N2/PPQ2PPP/2KR1B1R b kq -,a7a5 c4d5 c6d5 f1b5 e8h8 g2g4 d7b6 h1g1 c8d7 b5d7,-30
r4rk1/pb3ppp/1pn1p3/3qP3/3P4/3Q1N2/P4PPP/1BR2RK1 b - -,f8d8 d3h7 g8f8 b1e4 d5b5 h7h8 f8e7 h8g7 d8g8 g7f6,554
r4rk1/1nqb1pbp/p2p2p1/1ppPp3/4P1P1/1PP1BN1P/P1B1QP2/R3R1K1 b - -,c5c4 b3c4 b7c5 f3d2 a8c8 e1b1 c7d8 g1g2 d8h4 c4b5,77
7r/pp3npp/2pkp3/5b2/8/1P2K3/P1P5/8 b - -,c5c4 b3c4 b7c5 f3d2 a8c8 e1b1 c7d8 g1g2 d8h4 c4b5,Mate
2r2k2/pp2n2B/3rp1pQ/3p2N1/8/8/P2N1PPP/R4RK1 b - -,f8e8 h7g6 e8d7 d2f3 c8d8 h6g7 d7c8 g7e7 d6d7 e7f6,1564
1k1r2r1/pp1n4/4pp2/3p4/P2P4/1Pp1B2P/2P1K1P1/4NR2 b - -,e6e5 f1f3 d8e8 e2f1 b8c7 g2g4 g8h8 e3f2 c7d6 e1d3,-166
2br3k/p5b1/1r5p/2qBP3/5p2/2P2Q2/PP4PP/4RR1K b - -,c5d5 f3d5 d8d5 f1f4 b6e6 f4c4 e6e8 c4c6 d5d8 c6c7,-534
3q1rk1/3nppbp/6p1/3pP3/5P2/3QB3/Pr2B1PP/R2R2K1 b - -,e7e6 e3d4 b2b4 a2a3 b4a4 d3e3 d8a5 d1b1 f8b8 b1b8,45
8/8/3k1K1P/8/6B1/3b4/8/8 b - -,e7e6 e3d4 b2b4 a2a3 b4a4 d3e3 d8a5 d1b1 f8b8 b1b8,Mate
r4rk1/1b3ppp/p7/1pq5/5QB1/P1pP4/1P3PPP/2R1R1K1 b - -,c3c2 f4e5 c5e5 e1e5 a8d8 e5e7 b7c8 g4c8 d8c8 e7e2,49
r1b1Q3/pp4pk/2n4p/1Bp1P3/1b2p3/8/PPP3PP/2q2R1K b - -,c8f5 e8a8 c1c2 f1f5 c5c4 f5f1 e4e3 f1g1 e3e2 b5c6,-678
r3kb1r/pp2pp1p/nqp2np1/5b2/2BP1B2/1Q2PN2/PP3PPP/RN2K2R b KQkq -,a6b4 c4f7 e8d8 e1h1 b4c2 b1c3 b6b3 f7b3 c2a1 f1a1,137
8/B7/8/8/1K2p3/4n3/4k3/8 b - -,,0
r1bqk2r/1p1nbpp1/p2p3p/4p3/4P1n1/2N2N2/PPP1BPPP/R1BQ1RK1 b kq -,b7b5 a2a4 b5b4 c3d5 g4f6 d5b4 c8b7 f3d2 a6a5 b4d5,56
2bq1rk1/p1p2ppp/8/3B3Q/8/6b1/PPPP2P1/RNB4K b - -,b7b5 a2a4 b5b4 c3d5 g4f6 d5b4 c8b7 f3d2 a6a5 b4d5,Mate
r1bqk2r/pppnpp1p/3p2p1/n2P4/2PNP3/2PB4/P4PPP/R1BQK2R b KQkq -,b7b6 e1h1 c8a6 d4b3 a5b7 c1h6 d7c5 f2f4 d8d7 b3c5,89
8/pk1K4/2p2B2/2R5/1p1P4/2p5/6r1/8 b - -,g2g6 f6d8 g6g3 d4d5 g3d3 d5d6 b4b3 c5c4 a7a5 c4c6,-128
r2qr1kb/4pp1p/p1n3pB/1p1p4/nP1P1Q2/1NP2N1P/P4PP1/R3R1K1 b - -,d8c8 a1c1 f7f6 f4d2 c6d8 b3c5 a4b6 h6f4 b6c4 d2d3,21
8/8/8/1k5R/p7/1r6/5K2/8 b - -,b5b4 h5h4 b4a5 h4h7 a4a3 h7a7 a5b4 f2e2 b3h3 e2d2,-447
r4rk1/p4ppp/2pRp3/8/2P5/5P2/P1P3PP/2KR4 b - -,h7h5 d6c6 f8c8 d1d6 g8f8 c1b2 f8e7 c6c8 a8c8 d6a6,154
r5k1/pp1b2pp/1bn5/3p1pN1/1P6/P1P5/5PPP/RN3RK1 b - -,c6e5 a3a4 h7h6 g5f3 e5f3 g2f3 a8c8 f1d1 d7e6 d1d3,122
r2q1rk1/3bppbp/p1Np1np1/1p6/4P2P/2N1BP2/PPPQ2P1/1K1R1B1R b - -,d7c6 g2g4 b5b4 c3d5 c6d5 e4d5 a6a5 e3h6 a5a4 h6g7,146
r3k2r/1pp1qppp/p1pb1n2/4p2b/4P3/3PBN1P/PPPN1PP1/R3QRK1 b kq -,h5g6 d2c4 f6d7 a2a4 e8h8 a4a5 f7f5 e4f5 g6f5 f3d2,53
r4rk1/pppq2p1/4pn1p/4Rp2/3P3Q/2P5/PP1B1PPP/5RK1 b - -,c7c5 d2e3 b7b6 f2f3 d7c6 f1d1 a8d8 h4g3 g8h7 d1e1,26
rnb1k1nr/pp3ppp/4p3/3pP3/q7/2N1B3/P2Q1PPP/R3KBNR b KQkq -,a4h4 c3b5 b8c6 b5c7 e8f8 g1f3 h4d8 c7a8 g8e7 a1b1,577
8/1B6/4b3/4k1K1/6p1/8/7P/8 b - -,,0
6r1/p1prPp2/1bp2k1p/3p2R1/3PP3/4QP2/PB5P/7K b - -,g8e8 e3f4 f6e7 b2a3 d7d6 g5e5 e7d8 a3d6 e8e5 d6e5,Mate
r1bqkb1r/pppp1ppp/2n2n2/4N1B1/3P4/8/PPP1QPPP/RN2KB1R b KQkq -,c6d4 e2d2 d4e6 b1c3 c7c6 e1a1 d7d5 d1e1 f8e7 f2f4,-140
r2r2k1/p1q2pbp/2pBb1p1/4p3/4NnP1/1B3P2/PPPQ3P/2KR3R b - -,e6b3 d6c7 d8d2 e4d2 b3d5 h1e1 f7f6 c7a5 h7h5 g4h5,192
r2q1rk1/pb1n2pp/1pnbp3/2ppNp2/3P1PP1/2PBP2Q/PP1N3P/R1B2RK1 b - -,d6e5 f4e5 d7e5 d4e5 c6e5 d3e2 d5d4 g4f5 e6f5 e3e4,-42
rnb1k2r/pp1pbppp/1q2p3/2p5/3PP3/2P2NP1/P1P2PBP/RN1Q1RK1 b kq -,e8h8 d4d5 e6d5 e4d5 d7d6 a2a4 c8g4 h2h3 g4h5 g3g4,10
r2qkb1r/pp2nppp/2b1p3/3pP3/3N1P2/4B3/PPPN2PP/R2QK2R b KQkq -,c6a4 e1h1 e7c6 d2f3 f8c5 d1d2 c6d4 e3d4 b7b6 c2c3,107
r2qkbnr/p1pn1ppp/4p3/1P6/2BP4/4PQ2/1P3PPP/RNB1K2R b KQkq -,g8f6 e1h1 f8d6 b2b3 e8h8 a1a6 e6e5 b1c3 d7b6 g2g3,229
8/pk1K4/2p5/2R1B3/1p1P4/2p5/5r2/8 b - -,c3c2 d7d6 a7a5 c5c6 f2e2 e5f4 b4b3 c6c3 a5a4 c3c4,-72
3rr1k1/pp1b1ppn/1qp5/8/1P2PPPp/P4N1P/2Q3BK/R3R3 b - -,a7a5 f3h4 a5b4 a3b4 b6b4 a1b1 b4a5 c2f2 g7g5 f4g5,70
8/B7/8/2K5/4p3/3kn3/8/8 b - -,,0
1r6/5kp1/Rp2p2p/4p3/2r1P2P/2P3P1/1P2RPK1/8 b - -,b8b7 e2e3 g7g6 a6a8 f7g7 g2f1 b6b5 a8a6 g7f7 e3f3,217
8/5R2/8/4k1P1/4p1K1/7P/5P2/1r6 b - -,e5d4 h3h4 d4d3 g5g6 d3e2 f7f4 b1b7 h4h5 e2d1 f4e4,884
8/pk3r2/2pK4/2R1B3/1p1P4/2p5/8/8 b - -,f7h7 c5c4 a7a5 d4d5 c6d5 d6d5 h7d7 d5c5 d7d3 c4h4,-18
1r1r2k1/p4pp1/2bpp2p/2p5/2P5/1P1BP3/P2R1PPP/3R2K1 b - -,g8f8 d3c2 f8e7 e3e4 e6e5 g2g3 a7a5 f2f4 f7f6 g1f2,-39
r1bqk2r/pp1nbpp1/2p1p2p/4P3/2BP4/2N2N2/PPQ2PPP/2KR3R b kq -,a8b8 h2h4 b7b5 c4e2 d7b6 h1h3 b6d5 h3g3 e8h8 c2e4,44
r4kr1/pp2b1pp/2n5/2p2p2/8/2N1P1P1/PPP2P1P/R1BR2K1 b - -,f8f7 c1d2 g8d8 g1f1 e7f6 e3e4 f6c3 d2c3 f5e4 d1e1,95
3Qb3/1kp5/3n4/p7/7P/2P5/1P4P1/6K1 b - -,e8f7 d8g5 b7c6 g1h2 d6c4 g5f6 c4d6 f6e5 d6c4 e5d4,682
r4rk1/pp1q2p1/4pn1p/2p1Rp2/3P3Q/2P1B3/PP3PPP/5RK1 b - -,b7b6 f2f3 d7f7 e3f2 c5d4 h4d4 a8d8 d4b4 d8d2 f1e1,17
r1b2rk1/p2nqpbp/1pp3p1/2n1p3/N3P3/QN2B3/PP2BPPP/R3K2R b KQ -,f8d8 a4c5 d7c5 b3c5 b6c5 e3c5 e7c7 e2c4 a7a5 e1h1,50
6k1/5p2/5Npp/3q4/6PP/3r1Q2/5PK1/8 b - -,g8f8 f6d5 d3d4 f3a3 f8g8 a3a8 g8h7 d5e7 h7g7 a8a1,900
r1r3k1/1nqb1pbp/p2p2p1/1ppPp1P1/4P3/1PP1BN1P/P1B1QP2/R3R1K1 b - -,d7h3 f3h4 c7d7 f2f3 c5c4 b3b4 a6a5 e2h2 a5b4 c3b4,-11
8/pk5r/2pK4/4B3/1pRP4/2p5/8/8 b - -,a7a5 d4d5 c6d5 d6d5 h7h3 c4c5 b7a6 d5c4 c3c2 e5b2,-18
nbnrbqkr/ppp1pppp/8/3p4/3P4/1N6/PPP1PPPP/1BNRBQKR b KQkq -,c8d6 c1d3 a8b6 b3c5 b6c4 h2h4 h7h5 a2a4 b7b6 c5a6,30
rnb2rk1/pp1pbppp/1q2p3/2pP4/4P3/2P2NP1/P1P2PBP/RN1Q1RK1 b - -,e6d5 e4d5 d7d6 a2a4 b6d8 f3d2 b8d7 b1a3 d7b6 a4a5,5
r3Q3/7k/2p2p2/2Pr1P1P/4R3/8/6PK/8 b - -,,0
rq2k1nr/p1pn1ppp/3bp3/1P6/2BP4/2N1PQ2/1P3PPP/R1B2RK1 b kq -,g8f6 c1d2 e8h8 g2g3 d7b6 c4d3 b8e8 a1a6 e6e5 f1a1,292
6k1/ppp2pp1/3r3p/3pRn2/3P4/P1PP1N2/5PPP/6K1 b - -,d6b6 g1f1 f5d6 e5d5 b6a6 d5c5 d6e8 c5b5 a6a3 b5b7,3
r5k1/p1p1q1pp/Q1ppb3/P3p3/1P1PP1n1/R1r5/3N1PPP/2B2RK1 b - -,e5d4 a3c3 d4c3 a6c6 a8c8 c6c3 c7c5 c1b2 a7a6 h2h3,229
r1bq1rk1/p1pnbppp/1p2pn2/3p4/2P5/1PN1PN2/PB1PBPPP/R2Q1RK1 b - -,c8b7 d2d4 a7a6 c4d5 e6d5 f3e5 e7d6 f2f4 c7c5 c3a4,3
1r3rk1/p3bpp1/1qppb2p/8/4P3/1PPPBN2/P1Q3PP/RN3R1K b - -,b6c7 f3d4 c6c5 d4f5 e6f5 f1f5 c7b7 b1d2 e7g5 e3g5,876
r1bqkb1r/1pp2ppp/p1n5/3pp3/4n3/1BP2N2/PP1P1PPP/RNBQR1K1 b kq -,c8e6 d2d3 e4c5 b3c2 c5d7 d3d4 e5d4 c3d4 f8e7 b1c3,-67
8/1k5r/2p5/p1K1B3/1pRP4/2p5/8/8 b - -,h7d7 e5d6 d7d8 d4d5 c6d5 c5d5 b7b6 d5e5 d8d7 c4c8,-294
r4rk1/pb3p1p/1pn1p1p1/3qP3/3PQ3/5N2/P4PPP/1BR2RK1 b - -,d5e4 b1e4 a8c8 f1d1 c6d4 c1c8 d4f3 e4f3 b7c8 h2h4,-55
2rqr1k1/1N1b1p1p/pnn1p1pB/4P3/1PBp3b/P4N2/2Q2PP1/3RR1K1 b - -,d4d3 c2d3 d8c7 b7d6 h4e7 c4b3 c8b8 d3e3 e7d6 e5d6,410
2r1k3/pp2n3/3rp1BQ/3p2N1/8/8/P2N1PPP/R4RK1 b - -,e8d7 d2f3 c8c7 g5f7 c7c6 h6g5 c6c7 f3e5 d7c8 f7d6,1752
4R3/7k/2p2p2/2Pr1P1P/8/8/6PK/8 b - -,,0
8/B7/8/1K6/4p3/4n3/4k3/8 b - -,,0
rq2k2r/p1pn1ppp/3bpn2/1P6/2BPP3/2N2Q2/1P3PPP/R1B2RK1 b kq -,e6e5 c3d5 e8h8 d5f6 d7f6 c1g5 b8d8 f3e2 d8d7 d4e5,297
r3k2r/1ppnqppp/p1pb2b1/4p3/2N1P1P1/3PBN1P/PPP2P2/R3QRK1 b kq -,d6b4 c2c3 b4d6 g1h2 h7h5 g4g5 h5h4 a2a4 e7e6 f3d2,-24
2br3k/p5b1/1r5p/3qP3/5p2/2P2Q2/PP4PP/3R1R1K b - -,d5g8 f3f4 b6e6 d1d8 g8d8 f4f2 e6e5 f2a7 c8d7 b2b4,-552
rnb2rk1/pp1pbppp/1q6/2pP4/8/2P2NP1/P1P2PBP/RN1Q1RK1 b - -,,0
r2q1rk1/pb1n2pp/1pnbp3/2ppNp2/3P1P2/2PBPN1Q/PP4PP/R1B2RK1 b - -,,0
3r2k1/pp5p/2p3pb/5p2/3P1P2/2P1r3/PP1RN1PP/5RK1 b - -,c6c5 g1f2 e3e4 g2g3 g6g5 f4g5 h6g5 d2c2 c5d4 e2d4,128
8/1k1r4/2pB4/p1K5/1pRP4/2p5/8/8 b - -,d7f7 d6g3 f7d7 g3d6 d7d8 d4d5 c6d5 c5d5 b7b6 c4c5,-464
2k4r/ppp1pp1p/2n1bb2/5q2/Q2N4/2P1B2P/PP2BPK1/3R1R2 b - -,d7d8 d4d5 c6d5 c5d5 b7b6 c4c5 d8d7 d5e6 d7h7 d6f8,Mate
6r1/p1p1rpk1/1bp4p/3p2R1/3PP3/4QP2/PB5P/7K b - -,g7h8 g5h5 e7e6 h5h6 h8g7 e3g5 g7f8 b2a3 c6c5 g5f4,Mate
8/B7/2K5/8/4p3/3kn3/8/8 b - -,,0
rn6/1bp1q1p1/p4nkp/1p6/4P3/2P1RN1P/QP3PP1/R5K1 b - -,e7e8 a1d1 g6h7 e4e5 f6g8 a2b1 h7h8 e5e6 b7f3 e3f3,187
rq2k2r/p1pn1ppp/4pn2/1P2P3/1bBP4/2N2Q2/1P3PPP/R1B2RK1 b kq -,b4c3 f3c3 e8h8 e5f6 d7f6 c3g3 f8d8 c1h6 f6e8 f1d1,525
5k2/8/5PK1/8/8/8/8/1r6 b - -,b4c3 f3c3 e8h8 e5f6 d7f6 c3g3 f8d8 c1h6 f6e8 f1d1,Mate
2k4r/ppp1pp1p/2n1bb2/8/Q2N4/2P1B2q/PP2BP2/3R1RK1 b - -,b4c3 f3c3 e8h8 e5f6 d7f6 c3g3 f8d8 c1h6 f6e8 f1d1,Mate
r1bqk2r/pp1nbpp1/4p2p/2pPP3/3P4/2N2N2/PPQ2PPP/2KR1B1R b kq -,d8b6 d5e6 b6e6 d4d5 e6g4 d5d6 e7g5 c1b1 e8h8 h2h3,402
r1bqkbnr/p1p2ppp/2n1p3/1p6/P1pPP3/5NP1/1P3P1P/RNBQKB1R b KQkq -,b5b4 a4a5 c8a6 d1a4 d8d7 d4d5 c6b8 d5e6 f7e6 a4d7,48
