8/5pkp/p4pb1/2p2N2/1p4P1/8/qP3QKP/8 b - -,g6f5 g4f5 h7h6 f2g1 a2d5 g2f2 g7h7 g1a1 d5f5 f2g3,-705
6k1/6p1/3r4/2pnR3/2B5/6PP/P4PK1/8 b - -,g8f8 e5d5 d6b6 d5c5 f8e7 c4b3 e7f6 h3h4 f6g6 g2h3,782
2r3k1/p5p1/1p2Q3/2q5/8/2n3P1/P4P1P/R5K1 b - -,g8h7 e6h3 h7g8 h3e6 g8f8 a1e1 c5c6 e6f5 f8g8 e1e7,-210
r1bqkbnr/2pp1ppp/p7/np2p2Q/4P3/1BNP4/PPP2PPP/R1B1K1NR b KQkq -,a5b3 h5e5 d8e7 e5e7 g8e7 a2b3 c8b7 g1e2 e8a8 f2f3,85
r4r1k/1bq3pp/p1nb4/1p1B1p2/3p1P2/3P1QN1/PP1BR1PP/2R3K1 b - -,a8c8 a2a3 a6a5 b2b4 a5b4 a3b4 g7g6 h2h4 f8f6 f3f2,122
rnb1kbnr/pppq2pp/8/4ppN1/3P4/2P2N2/PP3PPP/R1BQKB1R b KQkq -,b8c6 f1c4 e5e4 f3h4 g7g6 c4f7 e8d8 f7b3 c6a5 g5f7,334
r2q1rk1/3pbppp/bpn1p3/p1p5/P1N1PB2/1QPP1N2/1P3PPP/R3R1K1 b - -,d7d6 b3b6 d8b6 c4b6 a8a7 b6c4 f8d8 b2b3 e7f6 a1c1,9
r2r2k1/1q3ppp/3bpn2/2p1p3/P1R1PP2/2BP3P/1P1Q2P1/2N1R1K1 b - -,d6b8 f4e5 f6d7 g1h1 b7a7 c1b3 b8c7 d2c2 d7b6 c4c5,148
r1b2rk1/ppp4p/3p4/6p1/1qPPn3/4P1B1/P1Q2PPP/2RK1B1R b - -,f8f2 c2f2 c8g4 d1c2 e4f2 g3f2 a8f8 f2g3 g4f5 e3e4,-809
2r2k2/3nqRb1/bp2p1Q1/p3P1N1/P2P4/8/2r3PP/1RB3K1 b - -,d6d5 f2f3 c8d7 d1e2 a8e8 a2a3 b4a5 c2b2 c7c5 g3e1,Mate
r1br2k1/pp1n1pp1/2q1n2p/7Q/2P5/1N1BR3/PB3PPP/R5K1 b - -,e6f4 h5f3 c6f3 e3f3 f4d3 f3d3 d8e8 d3g3 g7g6 h2h4,7
2r5/p5pk/1p6/2q5/8/2n3PQ/P4P1P/R5K1 b - -,h7g8 h3e6 g8f8 a1e1 c5c6 e6f5 f8g8 e1e7 c8f8 f5e5,-216
