2bn2k1/1p4p1/pqrrpbQp/3p1B2/1P1P1P2/P5P1/1B2R1KP/4R3 b - -,f6e7 g6h7 g8f8 h7h8 f8f7 f5g4 e7f6 g4h5 g7g6 h8h7,Mate
r1bq1rk1/pp2npbp/2npp1p1/2p5/2P5/1PNP1NP1/PB1QPPBP/R3K2R b KQ -,d6d5 c3a4 e6e5 h2h4 b7b6 h4h5 d5d4 h5g6 f7g6 f3g5,-11
3R1B2/5pkp/6p1/1r2bP2/pp6/5P2/PPP3PP/1K6 b - -,g7f6 f5g6 f7g6 f8d6 a4a3 c2c4 b4c3 b2b3 f6f7 b1c2,Mate
r1b2rk1/pppnqppp/3ppn2/8/2PP4/P2BPN2/1P1N1PPP/R2Q1RK1 b - -,c7c5 f1e1 b7b6 d1c2 c8b7 e3e4 c5d4 f3d4 f8c8 b2b4,24
8/8/1r3nR1/4kp1N/5P1K/8/6P1/8 b - -,e5e4 g6f6 b6b8 f6e6 e4d3 h5f6 b8b7 g2g3 b7g7 e6e5,724
2r4k/5rpp/b3n3/8/7B/5P2/BPn1P1P1/4RKR1 b - -,c8e8 e1d1 c2e3 f1f2 e3d1 g1d1 f7f4 a2e6 f4h4 e2e4,-423
2R5/6p1/5p1k/p4P1P/r7/6K1/P5P1/8 b - -,,0
rn1qkb1r/pppB1ppp/3ppn2/8/3PP3/5P2/PPP3PP/RNBQK1NR b KQkq -,,0
r1bq1rk1/3pnpbp/p1p1p1p1/2p5/4PP1Q/2NP1N2/PPP3PP/R1B2RK1 b - -,d7d6 e4e5 e7f5 h4f2 f5d4 f3d4 c5d4 c3e4 f7f6 f2d4,110
r1b5/b7/7p/pp1k2p1/PP2Q3/2PP4/5PPP/2KRR3 b - -,d7d6 e4e5 e7f5 h4f2 f5d4 f3d4 c5d4 c3e4 f7f6 f2d4,Mate
rnb1kb1r/ppp1qppp/8/4N3/2p5/8/PPPPQPPP/RNB1K2R b KQkq -,b8c6 e5c6 b7c6 e2e7 f8e7 b2b3 c8f5 e1d1 e7f6 h1e1,-49
r1b1kb1r/pp3ppp/5n2/q2pB3/3P4/1PNQP3/P4PPP/R3K1NR b KQkq -,f8b4 g1e2 f6e4 a1c1 f7f6 e5c7 b7b6 e1h1 c8a6 d3c2,-234
r4rk1/1q1nppbp/3p1np1/2pP4/P3P3/R1N2NP1/1P2QPKP/2B4R b - -,h7h6 f3d2 f8b8 c3b5 c5c4 d2c4 d7c5 b5c3 f6d7 h1d1,118
rnbk1b1r/ppp1p1qp/6p1/8/2B2Q2/2n1B3/PPP2PPP/R3K1NR b KQ -,g6g5 f4d4 d8e8 d4c3 g7c3 b2c3 f8g7 g1e2 g5g4 e1a1,87
2r3k1/2qbp2R/p2p1rp1/3P4/1p1N2P1/8/PPPQ4/2KR4 b - -,g8h7 d1h1 h7g8 d2h6 g8f7 g4g5 c8g8 g5f6 e7f6 h1e1,521
r6k/ppp3p1/2np3p/8/4P3/2NPq3/PPP2RQ1/5RK1 b - -,e3g5 g2g5 h6g5 c3d5 h8h7 d5c7 a8c8 c7d5 c8e8 g1g2,561
r1b2rk1/p1pnqppp/1p1ppn2/8/2PP4/P2BPN2/1PQN1PPP/R4RK1 b - -,c8b7 e3e4 g7g6 b2b4 e6e5 c4c5 d6c5 d4c5 b6c5 f1c1,27
8/8/5p2/5P2/P3P3/2BP4/2P1K2k/8 b - -,c8b7 e3e4 g7g6 b2b4 e6e5 c4c5 d6c5 d4c5 b6c5 f1c1,Mate
r2q1rk1/1b3pb1/2pp1np1/p3n1Np/Pp2PN1P/4BP2/1PPQB1P1/2KR3R b - -,b7a6 e2a6 a8a6 d2d6 d8d6 d1d6 e5c4 d6d3 c4e3 d3e3,172
r6r/pQ4bp/1kpN4/8/5B2/8/1PPK2PP/7q b - -,b7a6 e2a6 a8a6 d2d6 d8d6 d1d6 e5c4 d6d3 c4e3 d3e3,Mate
r1bq1rk1/1pp3pp/1b1p1p2/pP1P4/2QN4/P7/1B3PPP/4RRK1 b - -,b6d4 b2d4 c8f5 e1e3 d8d7 h2h3 f8e8 f1c1 a8c8 g2g4,-35
1r3rk1/3n1pp1/3qp1p1/1p1p3P/3P4/1QPN2P1/1P3PK1/R6R b - -,e6e5 h5g6 d6g6 b3d1 g6e4 g2g1 b8a8 a1a8 f8a8 h1h4,126
8/8/1r3R2/5p1N/4kP1K/8/6P1/8 b - -,b6b8 f6e6 e4d3 h5f6 b8b7 g2g3 b7a7 f6h5 a7a8 h4g5,739
3b4/ppp3pp/2n3k1/4p3/4N3/1PPKB3/P4PPP/8 b - -,g6f7 d3c4 d8e7 c4d5 e7f6 a2a4 c6e7 d5c4 e7c8 b3b4,123
5rk1/p4ppp/8/8/bP2n3/1N2q3/P1Q1B1PP/R2K3R b - -,g6f7 d3c4 d8e7 c4d5 e7f6 a2a4 c6e7 d5c4 e7c8 b3b4,Mate
r4qk1/p3R1p1/1p4p1/2n2r2/8/6P1/PB2QP1P/R5K1 b - -,f5f2 e7g7 f8g7 e2f2 c5e4 f2c2 g7e7 c2c4 g8h7 a1e1,81
2r4k/5rpp/b3n3/8/7B/8/nPP1PPP1/R4KR1 b - -,e6f4 h4g5 a6e2 f1e1 c8e8 f2f3 e2f3 e1f2 f3d5 g5f4,-587
r4rk1/pbpnqppp/1p1ppn2/6N1/2PP4/P2BP3/1PQN1PPP/R4RK1 b - -,,0
4B3/1nk3p1/2Nb1p1p/3Pp3/4P3/2K2P1P/6P1/8 b - -,b7d8 c6a5 d8b7 a5b3 c7b6 b3d2 d6c5 c3d3 b7d6 e8g6,47
rn1qk1nr/pp1Bbppp/8/2pp4/3P4/2P5/PP2QPPP/RNB1K1NR b KQkq -,b8d7 g1f3 g8f6 e1h1 e8h8 d4c5 e7c5 b1d2 f8e8 e2d1,-11
r2q1rk1/3nppbp/3pb1p1/N7/pPP1P3/4BP2/1P1QB1PP/2R2RK1 b - -,d8c7 c1a1 d7c5 a1a3 f8b8 f1b1 e6d7 e2d1 h7h5 b2b3,91
8/pp2k2p/5p2/8/2B5/5P2/PP3P1P/1K1R4 b - -,a7a6 b1a1 f6f5 f3f4 a6a5 c4b3 e7f6 b3c2 f6e6 c2d3,828
3b4/ppp3pp/2n1k3/4p3/4K3/1PP1B1N1/P4PPP/8 b - -,b7b6 e3d2 d8e7 e4d3 c6d8 g3e4 e6f5 h2h3 a7a6 g2g4,38
1k6/7P/5N2/8/3K4/8/2p5/8 b - -,c2c1r h7h8q b8b7 h8h7 c1c7 h7f5 b7a6 f6d7 c7c6 d7b8,9605
8/1pp3k1/1p1p4/1P1P2K1/2P5/P7/8/8 b - -,,0
2r2rk1/1b3ppp/pqn1pn2/1pPp4/1P6/P1N1P1P1/3B1PBP/R2Q1RK1 b - -,b6a7 c3e2 c6e5 a3a4 b5a4 d1a4 d5d4 e2d4 b7g2 g1g2,81
2r3k1/2qbp3/p2p1rpQ/3P4/1p1N2P1/8/PPP5/2K4R b - -,g8f7 g4g5 c8g8 g5f6 e7f6 h1e1 d7a4 h6h7 g8g7 h7g7,521
r1r3k1/1q1nppbp/3p1np1/1NpP4/P3P3/R4NP1/1P2QPKP/2B4R b - -,h7h6 f3d2 f6e8 d2c4 b7a6 c1d2 e8c7 b5c7 c8c7 h1e1,136
8/8/5p2/P4P2/4P3/2BP3k/2P1K3/8 b - -,h7h6 f3d2 f6e8 d2c4 b7a6 c1d2 e8c7 b5c7 c8c7 h1e1,Mate
1k5Q/8/5N2/8/3K4/8/8/2q5 b - -,b8c7 f6d5 c7b7 h8h7 b7a6 h7d3 a6b7 d3b5 b7a7 b5b6,23
rn1qkb1r/pppbpppp/5n2/6N1/2B5/2N5/PPPP1PPP/R1BQK2R b KQkq -,e7e6 d2d4 h7h6 g5f3 f8b4 d1d3 e8h8 a2a3 b4c3 d3c3,31
8/1r6/4RN2/5p2/5P1K/3k2P1/8/8 b - -,b7f7 f6h5 f7a7 e6e5 a7c7 h4g5 c7h7 e5f5 d3e2 f5a5,765
r1bqr1k1/pp2ppbp/n4np1/1NppB3/3P4/2P1PN1P/PP3PP1/R2QKB1R b KQ -,f6d7 e5h2 e7e5 f1e2 e5d4 c3d4 d8a5 b5c3 d7f6 e2b5,44
8/pp2k2p/8/5p2/2BR4/5P2/PP3P1P/1K6 b - -,e7f8 c4d3 a7a5 d3f5 b7b5 d4d1 f8g7 f5c2 a5a4 b1a1,901
rnbqkbnr/pp3ppp/4p3/2p5/3pPP2/6P1/PPPPN1BP/R1BQK1NR b KQkq -,b8c6 g1f3 g8f6 d2d3 f8e7 e1h1 b7b5 h2h3 a7a5 g3g4,3
r1bk1b1r/ppp1p1qp/2n3p1/8/2B2Q2/2n1BN2/PPP2PPP/R3K2R b KQ -,e7e6 b2c3 g7c3 e1e2 c3c2 e2f1 f8e7 e3c5 c8d7 c5e7,-36
rn1qk2r/1b2bppp/p2pBn2/1p6/3NP3/P1N1B3/1PP2PPP/R2QK2R b KQkq -,e8h8 e6b3 f6e4 c3e4 b7e4 d1g4 d6d5 e1a1 e7f6 h2h4,160
r2qk2r/pp2bppp/2p1b3/3pP3/P1P5/6Q1/1P3PPP/RNBR2K1 b kq -,d8b6 b1c3 b6b3 c4d5 c6d5 c1e3 g7g6 c3b5 e8h8 h2h4,134
r1bqk2r/1ppp1ppp/p1n2n2/2b5/Q3P3/2N2N1P/PPP2PP1/R1B1KB1R b KQkq -,d7d6 c1g5 h7h6 g5f6 d8f6 e1a1 c5f2 c3d5 f6d8 g2g4,-76
2r4k/5rpp/b3n3/8/1n5B/2P5/1P2PPP1/R4KR1 b - -,e6f4 g1h1 a6e2 f1g1 b4d3 h4g5 e2h5 h1h4 h5g6 g5f4,-557
7R/6p1/5p2/p4P1k/r7/6K1/P5P1/8 b - -,h5g5 h8g8 a4g4 g3f3 g5f5 g2g3 g7g6 g8b8 g4b4 b8c8,-313
Q1b5/b7/3k3p/pp4p1/PP6/2PP4/5PPP/2KRR3 b - -,h5g5 h8g8 a4g4 g3f3 g5f5 g2g3 g7g6 g8b8 g4b4 b8c8,Mate
r1bqkbnr/pp3ppp/2n1p3/2p5/3pPP2/3P2P1/PPP1N1BP/R1BQK1NR b KQkq -,g8f6 g1f3 b7b5 e1h1 f8e7 e4e5 f6d5 g3g4 h7h5 g4h5,4
rnbk2nr/ppp4p/6p1/4bpB1/8/6N1/PPP2PPP/R3KBNR b KQ -,d8e8 e1a1 e5d6 g1f3 e8f8 f1c4 b8c6 g5d2 h7h6 g3e2,198
r4rk1/pbpnqp1p/1p1ppnp1/8/2PPN3/P2BP3/1PQN1PPP/R4RK1 b - -,c7c5 e4f6 e7f6 d4c5 d7c5 d3e2 a7a5 e2f3 a5a4 a1d1,-9
8/1p2k2p/8/p4p2/2B2R2/5P2/PP3P1P/1K6 b - -,e7f6 c4d3 h7h5 f4f5 f6g7 f5g5 g7f7 g5g1 h5h4 g1d1,925
8/p2R1pp1/8/3k3p/4N3/2P2b1q/PP3Pp1/6K1 b - -,e7f6 c4d3 h7h5 f4f5 f6g7 f5g5 g7f7 g5g1 h5h4 g1d1,Mate
3b4/8/3NK3/1k4p1/p3P1P1/1P6/5P2/8 b - -,b5b4 b3a4 b4a4 e4e5 a4b4 e6f5 d8e7 d6c8 e7c5 e5e6,1110
8/8/P4p2/5P2/4P1k1/2BP4/2P1K3/8 b - -,b5b4 b3a4 b4a4 e4e5 a4b4 e6f5 d8e7 d6c8 e7c5 e5e6,Mate
r2r2k1/p4pp1/1pb1pn1p/7q/2PP4/P2B3R/1BQ2PPP/5RK1 b - -,h5g5 d4d5 c6d5 c4d5 e6e5 h3g3 g5f4 g3f3 f4g5 f3f5,435
r1b1k2r/1p3pp1/p4b1p/4pn2/P3Q3/1N2P1P1/1P2BPP1/R2R2K1 b kq -,e8h8 g3g4 f5e7 d1d6 f6g5 e2d3 f7f5 e4e5 e7c6 d6c6,592
r4qk1/p2Rb1pp/1pN5/2n2r2/8/2p3P1/PP2QP1P/R1B3K1 b - -,e7f6 c6e7 f6e7 d7e7 f5f2 e2f2 f8e7 b2c3 c5e4 f2e3,-101
r4rk1/pb1nqp1p/1p1ppNp1/2p5/2PP4/P2BP3/1PQN1PPP/R4RK1 b - -,,0
4R3/8/8/8/8/1k3K2/8/8 b - -,e7f6 d2e4 b7e4 d3e4 a8c8 c2a4 c8c7 a1d1 c5d4 d1d4,Mate
r1bq1rk1/pp2npbp/2np2p1/2p1p3/2P5/1PNPP1P1/PB1Q1PBP/R3K1NR b KQ -,c8g4 h2h3 g4e6 c3d5 d8d7 g1e2 a8e8 e2c3 f7f5 h3h4,13
rnbqkb1r/4p1pp/3p4/1NpP1p2/1p2nB2/5P2/PP2Q1PP/R3KBNR b KQkq -,e7e5 d5e6 e4f6 a1d1 a8a6 e6e7 d8e7 b5d6 a6d6 f4d6,230
8/p2R1pp1/4k3/6Np/8/2P2b1q/PP3Pp1/6K1 b - -,e6d7 g5h3 d7d6 h3f4 d6e5 f4d3 e5e4 d3c5 e4d5 c5b3,-186
r2qk2r/4ppb1/p2p2p1/1p1P2Bp/n6P/1P3P2/P1PQ2P1/2KR1B1R b kq -,a4c3 d1e1 c3a2 c1b1 a2c3 b1c1 e8h8 g2g4 d8a5 d2h2,-753
2r2rk1/1bq2ppp/p1n1pn2/1pPp4/1P6/P3P1P1/3BNPBP/R2Q1RK1 b - -,c8d8 e2d4 f6e4 a3a4 b5a4 a1a4 e6e5 d4f5 c6a7 g2e4,72
r1bq1rk1/1p3pbp/p2pp1p1/4n3/4PP2/P1N1B1Q1/BPP3PP/R4RK1 b - -,a8b8 f4e5 g7e5 g3f2 b7b5 e3d4 e5d4 f2d4 a6a5 b2b4,345
1n4k1/5p2/p3p1p1/4P2p/1P1q1P1P/2N2Q2/6PK/8 b - -,d4b4 c3e4 b8d7 h2h3 d7b6 e4f6 g8g7 f3c6 b4b3 h3h2,-72
2r2rk1/ppn2qpp/2p5/4Bp2/1P2pN1P/P5PB/1Q1PPP2/2Kb2R1 b - -,f8e8 c1d1 c7b5 d1e1 c6c5 e1f1 b5a3 b2a3 e8e5 f1g2,241
2r4k/5rpp/b7/8/1P3n1B/8/1P2PPP1/R4KR1 b - -,a6e2 f1e1 c8e8 a1a5 e2d3 e1d2 f7d7 g1h1 d3g6 d2c3,-603
rnbq4/ppp1N1k1/3prN1p/4P3/6Q1/8/PPP3PP/2KR3n b - -,h7h6 g1h1 a6b5 h4g5 f4e2 h1h4 c8c2 g5e3 h8h7 h4g4,Mate
8/P7/5p2/5P2/4P3/2BP3k/2P1K3/8 b - -,h7h6 g1h1 a6b5 h4g5 f4e2 h1h4 c8c2 g5e3 h8h7 h4g4,Mate
r4rk1/pb2qp1p/1p1ppnp1/2p5/2PPN3/P2BP3/1PQ2PPP/R4RK1 b - -,c5d4 e3d4 b7e4 d3e4 a8c8 e4d3 d6d5 c2e2 f8d8 f1d1,-63
6R1/6p1/5p2/p4Pk1/r7/6K1/P5P1/8 b - -,a4g4 g3f3 g5f5 a2a3 g4f4 f3g3 g7g5 g8c8 f4a4 c8c3,-324
rnbqk1nr/ppp4p/3b2p1/4Pp2/8/6N1/PPP2PPP/R1BQKBNR b KQkq -,d6e5 d1d8 e8d8 c1g5 e5f6 e1a1 d8e7 h2h4 h7h6 g5d2,167
1R3n1k/5Ppp/8/8/1pr5/4BR2/r1P4P/2K5 b - -,c4c2 c1d1 h7h6 b8f8 h8h7 f8h8 h7h8 f7f8q h8h7 f3g3,Mate
r4rk1/pb2qp1p/1p1ppnp1/8/2PPN3/P2B4/1PQ2PPP/R4RK1 b - -,b7e4 d3e4 a8c8 e4d3 d6d5 c2e2 f8d8 f1d1 d8d6 d1d2,-77
r1bqk2r/ppp2pp1/2n2n1p/1B1p4/1b1P1B2/2N2N2/PPP2PPP/R2QK2R b KQkq -,e8h8 e1h1 b4c3 b2c3 f6e4 b5c6 b7c6 f1e1 f8e8 e1e3,-12
r2q1rk1/pp2npbp/2npb1p1/2pNp3/2P5/1P1PP1P1/PB1Q1PBP/R3K1NR b KQ -,b7b5 g1e2 a8b8 e1h1 a7a5 a1c1 h7h5 d5c3 b5b4 c3e4,19
Q7/8/5p2/5P2/4P3/2BP2k1/2P1K3/8 b - -,b7b5 g1e2 a8b8 e1h1 a7a5 a1c1 h7h5 d5c3 b5b4 c3e4,Mate
2r4k/5p1P/4p3/3nP1R1/pn4Q1/6P1/2q3BK/8 b - -,c2g2 h2g2 d5e3 g2h2 e3g4 g5g4 c8b8 g4f4 a4a3 f4f7,-831
3b4/8/3NK3/6p1/Pk2P1P1/8/5P2/8 b - -,b4a4 e4e5 a4b4 e6f5 d8e7 d6c8 e7c5 e5e6 c5f8 e6e7,1130
r1bqk1nr/3p1pbp/p1p1p1p1/2p5/4PP2/1PN2N2/P1PP2PP/R1BQ1RK1 b kq -,d8a5 d1e1 g8e7 e4e5 e7f5 c3a4 c5c4 g2g4 f5e7 d2d4,175
rn1qkb1r/pp3pp1/4pB1p/2pp1b2/3P4/4PN2/PPPN1PPP/R2QKB1R b KQkq -,,0
rnbqkb1r/ppp3p1/4pn1p/3pNp2/3P1B2/3BP3/PPP2PPP/RN1QK2R b KQkq -,b8c6 e5g6 h8g8 c2c4 f8b4 b1c3 e8f7 g6e5 c6e5 f4e5,102
1rr3k1/5pp1/3qpnp1/1p1p4/3P3P/1QPN2P1/RP3PK1/7R b - -,d6d8 a2a7 f6e4 d3e5 c8c7 h1a1 b5b4 a7c7 d8c7 c3b4,79
r2qk2r/pp1n1ppp/4p3/2ppP3/3P4/4P3/PP1N1PPP/R2QK2R b KQkq -,c5d4 e3d4 d8b6 d1a4 b6b2 a1b1 b7b5 b1b2 b5a4 e1e2,-54
r1b1k2r/ppp3pp/2nb2q1/1B1pp1B1/8/3P1N2/PPP2PPP/R2QR1K1 b kq -,e8h8 b5c6 b7c6 g5h4 c8g4 h4g3 g4f3 g2f3 h7h5 g1h1,-182
rn1qk1nr/pbpp2pp/1p2p3/3P1p2/1bP1P3/3B4/PP1N1PPP/R1BQK1NR b KQkq -,f5e4 d3e4 g8f6 e4f3 e6d5 c4d5 b7d5 f3d5 d8e7 g1e2,-73
2r2rk1/1bq2ppp/p3pn2/1pPpn3/1P6/P1B1P1P1/4NPBP/R2Q1RK1 b - -,h7h5 c3e5 c7e5 e2d4 e5c7 a3a4 e6e5 d4f5 b7c6 f5d6,127
7Q/8/5p2/5P2/4P3/2BP3k/2P1K3/8 b - -,h7h5 c3e5 c7e5 e2d4 e5c7 a3a4 e6e5 d4f5 b7c6 f5d6,Mate
2r2rk1/ppn2qpp/2p5/4Bp2/1P2pNPP/Pb5B/1Q1PPP2/2K3R1 b - -,c6c5 g4f5 c7e8 b4b5 c8d8 h4h5 f7c4 c1b1 f8f7 f5f6,195
r2r2k1/pB3ppp/5b2/8/8/1P2B3/RP3PPP/5K2 b - -,a8b8 b7c6 f6d4 e3d4 d8d4 a2a7 g7g6 g2g3 b8b3 f1g2,-185
Q7/6qk/5p2/1p6/2p5/2P1B2P/1P3PP1/6K1 b - -,g7f7 a8e4 h7g7 e3d4 f7g6 e4e7 g6f7 e7d6 f7g6 d6d7,992
rnb2rk1/pp1qb1pp/5n2/4N3/2Bp4/2NPB3/PPP2PPP/R2Q1RK1 b - -,f8f7 c4f7 g8f8 e5d7 b8d7 e3d4 f8f7 d4e3 f7g8 d1e2,1200
3b4/8/3N4/5Kp1/k3P1P1/8/5P2/8 b - -,d8b6 e4e5 b6a5 f5g5 a5b4 g5f5 a4a3 d6e4 a3a2 e5e6,1449
rnb1kb1r/ppp1q1pp/3p1n2/5p2/4PB2/3P1N2/PPP2PPP/RN1QKB1R b KQkq -,f5e4 d3e4 e7e4 f4e3 f6d5 d1d2 d5e3 f2e3 c7c6 b1c3,26
r1bqk2r/1p3pp1/p1n2b1p/4p3/P1N1Q1P1/1N2P3/1P2BPP1/R2R2K1 b kq -,d8c7 c4d6 e8f8 e2c4 c6d8 a1c1 c7c6 e4d3 f6e7 d6c8,429
3r2k1/1q3ppp/p4n2/3b4/1P6/P2Q1P1B/6PP/R1B4K b - -,b7a8 d3f1 d5c4 f1e1 h7h6 c1e3 f6d5 e3c5 d5f4 e1c1,115
rnbqkbnr/pp2pppp/8/2pp4/1P2P3/7P/P1PP1PP1/RNBQKBNR b KQkq -,d5e4 b4c5 g8f6 g1e2 b8a6 e2g3 a6c5 f1b5 c8d7 b5d7,-97
rnbqkb1r/ppp1pppp/3p1n2/8/2PP4/5N2/PP3PPP/RNBQKB1R b KQkq -,g7g6 b1c3 f8g7 f1e2 e7e6 c1f4 b7b6 d1d2 c8b7 e1h1,-76
r2qr1k1/pbpnbppp/1p1p1n2/6B1/3P4/2P2N2/PPBN1PPP/R2QR1K1 b - -,a7a5 d2f1 h7h6 g5h4 f6h5 h4e7 e8e7 f1e3 g7g6 d4d5,28
r2qkbnr/pp2pppp/2n5/3p1b2/3P3P/2N2N2/PPP2PP1/R1BQKB1R b KQkq -,e7e6 f3e5 h7h5 e5c6 b7c6 f1d3 g8e7 g2g3 f5d3 d1d3,-71
r2q1rk1/pp2bppp/2p1b2B/3pP3/P1P5/6Q1/1P3PPP/RN1R2K1 b - -,e6g4 g3g4 g7g6 c4d5 c6d5 b1c3 d5d4 d1d4 d8c7 e5e6,561
rnbqkb1r/4p1pp/3N1n2/2pP1p2/1p3B2/5P2/PP2Q1PP/R3KBNR b KQkq -,d8d6 f4d6 b4b3 d6b8 a8b8 a2b3 f5f4 g1h3 g7g5 h3g5,Mate
8/6Q1/5p2/5P2/4P1k1/2BP4/2P1K3/8 b - -,d8d6 f4d6 b4b3 d6b8 a8b8 a2b3 f5f4 g1h3 g7g5 h3g5,Mate
2k5/5KQ1/4r3/8/8/8/8/8 b - -,e6d6 g7g4 c8d8 g4a4 d6c6 a4d4 d8c8 f7e7 c8b7 d4e4,1249
r7/4bk2/2p1pp2/Bb1p2pp/1P1P4/r3P2P/3N1PP1/2RR2K1 b - -,a3a4 c1b1 b5d3 b1c1 d3e2 d1e1 e2b5 g2g4 h5h4 g1g2,-155
rnbqkb1r/pp3p1p/4pp2/2pP4/2P5/2P5/P4PPP/R1BQKBNR b KQkq -,f8d6 g1f3 d8e7 c1e3 b8d7 g2g3 e6d5 c4d5 f6f5 f1e2,72
5rk1/ppqnn1p1/4Q3/4P3/8/1Pr2N2/P4PPP/3RR1K1 b - -,g8h7 d1d7 c7c5 e6e7 c5e7 d7e7 f8c8 h2h4 c3c7 e7c7,700
r1bqk2r/pp2bppp/2n2n2/2pp2B1/8/1BNP4/PPP1NPPP/R2Q1RK1 b kq -,f6h5 g5c1 h5f6 f1e1 e8h8 e2f4 d5d4 c3e4 a7a5 e4f6,9
rnbq1rk1/pp1nppbp/3p2p1/2pP4/2P1P1P1/2N1BP2/PP5P/R2QKBNR b KQ -,b7b5 c4b5 a7a6 a2a4 a6b5 f1b5 d7e5 d1e2 c8d7 a1b1,-24
8/2k3p1/1n1bBp1p/NK1Pp3/4P3/5P1P/6P1/8 b - -,d6e7 e6f5 g7g5 a5b3 b6a8 b3c5 c7d6 f5g6 e7f8 c5b3,191
B2r2k1/p4ppp/5b2/8/8/1P2B3/RP3PPP/5bK1 b - -,f1e2 f2f3 d8a8 a2a7 a8a7 e3a7 f6b2 a7c5 e2b5 g1h1,-404
1n4k1/5p2/p3p1p1/4P2p/1q2NP1P/5Q2/6PK/8 b - -,b8d7 h2h3 a6a5 e4d6 b4d4 f3b7 d7e5 b7b8 g8h7 f4e5,-81
rnbqk2r/ppp1ppbp/3p1np1/3PN3/2P5/8/PP3PPP/RNBQKB1R b KQkq -,d6e5 b1c3 c7c6 f1e2 e8h8 h2h4 c6d5 c4d5 h7h5 c1g5,-454
2k5/5K2/3r4/8/6Q1/8/8/8 b - -,c8c7 f7e7 d6a6 g4d7 c7b8 e7d8 a6f6 d7c7 b8a8 c7a5,20000
rnbqkb1r/pp3p1p/4p3/2pP1p2/2P5/2PB4/P4PPP/R1BQK1NR b KQkq -,h8g8 g1e2 b8d7 e2g3 d7e5 e1h1 c8d7 f1e1 e5d3 d1d3,102
3b4/5N2/8/5Kp1/1k2P1P1/8/5P2/8 b - -,d8e7 e4e5 b4b5 f7g5 b5c6 g5e4 c6d7 e4f6 d7c6 e5e6,1533
r1bqkbnr/3n2pp/1p2p3/pPppP3/8/P1P2N2/5PPP/RNBQKB1R b KQkq -,c5c4 c1f4 g8e7 f3d4 d7c5 f1e2 e7g6 f4g3 d8g5 b1d2,-64
rnb1r1k1/4bppp/p7/1pp1P3/6n1/N1N2B2/PPP3PP/R1BR2K1 b - -,c5c4 f3a8 e7c5 g1f1 g4h2 f1e1 c8f5 c1f4 h2g4 a8e4,283
rn1qkb1r/pp3ppp/2p1p3/3n1b2/3P4/1QN3P1/PP2PPBP/R1B1K1NR b KQkq -,d5b4 e2e4 f5g6 c1e3 c6c5 g1e2 b4d3 e1f1 d8b6 h2h4,112
rnbq1rk1/ppp1ppbp/3p1np1/3PN3/2P5/3B4/PP3PPP/RNBQK2R b KQ -,d6e5 b1c3 c7c6 d3e2 c6d5 c4d5 b8a6 e1h1 a6c7 d1b3,-495
rnb2r1k/pp1Nb1pp/5n2/8/2Bp4/2NPB3/PPP2PPP/R2Q1RK1 b - -,f6d7 e3d4 b8c6 d4e3 d7b6 e3b6 a7b6 c3d5 e7d8 d3d4,1065
8/3bkpp1/p7/1p1p4/1P1N1PP1/2P3K1/P7/8 b - -,e7f6 g3f3 d7c8 f4f5 f6e5 f3e3 g7g6 d4f3 e5f6 e3f4,113
rnbqk2r/ppp3p1/3bpnNp/3p1p2/3P1B2/3BP3/PPP2PPP/RN1QK2R b KQkq -,h8h7 h2h4 b8c6 c2c3 c8d7 b1d2 d6f4 e3f4 f6e4 h4h5,114
r1b1k2r/1pqnbppp/p2ppn2/6B1/3NPP2/2N5/PPPQB1PP/2KR3R b kq -,b7b5 e2f3 c8b7 h1e1 h7h6 g5h4 b5b4 c3d5 f6d5 e4d5,-14
2rqnr2/pp2ppkp/6p1/n2P4/2P5/N4BPP/PQ3P2/R2R2K1 b - -,e7e5 d5e6 d8f6 b2f6 e8f6 a1b1 b7b6 a3b5 c8c5 b5a7,98
r3k2r/pppn1pp1/3qpn1p/3p3P/3P4/2NQPP2/PPP3P1/2KR2NR b kq -,c7c5 g1e2 d6c7 g2g4 a7a6 e3e4 d5e4 c3e4 c5d4 d3d4,-6
6k1/ppqnnrp1/4Q3/4P1N1/8/1Pr5/P4PPP/3RR1K1 b - -,e8a8 g1e2 c7c5 d4c5 d7c5 d3d4 a7a6 d4f4 d6e7 c1b1,Mate
1rbr1bk1/4qp1p/p1npp1p1/5P2/Np2P1P1/P2RB3/BPPQ3P/3R2K1 b - -,c6e5 e3g5 f7f6 g5h4 e5d3 d2d3 c8d7 a2b3 g6g5 h4f2,-164
8/p7/1pp1kbp1/4p2p/2P1K1P1/1P1N3P/P4P2/8 b - -,f6h4 d3e5 h5g4 h3g4 h4f2 e5g6 f2e1 g6f4 e6e7 e4f5,285
rn3r1k/pp1bb1pp/5n2/8/2BB4/2NP4/PPP2PPP/R2Q1RK1 b - -,f6g4 c3e4 b8c6 d4c3 g4f6 e4g5 h7h6 g5e6 d7e6 c4e6,1076
2r2rk1/1bqn2pp/p3pp2/1pPp4/1PnQ1P2/P1B1P1P1/4N1BP/R2R2K1 b - -,g8h8 d4d3 e6e5 g2d5 d7c5 b4c5 f8d8 c5c6 b7c6 d5c4,31
r2qk1nr/pbp2ppp/1pn1p3/2Bp4/2B1P3/2NP1N2/PPP2PPP/R2QK2R b KQkq -,d5d4 c3a4 b6c5 a4c5 a8b8 c2c3 g8e7 c5b3 d4c3 b2c3,231
