rn1qk1nr/pbppppbp/1p4p1/4P3/2P2P2/2NP1N2/PP4PP/R1BQKB1R b KQkq -,c7c5 g2g4 d7d6 f1g2 b8c6 e1h1 d8d7 d1a4 d7g4 d3d4
3r4/pp2r1k1/2q2n2/3p1Q1p/3PP1p1/1PN3P1/P5BP/2R3K1 b - -,
r1b2rk1/p4ppp/1p1p1qn1/2pP4/P3P3/2R5/1P1NBPPP/3QR1K1 b - -,c8d7 g2g3 a8e8 d1c2 f6d4 c3c4 d4f6 f2f4 a7a6 d2f3
6k1/5p1p/4p1p1/Bp1pP3/1P4P1/4b3/6P1/2R4K b - -,e3c1 a5d8 c1b2 g4g5 b2e5 d8e7 f7f5 g5f6 g8f7 e7d8
k7/8/8/2r5/8/3K4/4r3/8 b - -,g8g7 c1c6 e3d4 a5d8 d4e5 c6c5 g6g5 d8g5 e5d4 c5b5
1Q6/4p3/2Q1k1p1/3p4/8/1P6/1KP5/3r3q b - -,g8g7 c1c6 e3d4 a5d8 d4e5 c6c5 g6g5 d8g5 e5d4 c5b5
8/5n1K/5k2/1P6/5p1p/5P2/8/8 b - -,g8g7 c1c6 e3d4 a5d8 d4e5 c6c5 g6g5 d8g5 e5d4 c5b5
r1br2k1/pp2ppbp/2B3p1/2p1n3/8/2N2N2/PPP2PPP/R1B1R1K1 b - -,e5c6 h2h3 c8f5 e1e2 h7h6 g2g4 f5e6 c1f4 c6d4 f3d4
r4rk1/2q3pp/2pb4/p2bNp2/1p3P2/6Q1/PPP2BPP/1K1R3R b - -,a5a4 h1e1 f8e8 b1c1 h7h6 d1d2 d5a2 f2b6 c7e7 d2e2
3r4/pp2r1k1/2q5/3p1Q1p/3PB1p1/1PN3P1/P6P/2R3K1 b - -,c6h6 c1f1 d5e4 c3d5 e7e8 f5f7 g7h8 d5e7 e8e7 f7e7
rnb2rk1/pp4bp/1qpp4/4np2/2PN1P2/2N4P/PP2B1P1/R1BQ1R1K b - -,e5g6 c1e3 b6c7 d1d2 b8a6 f1f3 a6c5 f3g3 c7e7 a1d1
6k1/p1N2pp1/P4nr1/7p/1N5P/5P1b/R5P1/2R1K3 b - -,h3g2 b4c6 g6g3 e1f2 g3f3 f2g2 f3b3 c6e7 g8h7 c7d5
6k1/3R1P2/8/7p/7r/8/6K1/8 b - -,
3r4/pkp4p/2pr1b2/8/2PPp1p1/4B1P1/PP1R3P/3R2K1 b - -,a7a5 g1f1 h7h5 b2b3 h5h4 g3h4 f6h4 d2g2 d6g6 f1e2
6k1/5p1p/4p1p1/Bp1pP3/1P4P1/8/6P1/2b3K1 b - -,c1d2 g1f1 g8f8 f1e2 d2c3 a5c7 c3b4 c7d6 b4d6 e5d6
r2q1rk1/1ppbn1pp/5p2/1P1Pp3/1PpnP3/2Q3N1/1B3PPP/R3KB1R b KQ -,d4b5 c3c1 c4c3 b2c3 e7g6 f1e2 a8a1 c1a1 g6f4 e1h1
r1br2k1/4qp1p/p1n1pbpB/2p1p3/Pp2P3/1P1PN2Q/2P2PPP/R3RBK1 b - -,f6g7 h6g7 g8g7 h3g3 h7h5 h2h4 g7h7 f1e2 f7f6 a1c1
8/p3kp2/6p1/3pP2p/2pP1P2/4K1P1/P6P/8 b - -,
k7/8/8/2r5/8/4K3/6r1/8 b - -,e7e6 h2h3 h5h4 g3g4 f7f6 e3d2 f6e5 f4e5 g6g5 d2c2
8/3n2p1/3P2kp/3R4/5BP1/5P1P/5K2/7r b - -,g6f6 h3h4 h1a1 h4h5 a1a8 f2g3 a8a1 d5d4 a1a5 f4d2
r2q2k1/pb1np1bp/1p1pNrp1/1Q1Pp3/2B5/4B3/PP3PPP/R4RK1 b - -,d8c8 f1c1 d7c5 e6c5 b6c5 b2b4 c5b4 c4b3 c8b8 b5a5
6k1/5p1p/4p1p1/Bp1pP3/1P4P1/8/1b3KP1/8 b - -,b2d4 f2e1 d4e5 e1e2 g8f8 a5b6 f8e8 g4g5 e8e7 b6c5
1k6/1p6/p3qNK1/8/P2R4/3p4/8/8 b - -,e6e3 d4e4 e3g1 e4g4 g1b1 g6f7 d3d2 g4g2 b1b3 f7f8
8/2k5/2p1P3/2p1K3/1pP5/1P6/8/8 b - -,e6e3 d4e4 e3g1 e4g4 g1b1 g6f7 d3d2 g4g2 b1b3 f7f8
6r1/4pk2/Rp6/2pPnB2/2P3P1/2P5/4K3/8 b - -,g8h8 a6b6 h8h2 e2f1 h2h1 f1f2 h1c1 b6b3 e5c4 b3b5
1QQ5/4p3/6p1/3p1k2/8/1P6/1KP5/3r3q b - -,g8h8 a6b6 h8h2 e2f1 h2h1 f1f2 h1c1 b6b3 e5c4 b3b5
rnb1kbnr/ppq2ppp/8/4p3/4P3/1NN5/PP1Q1PPP/R1B1KB1R b KQkq -,g8f6 c3b5 c7c6 f2f3 c8e6 d2c3 c6c3 b5c3 f8b4 c1e3
8/8/6Q1/p1b1pPkp/P1B4q/1P6/5PK1/8 b - -,
k7/8/8/2r5/4K3/6r1/8/8 b - -,g5f4 g6h6 h4g5 h6g5 f4g5 c4d3 h5h4 g2f3 g5f6 d3c2
3r4/pp2r1k1/7q/3N1Q1p/3Pp1p1/1P4P1/P6P/5RK1 b - -,e7e8 f5f7 g7h8 d5e7 e8e7 f7e7 h6e3 g1h1 e3d4 e7g5
2kr1b1r/ppp1pppp/2nq1n2/3P4/2B5/2N2Q1P/PPP2PP1/R1B1K2R b KQ -,c6d4 f3d3 d6e5 e1f1 c7c5 h3h4 a7a6 h1h3 b7b5 c4b3
8/5pkp/4p1p1/Bp1pb1P1/1P6/4K3/6P1/8 b - -,g7f8 a5b6 f8e7 e3f3 e7e8 f3g4 e8d7 b6c5 e5c7 c5e3
8/3n2p1/3P2kp/3R4/5BP1/5P1r/6K1/8 b - -,h3h1 g2h1 g6f7 d5d1 d7b6 d1e1 g7g6 e1e7 f7f8 f4h6
1r2nrk1/1p1nqpbp/p2p2p1/2pP2B1/P3P3/2NB2QP/1P3PP1/1R3RK1 b - -,g7f6 g5h6 f6g7 h6g7 e8g7 f2f4 b8e8 b1e1 e7d8 e1e2
8/8/1n2k2p/pp2ppp1/8/P1r2P1P/2NN1BP1/1K6 b - -,c3d3 b1c1 b6d5 d2b1 a5a4 f2a7 h6h5 c2e1 d3b3 c1c2
r1b1r1k1/pp2bppp/2p5/q3p3/2B4P/P1P1B3/1PPQ1PP1/2KR3R b - -,c8g4 f2f3 a8d8 d2f2 g4c8 d1d8 e8d8 e3g5 a5b6 f2e2
r4rk1/2q3pp/2pb4/3bNp2/pp3P2/6Q1/PPP2BPP/1K1RR3 b - -,f8e8 h2h4 b4b3 c2b3 a4b3 a2a3 d6e5 f4e5 c7f7 b1a1
r3kb1r/1pq2pp1/p3p2p/3b4/P2QB1P1/4BP2/1PP4P/2KR3R b kq -,a8c8 c1b1 d5e4 d4e4 f8e7 e3d4 e7f6 h2h4 e8h8 d4e3
k7/8/8/8/5K2/6r1/8/2r5 b - -,a8c8 c1b1 d5e4 d4e4 f8e7 e3d4 e7f6 h2h4 e8h8 d4e3
rnb1kb1r/ppq2ppp/5n2/4p1Q1/4P3/1NN5/PP3PPP/R1B1KB1R b KQkq -,c8e6 f1b5 b8c6 c1e3 f8e7 b3c5 e8h8 c5e6 f7e6 e1h1
rnb1k2r/pp3ppp/4p3/q2p4/N1P1n3/6P1/PP1BP2P/R2QKBNR b kq -,a5d2 d1d2 e4d2 e1d2 c8d7 a4c5 d5c4 c5d7 b8d7 f1g2
rn1q1rk1/2p1bppp/p1b1pn2/1p6/P2P4/1QN2NP1/1P2PPBP/R1B2RK1 b - -,b5b4 c3b1 c6d5 b3d3 c7c5 b1d2 b8d7 e2e4 d5b7 d3e2
5Q2/8/4p1p1/3p4/5Qk1/1P6/1KP5/3r3q b - -,b5a4 c3a4 c6d5 b3d3 d5e4 d3e3 b8d7 b2b3 a8b8 c1a3
r1bq1rk1/2p2ppp/p1np1n2/1p1B2B1/1b2P3/2NP4/PPP1N1PP/R2Q1RK1 b - -,f6d5 g5d8 d5e3 d1c1 b4c5 b2b4 c5a7 d8c7 e3f1 g1f1
8/3n2p1/3P2kp/3R4/6Pr/5PB1/6K1/8 b - -,g6f7 g3h4 g7g5 h4g3 d7b6 d5f5 f7e6 f5e5 e6d6 e5g5
k7/8/8/8/8/4K3/8/2r3r1 b - -,g6f7 g3h4 g7g5 h4g3 d7b6 d5f5 f7e6 f5e5 e6d6 e5g5
r1bqr1k1/pp3p1p/1b4p1/3N3R/8/1P2P1P1/PB3QBP/2R3K1 b - -,c8f5 h5f5 g6f5 f2f5 b6e3 d5e3 e8e6 c1f1 d8f8 e3d5
5Q2/pp2r1k1/7q/3r3p/3Pp1p1/1P4P1/P6P/5RK1 b - -,c8f5 h5f5 g6f5 f2f5 b6e3 d5e3 e8e6 c1f1 d8f8 e3d5
rn1q1rk1/2p1bppp/p1b1pn2/8/Pp1P4/1Q3NP1/1P2PPBP/RNB2RK1 b - -,c6d5 b3d3 c7c5 d4c5 f6e4 c1e3 b8d7 b1d2 e4c5 e3c5
rnb2rk1/pp4bp/1qpp4/5p2/2BN1P2/2N4P/PP4P1/R1BQ1R1K b - -,c8e6 c4e6 g8h8 d4f5 g7c3 b2c3 f8f6 d1d6 b8a6 d6e7
2r2rk1/p4p1p/3N4/3bP1p1/Q4BPq/3p3P/PP3b1K/2R2R2 b - -,f2g1 h2g1 c8c1 f1c1 h4h3 c1c2 d3c2 a4c2 h3h1 g1f2
