r2qrb1k/pp1n3p/2p3QB/8/2BP2p1/2P5/PP2NP2/2K4R b - -,f8h6 g6h6 e8e7 e2f4 d7f8 h1h5 e7g7 h5f5 b7b5 c4b3,Mate
r1bqk2r/1p1pbppp/p3p1n1/2p5/2P1PP2/2N3B1/PPP1Q1PP/2KR2NR b kq -,g6f8 f4f5 b7b5 c4b5 a6b5 c3b5 c8a6 a2a3 d8b6 b5c7,203
r1bq3r/ppppk2p/1bn2p2/3Q2B1/8/2p2N2/P4PPP/RN2R1K1 b - -,g6f8 f4f5 b7b5 c4b5 a6b5 c3b5 c8a6 a2a3 d8b6 b5c7,Mate
6k1/8/6p1/8/6Pp/2r1RK1P/5P2/8 b - -,c3c5 f3f4 g8g7 f4e4 c5c4 e4e5 c4c5 e5d4 c5c1 f2f4,10
r1bq1rk1/pp2b2p/4pNp1/2p2n2/4N3/2P4Q/PPB2PPP/R1B2RK1 b - -,e7f6 g2g4 f5g7 c1h6 b7b6 a1d1 d8c7 h3g3 f6d8 g3c7,227
r2qnrk1/pp1nppbp/3p2p1/2pP4/4PPP1/2N2B2/PPP4P/R1BQR1K1 b - -,a7a6 h2h4 b7b5 g4g5 e8c7 c3e2 d7b6 c2c3 a6a5 h4h5,80
r1b1kb1Q/pppp3p/8/4N1p1/4p2q/2PP4/PP3PPP/RNB1KB1R b KQ -,e4e3 c1e3 h4h6 e5f3 h6g7 h8g7 f8g7 f3g5 b7b5 a2a3,1043
r1bq1rk1/3np1bp/p3p1p1/1pp3N1/6n1/2P5/PPB2PPP/RNBQR1K1 b - -,g4f2 d1d2 d8b6 g5e6 f2g4 e6f8 c5c4 g1h1 d7e5 e1f1,-23
8/1P6/1r6/8/P5p1/7p/3pkP1K/1R6 b - -,g4f2 d1d2 d8b6 g5e6 f2g4 e6f8 c5c4 g1h1 d7e5 e1f1,Mate
4r1k1/Rb2rp1p/3q4/1ppP1p1Q/2p4P/6P1/1P3PB1/3R2K1 b - -,f5f4 h5g4 g8f8 g4f4 d6f4 g3f4 b7c8 a7e7 f8e7 d5d6,-22
r1b2b1r/ppppkNp1/2n2q2/3Bp3/8/2P5/PPP2PPP/R1BQK2R b KQ -,h8h4 c1g5 e7e8 g5f6 g7f6 g2g3 h4h7 h2h4 e8e7 h4h5,654
8/8/8/1p1QK3/pk1N1P2/8/8/8 b - -,h8h4 c1g5 e7e8 g5f6 g7f6 g2g3 h4h7 h2h4 e8e7 h4h5,Mate
2rq1rk1/1p2ppbp/p1bp1np1/3N2B1/2PNP3/1P6/P4PPP/R2QR1K1 b - -,b7b5 a1c1 c6d7 g5f6 g7f6 c4b5 c8c1 d5f6 e7f6 d1c1,41
2r2rk1/pp4pp/3qp3/1b1pN2n/3P4/8/PP2NPPP/R2QR1K1 b - -,d6b6 e2c3 b5e8 d1d2 h5f4 c3e2 f4g6 a1c1 c8c1 e2c1,116
r1bq1rk1/1p1pbppp/p3p1n1/2p2P2/2P1P3/2N3B1/PPP1Q1PP/2KR2NR b - -,b7b5 f5g6 h7g6 g1f3 c8b7 g3d6 b5b4 d6e7 d8e7 c3b1,329
r4nk1/p7/1p2PQ2/3p4/2pP4/2P5/PP5P/6K1 b - -,f8e6 f6e6 g8g7 e6d7 g7h8 d7d5 a8g8 g1h1 b6b5 d5e5,875
r5k1/3Rbppp/2r5/p3p3/1p2P1P1/1P2BP1P/1P2bN2/1K5R b - -,e7h4 h1c1 c6c1 b1c1 f7f6 f2d3 e2f3 d3c5 f3g2 d7d2,-296
rn1q1rk1/p4ppp/bp1bpn2/3p2B1/3P4/2N2NP1/PP2PPBP/R2QR1K1 b - -,d6e7 g5f6 e7f6 e2e4 d5e4 c3e4 a6b7 f3e5 f6e5 d4e5,42
r2qk1nr/ppp1ppb1/3p3p/3P3P/3nP1b1/2N1BN2/PPP3P1/R2QKB1R b KQkq -,d4c6 d5c6 b7c6 h1h4 d8c8 d1d2 g7f6 h4h1 c8b7 c3d1,393
4r1k1/p4ppp/5b2/2Q5/3p4/N1Pq4/PP2rPPP/R4RK1 b - -,d4c3 b2c3 f6c3 a1b1 c3b2 c5a7 d3a3 a7a3 b2a3 g2g3,-413
r3nrk1/3b1pbp/p1pRp3/q7/4P3/P1N1BQ2/1PP4P/2K2BR1 b - -,a8d8 e3h6 f7f6 f1c4 f8f7 c4e6 d7e6 d6e6 a5c7 f3g4,332
r1b2k2/pp1p2pp/3P2p1/B3P3/4QP1q/8/P4P1P/bN3R1K b - -,a8b8 a5c7 b8a8 b1d2 a1b2 e5e6 d7e6 e4b4 f8g8 b4b2,329
1q3k1r/pb3n1Q/1p4R1/2p3N1/2Pp1r1P/1P1P4/P4PB1/4R1K1 b - -,a8b8 a5c7 b8a8 b1d2 a1b2 e5e6 d7e6 e4b4 f8g8 b4b2,Mate
8/pr3k1p/2R1p1p1/8/7r/5P2/6KP/4R3 b - -,b7b2 g2g3 h4h2 e1e6 b2g2 g3f4 h2h4 f4e3 h4b4 e6d6,-217
8/1R4p1/p2P1kpp/2pr4/8/1P5P/P1P2PP1/6K1 b - -,c5c4 b7b6 d5a5 a2a4 g6g5 g1f1 f6e6 b6c6 c4b3 c2b3,359
5bk1/Q4ppp/1p6/4B3/1P6/Pq1rP1P1/2r2P1P/R4RK1 b - -,b3e6 e5d4 d3d2 a7b8 h7h5 h2h4 e6f5 e3e4 f5e4 d4b6,220
6r1/2P2pkp/3N2p1/3pp3/6P1/1p1P3P/1P3P2/6K1 b - -,h7h5 g4h5 g6h5 c7c8q g8c8 d6c8 g7f6 c8b6 f6e6 g1f1,445
1k1r1r2/1ppbq3/p1np2nb/1P3p1p/P1NPP1pP/2P3B1/2B1N1P1/R2QK2R b KQ -,f5f4 b5c6 f4g3 d1d3 e7f7 d3g3 f7c4 c6d7 d8d7 c2d3,-271
6k1/p3pp1p/5bp1/1NP5/4Q3/6P1/4PPKP/3q4 b - -,d1d7 c5c6 d7c8 e4c4 a7a6 b5a7 c8c7 c4a6 f6e5 a7b5,299
r1bq3r/ppppbkpp/2nn4/3N4/3p4/5N2/PPP2PPP/R1BQR1K1 b - -,e7f6 d1d3 d6e8 h2h4 h7h6 d3b3 f7f8 h4h5 d7d6 c1d2,-108
r1b2rk1/ppq4p/4pbp1/5n2/4N3/2P4Q/PPB2PPP/R1B2RK1 b - -,f6e7 e4g5 e7f6 f1d1 b7b6 g2g4 c7e7 g4f5 f6g5 f5g6,228
8/6k1/8/8/6K1/8/5P2/8 b - -,f6e7 e4g5 e7f6 f1d1 b7b6 g2g4 c7e7 g4f5 f6g5 f5g6,Mate
8/p1b5/4Bp2/1Pp5/K1Pk2P1/5P2/8/8 b - -,,0
rn1qkbnr/pp3ppp/4p3/2ppP3/2P2P2/5B2/PP1P2PP/RNBQK2R b KQkq -,g8e7 c4d5 e7d5 b1c3 f8e7 c3d5 e6d5 d2d3 e8h8 c1e3,88
r5k1/3R1ppp/2r5/p3p3/1p2P1Pb/1P2BP1P/1P2bN2/1KR5 b - -,c6c1 b1c1 f7f6 g4g5 f6g5 d7d5 h4g3 f2h1 g3e1 d5e5,-284
r1b1nrk1/pppp1ppp/2n1q3/bN1N4/4PB2/5BP1/PPP2P1P/R2Q1RK1 b - -,a8b8 b5c7 a5c7 d5c7 e8c7 f4c7 b8a8 e4e5 c6e5 f3g2,292
6k1/8/6p1/8/5KPp/4R2P/5P2/2r5 b - -,c1c5 e3e5 c5c3 f2f3 g8g7 g4g5 g7f7 f4g4 c3a3 e5e4,264
8/p2r2bk/8/2p2p1Q/2Nnp3/1P5P/q4PP1/4R2K b - -,g7h6 h5h4 a2b3 c4e3 b3e6 e1c1 e6d6 c1a1 d7g7 h4h5,-414
r1b2rkb/ppq4p/4p1p1/5n2/4N3/1BP4Q/PP3PPP/R1B2RK1 b - -,a7a5 e4g5 a8a6 f1e1 c7e7 a2a4 h8f6 g5e4 a6c6 e4f6,254
r1b1kb1r/pp3p1p/n1p2p2/3NQ3/8/8/PPPBBPPP/R3K2R b KQkq -,f6e5 d5f6 e8e7 d2g5 f8g7 f6h5 f7f6 g5h4 a6b4 e1h1,Mate
r1b2rk1/ppq2ppp/1bn1p1n1/3pP2Q/1P6/P2B1N2/1BP2PPP/RN3RK1 b - -,c8d7 b1d2 h7h6 g2g3 c6e7 a1c1 a8d8 f1e1 a7a6 c2c4,44
4r1k1/p4ppp/5b2/2Q5/3P4/3q4/PP2rPPP/RN3RK1 b - -,e2f2 b1d2 f2f1 a1f1 f6d4 c5d4 d3d4 g1h1 d4d2 h2h3,-992
8/1p2Rkp1/p2P2pp/2pr4/8/1P5P/P1P2PP1/6K1 b - -,f7g8 d6d7 g8h7 f2f4 d5d2 g1f1 a6a5 f1e1 d2d5 e1e2,485
r5k1/3R1ppp/8/p3p3/1p2P1Pb/1P2BP1P/1P2bN2/2K5 b - -,f7f6 d7a7 a8c8 c1d2 e2f3 d2d3 f3g2 a7a5 g2f1 d3d2,-296
2rq1rk1/4ppbp/p1bp1Bp1/1p1N4/2PNP3/1P6/P4PPP/R2QR1K1 b - -,f8e8 d4c6 c8c6 f6g7 g8g7 d5e3 b5c4 b3c4 d8a5 a1b1,482
r1b2rkb/1pq4p/4p1p1/p4nN1/8/1BP4Q/PP3PPP/R1B2RK1 b - -,a8a6 f1e1 c7e7 a2a4 h8f6 g5e4 a6c6 e4f6 e7f6 h3g4,249
rn1qk2r/pp3ppp/2pbpn2/3pN3/3P1B2/4P3/PPP1QPPP/RN3RK1 b kq -,d8c7 b1d2 b8d7 e5d7 c7d7 f4d6 d7d6 c2c4 e8h8 f1c1,15
6R1/8/2KB4/k7/8/8/8/7r b - -,h1c1 d6c5 a5a4 g8g3 c1a1 g3d3 a1a2 c6b6 a2a1 b6a6,Mate
r1b1nrk1/ppp2ppp/2npq3/bN1N4/4PB2/2P2BP1/PP3P1P/R2Q1RK1 b - -,e6d7 f1e1 c6e5 f4e5 d6e5 d1a4 a5b6 a1d1 d7e6 a4a3,117
5k2/1R4p1/p2P2pp/2pr4/8/1P5P/P1P2PP1/6K1 b - -,g6g5 b7c7 d5d6 c7c5 d6d1 g1h2 f8e7 h2g3 e7d7 c5a5,428
r2qkbnr/ppp3pp/3p4/4pP2/2Pn2b1/2NP1N2/PP2BPPP/R1BQK2R b KQkq -,d4f5 d3d4 g4f3 e2f3 f5d4 f3b7 a8b8 b7e4 g8f6 c1e3,86
2kr3r/p1q2pb1/1n5p/1p1p2p1/2pP4/2P1NNP1/PP2QPP1/1K1R3R b - -,a7a5 d1e1 d8e8 e2c2 c8b7 e3f5 f7f6 e1e8 h8e8 h1e1,47
r2q1rk1/3bbppp/p3p3/npp1P1N1/2P1N3/P7/1PQ2PPP/R1B1R1K1 b - -,f8e8 e4f6 e7f6 c2h7 g8f8 g5e4 f6e5 h7h8 f8e7 c1g5,582
r1bqkb1r/ppp2ppp/2n2n2/4p3/P1p5/N4NP1/1P1PPPBP/R1BQ1RK1 b kq -,e5e4 f3g5 c8f5 d2d3 e4d3 a3c4 f8e7 e2d3 d8d3 g2c6,-63
r1bq1rk1/1p1p1ppp/p3p1n1/2p2Pb1/2P1P3/2N3B1/PPP1Q1PP/1K1R2NR b - -,g6e7 g1f3 e7c6 f3g5 d8g5 g3d6 f8e8 h2h4 g5h6 e2f2,313
r3k2r/1p3ppp/p2b4/3p4/3B4/1P6/1P3PPP/R3R1K1 b kq -,e8f8 e1d1 h7h5 a1a5 b7b5 d1a1 f8e7 d4g7 h8c8 a1e1,-11
8/8/4ppk1/5p2/3P1P1p/2nNP3/3K2PP/8 b - -,c3a4 d3c5 a4b6 c5e6 g6f7 e6c5 f7e7 c5d3 e7d6 d3e1,390
8/R1Q5/4p3/1p2k3/8/8/1rP1q1PP/7K b - -,e5d4 c7d6 d4c3 a7c7 e2c4 d6d3 c3b4 c7c4 b5c4 d3d2,656
rn1qkb1r/1bpppppp/p4n2/8/Pp1PPB2/3B4/1PPN1PPP/R2QK1NR b KQkq -,e7e6 d1e2 d7d5 g1f3 d5e4 d2e4 b8d7 e4g5 b7d5 g5f7,78
r5k1/R5pp/5p2/p3p3/1p2P1Pb/1P2BP1P/1P2bN2/2K5 b - -,a8c8 c1d2 e2f3 d2d3 f3g2 a7a5 g2f1 d3d2 h7h6 f2d3,-289
r2qkb1r/ppp1pppp/2n2n2/3p3b/2PP4/1P2PN1P/P4PP1/RNBQKB1R b KQkq -,f6e4 c4d5 d8d5 f1c4 d5a5 b1d2 e7e6 a2a3 h5f3 g2f3,40
r1b2rk1/pq2ppbp/2pp2p1/2n5/2P1P3/P1N1BP2/1P1Q2PP/2RB1RK1 b - -,a7a5 c1b1 a5a4 e3c5 d6c5 d1a4 b7c7 a4d1 c8e6 d1e2,-63
r1bk3r/ppp2pb1/5npp/3Nn3/2P1P2B/8/PP4PP/R3KBNR b KQ -,g6g5 d5f6 g7f6 h4g3 d8e7 e1a1 c8e6 b2b3 h8d8 d1d8,-71
8/p1b5/5p2/1PpB4/K1P3P1/4kP2/8/8 b - -,,0
r4rk1/1p3ppp/pn2p2q/2N5/P2Q4/2R5/1P3PPP/3R2K1 b - -,b6d5 c3b3 h6g5 c5b7 f8c8 b3g3 g5f6 d4f6 d5f6 b2b3,-17
8/8/4ppk1/3n1p2/3P1P1p/3NP3/4K1PP/8 b - -,g6g7 d3e1 g7g6 e1c2 g6f7 e2d3 d5b6 c2e1 f7g6 e1f3,130
2rq1rk1/5p1p/p1bp1pp1/1P6/3NP3/1P6/P4PPP/R2QR1K1 b - -,c6b7 b5a6 b7a6 d4f3 c8c3 d1d4 c3d3 d4a4 d8c8 h2h3,139
8/3B4/5K1k/p5P1/5R2/1b4r1/8/8 b - -,,0
8/4B3/1p6/8/5K2/3k3P/8/4b3 b - -,,0
4rnk1/p4Q2/1p2P3/3p4/2pP4/2P5/PP5P/6K1 b - -,d3d4 f4f3 d4d3 e7f6 b6b5 f6e7 d3d4 f3e2 e1g3 e2d2,Mate
r1b1nrk1/1pp2ppp/p1npq3/b2N4/3NPB2/2P2BP1/PP3P1P/R2Q1RK1 b - -,e6h3 d4c6 b7c6 d5e7 g8h8 e7c6 a5b6 e4e5 a6a5 e5d6,334
3r4/1p2qpRk/2p1pP1p/p3P3/P2PN3/4n3/1P3P1P/7K b - -,h7h8 f6e7 d8b8 g7f7 h8g8 f7f8 b8f8 e7f8q g8f8 f2e3,673
2b2rkb/1p2q3/r3p1pp/p4n2/5B2/1BP2N1Q/PP3PPP/R3R1K1 b - -,a5a4 b3c4 a6c6 c4d3 a4a3 f3e5 a3b2 a1d1 h8e5 f4e5,233
8/8/8/8/8/4rk2/2KQ4/8 b - -,,0
r1bQ1rk1/4p1bp/p3p1p1/1pp1n1N1/6n1/2P5/PPB2PPP/RNB1R1K1 b - -,,0
2r3k1/R5pp/5p2/p3p3/1p2P1Pb/1P2BP1P/1P1KbN2/8 b - -,e2f3 a7a5 c8d8 d2c1 h7h6 a5d5 d8d5 e4d5 f3d5 c1d2,-285
r2qk2r/pp3ppp/2n2n2/2b2bB1/N2p4/5NP1/PP2PPBP/R2Q1RK1 b kq -,d8a5 g5f6 g7f6 a1c1 c5b6 f3h4 f5d7 a4b6 a5b6 d1d2,173
r4rk1/1N3ppp/pn2p2q/8/P2Q4/8/1P3PPP/2RR2K1 b - -,b6d5 b2b3 h6h5 b7a5 d5e3 d4e3 h5a5 g2g3 a8d8 d1d8,18
3rk2r/p1p3pp/2p1p3/N2b4/5B1n/2P2P1P/PP4P1/R3R1K1 b - -,d8d7 f4g3 g7g5 g3h4 g5h4 c3c4 d5f3 g2f3 d7d2 e1e6,307
8/3K4/8/1k6/8/4N1B1/8/8 b - -,b5b4 d7c6 b4b3 g3e1 b3b2 c6d5 b2b3 d5d4 b3b2 d4c4,9605
4r1k1/1q2ppbp/p2p1np1/1p1P4/2r2P2/P1P1BBP1/1P1R3P/4RQ1K b - -,a6a5 g3g4 h7h6 h2h4 b7c8 d2g2 e7e5 d5e6 c8e6 e3d2,25
r2qkb1r/ppp1pppp/2n2n2/7b/2PP4/4PN1P/P4PP1/RNBQKB1R b KQkq -,a7a5 f1e2 e7e5 d4d5 e5e4 f3d2 h5e2 d1e2 c6b4 e1h1,65
2rq1rk1/5p1p/2bp1pp1/1p6/3NP3/1P6/P4PPP/2RQR1K1 b - -,d8d7 h2h4 f8e8 d1f3 g8g7 h4h5 h7h6 h5g6 f7g6 e1e3,80
3r1q2/R2P1k2/1QBb4/2p1p1pp/2b2p2/5P2/6PP/4B1K1 b - -,e5e4 a7a8 d6e7 c6e4 c4e6 a8a6 e7d6 b6d6 f8d6 a6d6,516
2kr3r/pp1npp1p/2p2np1/8/P1N1P3/2P1KP2/1P3P1P/R4B1R b - -,h8e8 f1h3 c8c7 h3d7 f6d7 b2b4 d7b6 c4b2 a7a5 h2h4,-14
r1bq1rk1/ppp2ppp/5b2/P2np3/2Bn4/3P1N1P/1PPN1PP1/R1BQ1RK1 b - -,f8e8 d2e4 c8e6 e4c5 b7b6 a5b6 a7b6 c5e6 e8e6 a1a8,73
3nrrk1/p2q1pp1/1b1p1n1p/1pp1p3/4P1b1/2PPBNN1/PP1Q1PPP/R2BR1K1 b - -,d6d5 e3h6 g7h6 d2h6 f6h7 e4d5 g4f3 d1f3 f7f5 f3h5,46
2r3k1/R5pp/5p2/p3p3/1p2P1Pb/1P1KBb1P/1P3N2/8 b - -,f3g2 a7a5 g2f1 d3d2 h7h6 f2d3 c8d8 a5d5 d8b8 e3f2,-299
r4k1r/1p3ppp/p2b4/R2p4/3B4/1P6/1P3PPP/4R1K1 b - -,d6b4 d4c5 b4c5 a5c5 g7g6 c5c7 f8g7 e1e7 h8f8 c7b7,-14
2kr3r/1ppbq3/p1np4/5P1p/2NP1bpP/2P5/PPB1N1P1/R2Q1RK1 b - -,f4h2 g1h2 e7h4 h2g1 g4g3 e2g3 h4g3 f5f6 d8f8 d1f3,162
8/p1b5/5p2/1PpB4/2P3P1/1K3P2/4k3/8 b - -,,0
8/8/1k2P3/4K3/4R3/8/8/5r2 b - -,b6c7 e4d4 f1e1 e5f6 e1f1 f6e7 f1c1 e7e8 c1b1 e6e7,488
r1b1k2r/pp2qp2/3p3p/2pP2pB/2P1N3/2P3B1/P4QPP/5nK1 b kq -,f1g3 e4g3 e8d8 h2h3 h8e8 g3f1 a8b8 h5d1 c8d7 a2a3,-578
r1b1nrk1/1pp2ppp/p2pq3/b2N4/3QPB2/2P2BP1/PP3P1P/R4RK1 b - -,h7h6 b2b4 a5b6 d5b6 c7b6 d4b6 g7g5 f4e3 e8f6 f3g2,207
4r1k1/p1q2pp1/4p2p/3pP3/P2B2Q1/2P5/brBR1PPP/4R1K1 b - -,g8f8 g4d1 e8b8 f2f4 a2b3 c2b3 b2b3 f4f5 e6f5 d1c2,439
4R3/2r3p1/6P1/2k1K3/8/8/8/8 b - -,c5c4 e5e6 c4d3 e8e7 c7c1 e6f7 c1g1 f7g7 d3d2 g7h7,482
r1b1kb1r/pp3p1p/n1p5/3Np2B/8/8/PPPB1PPP/R3K2R b KQkq -,c6d5 e1h1 e5e4 a1e1 c8e6 f2f3 e8a8 f3e4 f8c5 g1h1,-349
6rk/3b3p/p1pQpp1B/q7/4P3/P1N5/1PP4P/2K2B2 b - -,a5h5 h6f4 d7e8 b2b3 h5f3 f1d3 c6c5 c1b2 e8b5 d3b5,468
r1b1k2r/1p1pbp1p/p1n1pp2/8/4P3/4B3/PPPNBPPP/R4RK1 b kq -,a8b8 c2c3 b7b5 b2b4 d7d6 f2f4 c8d7 a2a4 e8h8 f1f3,117
3rr1k1/pp3pp1/1n5p/q2p1Q2/PbpP4/2N1PP2/1P1B2PP/R3R1K1 b - -,b6c8 f5c2 c8e7 e1e2 a7a6 d2e1 b7b5 a1d1 a5b6 e1h4,-64
r1bq1rk1/1p2nppp/p3p3/3nR3/PbBP4/2NQ1NB1/1P3PPP/R5K1 b - -,f7f6 e5e1 c8d7 f3d2 a8c8 d2e4 c8c6 e4c5 d7c8 c3d5,-4
1R6/8/2KB4/8/k7/8/8/7r b - -,h1h4 d6c5 h4c4 c6d5 c4c3 b8b4 a4a3 c5d6 c3c2 b4b8,Mate
3r4/1p3kpp/p1r2p2/3np3/6B1/Pn1R4/1P3PPP/1KB4R b - -,c6c1 h1c1 b3c1 b1c1 g7g6 g4d1 f7e7 g2g3 f6f5 f2f3,-163
8/p1b5/5p2/1PpB4/2P3P1/3k1P2/K7/8 b - -,,0
2r3k1/6pp/5p2/R3p3/1p2P1Pb/1P1KB2P/1P3Nb1/8 b - -,g2f1 d3d2 h7h6 f2d3 c8d8 a5d5 d8b8 e3f2 f1d3 f2h4,-290
r2q1rk1/pp3ppp/5n2/2bp3b/8/1P1BPN1P/P4PP1/R1BQ1RK1 b - -,a8c8 c1b2 c5b6 d3e2 f6e4 f3d4 h5g6 e2g4 c8c7 d1e2,32
2rqr1k1/pb1nbppp/1pp2n2/3p4/3P4/1PNBPN2/PBQ2PPP/R2R2K1 b - -,e7b4 a2a3 b4f8 b3b4 g7g6 c3e2 b6b5 e2f4 d7b6 d3f1,3
r2qk2r/pp3ppp/2n2n2/2bp1b2/8/1QN2NP1/PP2PPBP/R1B2RK1 b kq -,d8b6 c3d5 f6d5 b3d5 c6e7 d5e5 e8h8 b2b3 a8c8 c1b2,131
r1bqk2r/1p1nb1pp/p2p4/P1pPp2n/2B1Pp2/2N2P2/1PPB1NPP/R2QK2R b KQkq -,e8h8 c3a4 d8e8 b2b4 c5b4 d2b4 e7d8 c4e2 b7b5 a5b6,89
rn1q1rk1/pb2bp1p/1p2pp2/2p3N1/2PP4/6P1/PPQ2PBP/R1B2RK1 b - -,b7e4 g5e4 c5d4 e4f6 e7f6 g2a8 d4d3 c2d1 f6g7 a8g2,521
8/4kpp1/pQ6/2p5/2P3q1/P5P1/5P2/4K3 b - -,g4c4 b6b7 e7e6 g3g4 e6e5 b7e7 e5f4 e7e3 f4g4 e3g3,-280
r1q1kb1r/1b1n2pp/3PQ3/1B6/8/8/PPP2PPP/2KR3R b kq -,g4c4 b6b7 e7e6 g3g4 e6e5 b7e7 e5f4 e7e3 f4g4 e3g3,Mate
2r1r1k1/5pp1/p7/3p1q1p/N3n3/1P2PbP1/P3B2P/R2Q1RK1 b - -,e8e6 e2f3 f5g5 a1c1 c8c1 d1c1 h5h4 f3e4 d5e4 c1e1,212
4k3/3p4/8/4p2Q/8/4P3/PPPP1PPP/RNB1KBNR b KQ -,e8e6 e2f3 f5g5 a1c1 c8c1 d1c1 h5h4 f3e4 d5e4 c1e1,Mate
r2qkb1r/pp2p1pb/2n1pn1p/2Pp4/6PP/2NB1P1N/PPP5/R1BQK2R b KQkq -,e6e5 g4g5 h6g5 h3g5 h7g8 d3g6 e8d7 b2b4 e7e6 d1e2,81
r1b4r/pppp1kpp/2nn1q2/6N1/3p4/8/PPP2PPP/R1BQR1K1 b - -,f6g5 c1g5 d6f5 g2g4 d7d6 g4f5 c8f5 d1f3 f7g6 g5d2,483
r2qr1k1/pp2bppp/2ppnn2/8/P1B1P1b1/2NQ2N1/1PP2PPP/R1B1R1K1 b - -,e7f8 h2h3 e6c5 d3d2 g4d7 b2b4 f6e4 g3e4 c5e4 e1e4,25
r4k1r/1p3ppp/p7/R1Bp4/1b6/1P6/1P3PPP/4R1K1 b - -,f8g8 c5b4 h7h6 a5d5 b7b5 b4c3 g8h7 b3b4 h8d8 e1d1,514
r1b2rk1/1pp2ppp/p2pqn2/b2N4/1P1QPB2/2P2BP1/P4P1P/R4RK1 b - -,f6d5 e4d5 e6g6 b4a5 c8h3 f3e4 f7f5 e4g2 h3g2 g1g2,474
r3n1k1/p1p1brpp/2Npbp2/8/8/8/PPP2PPP/RNB1R1K1 b - -,d6d5 e1e6 e7f8 e6e1 f7d7 e1d1 d7d6 c6b4 d5d4 b4d3,503
2r3k1/6pp/5p2/R3p3/1p2P1Pb/1P2B2P/1P1K1N2/5b2 b - -,h7h6 f2d3 c8d8 a5d5 d8b8 e3f2 f1d3 f2h4 d3e4 d5d6,-303
3r3k/1p2PpR1/2p1p2p/p3P3/P2PN3/4n3/1P3P1P/7K b - -,d8a8 g7f7 h8g8 f7f8 a8f8 e7f8q g8f8 f2e3 b7b5 e4d6,823
r1qk1b1r/1b1n2pp/3PQ3/1B6/8/8/PPP2PPP/2KRR3 b - -,d8a8 g7f7 h8g8 f7f8 a8f8 e7f8q g8f8 f2e3 b7b5 e4d6,Mate
r4k1r/1p3ppp/p7/2Rp4/8/1P6/1P3PPP/4R1K1 b - -,g7g6 c5c7 f8g7 e1e7 h8f8 c7b7 a8e8 e7e8 f8e8 g1f1,-10
rnbq1rk1/ppb3p1/2p4p/2PpN1p1/1P1P4/3Q4/P4PPP/RNB1R1K1 b - -,c8f5 d3c3 b8d7 b1d2 d8f6 c1b2 g5g4 e1e2 h6h5 f2f4,-114
r1bq1rk1/1p1p1ppp/p5n1/2p2Pb1/2P5/2N3B1/PPP1Q1PP/1K1R2NR b - -,g5f6 c3d5 f8e8 d5f6 g7f6 e2h5 d7d5 f5g6 h7g6 h5d5,417
r4rk1/1p3ppp/p3p2q/2Nn4/P2Q4/7R/1P3PPP/3R2K1 b - -,h6f6 d4f6 g7f6 h3g3 g8h8 c5b7 a8b8 g3b3 f8c8 b7a5,-52
rn1qkb1r/pp2pppp/2p2n2/3p3b/2PP4/4PN1P/PP1B1PP1/RN1QKB1R b KQkq -,e7e6 b1c3 b8d7 g2g4 h5g6 f3h4 f8b4 h4g6 h7g6 c4d5,24
2b2r2/1p4k1/r3p2p/p1q2np1/6Q1/1BP2N2/PP3PPP/3RR1K1 b - -,f5h4 e1e3 h4f3 e3f3 f8f3 g4f3 a6d6 f3g3 d6d1 b3d1,218
5bk1/Q4ppp/1p6/8/1P6/P2rP1P1/1r3P1P/3R1RK1 b - -,d3d1 f1d1 g7g6 a7a8 h7h5 d1d8 g8g7 d8f8 h5h4 g3h4,1004
2r3k1/6p1/5p1p/R3p3/1p2P1Pb/1P1NB2P/1P1K4/5b2 b - -,c8d8 a5d5 d8b8 e3f2 f1d3 f2h4 d3e4 d5d6 e4g2 d6d3,-301
rn1q1rk1/ppb3p1/2p4p/2PpNbp1/1P1P4/2Q5/P4PPP/RNB1R1K1 b - -,b8d7 b1d2 d8f6 a2a4 a8e8 c1b2 h6h5 c3e3 e8e7 a4a5,-106
1R6/8/2K5/2B5/k7/8/8/2r5 b - -,c1c2 b8b1 c2c4 c6d5 c4c2 d5d4 a4a5 b1b3 c2c1 d4d5,7
2r2n1k/p3PQ2/1p6/3p4/2pP4/2P5/PP5P/6K1 b - -,f8h7 f7d5 h7f6 d5d8 c8d8 e7d8q h8g7 d8e7 g7g6 d4d5,Mate
4r1k1/1q2ppbp/p2p2p1/1p1P4/2r1nP2/P1P1BBP1/1P5P/3RRQ1K b - -,e4c5 g3g4 e8c8 h2h4 c4a4 h4h5 a6a5 f4f5 c5d7 f1g2,44
r4k1r/1pR2p1p/p5p1/3p4/8/1P6/1P3PPP/4R1K1 b - -,f8g7 e1e7 h8f8 c7b7 a8e8 e7e8 f8e8 g1f1 e8c8 b7b6,-15
r1b2rk1/pp2p1b1/2p2p1p/4nPp1/3qN3/3P2P1/PPP1Q1BP/R1B2R1K b - -,e5f7 c2c3 d4b6 a2a4 b6c7 a4a5 a8b8 e4c5 b7b6 c5e6,185
rn3rk1/3b1ppp/4p3/q1P5/N2Pp3/8/3N1PPP/R2Q1RK1 b - -,d7a4 d2c4 a4d1 a1a5 a8a5 c4a5 d1a4 f1a1 a4c6 a1b1,-407
3r2k1/6p1/5p1p/3Rp3/1p2P1Pb/1P1NB2P/1P1K4/5b2 b - -,d8b8 e3f2 f1d3 f2h4 d3e4 d5d6 e4g2 d6d3 g2f1 d3f3,-297
