r2qrb1k/pp1n3p/2p3QB/8/2BP2p1/2P5/PP2NP2/2K4R b - -,f8h6 g6h6 e8e7 e2f4 d7f8 h1h5 e7g7 h5f5 b7b5 c4b3,Mate
rnbqk2r/pp2bppp/4pn2/2p5/3P4/2P2B2/PP2NPPP/RNBQ1RK1 b kq -,a7a5 c3c4 b8c6 c1e3 e8h8 b1c3 c5d4 e2d4 c6e5 b2b3,56
r2q1rk1/pp1bb1pp/n3pp2/1N1p3n/P2P4/5NB1/1PP1BPPP/R2QK2R b KQ -,a6b4 c2c4 b4c6 e1h1 h5g3 h2g3 d7e8 c4d5 e6d5 b5c3,-27
8/8/5pK1/3k2b1/3P2Pp/7P/8/8 b - -,a6b8 g3c7 d8c8 f3d2 b8c6 e2h5 a7a6 c7d6 a6b5 d6e7,Mate
2k5/2P5/1K6/8/8/8/2R5/r7 b - -,,0
2r1r3/1pq2pkp/3Qb1p1/8/7P/1B3P2/1PP3PK/3RR3 b - -,c7d6 d1d6 e6b3 e1e8 c8e8 c2b3 e8e2 d6b6 h7h5 b3b4,25
1n1B2k1/6p1/p3p2p/1pb1Pn2/5PP1/1PpB3P/P6K/4N3 b - -,f5d4 d8a5 b5b4 a5d8 b8c6 d8h4 g7g5 f4g5 c6e5 d3e4,-21
4r2k/1p4b1/p3P1Rp/2p5/2P1Q3/4P3/PPK4R/5q2 b - -,f1f8 g6h6 g7h6 e4g6 e8e6 g6e6 h8h7 e6e4 h7g7 h2g2,731
2kr3r/1pp3pp/1b3p2/pN1qpn2/P7/2PP2BP/1P2QPPK/R2R4 b - -,h7h5 h2h1 f5g3 f2g3 c7c6 b5a3 b6c7 a3c4 f6f5 b2b4,-96
r4rk1/pp4bp/2n1p1q1/1NQ1P3/5p2/8/PP1B2PP/R3R2K b - -,a8d8 b5d6 g6h5 d2c3 f4f3 g2g4 h5h6 c5f2 h6g6 a1d1,-90
r3r1k1/ppp2pp1/2n4p/3qP3/8/4QN1P/PPP2PP1/R3R1K1 b - -,a8b8 a2a4 b8d8 a1a3 c6d4 f3d4 d5d4 e3d4 d8d4 a3c3,96
r4rk1/ppq2pp1/2p2nbp/3p4/3P1N2/3B1N1P/PPP2PP1/R2QR1K1 b - -,c7f4 d3g6 f7g6 d1d3 f6e4 e1e2 f8f6 d3b3 a8f8 a1e1,35
rnbqk1nr/pp2ppbp/3p2p1/2p5/2PP4/3BP2P/PP3PP1/RNBQK1NR b KQkq -,c5d4 e3d4 g7d4 g1f3 d4g7 b1c3 g8f6 e1h1 e8h8 d3e2,-65
8/1k1Nbp2/7p/1p1p1B1P/p1pP4/2P1q3/PP3Q2/5K2 b - -,e3d3 f5d3 b7c6 d7e5 c6c7 d3c2 f7f6 e5g4 a4a3 b2a3,793
r3k2r/1b3ppp/p3p3/q1bpP2P/Pp1B1P2/1P6/2PQ2P1/R3KB1R b KQkq -,a5b6 a4a5 b6a7 d4c5 a7c5 a1a4 b7c6 a4b4 c6b5 h5h6,155
2kr1b1r/ppqnpppp/2P2nb1/8/1P4P1/2N2N1P/P1P1BP2/R1BQR1K1 b - -,d7e5 c6b7 c7b7 c1d2 f6d7 f3e5 d7e5 e2a6 b7a6 e1e5,317
3k4/4RPK1/8/6p1/8/8/8/1r6 b - -,d7e5 c6b7 c7b7 c1d2 f6d7 f3e5 d7e5 e2a6 b7a6 e1e5,Mate
5rk1/1pp3bp/p3n1p1/R7/4Nn2/8/PPP2P2/2K2B2 b - -,f8d8 f1c4 g8f8 c2c3 f8e7 c4b3 c7c6 b3e6 f4e6 c1c2,-572
r2qk1nr/pp1n1ppp/3ppb2/2p5/3PP3/1P3N2/PBP2PPP/RN1Q1RK1 b kq -,a7a6 e4e5 d6e5 d4e5 f6e7 b1c3 g8h6 c3e4 e8h8 d1d2,97
2kr3r/ppp1qp2/2n1p2p/3PP1pn/3P4/P2B1P2/1P1Q1P1P/R1B1R1K1 b - -,d8d5 d3e4 h8d8 e4d5 d8d5 d2d1 c6d4 c1e3 d4c6 d1a4,-120
2r1r3/3bppkp/1q1p2p1/1p1P4/p5P1/P4P2/BPPQ3P/2KRR3 b - -,c8b8 c2c3 b8d8 e1e2 e7e5 d5e6 d7e6 d2e1 d6d5 a2d5,95
8/5pkp/6p1/2rq4/2p1QP2/P2n2P1/4R2P/3R1K2 b - -,d5d7 e2c2 f7f5 e4e3 c5c8 c2e2 g7h6 f1g1 c8a8 g3g4,100
r3r1k1/1bqN1pbp/4p1p1/p1nP1P2/1pPB4/1P2QN1P/2B3P1/R4RK1 b - -,c5d7 f5e6 f7e6 d4g7 g8g7 f3g5 c7c5 g5e6 e8e6 e3c5,506
7N/4k1K1/p3p1p1/P2pP1P1/3P4/3b4/8/8 b - -,e7d7 h8g6 d7c6 g6f4 d3c2 g7f6 c6b5 f4e6 c2d3 g5g6,1014
2rq1rk1/1p3ppp/p1np1b2/3NpP2/4Q3/2P5/PP3PPP/1K1R1B1R b - -,g8h8 h2h4 c6e7 d5e3 e7g8 e4b7 c8b8 b7a6 e5e4 d1d6,238
4rq1k/1p4b1/p3P2R/2p5/2P1Q3/4P3/PPK4R/8 b - -,g7h6 e4g6 e8e6 g6e6 h8h7 e6e4 h7g7 h2g2 g7h8 e4g6,748
1r3r2/3R1p1p/4pkp1/1B6/P4n2/2P4P/5PPK/4R3 b - -,b8c8 c3c4 f8d8 e1d1 d8d7 d1d7 c8a8 g2g3 f4e2 d7d3,329
8/8/4R3/8/5k2/6p1/6p1/6K1 b - -,b8c8 c3c4 f8d8 e1d1 d8d7 d1d7 c8a8 g2g3 f4e2 d7d3,Mate
r2r4/pp4p1/b2p1q1p/NP1k4/3b4/P6P/2B3PK/3RR3 b - -,f6f4 h2h1 a6b5 a5b3 d8e8 e1g1 b5e2 d1d4 f4d4 b3d4,-692
2r1r3/1p3pkp/3Rb1p1/8/7P/1B3P2/1PP3PK/4R3 b - -,e6b3 e1e8 c8e8 c2b3 e8e2 d6b6 e2b2 b6b7 g7f6 b7b6,22
r1b1kb1r/p4ppp/2p5/4p3/8/2N1B1P1/PP2PP1P/R2K3R b kq -,f7f5 c3a4 f8e7 b2b3 g7g5 e3c5 c8e6 a1c1 e6d5 h1e1,6
rnbqkb1r/pp2pppp/8/2pp4/3PnP2/2NBP3/PPP3PP/R1BQK1NR b KQkq -,e4c3 b2c3 c5c4 d3e2 d8a5 c1d2 b8d7 g1h3 d7b6 e2g4,-89
8/1k1Nbp2/7p/1p1p1B1P/p1pP4/2P5/PP3QK1/2q5 b - -,b5b4 c3b4 b7a7 f2g3 c1b2 g2h3 b2b4 g3c7 b4b7 c7a5,409
q2r2k1/4bppp/b1rppn2/PNp5/2P1PP2/5B2/3Q2PP/2RR2BK b - -,e6e5 f4e5 d6e5 d2c3 d8d1 c1d1 a8b8 d1b1 e7f8 h2h3,104
r7/5R2/4p2k/1P2P3/7B/3P4/2r2PK1/q7 b - -,e6e5 f4e5 d6e5 d2c3 d8d1 c1d1 a8b8 d1b1 e7f8 h2h3,Mate
r1bqkbnr/1p1p1pp1/p1n1p3/2p4p/2PPP3/2N2N1P/PP3PP1/R1BQKB1R b KQkq -,c5d4 f3d4 g8f6 c1f4 f8b4 d4c6 b7c6 f1d3 d7d6 e1h1,88
r1b2rk1/5ppp/p7/1Pp5/1n2N2q/1B6/1P3PP1/R1BQ1RK1 b - -,c8b7 e4c5 a6b5 a1a8 b7a8 d1d6 f8e8 d6f4 h4h5 f4g5,350
2QB4/4k3/8/1p6/7p/7P/5P1K/8 b - -,c8b7 e4c5 a6b5 a1a8 b7a8 d1d6 f8e8 d6f4 h4h5 f4g5,Mate
4rq1k/1p6/p3P1Qb/2p5/2P5/4P3/PPK4R/8 b - -,e8e6 g6e6 h8h7 e6e4 h7g7 h2g2 g7h8 e4g6 f8g7 g6e8,752
r2qr1k1/pp1n1pp1/2pb1n2/3p4/4P1b1/1P1P1NPp/PBQN1P1P/R3R1KB b - -,d8c7 a2a3 a8d8 b3b4 d5e4 d3e4 d6e5 b2e5 d7e5 f3e5,-52
r3k2r/p3nppp/1qp1p3/2bpP3/8/2Q1B2P/PPP2PP1/RN3RK1 b kq -,d5d4 b2b4 d4c3 e3c5 b6a6 b1c3 a6c4 c3d1 e7d5 a2a4,-433
8/8/3k4/8/8/4PN2/PPPPQPPP/RNB1KB1R b KQ -,c5b4 c3b3 b4c5 e3c5 b6c5 b3c3 c5b6 b1d2 c6c5 c3a3,Mate
8/8/6R1/8/6k1/6p1/6p1/6K1 b - -,c5b4 c3b3 b4c5 e3c5 b6c5 b3c3 c5b6 b1d2 c6c5 c3a3,Mate
r2qrnk1/pp5p/2p3p1/3b1P2/3P4/2PB4/PPQ1NP2/2KR3R b - -,d5f3 h1g1 g6g5 c2d2 h7h6 g1g3 f3e4 g3h3 d8d6 d3e4,261
r4rk1/1pqnbp2/p2p1np1/4p2p/2P2P2/1N6/PP1Q1BPP/1K1RRB2 b - -,g8g7 f1d3 a8d8 f2g3 f8h8 f4f5 d7f8 d2e2 g6g5 g3f2,32
1r2nrk1/pp1n1pp1/2pNp2p/8/N2PP3/P7/1P2RPPP/1R4K1 b - -,e8d6 b1d1 f8d8 a4c3 a7a5 f2f4 b7b5 f4f5 d7b6 f5e6,-435
2rr4/p4pk1/2n2bpp/1P1Npb2/8/6P1/PP1NPPBP/R4RK1 b - -,c6b4 d5b4 d8d2 e2e4 f5g4 a2a4 g4e2 f1b1 f6e7 b4c6,51
8/8/1k6/2p5/3Q4/8/8/2K5 b - -,,0
8/2b2p2/1NN1k1pp/1P1p4/5P2/3KP1P1/7P/8 b - -,c7b6 g3g4 b6c7 h2h3 e6d7 d3d4 d7d6 e3e4 c7b6 d4d3,268
8/8/8/2k5/2p5/5K2/2Q5/8 b - -,c7b6 g3g4 b6c7 h2h3 e6d7 d3d4 d7d6 e3e4 c7b6 d4d3,Mate
rnbqkb1r/pp2pppp/8/3p4/3pNP2/3BP3/PPP3PP/R1BQK1NR b KQkq -,d5e4 d3e4 e7e5 g1f3 f7f5 e4d3 b8c6 d3c4 f8b4 c1d2,90
r1bqkbnr/1p1p1pp1/p1n1p3/7p/2PNP3/2N4P/PP3PP1/R1BQKB1R b KQkq -,f8c5 d4b3 c5a7 f1e2 d8c7 c4c5 b7b6 c5b6 a7b6 c1g5,82
N1b1r3/pp1p1kpp/2n5/5pq1/1b6/2PQ4/PP2BPPP/R3K2R b KQ -,g5f4 e1h1 b4d6 g2g3 f4e5 f1e1 e5f6 a1d1 d6b8 e2h5,257
2r1R3/1p3pkp/3R2p1/8/7P/1b3P2/1PP3PK/8 b - -,c8e8 c2b3 e8e2 d6b6 e2b2 b6b7 g7f6 b7b5 h7h5 b5b6,22
r4rk1/pp1bRp1p/3p2p1/2n5/3N4/2P4P/3P1PP1/R3Q1K1 b - -,a8e8 f2f3 a7a5 e7e8 f8e8 e1g3 c5d3 f3f4 d3c5 f4f5,491
r2qkb1r/2p2ppp/p2p1n2/2p1p3/4P1b1/2P2N1P/PP1P1PP1/RNBQR1K1 b kq -,g4f3 d1f3 f8e7 d2d3 e8h8 b2b3 f6d7 b1d2 e7g5 d2c4,30
1r3r2/3R1p1p/4pkp1/1B1n4/P1P5/7P/5PPK/4R3 b - -,d5f4 g2g3 f4h5 a4a5 h5g7 a5a6 g7f5 g3g4 f5h4 h2g3,679
rnbqkb1r/pp2pppp/8/8/3pBP2/4P3/PPP3PP/R1BQK1NR b KQkq -,e7e5 g1f3 f7f5 e4d3 b8c6 d3c4 d8b6 d1e2 f8b4 e1f2,85
1r1q1rk1/N1nbp1bp/pp1p2p1/3P1p2/PRP1BN2/6P1/4PP1P/2BQ1RK1 b - -,b8a8 a7c6 d7c6 d5c6 f5e4 f4d5 f8f5 c1e3 c7d5 c4d5,325
8/8/6R1/8/5k2/6p1/6K1/8 b - -,b8a8 a7c6 d7c6 d5c6 f5e4 f4d5 f8f5 c1e3 c7d5 c4d5,Mate
8/8/8/8/2pk1K2/8/2Q5/8 b - -,b8a8 a7c6 d7c6 d5c6 f5e4 f4d5 f8f5 c1e3 c7d5 c4d5,Mate
r1b2rk1/1p3ppp/p3pn2/4q3/PbB1PP2/2N5/1P2Q1PP/R1BR2K1 b - -,e5b8 e4e5 b4c3 b2c3 f6d5 c4d5 e6d5 c1a3 b8a7 g1h1,63
2kr3r/ppp1qp2/2n4p/1B1pP1pn/3P4/P4P2/1P1Q1P1P/R1B1R1K1 b - -,e7e6 d2c3 h5g7 c1e3 c6e7 a1c1 c7c6 b5e2 g7f5 g1h1,-52
rnb1k2r/1p3ppp/p3pn2/8/3qN3/3B4/PP3PPP/R1BQ1RK1 b kq -,d4e5 f1e1 e8h8 c1d2 f6e4 d3e4 e5d6 d1c2 f7f5 e4f3,87
r4rk1/pp4p1/2p2npp/3pN3/3P1q2/7P/PPP2PP1/R2QR1K1 b - -,,0
1k6/8/8/1P1K2pp/P7/2B1bP1P/8/8 b - -,f6e4 d1e2 f4f2 e2f2 e4f2 e5g6 f8f6 g6e5 f2e4 e1e3,Mate
r1bqk2r/pp2bppp/4pn2/4n3/3N4/2P1BB2/PP1N1PPP/R2Q1RK1 b kq -,e5f3 d2f3 e8h8 f1e1 d8d5 d1e2 b7b6 c3c4 d5e4 f3g5,-16
r2q1rk1/1b2bp1p/ppn1p1p1/2pnN3/3P2B1/2P2Q2/PP3PPP/RNB1R1K1 b - -,f7f5 e5c6 b7c6 g4h3 c5d4 c3d4 e7f6 f3g3 f6d4 b1c3,-133
r1b1k2r/pp3ppp/2P1pn2/b7/P1BN4/8/1P3PPP/R1BR2K1 b kq -,e8h8 c1f4 a5b6 a4a5 b6d4 d1d4 b7c6 d4d6 a8b8 f4e5,107
2k4r/ppp2ppp/4q3/5b2/Q4P2/2P1bB2/PP1r2PP/R4R1K b - -,e3b6 c3c4 h8d8 a1e1 e6d7 a4b4 d7d4 b2b3 f5e6 e1e4,-531
8/5N2/5K1k/8/r7/8/8/8 b - -,h6h5 f7e5 a4f4 f6e6 f4f1 e6d5 h5g5 d5d4 f1d1 d4e4,-12
4rr2/p1p1nkbp/2pq1pp1/4R3/4N2B/5Q2/PPP2PPP/4R1K1 b - -,d6b4 c2c3 b4c4 e4f6 c4h4 f6e8 f7g8 e5e4 h4g5 f3g3,541
rnb1kb1r/ppp2ppp/1n6/4p3/8/2PB4/PP1P1PPP/RNB1K1NR b KQkq -,b8c6 g1f3 c8e6 d3b5 e6d7 e1h1 f7f6 d2d4 e8a8 d4e5,-62
3r1k2/5n2/1p1pRNp1/p1pP2P1/P1P2PK1/1P6/8/8 b - -,f8g7 f6e4 d8h8 e4d6 f7d6 e6d6 h8h2 d6b6 h2b2 b6b5,724
5q1k/1p6/p3Q2b/2p5/2P5/4P3/PPK4R/8 b - -,h8h7 e6e4 h7g7 h2g2 g7h8 e4g6 f8g7 g6e8 g7f8 e8f8,781
r3r1k1/1p2pp1p/1n1p2p1/3P4/p1P3B1/1P2R3/P4PPP/3R2K1 b - -,h7h5 g4h3 a4b3 a2b3 f7f5 g2g3 b6d7 d1e1 g8f8 b3b4,-37
r2qkb1r/2p2ppp/p2p1n2/2p1p3/4P3/2P2Q1P/PP1P1PP1/RNB1R1K1 b kq -,f8e7 d2d3 e8h8 b1d2 a6a5 a2a4 d8d7 d2c4 d7e6 a1b1,18
8/6R1/8/5k2/8/6p1/6K1/8 b - -,f8e7 d2d3 e8h8 b1d2 a6a5 a2a4 d8d7 d2c4 d7e6 a1b1,Mate
8/5p2/4k3/r7/5K1P/3P2P1/1R6/8 b - -,a5f5 f4e4 f5e5 e4f3 e5f5 f3e2 f5a5 b2b4 a5a1 e2e3,446
8/4k3/8/1Q6/8/4PN2/PPPP1PPP/RNB1KB1R b KQ -,a5f5 f4e4 f5e5 e4f3 e5f5 f3e2 f5a5 b2b4 a5a1 e2e3,Mate
r2q1rk1/pp2bpp1/2npbn1p/4p3/4P3/2N1BN1P/PPP2PP1/R2QRBK1 b - -,a8c8 d1e2 d6d5 c3d5 f6d5 e1d1 d5c3 b2c3 d8c7 e2b5,3
rn1q1rk1/1b1p1ppp/1p2pn2/p7/1bPp4/1P3NP1/PBQNPPBP/R4RK1 b - -,b8c6 f3d4 c6d4 b2d4 b7g2 g1g2 d7d5 f1d1 a8c8 c2d3,9
rnb1k2r/pp2ppbp/2p2qp1/8/8/2P2NP1/PP2QP1P/R1B1KB1R b KQkq -,f6e6 c1e3 e6e4 a2a4 e8h8 a4a5 f8e8 e2d1 b8a6 f1g2,-83
8/8/5K2/8/3k3p/5P1P/8/4b3 b - -,f6e6 c1e3 e6e4 a2a4 e8h8 a4a5 f8e8 e2d1 b8a6 f1g2,Mate
r2q1rk1/1b2b2p/ppn1p1p1/2pnNp2/3P4/2P2Q1B/PP3PPP/RNB1R1K1 b - -,c6e5 d4e5 g6g5 c3c4 d5b4 f3b7 b4c2 b1c3 c2e1 c1g5,-125
4K3/8/3k4/2n5/2Q5/8/8/8 b - -,c5e6 c4d3 d6c5 e8e7 e6d4 d3e3 c5d5 e3g5 d5e4 e7f6,514
5q2/1p5k/p6b/2p5/2P1Q3/4P3/PPK4R/8 b - -,h7g7 h2g2 g7h8 e4g6 f8g7 g6e8 g7f8 e8f8 h6f8 c2d3,790
3qr1k1/1pr1b2p/p3pnB1/3b2B1/P2P3Q/7R/1P3PPP/R5K1 b - -,e8f8 g6h7 g8f7 h7g6 f7g6 g5f6 g6f7 h4h7 f7e8 h7g6,371
3r1knr/5p1p/p1pP2p1/2B1p3/5Q2/3R4/PbP2PPP/4R1K1 b - -,a6a5 f4h4 d8d7 d3b3 f8g7 b3b2 g8f6 b2b1 h8e8 h4a4,753
8/8/8/4K3/7p/4kP1P/8/4b3 b - -,a6a5 f4h4 d8d7 d3b3 f8g7 b3b2 g8f6 b2b1 h8e8 h4a4,Mate
1r3r2/3R1p1p/4pkp1/1B6/P1P5/2n1R2P/5PPK/8 b - -,c3b1 e3f3 f6e5 d7d1 f8c8 d1e1 e5d6 e1b1 c8c7 a4a5,834
r1b1k2r/4bppp/p1n1pn2/2p5/2P5/2N2N2/PP2BPPP/R1BR2K1 b kq -,c8b7 c1e3 h7h6 f3e1 f6d7 c3e4 e8a8 e4d6 e7d6 d1d6,38
6R1/8/5k2/8/8/6p1/6K1/8 b - -,c8b7 c1e3 h7h6 f3e1 f6d7 c3e4 e8a8 e4d6 e7d6 d1d6,Mate
r3r1k1/1bqn1Nbp/4p1p1/p1nP1P2/1pPB4/1P2QN1P/2B3P1/R4RK1 b - -,c5b3 f5g6 b3d4 g6h7 g8f7 d5e6 f7e7 f3d4 c7e5 f1f7,800
r2qk1nr/pp2bppp/2n5/2pp4/6b1/2N2NP1/PPPPQPBP/R1B2RK1 b kq -,g8f6 d2d3 e8h8 f1e1 c6d4 e2d1 f8e8 a2a4 d8d7 c3b5,-58
r2qk2r/2p1bppp/p2p1n2/2p1p3/4P3/2PP1Q1P/PP3PP1/RNB1R1K1 b kq -,e8h8 c1e3 f6d7 b1d2 a6a5 d2c4 e7g5 b2b3 g5e3 c4e3,21
r2qk2r/ppp3pp/2n1p2n/3pp2b/3P1PPb/2P2N2/PP2B3/R1BQ1KNR b kq -,h4g3 h1h5 e5f4 e2b5 h6g4 f3g5 g4f6 g5e6 d8d7 h5e5,186
rnb1k2r/1p3ppp/p3pn2/8/2Nq4/3B4/PP3PPP/R1BQ1RK1 b kq -,d4d8 c1e3 b7b5 d1f3 b5c4 f3a8 c4d3 a8b8 e8h8 f1d1,196
r4r2/pp4pk/2p2npp/3pN3/3P1q2/3Q3P/PPP2PP1/R3R1K1 b - -,f4f5 d3f5 g6f5 f2f3 a7a5 a2a4 a8e8 g1f2 c6c5 c2c3,58
r3rnk1/pp5p/2p3p1/5P2/3P4/2PB4/PPQ1NPq1/1KR5 b - -,g8h8 e2g3 g6f5 c2d2 g2f3 d3f5 e8e7 c3c4 f8g6 c1h1,57
7R/5k2/8/8/8/6p1/6K1/8 b - -,g8h8 e2g3 g6f5 c2d2 g2f3 d3f5 e8e7 c3c4 f8g6 c1h1,Mate
8/5p2/1bN1k1pp/1P1p4/5PP1/3KP3/7P/8 b - -,e6d7 h2h3 d7e6 c6d4 e6e7 e3e4 b6c7 d4c6 e7d6 c6e5,369
r1b2rk1/p5p1/1pp2q1p/2Pp1p2/2n1pP2/1NP1P1P1/PP4BP/R1QR2K1 b - -,h6h5 g2f1 c8a6 b3d4 b6c5 d4c2 a6c8 b2b4 c5b4 c3b4,-60
1k1r3r/1pp1qp2/pb5p/4p1p1/4P3/2PP1Q1P/PP1N1PP1/R3K2R b KQ -,b6a7 e1a1 d8d7 h1f1 h8d8 d2c4 b7b5 c4a3 d7d6 a3c2,89
r1b1k2r/pp1p1ppp/2nBpn2/4P3/8/2PQ4/q1P2PPP/2KR1BNR b kq -,f6d5 d3g3 c6e7 c3c4 e7f5 g3a3 a2a3 d6a3 d5c3 d1d3,-32
r1b2rk1/1p3ppp/p3pn2/q3P3/PbB2P2/2N5/1P2Q1PP/R1BR2K1 b - -,f6d7 c4d3 f8d8 e2f2 b4e7 c1e3 b7b6 d3e4 a8b8 e4c6,77
r3N2k/ppp2prp/3p3n/2b3N1/2n1P1bQ/8/PPp3PP/2B2R1K b - -,c5e3 e8g7 e3c1 f1c1 h8g7 c1c2 d6d5 e4d5 c4e3 c2c7,440
rnb1kb1r/pp3ppp/5p2/3N4/3P4/8/Pq2PPPP/R1Q1KBNR b KQkq -,c8e6 d5c7 e8d7 c1b2 d7c7 a1b1 b7b6 a2a3 b8c6 e2e4,625
r2r4/pp4pB/b2p1q1p/N2k4/1P1b4/P6P/6PK/3RR3 b - -,d8e8 e1e8 a8e8 a5b3 f6e5 h2h1 e5e1 d1e1 e8e1 h1h2,-909
3r1knr/3P1p1p/p1p3p1/2B5/5p2/3R4/PbP2PPP/4R1K1 b - -,g8e7 c5e7 f8g7 e7d8 h8d8 e1e8 b2f6 d3d1 g6g5 e8d8,584
8/7R/p2Kb3/p1P1N3/8/kP5p/8/4r3 b - -,e6f5 h7h5 e1d1 d6e7 d1d5 e7f6 f5g4 h5h8 d5c5 e5g4,-20
3qkbr1/1b2p1p1/p2p1p2/2n1n1Bp/PQ1N1N2/5P2/1PP3PP/2KR2R1 b - -,b7c8 g1e1 d8c7 f4d5 c7b7 d5b6 b7c7 e1e5 d6e5 b6d5,104
r1b2rk1/p1q1ppbp/1pp3p1/4P3/3p1B2/3P2NP/PPP2PP1/R2QR1K1 b - -,c6c5 d1d2 c8e6 b2b3 a8d8 g3e4 c7c6 a2a4 e6d5 a4a5,26
r1bq1rk1/pp2bppp/4pn2/8/3N4/2P1BN2/PP3PPP/R2QR1K1 b - -,d8c7 d4b5 c7a5 a2a4 a7a6 b5a3 a5c7 e3d4 c8d7 f3e5,-14
rnr2b1k/1n1q1ppp/p2p1N2/3PpNP1/1P2P3/4B2P/4QP1K/R5R1 b - -,d7d8 e2g4 b8d7 f6h7 g7g6 g4h4 h8g8 h7f6 d7f6 g5f6,1022
rnb1k2r/pp2ppbp/2p1q1p1/8/8/2P1BNP1/PP2QP1P/R3KB1R b KQkq -,e6e4 a2a4 e8h8 a4a5 f8e8 e2d1 b8a6 f1g2 e4c4 f3d2,-82
1r3r2/3R1p1p/4pkp1/1P6/P7/4R2P/5PPK/8 b - -,e6e5 d7d6 f6e7 d6a6 f7f6 e3c3 b8c8 c3c8 f8c8 a4a5,649
8/8/4k3/1Q6/7P/4PN2/PPPP1PP1/RNB1KB1R b KQ -,e6e5 d7d6 f6e7 d6a6 f7f6 e3c3 b8c8 c3c8 f8c8 a4a5,Mate
r2q1rk1/2p1bppp/p2p1n2/2p1p3/4P3/2PP1Q1P/PP1N1PP1/R1B1R1K1 b - -,a6a5 d2c4 a5a4 c1d2 d8b8 d2g5 f6d5 g5h6 d5b6 f3g4,17
r2qk2r/ppp1b1pp/2n1p2n/3pp2R/3P1PP1/2P2N2/PP2B3/R1BQ1KN1 b kq -,h6g4 f3e5 c6e5 d4e5 g4h6 g1f3 d8d7 e2d3 e8a8 d1e2,278
3k4/8/1K6/2P1r3/8/8/2R5/8 b - -,e5e3 c2g2 e3c3 b6c6 d8e8 g2g8 e8e7 g8c8 c3h3 c6b7,635
r2q1rk1/1b2b2p/ppn1p1pB/3nNp2/3p4/2P2Q1B/PP3PPP/RN2R1K1 b - -,c6e5 e1e5 e7f6 e5e6 d8d7 e6f6 d5f6 f3d3 d4c3 d3c4,-286
8/8/4ppp1/7P/4kP1P/3r4/5RK1/8 b - -,g6h5 f2f1 e4f5 g2h2 d3d4 h2g3 d4d8 g3h3 d8g8 f1a1,-483
2kr1b1r/ppqnpppp/2p2n2/3P3b/1P4P1/2N2N1P/P1P1BP2/R1BQR1K1 b - -,e7e5 d5c6 d7c5 c1d2 c5e4 c3b5 c7e7 g4h5 e4d2 c6b7,280
r1b1k2r/1p1n1ppp/p3pn2/8/2Nq4/3BB3/PP3PPP/R2Q1RK1 b kq -,d4g4 d3e2 g4h4 c4d6 e8e7 d1b3 a6a5 d6c4 f6d5 b3a3,438
8/6k1/8/8/7R/6p1/6K1/8 b - -,d4g4 d3e2 g4h4 c4d6 e8e7 d1b3 a6a5 d6c4 f6d5 b3a3,Mate
r1b2rk1/1p3ppp/p3pn2/q3P3/P1B2P2/2P5/4Q1PP/R1BR2K1 b - -,f6e8 c1a3 a5c3 a3f8 g8f8 e2d3 c3d3 d1d3 a8b8 a1b1,348
5rk1/1pp3bp/p5p1/R1N5/3n1n2/8/PPP2P2/2K2B2 b - -,f8e8 f1c4 g8h8 c2c3 e8e1 c1d2 d4f3 d2c2 h7h5 c5b3,-630
8/5N2/8/5K1k/r7/8/8/8 b - -,a4a8 f7e5 a8f8 f5e4 h5g5 e5f3 g5f6 f3d4 f8d8 d4f5,-12
5k2/Q4p1p/6p1/2r5/3q1P2/P1pR2P1/4R2P/5K2 b - -,f8g7 d3d4 c5f5 f1g2 c3c2 e2c2 g6g5 d4d6 g5f4 a7d4,1201
2b5/p3k2p/4PpP1/8/5PBP/P2K4/8/8 b - -,c8e6 g6h7 f6f5 h7h8q f5g4 h4h5 g4g3 h8g7 e7d6 d3d4,650
r1bBkbnr/ppp2ppp/2n5/1B2p3/8/4P3/PPP2PPP/RN1QK1NR b KQ -,f8b4 c2c3 b4d6 d8h4 d6e7 h4g3 g8f6 d1c2 c8d7 b1d2,761
5rk1/p1q2pbp/5np1/8/8/1BN2Q1P/Pr3PP1/3RR1K1 b - -,f8d8 d1d8 c7d8 f3b7 g8h8 b7f7 d8f8 f7a7 b2d2 e1d1,267
r3k2r/p3nppp/1qp1p3/3pP3/8/2Q1P2P/PPP3P1/RN3RK1 b kq -,e8h8 b1d2 e7g6 b2b4 a7a5 a2a3 h7h6 f1b1 b6c7 d2f3,-103
r4rk1/p3bppp/2p1b3/2P5/4Nq2/5N2/PP2QPPP/R4RK1 b - -,a8d8 f1e1 e6d5 e2e3 f4e3 e1e3 a7a5 a1c1 g7g6 e3e2,21
8/5p2/4k3/8/r6P/3PK1P1/1R6/8 b - -,e6f6 b2b5 a4a2 d3d4 a2a3 e3f4 a3d3 b5d5 f6e6 d5e5,473
r3k2r/1b3p2/p1p1p2b/2npP1qp/3N4/BP3Q2/P1N2PPP/R4RK1 b kq -,c5e4 b3b4 g5e5 a1e1 h6f4 g2g3 h8g8 d4b3 h5h4 b3c5,-107
5Q2/p4p2/1qpkbP2/1p3B2/3P4/2P1r1P1/PP4P1/5RK1 b - -,c5e4 b3b4 g5e5 a1e1 h6f4 g2g3 h8g8 d4b3 h5h4 b3c5,Mate
