r5r1/3bqp1k/p1pp1p1p/1pb1p3/4P2B/1P1P1Q2/1PPN1PPP/R4R1K b - -,a6a5 h4f6 e7e6 f6h4 c5d4 c2c3 d4b6 h4g3 a8f8 f3e2,61
r1bq1rk1/pp3ppp/1bn1p2n/4P3/1PNp1P2/P7/2P2BPP/R2QKBNR b KQ -,b6c7 b4b5 c6e7 d1d4 c8d7 a1b1 h6g4 g1f3 e7f5 d4d2,12
r4nk1/4rpp1/ppbqp2p/3pN3/P2P4/2P3QP/1PB2PP1/R3R1K1 b - -,a8d8 f2f4 c6e8 e5g4 g8h8 g3h4 f7f6 g4h6 g7h6 h4f6,85
r1bq1rk1/pp1p1ppp/5n2/b1p5/2B1P3/2P3Q1/PP3PPP/RNB2RK1 b - -,f6e4 g3e5 e4f6 c1g5 d7d6 e5f4 c8e6 f1d1 e6c4 f4c4,-45
r3kb1r/1bpqpppp/ppn2n2/4N3/2PPN3/3B4/P4PPP/1RBQ1RK1 b kq -,d7e6 e4g5 e6d6 e5f7 d6d4 f7h8 e8a8 b1b3 d4d7 h8f7,505
r1r3k1/p2R1ppp/2p5/8/2nP4/2N1P2P/P1P3K1/4R3 b - -,c8d8 d7d8 a8d8 g2f3 f7f5 f3f4 g7g6 c3a4 d8b8 a4c5,-7
r1b5/pp2bkpp/1qp2n2/2n5/8/2N5/PPP1QPPP/1RB2RK1 b - -,c8f5 c1g5 a8e8 f1e1 b6a6 e2d2 c5e6 g5f6 e7f6 c3e4,-160
r6r/pp1n1kpp/2pb1n2/q3p1B1/2NPP1b1/1R3N2/P5PP/3Q1RK1 b - -,a5c7 b3b7 a8f8 d1b3 f7g6 g5f6 f8f6 b7c7 d6c7 b3b7,521
3q4/2r4p/1Q4pk/1P2Np2/P4P2/6P1/1P4P1/4R1K1 b - -,d8e7 e5g4 f5g4 e1e7 c7e7 b6f6 e7b7 g1h2 b7b8 b5b6,Mate
r1b1kb1r/pp2pp2/2n4p/2pp2BQ/3P4/2P1P3/Pq1N1PPP/RN2KB1R b KQkq -,h8g8 h5d1 b2a1 d1c2 g8g5 h2h4 g5g7 f1b5 g7g2 d2b3,-264
rn3rk1/p2n1ppp/1ppqp3/3p4/2PPb2N/1QN2PP1/PP2P1BP/R4RK1 b - -,d5c4 b3d1 e4g6 e2e4 b8a6 e4e5 d6b4 h4g6 h7g6 d1e2,17
r1bqk2r/2pnbp2/1p1p1n2/pP1Pp2p/P1P1P3/3BBN2/3QN1PP/R4RK1 b kq -,f6g4 d3c2 h5h4 h2h3 g4e3 d2e3 e7f8 f3h2 d7c5 e3f3,-57
rnbq1rk1/ppp1ppbp/3p2p1/4P1B1/3P1Pn1/2NB4/PPP3PP/R2QK1NR b KQ -,h7h6 h2h3 g4e5 f4e5 h6g5 g1f3 b8c6 d1e2 d6e5 d4e5,-97
r4rk1/1b1nbpp1/1qn1p2p/2ppP2P/pp3BN1/P2P1NP1/1PP2PB1/R2QR1K1 b - -,f8e8 c2c3 e8b8 d1c1 b6d8 f4h6 b4c3 b2c3 g7h6 g4h6,52
8/5p1p/p4p2/1pbkpN1P/2p3P1/5P2/PPP1K3/8 b - -,c5d4 c2c3 d4b6 f5g7 a6a5 g7e8 d5e6 e2d2 e6e7 e8g7,-64
3R4/6pn/6k1/3b1pP1/5P1K/8/8/8 b - -,,0
