8/5P2/8/ppp3pk/8/3b4/5K2/2r1R3 b - -,c1c4 f7f8q c4f4 f8f4 g5f4 f2f3 b5b4 e1e5 h5g6 e5c5,-279
r4rk1/1ppq2b1/8/p1pPp2p/2P1P3/P1NQn1PN/1PB2p1K/1R3R2 b - -,f8f3 f1f2 e3g4 h2g2 f3d3 c2d3 g4f2 h3f2 a8f8 d3e2,-260
3rr1k1/p4p1p/2pbbp2/3p4/8/2NB4/PPP1RPPP/4R1K1 b - -,a7a5 g2g3 g8f8 c3a4 h7h5 h2h4 d6b4 c2c3 b4d6 b2b3,-24
7k/8/8/1p2P3/2p3q1/2P1Kp2/8/8 b - -,a7a5 g2g3 g8f8 c3a4 h7h5 h2h4 d6b4 c2c3 b4d6 b2b3,Mate
R5k1/8/6PP/8/6K1/8/8/5r2 b - -,a7a5 g2g3 g8f8 c3a4 h7h5 h2h4 d6b4 c2c3 b4d6 b2b3,Mate
8/r7/2B5/4K1k1/8/8/8/5R2 b - -,,0
rn1q1rk1/1bp2ppp/p2bpn2/1p6/3P4/3BPNB1/PP3PPP/RN1Q1RK1 b - -,d6g3 h2g3 b8d7 a2a4 b5a4 d3e2 c7c5 b1c3 c5d4 f3d4,25
r3N3/pp1b4/2pQp3/6q1/8/1Pk1n3/P1P1N1PP/R5K1 b - -,c3c2 a1c1 c2b2 d6d4 b2a3 e2f4 c6c5 d4e3 a8e8 c1c2,865
r2q1rk1/1p1bnppp/p3p3/2n1P3/3NN3/1B6/PPP3PP/R2QR1K1 b - -,c5e4 e1e4 d8b6 c2c3 a6a5 e4e2 a5a4 b3c2 e7c6 e2f2,-61
r1bq1rk1/1p1nppbp/p2p2pn/2p5/2PPP3/2N1BN1P/PP2BPP1/R2Q1RK1 b - -,g6g5 e3g5 g8h8 d1d2 h6g8 a1d1 a8b8 g5e3 d8a5 a2a3,287
rn1q1rk1/1b3ppp/p2Bpn2/1pp5/3P4/3BPN2/PP3PPP/RN1Q1RK1 b - -,c5c4 d6b8 d8b8 d3c2 f6g4 b1d2 e6e5 h2h3 e5d4 e3d4,783
