8/8/4k3/2N5/3K4/2Q5/8/8 b - -,d8a5 h1g1 h7h5 g4g5 g8e7 c1e3 d6d5 d1d2 e7g6 a2a3,Mate
rn1qkbnr/pp1B1ppp/8/3pp3/8/5N2/PPPP1PPP/RNBQ1RK1 b kq -,e8e7 d7a4 f7f6 d2d4 e5e4 b1c3 b8c6 f1e1 e7e8 c3d5,856
r2qkb1r/pp2pppp/2n2n2/5b2/Q2P4/5N2/PP2PPPP/RNB1KB1R b KQkq -,e7e6 b1c3 f8e7 e2e3 e8h8 a2a3 a8c8 f1e2 c6a5 f3h4,108
rnbqkb1r/pp3ppp/4p2n/3pP3/1P6/5N2/2PP1PPP/RNBQKB1R b KQkq -,b8d7 c2c3 d7b6 h2h4 h6f5 d2d4 c8d7 f1d3 a7a6 d1e2,127
r1bqk2r/pppp1ppp/1bn2n2/4P3/3P4/P4N2/1P3PPP/RNBQKB1R b KQkq -,f6g8 d4d5 c6b8 d5d6 c7d6 e5d6 g8f6 d1e2 e8f8 c1f4,333
rnbqk2r/pp3ppp/4p2n/3pP3/1b6/2P2N2/3P1PPP/RNBQKB1R b KQkq -,f7f6 c3b4 f6e5 f3e5 e8h8 d2d4 d8h4 e5f3 f8f3 d1f3,636
rnbqkb1r/pp1ppppp/1np5/4P3/2PP4/2N5/PP3PPP/R1BQKBNR b KQkq -,a7a6 f2f4 d7d6 c1e3 g7g6 f1e2 f8g7 g1f3 a6a5 e1h1,260
rnb1kbnr/ppp2ppp/8/3q4/4p3/2N2N2/PPPPBPPP/R1BQK2R b KQkq -,d5d7 c3e4 f8e7 d2d4 g8f6 e4f6 e7f6 e1h1 e8h8 c2c3,362
rnbqkb1r/pp2pp1p/1n1p2p1/6N1/8/1B6/PPPP1PPP/RNBQK2R b KQkq -,d8c7 b3f7 e8d8 f7b3 d8e8 b1c3 f8g7 d2d4 b8c6 c3b5,476
rnb1k1nr/ppp1q1pp/3p4/4p3/2B1P3/5N2/PPP2PPP/RN1QK2R b KQkq -,g8f6 b1c3 b8d7 d1e2 d7c5 e1a1 c8e6 h1e1 e6c4 e2c4,-29
r1bqkbnr/ppp1p2p/2n2p2/3pP1p1/3P1P2/6P1/PPP4P/RNBQKBNR b KQkq -,g8h6 f4g5 f6g5 c1g5 h6f7 g5f4 h7h5 g1f3 c8g4 f1e2,189
r1bqkbnr/p2n1ppp/2pp4/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQ1RK1 b kq -,c8b7 d2d4 f8e7 d4e5 d6e5 f3g5 e7g5 d1h5 d8e7 c1g5,89
r1bqk2r/pp1nppbp/2pp1np1/6B1/3P4/2PBPN2/PP1N1PPP/R2QK2R b KQkq -,h7h6 g5h4 e8h8 h2h3 c6c5 e1h1 b7b6 h4g3 e7e5 e3e4,63
r1bqkb1r/pp2pppp/3p1n2/2p1N3/2B5/8/PPPP1PPP/RNBQ1RK1 b kq -,d6e5 d2d3 e7e6 f1e1 f8d6 c1g5 e8h8 a2a4 a7a6 b1d2,-43
rnbqkb1r/1pp2ppp/p3pn2/8/2pPPB2/P1N5/1P3PPP/R2QKBNR b KQkq -,b7b5 g2g3 c8b7 f1g2 b8d7 g1h3 f8d6 e1h1 d6f4 h3f4,-99
r2qkb1r/ppp1pppp/2n2n2/3p1bB1/3P4/2P1P3/PP1N1PPP/R2QKBNR b KQkq -,f6e4 d2e4 f5e4 g1f3 f7f6 g5f4 h7h5 h2h4 e7e6 f3d2,55
r3k2r/pp1qppbp/2np1np1/8/2PNP3/2N1B2P/PP3PP1/R2QK2R b KQkq -,d7c7 e1h1 e8h8 b2b3 c7a5 d1d3 a7a6 f1d1 f6d7 a1c1,74
r1bqkbnr/p1p2p1p/2pp2p1/4p3/4P3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq -,f8g7 d2d3 g8e7 c1d2 e8h8 a2a3 a7a5 b2b4 f7f5 f1e1,-79
1k6/3B4/N1K5/8/8/8/8/8 b - -,g8e7 d2d4 f7f6 d4e5 f6e5 f3e1 f8g7 d1f3 c6c5 c1g5,Mate
r1bqk1nr/pppp1ppp/2nb4/4p3/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq -,h7h6 f3e5 c6e5 d4e5 d6e5 f2f4 e5f6 d1d3 d7d6 c1e3,115
rnbqk1nr/ppp1p1bp/6p1/3p1pB1/3P4/2N1PN2/PPP2PPP/R2QKB1R b KQkq -,b8c6 f1b5 g8f6 h2h4 e8h8 c3e2 f6e4 c2c3 a7a6 b5c6,120
rnbqkb1r/p1pppp1p/1p3np1/8/8/1P3NP1/P1PPPPBP/RNBQK2R b KQkq -,c7c5 c2c4 f8g7 c1b2 c8b7 e1h1 e8h8 b1c3 e7e6 d2d4,40
r2qkb1r/pppnpppp/5n2/3P4/8/2N5/PPPP1PPP/R1BQK1NR b KQkq -,g7g6 g1f3 f8g7 d2d4 d7b6 e1h1 e8h8 f1e1 f8e8 c1f4,87
r2qkb1r/ppp1pppp/1n3n2/3P4/8/2N2N2/PPPP1PPP/R1BQK2R b KQkq -,a7a6 e1h1 b6d5 c3e2 d5b6 d2d4 e7e6 b2b3 f8d6 c2c4,82
rnbqk2r/pp2bppp/3p1n2/2p1p3/2B1P3/2NPBN2/PPP2PPP/R2QK2R b KQkq -,h7h6 a2a3 b8c6 e1h1 e8h8 c3d5 f6d5 c4d5 c8e6 b2b4,40
rnbqkbnr/pp2pp1p/2pp2p1/8/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq -,d8c7 d2d4 g8f6 c4d3 f8g7 c1e3 e7e5 e1h1 e8h8 b1d2,83
r1bqk1nr/p1pp1ppp/8/bB2p3/3NP3/2P5/P4PPP/RNBQK2R b KQkq -,a7a6 b5c4 g8f6 d4f5 e8h8 e1h1 a5b6 d1f3 d7d5 c4d5,565
8/2N5/2k5/3Q4/8/4K3/8/8 b - -,a7a6 b5c4 g8f6 d4f5 e8h8 e1h1 a5b6 d1f3 d7d5 c4d5,Mate
rnbqk2r/ppp1b1pp/3p1n2/4ppB1/4P3/2NP1N2/PPP1BPPP/R2QK2R b KQkq -,f5e4 d3e4 e8h8 g5f6 e7f6 e1h1 a7a5 f3d2 b8d7 a2a4,-59
r1bqkb1r/pp2nppp/2n1p3/3pP3/8/4BN2/PPP2PPP/RN1QKB1R b KQkq -,d8c7 b1c3 a7a6 f1d3 c6e5 f3e5 c7e5 e1h1 e7f5 f1e1,-147
r1bqk2r/ppp1nppp/2nb4/3p4/3P4/1P3N2/P1P1BPPP/RNBQ1RK1 b kq -,b7b6 b1a3 e7g6 a3b5 d6e7 f1e1 e8h8 c2c3 e7f6 b5a3,48
rn1qkbnr/1p1Bpppp/p7/3p4/P2P4/8/1PP2PPP/RNBQK1NR b KQkq -,e8d7 c2c4 d7e8 c4d5 d8d5 g1f3 b8c6 e1h1 g8f6 b1c3,157
rnbqk2r/pppp1ppp/8/2bNp3/2B1P1n1/5N2/PPPP1PPP/R1BQK2R b KQkq -,b7b5 d2d4 e5d4 c1g5 f7f6 g5f4 b8a6 c4b3 d7d6 f3d4,109
rn1qk1nr/1bpp1ppp/4p3/1B6/1b1PP3/2N5/PP2QPPP/R1B1K1NR b KQkq -,c7c5 g1f3 g8f6 b5d3 c5d4 f3d4 b8c6 d4c6 b4c3 b2c3,141
rnbq1rk1/ppp2ppp/4p3/3p4/1bPPnB2/P1N1P3/1P2NPPP/R2QKB1R b KQ -,e4c3 e2c3 b4c3 b2c3 b7b6 c4d5 e6d5 f1d3 c8a6 d3a6,93
r1bq1rk1/p3bpp1/2p4p/n3pN2/1n6/2NB1Q2/PPPP1PPP/R1B1K2R b KQ -,e7h4 f5h4 d8h4 f3e4 b4d3 e4d3 c8b7 d3g3 h4g3 h2g3,131
r1bqkb1r/ppp2ppp/2n1pn2/3p2B1/3P4/2P2NP1/PP2PP1P/RN1QKB1R b KQkq -,f8d6 f1g2 e8h8 e1h1 c6e7 g5f6 g7f6 c3c4 c7c6 b1c3,60
r1bq1rk1/p4pp1/2p4p/n3pNb1/1n5P/2NB1Q2/PPPP1PP1/R1B1K2R b KQ -,c8f5 d3f5 e5e4 f3d1 g5f4 g2g3 f4c7 e1h1 d8d4 d2d3,209
r1bqk1nr/pp2ppbp/2np2p1/1B1P4/4P3/5N2/PP3PPP/RNBQK2R b KQkq -,a8b8 f3d4 d8a5 b1c3 c8d7 d5c6 b7c6 d4c6 g7c3 b2c3,307
r1bq1rk1/p3bpp1/2p4p/n3pN2/7P/1PNP1Q2/P2P1PP1/R1B1K2R b KQ -,g8h8 f5e7 d8e7 e1h1 f8d8 f3e3 c6c5 c1a3 c8a6 a3c5,74
rnbqkb1r/ppp2ppp/4p1n1/3p4/2PP4/4P1B1/PP3PPP/RN1QKBNR b KQkq -,f8b4 b1c3 e8h8 a2a3 b4c3 b2c3 b7b6 c4d5 e6d5 f1d3,109
r1bqkb1r/pp3ppp/2nppn2/2p5/2B1P3/3P1N2/PPP1QPPP/RNB2RK1 b kq -,c8d7 c2c3 f8e7 c4b3 e6e5 f1d1 e8h8 d3d4 e5d4 c3d4,29
rnbqkbnr/1p2pppp/p7/2p5/3pP3/N2P4/PPP2PPP/R1BQKBNR b KQkq -,b8c6 a3c4 b7b5 c4d2 g8f6 a2a4 a8b8 g2g3 e7e5 a4b5,-95
8/5k2/8/4K3/8/8/8/5BN1 b - -,e7e5 a3c4 b8c6 g1f3 f7f6 a2a4 c8e6 f3d2 b7b5 a4b5,Mate
r1b1k2r/1pqnbp1p/p2ppnp1/5P2/4P3/1NNB4/PPP1Q1PP/R1B2RK1 b kq -,h7h5 c1g5 g6f5 e4f5 e6e5 d3e4 a8b8 g5f6 d7f6 a1d1,87
rnbqk1nr/ppp2ppp/8/3pp3/1b2P3/2PP1N2/PP3PPP/RNBQKB1R b KQkq -,b4f8 f3e5 f8d6 f2f4 d5e4 d3e4 d6e5 d1d8 e8d8 f4e5,140
rn1qkb1r/ppp2ppp/4pn2/5bN1/2B1p3/2NP4/PPP2PPP/R1BQK2R b KQkq -,e4d3 c2d3 h7h6 g5f3 c7c6 e1h1 f8d6 f1e1 e8h8 h2h3,-262
rn1qkb1r/ppp2ppp/4pn2/5bN1/2B5/2NP4/PP3PPP/R1BQK2R b KQkq -,h7h6 g5f3 f8d6 e1h1 e8h8 h2h3 b8c6 d3d4 c6e7 c4d3,-198
r2qkb1r/pppnpppp/5nb1/8/2BP4/5NN1/PPP2PPP/R1BQK2R b KQkq -,d7b6 c4d3 g6d3 d1d3 e7e6 e1h1 f8d6 c2c4 e8h8 c1e3,74
rn1qkb1r/pb2pppp/1p1p1n2/8/3NP3/2NB4/PPP2PPP/R1BQ1RK1 b kq -,h7h6 f2f4 b8d7 f4f5 a7a6 d1e1 b6b5 c1e3 d8c7 a2a3,151
r1bqkbnr/pppnpppp/8/8/2BPP3/8/PP3PPP/RNBQK1NR b KQkq -,a7a6 g1f3 e7e6 c4b3 b7b5 e1h1 c8b7 f1e1 f8b4 b1c3,140
r1bqkbnr/pp2pp1p/2n3p1/2pp4/4P3/2PP1N2/PP1N1PPP/R1BQKB1R b KQkq -,f8g7 f1e2 e7e6 d2b3 b7b6 e4d5 e6d5 c1f4 g8e7 d3d4,-40
rnb1kb1r/pp2pppp/2p1qn2/6B1/3P4/2N5/PPP1NPPP/R2QKB1R b KQkq -,f6d5 c3d5 c6d5 g5e3 e6b6 e2f4 e7e6 a1b1 b8d7 c2c3,90
r3kb1r/pp2pppp/1nnq4/8/8/NPp2N2/1P2QPPP/R1B2RK1 b kq -,a7a6 b3b4 e7e6 b2c3 d6b8 c1e3 b6d5 b4b5 d5c3 e2c4,-94
r1bqkb1r/ppp2p1p/2n2p2/4P3/8/5NP1/PPP2P1P/R1BQKB1R b KQkq -,d8d1 e1d1 c8g4 f1e2 e8a8 f3d2 g4h3 e5f6 f8c5 e2f1,-149
rn1qkbnr/pbp2ppp/1p1pp3/8/2BPP3/5N2/PPP2PPP/RNBQ1RK1 b kq -,f8e7 f1e1 g8f6 d4d5 e6e5 f3h4 b7c8 d1f3 e8h8 h4f5,86
r1bqkb1r/ppp2p1p/5p2/3Pp3/1nB5/5NP1/PPP2P1P/R1BQK2R b KQkq -,c7c6 e1h1 c6d5 c4e2 c8e6 a2a4 b4c6 c2c3 f8g7 f1e1,-158
r1bqkb1r/pp3p1p/2P2p2/4p3/1nB5/5NP1/PPP2P1P/R1BQK2R b KQkq -,d8d1 e1d1 c8g4 c4e2 a8d8 f3d2 g4e2 d1e2 b4c2 c6c7,-180
r3kb1r/pp3p1p/2P2p2/4p3/1n4b1/5NP1/PPP1BP1P/R1BK3R b kq -,a8d8 f3d2 g4e2 d1e2 b4c2 a1b1 c2d4 e2f1 d4c6 f1g2,-209
2kr1b1r/pp3p1p/2P2p2/4p3/1n4b1/5NP1/PPPBBP1P/R2K3R b - -,f8h6 f3g5 g4f5 c6b7 c8b8 h2h4 f6g5 d1c1 b4c2 g3g4,-506
r1bqkb1r/ppp2p1p/5p2/3Pp3/1nP5/5NP1/PP3P1P/R1BQKB1R b KQkq -,c8f5 f3h4 b4c2 e1e2 c2d4 d1d4 e5d4 h4f5 f8c5 c1f4,-242
rnb1k1nr/ppp1ppbp/4q1p1/8/3P4/2N1B3/PPP1NPPP/R2QKB1R b KQkq -,g8h6 d4d5 e6d7 e3d4 e7e5 d5e6 f7e6 d4g7 d7g7 d1d2,114
r2qkb1r/p1p2p1p/5p2/1Q1Ppb2/1nP5/5NP1/PP3P1P/R1B1KB1R b KQkq -,e8e7 b5b4 e7e8 b4a4 f5d7 a4c2 c7c6 d5d6 f8d6 f1g2,540
r1bq1rk1/ppp1ppbp/2n2np1/8/2BP3Q/2N2N2/PPP3PP/R1B2RK1 b - -,c8g4 c3e2 c6a5 c4d3 c7c5 d4c5 a5c6 f3g5 h7h6 g5f3,-189
rnbqk2r/pp2bppp/2pp1n2/4P3/2BQ4/2N2N2/PPP2PPP/R1B1K2R b KQkq -,e8h8 e5f6 e7f6 d4d1 d6d5 c4e2 b8d7 e1h1 d7c5 f1e1,515
rnbqk1nr/ppppppbp/6p1/8/4P3/5Q2/PPPP1PPP/RNB1KBNR b KQkq -,c7c5 f1c4 e7e6 g1e2 g8e7 b1c3 b8c6 d2d3 e8h8 e1h1,-95
rnbqkbnr/1ppp1ppp/p3p3/8/1P6/4P3/PBPP1PPP/RN1QKBNR b KQkq -,b7b5 a2a4 g8f6 c2c3 c8b7 a4b5 a6b5 a1a8 b7a8 g1f3,38
rn1qkbnr/pp1b1ppp/4p3/3pP3/2p5/5N2/PPPPBPPP/RNBQK2R b KQkq -,g8e7 b2b3 e7g6 b3c4 d5c4 e1h1 b8c6 e2c4 g6e5 f3e5,-25
rnb1kbnr/ppp1qppp/8/8/4N3/2N5/PPPPQPPP/R1B1KB1R b KQkq -,c8e6 d2d4 b8d7 d4d5 e6f5 d5d6 e7e6 d6c7 g8f6 e4f6,630
rnbq1rk1/ppp2pbp/3p1np1/4p3/2P5/P1NP1NP1/1P2PPBP/R1BQK2R b KQ -,c8e6 e1h1 c7c6 e2e4 h7h6 b2b4 b8d7 f3d2 f6h7 a3a4,25
3r2k1/1p2nppp/p4q2/1p6/8/NQP3PB/PP1n1P1P/3R2K1 b - -,f6d6 h3g2 d2b3 d1d6 d8d6 a2b3 d6d1 g2f1 d1d2 f1b5,-784
rnbq1rk1/pp2ppbp/3p1np1/2P5/5B2/2N1PN2/PPP1BPPP/R2QK2R b KQ -,d8a5 c5d6 f6d5 d6e7 f8e8 e1h1 g7c3 b2c3 b8c6 f4d6,158
r2qkb1r/ppp2ppp/2n1bn2/1B6/3P4/2N5/PPP2PPP/R1BQK1NR b KQkq -,d8e7 c1e3 e8a8 b5c6 b7c6 d1d3 e7b4 d3a6 b4b7 a6b7,152
rnbqk1nr/1p2bppp/p3p3/2ppP3/3P4/2PB1N2/PP3PPP/RNBQK2R b KQkq -,f7f5 b1a3 c5c4 d3b1 e7a3 b2a3 g8e7 b1c2 h7h6 h2h4,110
rnbqk2r/ppppb1pp/4pn2/2P2p2/3P4/4PN2/PP3PPP/RNBQKB1R b KQkq -,b7b6 c5b6 a7b6 f1e2 e8h8 e1h1 c8b7 b1c3 f6e4 a2a4,-32
rBbq3r/pp1k1ppp/5n2/8/QbpP4/8/PP2B1PP/RN3KNR b - -,d7e7 a4b4 e7e8 b8d6 d8b6 b4b6 a7b6 e2c4 c8e6 c4b5,944
rnbqkb1r/ppp1pppp/3p1n2/8/8/1PN1P3/P1PP1PPP/R1BQKBNR b KQkq -,g7g6 d2d4 f8g7 c1b2 e8h8 d1d2 a7a6 g2g3 c7c6 f1g2,-30
rn1qkb1r/ppp1pppp/8/3pPb2/3P4/2PB4/P1P2PPP/R1BQK1NR b KQkq -,f5d7 g1f3 c7c5 f3g5 e7e6 d3h7 d8c7 d1h5 d7c8 e1h1,146
rnbqkbnr/ppp2ppp/8/3N4/8/8/PPP2PPP/R1BQKBNR b KQkq -,b8c6 c1f4 f8d6 d1e2 g8e7 e1a1 e8h8 d5e7 c6e7 f4d6,46
rnbqk2r/ppp2ppp/4pn2/3pP3/8/3BP3/PPP2PPP/RNBQK2R b KQkq -,c8d7 e5f6 d8f6 d1f3 f6e7 b2b3 b8c6 c1a3 c6e5 a3e7,653
rn1qkbnr/1p3ppp/p3p3/3p1b2/3P4/2N2NP1/PP2PPBP/R1BQK2R b KQkq -,h7h6 e1h1 g8f6 c1f4 f8d6 f3e5 e8h8 a1c1 b7b5 f1e1,30
rnbqk2r/pppn1ppp/4p3/3pP3/5P2/3BP3/PPP3PP/RNBQK2R b KQkq -,a7a5 e1h1 d7c5 d3e2 e8h8 b2b3 b7b6 b1c3 b8c6 c1a3,78
rnb1kb1r/pp1ppp1p/1q3np1/2p5/2PP1B2/1P2P3/P4PPP/RN1QKBNR b KQkq -,f8g7 b1c3 b8c6 d4c5 b6b4 d1d2 f6e4 c3e4 g7a1 g1e2,-81
r1bqk2r/1ppp1pp1/p1n2n1p/2b1p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 b kq -,b7b5 c4b3 d7d6 d3d4 c5b6 c1e3 e8h8 b1d2 e5d4 c3d4,39
rnbqkb1r/pp3ppp/2p1pn2/3p4/B2P4/2P1P3/PP3PPP/RNBQK1NR b KQkq -,b8d7 g1e2 f8d6 e1h1 e6e5 f2f4 e5e4 c3c4 d7b6 c4d5,-98
rnb2rk1/pp1p1ppp/4pn2/q1p3B1/1bPP4/2N1PN2/PPQ2PPP/R3KB1R b KQ -,f6e4 c2e4 b4c3 e1d1 c3b2 a1b1 b2a3 d4d5 a5a4 b1b3,-97
r2qkbnr/1ppn1ppp/p2p4/4p3/3PP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -,h7h6 c1e3 c7c6 d1e2 g8f6 e1a1 d8b8 h1g1 b7b5 g2g4,78
rnbq1rk1/ppppppbp/5np1/8/8/1PN1P2P/PBPP1PP1/R2QKBNR b KQ -,e7e5 d2d4 e5d4 d1d4 d7d5 d4d2 f8e8 a1d1 c7c6 g1f3,-96
rn1qk1nr/pbppppbp/1p4p1/4P3/3P4/2N2P2/PPP3PP/R1BQKBNR b KQkq -,c7c5 f3f4 c5d4 d1d4 g8h6 c1d2 d7d6 g1f3 e8h8 d4f2,-93
r1bqkb1r/pp1p1ppp/2n1pn2/8/2PP4/4BN2/PP3PPP/RN1QKB1R b KQkq -,d7d5 c4c5 f6g4 f1b5 g4e3 f2e3 a7a6 b5c6 b7c6 e1h1,30
r2qkb1r/ppp2ppp/2n1p3/3p1b2/2PPn3/P1NBPN2/1P3PPP/R1BQK2R b KQkq -,g7g6 d3e4 f5e4 c3e4 d5e4 f3d2 f7f5 b2b4 f8g7 d2b3,112
rnbqkbnr/pppp1ppp/4p3/8/5P2/4PNP1/PPPP3P/RNBQKB1R b KQkq -,b7b6 f1g2 g8f6 c2c4 c8b7 e1h1 f8e7 b2b3 c7c5 d2d3,61
rnb1kb1r/ppppqppp/3n4/4N3/8/1B6/PPPP1PPP/RNBQ1RK1 b kq -,f7f6 e5g4 h7h5 f1e1 h5g4 e1e7 e8e7 d2d4 e7d8 d1g4,700
rn1qkbnr/pp3ppp/2p1p3/3p4/2PP1Bb1/2N4P/PP2PPP1/R2QKBNR b KQkq -,e6e5 d4e5 g4e6 c4d5 c6d5 e2e3 g8e7 g1f3 b8c6 f1d3,250
b4rk1/p4pbp/3p2p1/8/Q5P1/P4nPK/1R3P2/5R2 b - -,g7b2 f1d1 b2e5 d1d3 g8g7 a4a7 h7h5 g4h5 f8h8 h3g2,-438
r4rk1/pb1nqppp/1ppbp3/8/2PPQ3/1P3N2/PB2BPPP/R4RK1 b - -,a8e8 f1e1 f7f5 e4h4 e7h4 f3h4 d7f6 h4f3 c6c5 d4c5,13
rn1qkbnr/ppp1pppp/8/1B6/3P2b1/5N2/PPP3PP/RNBQK2R b KQkq -,d8d7 b5d7 b8d7 h2h3 g4f5 b1c3 g8f6 g2g4 f5g6 c1f4,757
r1bqkbnr/3p1ppp/p1p5/4p3/2P1P3/4B3/PP3PPP/RN1QKB1R b KQkq -,d8a5 b1c3 g8f6 f1d3 a8b8 e1h1 b8b2 c3a4 b2b8 c4c5,63
rn1qkb1r/ppp1pppp/8/3p1b2/3PnB2/2PBP3/PP3PPP/RN1QK1NR b KQkq -,c7c6 g1e2 b8d7 f2f3 e4d6 d3f5 d6f5 e1h1 f5d6 b1d2,67
8/8/8/8/1qk5/8/K7/8 b - -,c7c6 g1e2 b8d7 f2f3 e4d6 d3f5 d6f5 e1h1 f5d6 b1d2,Mate
r2qkbnr/pp1b1ppp/2npp3/1B6/3NP3/2P5/PP3PPP/RNBQ1RK1 b kq -,c6e5 c3c4 a8c8 d1e2 g8f6 b5d7 f6d7 b2b3 a7a6 b1c3,50
rnb1kbnr/ppp2ppp/8/3p4/4q3/5N2/PPPPQPPP/RNB1KB1R b KQkq -,e4e2 f1e2 f8d6 b1c3 c7c6 e1h1 g8e7 d2d3 e8h8 c1d2,-31
r1b1k2r/ppppnppp/2n2q2/2b1p3/2B1P3/2P2N1P/PP1P1PP1/RNBQ1RK1 b kq -,h7h6 b2b4 c5b6 d2d3 a7a6 c1e3 e8h8 a2a4 d7d6 b1d2,79
rnbq1rk1/ppp2ppp/3b1p2/3p4/3P4/2N1PN2/PPP2PPP/R2QKB1R b KQ -,b8d7 c3d5 c7c6 d5c3 f6f5 f1d3 d7f6 e1h1 f8e8 c3e2,79
r1b1kbnr/pppp1ppp/5q2/8/2PPp3/2N5/PP1P1PPP/R1BQKB1R b KQkq -,a7a5 c3d5 f6d8 d2d3 c7c6 d5c3 e4d3 f1d3 g8f6 e1h1,163
r2qkbnr/ppp2ppp/2npp3/3P4/4P1b1/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,g4f3 g2f3 e6d5 e4d5 c6e5 d1e2 d8e7 c1e3 a7a6 e1a1,209
8/8/8/8/3k1K2/8/3Q4/8 b - -,g4f3 g2f3 e6d5 e4d5 c6e5 d1e2 d8e7 c1e3 a7a6 e1a1,Mate
8/8/2kp4/8/2K5/8/8/8 b - -,,0
rnbqkbnr/ppp2ppp/8/3p4/4p3/1N4P1/PPPPPP1P/RNBQKB1R b KQkq -,f8e7 f1g2 g8f6 e1h1 e8h8 d2d3 e4d3 e2d3 c8g4 g2f3,-45
r1bqkbnr/pp1p1ppp/4p3/1Bp5/3NPP2/8/PPPP2PP/RNBQK2R b KQkq -,g8f6 e4e5 c5d4 e5f6 g7f6 b5e2 d7d5 e1h1 h7h5 g1h1,607
1r3r1k/1pNQ1Bbp/p1b2pp1/q7/8/8/PP3PPP/2RR2K1 b - -,c6d7 d1d7 b8d8 d7d8 f8d8 c7d5 a5a2 c1f1 g7f8 g2g3,-910
r1bqkbnr/pp3ppp/2n5/2pp4/8/5N1P/PPPPBPP1/RNBQK2R b KQkq -,d5d4 e1h1 f8d6 c2c3 g8e7 c3d4 c6d4 f3d4 c5d4 e2b5,-54
rnbqkb1r/1pp2pp1/p3pn1p/3p4/2PP1B2/3BPN2/PP3PPP/RN1QK2R b KQkq -,f8d6 f4d6 c7d6 c4d5 f6d5 e1h1 e8h8 b1c3 d5c3 b2c3,65
r3kb1r/pppq1ppp/2np1n2/4p3/2B1P1b1/2PP2QP/PP3PP1/RNB1K1NR b KQkq -,e8a8 h3g4 d6d5 e4d5 f6d5 c4d5 d7d5 g3f3 d5b5 f3f7,615
rnbqkb1r/ppp2p1p/3p1np1/3Pp3/2P5/2N2N2/PP2PPPP/R1BQKB1R b KQkq -,a7a5 e2e4 b8a6 f1d3 f8g7 d3c2 e8h8 a2a3 a6c5 c1g5,52
r2qk1nr/pbpnppbp/1p1p2p1/8/3PP3/3B1N2/PPPN1PPP/R1BQR1K1 b kq -,a7a5 d3b5 g8h6 c2c3 e8h8 d1a4 d7f6 e4e5 f6d5 d2e4,137
r1bqk2r/pppp1ppp/2n5/1B2P3/4n3/4PN2/PPP3PP/RN1QK2R b KQkq -,d8e7 d1d5 e7b4 b1d2 e4d2 f3d2 b4h4 e1d1 e8h8 d2f3,-101
8/8/5k2/1B1p4/1P1P1K2/8/5P2/8 b - -,h7h6 d1d5 e4g5 b1d2 a7a6 b5c6 d7c6 d5d8 e8d8 h2h4,Mate
rn1qkbnr/pp2pppp/2p5/3p1b2/3P1B2/N1P5/PP2PPPP/R2QKBNR b KQkq -,g8f6 g1f3 e7e6 a3b1 d8b6 d1b3 b8d7 b1d2 f6h5 f4e3,-64
rn1qkb1r/ppp2ppp/3pbn2/3Bp3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -,f6d5 c3d5 e6d5 e4d5 f8e7 e1h1 e8h8 d2d3 b8d7 c2c4,-44
r1bqkbnr/4pppp/p1p5/2pp4/8/1PN1P3/PBPP1PPP/R2QK1NR b KQkq -,g8h6 c3a4 c5c4 g1f3 f7f6 b2a3 e7e5 a3f8 h8f8 e1h1,108
r1bq1b1r/pppp1kpp/2n5/4P1Nn/3p4/8/PPP2PPP/RNBQK2R b KQ -,d8g5 c1g5 g7g6 e1h1 h7h6 d1f3 f7g8 g5f6 h8h7 f3e4,Mate
rn1qkb1r/pp2pppp/2p1bn2/8/2pP4/2N1PN2/PP1B1PPP/R2QKB1R b KQkq -,b8d7 f3g5 e6g4 f1c4 e7e6 f2f3 g4h5 e1h1 f8d6 c3e4,44
rnbq1rk1/ppp1ppbp/5np1/3P4/2BP4/4PN2/PP3PPP/RNBQK2R b KQ -,c7c6 d5c6 b8c6 e1h1 d8c7 b1c3 c8g4 h2h3 g4f3 d1f3,128
rn1qkb1r/pp2ppp1/2p1Nn1p/8/2pP4/2N1P3/PP3PPP/R1BQKB1R b KQkq -,d8a5 e6f8 c6c5 f1c4 c5d4 e3d4 b8c6 e1h1 a8d8 c4b5,984
rnb1kb1r/ppp2ppp/8/3qp3/8/3P4/PPP1NPPP/R1BQKB1R b KQkq -,c8e6 e2c3 d5d7 f1e2 b8c6 e1h1 e8a8 e2f3 h7h5 f1e1,-86
r1bqk2r/pppp1ppp/2nb1n2/4p3/2P1P3/2N3P1/PP1P1PBP/R1BQK1NR b KQkq -,d6b4 a2a3 b4c3 b2c3 e8h8 d2d3 f8e8 g1f3 d7d6 e1h1,44
8/7k/5K2/8/8/1B3N2/8/8 b - -,d6b4 a2a3 b4c3 b2c3 e8h8 d2d3 f8e8 g1f3 d7d6 e1h1,Mate
r1bqk1nr/pppp1ppp/2nb4/3Pp3/2B1P3/2P2N2/PP3PPP/RNBQK2R b KQkq -,g8f6 d5c6 b7c6 b1d2 d6c5 f3e5 d8e7 e5d3 d7d5 d3c5,727
