8/8/4k3/2N5/3K4/2Q5/8/8 b - -,d8a5 h1g1 h7h5 g4g5 g8e7 c1e3 d6d5 d1d2 e7g6 a2a3,Mate
rn2kb1r/pbpp1ppp/1p2pq2/8/2PPP3/2N5/PP3PPP/R2QKBNR b KQkq -,f8b4 e4e5 f6f4 d1d3 e8h8 a2a3 b4c3 d3c3 f7f6 g1e2,-95
8/4k3/2p1p2R/p1r3p1/3rP2p/PP6/1K3RPP/1B1b4 b - -,d1g4 h6h7 e7d6 a3a4 g4d1 h7g7 g5g4 f2f8 d1e2 b1c2,84
rnbqk2r/ppp2pp1/3p1n1p/2b1p3/2B1P3/5N1P/PPPP1PP1/RNBQR1K1 b kq -,c5b6 d2d4 b8d7 d4e5 d6e5 a2a4 c7c6 c2c3 b6c7 b2b4,59
rnbqkbnr/pp2p1pp/5p2/1B1p4/3P4/2N5/PPP2PPP/R1BQK1NR b KQkq -,d8d7 b5d7 c8d7 c3d5 b8a6 d1h5 g7g6 h5e2 e8a8 g1f3,900
rnbqkb1r/ppp1pp1p/5np1/1B2N3/8/8/PPPP1PPP/RNBQK2R b KQkq -,b8c6 e5c6 d8d5 c6a7 c7c6 e1h1 a8a7 b5e2 f8g7 d2d3,106
rnbkqbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BKQBNR b KQkq -,e8d7 c1f4 e7e6 d1a1 b8c6 e2e4 g8f6 f4g5 f8e7 e4e5,146
r1bq1rk1/ppp1ppbp/2np1np1/7P/3PPB2/2N5/PPP1BPP1/R2QK1NR b KQ -,a7a5 h5h6 g7h8 g1f3 c8g4 d4d5 e7e5 f4g5 c6d4 a2a4,82
r1bqk1nr/pppnppb1/3p2pp/8/2BPP3/2N1BN2/PPP2PPP/R2QK2R b KQkq -,a8b8 a2a4 a7a6 e1h1 e7e6 f1e1 b7b6 d1d2 c8b7 h2h3,160
r1bqk2r/pp1pnpbp/2n1p1p1/2p5/2P1PP2/2NP1NP1/PP5P/R1BQKB1R b KQkq -,d7d5 e4e5 b7b6 f1g2 e8h8 e1h1 c8a6 c3b5 d8d7 a2a4,-49
8/8/3Rk3/2K5/8/8/8/8 b - -,d7d6 d1d2 c6d4 f1g2 d4f3 g2f3 e7c6 b2b3 c6d4 e1h1,Mate
rnbqkbnr/pp2p1pp/5p2/3p4/3P1B2/2N5/PPP2PPP/R2QKBNR b KQkq -,e7e6 c3b5 b8a6 f1d3 g7g6 g1f3 c8d7 a2a4 g8h6 f4h6,237
8/3k4/8/2p1P3/7R/PK6/6rP/8 b - -,g2f2 b3c4 d7e6 a3a4 e6e5 c4c5 f2c2 c5b6 c2b2 b6a6,608
r2qkbnr/pp3ppp/2np4/2p1p3/2P3b1/2NP1NP1/PP2PPBP/R1BQK2R b KQkq -,g8f6 h2h3 g4f5 e1h1 f8e7 b2b3 e8h8 e2e3 h7h6 c1b2,95
r2qk2r/ppp2ppp/2n1pn2/3P1bB1/Qb1P4/2N2N2/PP2PPPP/R3KB1R b KQkq -,f6d5 g5d8 d5c3 b2c3 b4c3 e1d1 c3a1 d8h4 e8h8 e2e3,600
8/3r4/3k4/1K6/3Q4/8/8/8 b - -,d6e6 d4e4 e6d6 e4f4 d6e6 f4h6 e6e5 h6g5 e5e6 b5c6,4967
rn1qkbnr/pbpppppp/1p6/8/3P4/1P2P3/P1P2PPP/RNBQKBNR b KQkq -,d7d5 g1f3 e7e6 c1b2 g8f6 f1d3 c7c5 b1d2 f8e7 c2c4,11
1k5R/rp6/p7/p5B1/K7/8/8/8 b - -,c7c5 d4c5 b6c5 c1b2 e7e6 c2c4 g8f6 g1f3 g7g6 g2g3,Mate
r1bqk2r/ppp2ppp/2n1pn2/8/1bBP4/4PN2/PP1B1PPP/RN1QK2R b KQkq -,b4e7 d1c2 e8h8 a2a3 e7d6 e1h1 e6e5 h2h3 e5d4 e3d4,88
r1bq1rk1/1pp1bppp/1nn5/p3p3/8/2NPBNP1/PP2PPBP/1R1Q1RK1 b - -,c8f5 b1c1 f5e6 d3d4 e5d4 f3d4 c6d4 d1d4 b6c4 g2b7,30
rn1qkbnr/ppp2ppp/3pB3/4P3/5p2/2N2N2/PPPP2PP/R1BQK2R b KQkq -,g7g5 e6d5 g5g4 e5d6 g4f3 d1f3 f8d6 d5b7 b8d7 b7a8,815
r1b1kbnr/ppp1pppp/8/8/1n6/2N2N2/PPPPBPPP/R1BK3R b kq -,e7e6 c3b5 b4a6 d2d4 c7c6 b5c3 a6c7 a2a4 g8f6 a4a5,52
rnb1kbnr/ppp1q1pp/3p4/8/3NN3/8/PPP1QPPP/R1B1KB1R b KQkq -,h7h6 d4b5 e8d8 c1e3 c8d7 b5c3 g8f6 e4f6 g7f6 e1a1,230
5N2/6p1/6k1/4K1N1/8/8/8/8 b - -,,0
r1bqkbnr/pp2pppp/2np4/4P3/8/2N2N2/PP3PPP/R1BQKB1R b KQkq -,d6e5 d1b3 d8c7 f1b5 c8e6 b5c6 b7c6 b3a4 g7g6 e1h1,-184
rnbqkb1r/ppp2ppp/4pn2/8/3Pp3/2N1B3/PPP1NPPP/R2QKB1R b KQkq -,c8d7 e2g3 d7c6 a2a3 b8d7 d1e2 f8e7 h2h4 e8h8 e3g5,-125
rnbqk2r/ppp2ppp/4pn2/8/1b1Pp3/P1N1B3/1PP1NPPP/R2QKB1R b KQkq -,b4d6 e2g3 e8h8 g3e4 f6e4 c3e4 b8c6 d1h5 f7f5 e4d6,74
8/3Q3R/4k3/8/8/4K3/8/8 b - -,b4d6 e2g3 e8h8 g3e4 f6e4 c3e4 b8c6 d1h5 f7f5 e4d6,Mate
8/1r4k1/3R1ppp/1p6/2p4P/2P5/1P4PK/8 b - -,b7e7 d6b6 e7e5 b6b7 g7f8 h2g3 e5f5 g3g4 f5f2 b7b5,-85
r1bq1rk1/ppp1ppbp/2np1np1/1B6/3PPB2/2N2N2/PPP2PPP/R2Q1RK1 b - -,f6h5 f4e3 a7a6 b5e2 e7e5 d4e5 d6e5 d1d8 f8d8 c3d5,56
8/1r6/5pkp/1p1R3p/2p5/2P3K1/1P4P1/8 b - -,f6f5 g3f4 b7b6 g2g3 b6e6 d5b5 e6e4 f4f3 h5h4 g3h4,-39
r1bqk2r/ppp1ppbp/2n3p1/3n4/3P4/4PNB1/PP3PPP/RN1QKB1R b KQkq -,h7h5 h2h3 e8h8 f1b5 d5f6 b1c3 c8f5 b5d3 f5d3 d1d3,119
r1bqkb1r/pp1p1ppp/2n1pn2/2p5/2P5/1PN1P3/PB1P1PPP/R2QKBNR b KQkq -,a7a6 g1f3 d7d5 c4d5 e6d5 d2d4 c8g4 d4c5 f8c5 f1e2,29
r1bqk1nr/p1pp1ppp/2p5/4p3/4P3/2P2N2/PPP2PPP/R1BQK2R b KQkq -,d7d6 d1e2 g8e7 b2b3 e8h8 c1b2 a7a5 a2a4 c6c5 e1a1,-81
rnbqk2r/3p1ppp/2p2n2/ppb1p1B1/P3P3/1BNP4/1PP2PPP/R2QK1NR b KQkq -,b5b4 c3b1 d7d5 b1d2 e8h8 d1f3 c8e6 g5f6 d8f6 f3f6,-95
2R5/rp6/pk6/p7/K7/8/8/8 b - -,d7d6 a4b5 c6b5 c3b5 e8h8 g1f3 c5f2 e1f2 d8b6 f2g3,Mate
3B3R/rpk5/p7/p7/K7/8/8/8 b - -,c7c6 d8b6 c6b6 h8c8 a7a8 c8a8 b6c6 a4a5 c6c7 a8f8,Mate
rnbqkbnr/pp3pp1/4p2p/3pN3/3P4/2N5/PPP2PPP/R1BQKB1R b KQkq -,c8d7 d1h5 g7g6 h5f3 g8f6 c1f4 b8c6 e1a1 f6h5 f4e3,62
r2qkb1r/1pp1pppp/p1n2n2/3p4/3P1Bb1/2PBPN1P/PP3PP1/RN1QK2R b KQkq -,g4f3 d1f3 e7e6 b1d2 f8d6 f4g5 h7h6 g5h4 g7g5 h4g3,117
8/8/8/p7/P2P1k2/8/3K4/8 b - -,g4f3 d1f3 e7e6 b1d2 f8d6 f4g5 h7h6 g5h4 g7g5 h4g3,Mate
r1bqk1nr/pp1p1pbp/2n1p1p1/2p3N1/2B1P3/2N5/PPPP1PPP/R1BQ1RK1 b kq -,d8g5 d2d4 g5d8 d4c5 g8e7 c1f4 e8h8 f4d6 b7b6 c5b6,-328
r2qkbnr/ppp2Npp/3p4/1b6/4P3/8/PPP2PPP/RNBQK2R b KQkq -,d8d7 f7h8 e8a8 b1c3 b5a6 c1e3 g8f6 d1d4 c7c5 d4d2,730
6k1/R7/7K/8/8/8/8/8 b - -,b5e2 d1d5 g8f6 d5b3 e2c4 b3c4 d6d5 f7d8 d5c4 d8e6,Mate
r1bqk1nr/ppppbppp/2n5/8/6Q1/4P3/PPP2PPP/RNB1KBNR b KQkq -,g8f6 g4d1 d7d5 g1f3 e8h8 f1e2 d8d6 e1h1 c8f5 b1c3,-91
5k2/R7/2K5/8/8/8/8/8 b - -,e7f8 g4a4 d7d5 g1f3 g8f6 c2c4 d5c4 b1d2 c8d7 f1c4,Mate
8/8/2k5/4K3/8/8/8/3R4 b - -,e7f8 g4a4 d7d5 g1f3 g8f6 c2c4 d5c4 b1d2 c8d7 f1c4,Mate
r2N1bnr/pp3kpp/5p2/2pp2B1/2B5/2Pp4/PP3PPP/RN1bR1K1 b - -,a8d8 c4d3 d1g4 h2h3 g4e6 g5f4 g8e7 b1a3 a7a6 a3c2,-193
rnbqkbnr/pp3ppp/2pp4/4p3/4P3/3P1N2/PPPN1PPP/R1BQKB1R b KQkq -,f8e7 c2c3 g8f6 d3d4 e5d4 c3d4 d6d5 e4e5 f6d7 f1d3,34
rnbqk2r/ppp1bppp/3p1n2/6B1/8/3P1NP1/PPP2P1P/RN1QKB1R b KQkq -,c7c5 b1c3 b8c6 f1g2 h7h6 g5e3 e8h8 e1h1 c8f5 d3d4,-44
rnbqkb1r/pp2pppp/2p2n2/8/P2P4/2N2N2/1PP2PPP/R1BQKB1R b KQkq -,h7h6 f1d3 c8g4 a4a5 a7a6 h2h3 g4f3 d1f3 e7e6 a1a4,104
4r1k1/pp3p1p/2p1nqp1/3p4/3P2N1/2P5/PP2QPPP/4R1K1 b - -,f6g5 f2f4 g5h4 g2g3 h4d8 e2e5 e6g7 g4f6 d8f6 e5f6,211
r2qk1nr/pp2bpQp/8/1b1p4/3p4/8/PPPP1PPP/RNB1R1K1 b kq -,d4d3 b1c3 b5c6 g7h8 e8f8 c2d3 d8d6 h8h7 d6g6 h7h3,550
rnbqkbnr/ppp2ppp/8/4p3/3pP3/7N/PPPP1PPP/R1BQKBNR b KQkq -,h7h6 f1c4 b8c6 a2a3 g7g5 f2f3 g8e7 h3f2 e7g6 g1e2,-98
rnbqkb1r/ppp2ppp/5n2/4p3/3pP3/3P3N/PPP2PPP/R1BQKBNR b KQkq -,b8c6 a2a3 h7h6 f2f4 f6g4 g1f3 g4e3 c1e3 d4e3 c2c3,-91
rnb1kbnr/ppq2pp1/2pp3p/4p3/P1BPP3/2N2N2/1PP2PPP/R1BQK2R b KQkq -,a7a6 c1e3 f8e7 e1h1 b8d7 a4a5 g8f6 h2h3 e8h8 f1e1,133
rn1qkbnr/ppp2ppp/8/4p3/3pP3/7P/PPPP1P1P/R1BQKBNR b KQkq -,b8c6 f1c4 d8d7 d1g4 d7e7 d2d3 c6a5 c4b5 c7c6 c1d2,-97
2kr1bnr/pppqpppp/2n5/3pN3/3P2b1/6P1/PPP1PPBP/RNBQ1RK1 b - -,d7f5 e5c6 b7c6 f2f3 g4h3 g3g4 f5d7 g2h3 h7h5 d1d3,569
r1bqkbnr/1p1p1ppp/p1n1p3/8/4P3/P1N5/1PP2PPP/R1BQKBNR b KQkq -,g8f6 g1f3 d8c7 d1e2 d7d6 c1f4 f8e7 g2g4 f6g4 h1g1,-70
rnbqk1nr/pp2ppbp/3p2p1/2P5/5B2/4PN2/PPP2PPP/RN1QKB1R b KQkq -,d6c5 d1d8 e8d8 b1d2 g7b2 a1b1 b2g7 f1c4 g8f6 f3e5,149
rnbqkb1r/ppp1pppp/3n4/3p4/3P1B2/4PP2/PPP3PP/RN1QKBNR b KQkq -,c7c5 d4c5 d6f5 e3e4 e7e5 e4f5 e5f4 b1c3 d8h4 g2g3,32
rnbqkb1r/ppp2ppp/4pn2/3p4/8/4PN1P/PPPPBPP1/RNBQK2R b KQkq -,b7b6 e1h1 f8d6 c2c4 e8h8 d2d4 c8b7 b2b3 d8e7 c1b2,-9
rnbqkbnr/pp3ppp/4p3/1BppP3/3P1P2/8/PPP3PP/RNBQK1NR b KQkq -,d8d7 b5d7 c8d7 f4f5 c5d4 g1f3 b8c6 b1a3 f8a3 b2a3,576
r1bqk2r/ppp2ppp/2np4/2b1P3/2B1P1n1/2NP1N2/PPP3PP/R1BQK2R b KQkq -,g4f2 d1e2 f2h1 c1g5 d8d7 e5d6 c7d6 e1a1 h1f2 d1f1,-134
8/8/8/5k2/3Q4/8/2K5/8 b - -,c5f2 e1f1 d6e5 c3d5 f2c5 d1e2 h7h6 c2c3 e8h8 b2b4,Mate
r1bk2nr/ppp2ppp/2n5/4p3/1b2P3/P1N2N2/1PP2PPP/R1B1KB1R b KQ -,b4e7 c1e3 g8f6 e1a1 c8d7 f1c4 d8e8 c3b5 e7d8 h2h3,124
8/8/4k3/2Q5/8/8/2K5/8 b - -,b4e7 c1e3 g8f6 e1a1 c8d7 f1c4 d8e8 c3b5 e7d8 h2h3,Mate
8/8/5k2/3Q4/8/8/2K5/8 b - -,b4e7 c1e3 g8f6 e1a1 c8d7 f1c4 d8e8 c3b5 e7d8 h2h3,Mate
8/6k1/4Q3/8/8/8/2K5/8 b - -,b4e7 c1e3 g8f6 e1a1 c8d7 f1c4 d8e8 c3b5 e7d8 h2h3,Mate
r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P1P2/2P1B3/PP1Q2PP/RN2KBNR b KQkq -,f7f6 g1f3 g8h6 f1d3 c8d7 h2h3 f6e5 d4e5 h6f7 e1h1,44
r1bqkb1r/ppp1ppp1/2n2n1p/3p4/3P1B1P/2P1P3/PP3PP1/RN1QKBNR b KQkq -,f6d7 f1b5 a7a6 b5c6 b7c6 d1a4 c8b7 g1f3 e7e6 b1d2,41
rnbqkb1r/1pp1pppp/p4n2/8/2pP4/2N2NP1/PP2PP1P/R1BQKB1R b KQkq -,b7b5 f1g2 c8b7 e1h1 b8d7 c1g5 f6e4 g5f4 e7e6 a2a4,-85
r1bqk2r/ppp2ppp/2p5/2b1p3/4n3/5N1P/PPPPQPP1/RNB2RK1 b kq -,e4f2 e2e5 d8e7 e5e7 e8e7 d2d4 f2h3 g2h3 c5d6 f1e1,225
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5Q2/PPPP1PPP/RNB1KBNR b KQkq -,g8f6 b1c3 e7e6 f3g3 h7h5 h2h4 d7d5 f1b5 c8d7 b5c6,-146
r2qkbnr/ppp2ppp/2np4/8/3PPBb1/5N2/PPPN2PP/R2QKB1R b KQkq -,f8e7 c2c3 g8f6 d1c2 d6d5 e4e5 f6h5 f4e3 d8d7 f1d3,166
r1bq1rk1/pppnbppp/4pn2/3p4/3P4/P1NBPN1P/1PP2PP1/R1BQK2R b KQ -,c7c5 e1h1 d8c7 c3b5 c7b8 b5c3 a7a6 d4c5 d7c5 b2b4,-79
8/8/8/8/2Rk4/5K2/3pp3/8 b - -,,0
r1bqk2r/pp1nppbp/2pp1np1/8/2PPP3/2NB4/PP2NPPP/R1BQ1RK1 b kq -,a7a5 h2h3 e8h8 c1e3 e7e5 d1d2 f8e8 f2f4 e5d4 e3d4,131
r1b1k1nr/ppp2ppp/2n5/3qp3/1b6/2NP1N2/PP1BPPPP/R2QKB1R b KQkq -,b4c3 b2c3 g8f6 e2e4 d5d6 f1e2 b7b6 e1h1 e8h8 h2h3,50
rnb1kbnr/ppq1pppp/3p4/2p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,c8g4 d4c5 c7c5 c1e3 c5a5 d1d2 b8c6 f3d4 c6d4 e3d4,215
r2qkbnr/pp2pppp/8/3p4/3N1Bb1/3B4/PPP2PPP/RN1QK2R b KQkq -,h7h5 d3b5 g4d7 e1h1 a8c8 b5d7 d8d7 b1d2 d7g4 c2c3,556
rn1qkb1r/pp2pppp/2p2n2/3p4/2P5/1Q3BP1/PP1PPP1P/RNB1K2R b KQkq -,b8d7 c4d5 c6d5 f3d5 f6d5 b3d5 d8b6 e1h1 e7e6 d5e4,154
r3k2r/ppp2pp1/2np4/2BBp3/4P1N1/3PKP2/PPP3q1/RN1Q1R2 b kq -,d6c5 d5c6 b7c6 f1g1 g2h3 b1d2 e8a8 g1h1 h3g3 d1g1,1092
r1bqkbnr/ppp2ppp/2n5/3p4/2PPp3/1P6/PB1NPPPP/RN1QKB1R b KQkq -,e4e3 f2e3 g8f6 b1c3 f8b4 d1c1 e8h8 g2g3 f8e8 a2a3,-44
rnbqk1nr/ppp3pp/3p1p2/2b1p3/2B1PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq -,d8d7 d2d4 e5d4 f3d4 d7g4 c1e3 g4d1 a1d1 c5d4 e3d4,192
r2qkbnr/pp1npppp/2pp4/8/2BPP1b1/2N2N2/PPP2PPP/R1BQK2R b KQkq -,d6d5 e4d5 d7b6 d1d3 b6c4 d3c4 g4f3 g2f3 c6d5 c3d5,144
rnb1kb1r/pppp1ppp/5n2/8/8/2N2N2/PPPPBPPP/R1B1K2R b KQkq -,a7a6 d2d4 d7d6 c1f4 f8e7 e1a1 e8h8 h1e1 f8e8 e2c4,72
r1bqk2r/pppp1ppp/2n1pn2/8/1b1P4/P1N1PN2/1PP2PPP/R1BQKB1R b KQkq -,b4c3 b2c3 e8h8 c3c4 d7d6 c1b2 f8e8 f1e2 c8d7 f3d2,12
rn1qkbnr/pp3ppp/4p3/5b2/2B5/5N2/PP1P1PPP/RNBQK2R b KQkq -,b8c6 b1c3 g8f6 d2d4 f8b4 e1h1 e8h8 c1e3 h7h6 a1c1,-88
r1bq1rk1/ppppnppp/2n5/1BbNp3/4P3/5N2/PPPP1PPP/R1BQ1RK1 b - -,e7d5 e4d5 e5e4 d2d4 c5b6 d5c6 e4f3 d1f3 d7c6 b5d3,-51
rn1qkbnr/1bp2ppp/pp2p3/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R b KQkq -,g8f6 c4d5 f6d5 c3d5 b7d5 a1c1 f8d6 f4g3 e8h8 f1c4,73
r3bk2/1p2bp1r/4pn1p/p3N3/2Pp1B2/8/Q4PPP/3R1RK1 b - -,h6h5 d1d4 e8c6 f4g5 f8g8 h2h4 h7g7 a2b2 a8e8 f2f3,809
r1bqk2r/pp1nbppp/3ppn2/2p5/4P3/3P1NP1/PPP2PBP/RNBQR1K1 b kq -,e6e5 b1c3 d7b8 f3d2 e8h8 a2a4 c8g4 f2f3 g4e6 d2c4,76
r3kbnr/ppp1pppp/3q4/3P4/1n4b1/P1N2N2/1PP2PPP/R1BQKB1R b KQkq -,b4d5 d1d5 d6d5 c3d5 e8a8 f3e5 g4h5 d5c3 f7f6 g2g4,670
r1bqkbnr/pp3p1p/2np2p1/2p1p3/4P3/2NP2P1/PPP1NPBP/R1BQK2R b KQkq -,c8e6 c3d5 f8g7 c2c3 g8f6 e1h1 e8h8 d5f6 d8f6 f2f4,74
rnbqkb1r/p2p1ppp/1p3n2/2p1p3/2P1P3/2N3P1/PP1P1PBP/R1BQK1NR b KQkq -,a7a5 f2f4 b8c6 g1e2 d7d6 f4f5 f8e7 e1h1 e8h8 d2d3,69
rnbqk1nr/p1pp1pbp/1p2p1p1/6B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq -,g7d4 g5d8 d4c3 b2c3 e8d8 e2e4 f7f6 f3d4 d8e7 d4b5,751
r1b1kb1r/ppp1pppp/2n2n2/1N6/1q1P4/5N2/PPPB1PPP/R2QKB1R b KQkq -,e7e5 b5c7 e8d8 c7a8 b4e7 d4e5 c8d7 d1e2 f6h5 d2g5,852
r2qkbnr/pp1bpppp/2np4/1Bp5/4P3/N4N2/PPPP1PPP/R1BQ1RK1 b kq -,h7h6 f1e1 e7e6 c2c3 g8f6 a3c2 f8e7 d2d4 c5d4 c3d4,37
rnbqkb1r/ppppn1pp/4p3/4Pp2/3P1P2/8/PPP3PP/RNBQKBNR b KQkq -,b7b6 g1f3 c8b7 h2h4 b7f3 d1f3 b8c6 c2c3 a7a6 f1c4,159
8/8/8/8/2k5/2P5/1K6/8 b - -,c4b5 b2b3 b5c5 c3c4 c5b6 b3b4 b6c6 b4c3 c6b7 c4c5,Mate
r2qkbnr/pp3ppp/2n1p3/2ppPb2/3P4/2P2N2/PP1N1PPP/R1BQKB1R b KQkq -,d8b6 d2b3 c5c4 b3d2 f7f6 e5f6 g8f6 f1e2 b6c7 b2b3,-48
rnbqkbnr/ppp2ppp/3p4/4p3/3P4/2P5/PP1NPPPP/R1BQKBNR b KQkq -,e5d4 c3d4 d6d5 e2e3 g8f6 f1d3 f8d6 g1e2 e8h8 e1h1,-33
r1bqkbnr/ppp2ppp/2np4/4p3/3PP3/2P5/PP1N1PPP/R1BQKBNR b KQkq -,e5d4 g1e2 d4c3 e2c3 g8f6 f1d3 f8e7 e1h1 e8h8 d2f3,-90
r1bqkb1r/ppp2ppp/2np1n2/3Pp3/4P3/2P5/PP1N1PPP/R1BQKBNR b KQkq -,f6d5 e4d5 c6e7 d2e4 a7a6 c3c4 f7f5 e4c3 g7g6 f1d3,410
r2qk1nr/pppb1pbp/2np2p1/1B2p3/4P3/2P2N1P/PP1P1PP1/RNBQR1K1 b kq -,d8e7 d2d4 g8f6 a2a4 e8h8 b1a3 a7a6 b5d3 f6h5 d3f1,93
2Q5/8/8/3b1k2/8/3K4/8/8 b - -,d8e7 d2d4 g8f6 a2a4 e8h8 b1a3 a7a6 b5d3 f6h5 d3f1,Mate
rnbqkbnr/pp3ppp/4p3/1Bp1P3/1P1p4/5N2/P1PP1PPP/RNBQK2R b KQkq -,d8d7 b5d7 c8d7 b4c5 f8c5 c1a3 c5a3 b1a3 g8e7 f3d4,846
rnbqk2r/pppp1ppp/5n2/2b1p3/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq -,d7d5 f3e5 e8h8 e5f3 c8f5 f1e2 b8c6 d2d3 d5d4 e3e4,190
r3kbnr/pp2pppp/2n5/3q1b2/3P4/N4N2/PP3PPP/R1BQKB1R b KQkq -,e7e6 a3b5 a8c8 b5c3 f8b4 f1e2 d5a5 d1b3 f5e4 e1h1,-80
rnb1kb1r/1p2pppp/p2p1n2/2q5/5B2/2NBPN2/PPP2PPP/R2QK2R b KQkq -,e7e6 e1h1 c5c7 f3d2 f8e7 a2a4 b8c6 d2c4 c6a5 c4a5,41
r1b1k1nr/pppp1ppp/2n2q2/2b3B1/2B1P3/1Qp2N2/PP3PPP/RN2K2R b KQkq -,c6d4 g5f6 d4b3 f6c3 b3a1 c3g7 g8e7 g7h8 a1c2 e1d2,59
8/8/2kQ4/8/8/4K3/8/8 b - -,,0
r1b1k2r/ppppqppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP2QPPP/RNB1K2R b KQkq -,c5b6 b1d2 c6d8 b5a4 c7c6 a4c2 e8h8 e1h1 d7d6 d2c4,40
2R1k3/8/5K2/8/8/8/8/8 b - -,c5b6 b1d2 c6d8 b5a4 c7c6 a4c2 e8h8 e1h1 d7d6 d2c4,Mate
8/8/1PK5/2P1k3/8/8/8/8 b - -,c5b6 b1d2 c6d8 b5a4 c7c6 a4c2 e8h8 e1h1 d7d6 d2c4,Mate
r1bqkbnr/1p3ppp/p1B5/2pp4/8/2P2N2/PP1P1PPP/RNBQK2R b KQkq -,d8d7 c6d7 c8d7 d1b3 e8a8 b3d5 g8f6 d5b3 d7c6 e1f1,1181
r1bqk1nr/pppp1ppp/2nb4/4p3/3P4/2P1PN2/PP3PPP/RNBQKB1R b KQkq -,e5d4 c3d4 d6b4 c1d2 g8f6 d2b4 c6b4 a2a3 b4d5 f1d3,88
rn1qk2r/pbppnppp/1p2p3/8/1bP1P3/2NP1N2/PP1B1PPP/R2QKB1R b KQkq -,h7h6 a2a3 b4c3 d2c3 e8h8 g2g4 d7d5 d1e2 c7c5 g4g5,31
rnbqk1nr/ppp2ppp/4p3/b2p4/3PP3/P1N2N2/1PP2PPP/R1BQKB1R b KQkq -,d5e4 f3g5 g8f6 b2b4 a5b6 c3e4 d8d4 d1d4 b6d4 c2c3,-114
r2q1rk1/ppp1ppbp/3p1np1/n2P1b2/2PN4/2N3P1/PP2PPBP/R1BQ1RK1 b - -,d8d7 d4f5 d7f5 b2b3 e7e5 e2e4 f5d7 d1e2 b7b6 b3b4,141
r3kb1r/pppqpppp/2n2n2/3p1b2/3P1B2/3BPN2/PPPN1PPP/R2QK2R b KQkq -,f5g4 h2h3 g4f3 d2f3 e7e6 f3e5 c6e5 d4e5 f6g8 e1h1,145
rnbqkb1r/ppppp3/5P2/5p1p/3P3p/8/PPP1BPPP/RN1QK1NR b KQkq -,e8f7 e2h5 f7f6 b1c3 e7e6 g2g4 h4g3 h2g3 d7d5 d1e2,348
r1bqkb1r/ppp2ppp/4pn2/3pP3/2P5/2N5/PP2PPPP/R1BQKB1R b KQkq -,f6g8 c4d5 f8c5 d1d3 a7a6 e2e4 g8e7 c1g5 h7h6 g5h4,235
r2qkb1r/ppp1pppp/2n5/3p4/3PnPb1/2P1PN2/PP1N2PP/R1BQKB1R b KQkq -,g7g6 f1d3 g4f3 d2f3 e7e6 e1h1 f7f5 d1b3 a8b8 b3c2,88
r1bQkbnr/ppp3pp/2n2p2/4p3/4P3/2N2N2/PPP2PPP/R1B1KB1R b KQkq -,e8f7 f1c4 c8e6 d8d7 f8e7 d7e6 f7e8 e6f7 e8d8 f7g7,2444
rn1qkbnr/pp3ppp/4p3/3p4/3P4/2NQ4/PPP1NPPP/R1B1K2R b KQkq -,b8c6 c1f4 c6b4 d3d2 a8c8 e1a1 b4c6 c1b1 c6a5 b2b3,-44
rnb1k2r/ppp2ppp/3b1n2/3q4/3Np3/2P5/PP1PBPPP/RNBQ1RK1 b kq -,b8c6 d4c6 d5c6 d2d4 e4d3 d1d3 c8e6 e2f3 c6d7 g2g3,-60
r1bnkbnr/ppp3pp/5p2/1B2p3/4P3/2N2N2/PPP2PPP/R1B1K2R b KQkq -,,0
r2q1rk1/pp1bppbp/2Pp1np1/n7/2PN4/1PN3P1/P3PPBP/R1BQ1RK1 b - -,d7c8 c6b7 c8b7 c3d5 e7e6 d5f6 g7f6 g2b7 a5b7 c1e3,326
rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP2P/2N2N2/PP2BPP1/R1BQK2R b KQ -,e5d4 f3d4 f8e8 e2f3 b8d7 e1h1 d7e5 f3e2 h7h6 c1f4,-90
r1bqk1nr/pppp1ppp/2n5/b3p1N1/2B1P3/2P5/P2P1PPP/RNBQK2R b KQkq -,d8g5 e1h1 g5g6 d2d4 e5d4 c3d4 g8e7 c1a3 d7d6 d4d5,-715
r1bq1rk1/pp1p1ppp/2n1pn2/1Bb5/4P3/2N2N2/PPP2PPP/R1BQ1RK1 b - -,c5e7 e4e5 f6e8 f1e1 d7d6 c1f4 d8c7 d1e2 a7a6 b5d3,39
r1bq1rk1/pppp1ppp/2n2n1B/2b1p3/2B1P3/2NP1N2/PPP2PPP/R2QK2R b KQ -,g7h6 d1d2 d7d6 c3a4 g8g7 a4c5 d6c5 e1a1 d8e7 c1b1,-431
r2qkbnr/pp2pppp/2n5/3p3b/3P4/5N1P/PPPNBPP1/R1BQK2R b KQkq -,a7a5 g2g4 h5g6 e2b5 e7e6 h3h4 d8b6 a2a4 h7h6 f3e5,15
