6B1/8/1q6/8/1k6/8/1B6/1K6 b - -,f7h5 g4c4 b5b8 f2f5 h7h6 b4b5 h5e8 c4a4 g5d8 f5e5,Mate
r1r3k1/p2n1ppp/p4b2/3p4/3NpP2/1P2P2P/PB1PK1P1/2R4R b - -,d7c5 d4f5 f6b2 f5e7 g8f8 e7c8 b2c1 h1c1 a8c8 b3b4,132
r1k2q2/2p3bR/1p1p1pB1/3PpP1Q/1PP1P3/8/5PK1/8 b - -,c8b7 g6f7 b6b5 c4b5 a8a4 h5g6 b7b6 g6g7 f8g7 h7g7,517
1r4k1/5pp1/7p/p1rP1N2/8/4B2P/5PP1/R5K1 b - -,c5b5 g1h2 b8a8 a1a4 g8f8 e3d4 f7f6 f5e3 a8c8 d4a1,235
r1b1k2r/pppn1pbp/8/3PN2n/2BP1pp1/2N5/PPP3P1/R1B1R1K1 b kq -,,0
8/8/4rk2/8/4pK2/8/5Rb1/8 b - -,g2f3 f2h2 e6d6 h2h6 f6e7 h6h8 e7d7 h8a8 d7c6 a8c8,-511
8/6p1/2q2p1p/r1Pk4/6P1/4B2P/5P1K/4R3 b - -,a5a2 h2g1 a2c2 g1g2 d5e6 g2g3 e6f7 e1d1 c2a2 d1d6,-528
rnb1k2r/1p3ppp/pb2pn2/8/2N5/1N3B2/PPP2PPP/R1B1K2R b KQkq -,b6d8 c4d6 e8d7 d6f7 h8f8 f7d8 f8d8 c1f4 d7e8 b3a5,434
2kr3r/1b2bp2/pq1p1n1p/4pN2/1p2PPP1/1N2QB2/PPP5/1K1R3R b - -,b6e3 f5e3 e5f4 e3f5 h8e8 d1d4 e7f8 d4c4 c8b8 b3a5,4
Q7/8/6k1/3K4/5p2/7P/1P3P2/8 b - -,b6e3 f5e3 e5f4 e3f5 h8e8 d1d4 e7f8 d4c4 c8b8 b3a5,Mate
r5k1/pp3p1p/2pp2p1/2P1bb2/8/4Q1PP/PP3P2/4B1K1 b - -,g8g7 c5d6 e5b2 e3b3 b2f6 e1c3 f6c3 b3c3 g7g8 g3g4,293
1r4k1/1prb1pp1/p3p2p/2n5/1RPN4/6P1/P3PPBP/2R3K1 b - -,a6a5 b4b1 d7a4 f2f4 b8d8 d4b3 a4b3 a2b3 g7g5 b3b4,-43
2k3r1/1p6/2r2p2/p4n1p/3PpP1P/2P5/PP3P2/2RRNK2 b - -,g8g4 e1c2 g4h4 f1e2 h4f4 d1h1 h5h4 c2e3 f5e3 e2e3,17
8/7p/2p1k1p1/2B5/1p1P4/1P4P1/4K2P/4n3 b - -,,0
4r1k1/pp2rpp1/2p5/2Ppn2p/1P4bq/P1N1PB2/3RQPP1/5RK1 b - -,g4f3 d2d4 h4g5 g2g3 f3e2 c3e2 e5f3 g1g2 f3d4 e2d4,-1076
6k1/5p2/1p4b1/p7/P5R1/8/1P1rnPPP/5R1K b - -,d2b2 h2h3 b2b4 f1d1 e2c3 d1d4 c3e4 d4d8 g8h7 h1h2,-161
r1bqk2r/ppp1bpp1/2n1pn1p/8/2pPP3/2N2NP1/PP3PBP/R1BQ1RK1 b kq -,e8h8 c1f4 a8b8 c3b5 f6e8 d1e2 a7a6 b5c3 c6d4 f3d4,-6
8/k3b3/p3bpp1/2P1p2p/7P/1NK1P1P1/P1P1B3/8 b - -,e6b3 a2b3 e7c5 c3d3 f6f5 e2f1 c5e7 d3c4 f5f4 e3f4,1
6k1/p1p2r2/1p2r2p/5B2/6P1/2P5/P2B1K1P/1R6 b - -,h6h5 f2g3 e6e2 b1d1 g8g7 h2h3 h5g4 h3g4 f7f5 g4f5,306
1r1r2k1/1q4pp/2p1bp2/p1Npp3/2P5/PP2QB2/6PP/1R1R2K1 b - -,b7f7 c5e6 f7e6 e3c5 e5e4 f3e2 f6f5 b3b4 a5b4 a3b4,252
5Q2/8/8/3K1k2/5p2/7P/1P3P2/8 b - -,b7f7 c5e6 f7e6 e3c5 e5e4 f3e2 f6f5 b3b4 a5b4 a3b4,Mate
5r1k/6pp/1p1Q2n1/4p3/p1P5/6PB/PP2rq1P/N1R2N1K b - -,f2f3 h1g1 f3f2 g1h1 e5e4 a1c2 e2c2 c1c2 f2c2 d6b6,-610
8/6p1/2q2p1p/2Bk4/6P1/7P/5P1K/4R3 b - -,c6c5 h2g2 d5d6 e1e3 c5c6 g2g1 c6c1 g1g2 c1d1 e3e8,-363
8/8/p7/P1bk2PQ/2p3n1/2P5/5r1P/7K b - -,c6c5 h2g2 d5d6 e1e3 c5c6 g2g1 c6c1 g1g2 c1d1 e3e8,Mate
5rk1/1p1b1p2/3P3R/3Rp1P1/r4p2/2P5/2P3P1/1K3B2 b - -,e5e4 d5d4 e4e3 d4a4 d7a4 h6f6 a4c6 f6f4 f8d8 f4f6,85
5k2/2B2pp1/1pb4p/3p4/3P2PP/5P2/6K1/8 b - -,b6b5 c7d6 f8g8 d6b4 g8h7 g2g3 h6h5 g3f4 f7f6 b4c5,-4
r4q2/2pk2b1/1p1p1pB1/3PpP2/1PP1P3/7R/5PK1/3Q4 b - -,a8a7 h3h7 d7c8 d1e2 c8b7 e2h5 b6b5 c4b5 b7b6 g6e8,372
6k1/2r2pp1/2P4p/p7/P2P3P/8/1n3PP1/1R4K1 b - -,b2c4 b1b8 g8h7 d4d5 h7g6 b8b7 c7c8 g2g4 g6f6 f2f4,-20
r1b2b1Q/5kp1/1p4p1/p1qpR3/P1pN4/2P5/1PB2PPP/R1B3K1 b - -,b2c4 b1b8 g8h7 d4d5 h7g6 b8b7 c7c8 g2g4 g6f6 f2f4,Mate
8/8/p6Q/P1bkn1P1/2p5/2P5/5r1P/7K b - -,e5g4 h6h5 f2h2 h5h2 g4h2 h1g2 d5e4 g2h3 c5d6 h3g2,-850
3r1rk1/pq2b2p/2p3p1/4Q3/1NPB2P1/3K1p1P/PP6/R6R b - -,d8d4 e5d4 b7b4 d4c3 b4c5 d3c2 f8f4 c3b3 c5f2 c2b1,-371
8/6p1/5p1p/2qk4/6P1/4R2P/5P1K/8 b - -,c5c1 h2g2 d5d6 e3e2 c1c6 g2g1 c6c4 e2e3 c4c1 g1g2,-395
1rbq1r2/3nbp1k/2n1p2p/p2pP1pN/3P3P/4Q1P1/P2N1PB1/R1B1R1K1 b - -,c8a6 d2f3 f8h8 c1a3 c6b4 a1c1 h7g8 g2f1 a6f1 e1f1,115
8/8/p1n4Q/P1bk4/2p3P1/2P5/5r1P/7K b - -,,0
r1bqr1k1/ppp2ppp/3b1n2/3p2B1/3P4/2N2B2/PPP2PPP/R2Q1K1R b - -,c7c6 g2g4 e8e6 f1g2 h7h6 g5h4 d8f8 d1d3 c8d7 a1e1,-124
4k2r/3b1pb1/7p/4RN2/3P1QqP/8/PP6/K7 b - -,g7e5 f4g4 d7f5 g4f5 e5g7 a2a4 e8e7 f5e4 e7f8 e4f4,647
8/k3b3/p4pp1/2P1p2p/7P/1PK1P1P1/P3B3/8 b - -,,0
8/p5R1/8/3nk3/5p1r/1P3K2/P5P1/8 b - -,a7a6 g7g6 h4h1 g6a6 h1c1 a6a5 c1c2 a5a8 c2c3 f3e2,-304
rn2k2r/pp4p1/2p1pn1p/q2PN3/1b1P2P1/3B1P2/PP1B3P/R2QK2R b KQ -,f6d5 e5g6 h8g8 a2a3 b4d2 d1d2 a5d2 e1d2 b8d7 a1e1,28
6k1/p1p2r2/1p2r3/5B1p/6P1/2P3K1/P2B3P/1R6 b - -,e6e2 b1d1 g8g7 h2h3 h5g4 h3g4 e2e5 d1f1 e5c5 f1f4,322
8/4K3/4P2k/8/8/8/5R2/4r3 b - -,h6g6 f2g2 g6h7 e7f7 e1f1 f7e8 f1f4 e6e7 f4b4 g2a2,844
5Q2/8/6k1/4K3/5p2/7P/1P3P2/8 b - -,h6g6 f2g2 g6h7 e7f7 e1f1 f7e8 f1f4 e6e7 f4b4 g2a2,Mate
1R4k1/2r2pp1/2P4p/p7/P1nP3P/8/5PP1/6K1 b - -,g8h7 d4d5 h7g6 b8b7 c7c8 g2g4 f7f5 b7e7 g6f6 e7e6,-19
rn2k2r/pp4p1/2p1p1Np/q2n4/1b1P2P1/3B1P2/PP1B3P/R2QK2R b KQ -,h8g8 d1e2 b4d2 e2d2 a5d2 e1d2 b8d7 a1e1 d5c7 g6f4,32
r1b1kb1r/1pp1qpp1/p1p2n2/4p2p/8/1PNPP3/PBP1NPPP/R2QK2R b KQkq -,c8d7 d1d2 e8a8 e1a1 b7b6 c1b1 c8b7 e3e4 g7g6 f2f3,-28
4r1k1/pp2rpp1/2p5/2Ppn2p/1P1R2bq/P1N1PB2/4QPP1/5RK1 b - -,h4g5 d4f4 e5f3 f4f3 d5d4 c3b1 g4f3 e2f3 d4e3 f2e3,-559
8/2pkq1bR/1p1p1pB1/3PpP1Q/1PP1P3/8/r4PK1/8 b - -,b6b5 c4b5 d7c8 g6e8 e7f8 e8c6 a2b2 h5g6 g7h6 g6h6,717
rn2k2r/pbp1bppp/1p2pN2/4q3/8/6P1/PPP2PBP/R1BQ1RK1 b kq -,e5f6 g2b7 c7c6 d1e2 e6e5 b7a8 e8h8 a8b7 f6e6 a2a4,433
8/6p1/5p1p/3k4/6P1/4R2P/2q2PK1/8 b - -,d5d6 g2f1 c2c1 e3e1 c1c6 f1g1 c6c3 e1e3 c3a1 g1g2,-405
4k3/1p3q2/p4p2/4pQ2/8/1P6/1P3P1P/5RK1 b - -,f7g8 g1h1 g8d5 f2f3 e8e7 f1c1 d5d7 f5d7 e7d7 b3b4,642
1r4k1/Q4pbp/4b1p1/2p5/4N1P1/2P2P2/PP2B2q/2KR4 b - -,g7e5 a7a6 e6a2 e4c5 e5f4 c1c2 f4e3 d1e1 e3c5 a6a2,-214
5rk1/pq2b2p/2p3p1/8/1NPQ2P1/3K1p1P/PP6/R6R b - -,b7b4 d4c3 b4c5 d3c2 f8f4 b2b4 c5f2 c2b3 e7f6 a1f1,-370
8/7p/2p1k1p1/2B5/1p1P4/1P4P1/2nK3P/8 b - -,,0
4Q3/6pk/7p/2P5/3P3P/P3P1P1/3p1PK1/1r6 b - -,b1c1 e8a4 d2d1q a4d1 c1d1 g2f3 h7g6 f3e4 g6f6 f2f4,4
r1bqk2r/pp1n1ppp/4p3/8/1b1P4/2N1B3/PP2BPPP/R2QK2R b KQkq -,h7h6 d1b3 d8e7 a2a3 b4a5 a1d1 e8h8 e1h1 d7f6 e2f3,42
1R6/2r2ppk/2P4p/p2P4/P1n4P/8/5PP1/6K1 b - -,h7g6 b8b7 c7c8 g2g4 f7f5 b7e7 g6f6 e7e6 f6f7 g4g5,-19
rn2k1r1/pp4p1/2p1p1Np/q2n4/1b1P2P1/3B1P2/PP1BQ2P/R3K2R b KQ -,b4d2 e2d2 a5d2 e1d2 b8d7 a1e1 d5c7 g6f4 e8f7 h2h4,25
8/2R5/8/NPk5/1r4p1/8/5P2/4K3 b - -,c5b6 c7c4 b4b1 e1e2 b6a5 c4g4 a5b5 g4g8 b5c5 g8d8,8
8/8/6p1/1p3p1p/1p2k2P/1K4P1/P4P2/8 b - -,c5b6 c7c4 b4b1 e1e2 b6a5 c4g4 a5b5 g4g8 b5c5 g8d8,Mate
8/8/p5R1/3nk3/5p1r/1P3K2/P5P1/8 b - -,h4h8 g6a6 h8c8 a6a5 c8c2 a5a8 c2c3 f3e2 c3g3 a8e8,-265
r2q3r/1b1n1pk1/pp1pp1p1/4PP1n/2P4p/1NNB3P/PP3QP1/4RRK1 b - -,d8g5 d3e4 d6d5 f5e6 f7e6 b3d4 d7c5 c4d5 a8f8 d4f3,204
1r1r4/1pq2pkp/p5p1/1PP1pb2/P1Q5/5B2/5PPP/R1R3K1 b - -,c7a5 c5c6 b7c6 b5c6 a5c7 c4c5 d8d4 c1d1 b8b4 d1d4,66
rn4k1/1p4pp/p5q1/8/1b6/3r4/PP1NQ1P1/R1B1K2R b KQ -,b8d7 h1h4 b4d2 c1d2 a8e8 h4h2 d7f6 d2c3 e8e2 e1e2,-635
8/4R1p1/5p1p/8/3k2P1/7P/2q2PK1/8 b - -,c2c6 f2f3 c6c5 e7e4 d4d3 e4e8 h6h5 g4h5 c5h5 e8a8,-428
8/k7/p4pp1/2b1p2p/2K4P/1P2P1P1/P3B3/8 b - -,,0
3r3k/1R3Kp1/1p3b1p/6P1/5r2/8/8/8 b - -,c5e3 c4d5 e3f2 d5e6 f2g3 e6f6 g3h4 f6g6 a7b6 g6f5,Mate
r1b1kb1r/1pp1qpp1/p1p2n2/4p3/7p/1PNPP2P/PBP1NPP1/R2QK2R b KQkq -,b7b6 d1d2 c8d7 e1a1 e8a8 c1b1 c8b7 e3e4 g7g6 d1f1,-43
r1bq1rk1/pppnppbp/3p1np1/3P4/2B1P3/P1N5/1PPB1PPP/R2QK1NR b KQ -,c7c6 g1e2 d7c5 f2f3 b7b5 c4a2 c6d5 e4d5 d8b6 d2e3,-55
2r2k2/5Rp1/p5Kp/1p4p1/1P6/P4P1P/5P2/8 b - -,f8g8 f7g7 g8f8 g7f7 f8e8 f7f6 c8c3 f6a6 c3f3 g6h6,396
r5k1/1p1b1p2/3P3R/1B1Rp1P1/r4p2/2P5/2P3P1/1K6 b - -,d7e6 h6e6 f7e6 d5e5 a4a5 c3c4 g8f7 e5e4 a8d8 e4f4,90
r3r1k1/ppq2pbp/4b1p1/4p3/2P2n2/1P2BQ1P/P2N1PP1/R3RBK1 b - -,e6d7 a1c1 d7c6 f3d1 a7a5 d2b1 e5e4 d1c2 a8d8 e1d1,-31
r3r1k1/2pn1qpp/ppNp4/3Pp3/1P6/4Q1PP/P3PPK1/2RR4 b - -,,0
2k4r/ppp3bp/6p1/2P1P3/r4P2/2N5/6PP/5RK1 b - -,a4c4 f1f3 c7c6 g2g3 g7f8 g3g4 f8c5 g1g2 h8d8 g2h3,-586
8/7p/2p1k1p1/2B5/1p1P4/1P1K2P1/7P/n7 b - -,,0
2r5/1R3pp1/2P3kp/p2P4/P1n3PP/8/5P2/6K1 b - -,f7f5 b7e7 g6f6 e7e6 f6f7 g4g5 h6g5 h4g5 c4b6 g5g6,-18
r2q3r/1b1n1pk1/pp1p2p1/4PB1n/2P4p/1NN4P/PP3QP1/4RRK1 b - -,b7g2 f2g2 d6e5 f5d7 d8d7 e1e5 a8e8 e5d5 d7e7 f1f3,245
8/8/6p1/1p3p1p/1K5P/5kP1/P4P2/8 b - -,f3f2 b4b5 f2g3 b5c4 f5f4 c4d3 f4f3 a2a4 f3f2 d3e2,-3718
r1bqkb1r/p2n1ppp/2p1pn2/8/Np1P1P2/3BPN2/PP4PP/R1BQK2R b KQkq -,c8b7 e3e4 f8e7 e1h1 c6c5 e4e5 f6d5 f4f5 e8h8 d1e1,33
8/k7/p4pp1/2b1p2p/4P2P/1PK3P1/P3B3/8 b - -,,0
r2q1rk1/1p1bNppp/2p2nn1/p7/5P2/2N1P1P1/PPQ3BP/R1BR2K1 b - -,g8h8 e7f5 d7f5 c2f5 d8e7 d1f1 a8d8 f5c2 f6g4 g2f3,509
8/4R1p1/2q2p1p/8/3k2P1/5P1P/6K1/8 b - -,c6c5 e7e8 h6h5 e8e4 d4d3 g4h5 c5h5 h3h4 f6f5 e4e1,-499
rnbqk2r/ppp1npbp/3p2p1/3Pp3/4P3/4BP2/PPP1N1PP/RN1QKB1R b KQkq -,c7c6 c2c4 b7b5 h2h4 h7h5 e2c3 b5b4 c3a4 c6c5 b1d2,32
8/8/6p1/1K3p1p/7P/6P1/P4k2/8 b - -,c7c6 c2c4 b7b5 h2h4 h7h5 e2c3 b5b4 c3a4 c6c5 b1d2,Mate
2r1k3/6R1/p5Kp/1p4p1/1P6/P4P1P/5P2/8 b - -,c8c2 g7f7 c2c3 f7f6 c3a3 g6h6 a6a5 b4a5 a3a5 f6f5,17
r1bqkbnr/pp3ppp/2p1pn2/8/2BP1B2/6N1/PPP2PPP/R2QK1NR b KQkq -,d8b6 c4b3 a7a5 c2c3 a5a4 b3a4 b6b2 a1c1 b2a3 a4b3,7
r1b1kb1r/1pp1qpp1/p1p2n2/4p3/7p/1PNPP3/PBPQNPPP/R3K2R b KQkq -,h4h3 g2h3 c8h3 h1g1 h3g4 e1a1 e8a8 d2e1 h8h2 g1h1,-105
r1b2rk1/ppp3pp/3b4/4B2q/8/2N2N2/PPP3PP/R3QK1R b - -,f8f3 g2f3 h5f3 e1f2 c8h3 f1e1 f3h1 e1d2 h1a1 e5d6,-636
8/5pkp/5qp1/2b5/1pB3P1/PPnQ1N1P/5PK1/8 b - -,f6c6 g4g5 c6e4 d3d7 e4f4 a3a4 c3e4 d7d5 c5f2 d5e5,176
5k2/5pp1/2bB3p/1p1p4/3P2PP/5P2/6K1/8 b - -,f8g8 g2g3 f7f6 g3f4 g7g6 d6b4 c6e8 f4g3 g8f7 b4e1,-5
r4rk1/pp3ppp/qb3n2/n7/P2p4/5NP1/QP1B1P1P/R3RBK1 b - -,a8c8 f1a6 b7a6 b2b4 a5c4 a4a5 c4d2 a2d2 b6c7 d2d4,565
8/8/6p1/1K3p1p/P6P/6k1/8/8 b - -,a8c8 f1a6 b7a6 b2b4 a5c4 a4a5 c4d2 a2d2 b6c7 d2d4,Mate
r5k1/1p1b1p2/3P3R/1B1Rp1P1/5p2/2P5/1KP3P1/r7 b - -,d7e6 h6e6 f7e6 d5e5 g8f7 b5c4 a1a5 c4e6 f7e8 e6d5,119
1r1r4/1pq2pkp/6p1/1PP1pb2/2Q5/5B2/5PPP/R1R3K1 b - -,f5e6 c4c3 e6d5 f3e2 h7h5 c1e1 b8c8 a1c1 d8e8 e2f1,81
8/4k3/8/8/8/3QK2R/8/8 b - -,f5e6 c4c3 e6d5 f3e2 h7h5 c1e1 b8c8 a1c1 d8e8 e2f1,Mate
8/k7/p4pp1/2b1p2p/7P/1P1KP1P1/P3B3/8 b - -,,0
r1b1r1k1/ppq2pbp/6p1/4p3/2P2n2/1P2B2P/P2N1PP1/R2QRBK1 b - -,c8f5 a1c1 e5e4 g2g4 f5d7 c4c5 g7e5 d2c4 f4d3 f1d3,-30
r1bqkb1r/p2n1ppp/2p1pn2/8/1p1P1P2/3BPN2/PP2N1PP/R1BQK2R b KQkq -,c6c5 e1h1 c8b7 a2a3 b4a3 f3e5 d8c7 d1c2 a8c8 b2b3,-16
6kr/pnp2q2/1p1p1bpp/1P6/4NP2/B1PQ4/P5PP/4R1K1 b - -,f6g7 g2g4 b7d8 e4g3 g8h7 f4f5 h8f8 g1h1 g6f5 g4f5,70
r2k1b1R/2p1q3/1p1pBp2/3PpP1Q/1PP1P3/8/5PK1/8 b - -,c7c5 d5c6 a8a7 h5h6 e7g7 h6g7 a7g7 g2f1 d8e8 e6d7,829
r1b2rk1/1p1n1pb1/2pq3p/p2p2p1/N2P4/3BPNP1/PPQ2PP1/1RR3K1 b - -,f8e8 a2a3 g7f6 c1f1 f6d8 b2b4 a5b4 a3b4 d7f6 b4b5,38
2kr3r/1b2bp2/p2p3p/3Np3/1p2nPP1/1N3B2/PPP5/1K1R3R b - -,b7d5 d1d5 e4g3 h1e1 e7h4 f4e5 h8e8 d5d4 e8e5 d4c4,54
8/4R1p1/5p1p/8/3k2P1/5PKP/2q5/8 b - -,c2c5 e7e8 d4d3 g3g2 h6h5 e8d8 d3e3 d8e8 e3f4 e8e4,-530
r3r1k1/ppq2pp1/2pb1pn1/8/2PP4/3BB3/PP2QP2/1K4RR b - -,d6f4 d3g6 f7g6 g1g6 c7e7 e2h5 e7e4 b1a1 e4h1 h5h1,543
8/8/5k2/8/8/3QKR2/8/8 b - -,d6f4 d3g6 f7g6 g1g6 c7e7 e2h5 e7e4 b1a1 e4h1 h5h1,Mate
6k1/p1p2r2/1p5B/5B1p/6P1/2P3K1/P6P/1R6 b - -,f7e7 g4h5 e7e8 b1f1 b6b5 g3g4 a7a5 h6f4 b5b4 c3b4,953
5rk1/pp3ppp/8/3p1q2/2r2P2/5R2/P1P3PP/R2Q3K b - -,c4c2 h2h3 f8e8 d1d3 f5d3 f3d3 e8d8 a1b1 b7b6 a2a4,-311
8/P7/6p1/1K5p/7P/6k1/5p2/8 b - -,d5d4 f3f2 f8e8 h2h3 e8e3 d1g4 f5d5 a1d1 h7h6 h1h2,Mate
1nrqr1k1/1b2bpp1/p1Pp1n1p/4p3/2B1P3/P4N1P/1P3PP1/RNBQR1K1 b - -,,0
Nnb2rk1/1p3ppp/p3pn2/8/5b2/1N3B2/PPP2PPP/R3K2R b KQ -,f6d7 a2a4 b7b5 e1h1 d7e5 f3e2 e5c4 a4b5 a6b5 e2c4,266
8/7p/2p3p1/3k4/1B1P4/1P1K2P1/7P/n7 b - -,,0
R3k3/3r3q/5p2/1Qp1p2p/4P2P/2P3P1/1P5K/8 b - -,e8e7 b5d7 e7d7 a8a7 d7c6 a7h7 c6b5 h7h5 b5c4 h5f5,Mate
1r4k1/5p1p/Q3b1p1/2p1b3/4N1P1/2P2P2/PP2B2q/2KR4 b - -,e6a2 d1e1 h2f4 c1c2 a2b3 c2b1 b3d5 e1c1 b8a8 a6d3,-250
6k1/1p1b1p2/3P3R/1B1Rp1P1/5p2/1KP5/r1P3P1/r7 b - -,a2a3 b3b4 d7b5 d5b5 b7b6 b5e5 a3a4 b4b3 g8g7 h6f6,295
8/k7/p4pp1/2b1p2p/7P/1P2P1P1/P2KB3/8 b - -,,0
5rk1/p3b2p/2p3p1/2q5/2P3P1/2Q2p1P/PPK5/R6R b - -,f8f4 c3b3 c5f2 c2b1 f2g2 b3b8 f4f8 b8h2 g2h2 h1h2,-378
8/4K3/4P1k1/8/8/8/6R1/4r3 b - -,g6h7 e7f7 e1f1 f7e8 f1f4 e6e7 f4e4 g2a2 h7g7 a2a6,968
8/8/8/2N5/1p6/8/7K/2qk2R1 b - -,d1c2 g1c1 c2c1 c5d3 c1c2 d3b4 c2b3 b4c6 b3c4 h2g3,Mate
1r1r4/1pq2pkp/4b1p1/1PP1p3/8/2Q2B2/5PPP/R1R3K1 b - -,c7e7 a1a7 e6d5 c5c6 d5f3 c3f3 e7c7 h2h4 c7b6 a7b7,160
2r3k1/1q2bppp/3Bp3/p2p4/P1nP3P/2PB1N2/4QPP1/R5K1 b - -,,0
r3kb1r/1ppbqpp1/p1p2n2/4p3/7p/1PNPP2P/PBPQNPP1/R3K2R b KQkq -,b7b6 e1a1 e8a8 c1b1 c8b7 e3e4 g7g6 d1f1 g6g5 a2a4,-46
r6r/1bqn1pk1/pp1ppnp1/4P2p/2P2P2/1NNB4/PP2Q1PP/4RRK1 b - -,f6e8 b3d4 a8d8 d3g6 g7g6 f4f5 e6f5 e5e6 d7e5 f1f5,129
8/1k3pp1/2b4p/1pBp3P/3P2P1/4KP2/8/8 b - -,c6e8 c5f8 f7f5 f8g7 b5b4 g7h6 f5g4 f3g4 b4b3 e3d3,5
2r1kbr1/1bqn1pp1/pp1pp2p/4n3/P3P3/2N1B2Q/1PPNBPPP/R2R2K1 b - -,g7g6 a4a5 b6a5 f2f4 e5c6 d2c4 c6b4 c4a5 d7c5 e3c5,130
5rk1/pp3ppp/8/3p1q2/5P2/6R1/P1r3PP/R2Q3K b - -,f8c8 d1f1 g7g6 h2h3 c8c4 g3f3 g8g7 a2a3 b7b6 a3a4,-410
r2k1b1R/4q3/1pppBp1Q/3PpP2/1PP1P3/8/5PK1/8 b - -,d8c7 h8h7 c6c5 h6g6 f8g7 h7g7 a8e8 g7e7 e8e7 g6f6,Mate
8/7p/2p3p1/3k4/3P4/1nBK2P1/7P/8 b - -,,0
r3kb1r/pp1q1ppp/2n1pn2/1Bp1N3/Q5b1/N1P5/PP1P1PPP/R1B1K2R b KQkq -,d7c7 e5g4 f6g4 a4g4 e8a8 g4a4 c7e5 b5e2 e5d5 e2f3,470
rnb1k2r/pp3ppp/2pB1q2/5p2/2P4P/1Q3B2/PP3P2/2KR3R b kq -,c8e6 b3b7 b8d7 b7a8 f6d8 a8a7 d8c8 h1e1 h8f8 a7a3,746
4R3/8/5p1p/6p1/3k2P1/5PKP/2q5/8 b - -,f6f5 e8d8 d4e5 d8e8 e5d5 g4f5 c2f5 e8d8 d5c6 d8a8,-541
2kr3r/4bp2/p2p3p/3Rp3/1p2nPP1/1N3B2/PPP5/1K5R b - -,e4g3 h1e1 e7h4 f4e5 h8e8 d5d4 e8e5 e1d1 d8e8 d4c4,50
rn4r1/pp3kp1/2p1p1Np/3n4/3P2P1/3B1P2/PP1K3P/4R2R b - -,g8d8 f3f4 d5b4 g6e5 f7e7 d3e4 b4a2 e5g6 e7f7 f4f5,59
1r1r4/1pq3kp/1P2bpp1/2P1p3/8/2Q2B2/5PPP/R1R3K1 b - -,d8d1 c1d1 c7c8 c5c6 b7c6 a1a7 g7h8 a7c7 c8e8 b6b7,648
2kr1b1r/1ppbqpp1/p1p2n2/4p3/7p/1PNPP2P/PBPQNPP1/2KR3R b - -,b7b6 c1b1 c8b7 e3e4 g7g6 d1f1 g6g5 a2a4 a6a5 c3d1,-38
b2b3R/1np2pp1/1p3k2/n2K4/p5N1/5pN1/P1p3p1/2B2rqr b - -,,0
6k1/5p2/1p4b1/p7/P4PR1/8/1r2n1PP/5R1K b - -,g8f8 f1e1 b2b4 h2h3 e2c3 h1h2 c3a4 e1e5 g6c2 h3h4,-300
N1b2rk1/1p1n1ppp/p3pn2/8/5b2/1N3B2/PPP2PPP/R4RK1 b - -,h7h5 a2a4 f4b8 a4a5 d7e5 a8b6 e5f3 g2f3 b8a7 b3d2,243
r2q1rk1/pp1bbppp/2n1p3/2PpPn2/8/2P2N2/PPN1BPPP/R1BQ1RK1 b - -,e7c5 e2d3 h7h6 a2a4 a7a6 d3f5 e6f5 d1d5 c5e7 c1e3,39
1Q2k3/R2r3q/5p2/2p1p2p/4P2P/2P3P1/1P5K/8 b - -,e7c5 e2d3 h7h6 a2a4 a7a6 d3f5 e6f5 d1d5 c5e7 c1e3,Mate
r3r1k1/p1p2ppp/1pnqbn2/3p4/2PPp3/1P2P3/PB1NBPPP/2RQ1RK1 b - -,c6e7 c4d5 e6d5 d2c4 d6e6 c4e5 e6d6 f2f4 e7f5 g1f2,31
4k2r/3b1p2/7p/4bN2/3P2QP/8/PP6/K7 b - -,e5c7 g4e4 e8d8 e4a8 d7c8 a8d5 c8d7 f5h6 h8e8 h6f7,649
3R4/8/5p1p/6p1/3k2P1/5PKP/8/3q4 b - -,d4e5 d8d1 e5e6 d1b1 e6f7 b1b7 f7f8 f3f4 f8e8 b7a7,883
8/8/4k3/5Q2/8/4KR2/8/8 b - -,d4e5 d8d1 e5e6 d1b1 e6f7 b1b7 f7f8 f3f4 f8e8 b7a7,Mate
1r1r2k1/q5pp/2p1bp2/p1Npp3/1PP5/P3QB2/6PP/1R1R2K1 b - -,a5b4 a3b4 e6f7 b1a1 a7b6 d1b1 b8a8 a1a8 d8a8 c4d5,206
2r3k1/1q2bppp/3np3/p2p4/P1nP1B1P/2PB1N2/4QPP1/1R4K1 b - -,,0
r4rk1/pp3ppp/qb3n2/n7/P2p4/5NP1/1PQB1P1P/R3RBK1 b - -,f8c8 c2c8 a8c8 f1a6 b7a6 d2a5 b6a5 a1c1 c8d8 e1e5,414
r1q2rk1/2pb1ppp/3p1n2/ppb2PP1/2PpP3/P2P3P/1P2N1B1/R1BQK2R b KQ -,b5c4 g5f6 c8d8 e2f4 d8f6 e1h1 c4d3 f4d5 f6h4 f1f4,322
8/5K2/4P3/7k/8/8/6R1/4r3 b - -,e1f1 f7e8 f1e1 e6e7 h5h6 g2a2 h6g7 a2a7 e1d1 a7a8,1002
r4b1Q/3b1kp1/1p4B1/p1qpR3/P1pN4/2P5/1P3PPP/R1B3K1 b - -,e1f1 f7e8 f1e1 e6e7 h5h6 g2a2 h6g7 a2a7 e1d1 a7a8,Mate
