6B1/8/1q6/8/1k6/8/1B6/1K6 b - -,f7h5 g4c4 b5b8 f2f5 h7h6 b4b5 h5e8 c4a4 g5d8 f5e5,Mate
r2q1r2/pp1np1kp/4p1p1/2pP1bN1/4B3/7P/PPPQ1P2/R3K2R b KQ -,d8b6 e1a1 e6d5 e4d5 d7f6 h1e1 f6d5 d2d5 b6f6 g5e4,-19
1r6/1P4k1/3p2p1/3qpn2/8/1R6/6PP/1Q3B1K b - -,d5d2 b1e4 d2d1 b3b1 d1d4 e4d4 f5d4 b1b6 g7f7 f1d3,94
r3k2r/pbp2Qp1/1p1b4/6N1/P7/4P1pq/1P2BP1P/R3NRK1 b kq -,e8d8 f7g8 h8g8 f2g3 h3d7 a1c1 d8c8 c1c3 d7e7 f1f5,-410
8/3k1p2/r7/P4KP1/R5P1/8/8/8 b - -,d7e8 f5e5 e8f8 e5d5 f8g7 d5c5 g7g6 c5b5 a6a8 a5a6,603
1r4k1/1q3rpp/3p1n2/3Pp1RP/8/P2N1P2/1P1Q4/K5R1 b - -,b7d5 h5h6 g7g6 g5g2 d5f3 d3b4 b8d8 g1e1 f6e4 d2c2,-40
3r1rk1/4qpp1/1p2p3/2ppP1pP/p1b1n1P1/P1P1P3/1PB2P1B/1K1RQ1R1 b - -,b6b5 f2f3 b5b4 a3b4 c5b4 f3e4 b4b3 c2d3 a4a3 e1e2,-68
r5k1/ppr2p1p/4b3/3p2p1/NP2n3/4PBP1/P3RP1P/R5K1 b - -,b7b6 a4b2 a8c8 b2d3 c7c3 a1d1 e6h3 e2b2 g8g7 d3e1,-108
r1bqkb1r/ppp1nppp/3p1n2/3Pp1N1/4P3/3Q4/PPP2PPP/RNB1KB1R b KQkq -,c7c6 c2c4 b7b5 d5c6 b5b4 a2a3 e7c6 a3b4 c6b4 d3d1,-15
3r2k1/pp3p1p/3q2p1/8/2Qp4/5RP1/PP3P1P/6K1 b - -,d8d7 f3d3 g8g7 h2h4 h7h5 a2a4 d6e5 d3d1 e5e4 d1d3,-163
r1bqk2r/ppp3pp/2nb1n2/4pp2/Q2P4/2P2N2/PP3PPP/RNB1KB1R b KQkq -,d8e7 f1e2 c8d7 a4c2 e5e4 f3d2 f5f4 e1h1 e8h8 f1e1,-233
rnb1kb1r/ppp2pp1/4pq1p/8/2P5/2PB1N2/P2P1PPP/R1BQK2R b KQkq -,b8d7 e1h1 f8d6 d3e4 f6e7 d2d4 c7c5 a2a4 e8h8 f1e1,53
r4rk1/1pp2ppp/4pn2/1QRq4/3P4/P3PNP1/1P3PBP/6K1 b - -,c7c6 c5d5 c6b5 d5b5 f8c8 f3e1 a8b8 g1f1 b7b6 f1e2,114
2r5/7p/R7/5k2/8/4K1B1/7P/8 b - -,c8c3 e3f2 c3c2 f2f3 c2c3 f3g2 f5g5 a6a7 g5h6 g3f4,399
r4rk1/ppp2pp1/2nqbn1p/4p3/3pP3/P2P1NPP/1PPQNPBK/2R2R2 b - -,a8d8 b2b4 f8e8 f3h4 g7g5 h4f3 f6h7 f3e1 a7a5 b4b5,26
r1b1k2r/ppp2ppp/8/8/1b1P4/8/PP1B1PPP/R3KB1R b KQkq -,b4d2 e1d2 c8e6 d2c3 e8a8 b2b3 d8d6 f1c4 h8d8 a1d1,-43
1k6/2p2ppp/8/1p6/pP4P1/2PP1P2/2P1r2P/1K5R b - -,b8b7 h2h4 e2f2 h1e1 f2f3 e1e4 h7h6 c3c4 f3h3 c4b5,4
r7/p4kpp/8/6R1/8/2B4P/PPP5/2K5 b - -,g7g6 b2b3 a8e8 c1b2 a7a6 g5g4 e8e2 h3h4 e2h2 g4a4,618
r2q1r2/pp1nppkp/6p1/2pPPbN1/4B3/7P/PPPQ1P2/R3K2R b KQ -,f5e4 g5e4 e7e6 e1a1 e6d5 d2d5 d8h4 h1e1 h4f4 d5d2,78
r1b2rk1/ppq1bp2/4pnp1/4N1B1/8/4Q2R/PPP2PPP/5RK1 b - -,f8e8 e3f4 c7d8 h3d3 g8g7 d3d8 e8d8 h2h4 c8d7 g5h6,480
r1bk3r/1p2b3/p2qP2p/4p2Q/2B5/8/PPP3PP/2KR1R2 b - -,c8d7 d1d6 e7d6 f1f7 d8c8 f7d7 h8d8 h5f7 d8f8 d7c7,881
r1bqk2r/pp1n1pbp/3P1np1/1B1Pp3/8/2N2N2/PP3PPP/R1BQK2R b KQkq -,d8a5 f3d2 e8h8 d2c4 a5d8 c1e3 a7a6 b5c6 f6e8 e1h1,135
1r1q2k1/1r1pbppp/p1b1p3/3pP3/PP1P4/3Q1N2/1R1B1PPP/1R4K1 b - -,c6a4 d3a6 a4b5 a6a3 b8a8 a3b3 d8b6 h2h3 b7a7 b3c2,-100
r1b1k2r/ppp2ppp/8/8/3P4/8/PP1K1PPP/R4B1R b kq -,c8e6 d2c3 e8a8 b2b3 d8d6 f1c4 h8d8 a1d1 e6c4 b3c4,-41
r2k1b1r/1p2pppp/pq1p1n2/1B3b2/Q2P1B2/2N1P3/PP3PPP/R3K1NR b KQ -,a8b8 b5c4 b6b2 c3d1 b2a1 a4a5 d8d7 a5f5 e7e6 f5a5,187
5rk1/pB1r1pnp/4bNp1/4n3/8/1P3P1P/P2R2PN/3R2K1 b - -,g8h8 f6d7 e5d7 d2d7 e6d7 d1d7 f7f5 b7a6 g7h5 d7d1,567
r2q1k1r/1p1b1pbp/p2Np1p1/P2n4/3p4/Q1P5/1P1P1PPP/R1B1RBK1 b - -,d7c6 d6b7 d8e7 b7c5 d5c7 c3c4 f8g8 a1b1 h7h5 b2b4,215
2b1kb2/pppp1ppp/2n2n2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQ -,f8b4 c1d2 b4c3 b2c3 d7d5 e4d5 f6d5 d1b1 h7h6 h2h3,1472
2kr1b1r/pp2pppp/2nq4/3n3b/3p2P1/N4N1P/PPP2PB1/R1BQ1RK1 b - -,f7f6 g4h5 e7e5 c2c3 g7g5 a3c4 d6e6 f1e1 d4c3 b2c3,215
r2q1rk1/1bpnb2p/1p1p2p1/p2Ppp2/1PP5/PN2P2P/2Q1BPPB/R4RK1 b - -,d8e8 b4a5 b6a5 a3a4 d7b6 f1d1 b6a4 c4c5 b7c8 c5c6,77
r4rk1/1pp2ppp/3qpn2/1QR1N3/3P4/P3P1P1/1P3PBP/6K1 b - -,f6d5 g2d5 e6d5 c5d5 d6a6 b5b3 a6a4 d5b5 a4b3 b5b3,86
2rr4/4kp1p/B3p1p1/p7/np4R1/8/2P2PPP/1R4K1 b - -,c8c2 b1a1 a4c3 g2g3 b4b3 a1a5 b3b2 g4b4 b2b1r b4b1,-587
rnb1k2r/ppp1bpp1/4pq1p/8/2P5/1QPB1N2/P2P1PPP/R1B1K2R b KQkq -,b8d7 b3b1 c7c5 e1h1 b7b6 d3e4 a8b8 d2d4 e8h8 f1e1,-18
1k1r3r/1pp1qppp/p4n2/8/P7/4PQ1b/2PN1P2/1R2K1R1 b - -,h3c8 g1g7 b8a8 d2c4 f6d5 b1b3 e7c5 c4a3 d5b6 g7f7,-669
r1b2rk1/pp2qp2/4p1p1/4N2n/6P1/4Q2R/PPP2P1P/5RK1 b - -,b7b6 g4h5 g6g5 h3g3 c8b7 h2h4 a8c8 c2c4 f7f6 e5g6,349
8/7p/R7/5k2/8/2r3B1/5K1P/8 b - -,h7h6 f2g2 c3c2 g2h3 c2c3 a6a5 f5g6 h3g2 c3c2 g3f2,435
6k1/pp3p1p/2n1nQ2/3q4/8/3P2P1/PP1N1P1P/R3K3 b - -,c6e5 f2f3 e5d3 e1f1 d5c5 d2e4 c5e3 f6f5 g8f8 f1g2,169
r1q1k2r/pp3ppp/2n1pnb1/2bp4/5BPN/1QP1P2P/PP1NBP2/R3K2R b KQkq -,c5b6 e1a1 b6c7 f4g5 c8d7 h4g6 h7g6 h3h4 e8a8 c1b1,71
r1bqkbnr/ppp1p2p/2np1pp1/8/3P4/4PNB1/PPP2PPP/RN1QKB1R b KQkq -,e7e5 b1c3 g8e7 f1c4 e7f5 e1h1 c6a5 c4b5 c8d7 d1e2,97
8/p1Q5/4k1p1/3r4/8/6P1/P6P/6K1 b - -,d5f5 g1g2 a7a6 h2h4 e6f6 g3g4 f5b5 g2g3 f6e6 c7g7,647
r4r1k/2p3pp/2q5/p7/Pp2P3/1B2BP2/1P4PP/R2Q1RK1 b - -,c6d6 d1e2 f8e8 g1h1 a8d8 b3c4 b4b3 e3g5 d8d7 a1e1,735
r2q3r/1b1kb3/4p1Q1/pp1nP2p/2p4P/2P5/4BPP1/R1BR2K1 b - -,d8e8 g6c2 d7c7 e2f3 e7c5 c1a3 c5a3 a1a3 h8f8 f3d5,-409
1r3rk1/p1qb1ppp/3bp3/8/2pPB3/6P1/PPQ2P1P/R1B2RK1 b - -,h7h5 c1d2 d7c6 a1e1 c6e4 e1e4 b8b5 d2c3 f8c8 c2e2,-42
r7/p4k1p/6p1/6R1/8/1PB4P/P1P5/2K5 b - -,a8e8 c1b2 a7a6 g5a5 e8e6 a5c5 h7h6 c5c7 f7e8 h3h4,632
r3k2r/ppp2ppp/4b3/8/P2P4/8/1P1K1PPP/R4B1R b kq -,e8a8 d2c3 d8d6 f1c4 e6c4 c3c4 d6c6 c4d3 h8d8 a1d1,-72
3r1rk1/4qpp1/4p3/3pP1pP/2bQ2P1/pp1BPPB1/1P6/1K1R2R1 b - -,d8a8 d3c4 d5c4 d4d7 e7c5 d7d6 c5e3 d6d4 e3f3 b2a3,-291
3r3k/3b3p/Q3p2r/3pNp1q/3P1P2/P5P1/1P3R1P/R5K1 b - -,d8g8 e5d7 e6e5 a6e2 h5e2 f2e2 e5f4 d7e5 h6b6 e2g2,505
r1b1kb1r/pp2pppp/1qnp1n2/2p5/2B1P3/1P1PBN2/P1P2PPP/RN1QK2R b KQkq -,e7e6 b1c3 a7a6 e1h1 b6c7 a2a4 f8e7 h2h3 e8h8 d1d2,-35
rnbqkbnr/ppp2ppp/3pp3/8/2PP1B2/4PN2/PP3PPP/RN1QKB1R b KQkq -,g7g6 b1c3 f8g7 f1e2 g8f6 e1h1 e8h8 e3e4 b8c6 h2h3,96
3r1rk1/p2n1pbp/1pp2np1/P3p3/4P3/2N1BBPP/1PP2P2/R2R2K1 b - -,d8c8 g3g4 h7h6 h3h4 d7c5 g4g5 h6g5 h4g5 f6h7 f3g4,188
r2q1rk1/3n1ppp/p7/1p1P4/1Q3B2/6P1/P4PKP/2R2R2 b - -,d7b6 d5d6 d8d7 c1c5 a8c8 g2g1 d7g4 c5g5 g4f3 b4d4,87
r2q1rk1/1b1nb2p/1pPp2p1/p3pp2/1PP5/PN2P2P/2Q1BPPB/R4RK1 b - -,b7a6 b4b5 a6c8 c6d7 c8d7 b3d2 a8c8 c2b2 f5f4 e3f4,889
r2qkb1r/pp1bpp1p/2np1np1/1B1P4/4P3/2N2N2/PP3PPP/R1BQK2R b KQkq -,c6b8 b5d3 f8g7 h2h3 b8a6 c1e3 e8h8 d3a6 b7a6 e1h1,92
r1b1kbnr/pp1ppppp/2n5/8/8/2PBB3/Pq2NPPP/RN1Q1RK1 b kq -,b2a1 d1b3 c6a5 b3c2 e7e6 b1d2 a1f1 g1f1 g8f6 e2d4,-44
1R6/p1p2k1p/b5p1/2b2p2/2P4P/4rP2/P5P1/R6K b - -,a6c4 a1c1 c5d6 b8h8 f7g7 h8a8 a7a6 h1g1 c4b5 a2a4,-409
r4rk1/pppn2p1/2nqb2p/4pP2/1P1p4/P2P1NPP/2PQNPBK/2R2R2 b - -,e6a2 c2c4 a2b3 f3h4 a7a5 g2d5 g8h7 b4b5 c6e7 d5b7,274
3r4/4kp1p/B3p1p1/p7/npR5/8/2r2PPP/1R4K1 b - -,c2c4 a6c4 a4c3 b1e1 a5a4 g2g4 a4a3 g1f1 d8d2 c4a2,-635
rn2k1nr/pp1qppbp/2p3p1/3pPb2/3P4/2NB1N2/PPP2PPP/R1BQ1RK1 b kq -,f5d3 d1d3 e7e6 f1e1 g8e7 h2h4 h7h5 c1g5 e7f5 c3e2,89
1R6/p1p2k1p/b5p1/2b2p2/2P4P/2r2P2/P5P1/3R3K b - -,c3c4 g2g3 c4c2 d1d7 f7e6 d7c7 c2c1 h1h2 c5g1 h2g2,-504
r1b1k2r/pppnbpp1/4pq1p/8/2P5/1QP2N2/P2P1PPP/RBB1K2R b KQkq -,b7b6 b1e4 d7c5 e4c6 c8d7 c6d7 c5d7 d2d4 e7d6 e1h1,-48
r2q1rk1/4bppp/p3pn2/1p2N3/3R1Q2/2N3P1/PP2PPKP/R7 b - -,d8e8 f4f3 b5b4 c3e4 a8c8 e5c4 e8c6 e4d6 c6f3 g2f3,17
2b1k3/ppp2ppp/2np1n2/2b1p1B1/4P3/2NP1N2/PPP1BPPP/R2QK2R b KQ -,c5b4 e1h1 b4c3 b2c3 d6d5 g5f6 g7f6 e4d5 c6e7 c3c4,1499
r1bqk1nr/ppp2ppp/2n1p3/bB1pP3/3P4/P7/1PPB1PPP/RN1QK1NR b KQkq -,c8d7 d1g4 a5d2 b1d2 g7g6 b5d3 f7f6 g1f3 f6e5 d4e5,64
8/pp3ppk/6q1/3Q3p/3P1B2/4PP1P/4nP2/5K2 b - -,,0
8/P4B2/2b4p/2k5/7P/4K3/8/8 b - -,c5b6 e3f4 b6a7 f4g4 a7b8 g4h5 b8c7 h5h6 c7d6 h6g5,3
r4k2/5pp1/2PP3p/8/p4P1P/5KP1/2p5/2R5 b - -,a4a3 c1c2 a3a2 c6c7 f8e8 c7c8q a8c8 c2c8 e8d7 c8a8,895
6k1/1p3p2/5n2/p2p2pp/Pb1Pb1P1/1B2PN1P/4NPK1/8 b - -,h5h4 b3d1 f6e8 e2c1 f7f6 g2g1 e8d6 g1f1 g8f8 f1e2,-92
2kr3r/ppp2ppp/4b3/8/P2P4/2K5/1P3PPP/R4B1R b - -,d8d6 f1c4 e6c4 c3c4 d6c6 c4d3 h8d8 a1d1 c6f6 h1f1,-59
6rk/3N3p/Q3p2r/3p1p1q/3P1P2/P5P1/1P3R1P/R5K1 b - -,h5h3 a6d6 h6g6 d6e5 g8g7 a1c1 h7h5 c1c8 h8h7 d7f8,597
r1b2rk1/pp2npp1/2pq3p/3p4/1b1PP3/1QN2N2/PP2BPPP/2R2RK1 b - -,a7a5 e4e5 d6d8 a2a3 b4c3 b3c3 e7g6 c3e3 c8g4 e2d3,53
r1b1qrk1/ppp3bp/3p1n2/1NnPppB1/2P5/5PN1/PP1Q2PP/2KR1B1R b - -,e8g6 b5c7 f5f4 g5f6 g7f6 g3e4 c5e4 f3e4 c8g4 c7a8,60
8/8/1Q3kp1/5r2/8/6P1/P6P/6K1 b - -,f6e7 b6g6 f5a5 h2h4 a5a8 g1g2 e7d7 g2h3 a8c8 g6g7,835
4r3/p4k1p/6p1/6R1/8/1PB4P/PKP5/8 b - -,a7a6 g5a5 e8e6 a5c5 f7e8 c5c8 e8d7 c8h8 h7h5 h8h7,624
r1bq1rk1/pp2npbp/2n5/3p2pN/1P1Pp3/2N1P1P1/P4PBP/R1BQ1RK1 b - -,a7a5 b4b5 c6b4 f2f3 f7f5 d1b3 e4f3 g2f3 f5f4 f3g2,104
3r4/4kp1p/4p1p1/p7/npB5/8/5PPP/1R4K1 b - -,a4c3 b1e1 a5a4 c4f1 a4a3 h2h3 d8d4 e1e5 a3a2 e5a5,-633
r2q3r/1b1kb3/4p1Q1/pp1nP2B/2p4P/2P5/5PP1/R1B2RK1 b - -,d8g8 c1g5 e7g5 h4g5 g8g6 h5g6 d5f4 f2f3 f4g6 f3f4,-540
r1b1rbk1/1pp2ppp/p1p5/2n1PP2/3N3q/2N1B3/PPP3PP/R2QR1K1 b - -,c5d7 e3f2 h4h6 f2g3 d7b6 d1g4 b6d5 c3e4 d5e3 g4f3,112
2r3k1/p1r2p1p/1p2b3/3p2p1/NP2n3/4PPP1/P3R1BP/R5K1 b - -,c7c1 e2e1 c1a1 e1a1 e4d2 a4b2 c8c2 b2d1 g8g7 f3f4,-172
1r3rk1/p1qb1p1p/3bp1pB/8/2pPB3/6P1/PPQ2P1P/R4RK1 b - -,f8c8 c2e2 c7b6 a1b1 d7c6 e4c6 c8c6 f1d1 b6b5 d1c1,-13
8/5ppk/pp4qp/b2nR3/P2P2BB/4P2P/3N1PP1/6K1 b - -,g6d6 d2e4 d6c6 g4f3 h7h8 e4d6 c6d6 e5d5 d6g6 d5e5,142
rn2kb1r/ppq2ppp/3pb3/2p5/2P1Q3/5N2/PP1BPPPP/R3KB1R b KQkq -,f8e7 d2c3 e8h8 e2e3 c7c6 e4c2 b8d7 f1d3 h7h6 e1h1,29
8/4k3/1Q4p1/5r2/P7/6P1/7P/6K1 b - -,e7f7 g3g4 f5d5 b6b7 f7e6 b7c6 d5d6 c6d6 e6d6 g1f2,776
r3brk1/pp2q3/4ppNQ/6pP/8/5R2/PPP2P1P/5RK1 b - -,e7g7 h6g7 g8g7 g6f8 g7f8 f3f6 f8e7 f6h6 a8d8 f1e1,Mate
rnbq1rk1/ppp2pp1/3p1n1p/8/2BP3B/2P2N1P/P1Q2PP1/R3R1K1 b - -,b8d7 g2g4 b7b5 c4b5 c8b7 c2f5 d8c8 f3d2 d7b6 f5c8,67
r1r3k1/p1pRbppp/2p5/4B3/8/1P6/P1P2PPP/5RK1 b - -,e7f8 f1d1 c6c5 e5c7 c5c4 b3c4 f7f6 g1f1 a7a6 d7d8,228
r2q1r2/pp1nppkp/6p1/2pPP3/4N3/7P/PPPQ1P2/R3K2R b KQ -,d8b6 e1a1 d7e5 f2f4 e5d7 d2c3 g7g8 d5d6 a8e8 h1e1,121
2r3k1/p4p1p/1p2b3/3p2p1/NP2n3/4PPP1/P5BP/R1r1R1K1 b - -,c1a1 e1a1 e4d2 a4b2 c8c2 b2d1 g8g7 f3f4 g5g4 d1f2,-188
8/P4B2/1kb4p/8/5K1P/8/8/8 b - -,b6a7 f4g4 a7b6 g4h5 b6c5 f7g6 c6f3 h5h6 c5d6 h6g7,3
r1b1k2r/bpp1qp1n/p1np4/4p1Pp/2B1P3/2PP1NB1/PP1N1PP1/R2QR1K1 b kq -,c8d7 g3h4 f7f6 f3e5 c6e5 d1h5 e8d8 g5f6 e7f8 f6f7,39
8/5k2/1Q4p1/P4r2/8/6P1/7P/6K1 b - -,f7g7 a5a6 f5f8 a6a7 f8g8 b6b3 g8f8 b3b7 g7g8 g1g2,940
r1bq1rkb/pp2np1p/2n5/1P1p2pN/3Pp3/2N1P1P1/P4PBP/R1BQ1RK1 b - -,c6e5 d4e5 h8e5 c1b2 c8e6 a1b1 f7f6 h2h3 d8d7 g1h2,302
4k3/ppp2ppp/2np1n2/2b1p1B1/4P1b1/2NP1N1P/PPP1BPP1/R2QK2R b KQ -,g4f3 e2f3 f6g8 c3d5 h7h6 g5h4 g8e7 d5e7 c6e7 c2c3,1554
r1b1kb1r/p3qpp1/2p4p/n2np2Q/4N2P/1P1B4/P1PP1PP1/RNB1K2R b KQkq -,e8d8 c1b2 f7f5 e4g3 e5e4 d3f1 d5f4 h5d1 e7f7 g3e2,116
r1b1r1k1/p1pn1ppp/2p2q2/Npb1p3/P3P3/3P1N2/1PPB1PPP/R2Q1RK1 b - -,d7b6 b2b4 c5f8 c2c4 b5c4 d3c4 c6c5 b4b5 f6g6 d1c2,19
r1b1rbk1/1pp2ppp/p1p5/2n1P3/1P1N1P1q/2N1B3/P1P3PP/R2QR1K1 b - -,c5e6 d4f5 h4d8 d1f3 f8b4 e1d1 b4c3 d1d8 e6d8 f5g7,198
rn2kb1r/3ppppp/1q3n2/p1pPP3/8/2N5/PP3PPP/R1BQ1KNR b kq -,b6a6 f1e1 f6g8 g1f3 e7e6 f3g5 f7f6 g5e4 f6f5 e4g5,149
r1b1k2r/pp3ppp/n1pBp3/5Nq1/2P5/5B2/PP3P1P/R2QK2R b KQkq -,g5g6 f5e7 g6g5 e7c6 c8d7 c6e5 a8d8 f3b7 a6b8 d1f3,456
rk1n1b1r/pp2pppp/3p4/3P4/Q7/2q1BN2/P4PPP/R1R3K1 b - -,g5g6 f5e7 g6g5 e7c6 c8d7 c6e5 a8d8 f3b7 a6b8 d1f3,Mate
8/5R1k/2P1n1p1/3pP3/8/1rP5/1p4K1/1B6 b - -,e6g7 c3c4 b3c3 c4d5 h7h6 f7f2 g7e6 d5e6 c3c6 f2b2,383
r2r3k/2p3pp/2q5/p7/Pp2P3/1B2BP2/1P2Q1PP/R4RK1 b - -,c6e8 g1h1 h7h6 a1e1 d8d7 b3c4 b4b3 e3g1 a8d8 e4e5,775
8/k4B2/2b4p/5K2/7P/8/8/8 b - -,a7b8 f5g6 b8c7 g6h5 c6f3 h5h6 c7d6 h6g7 d6e7 f7b3,2
3r4/4kp1p/4p1p1/p7/1pB5/2n5/5PPP/2R3K1 b - -,d8d4 c4f1 a5a4 f2f3 a4a3 c1a1 e7d6 g1f2 d6d5 f1a6,-663
r3brk1/pp2q3/4pp1Q/6pP/6N1/5R2/PPP2P1P/5RK1 b - -,f8f7 g4f6 f7f6 f3f6 e7g7 h6g7 g8g7 f6e6 e8h5 f2f4,478
1rr3k1/p1qb1p1p/3bp1pB/8/2pPB2P/6P1/PPQ2P2/R4RK1 b - -,e6e5 h6e3 d7g4 f1c1 c7d7 d4e5 d6e5 a1b1 b8b5 b2b4,-59
br1qr1k1/2p2pb1/p1n2npp/3pp3/P2PP3/2P2NNP/2B2PPK/1RBQR3 b - -,f6e4 b1b8 d8b8 g3e4 d5e4 e1e4 e8d8 d4d5 f7f5 e4h4,-53
6k1/pp3p2/4b1p1/8/3q4/b2B2Q1/2PK1PP1/7R b - -,a7a5 c2c3 d4f6 f2f3 a3c5 d2c2 a5a4 g3h4 f6h4 h1h4,40
r1bqk2r/p1p2ppp/5n2/1B6/1b1p4/2N4P/PPP2PP1/R1BQK2R b KQkq -,e8e7 a2a3 b4a5 b2b4 a5b6 d1f3 c8e6 c3e2 d8d5 f3d5,70
rnbqk2r/pp2ppbp/5np1/1B1p4/3N4/2P1P3/PP3PPP/RNBQK2R b KQkq -,b8d7 b2b3 e8h8 e1h1 d7c5 b5e2 e7e5 d4f3 d8e7 b1d2,-93
r1b1kb1r/p3qpp1/2p4p/n3p3/4Nn1P/1P1B1Q2/P1PP1PP1/RNB1K2R b KQkq -,e7d7 e1h1 f4d3 c2d3 f7f5 e4g3 f8d6 f3h5 d7f7 h5f7,39
1r1R2k1/5pp1/4p3/1q2P1pP/6P1/2Q1PPB1/rp6/1K1R4 b - -,b5e8 d8e8 b8e8 b1a2 e8b8 a2b1 b8a8 b1b2 a8b8 b2c2,9605
1r1q1r1k/1p2bppp/p2pn3/3Np3/1P1nPP2/4B2P/P2Q2P1/2RR1BK1 b - -,,0
r1bqkb1r/ppp2pp1/2n5/3Np2p/8/P3P3/1P1PNPPP/R1BQKB1R b KQkq -,c8g4 d5c3 d8f6 d1c2 e8a8 h2h4 g7g5 c3e4 f6g6 f2f3,341
4r3/5k1p/p5p1/R7/8/1PB4P/PKP5/8 b - -,e8e6 a5c5 h7h6 c5c7 f7e8 h3h4 e6d6 a2a4 g6g5 h4g5,649
1k6/5B2/2b3Kp/8/7P/8/8/8 b - -,b8c7 g6h6 c7d6 h6g7 c6f3 g7f6 f3d1 f6g6 d1e2 f7b3,2
rnbqkb1r/pp2pp1p/2p2np1/6N1/3P1B2/8/PPP2PPP/R2QKBNR b KQkq -,f8g7 f1c4 f6d5 f4c1 h7h6 g5f3 e8h8 g1e2 d5b6 c4b3,-39
r1b1kb1r/1pqppppp/p1n2n2/2p5/4P3/2P2N2/PPBP1PPP/RNBQK2R b KQkq -,d7d5 e4d5 f6d5 h2h3 e7e5 e1h1 f8e7 d2d4 e5d4 c3d4,-50
r1b1k2r/p1pnbpp1/1p2pq1p/8/2P1B3/1QP2N2/P2P1PPP/R1B1K2R b KQkq -,c7c6 e4c6 a8b8 d2d4 e8h8 e1h1 f8d8 b3a4 a7a6 f1e1,117
r1bq2k1/ppp2ppp/2n2B2/3p4/4r3/2Q5/PPP1NPPP/2KR1B1R b - -,d8e8 e2g3 e4a4 f1b5 a4a2 c1b1 g7f6 b1a2 d5d4 b5c6,310
1R6/p1p4R/b3k1p1/2b2p2/2r4P/5P2/P5P1/7K b - -,c4c1 h1h2 c5d6 f3f4 d6f4 g2g3 c1c2 h2h1 f4g3 a2a4,-648
r1bq1rk1/3nbppp/p1npp3/6P1/Np2P3/1P3P2/PBPQ3P/1K1R1BNR b - -,d8c7 f3f4 d7c5 a4c5 d6c5 g1f3 f8d8 f1d3 a6a5 d2e3,45
r1b1kb1r/1p1p1ppp/pqn1p3/8/P2pP3/N1P5/1P1P1PPP/R1BQRBK1 b kq -,b6d8 b2b4 f8e7 b4b5 c6a5 c1b2 e8h8 c3d4 d7d5 e4d5,124
rn2kb1r/3ppppp/q4n2/p1pPP3/8/2N5/PP3PPP/R1BQK1NR b kq -,f6g8 g1f3 e7e6 d5d6 g8h6 a2a4 a6b7 h2h4 h6f5 c3b5,137
r1b1rbk1/1ppn1ppp/p1p5/4PN2/1P3P1q/2N1B3/P1P3PP/R2QR1K1 b - -,f8b4 f5h4 b4c3 e3d4 c3e1 d1e1 e8d8 e5e6 d7f8 e6f7,519
8/P5k1/1Q4p1/8/8/6P1/5K1P/4r3 b - -,f8b4 f5h4 b4c3 e3d4 c3e1 d1e1 e8d8 e5e6 d7f8 e6f7,Mate
r1b1kbnr/pp1ppppp/2n5/8/8/2PBB3/P1Q1NPPP/qN3RK1 b kq -,g8f6 b1a3 a1f1 g1f1 e7e6 a3b5 f6d5 e3f4 d5f4 b5c7,-102
8/pp3ppk/6q1/3Q3p/3P4/4PPBP/4nPK1/8 b - -,h5h4 d5b7 h4g3 b7b5 g3f2 g2f2 e2g3 b5e5 g3f5 e3e4,-384
8/2k2B2/2b4K/8/7P/8/8/8 b - -,c7d6 h6g7 c6f3 g7f6 f3e2 f6g6 e2d1 g6f5 d6e7 f7c4,2
r4rk1/pppnn1p1/3q3p/1P2pb2/3p3N/P2P2PP/2PQNPBK/2R2R2 b - -,a8d8 h4f5 e7f5 g2b7 d8b8 b7c6 f5e7 c6d7 d6d7 c2c4,44
8/8/2P1nRpk/3pP3/8/1rP5/1p4K1/1B6 b - -,,0
r3brk1/pp2q3/4p2Q/5ppP/6N1/5R2/PPP2P1P/4R1K1 b - -,e7g7 h6e6 g8h8 h5h6 g7c7 f3f5 f8f5 e6f5 c7f4 f5e5,447
rn2r1k1/p3qppp/2p2p2/3P3b/2B2b2/1Q2BN1P/PP3PP1/R3K2R b KQ -,e7c5 e1a1 f4e3 f2e3 b8d7 d1d4 h5f3 g2f3 c6d5 d4d5,-125
r2q1rk1/p1p2pp1/2p2b1p/2Pb4/3P1B2/4RN1P/P1Q2PP1/R5K1 b - -,d5f3 e3f3 a8b8 a1d1 b8b4 f3d3 d8d5 f4c7 f8e8 c7f4,43
r2qk2r/1p1bbp1p/p2ppp2/8/3QPP2/2N5/PPP3PP/2KR1B1R b kq -,a8c8 c1b1 b7b5 f4f5 d8c7 d4d2 c7c5 f5e6 f7e6 f1d3,31
4r3/6k1/4p3/pR3B2/P2P3K/4B3/6P1/8 b - -,e8c8 b5b7 g7h8 f5e6 c8c7 b7b8 h8h7 e6f5 h7g7 h4g5,943
rq3rk1/4bppp/p3pn2/1p2N3/3R1Q2/2N3P1/PP2PPKP/3R4 b - -,b5b4 e5c6 b8b7 f4f3 b4c3 d4d7 b7b2 c6e7 g8h8 d7c7,-150
r1q1r1k1/1b2b1pp/2p1pp2/p1Pn4/3P4/5NP1/P1QB1PBP/R3R1K1 b - -,a8a7 g2h3 f6f5 f3e5 e7f6 a1b1 b7a6 a2a4 a7b7 d2a5,148
