8/p1p4k/1P6/PP6/8/8/8/7K b - -,c7b6 a5b6 a7b6 h1g1 h7g6 g1f2 g6f5 f2f3 f5e5 f3e3,Mate
r1b1kb1r/1p1pqp1p/p4n2/2pP2N1/5P2/3P4/PP1P2PP/R1BQ1RK1 b kq -,d7d6 f1e1 f6d5 e1e7 f8e7 d1f3 d5b4 b2b3 e7f6 a1b1,348
rnb1kb1r/pp1ppp1p/1q3np1/2pP4/5B2/1PN5/P1P1PPPP/R2QKBNR b KQkq -,f8g7 f4d2 e7e6 e2e4 e6d5 e4d5 e8h8 f1c4 d7d6 g1e2,-26
r2q1rk1/1pp1bppp/2b1pn2/p3N3/PnQP1B2/2N3P1/1P2PPBP/2R2RK1 b - -,e7d6 e5c6 b4c6 f4e3 c6e7 e3g5 c7c6 e2e4 d6b4 c3a2,191
r1bq1rk1/pppp1ppp/2n2P2/b7/2B5/2P1Q3/PP3PPP/RNB1K1NR b KQ -,f8e8 g1f3 e8e3 f2e3 d7d5 c4b3 d8f6 e1h1 a5b6 g1h1,-370
r1bq1rk1/ppp2p2/2np3p/2bnp1NQ/2B1P2B/3P4/PPP2PPP/R3K2R b KQ -,g8g7 g5f7 f8f7 h4d8 c5f2 e1d2 f2e3 d2d1 f7f4 h2h3,531
1R4k1/8/5K2/5P2/5r2/8/8/8 b - -,,0
r2q1rk1/2p2ppp/2n3b1/1p1pP3/p2Pn3/4B3/PPBN1PPP/R2Q1RK1 b - -,c6b4 c2b1 d8d7 d1e2 b4c6 f1c1 e4d2 e2d2 c6a5 d2c3,59
2r3k1/5p2/3qp1p1/prNpNnPp/3P1P1P/n1P5/PR3Q2/K1R5 b - -,c8b8 b2b3 a5a4 b3b5 b8b5 e5d3 d6b8 d3b4 b8c7 f2e1,-285
6k1/3N1p2/4p1p1/pr1p1nPp/3P3P/n1PNq3/P7/K1RQ4 b - -,f5d4 d3b4 d4e2 d7f6 g8h8 f6g4 h5g4 c1c2 a3c2 d1c2,-2635
8/5p1k/6p1/p2p2Pp/P1nP1N2/1QPN1n2/3q4/K7 b - -,f3g5 f4d5 d2d3 b3b1 d3f3 b1b5 f3d1 b5b1 d1a4 b1a2,-1123
rnbqk1nr/pppp1ppp/8/8/4P3/3B1N2/PPPN1PPP/R2QK2R b KQkq -,a7a6 e4e5 d7d5 e5d6 c7d6 e1h1 g8e7 f1e1 e8h8 d2e4,139
rnbqkb1r/pppp2pp/5n2/5p2/2P5/2NP2P1/PP3PBP/R1BQK1NR b KQkq -,g7g6 h2h4 f8g7 h4h5 e8h8 h5g6 h7g6 c1g5 c7c6 d1d2,296
r1bqkb1r/2p2ppp/p1pp1n2/4p3/4P3/2N2N1P/PPPP1PP1/R1BQK2R b KQkq -,f8e7 d2d4 f6d7 d4e5 d6e5 e1h1 a6a5 c3a4 f7f6 d1e2,54
8/6k1/4p3/1p3p2/6P1/4PP1p/PR6/3K4 b - -,e6e5 g4f5 g7f6 e3e4 f6g5 d1e2 h3h2 b2b1 b5b4 b1h1,982
