r3kb1r/pp1b1ppp/1q2p3/n2pPn2/3P2P1/5N2/PPN1BP1P/R1BQ1RK1 b kq -,e8a8 g4f5 e6f5 c2e3 d7e6 d1d3 h7h6 e3f5 c8b8 c1d2,391
rnbqk2r/pp3ppp/4pn2/3p4/1bPP1B2/2N2N2/PP3PPP/R2QKB1R b KQkq -,h7h6 a2a3 b4c3 b2c3 e8h8 f1d3 d5c4 d3c4 b7b6 e1h1,40
r1bqkb1r/pppn1ppp/4pn2/8/3PN3/3BB3/PPP2PPP/R2QK1NR b KQkq -,a7a6 e4f6 d7f6 g1f3 f6d5 e3d2 c7c5 c2c4 d5f6 d2c3,61
r3kb1r/pp1bnppp/1q2p3/n2pP3/3P2P1/8/PPN1BP1P/R1BQNRK1 b kq -,a8c8 b2b3 h7h5 g4h5 e7f5 c1b2 a5c6 e1g2 c6b4 c2b4,63
r4rk1/1bn1q1np/3p1BpQ/p2P1pP1/1pp1P3/5N1P/PPB2P2/2KR3R b - -,a8e8 f6e7 e8e7 e4e5 c7d5 e5d6 e7e6 h1e1 d5f4 f3e5,774
r1bqkb1r/pppn1ppp/4p3/8/3PB3/4B3/PPP2PPP/R2QK1NR b KQkq -,f8e7 d1e2 c7c5 g1f3 d8c7 e1a1 c5c4 f3e5 c4c3 b2b3,62
r1bqkb1r/ppp1pppp/2n2n2/3p4/3P4/2PBP3/PP3PPP/RNBQK1NR b KQkq -,e7e5 d3b5 e5e4 g1e2 a7a6 b5c6 b7c6 b2b3 f6g4 h2h3,-97
r3kb1r/pp2nppp/1q2p3/nb1pP3/3P2P1/3N4/PPN1BP1P/R1BQ1RK1 b kq -,a7a6 g1h1 a8c8 b2b4 b6c6 c2e3 b5a4 d1e1 a5c4 d3c5,84
r1b1k2r/pppp1ppp/2n2n2/5N2/4P2q/2b5/PPP1BPPP/R1BQ1RK1 b kq -,c3d2 f5h4 d2c1 d1c1 d7d6 f2f3 c8e6 f1d1 e8h8 c2c4,778
r4rk1/1bn1qpnp/3p2p1/pp1P4/2pBP1P1/5N1P/PPBQ1P2/2KR3R b - -,c4c3 d2h6 c3b2 c1b1 f7f6 h3h4 g7e8 h4h5 g6g5 d4b2,398
r1b1kb1r/pp2pppp/1qn2n2/3p2B1/3P4/1N3N2/PPP2PPP/R2QKB1R b KQkq -,c8f5 c2c3 h7h6 g5f4 e7e6 a2a4 a7a5 f3e5 f8e7 f1b5,-10
rnbqkbnr/pp3ppp/2p5/3pp3/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq -,f8d6 d4e5 d6e5 c4d5 g8f6 g1f3 e5c7 b1c3 f6d5 c3d5,125
