6k1/8/6K1/3N4/8/8/8/1B6 b - -,a8b8 a2a4 f8e8 c1e3 d8e7 b2b3 a7a6 a5c4 e6c4 b3c4,Mate
6k1/rp1b2p1/3b1pBp/p2p4/3P1P2/2P1PN2/6PK/R7 b - -,a5a4 f3g1 a7a6 g6c2 g8f7 h2g3 a6b6 c2a4 b6a6 a4d7,-433
8/8/8/7R/8/3RK3/1k6/8 b - -,b7b6 f3h4 a5a4 h4f5 d6f8 e3e4 d5e4 f5e3 d7c6 h2g3,Mate
r1b1k2r/pp1p1ppp/2n1pn2/5q2/1bBP4/2N1BN1P/PP3PP1/R2Q1RK1 b kq -,b4c3 b2c3 b7b6 c4d3 f5h5 c3c4 e8h8 f1e1 c8b7 a1b1,-27
6k1/rp1b2p1/3b1p1p/3p4/p2P1P2/2P1PN2/2B3PK/R7 b - -,b7b5 f3g1 a7c7 g1e2 d7g4 c2d3 g4e2 d3e2 c7c3 e2b5,-499
3r4/2p1kp1p/Qp5b/1Bq2p2/P3nP2/4P3/3P3R/3RK3 b - -,g7g5 c2b3 a7a5 h2g1 g8f8 f4g5 f6g5 g1f2 f8e7 f2e2,Mate
2r3k1/5p1p/6p1/1N2n3/1b6/6P1/1r2BP1P/1R2RK2 b - -,,0
r2qk2r/1p1nbpp1/3p1n2/3Pp2p/p1P5/3BBP2/PP1Q2PP/R1N1K2R b KQkq -,e5e4 d3e2 h5h4 e1h1 h4h3 g2g3 e4f3 e2f3 d7e5 e3d4,-39
r1b1k1nr/pppp2pp/8/2P1P1B1/2qn4/2N5/PPP4P/R2K3Q b kq -,d4e6 g5e3 g8e7 d1d2 e8h8 h2h4 e7f5 a1f1 f5e3 f1f8,-719
7k/p7/1p5b/2p5/8/2Pn1K1Q/PP3P1P/4r3 b - -,c5c4 h3h6 h8g8 h6g6 g8h8 g6f6 h8h7 h2h4 e1g1 b2b3,453
rn2q1k1/ppp3pp/4rp2/8/3P4/1QPNP3/P5PP/R4RK1 b - -,g8h8 b3b7 b8d7 a1e1 c7c5 b7f3 a8c8 e3e4 c5d4 c3d4,106
r4rk1/1b1nbppp/p3p3/4P3/1p1B4/3B2Q1/PPq3PP/R2N1R1K b - -,c2d2 d1f2 d2g5 g3g5 e7g5 f2e4 g5e7 a1c1 f8d8 c1c7,-114
6k1/r2b2p1/3b1p1p/1p1p4/p2P1P2/1BP1PN2/6PK/R7 b - -,d7c6 f3h4 a4b3 a1a7 b3b2 a7a6 b2b1q a6c6 d6a3 c6c7,-692
r4nk1/1pb1rpp1/p4pq1/3R3p/2P5/4BNPP/PP3PK1/2QR4 b - -,e7e4 d1d4 e4d4 f3d4 c7e5 b2b3 g6e4 f2f3 e4g6 e3f2,22
r3r1k1/pppqbppp/3p1n2/4P3/2PQ4/2N5/PP3PPP/R1B1R1K1 b - -,d6e5 d4d7 f6d7 c3b5 e7d8 b2b3 a7a6 b5c3 f7f5 c1b2,-127
r1b2rk1/pp3ppp/2pbpn2/6q1/2BPN3/1N2P3/PPQ2PPP/R4RK1 b - -,f6e4 c2e4 e6e5 d4e5 g5e5 e4e5 d6e5 b3d4 a7a5 a1d1,-46
r1bqrbk1/1p3ppp/1nP5/p3p3/3n4/P1NP2P1/1B1NPPBP/R2Q1RK1 b - -,a8b8 c6b7 c8b7 g2b7 b8b7 a1b1 d8d7 c3e4 a5a4 b2d4,54
7k/p7/1p5b/2p1n3/8/2P4Q/PP3PKP/4r3 b - -,h8h7 h3e6 c5c4 h2h4 e5d3 e6f7 h7h8 f7c4 d3f4 g2f3,77
r4rk1/pp4b1/3n2p1/3Pp2p/1B6/1P2K1PP/P5B1/3R3R b - -,d6f5 e3d3 f8f6 h1f1 f5g3 f1f6 g7f6 d5d6 e5e4 g2e4,43
r1bq1rk1/1pp2p2/3p3b/p1nPp2p/2P1P1pP/2N3P1/PPB1Q1PN/R4RK1 b - -,f7f6 f1f2 d8e7 a1e1 c8d7 h2f1 f6f5 e4f5 e5e4 c3e4,54
r2q1rk1/pp3ppp/2n5/4P3/2BPp1b1/2P5/P3N1PP/R2QK2R b KQ -,a8c8 c4b3 c6a5 d1d2 g4e2 d2e2 a5b3 a2b3 c8c3 e2e4,-83
8/2p1kp1p/Qp5b/1Bq2p2/P3nP2/4P3/3R4/3RK3 b - -,a8c8 c4b3 c6a5 d1d2 g4e2 d2e2 a5b3 a2b3 c8c3 e2e4,Mate
r4b1r/p2k1ppp/1q1n4/3Q4/8/5P2/PP3P1P/R1B1R1K1 b - -,a8b8 c1f4 b6b5 d5d4 b5b2 d4d1 b2b6 a1c1 b8c8 c1b1,123
8/2p1kp1p/Qp5b/1B3p2/P3nP2/4q3/3R4/3R1K2 b - -,a8b8 c1f4 b6b5 d5d4 b5b2 d4d1 b2b6 a1c1 b8c8 c1b1,Mate
r1bqrbk1/1p3ppp/1nn5/p3p3/8/P1NP2P1/1B1NPPBP/1R1Q1RK1 b - -,a5a4 c3b5 c8e6 b2c3 a8c8 f1e1 h7h6 c3a1 c6a5 a1e5,-21
6k1/r5p1/3bbp1p/1p1p4/p2PPP2/1BP2N2/6PK/R7 b - -,a4b3 a1a7 d6f4 g2g3 b3b2 g3f4 b2b1q f4f5 e6f7 f3h4,-862
4rnk1/1pb1rpp1/p4pq1/3R3p/2PR4/4BNPP/PP3PK1/2Q5 b - -,e7e3 c4c5 e3e2 g3g4 e2c2 c1d1 c2b2 f3h4 g6c2 d1c2,-520
r2q1rk1/1p1nbpp1/3p1n2/3Pp2p/p1P5/3BBP2/PP1Q2PP/R1N2RK1 b - -,a8c8 c1e2 b7b5 e2c3 b5c4 d3c2 d7b6 g1h1 c8a8 e3b6,21
r1b1k1nr/pppp2pp/8/2P1P1B1/2qn4/N7/PPP4P/R2K3Q b kq -,c4e2 d1c1 d4e6 h2h4 h7h6 g5d2 g8e7 h1e1 e2e1 d2e1,-763
6k1/r5p1/4bp1p/1p1p4/p2PPb2/1BP2NP1/7K/R7 b - -,a4b3 a1a7 b3b2 g3f4 b2b1q f4f5 e6f7 f3h4 b1c2 h2g1,-907
8/2p1kp1p/Qp5b/1B3p2/P3nq2/8/3RK3/3R4 b - -,f4c1 b3a2 c1b2 e4d5 e6g4 d5d6 g8h7 a1e1 g4f3 a2e6,Mate
r4b1r/p2k1ppp/2qn4/8/8/3Q1P2/PP3P1P/R1B1R1K1 b - -,a8e8 c1f4 e8e6 a1c1 c6b6 d3a3 d6b5 a3a4 f8d6 f4d6,-78
8/2p1kp1p/Qp5b/1B3p2/P3n3/3K4/3R1q2/3R4 b - -,c6a4 c1e3 a8e8 a1c1 a4b5 d3a3 a7a5 e1d1 e8e6 c1c5,Mate
r4rk1/pp3ppp/2nqpn2/3pN2b/3P4/2PB4/PP1N1PPP/R3QRK1 b - -,a7a5 f2f4 c6e7 d2f3 a8c8 f3h4 h5g4 e5g4 f6g4 e1e2,35
r4rk1/pp2ppbp/1n3np1/2pp1b2/3PPB2/2P2PP1/PP1N2BP/R3NRK1 b - -,f5d7 d4c5 b6a4 e4e5 f6e8 f4e3 g7e5 f3f4 e5g7 g2d5,44
2rq1rk1/pb1nppbp/1p1p1np1/8/2PNP3/2N1BP1P/PP2B1P1/2RQ1RK1 b - -,f6h5 d1d2 h5g3 f1e1 d7f6 c1d1 f6h5 b2b3 f8e8 a2a4,64
rnb2rk1/pppp4/4p3/7Q/3P3R/8/PPPK2PP/5qNR b - -,f1f2 g1e2 f2h4 h5h4 f8f7 h4d8 g8h7 d8c8 a7a5 c8b7,825
rnb2rk1/pp2pp1p/3p2pQ/q1pP2N1/8/2n5/PPP2PPP/2KR1B1R b - -,f1f2 g1e2 f2h4 h5h4 f8f7 h4d8 g8h7 d8c8 a7a5 c8b7,Mate
r3k2r/pppq1ppp/2npbn2/2b5/2PP4/2N3PP/PP2NPB1/R1BQK2R b KQkq -,c6d4 e2d4 e6c4 d4c2 c7c6 c1e3 e8a8 d1d2 h8e8 e1a1,250
8/2p1kp1p/Qp5b/1B3p2/P3n3/4q3/2KR4/3R4 b - -,c6d4 e2d4 e6c4 d4c2 c7c6 c1e3 e8a8 d1d2 h8e8 e1a1,Mate
r1bq1r1k/ppppn1pp/8/4P3/4Q3/B1P5/P1P2PPP/2KR1B1R b - -,f8e8 f1d3 e7g6 f2f4 d7d5 e4f3 d8h4 g2g3 c8g4 f3d5,265
r1bq1rk1/4bppp/p1n1p1n1/1p1pP3/3P4/2N2NP1/PP3P1P/R1BQRBK1 b - -,h7h6 h2h4 e7b4 a2a3 b4a5 f1d3 g6e7 c1f4 b5b4 a3b4,102
7k/p7/1p5b/2p5/5p2/2Pn3Q/PP3PKP/4r3 b - -,e1d1 h3h6 h8g8 h2h4 d1d2 h6g6 g8h8 h4h5 d3f2 g6h6,432
r3k2r/1bqpbppp/pp2p3/2p2P2/P3P3/1PNPB3/1P3QPP/R4RK1 b kq -,e8h8 d3d4 d7d5 e4d5 b7d5 f5f6 e7f6 c3d5 e6d5 d4c5,-17
2rq1rk1/pb1nppbp/1p1p2p1/7n/2PNP3/2N1BP1P/PP2B1P1/2RQR1K1 b - -,d7e5 b2b3 e5c6 d4c6 b7c6 d1d2 e7e6 c1d1 d8e7 e2d3,56
r2qrnk1/pp3pp1/2pbbp1p/8/3P1N2/2PB3P/PPQB1PP1/R4RK1 b - -,d6f4 d2f4 f8g6 f4g3 d8d5 f1e1 a8d8 b2b3 d5g5 e1e3,36
r4rk1/pp3ppp/2nqpnB1/3pN3/3P4/2P5/PP1N1PPP/R3QRK1 b - -,c6e5 d4e5 d6b6 g6d3 f6d7 a1b1 a8e8 d3c2 b6c7 d2f3,460
8/2p1kp1p/Qp5b/1B3p2/P3n3/2q5/3R4/1K1R4 b - -,c6e5 d4e5 d6b6 g6d3 f6d7 a1b1 a8e8 d3c2 b6c7 d2f3,Mate
r2q1rk1/1p1n1pp1/3p1b2/3P3p/p1PBP3/8/PP1Q2PP/R1N2RK1 b - -,d8a5 d2e3 f8c8 b2b3 b7b5 c4b5 a5b5 h2h3 b5b4 d4f6,-47
2rq1rk1/pb1npp1p/1p1p2p1/4b2n/2PNP3/2NBBP1P/PP4P1/2RQR1K1 b - -,e5g3 e1f1 g3f4 d1d2 d7c5 e3f4 h5f4 d3b1 e7e5 d4e2,13
r1b2rk1/pp3ppp/2p1pn2/6q1/2BPN3/1N2P3/PPQ2PPK/R4R2 b - -,g5h6 h2g1 f6g4 f1e1 f7f5 e4d2 h6h2 g1f1 f5f4 e3f4,110
r1bq1rk1/4bppp/p1n1p1n1/3pP3/Np1P4/5NP1/PP3P1P/R1BQRBK1 b - -,h7h6 h2h4 f8e8 c1d2 c8d7 a1c1 g6f8 a4c5 d8b6 d2e3,118
r3k2r/pppq1ppp/3pbn2/2b5/2PN4/2N3PP/PP3PB1/R1BQK2R b KQkq -,e6c4 c1e3 c7c6 d4c2 e8a8 d1d2 h8e8 e1a1 c5e3 f2e3,244
8/2p1kp1p/Qp5b/1B3p2/P3n3/1q6/3R4/2KR4 b - -,e6c4 c1e3 c7c6 d4c2 e8a8 d1d2 h8e8 e1a1 c5e3 f2e3,Mate
r1b1k1nr/pppp2pp/8/2P1P1B1/3n4/N7/PPP1q2P/R1K4Q b kq -,d4e6 h2h4 h7h6 g5d2 g8e7 h1e1 e2e1 d2e1 h8f8 b2b3,-764
r4nk1/1pb1rpp1/p1p2p2/3P1q1p/2P5/4BNPP/PP3PK1/2QRR3 b - -,a8d8 d5c6 b7c6 d1d8 c7d8 b2b4 f8e6 c1b1 f5b1 e1b1,74
r2q1rk1/1ppb1p2/3p3b/p1nPp2p/2P1P1pP/2N3P1/PPB1QRPN/R5K1 b - -,a5a4 h2f1 d8e7 f1e3 f7f5 e3f5 d7f5 e4f5 e5e4 c3e4,50
r4rk1/pp3pp1/2nqpnp1/3pN3/3P1P2/2P5/PP1N2PP/R3QRK1 b - -,f6h7 e1e2 a7a5 f1f3 c6e5 f4e5 d6a6 e2e1 a6b5 b2b3,63
r3k2r/1p2bpp1/pqn1p3/3pP1Pp/1P1P3n/PN5Q/4NP1P/R1B2RK1 b - -,c6b4 a3b4 h4f5 g5g6 e7b4 a1b1 b6c7 c1d2 b4d2 b3d2,271
r3k2r/1bqpbppp/pp2P3/2p5/P3P3/1nNPB3/1PP2QPP/R4RK1 b kq -,b3a1 f2f7 e8d8 e3f4 d7d6 f7g7 h8e8 f1a1 d8c8 g7h6,-167
8/2p1kp1p/Qp6/1B3p2/P3n3/1q6/3R4/2K5 b - -,b3a1 f2f7 e8d8 e3f4 d7d6 f7g7 h8e8 f1a1 d8c8 g7h6,Mate
r4rk1/5pp1/pq2p3/2b1P3/6P1/1Q6/PP3PP1/R1B2RK1 b - -,b6b3 a2b3 f8b8 a1a5 c5e7 f2f4 b8b3 f1f3 b3b6 g1h2,28
rn1qkbnr/pp2pppp/8/3p3b/2B5/2N2N1P/PPPP1PP1/R1BQK2R b KQkq -,d5c4 e1h1 e7e6 d2d4 c4d3 c2d3 f8d6 d1a4 b8c6 f3d4,-408
r1b2rk1/pp3ppp/2p1pn2/8/2BPN2q/1N2P3/PPQ2PP1/R4RK1 b - -,f6g4 f1e1 b7b5 c4d3 f7f5 e4g3 h4h2 g1f1 f5f4 e3f4,32
r3rnk1/ppq2pp1/2pbNp1p/8/3P4/2PB3P/PPQB1PP1/R4RK1 b - -,f7e6 f1e1 c6c5 d4c5 d6c5 b2b4 c5d6 c3c4 b7b6 a2a4,93
4k3/rp3p2/q1p4r/3p3p/PRPPp1nP/2Q1P1P1/3N2P1/1R4K1 b - -,e8f8 d2f1 f8g7 f1h2 g4f6 c4c5 a6e2 c3c1 h6g6 b1b2,116
r3k2r/1bqpbQpp/pp2P3/2p5/P3P3/2NPB3/1PP3PP/n4RK1 b kq -,e8d8 e3f4 c7c6 f7g7 h8e8 c3d5 c6e6 d5e7 e8e7 f4g5,-213
r4b1r/p2k1ppp/3n4/8/2q5/Q4P2/PP3P1P/R1B1R1K1 b - -,a7a5 c1d2 d6b7 a3e3 f8d6 e3g5 c4d3 e1e4 b7c5 g5f5,-112
8/2p1kp1p/Qp6/1B3p2/P3n3/2q5/3R4/1K6 b - -,d6b7 b2b4 f8d6 a3a4 c4c6 b4b5 c6f3 b5b6 d7c8 c1e3,Mate
r3r1k1/pbb2ppp/1np1pq2/8/4P3/BP2N1P1/P1Q2PBP/R4RK1 b - -,b6d7 a1d1 a8d8 a3d6 c7d6 d1d6 f6e7 f1d1 d7e5 c2c5,110
r2q1rk1/1p3pbp/p2p1np1/3P4/2PpPP2/8/PP4BP/R1BQ1RK1 b - -,f8e8 f1e1 f6d7 c1d2 a8c8 a1c1 d4d3 b2b3 b7b5 c4b5,-69
N1b3nQ/p2k1q2/1pnp4/6B1/4P3/5N2/PP3PPP/R2R2K1 b - -,f7g6 e4e5 d6d5 d1d5 d7e8 d5d6 c8e6 a8c7 e8f7 c7e6,1969
r1bqn1k1/Np3r1p/3p2n1/3Pp1p1/PPN1Pp2/5P2/4BQPP/2R2RK1 b - -,c8d7 a4a5 g5g4 f3g4 d8b8 a7c8 b8c8 c4b6 c8b8 b6a8,209
4q2k/Q2n2pp/4rp2/3P4/8/2rNP3/P5PP/4RRK1 b - -,e6e4 d3f4 d7f8 e1e2 e4a4 a7b6 c3a3 h2h4 a4a6 b6c5,137
r2k3r/1bqpb1Qp/pp2P3/2p5/P3P3/2NPB3/1PP3PP/n4RK1 b - -,h8e8 e3f4 c7c6 c3d5 c6e6 d5e7 e8e7 f4g5 d8c7 g5e7,-226
r4b1r/3k1ppp/3n4/p7/2q5/Q4P1P/PP3P2/R1B1R1K1 b - -,d6b5 a3e3 f8d6 e3g5 b5d4 g1g2 c4b5 g5g4 d4e6 c1e3,-264
rnb2rk1/pp2pp1p/3p2pQ/q1pP2N1/8/8/nPP2PPP/1K1R1B1R b - -,h7h6 e1d1 f8e7 c1e3 h8c8 d1d4 c4c5 a3d3 c5h5 g1h2,Mate
r1b1k1nr/pppp2p1/7p/2P1P3/5B1P/N4n2/PPP1q3/R1K4Q b kq -,g8e7 h1d1 e2e4 f4d2 e8h8 a3b1 f3d2 b1d2 e4e5 a2a4,-777
2rq1rk1/pb1npp1p/1p1p2p1/8/2P1Pn2/2NBBPbP/PP2N1P1/2RQ1RK1 b - -,f4d3 d1d3 g3e5 e3h6 f8e8 f1d1 a7a6 b2b3 d8c7 d3d2,67
r4b1r/3k1ppp/3n4/p7/1q6/4QP1P/PP3P2/R1B1R1K1 b - -,a8e8 e3a7 b4b7 a7a5 e8e1 a5e1 b7f3 e1b4 f8e7 c1e3,-287
rqb1kb1r/1p1p1p1p/pn2p3/4n3/2pN4/2P2N2/PPBPQ1PP/R1B2RK1 b kq -,e5g4 h2h3 g4f6 d2d3 c4d3 c2d3 b6d5 f3g5 b7b5 d3e4,189
4q2k/Q2n2pp/5p2/3P4/4rN2/2r1P3/P5PP/4RRK1 b - -,d7f8 e1e2 h8g8 d5d6 e4e3 e2e3 c3e3 f4d5 e3d3 d5e7,131
2rq1rk1/pb1npp1p/1p1p2p1/8/2P1P3/2NQBPbP/PP2N1P1/2R2RK1 b - -,g3e5 e3h6 f8e8 b2b3 a7a6 f1d1 d8c7 d3d2 c7b8 e2d4,63
r2qr1k1/1p3pbp/p2p1np1/3P4/2PpPP2/8/PP4BP/R1BQR1K1 b - -,a8c8 b2b3 f6d7 c1a3 d4d3 d1d3 d8a5 b3b4 a5b6 g1h1,-69
r1bqr1k1/ppp1bppp/1nn5/1P2p3/8/P1NP1NP1/4PPBP/R1BQK2R b KQ -,c6a5 c1d2 a7a6 a3a4 c8e6 e1h1 a5b3 a1b1 b3d2 d1d2,24
5k2/rp3p2/q1p4r/7p/P1RPp1nP/2Q1P1P1/6P1/1R3NK1 b - -,h6f6 d4d5 a6a5 c3a3 f8g7 f1h2 g4e5 c4e4 a5d5 e4d4,104
r1bq1rk1/ppp1ppbp/2n2np1/4N3/3P4/2NBB3/PPP2PPP/R2QK2R b KQ -,c6d4 d3g6 h7g6 e3d4 d8d6 f2f4 f6g4 e1h1 c7c5 d4f2,-140
r3nrk1/pp1nppbp/1Q2b1p1/2ppP3/3P1B2/2P2PP1/PP1N2BP/R3NRK1 b - -,g6g5 b6e6 f7e6 f4g5 c5d4 c3d4 e8d6 e5d6 g7d4 g1h1,627
1r2nrk1/p5Qp/2ppb2B/4p2R/4Pq2/2N2P2/PPP5/1K1R1B2 b - -,e8g7 h6f4 g7h5 f4c1 f8f3 f1e2 f3c3 e2h5 c3h3 d1d6,-285
r1bqr1k1/ppp1bppp/1nn5/4p3/1P6/P1NPBNP1/4PPBP/R2QK2R b KQ -,a7a5 b4b5 c6d4 e1h1 a5a4 f3d2 h7h6 d2c4 c8e6 g2b7,-15
rnb3k1/pppp4/4p3/7Q/3P3R/2K5/PPP2rPP/5qNR b - -,g8f8 g1f3 f2c2 c3c2 f1e2 c2b1 e2d3 b1a1 d3f5 h5h6,1025
5k2/rp3p2/q1p2r2/3P3p/P1R1p1nP/2Q1P1P1/6P1/1R3NK1 b - -,a6a5 c3a3 f8g7 f1h2 g4e5 c4e4 a5d5 e4d4 d5e6 a3c3,103
4q2k/Q2n2pp/5p2/3P4/5N2/2r1R3/P5PP/5RK1 b - -,e8e3 a7e3 c3e3 f1c1 h8g8 c1c7 d7e5 h2h3 h7h6 c7a7,121
r1bqr1k1/1pp1bppp/1nn5/pP2p3/8/P1NPBNP1/4PPBP/R2QK2R b KQ -,e5e4 b5c6 e4f3 g2f3 e7f6 d1c1 b7c6 f3c6 c8d7 c6g2,105
5b1r/1q1k1ppp/3n4/8/8/5P1P/PP3P2/R1B1Q1K1 b - -,b7f3 e1e5 f3d1 g1g2 f7f6 e5a5 d7e6 a5a8 d1d5 a8d5,-317
r1bq1rk1/p4pbp/2n3p1/2pnp1N1/8/P1PP2P1/4QPBP/RNB2RK1 b - -,a8b8 g5e4 d8c7 a3a4 c6d8 b1a3 d8e6 a3b5 c7e7 e2a2,-28
r3k1nr/pbpp2p1/1p5p/2P1P3/5B1P/NP3n2/PKP1q3/R6Q b kq -,g8e7 h1d1 e2e4 e5e6 e8h8 f4c7 d7e6 c5b6 a7b6 d1d7,-731
r1bqr1k1/1pp1bppp/1n6/pP2N3/3n4/P1NPB1P1/4PPBP/R2QK2R b KQ -,e7f6 f2f4 f6e5 f4e5 e8e5 e3f2 a5a4 e1h1 d4b5 c3b5,-35
r1b2rk1/p3npbp/1pn1p3/2p1q1N1/3Pp3/2P3P1/PP2QPBP/R1B1R1K1 b - -,e5d6 e2h5 h7h6 g5e4 d6d7 c1h6 f7f6 d4c5 e6e5 h6g7,44
7k/3n2pp/5p2/3P4/5N2/2r1Q3/P5PP/5RK1 b - -,c3e3 f1c1 h8g8 c1c7 d7e5 h2h3 h7h6 g1h2 e5f7 c7c8,125
2r3k1/pb2qp1p/1p1p2p1/4b3/4P3/2NQnP1P/PP2N1P1/2R2RK1 b - -,e3f1 c3d5 e7d7 c1c8 b7c8 g1f1 c8b7 b2b3 g8f8 d5e3,-10
r4rk1/1bqpbppp/pp2p3/2p2P2/P2BP3/1BNP4/1PP2QPP/R4RK1 b - -,c5d4 c3e2 c7e5 g2g4 b6b5 e2d4 e7c5 c2c3 e6f5 g4f5,-7
1rbq1rk1/p4pbp/2n3p1/2pnp3/4N3/P1PP2P1/4QPBP/RNB2RK1 b - -,d8c7 a3a4 c6d8 b1a3 d8e6 a3b5 c7d7 c1a3 a7a6 c3c4,-24
8/8/5pkp/6p1/2R1P1P1/4r2P/6K1/8 b - -,,0
r4rk1/1bqpbppp/pp2p3/5P2/P2pP3/1B1P4/1PP1NQPP/R4RK1 b - -,,0
rnb3k1/pppp4/4p3/7Q/3P3R/1K6/PPP2rPP/4q1NR b - -,e1e3 c2c3 g8f8 g1f3 f2f3 h1e1 e3d3 g2f3 d3f5 h5f5,Mate
r3r2k/ppp3pp/8/3QP3/5Pbq/B1PB4/P1P4P/2KR3R b - -,g4d1 c1d1 h4g4 d1c1 g4f4 c1b2 f4e5 d5c4 b7b6 c4h4,292
r2qkb1r/ppp2ppp/2np1n2/4p3/1PP3b1/P1N1PN2/3P1PPP/R1BQKB1R b KQkq -,g7g6 c1b2 f8g7 f1e2 e8h8 d1c2 g4f5 d2d3 a7a5 b4b5,43
5b1r/3k1ppp/3n4/8/8/4Bq1P/PP3P2/R3Q1K1 b - -,d6f5 e1d1 f3d1 a1d1 f8d6 e3f4 h8a8 a2a3 g7g6 g1g2,-386
r1b2rk1/p3npbp/1pn1p3/4q1N1/3ppB2/2P3P1/PP2QPBP/R3R1K1 b - -,,0
8/rp3pk1/2p2r2/q2P3p/P1R1p1nP/Q3P1P1/6PN/1R4K1 b - -,g4e5 c4e4 a5d5 e4d4 d5e6 a3c3 b7b5 a4a5 f6g6 d4f4,113
r3r1k1/1pb2ppn/p4pq1/3R3p/2P5/4BNPP/PP3PK1/2QR4 b - -,e8e4 d1d4 e4d4 d5d4 h7f8 c1d2 a8e8 d4d5 g6b1 b2b3,48
rqb1kb1r/1p1p1p1p/pn2p3/8/2pN4/2P2Q2/PPBP2PP/R1B2RK1 b kq -,f8e7 f3f7 e8d8 f7g7 h8e8 d2d3 c4d3 c2d3 b8d6 c1f4,454
7k/3n2pp/5p2/3P4/5N2/4r3/P5PP/2R3K1 b - -,h8g8 c1c7 d7e5 h2h3 h7h6 f4e6 e3d3 c7g7 g8h8 g7a7,146
rn1qkbnr/pp2pppp/8/3p1b2/3P1P2/1P6/P1P3PP/RNBQKBNR b KQkq -,b8c6 g1f3 e7e6 f1d3 g8f6 e1h1 f8e7 c1b2 a8c8 d3f5,-78
1rb2rk1/p1q2pbp/2n3p1/2Nnp3/8/P1PP2P1/4QPBP/RNB2RK1 b - -,b8b1 a1b1 d5c3 e2b2 c6d4 c5e4 c3b1 b2b1 c8a6 c1e3,-70
r4rk1/1p1nppbp/1p3np1/2pp1b2/3PPB2/2P2PP1/PP1N2BP/R3NRK1 b - -,c5d4 e4f5 d4c3 b2c3 g6f5 f4e3 f8c8 e3d4 e7e5 d4f2,103
r1b2rk1/p3bp2/1pn1p2p/3p4/5B2/1NP2N2/PP3PPP/R4RK1 b - -,h6h5 b3d4 c6d4 f3d4 f7f6 d4c6 e7c5 b2b4 c8b7 c6a5,-21
r2qk2r/ppp2ppp/2np1n2/2b1p3/2b5/2NPP1PP/PP2NPB1/R1BQK2R b KQkq -,c4a6 a2a3 e5e4 b2b4 c6e5 d3e4 a6e2 d1e2 c5b6 c1b2,119
r3k1nr/pQpp2p1/1p5p/2P1P3/3n1B1P/NP6/PKP1q3/R7 b kq -,a8d8 c5b6 a7b6 b7c7 g8e7 c7c4 e7f5 e5e6 e2e6 f4c7,-439
r4rk1/3Q1ppB/pq2p3/2b1P3/6P1/1b6/PP3PP1/R1B2RK1 b - -,g8h7 d7d3 h7g8 d3b3 b6b3 a2b3 f8b8 a1a5 c5e7 f2f4,21
rnb1kb1r/pp1p1ppp/4p3/q1p5/3Pn2B/1PP1PN2/P4PPP/RN1QKB1R b KQkq -,e4c3 d1d2 c5d4 f3d4 f8b4 d4c2 b8c6 c2b4 c3b1 a1b1,-65
2rqr1k1/1p4bp/p3P1p1/4n3/2Pp1B2/8/PP4BP/R2QR1K1 b - -,d8c7 g2d5 d4d3 g1h1 g8h8 e1e4 e8f8 d1e1 f8f5 e1e3,134
4r1k1/pb1r1ppp/2q5/1pp1PQB1/4P3/2P5/PPB4P/3R1RK1 b - -,e8e6 d1d7 c6d7 f1d1 d7e8 d1d8 b7c8 d8e8 e6e8 f5f4,584
r1bqr1k1/1pp2ppp/1n3b2/pP6/2Nn4/P1NPB1P1/4PPBP/R2QK2R b KQ -,b6c4 d3c4 d4f3 e2f3 f6c3 e1e2 c8e6 d1d3 c3a1 h1a1,-350
1Q2nrk1/p5bp/2ppb3/4p2R/4PB2/2N2P2/PPP5/1K1R1B2 b - -,d6d5 h5e5 e6f7 b8a7 f7g6 a7e3 d5d4 d1d4 g7f6 d4d1,1164
r2q1rk1/3b1p1p/4p1p1/ppp5/4PR2/PPNPQ3/1P4PP/5R1K b - -,b5b4 c3e2 d7b5 f4f3 d8e7 a3a4 b5a6 e4e5 a8d8 e2f4,-30
r2qk2r/ppp2ppp/b1np1n2/2b1p3/8/P1NPP1PP/1P2NPB1/R1BQK2R b KQkq -,e5e4 b2b4 c6e5 d3e4 a6e2 d1e2 c5b6 c1b2 d8e7 g3g4,112
r1bq1rk1/ppp1ppbp/5np1/4N3/3n4/2NBB3/PPP2PPP/R2Q1RK1 b - -,d4f5 e3d2 f6d7 e5d7 c8d7 f1e1 f8e8 d2g5 f5d4 d1d2,-145
1rb2rk1/p1q2pbp/2n3p1/2pnp3/4N3/P1PP2P1/Q4PBP/RNB2RK1 b - -,d5f6 b1d2 c8e6 c3c4 c6d4 c1b2 f6d7 a1b1 e6f5 f1e1,-22
r2qkbnr/pp2pppp/2n5/3p1b2/3P1P2/1P3N2/P1P3PP/RNBQKB1R b KQkq -,a8c8 f1d3 e7e6 d3f5 e6f5 e1h1 f8e7 c2c3 g8f6 b1d2,-84
6k1/R6p/1r4p1/4Kp2/P6P/3N4/3n1P2/8 b - -,d2f3 e5d5 b6b8 d3c5 b8d8 c5d7 g8g7 a4a5 h7h5 a7b7,123
r2qkb1r/5ppp/2pp1n2/pp6/B2PP1b1/2N3Q1/PPP2PPP/R1B1K2R b KQkq -,d8d7 f2f3 g4h5 e4e5 d6e5 g3e5 f8e7 c3b5 e8h8 b5c3,-78
1rbr2k1/p1q2pbp/2n3p1/2Nnp3/8/P1PP2P1/Q4PBP/RNB2RK1 b - -,b8b1 a1b1 d5c3 a2b2 c6d4 c5e4 c3b1 c1g5 b1c3 e4c3,-59
