6k1/8/6K1/3N4/8/8/8/1B6 b - -,a8b8 a2a4 f8e8 c1e3 d8e7 b2b3 a7a6 a5c4 e6c4 b3c4,Mate
8/5kpp/R7/6P1/4KP2/8/7r/8 b - -,,0
r1b1kb1r/2qp1ppp/p1N1p3/1p6/2n1PP2/2NQ2P1/PPP3BP/R1B1K2R b KQkq -,c7c6 b2b3 c4a3 e1h1 c8b7 c1b2 a8c8 a1c1 f8c5 g1h1,26
2kr1bnr/ppp2ppp/2n5/7q/3P2b1/2N1BN2/PP2BPPP/R2QK2R b KQ -,f7f5 h2h3 g8f6 d1b3 f5f4 e3f4 f8d6 f4e3 h8e8 e1a1,107
r1b1k1nr/1p3ppp/pqn1p3/1NbpP3/1P1p1P2/P4N2/2P3PP/R1BQKB1R b KQkq -,a6b5 b4c5 b6c5 d1d2 g8h6 f1d3 h6g4 e1h1 h7h6 f1e1,-48
rnb1kb1r/pp1ppp1p/3P1np1/2p5/8/2N5/PqPBPPPP/R2QKBNR b KQkq -,b2b6 d6e7 f8g7 a1b1 b6e6 c3b5 b8a6 f2f3 d7d5 d2f4,-60
r7/n1p3p1/4k2p/p3n3/P1N5/1p1P4/1PpB2N1/4R1K1 b - -,e6f7 c4e5 f7g8 g2e3 a7c8 e3c4 c8b6 c4a5 b6a4 a5b3,439
r1bqk2r/p3nBpp/2nb4/1pp1p1N1/3pP3/3P2N1/PPP2PPP/R1BQK2R b KQkq -,e8f8 d1f3 e7g6 f7g6 d8f6 g5h7 h8h7 f3f6 g7f6 g6h7,546
r2qk2r/3nbppp/p2pbn2/N3p3/N3P3/4BP2/1PPQ2PP/R3KB1R b KQkq -,h7h6 c2c4 f6h5 a4c3 d8c7 c3d5 e6d5 c4d5 e7g5 e3g5,120
r2q1rk1/ppp2ppp/2npbn2/2b1p3/2P5/P1NPP1P1/1P2NPBP/R1BQK2R b KQ -,d6d5 d3d4 e5d4 e3d4 c5e7 e2f4 e6g4 f2f3 g4d7 c4d5,35
rnb1kb1r/pp1pPp1p/1q3np1/2p5/8/2N5/P1PBPPPP/R2QKBNR b KQkq -,f8g7 a1b1 b6e6 c3b5 b8a6 g1f3 e6e7 d2f4 d7d5 f4d6,-65
rnbq1rk1/pp2nppp/8/2ppP3/1b1P4/P1NB1N2/1P3PPP/R1BQK2R b KQ -,d8a5 c1d2 b4c3 d2c3 a5c7 d4c5 b8c6 e1h1 d5d4 c3d2,133
r1b1kb1r/3p1ppp/p1q1p3/1p6/2n1PP2/1PNQ2P1/P1P3BP/R1B1K2R b KQkq -,c4a3 e1h1 c8b7 c1b2 a3c2 d3c2 b5b4 f1c1 a8c8 c2d1,28
8/1p2k1p1/p1pP1p1p/2P1p3/1P2P3/5P2/6PP/6K1 b - -,e7e6 g1f2 h6h5 f2e2 e6f7 e2d2 f7e6 d2c3 e6d7 c3b3,294
r3kr2/1ppqn1p1/1p5p/4pN2/1P2N3/P1PP4/5PPP/R2QR1K1 b - -,f8f5 e4g3 f5f6 e1e5 e8f8 d3d4 e7g6 e5e3 f8g8 g3e4,272
r1b1k2r/pp1nbppp/4p3/1B6/3q4/2N5/PP2QPPP/R1BR2K1 b kq -,d4f6 e2e4 e7c5 c1f4 f6e7 e4a4 e8h8 b5d7 e6e5 f4g3,345
3rrn2/1bq2pk1/p6p/1p1pNB2/2pP1P1Q/P1N1P3/1P4PP/3R2K1 b - -,b5b4 a3b4 f8g6 h4g3 c7d6 f5b1 h6h5 f4f5 h5h4 g3g5,302
r1bqkb1r/p2npppp/1ppp1n2/6B1/3PP3/2NB1N2/PPP2PPP/R2QK2R b KQkq -,d8c7 g5f6 e7f6 e1h1 a7a6 a2a4 f8e7 f1e1 e8h8 h2h4,91
r3k2r/2qnbppp/p2pbn2/N3p3/N1P1P3/4BP2/1P1Q2PP/R3KB1R b KQkq -,h7h6 a4c3 f6h5 g2g3 c7b8 f1e2 e7g5 f3f4 h5f4 g3f4,153
r1b1kb1r/3p1ppp/p1q1p3/1p6/4PP2/nPNQ2P1/P1P3BP/R1B2RK1 b kq -,c8b7 c1b2 a3c2 d3c2 b5b4 f1c1 a8c8 c2d1 b4c3 c1c3,28
r1bq3r/p2knBpp/2nbN3/1pp1p3/3pP3/3P2N1/PPP2PPP/R1BQK2R b KQ -,h7h5 e6d8 c6d8 f7h5 d7c7 h5f3 a7a5 a2a4 b5b4 h2h4,599
r2q2k1/3b1p1p/2p2bp1/3p4/p2P2P1/P1pB1Q2/1PP1NP1P/2K1R3 b - -,c3b2 c1b1 d8e7 b1a2 f6d4 e1b1 d4g7 f3e3 e7e3 f2e3,-814
2k2br1/2q1rp1p/R7/8/1Q6/8/PPP3PP/5R1K b - -,g8g6 a6a8 c8d7 a8f8 c7c6 b4d2 g6d6 d2a5 c6c7 a5f5,637
r1bqkbnr/ppp1pp2/2np2p1/1B6/3PPB2/2N2N1P/PPP2P1P/R2QK2R b KQkq -,a7a6 b5c6 b7c6 d1e2 c8h3 f3g5 d8d7 e1a1 h8h4 f4g3,78
r4k2/pbr2ppp/2p1B3/2N1Pn2/8/P6P/1P3PP1/3RR1K1 b - -,f5h6 e6c4 a8e8 c5d7 f8e7 e5e6 f7f5 d7c5 e7f6 d1d6,508
rn1q1rk1/pbp1bppp/4pn2/1P2N3/2BP4/2N5/1P3PPP/R1BQR1K1 b - -,b8d7 c1f4 f8e8 h2h3 e7b4 d1b3 b4d6 f4g3 d7b6 c4d3,85
1r6/5pk1/6pp/3N4/P1p3P1/3nPP2/R6P/6K1 b - -,g6g5 a2a3 b8b1 g1g2 b1b2 g2g3 d3c1 f3f4 b2d2 d5c3,52
r2q1rk1/ppp2ppp/2n1bn2/2bpp3/2PP4/P1N1P1P1/1P2NPBP/R1BQK2R b KQ -,e5d4 e3d4 c5e7 c1f4 d8d7 e1h1 a8d8 f4e5 c6e5 d4e5,29
4q1q1/3q1B1N/q2Pn1qq/Nnr1nppr/q1BNP2q/1P1B1p2/3PQNkP/nNBQKR1b b - -,e6d4 f1g1 g2g1 e2f1 g1h2 b3a4 e5d3 f1d3 a1c2 d1c2,-5859
rnr3k1/1bp1qppp/4p3/pp1nN3/3P4/1P4P1/3QPPBP/RNR3K1 b - -,e7b4 d2b4 a5b4 a1a8 b7a8 g1f1 f7f6 e5d3 b8d7 b1d2,25
r1bqk2r/pp2ppbp/2p2np1/2p1P3/8/2N2N1P/PPPP1PP1/R1BQK2R b KQkq -,f6g8 d2d3 g8h6 c3e4 b7b6 a2a4 a7a5 e1h1 h6f5 f1e1,80
7r/n1pk2p1/6Np/p7/P7/1p1PN3/1PpB4/5K2 b - -,h8e8 e3g4 a7c6 g4f2 c6e5 g6e5 e8e5 f2e4 h6h5 e4g5,-492
r1b4r/p2knBpp/2nbN3/qpp1p3/3pP3/3P2N1/PPPB1PPP/R2QK2R b KQ -,a5a4 e6g7 d7c7 g7e8 h8e8 f7e8 c8e6 e8h5 a8f8 e1h1,405
r1b1kbnr/ppp1qppp/2np4/1B6/Q3P3/2P5/PP3PPP/RNB1K1NR b KQkq -,e8d7 b5c6 b7c6 g1f3 d7d8 e1h1 c8d7 f1e1 f7f6 c1e3,128
r2q2k1/3b1p1p/2p2bp1/3p4/p2P2P1/P2B1Q2/1pP1NP1P/1K2R3 b - -,d8e7 b1a2 f6d4 e1b1 d4g7 f3e3 e7e3 f2e3 d7g4 e2d4,-816
5rk1/1p1bQpp1/4p3/q2pP3/1n1P1P2/5N1P/6P1/1R4K1 b - -,b4c6 e7d7 a5c3 b1d1 c3b3 d1e1 b3d3 g1h2 c6d4 f3d4,-98
1r4k1/1pprb1pp/p3p2q/4Np2/Pn1Pn1P1/4P2P/1P2QPB1/R1B2RK1 b - -,e4g5 f2f4 g5h3 g2h3 h6h3 e5d7 f5g4 e2g2 h3g2 g1g2,345
rn1q1rk1/pb2bppp/4pn2/1Pp1N3/2BP4/2N5/1P2QPPP/R1B1R1K1 b - -,d8e8 e5f7 f8f7 e2e6 g8f8 c1e3 b8d7 h2h3 c5d4 e3d4,204
5rk1/1p1Q1pp1/2n1p3/q2pP3/3P1P2/5N1P/6P1/1R4K1 b - -,a5c3 b1d1 c3b3 d1e1 b3d3 g1h2 c6d4 f3d4 d3d4 e1f1,-82
4rb2/1q3p1k/p3rB2/1p1bp3/7Q/2PR3P/PP3PP1/4R1K1 b - -,f8h6 d3g3 e6f6 h4f6 b7d7 e1e5 e8e5 f6e5 d5a2 g3g4,Mate
r4rk1/2qb1ppp/p1n1pn2/1pbp4/1P6/P1NBPN2/2PBQPPP/R3K2R b KQ -,c5d6 h2h3 c6e5 f3d4 a8c8 e1h1 e5c4 d3c4 c7c4 f1d1,-151
r2q1rk1/ppp2ppp/2n1bn2/2bp4/2PP4/P1N3P1/1P2NPBP/R1BQK2R b KQ -,c5e7 e2f4 e6g4 f2f3 g4d7 c4d5 c6a5 e1h1 f8e8 f1e1,36
8/5pk1/6pp/3N4/P1p3P1/3nPP2/R5KP/1r6 b - -,g7h7 a2a3 d3b4 d5f6 h7g7 f6e8 g7f8 e8d6 b1c1 d6b5,78
5br1/1k2rp1p/5R2/8/8/8/PPP3PP/5R1K b - -,h7h5 f6f7 e7f7 f1f7 b7c6 g2g3 h5h4 h1g2 f8d6 f7f3,9
r4rk1/1b2bppp/pq1pp3/8/4PP2/1P1R2P1/PB1Q2BP/3R3K b - -,f8d8 b2d4 b6c7 d2c3 c7c3 d3c3 d8c8 d1c1 g8f8 h1g1,29
r4rk1/ppp3pp/2nq1p2/4p3/3P2b1/2P1RNP1/P1P2PBP/R2Q2K1 b - -,g8h8 d1d3 g4f3 g2f3 e5d4 c3d4 d6d4 a1b1 d4d3 e3d3,33
r1b2rk1/pp2qppp/2pb1n2/4n3/3N4/P1N1P3/BPQB1PPP/2R2RK1 b - -,c8g4 f2f4 e5g6 h2h3 g4d7 e3e4 d6c5 d2e3 a8d8 b2b4,102
r3brk1/1pp3p1/p2p1p1p/4p1q1/1PN1P1P1/2PP1Q1P/1P3P2/R4RK1 b - -,e8b5 a1d1 b5d7 c4e3 h6h5 f3g3 a6a5 b4a5 a8a5 d1a1,-16
1r3k2/2R3p1/4p2p/1p4p1/1P4P1/2P4P/5P2/6K1 b - -,f8g8 g1f1 b8a8 f1e2 a8a2 e2e3 g8h7 c7c5 a2c2 e3d4,191
r3r1k1/pp1nqp1p/2pbb1p1/7P/3P2p1/2PB2N1/PPQB1P2/2KR3R b - -,d7f6 h5g6 f7g6 h1h6 e6f7 d2g5 e7c7 c2d2 e8e6 d1h1,-35
4k3/K2b4/2p1p2p/5p2/3P4/3B4/PBP2nPP/8 b - -,e8e7 d3e2 f2g4 a7b6 g4e3 a2a4 c6c5 a4a5 c5d4 b2d4,609
rn1qk2r/pppbbppp/5n2/1B1p4/3P4/2N2N1P/PPP2PP1/R1BQK2R b KQkq -,d7b5 c3b5 c7c6 b5c3 e8h8 c3e2 f8e8 e1h1 b8d7 c1f4,-13
r7/pbr1kppp/2p5/2N1Pn2/8/PB5P/1P3PP1/3RR1K1 b - -,a8h8 e5e6 f7f6 d1d7 c7d7 e6d7 e7d8 e1d1 d8c7 d7d8q,601
5rk1/1p1Q1pp1/2n1p3/3pP3/3P1P2/2q2N1P/6P1/3R2K1 b - -,c3b3 d1e1 b3d3 g1h2 c6d4 f3d4 d3d4 e1f1 d4b4 f1f3,-94
8/5pk1/6pp/8/PNp3P1/4PP2/R5KP/1r6 b - -,b1d1 a4a5 c4c3 g2h3 d1d2 a2c2 d2d1 a5a6 d1b1 c2c3,521
r1b1k2r/4qppp/p3p3/1pnpP3/3Q1P2/2N5/PPP3PP/1K1R1B1R b kq -,h7h6 g2g4 c8b7 f1d3 e7c7 h2h4 e8a8 h4h5 c8b8 c3e2,128
r3kbnr/pppbqppp/2np4/1B6/Q3P3/2P5/PP1N1PPP/R1B1K1NR b KQkq -,c6e5 b5d7 e7d7 a4d7 e8d7 e1e2 a8e8 f2f4 e5c6 g1f3,-35
8/5pk1/6pp/P7/1rp3P1/4PP2/R5KP/8 b - -,b4b1 a5a6 c4c3 g2g3 b1b2 a2a3 c3c2 a3c3 b2a2 h2h4,10
r2q1rk1/ppp1bppp/2n1bn2/3p4/2PP4/P1N3P1/1P2NPBP/R1BQ1RK1 b - -,c6a5 e2f4 e6g4 f2f3 g4d7 c4d5 f8e8 f1e1 a5c4 g2f1,27
rnbqkb1r/1p1p1ppp/2p2n2/p1P5/N3p3/1N4P1/PP1PPP1P/R1BQKB1R b KQkq -,d7d6 a4b6 d6c5 b6a8 c5c4 d2d3 c4b3 d3e4 d8d1 e1d1,-36
3rr3/5pk1/p2q2np/1p1pNB2/2pP4/P1N1P1Q1/1P4PP/3R2K1 b - -,d8b8 d1f1 e8e5 d4e5 d6e5 g3f2 g6e7 f5b1 b8f8 c3e2,483
r4rk1/1ppb2p1/p2p1p1p/4p1q1/1PN1P1P1/2PP2QP/1P3P2/R4RK1 b - -,d7b5 a1d1 h6h5 c4e3 h5g4 h3g4 g8f7 g1g2 f8h8 c3c4,-9
r3kr2/1pp1n1p1/1p5p/4pq2/1P2N3/P1PP3P/5PP1/R2QR1K1 b - -,f8f7 d3d4 e5d4 d1d4 e8f8 a1d1 e7g6 e4g3 f5f6 d4f6,154
5rk1/1r3pp1/1ppnp2p/4N3/1qPP4/R3P3/N4PPP/2Q3K1 b - -,b4a3 c1a3 c6c5 h2h4 b7b8 g1h2 b8a8 a3b3 d6e4 b3c2,366
2kr1b1r/ppp2ppp/2n4n/7q/3P2b1/2N1BN1P/PP2BPP1/R2QK2R b KQ -,f8c5 d1a4 c5b6 d4d5 c6e5 e1a1 g4f3 g2f3 e5d7 d5d6,138
r4rk1/2qb1ppp/p2bpn2/1p1pn3/1P1N4/P1NBP3/2PBQPPP/R4RK1 b - -,e5d3 c2d3 d6h2 g1h1 h2d6 a1c1 c7d8 e2f3 a8c8 h1g1,-180
8/5pk1/P5pp/8/1r4P1/2p1PP2/R5KP/8 b - -,b4b1 g2g3 b1b2 a2a1 c3c2 a1c1 b2a2 h2h4 g6g5 h4h5,9
3r2k1/1p3pp1/4P3/5p2/3q4/7P/Q5P1/6RK b - -,g8f8 g1e1 f7e6 a2e6 d4d7 e6b3 d7d5 b3a3 f8g8 a3g3,-7
4r3/1q3p1k/p4Q1b/1p1bp3/8/2P3RP/PP3PP1/4R1K1 b - -,b7c7 f6f5 h7h8 f5h5 h8h7 e1e3 c7e7 h5f5 h7h8 g3g4,153
r3r1k1/pp2qp1p/2pbbnp1/6BP/3P2p1/2PB2N1/PPQ2P2/2KR3R b - -,h7h6 g5h6 d6g3 h5g6 g3c7 h6g5 e7d6 g6f7 e6f7 d1g1,121
r1b1k2r/ppp2pp1/2p5/2b4q/4P1p1/3P2P1/PPP1BPK1/RNBQ3R b kq -,e8e7 h1h5 h8h5 b1d2 h5h7 e2g4 c8e6 g4e6 a8h8 d2f3,705
rnb1kb1r/ppp2pq1/3pp3/4P1pp/3P4/2PB1N2/PP2QPPP/RN2K2R b KQkq -,g5g4 f3d2 d6e5 d4e5 c8d7 f2f4 g4f3 d2f3 d7c6 b1d2,-37
1n1q1rk1/rb3pp1/p2bp2p/8/2PN4/P2BB3/5PPP/1R1Q1RK1 b - -,d8c7 d4e6 f7e6 e3a7 b8d7 d1e2 d6h2 g1h1 f8f6 a7d4,271
3r2k1/1p4p1/5q2/8/8/7P/4Q1P1/6RK b - -,,0
r1b1k2r/pp1nbppp/4p3/qB6/4Q3/P1N5/1P3PPP/R1BR2K1 b kq -,h7h6 c1f4 a5b6 f4e5 a7a6 b5a4 e8h8 a4d7 f8d8 d7a4,328
2r5/8/ppnB1pk1/6p1/P3PP1p/1BPR3b/2P2K1P/8 b - -,g5f4 d3h3 c6e5 h3h4 c8c6 d6e5 f6e5 h4h3 b6b5 a4a5,413
rnbqkb1r/1p3ppp/5n2/p2p4/N3p3/1N4P1/PP1PPPBP/R1BQ1RK1 b kq -,c8d7 b3d4 b7b5 a4c3 b5b4 c3a4 b8a6 d2d3 f8e7 d3e4,8
r4rk1/pp2qppp/3b1n2/2p1nQ2/8/P1N1P3/BP1B1PPP/2R2RK1 b - -,e5c6 f2f4 a8d8 e3e4 c5c4 e4e5 d6c5 g1h1 e7d7 f5g5,80
r4rk1/1ppb2p1/p2p1p1p/4p1q1/1P2P1P1/2PPNQ1P/1P3P2/R4RK1 b - -,g8f7 f3g3 h6h5 h3h4 g5f4 g3f4 e5f4 e3d5 g7g5 h4g5,-19
8/P4pk1/6pp/8/6P1/4PP2/1p4KP/8 b - -,f7f6 a7a8q b2b1q a8a7 g7g8 e3e4 g6g5 h2h4 b1b2 a7f2,20
3r3k/6p1/1p6/4q3/7Q/7P/6P1/5R1K b - -,h8g8 h4d8 g8h7 d8h4 h7g8 f1e1 e5f5 e1e8 g8f7 h4e7,786
rnb1kb1r/ppp2pq1/3pp3/4P2p/3P2p1/2PB4/PP1NQPPP/RN2K2R b KQkq -,d6e5 d4e5 c8d7 f2f4 g4f3 d2f3 d7c6 b1d2 b8d7 d3e4,-49
r1bqkb1r/p2npppp/1p1p1n2/2p1P1B1/3P4/2NB1N2/PPP2PPP/R2QK2R b KQkq -,h7h6 g5f6 g7f6 e5e6 f8g7 e6d7 c8d7 d3b5 d7b5 c3b5,367
3r4/4rpk1/p2q2n1/1p1pNB1p/2pP3P/P1N1P1Q1/1P4P1/5RK1 b - -,d8e8 f5g6 f7g6 c3d5 e7e5 f1f6 d6f6 d5f6 g7f6 d4e5,575
r1bqk2r/pp2bppp/4pn2/8/Q1pP4/6P1/PP3PBP/RNB2RK1 b kq -,c8d7 a4c4 a8c8 c4b3 b7b5 a2a3 d8b6 b1c3 e8h8 c1e3,-26
r1b1kb1r/1pqp1ppp/p1n1p3/8/4P3/2N1Q1P1/PPP2PBP/R1B2RK1 b kq -,f8e7 b2b3 c6e5 c1b2 f7f6 a2a4 b7b6 c3d1 e8h8 e3d2,25
rn1q1rk1/pb3Npp/3bpn2/1Pp5/2BP4/2N5/1P2QPPP/R1B1R1K1 b - -,f8f7 e2e6 d8d7 c1g5 g8f8 e6f7 d7f7 c4f7 f8f7 g5f6,233
r3r1k1/pp2qp1p/2pb1np1/3b2BP/3P2p1/2PB2N1/PPQ2P2/2KRR3 b - -,e7c7 g5f6 d6f4 c1b1 c7d6 f6h4 g8g7 g3e4 d5e4 d3e4,281
8/8/4k3/8/6Q1/3B1K2/8/8 b - -,e7c7 g5f6 d6f4 c1b1 c7d6 f6h4 g8g7 g3e4 d5e4 d3e4,Mate
2r2rk1/3b1ppp/p2bpn2/1p1p4/1PqN4/P1NQP3/2PB1PPP/R1R3K1 b - -,e6e5 d3c4 c8c4 d4e2 d5d4 e3d4 e5d4 c3d1 f8c8 d2f4,-210
rnb1kb1r/ppp2pq1/4p3/4P2p/6p1/2PB4/PP1NQPPP/RN2K2R b KQkq -,c8d7 f2f4 g4f3 d2f3 d7c6 b1d2 b8d7 e1a1 e8a8 c1b1,-48
Q7/5pk1/6pp/8/6P1/4PP2/6KP/1q6 b - -,,0
r2qk2r/pp1bbppp/4pn2/8/2QP4/6P1/PP3PBP/RNB2RK1 b kq -,a8c8 c4b3 b7b5 a2a3 a7a5 c1f4 e8h8 f1d1 h7h6 b3d3,-30
rn1qkb1r/1p1b1ppp/5n2/p2p4/N2Np3/6P1/PP1PPPBP/R1BQ1RK1 b kq -,b8a6 d2d3 b7b5 a4c3 b5b4 c3a4 f8e7 d3e4 d5e4 a2a3,6
rn1q2k1/pb3rpp/3bQn2/1Pp5/2BP4/2N5/1P3PPP/R1B1R1K1 b - -,d8f8 d4c5 d6c5 c1e3 c5e3 e6e3 b8d7 a1a7 a8e8 e3d2,252
1r1q1rk1/3Bbppp/Q3b3/2p5/8/2N1B3/PP3PPP/2KR3R b - -,b8b6 a6a7 d8b8 a7b8 f8b8 d7e6 f7e6 d1d2 e7f6 h1d1,544
N2n3r/pb1kn1bp/4p1p1/8/4P3/5N2/PPR3PP/R1B3K1 b - -,e7c6 c1g5 d7c8 a1d1 d8f7 b2b4 f7g5 f3g5 g7f6 g5f7,306
2r2rk1/4bppp/pq1p4/1p2p1P1/4PP1P/2N4R/PPPQ4/1K1R4 b - -,e5f4 c3d5 b6b7 d2f4 e7d8 h3g3 g8h8 g5g6 h7h6 g3f3,218
r3kr2/1pp1n1p1/1p5p/4p3/1P2N1P1/P1PP4/5PP1/R3R1K1 b - -,e8f7 g4g5 h6h5 e4d2 f8d8 d2f3 e7g6 e1e3 a8a4 c3c4,126
rn1qkb1r/3b1ppp/5n2/p2p4/Np1Np3/6P1/PP1PPPBP/R1BQ1RK1 b kq -,b8a6 d2d3 f8e7 d3e4 d5e4 a2a3 b4a3 b2a3 e8h8 a4c3,3
2r2rk1/3b1ppp/p2b1n2/1p1pp3/1Pq5/PNNQP3/2PB1PPP/R1R3K1 b - -,c4h4 f2f4 f6g4 h2h3 g4f2 d3f1 f2h3 g2h3 d7h3 f1f3,-211
rn4k1/pb1q1rpp/3bQn2/1Pp3B1/2BP4/2N5/1P3PPP/R3R1K1 b - -,g8f8 d4c5 d7e6 c4e6 d6c5 e6f7 f8f7 g5f6 g7f6 c3a4,285
1r1q1rk1/Q2bbppp/8/2p5/8/2N1B3/PP3PPP/2KR3R b - -,b8a8 a7d7 d8e8 d7e8 f8e8 d1d2 f7f5 h1d1 e7f6 c1b1,574
r5k1/pp3p1p/2pb1np1/3b2BP/3P2p1/2PB2N1/PPQK1P2/4r3 b - -,a8e8 c2a4 h7h6 g5h6 d6g3 f2g3 b7b5 a4a6 e1g1 c3c4,-326
2kr1b1r/ppp2ppp/2n5/5n1q/3P2b1/2N1BN1P/PP2BPP1/R2Q1RK1 b - -,g4h3 g2h3 h5h3 f3g5 f5e3 g5h3 e3d1 e2g4 c8b8 a1d1,156
5rk1/3r1pp1/1ppnp2p/4N3/2qP4/R1N1P3/5PPP/2Q3K1 b - -,c6c5 d4c5 b6c5 a3a1 c4b4 e5d7 f8c8 d7e5 c5c4 c1a3,337
2r2rk1/pp1bbppp/1qn1p3/3pPn2/3P4/5N2/PPN1BPPP/R1BQ1RK1 b - -,e7d8 e2d3 f7f6 d3f5 e6f5 b2b3 f8e8 f1e1 h7h6 h2h3,8
5rk1/2rb1ppp/p2b1n2/Np1pp3/1Pq5/P1NQP3/2PB1PPP/R1R3K1 b - -,c4h4 e3e4 d7e6 c3d5 f6d5 g2g3 h4h5 e4d5 e5e4 d3e3,-121
2b2q2/pkp5/1p1pnQ2/3Np3/4P2p/1P2P2P/P1P5/2K3R1 b - -,a7a6 f6f8 e6f8 g1g7 f8e6 g7g4 b6b5 d5e7 c8d7 e7f5,435
r2q1rk1/1pp4p/3p2p1/p2PbN1n/2P1p3/1PN1B3/P3BPPP/R3Q1K1 b - -,a5a4 f5h6 g8h8 g2g3 a4b3 h6g4 b3b2 a1b1 e5g7 b1b2,333
r5k1/3bqp1p/2p2bp1/3p4/p2P2P1/P2B1Q2/KpP1NP1P/4R3 b - -,f6d4 e1b1 d4g7 f3e3 e7e3 f2e3 d7g4 e2d4 c6c5 b1b2,-807
r1b1k2r/pp1n1ppp/4pb2/qB6/4Q3/P1N5/1P3PPP/1RBR2K1 b kq -,h7h6 c1f4 e8h8 b5d7 c8d7 d1d7 a8c8 h2h3 a7a6 b1d1,396
rn4k1/pb1q1rpp/3bQB2/1P6/2Bp4/2N5/1P3PPP/R3R1K1 b - -,d4c3 f6c3 d6f8 e1d1 d7e6 c4e6 f8e7 a1c1 g8f8 c3e5,509
1rb2rk1/4qppp/p3p3/1pnpP3/5P2/4Q3/PPP1N1PP/1K1R1B1R b - -,a6a5 e2d4 e7c7 f1d3 b5b4 d4b3 c5d3 c2d3 d5d4 e3d4,35
3r1rk1/pp2qp1p/3b1np1/2p5/4P3/P1Nn3Q/BPRB1PPP/5RK1 b - -,h7h5 d2g5 e7e5 f2f4 e5d4 g1h1 f6e4 c3e4 d4e4 g5d8,137
6r1/1r4k1/p5p1/1p1pN1Pp/2pP1N2/P3P3/1P4P1/5RK1 b - -,g8e8 f4d5 e8f8 f1f6 f8f6 g5f6 g7h7 d5f4 a6a5 f6f7,496
2kr1b1r/pppn1pq1/4p3/4P2p/4N3/2P2N2/PP2Q1PP/R4RK1 b - -,f8e7 h2h3 h8f8 e4d2 f8g8 d2e4 d8f8 e4d2 f7f6 e5f6,-53
r1bq1r2/ppp1npp1/3p1k2/3P3Q/2B2R2/8/PP3PPP/R5K1 b - -,c8f5 g2g4 g7g5 h5h6 e7g6 f4f5 f6e7 c4b5 d8d7 h6g5,1022
1q1k2r1/3rR2p/p1Q5/8/1p6/8/PPP3PP/4R2K b - -,b8d6 e7d7 d6d7 c6a8 d8c7 a8g8 c7b6 g8b8 b6c6 b8b4,788
5rk1/3r1pp1/1ppnp2p/4N3/Rq1P4/2N1P3/5PPP/2Q3K1 b - -,b4a4 c3a4 d7b7 g2g4 f8c8 g1g2 c6c5 d4c5 b6c5 c1d1,340
r2q1rk1/1pp4p/3p4/p2Pbp1B/2P1p3/1PN1B3/P4PPP/R3Q1K1 b - -,d8h4 f2f4 h4e1 a1e1 e5c3 e1c1 c3b4 a2a4 b4a3 c1e1,-199
5rk1/2rb1ppp/p2b1n2/Np1pp3/1P6/P1NPP3/3B1PPP/R1R3K1 b - -,d7f5 d3d4 e5d4 e3d4 f8e8 f2f3 f5d3 a5b3 c7c4 d2g5,-46
rnbqkb1r/pp3ppp/2pp1n2/4p3/3PP3/2N1B2P/PPP2PP1/R2QKBNR b KQkq -,b7b5 a2a3 f8e7 g2g4 e8h8 g1f3 b8d7 g4g5 f6e8 h3h4,64
rn4k1/pb1q1r1p/3b1Q2/1P6/2Bp4/2N5/1P3PPP/R3R1K1 b - -,d6f8 a1d1 f8g7 f6e7 g8h8 c4f7 b7c6 e7d7 c6d7 c3d5,575
6k1/1p1r1ppp/p6q/P2Bp3/R1P1P3/N1P1bPPb/4Q2P/7K b - -,e3c5 a3c2 h6c1 c2e1 c5a3 a4a3 c1a3 e2e3 h7h5 f3f4,-284
8/6pk/p6p/bp6/8/5PP1/q2r1B1P/3R1RK1 b - -,d2f2 f1f2 a5b6 d1f1 b6f2 f1f2 a2a1 f2f1 a1d4 g1g2,-857
2kr1b1r/pppn1pq1/4p3/4P3/4N2p/2P2N1P/PP2Q1P1/R4RK1 b - -,h8g8 a1e1 f8e7 a2a4 c8b8 a4a5 d8f8 b2b4 d7e5 a5a6,-23
rn2kb1r/pp1bpppp/1q1p1n2/8/4P3/1NNB4/PPP2PPP/R1BQK2R b KQkq -,g7g6 c1e3 b6c7 e3g5 f8g7 g5f6 e7f6 d1d2 e8h8 e1a1,60
2rq1rk1/3bbppp/4pn2/1p6/p2P4/P1NQ2P1/1P3PBP/R1B2RK1 b - -,d8b6 c1e3 f6g4 e3f4 h7h6 f1d1 g4f6 f4e3 b6a6 d3e2,-12
r7/5pk1/6pp/R2p4/P1p5/2NnPP2/R5PP/6K1 b - -,a8e8 c3d5 h6h5 a5b5 h5h4 b5b1 h4h3 e3e4 e8c8 g2h3,583
8/8/p2kp1pR/1b3p2/8/5B1P/1p3PP1/6K1 b - -,b2b1q g1h2 b1b2 h6g6 b2f2 g6g8 d6c5 g8c8 c5b4 c8b8,-605
8/2kr4/5K2/8/8/6Q1/8/8 b - -,c7b6 g3e3 b6c6 e3e8 c6c7 f6e5 d7g7 e8h5 c7b7 h5h4,9605
r1b1kb1r/1pqpnppp/p1n1p3/8/P2NP3/2N3P1/1PP2PBP/R1BQK2R b KQkq -,c6d4 d1d4 e7c6 d4c4 c7a5 c1e3 f8e7 e1h1 d7d6 c4e2,39
