7r/3KP1k1/8/8/8/8/8/R7 b - -,g8f6 h2h4 g5g6 b1c3 g6c2 c4b3 c2g6 h4h5 g6g4 f3g4,Mate
8/8/2N5/5B2/3K4/1k6/8/8 b - -,b3a2 d4c3 a2a1 c6d4 a1a2 d4b3 a2a3 f5b1 a3a4 b3d4,7834
4r1k1/p1p3pp/npR5/5p2/3PpP2/P7/1P2PPBP/6K1 b - -,e8c8 b2b4 g8f7 c6c3 c7c5 d4c5 b6c5 e2e3 f7e6 g2f1,93
8/8/2N5/8/2K5/3B4/1k6/8 b - -,b2a1 c4c3 a1a2 c6d4 a2a1 d3h7 a1a2 d4b3 a2a3 h7b1,7631
rnbqkb1r/pppp1p1p/5pp1/8/8/1P1P4/P1P1PPPP/RN1QKBNR b KQkq -,c7c5 e2e3 d7d5 d3d4 c5d4 f1b5 b8c6 d1d4 f8g7 d4c5,-110
rnbqk2r/pp2ppbp/3p1np1/2p5/2B1PB2/3P1N2/PPP2PPP/RN1Q1RK1 b kq -,e8h8 a2a4 b8c6 c2c3 d6d5 e4d5 f6d5 f4g3 d5b6 c4b3,-27
rnbqkbnr/1pp2ppp/p7/3p4/3P4/2N5/PPQ1PPPP/R1B1KBNR b KQkq -,g8f6 c1g5 c8e6 e2e3 b8d7 a1d1 h7h6 g5h4 f8b4 f1d3,40
rnb1k2r/ppp2ppp/4pn2/3q4/1b1P4/P1N2N2/1P2PPPP/R1BQKB1R b KQkq -,d5d6 a3b4 d6b4 c1d2 b8c6 e2e4 b4e7 f1d3 c6b4 d2g5,559
rnb1k2r/ppp2ppp/4pn2/3q4/3P4/P1P2N2/4PPPP/R1BQKB1R b KQkq -,c8d7 e2e3 d5a5 c1d2 f6e4 f3e5 e4d2 e1d2 f7f6 e5c4,73
rnbqkbnr/pp3ppp/4p3/3p4/3P1P2/2N5/PP2P1PP/R1BQKBNR b KQkq -,g8f6 a2a3 f6e4 g1f3 e4c3 b2c3 b8d7 e2e3 f8e7 f1d3,-25
4r3/p1p2kpp/npR5/5p2/3PpP2/P3P3/1P3PBP/6K1 b - -,a6b8 c6c7 e8e7 c7c8 e7e8 c8c3 f7e6 c3c7 e8e7 c7c8,335
rnbq1bnr/pppp1ppp/4k3/4p3/3PP3/4K3/PPP2PPP/RNBQ1BNR b - -,d8e8 f1c4 e6e7 d4e5 f7f6 e5f6 g8f6 g1f3 d7d6 e3e2,185
rnbqkb1r/pp3ppp/4pn2/3p4/3P1P2/2N1P3/PP4PP/R1BQKBNR b KQkq -,f8e7 f1d3 a7a6 g1f3 b7b5 a2a3 c8b7 c3e2 e8h8 e1h1,-29
r1bqkb1r/pp1n1ppp/3p1n2/2pP2B1/8/2N2N2/PPP2PPP/R2QKB1R b KQkq -,a8b8 f1d3 f8e7 e1h1 e8h8 f1e1 h7h6 g5h4 a7a6 a2a4,121
rnbqkb1r/pppp1ppp/4pB2/8/8/1P6/P1PPPPPP/RN1QKBNR b KQkq -,d8e7 f6e7 f8e7 e2e3 e8h8 g1f3 c7c5 f1e2 b8c6 e1h1,1178
rnb1kb1r/pppp1ppp/4pq2/8/8/1PN5/P1PPPPPP/R2QKBNR b KQkq -,f8b4 c3e4 f6e7 c2c3 b4a5 b3b4 a5b6 d2d4 d7d5 e4c5,-130
rn1qkb1r/pp2pppp/2p2n2/3p1b2/Q1PP4/2N2N2/PP2PPPP/R1B1KB1R b KQkq -,g7g6 c3d5 f6d5 c4d5 d8d5 e2e3 e7e6 f1c4 d5d8 a4b3,40
r1bqkb1r/ppp2ppp/2n2n2/3PN3/3P4/8/PPP2PPP/RNBQKB1R b KQkq -,f8b4 c2c3 d8d5 e5c6 d5c6 c3b4 c8g4 f2f3 g4e6 f1e2,490
rn1qkbnr/ppp1pppp/4b3/8/3pPN2/8/PPPP1PPP/R1BQKBNR b KQkq -,d8c8 c2c3 g8f6 g1f3 e6g4 d1a4 c8d7 a4d4 d7d4 f3d4,162
8/p1p2kpp/n3r3/1p3p2/3PpP2/P1R1P3/1P3PBP/6K1 b - -,c7c6 f2f3 b5b4 c3b3 c6c5 g2f1 f7f6 f3e4 f5e4 g1f2,73
3q1b2/4kB2/3p4/8/2N5/2N5/8/6K1 b - -,e7f7 c3e4 d6d5 c4e5 f7e6 e4f2 e6e5 g1g2 d5d4 g2g3,-6541
8/8/8/8/Q1K5/8/4k3/8 b - -,e7f7 c3e4 d6d5 c4e5 f7e6 e4f2 e6e5 g1g2 d5d4 g2g3,Mate
rnbqkb1r/1p3ppp/p3pn2/2pp4/3P1B2/P1NBP3/1PP2PPP/R2QK1NR b KQkq -,b8c6 g1f3 c5c4 d3f1 f8d6 g2g3 b7b5 f1g2 e8h8 f4d6,-58
r1bqkbnr/ppp2ppp/8/3p4/3Q4/1PN5/P1P1PPPP/R3KBNR b KQkq -,g8f6 e2e4 c7c6 f1d3 d8a5 g1e2 d5e4 d3e4 f8c5 d4a4,-168
rnbqk2r/ppp1npbp/4pBp1/3pP3/3P4/5N2/PPP2PPP/RN1QKB1R b KQkq -,g6g5 f6g7 h8g8 g7f6 h7h6 g2g4 b8d7 f6e7 d8e7 b1c3,655
rnbqkbnr/pppppp1p/8/6p1/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq -,d7d6 d2d4 f8g7 b1c3 e7e5 d4d5 h7h5 h2h3 g5g4 f1e2,169
r1bqk2r/ppp1b1pp/2np1n2/4p3/2B1P3/2N2N2/PPP2PPP/R1BQ1RK1 b kq -,d8d7 f3g5 c6d8 f2f4 c7c6 a2a4 d7c7 f4f5 c7a5 c4a2,211
rn2kb1r/ppp2ppp/4pn2/q7/2B3b1/2NP4/PPP1NPPP/R1BQ1RK1 b kq -,c7c6 h2h3 g4h5 d1e1 b8d7 f2f4 h5g6 g1h1 f8d6 e2g3,67
r3kb1r/ppp1pppp/2n2n2/q7/2B3b1/2NP4/PPP1NPPP/R1BQ1RK1 b kq -,g4d7 e2g3 e7e6 c1d2 c6e5 c4b3 e8a8 c3e4 f8b4 c2c3,80
r4rk1/p1p2ppp/8/b6q/2bQ4/P3PN2/1B3PPP/R4RK1 b - -,h5h2 g1h2 f7f6 d4c4 g8h8 f3d4 a8b8 b2c1 a5b6 d4c6,1454
rn1qkbnr/pbp1pppp/1p6/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -,a7a6 c4d5 b7d5 c3d5 d8d5 a2a3 e7e6 g2g3 g8f6 f1g2,271
rn1qkb1r/pbp1pppp/1p3n2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq -,c7c6 c4d5 f6d5 e2e4 d5c3 b2c3 d8c7 a2a4 e7e6 f1d3,150
8/1k2K3/8/2Q5/8/8/8/8 b - -,c7c6 c4d5 f6d5 e2e4 d5c3 b2c3 d8c7 a2a4 e7e6 f1d3,Mate
rnb1k1nr/pp1p1ppp/2p2q2/2b1P3/2Bp4/2N2N2/PPP2PPP/R1BQK2R b KQkq -,d4c3 e5f6 g8f6 d1e2 c5e7 e1h1 d7d5 c4d3 c8e6 b2c3,717
rnbqkbnr/1ppB1ppp/p3p3/8/4P3/8/PPPP1PPP/RNBQK1NR b KQkq -,b8d7 g1f3 g8e7 e1h1 e7g6 d2d4 f8e7 c1e3 b7b5 c2c4,-394
4Q3/8/2k5/8/3K4/7b/8/8 b - -,d8d7 g1f3 e6e5 e1h1 b8c6 d2d3 f8d6 b1d2 g8f6 h2h3,Mate
rnbqk2r/pp2ppbp/2p2np1/3P4/Q2P4/6P1/PP2PPBP/RNB1K1NR b KQkq -,c8d7 d5c6 d7c6 g2c6 b8c6 g1f3 e8h8 b1c3 f6d5 a4b3,73
rnbq1rk1/pp2ppbp/2P2np1/8/Q2P4/6P1/PP2PPBP/RNB1K1NR b KQ -,d8b6 c6b7 c8b7 g2b7 b6b7 g1f3 b8c6 e1h1 f6d5 f1d1,240
rn1qk2r/ppp1bppp/3p1n2/4pb2/1PP5/2N1PN2/PB1P1PPP/R2QKB1R b KQkq -,a7a6 f1e2 e8h8 d2d4 c7c6 a2a4 f8e8 e1h1 e7f8 b4b5,40
rnbqkb1r/pppppp1p/6p1/3nP3/8/3P1N2/PPP2PPP/RNBQKB1R b KQkq -,c7c5 d3d4 c5d4 d1d4 d5c7 b1c3 b8c6 d4h4 h7h6 c1e3,64
rnb1kb1r/ppp1qppp/3p4/4N3/4QP2/6P1/PPPP3P/RNB1KB1R b KQkq -,c7c6 b1c3 d6e5 f4e5 g7g6 f1c4 f8g7 d2d4 e8h8 e1h1,221
rnbqkb1r/ppp1pp1p/3p1np1/8/4PP2/2NP4/PPP3PP/R1BQKBNR b KQkq -,e7e5 g1f3 b8c6 f1e2 f8g7 e1h1 e8h8 d1e1 c6d4 e2d1,33
rnbqkb1r/ppp2p1p/3p1np1/4p3/4PP2/2NP1N2/PPP3PP/R1BQKB1R b KQkq -,c8g4 h2h3 g4f3 d1f3 f6h5 f4e5 d6e5 g2g4 h5g7 h3h4,96
r1bqkbnr/pppp1p1p/6n1/3P4/4Pp2/5N2/PPP3PP/RNBQKB1R b KQkq -,d7d6 b1c3 f8g7 f1b5 c8d7 e1h1 c7c6 b5a4 g7e5 f3e5,69
rn1qkb1r/ppp2ppp/3p1n2/4P3/4P1b1/2N2N2/PPPP2PP/R1BQKB1R b KQkq -,f6g8 e5d6 b8c6 d6c7 d8c7 c3d5 c7d7 h2h3 g4f3 d1f3,364
rn1qk2r/p1pp1ppp/bp2pn2/8/1bPP4/1Q3NP1/PP1NPP1P/R1B1KB1R b KQkq -,b4a5 f1g2 a6b7 e1h1 e8h8 d2b1 h7h6 f1d1 f8e8 b1a3,61
r1bqkbnr/ppppp2p/2n2pp1/3Q4/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq -,e7e6 d5d3 f8g7 g1f3 f6f5 e4f5 g6f5 d3e2 g8e7 c4b3,-48
r1bqkbnr/pp1p1p1p/2n1p1p1/8/2B1P3/5N2/PPP2PPP/RNBQK2R b KQkq -,g8f6 b1c3 f8g7 d1d6 d8e7 c1f4 f6h5 d6e7 e8e7 f4g5,74
rnbqk2r/ppp1bppp/4pn2/3p4/3P1B2/2N2P2/PPPQP1PP/R3KBNR b KQkq -,c7c5 e2e3 e8h8 g2g4 b8c6 e1a1 c5c4 a2a3 d8a5 c3a2,-102
rnbq1rk1/ppp1bppp/3p1n2/4P3/2BP4/5N2/PP3PPP/RNBQK2R b KQ -,d6e5 f3e5 c7c5 c1e3 b8c6 e5c6 b7c6 b1c3 a8b8 d4c5,-75
rnbqkbnr/p3pppp/2p5/1p6/P1pP4/5NP1/1P2PP1P/RNBQKB1R b KQkq -,c8b7 f1g2 e7e6 e1h1 g8f6 f3e5 a7a6 b2b3 c4b3 c1b2,33
1k6/pP3pp1/3P4/5B1p/8/2P2b2/PPNqrPp1/R5K1 b - -,c8b7 f1g2 e7e6 e1h1 g8f6 f3e5 a7a6 b2b3 c4b3 c1b2,Mate
rn1qkbnr/pb2pppp/2p5/1p6/P1pP4/5NP1/1P2PPBP/RNBQK2R b KQkq -,a7a5 e1h1 e7e6 f3e5 f7f6 e5g4 d8d7 g4e3 f8b4 c1d2,60
r2qkbnr/1p1b1ppp/p1npp3/2p5/P1B1PP2/2NP1N2/1PP3PP/R1BQK2R b KQkq -,g7g6 e1h1 h7h6 d3d4 c5d4 f3d4 f8g7 c1e3 g8f6 f4f5,94
rnb1kbnr/ppp1pppp/4q3/8/4N3/3P1N2/PPP2PPP/R1BQKB1R b KQkq -,c8d7 f1e2 g8f6 e4f6 e6f6 d3d4 h7h6 c1e3 e7e6 e1h1,148
rn1qkbnr/pp2p1pp/2p2p2/3pPb2/3P2P1/2N5/PPP2P1P/R1BQKBNR b KQkq -,f5e4 c3e4 d5e4 e5f6 e7f6 g1e2 b8d7 c2c3 f8d6 e2g3,229
rnbqkb1r/pppppppp/5n2/8/8/2N3P1/PPPPPP1P/R1BQKBNR b KQkq -,d7d5 d2d4 c7c5 e2e3 b8c6 g1f3 c8f5 d4c5 e7e5 f1b5,-44
r2qkb1r/ppp1pppp/2np1n2/8/3P1Bb1/2N2N1P/PPP1PPP1/R2QKB1R b KQkq -,g4c8 e2e4 e7e6 d4d5 c6e7 d5e6 c8e6 d1d2 e7g6 f4h2,106
rnbqkb1r/pppppp1p/5np1/8/4P3/2N3P1/PPPP1P1P/R1BQKBNR b KQkq -,c7c6 e4e5 f6d5 f1g2 d7d6 e5d6 d8d6 c3e4 d6d8 d2d4,79
r1bqkb1r/pppp1ppp/2n5/4p3/2B5/2PP1N2/PP3KPP/RNBQ3R b kq -,f8c5 d3d4 c5b6 h1e1 d7d5 f3e5 e8h8 e5c6 b7c6 c4f1,349
rnbqk1nr/pp2ppbp/3p2p1/2P5/4P3/3BB3/PPP2PPP/RN1QK1NR b KQkq -,b8c6 b1c3 d6c5 e3c5 g8f6 h2h3 f6d7 c5e3 e8h8 g1e2,96
r1bqk2r/pppp1ppp/1bn2n2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 b kq -,a7a6 c1g5 h7h6 g5f6 d8f6 c3d5 f6d8 d5b6 c7b6 d3d4,132
r1bqkb1r/pp3ppp/2n1p1n1/2ppP3/5P2/2PB1NP1/PP1P3P/RNBQK2R b KQkq -,f7f6 e1h1 c8d7 d3c2 f6e5 f4e5 f8e7 d2d4 d8b6 g1g2,-43
rnbqk2r/pppnppbp/3pP1p1/8/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,e8h8 e6d7 b8d7 f1d3 c7c6 e1h1 d6d5 c3e2 f8e8 e2g3,594
rn1qk2r/pp3ppp/2pbpn2/3p4/3P2b1/1P2PN2/PBPNBPPP/R2QK2R b KQkq -,b8d7 f3e5 g4e2 d1e2 h7h6 e1h1 e8h8 a1c1 a8c8 c2c4,25
r1bq1rk1/pppnbppp/4pn2/3p4/3P1P2/3BPN2/PPPN2PP/R1BQ1RK1 b - -,a7a6 f3e5 c7c5 a2a4 c5c4 d3e2 a8b8 c2c3 d8c7 b2b3,33
r2qkb1r/ppp2ppp/2n1pn2/1B1p4/3P1B2/2P1PQ2/PP3PPP/RN2K2R b KQkq -,a8b8 b1d2 f8d6 f4g5 h7h6 g5h4 g7g5 h4g3 h6h5 e1a1,60
2r2r1k/1pN1Qpbp/p4pp1/qb6/8/1B4P1/PP3P1P/2RR2K1 b - -,b5c6 c7d5 c8e8 e7b4 a5b4 d5b4 c6f3 d1d3 g7h6 c1a1,-184
r1bk1bnr/pp3ppp/2n1p3/2p3N1/2B1P3/8/PPP2PPP/RNB1K2R b KQ -,c6d4 g5f7 d8e8 f7h8 d4c2 e1d2 c2a1 b2b3 g7g6 c1b2,193
r1bqkbnr/pp1p1ppp/2n1p3/2p5/3P1P2/2P2N2/PP2P1PP/RNBQKB1R b KQkq -,d7d5 e2e3 g8h6 f1d3 f8d6 e1h1 e8h8 d1e2 a7a6 b1d2,-44
rnbqkbnr/ppp3pp/3p4/5P2/2Bp4/5N2/PPP2PPP/RNBQK2R b KQkq -,b8c6 e1h1 d8f6 f1e1 f8e7 b1a3 a7a6 b2b4 c6e5 f3d4,287
r1bqkb1r/ppp2pp1/2np1n1p/4p3/2BPP3/2P2N1P/PP3PP1/RNBQK2R b KQkq -,a7a6 d1b3 d8d7 c4d3 g7g5 b1d2 f8g7 d2c4 e5d4 c3d4,98
rnbqk2r/ppp1nppp/4p3/3pP3/3P1P2/2P5/P1P3PP/R1BQKBNR b KQkq -,h7h5 g1f3 b7b6 c1a3 c7c5 d4c5 c8a6 f1d3 d8c7 e1h1,78
rnbqkb1r/pppnp1pp/3pp3/P7/3P4/5N2/1PP2PPP/RNBQKB1R b KQkq -,b8a6 f3g5 d7f6 h2h4 h7h6 g5f3 c7c5 f1d3 e8f7 d4c5,203
rnb1k2r/pp3ppp/2p2p2/q2p4/1bPP4/2N1P3/PPQ2PPP/R3KBNR b KQkq -,g7g6 c4d5 a5d5 a2a3 b4c3 b2c3 e8h8 g1e2 d5a5 c2d2,70
rnbq1rk1/pp1n1pbp/3p2p1/1BpP4/4PP2/2N2N2/PP4PP/R1BQ1RK1 b - -,d8a5 b5e2 a7a6 c1d2 c5c4 a2a4 a5b4 a4a5 b4b2 e4e5,192
rnb1kbnr/ppp1q1pp/3p4/5P2/2Bp4/5N2/PPPK1PPP/RNBQ3R b kq -,b8d7 h1e1 d7e5 d1e2 c8d7 d2d1 g8f6 f3d4 e8a8 d4e6,89
rnb1kb1r/ppp2ppp/5n2/3p4/3P4/2N2N2/PPP1BPPP/R1B1K2R b KQkq -,c7c6 e2d3 f8e7 e1h1 e8h8 h2h3 f8e8 c1e3 b8d7 a2a4,48
rn1qkb1r/ppp2p1p/3p1np1/4p3/4P3/2NP1B2/PPP2PPP/R1BQ1RK1 b kq -,f8g7 g2g3 e8h8 f3g2 b8c6 c3e2 d8d7 c1g5 h7h6 g5f6,73
rn1qkbnr/1bpppppp/8/1p6/3PP3/2N5/PP3PPP/R1BQKBNR b KQkq -,b8a6 f1b5 g8f6 d1e2 e7e6 a2a3 f8e7 g1f3 c7c6 b5a4,175
r1bqk2r/pppp1ppp/2n2n2/8/1b1NP3/5P2/PPPB2PP/RN1QKB1R b KQkq -,b4f8 d4c6 b7c6 b1c3 a8b8 e4e5 f6d5 c3d5 c6d5 d2c3,35
rnbq1rk1/pp2nppp/2p1p3/3pP1B1/1b1P4/2NB1N2/PPP2PPP/R2QK2R b KQ -,b7b6 a2a3 b4c3 b2c3 h7h6 h2h4 c8a6 d3a6 b8a6 g5d2,71
r2q1rk1/ppp3bp/2np1np1/4pb2/2P5/2NP2PP/PP2NPB1/R1BQ1RK1 b - -,g8h8 c1e3 d8d7 g1h2 h7h6 c3d5 g6g5 d5f6 g7f6 g3g4,26
rnbqk2r/pp3ppp/3bpn2/2pp4/3P4/3BPN2/PPPN1PPP/R1BQ1RK1 b kq -,c5d4 e3d4 e8h8 f1e1 b7b6 c2c3 c8a6 d3c2 d8c7 f3e5,45
r1bqkb1r/ppp2ppp/n3pn2/3p4/3P1B2/3BPN2/PPP2PPP/RN1QK2R b KQkq -,c8d7 c2c3 c7c5 b1d2 d8b6 a1b1 a8c8 a2a4 f8d6 f4d6,101
rnbqkb1r/pp2pppp/5n2/3P4/Q2p4/2P5/PP3PPP/RNB1KBNR b KQkq -,b8c6 d5c6 b7c6 g1f3 e7e6 c3d4 c8d7 f3e5 f8d6 b1d2,452
r1b1kb1r/pp1p1ppp/2n2n2/qN2p3/4P3/2NB4/PPP2PPP/R1BQK2R b KQkq -,a7a6 c1g5 a6b5 g5f6 g7f6 e1h1 b5b4 c3d5 f8g7 d3c4,-361
r1bqkbnr/ppp2ppp/2n5/4p3/8/P1N1PN2/1P1P1PPP/R1BQKB1R b KQkq -,c8d7 b2b4 f8d6 f1c4 g8f6 f3g5 e8h8 c1b2 d7f5 d2d3,74
rn1qkb1r/pp2pppp/5n2/3p1b2/3N4/6P1/PPP1PPBP/RNBQ1RK1 b kq -,f5d7 c2c4 e7e5 d4f3 e5e4 f3e5 d5c4 b1c3 b8c6 e5d7,251
r1bqk2r/pppp1ppp/2n5/8/1bBPn3/5N2/PP1B1PPP/RN1QK2R b KQkq -,e4d2 b1d2 d7d5 d1e2 c6e7 c4d3 e8h8 e1h1 e7g6 f1e1,-325
r2qkbnr/pp1b1ppp/2n5/1Bpp4/3P4/2N2N2/PPP1QPPP/R1B1K2R b KQkq -,f8e7 c3d5 a7a6 b5c6 d7c6 c2c4 c5d4 e1h1 c6d5 c4d5,95
rnbq1rk1/p1pp1ppp/1p3n2/4p3/1bP1P3/2N3P1/PP1PNPBP/R1BQK2R b KQ -,b8c6 h2h3 b4c5 e1h1 d7d6 d2d3 a7a5 g1h2 f8e8 a2a3,68
rnbqk2r/ppp2ppp/4pn2/8/1b1PP3/2N1BN2/PP3PPP/R2QKB1R b KQkq -,c8d7 f1d3 c7c5 a2a3 c5d4 e3d4 b4e7 e4e5 f6d5 c3d5,89
r1bqkb1r/pp2pppp/2np1n2/2p5/2B1P3/2NP1Q2/PPP2PPP/R1B1K1NR b KQkq -,g7g6 g1e2 f8g7 e1h1 e8h8 h2h3 a7a6 a2a4 a8b8 c1f4,-54
rnbqk2r/pp3ppp/4pn2/2bp4/8/2PBPN2/PP3PPP/RNBQK2R b KQkq -,e8h8 b1d2 f8e8 e1h1 h7h6 e3e4 e6e5 d1c2 d5e4 d2e4,-57
rn1qkbnr/1p1b1ppp/p2pp3/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 b kq -,b7b5 a2a4 b5b4 c3a2 g8f6 a2b4 f6e4 c2c3 d6d5 c1f4,95
r1bqk2r/ppp1bppp/2n2n2/3p4/3P4/2N2N2/PPP1BPPP/R1BQ1RK1 b kq -,f6e4 e2d3 c8f5 f1e1 e4c3 b2c3 f5d3 d1d3 e8h8 c1f4,44
1n1r4/r5kp/pp3pp1/4p3/6P1/1P2PN2/P1R2PKP/5R2 b - -,a7d7 f1c1 a6a5 c2c7 h7h6 c7d7 d8d7 h2h4 b8a6 c1c6,113
r1bqkb1r/ppp2ppp/8/3Np1N1/2Bn4/8/PPPP1PPP/R1BQK2R b KQkq -,c7c6 g5f7 e8f7 d5b6 c8e6 c4e6 d4e6 b6a8 d8d5 d1g4,486
rnbqkb1r/1p3ppp/p2p1n2/4p3/4P3/1N2BP2/PPP3PP/RN1QKB1R b KQkq -,b7b5 a2a4 b5a4 a1a4 c8d7 a4a1 f8e7 b1c3 a6a5 f1b5,54
rnbqk2r/pp3pbp/3p1np1/2pP4/4P3/2N3P1/PP3PBP/R1BQK1NR b KQkq -,e8h8 g1e2 a7a6 e1h1 f8e8 a2a4 b8d7 d1c2 a8b8 a1b1,-54
r1bqk2r/pp2bppp/2n1pn2/2Pp4/8/1P2PN2/PBPN1PPP/R2QKB1R b KQkq -,a7a5 f1b5 e8h8 e1h1 e7c5 c2c4 d8e7 d1e2 f8d8 f1d1,76
rnbqkbnr/pp2pppp/2p5/3p4/2P5/6P1/PPQPPP1P/RNB1KBNR b KQkq -,e7e5 f1g2 g8f6 d2d3 h7h6 g1f3 f8d6 e1h1 e8h8 b1d2,-78
8/8/4pppp/5P2/4P1PP/k7/8/K7 b - -,e6f5 e4f5 g6f5 g4f5 a3b3 a1b1 b3c4 b1c2 c4d4 c2d2,Mate
r1bqk2r/ppp1bpp1/2np1n1p/4p3/2B1P3/P1NPBN2/1PP2PPP/R2QK2R b KQkq -,c8d7 e1h1 e8h8 h2h3 d7e6 d1e2 a7a6 a1e1 f6d7 c3d5,82
r1bqk2r/ppp1bppp/2p5/4N3/3Pn3/8/PPP2PPP/RNBQ1RK1 b kq -,e8h8 f1e1 c8f5 c1f4 f8e8 b1d2 e4d2 d1d2 e7f8 e5f3,-47
rn2kbnr/ppp1pppp/8/7q/6b1/5N1P/PPPPBPP1/RNBQK2R b KQkq -,b8c6 e1h1 g4f3 e2f3 h5g6 f1e1 e8a8 b1a3 c6d4 f3h5,127
r1bqkb1r/1pp1pppp/p1n2n2/6B1/2pP4/2N1PN2/PP3PPP/R2QKB1R b KQkq -,c8g4 f1c4 e7e6 c4e2 f8e7 e1h1 h7h6 g5f6 e7f6 a1c1,132
r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/1PN1PN2/P4PPP/R2QKB1R b KQ -,c7c5 f1e2 h7h6 g5f6 d7f6 e1h1 c5d4 e3d4 b7b6 f3e5,-67
rnbq1rk1/ppp1bpp1/3p1n1p/4p3/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - -,f6d7 e2e4 e5d4 f3d4 b8c6 c1e3 c6d4 e3d4 e7f6 d4f6,113
rn1qkb1r/ppp1pppp/3p1n2/8/2PP2b1/5N2/PP1NPPPP/R1BQKB1R b KQkq -,a7a5 h2h3 g4d7 g2g3 b8c6 d4d5 c6b4 f1g2 g7g6 a2a3,65
r2qkb1r/pp2pppp/2np1n2/8/4P1b1/2N2N1P/PPP2PP1/R1BQKB1R b KQkq -,g4c8 c1e3 e7e6 g2g4 d8a5 d1d2 d6d5 e4d5 f6d5 c3d5,75
r1bq1rk1/pppp1ppp/2n2n2/4N3/4P3/2BP4/PPP2PPP/R2QKB1R b KQ -,f6d5 e5c6 d5c3 c6d8 c3d1 e1d1 f8d8 f1e2 d7d5 e4d5,304
rnbqkb1r/ppp3pp/4pn2/3p4/2PPP3/2N5/PP4PP/R1BQKBNR b KQkq -,b8c6 e4d5 e6d5 c4d5 c6b4 g1f3 f8d6 f1b5 c7c6 d5c6,100
rn1qkb1r/pbp1pppp/1p3n2/4P3/8/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,f6g8 d1d8 e8d8 e5e6 b7f3 e6f7 g8f6 g2f3 e7e6 c1g5,307
rn1qkb1r/ppp1pppp/5n2/3p4/8/1P3PP1/PBPP1P1P/RN1QKB1R b KQkq -,c7c5 f3f4 b8c6 f1g2 e7e6 f4f5 e6e5 e1h1 f8d6 c2c4,28
r1bqkbnr/pp3ppp/2n1p3/2Pp4/4P3/4BP2/PPP3PP/RN1QKBNR b KQkq -,d8a5 d1d2 a5d2 b1d2 d5d4 e3f2 f8c5 f1c4 c8d7 a2a3,71
r2qkbnr/pppn1ppp/8/3pp3/8/1P2PQ1P/PBPP1PP1/RN2KB1R b KQkq -,a7a5 f3d5 c7c6 d5d3 g8f6 b1c3 f8b4 a2a3 b4c5 g2g4,159
rnb1kbnr/ppp3pp/4p3/3pP3/3Pq3/8/PPP2KPP/RNBQ1BNR b kq -,c8d7 g1f3 e4g4 h2h3 g4h5 g2g4 h5f7 f1d3 c7c5 f2g2,168
r1b1kbnr/ppp2ppp/2n5/1Bq1p3/8/2N2N2/PPPP1PPP/R1BQ1RK1 b kq -,f8d6 d2d4 e5d4 f3d4 g8e7 b5c6 b7c6 f1e1 c8f5 d1f3,226
rn1qkbnr/pp3ppp/2p1p3/3pPb2/8/3P1N1P/PPP2PP1/RNBQKB1R b KQkq -,c6c5 f1e2 g8e7 c2c3 e7c6 e1h1 b8d7 d3d4 f8e7 e2d3,-66
r1bqk2r/ppp2ppp/2n1pn2/3p4/1b1P1B2/4PN2/PPPNBPPP/R2QK2R b KQkq -,b4d6 f4g3 e8h8 c2c4 b7b6 a1c1 c8b7 e1h1 c6e7 c4d5,86
rnbqkbnr/1p2pppp/p2p4/2p4Q/2B1P3/2N5/PPPP1PPP/R1B1K1NR b KQkq -,c8e6 c4e6 g7g6 e6f7 e8f7 h5d5 e7e6 d5b7 b8d7 g1f3,287
rnbqkbnr/1p3ppp/p2pp3/2p4Q/2B1P3/2NP4/PPP2PPP/R1B1K1NR b KQkq -,b7b5 c4b3 g8f6 h5h3 b8c6 a2a3 f8e7 h3g3 c6d4 g1e2,-82
rnbqkb1r/1pp1pNpp/p4n2/8/8/3B4/PPP2PPP/RNBQK2R b KQkq -,c8g4 f2f3 d8d5 f7h8 g4d7 b1c3 d5g8 c1f4 b8c6 f4c7,541
rnbqkb1r/1ppppppp/p4n2/8/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq -,e7e6 f1g2 f8e7 c2c4 d7d5 e1h1 e8h8 b1c3 b8d7 f3e5,74
rnbq1b1r/1pp1pkpp/p4nB1/8/8/8/PPP2PPP/RNBQK2R b KQ -,f7g8 d1d8 b8c6 d8c8 a8c8 g6f5 g8f7 f5c8 b7b5 e1d1,820
r1bqkbnr/ppp3pp/2n1pp2/1B1pP3/3P4/2P5/PP3PPP/RNBQK1NR b KQkq -,a7a5 c1f4 c8d7 d1h5 g7g6 h5e2 f8h6 f4g3 f6e5 b5c6,111
