r1b2rk1/p1p2ppp/3n4/1p1PN3/P1p5/8/1P1N1PPP/R3R1K1 b - -,c8b7 a4b5 b7d5 a1a5 f7f6 e5f3 d6b7 a5a1 b7c5 e1c1
r4rk1/pp2ppbp/n1p3p1/1PPp4/3P4/5NP1/1PbNPPBP/R4RK1 b - -,
r2q1rk1/1pp2pp1/p2p1n1p/3P1P2/3B3b/P2B1Q1P/1PP3P1/R4RK1 b - -,h6h5 d4e3 f6d7 f3h5 h4f6 c2c3 f8e8 a1e1 d7e5 d3e4
r1q2rk1/p2n1ppp/b1pBpn2/1p6/3PP3/1QN3P1/PP3PBP/R4RK1 b - -,f6g4 d6f8 c8f8 f1d1 b5b4 c3a4 a6b5 a1c1 e6e5 a4c5
R7/2k3pp/1p1p1r2/2PP3P/6b1/6P1/P2R1pK1/4rN2 b - -,f6g4 d6f8 c8f8 f1d1 b5b4 c3a4 a6b5 a1c1 e6e5 a4c5
8/8/6PK/8/5k1N/7n/8/8 b - -,h3f2 g6g7 f2g4 h6g6 g4e5 g6f6 e5g4 f6e6 g4h6 h4f5
3r3k/7P/6NK/8/3b1n2/2Q5/8/8 b - -,f4g6 c3c7 d8f8 c7d7 d4e5 h6g6 f8f6 g6h5 f6f8 d7e6
r1q3rk/1p2b2p/2p5/p7/4Q3/6P1/PP3PBP/3R1RK1 b - -,e7g5 f1e1 c8f8 b2b3 a8d8 e4c2 d8d1 c2d1 f8g7 d1h5
2kr4/ppp5/2n2p2/6qp/3R4/N4PPp/PP3Q1K/5R2 b - -,d8d4 f3f4 g5d5 a3b1 h5h4 b1c3 h4g3 f2g3 d5f5 g3e3
8/4r3/4k3/7K/4Q3/8/8/8 b - -,e6d6 e4b4 d6e6 h5g5 e7d7 g5f4 d7d5 b4b6 e6d7 f4e4
r2qkb1r/1pp2pp1/p1n1p2p/3pBb1n/3P4/2P1PN2/PP1NBPPP/R2Q1RK1 b kq -,a8b8 c3c4 f8e7 h2h3 h5f6 e5h2 e8h8 a1c1 e7d6 f3e5
8/2p1k2N/2n5/p1N5/7P/2n5/5PP1/6K1 b - -,c6a7 g1f1 a5a4 f1e1 a4a3 h7g5 a3a2 c5b3 c7c5 e1d2
r4rk1/1b1nbpp1/pp2pn1p/3p4/2PQ1BPP/2N2P2/PP2B3/2R2RK1 b - -,f6g4 d4d2 e6e5 f3g4 e5f4 d2f4 e7c5 g1h1 d5d4 c3d5
r4rk1/pp2ppbp/n1p3p1/2Pp4/1P1Pn3/2B2NP1/1Pb1PPBP/RN3RK1 b - -,a6c7 f1c1 c2b1 a1b1 c7b5 e2e3 a7a6 h2h4 h7h6 f3e1
rnbqk2r/ppp2ppp/1n1p1b2/8/2PP4/3B4/PP2NPPP/RNBQ1RK1 b kq -,b8c6 d4d5 c6e5 b1c3 e8h8 b2b3 e5d3 d1d3 b6d7 c1e3
2r1r1k1/1b3pp1/p2qpn1p/1p1pP3/8/2PQ2P1/PP3PP1/1BR1RNK1 b - -,d6f8 e5f6 g7g6 d3d4 f8d6 f1e3 e6e5 d4h4 c8c6 c1d1
r1bq1rk1/pp4bp/n2p3n/2pPp1pB/2P5/2N5/PP1N1PP1/R1BQK2R b KQ -,b7b5 c4b5 a6b4 d2e4 c5c4 c1g5 d8c7 h5e2 h6f5 a2a3
R7/2k3pp/1P1p1r2/3P3P/6b1/6P1/P2R1pK1/5r2 b - -,b7b5 c4b5 a6b4 d2e4 c5c4 c1g5 d8c7 h5e2 h6f5 a2a3
8/p1rr2p1/2b2qkp/2Q2p2/2P1pP2/2P3PB/P2R3P/3R2K1 b - -,g6f7 d2d6 f7g8 h3f5 d7d6 d1d6 f6e7 f5e6 g8f8 g1f2
2r5/pp1k2pp/1P3p2/P3p3/4P3/B2b1N2/5PPP/3R2K1 b - -,c8a8 d1d3 d7e8 h2h4 a7b6 a5b6 a8a6 d3b3 g7g5 h4g5
r2q1rk1/1pp2ppn/p2p1P1p/3P4/3B3b/P2B1Q1P/1PP3P1/R4RK1 b - -,d8f6 d3h7 g8h7 d4f6 h4f6 f3e4 h7g8 f1f6 g7f6 e4g4
r3r1k1/pb1qp2p/np2Nbp1/3P1p2/4n3/1N3PP1/PP4BP/R1BQ1RK1 b - -,e4d6 c1g5 a6b4 g5f6 e7f6 e6f4 e8e5 b3c1 b4d5 c1d3
r1q1r1k1/p2n1ppp/b1pBpn2/1p2P3/3P4/1QN3P1/PP3PBP/R4RK1 b - -,c8d8 e5f6 d7f6 b3a3 b5b4 a3a6 b4c3 a6a3 c3b2 a1b1
r1bqkb1r/ppp2p2/2N2n2/3p2Bp/Q2P4/2PpP3/PP1N1PPP/R4RK1 b - -,d8d6 g5f6 d6f6 c6b4 e8d8 b4d5 f6g7 a4c4 f8d6 d5f4
r4rk1/pb3pp1/1p2pP1p/8/1bBq3B/1QN5/PP3PPP/R4RK1 b - -,f8c8 c4e6 b4c3 e6f7 g8h8 b2c3 d4e4 f2f3 e4h4 f6g7
r2qkb1r/1p2nppp/p1n1p3/3p1b2/B2P1B2/5N2/PPPN1PPP/R2Q1RK1 b kq -,e7g6 f4g3 h7h5 h2h3 h5h4 g3h2 f8d6 h2d6 d8d6 f1e1
rn1qkb1r/p2b1ppp/2p1Pn2/8/Q7/8/PP2PPPP/RNB1KBNR b KQkq -,d7c8 e6f7 e8f7 g1f3 b8d7 g2g3 d7b6 a4b3 b6d5 f1g2
8/p3K3/2k5/P7/2P5/8/8/8 b - -,
3r3k/2Q4P/6nK/8/3b4/8/8/8 b - -,d8f8 c7d7 d4e5 h6g6 f8f6 g6h5 f6f8 d7d3 e5g7 h5g4
